[00:00:13.078 --> 00:00:13.218]  Food.
[03:15:19.845 --> 03:15:20.906]  Why are you doing that?
[03:15:20.906 --> 03:15:21.967]  It's like that meme.
[03:15:21.967 --> 03:15:24.028]  Here's the attention you ordered.
[03:15:24.028 --> 03:15:25.649]  These people are in a cult.
[03:15:25.649 --> 03:15:27.711]  When is this cult going to end?
[03:15:27.711 --> 03:15:31.093]  Well, no time soon, given the polling.
[03:15:31.093 --> 03:15:37.038]  Because we had the Freedom Day on the day that they announced the vaccine passports.
[03:15:37.038 --> 03:15:38.919]  Oh my God, feel so free.
[03:15:38.919 --> 03:15:39.640]  Last Monday,
[03:15:40.899 --> 03:15:49.326]  Where the legal restrictions on wearing masks indoors, apart from on CityCon's Tube, were lifted across the board.
[03:15:49.326 --> 03:16:00.575]  So if you're going to a restaurant, a pub or a shop, you don't have to do that ridiculous, absurd pantomime show where you have to wear the mask if you get up from the dinner table to go to the bathroom.
[03:16:00.575 --> 03:16:08.141]  We have to wear the mask for the five yards that it takes you to walk from the door to the table, because apparently that's where the virus exists.
[03:16:08.141 --> 03:16:10.223]  As soon as you sit down, it disappears.
[03:16:11.198 --> 03:16:13.180]  So that was lifted on Monday.
[03:16:13.180 --> 03:16:15.142]  What effect did it have?
[03:16:15.142 --> 03:16:19.486]  Well, from anecdotal evidence, from what I saw, not very much.
[03:16:19.486 --> 03:16:27.093]  The vast majority of people were still wearing masks in restaurants, in shops, because they've been terrified and inducted into a cult.
[03:16:27.093 --> 03:16:29.655]  It's very hard to reverse that brainwashing.
[03:16:29.655 --> 03:16:34.860]  Headline survey finds most Brits still wearing face masks despite no legal requirement.
[03:16:36.664 --> 03:16:45.566]  A new survey has found that Brits in most age groups are still wearing face masks at the same rate after July 19, despite there being no legal requirement to do so.
[03:16:45.566 --> 03:16:55.989]  A YouGov poll finds that the only people in the youngest age group, 18 to 24 year olds, have significantly reduced the wearing of face coverings since Freedom Day, when all restrictions were supposedly lifted.
[03:16:55.989 --> 03:17:00.690]  People aged 65 plus actually increased usage of wearing face masks.
[03:17:01.306 --> 03:17:07.969]  So the government came out and said you don't have to wear them anymore and they started wearing them even more.
[03:17:07.969 --> 03:17:17.132]  That's how deep this psychological behavioral manipulation has penetrated into their brainwashed psyche.
[03:17:17.132 --> 03:17:24.955]  Those aged 50 to 64 and 25 to 49 use them at roughly the same rate so it had no impact on them whatsoever.
[03:17:24.955 --> 03:17:27.456]  The only bright spark in this poll
[03:17:28.266 --> 03:17:34.849]  Was that among 18 to 24 year olds following Freedom Day, 58% were using them beforehand.
[03:17:34.849 --> 03:17:36.670]  Now it's only 46%.
[03:17:36.670 --> 03:17:41.352]  So at least among young people, it starts to drop.
[03:17:41.352 --> 03:17:50.976]  But again, from anecdotal evidence, you have this YouGov, which at every turn of the way in the lockdown has said that basically 80, 90% of the British public support lockdown.
[03:17:50.976 --> 03:17:52.917]  Anecdotally, you don't seem to find that.
[03:17:53.698 --> 03:18:06.540]  And in fact, when they asked people if they support self-isolation quarantine measures for people returning from foreign countries, you know, you get figures of 50, 60, 70% supporting that mandate.
[03:18:06.540 --> 03:18:19.603]  But then when they actually asked them if they personally had followed through and complied and adhered with that mandate, it sunk down to 18% who had actually followed through and followed the law.
[03:18:20.453 --> 03:18:28.475]  So they're telling these pollsters that they support all these lockdown measures, while their personal behaviour is basically the exact opposite.
[03:18:28.475 --> 03:18:41.219]  But again, the government cites these polls, uses these polls to say, well, the public supports us, we need to lock down even more, despite the fact that the public isn't really adhering to the advice anymore.
[03:18:41.219 --> 03:18:41.839]  In fact, I was in
[03:18:42.629 --> 03:18:55.715]  Several pubs during the course of the day on Saturday during the anti-lockdown protest in central London, literally zero people in all the pubs that I went in were wearing masks at any point.
[03:18:55.715 --> 03:19:01.838]  Not when they went in, not when they went to the bathroom, not when they went up to the bar to order their drinks.
[03:19:01.838 --> 03:19:03.599]  Nobody was wearing a mask.
[03:19:03.599 --> 03:19:07.561]  But I have seen in shops, and it depends on where you go, where the level of
[03:19:08.816 --> 03:19:10.877]  Obedience is higher than others.
[03:19:10.877 --> 03:19:13.699]  People still wearing masks.
[03:19:13.699 --> 03:19:22.684]  So it seems that the great divide on that point is going to fracture to an even greater degree.
[03:19:22.684 --> 03:19:23.425]  Now we have this.
[03:19:23.425 --> 03:19:29.789]  Conservative MPs suggest government should consider mandating flu vaccination for young people to attend venues.
[03:19:29.789 --> 03:19:32.230]  Yes, it's not going to stop at coronavirus.
[03:19:32.230 --> 03:19:35.292]  Now we have the booster shots coming in in a few months' time.
[03:19:36.246 --> 03:19:44.414]  For all the people who have apparently had a long-term immunity to coronavirus suppressed by taking the Pfizer vaccine.
[03:19:44.414 --> 03:19:48.679]  Gee, I thought the vaccine was supposed to give you immunity against the virus.
[03:19:48.679 --> 03:19:50.941]  No, you're going to need to get jabbed every six months.
[03:19:50.941 --> 03:19:58.489]  Oh, and by the way, now they're calling for mandatory flu shots and they're calling for people who don't take a mandatory flu shot to be barred.
[03:19:59.009 --> 03:20:06.332]  From restaurants, from cafes, from pubs, from cinemas, from shopping malls, from public transport, from education.
[03:20:06.332 --> 03:20:16.736]  Conservative MP Andrew Morrison asked the UK Government's Vaccine Minister whether authorities ought to consider mandating the standard flu vaccine before allowing young people to enter crowded venues.
[03:20:17.922 --> 03:20:21.124]  He said 22,000 people died from seasonal flu in 2017-18.
[03:20:21.124 --> 03:20:34.311]  The modelling, the much reliable modelling that said we've had half a million people dead in 200,000 cases a day, that modelling, really reliable, suggests this year's season would start early, be severe and will affect younger people more than Covid.
[03:20:34.311 --> 03:20:34.671]  But wait!
[03:20:36.067 --> 03:20:38.309]  You told us that flu had disappeared.
[03:20:38.309 --> 03:20:39.870]  I thought it had gone completely.
[03:20:39.870 --> 03:20:44.714]  Or were you just including flu deaths within coronavirus deaths to boost the fear?
[03:20:44.714 --> 03:20:46.216]  Artificial AGI wonder.
[03:20:46.216 --> 03:20:46.956]  We'll be back.
[03:20:46.956 --> 03:20:47.857]  Don't go away.
[03:20:47.857 --> 03:20:51.941]  You know, listeners call into the show and they thank me and it makes me feel pathetic.
[03:20:52.961 --> 03:20:56.904]  Because I sit there and I beg you for support constantly.
[03:20:56.904 --> 03:21:00.247]  For prayer, for financial support, and for word of mouth.
[03:21:00.247 --> 03:21:01.688]  And we're all in this together.
[03:21:01.688 --> 03:21:07.052]  And it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[03:21:07.052 --> 03:21:07.733]  But it's true.
[03:21:07.733 --> 03:21:11.156]  We're the only media organization in the United States that promotes liberty at this level.
[03:21:11.896 --> 03:21:14.379]  That is not beholden to the big corporate sponsors.
[03:21:14.379 --> 03:21:16.441]  And they've harassed and almost shut down everybody else.
[03:21:16.441 --> 03:21:18.203]  They've crippled all the other groups.
[03:21:18.203 --> 03:21:19.084]  And we're still here.
[03:21:19.084 --> 03:21:23.509]  And as this whole New World Order comes out in the open, our credibility's showing up.
[03:21:23.509 --> 03:21:25.130]  That's why we've got to be taken off air.
[03:21:25.130 --> 03:21:27.273]  That's why America has got to be taken down.
[03:21:27.273 --> 03:21:31.057]  You can't have all these other nations enslaved, and America's still quasi-free.
[03:21:31.697 --> 03:21:34.559]  I don't like coming to you and saying this could be our last broadcast.
[03:21:34.559 --> 03:21:37.981]  Hell, I've been on there 27 years, and only the last year or so have I said that.
[03:21:37.981 --> 03:21:40.943]  But let me tell you, the New World Order's breathing down our neck.
[03:21:59.364 --> 03:22:03.748]  The big globalist publications are coming after us, and they're doing everything they can to shut us down.
[03:22:03.748 --> 03:22:09.514]  So please pray to keep InfoWars on the air, and please support the local station you're listening to as well.
[03:22:09.514 --> 03:22:21.125]  At the same time, go to InfoWarsStore.com while you still can, and get a book, get a film, get a t-shirt, get some supplements, because it's that money that helps us stay on air in the face of this thing.
[03:22:21.725 --> 03:22:23.867]  I need your help more than ever now.
[03:22:23.867 --> 03:22:27.970]  I want to keep fighting the globalists, but I can't do it if you don't support us.
[03:22:27.970 --> 03:22:38.577]  So, pray for us, word of mouth, tell folks about the broadcast, however you can, and buy great products that will enrich you and your family's lives every day at InfoWareStore.com.
[03:22:38.577 --> 03:22:48.123]  Whether it's high quality coffee, or supplements, or books or films, all of it nurtures the soul, all of it empowers humanity, all of it is pro-human and pro-God.
[03:22:48.123 --> 03:22:48.784]  Thank you so much.
[03:22:49.484 --> 03:22:57.673]  I preach about the dangers of cell phones all day long because they're supercomputers controlled by big tech that are spying on us everywhere we go and what we do.
[03:22:57.673 --> 03:23:06.461]  But because they have great cameras and great recording systems and great ways to communicate, I still have one because this Trojan horse, this Promethean fire, has a lot of power.
[03:23:06.461 --> 03:23:12.648]  But when I'm not using it, I lock it up in a high-quality Faraday cage, a privacy pocket, at InfoWarsTore.com.
[03:23:13.368 --> 03:23:16.011]  We finally got them back in stock, the highest rated.
[03:23:16.011 --> 03:23:20.056]  They fit almost all types of Androids and iPhones.
[03:23:20.056 --> 03:23:22.039]  And 50% off, $14.95.
[03:23:22.039 --> 03:23:25.343]  They sell these babies for $29.95 all day long.
[03:23:25.343 --> 03:23:27.565]  We've got a private label with InfoWars on them.
[03:23:28.546 --> 03:23:33.289]  For $14.95 because I want you to get them and I want you to buy.
[03:23:33.289 --> 03:23:38.712]  Friends and family of these systems to educate them about what these quote smartphones really are.
[03:23:38.712 --> 03:23:41.354]  This is a great way to limit your phone time use.
[03:23:41.354 --> 03:23:46.596]  It's a great way to spend more time with your family and it's a great way to know you're not being tracked by the criminal globalist system.
[03:23:46.596 --> 03:23:49.098]  They're 50% off right now at InfoWareStore.com
[03:23:49.418 --> 03:23:57.946]  Ladies and gentlemen, Owen Schroer here, the host of the InfoWars War Room, and I am very excited about our latest supplement addition to InfoWarsStore.com.
[03:23:57.946 --> 03:24:08.036]  Now, I've been supplementing with greens fibers and vegetable capsules for a long time, and so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
