[00:00:10.659 --> 00:00:12.208]  Hi, Steve Adler.
[03:02:32.883 --> 03:02:37.486]  All five warehouses are full, but they've got a few days to ship out, so get your order in now.
[03:02:37.486 --> 03:02:44.650]  100% off, $100 off, $100 off on four-week emergency food supply, best offer ever.
[03:02:44.650 --> 03:02:54.075]  $130 off Alexa Pure Breeze, unprecedented air filter, $30 off Ready Hour wireless power bank charger, 28 LED room light, and so much more.
[03:02:54.375 --> 03:02:57.658]  Check it out, prepare it with Alex.com and that keeps us on the air.
[03:02:57.658 --> 03:03:03.823]  We thank you and we appreciate you and tomorrow I'll be broadcasting live from the District of Criminals DC.
[03:03:03.823 --> 03:03:05.744]  Matt Bracken takes over.
[03:03:05.744 --> 03:03:08.787]  Matt Bracken.
[03:03:08.787 --> 03:03:10.228]  Yeah, what's there to talk about?
[03:03:10.228 --> 03:03:11.189]  Not much going on.
[03:03:11.189 --> 03:03:13.711]  I mean, it's one of those just dull months.
[03:03:14.338 --> 03:03:15.879]  Same old, same old.
[03:03:15.879 --> 03:03:17.279]  You've got Hunter Biden in trouble.
[03:03:17.279 --> 03:03:19.420]  You're just begging me to come back in.
[03:03:19.420 --> 03:03:20.840]  You've got the CHICOMS in trouble.
[03:03:20.840 --> 03:03:22.621]  You've got the Supreme Court case.
[03:03:22.621 --> 03:03:24.181]  This is an insane time, brother.
[03:03:24.181 --> 03:03:27.323]  What would you call this time?
[03:03:27.323 --> 03:03:28.483]  Calm before the storm.
[03:03:28.483 --> 03:03:29.563]  Eye of the hurricane.
[03:03:32.031 --> 03:03:35.393]  You know, they say in the military, hope is not a plan.
[03:03:35.393 --> 03:03:42.037]  And right now everybody is, we're back in the revival tent saying, Texas is going to save us.
[03:03:42.037 --> 03:03:45.118]  The Supreme Court is going to save us.
[03:03:45.118 --> 03:03:49.341]  You know, it's like a junkie or a gambling addict.
[03:03:49.341 --> 03:03:56.425]  You know, we're just back in the casino with our kids' lunch money for one more roll of the dice.
[03:03:56.425 --> 03:04:00.107]  Like National Lampoon Las Vegas vacation.
[03:04:00.828 --> 03:04:11.033]  When Chevy Chase goes back to the blackjack table and meets his nemesis, the dealer, and he's only got five bucks.
[03:04:11.033 --> 03:04:12.794]  And he says, what can I do with five bucks?
[03:04:12.794 --> 03:04:18.337]  And the dealer says, you can buy a bullet and rent a gun.
[03:04:18.337 --> 03:04:22.459]  So us hoping right now that the Supreme Court is going to save us?
[03:04:23.391 --> 03:04:25.933]  I think that we need to make another plan.
[03:04:25.933 --> 03:04:33.598]  All the way back to the beginning of the Trump era, we've been fed these false hopes.
[03:04:33.598 --> 03:04:35.980]  First it was Jeff Sessions.
[03:04:35.980 --> 03:04:39.543]  He was going to be Stealth Jeff.
[03:04:39.543 --> 03:04:48.509]  You know, he was just doing that low-key approach, but secretly he was in the Department of Justice taking names and getting ready to kick ass.
[03:04:48.509 --> 03:04:49.550]  That was all BS.
[03:04:50.345 --> 03:04:56.909]  Then it was, okay, we got Robert Barr, and then we've got Special Prosecutor Durham.
[03:04:56.909 --> 03:04:59.470]  They're going to do the job.
[03:04:59.470 --> 03:05:07.215]  Now, just before the election and through the election, oh, it was the Frankfurt, Germany Seidel Farm.
[03:05:07.215 --> 03:05:10.137]  They're shipping people to Gitmo in secret.
[03:05:10.137 --> 03:05:11.898]  I'm not buying any of it.
[03:05:11.898 --> 03:05:13.399]  I don't think that there is this plan.
[03:05:14.207 --> 03:05:16.287]  I think that... Well, I respect your views.
[03:05:16.287 --> 03:05:18.268]  When we come back, I'm going to be listening.
[03:05:18.268 --> 03:05:19.568]  What do you think is going to happen?
[03:05:19.568 --> 03:05:21.708]  What happens if Biden gets in?
[03:05:21.708 --> 03:05:24.189]  And what's plan B?
[03:05:24.189 --> 03:05:25.309]  Resistance.
[03:05:25.309 --> 03:05:26.869]  We've got a plan for resistance.
[03:05:26.869 --> 03:05:27.869]  You can see this t-shirt.
[03:05:27.869 --> 03:05:30.130]  I'm going to stand up a little bit so you can see it.
[03:05:30.130 --> 03:05:34.671]  It's a reference to Normandy invasion and Red Dawn.
[03:05:34.671 --> 03:05:36.231]  The chair is against the wall.
[03:05:36.231 --> 03:05:42.792]  We've got to go to the next level because we're certainly not going to just cooperate like good serfs, like peasants.
[03:05:43.507 --> 03:05:45.068]  Our election was stolen.
[03:05:45.068 --> 03:05:46.810]  The rule of law is over.
[03:05:46.810 --> 03:05:49.752]  And now we're into a new era with new rules.
[03:05:49.752 --> 03:05:53.735]  And it's not going to be business as usual.
[03:05:53.735 --> 03:05:58.599]  It's going to be, it's going to be massive resistance in every way that we can.
[03:05:58.599 --> 03:06:05.225]  And some of it might manifest as physical resistance and some of it will be civil disobedience.
[03:06:05.225 --> 03:06:11.310]  And we're starting to see it with the, you know, with people supporting their little restaurant tours and bars.
[03:06:12.039 --> 03:06:14.740]  We're going to see that on a much bigger level.
[03:06:14.740 --> 03:06:21.021]  And with these rallies, you know, the DC Million MAGA rally this Saturday.
[03:06:21.021 --> 03:06:25.922]  I was in Valdosta, Georgia, just two hours from where I live.
[03:06:25.922 --> 03:06:31.003]  I was up in Valdosta last weekend and it was a sight to behold.
[03:06:31.003 --> 03:06:35.144]  It was, you know, the MAGA nation is not going to lay down.
[03:06:35.825 --> 03:06:39.208]  We're not just gonna surrender and take it.
[03:06:39.208 --> 03:06:42.972]  Three months ago we sold out of our privacy pouches.
[03:06:42.972 --> 03:06:51.461]  The reason we sold out is they are super high quality and it's all over the news that the UN and the Clintons and Microsoft and others with contact tracers
[03:06:51.821 --> 03:06:52.302]  We're good to go.
[03:07:14.364 --> 03:07:17.365]  Now again, there's lots of privacy pocket type systems out there.
[03:07:17.365 --> 03:07:19.046]  Most of them are about 90% effective.
[03:07:19.046 --> 03:07:24.188]  We found a model that's actually pretty inexpensive and has around 99% effectiveness.
[03:07:24.188 --> 03:07:27.629]  If you're right under a cell tower, it'll still blast through the Faraday cage.
[03:07:27.629 --> 03:07:30.070]  They're at InfoWarsTore.com at $19.95.
[03:07:30.070 --> 03:07:33.192]  This exact same system is sold everywhere else for $29.
[03:07:33.192 --> 03:07:34.712]  That's still a great deal.
[03:07:34.712 --> 03:07:35.473]  We sell a lot of these.
[03:07:35.473 --> 03:07:36.513]  We have the best price.
[03:07:36.513 --> 03:07:38.394]  Give us a great Christmas gift at InfoWarsTore.com.
[03:07:38.914 --> 03:07:44.615]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made.
[03:07:44.615 --> 03:07:45.656]  Alpha Power.
[03:07:45.656 --> 03:07:49.117]  As you age, your body can lose testosterone over time.
[03:07:49.117 --> 03:07:58.019]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[03:07:58.019 --> 03:08:06.201]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[03:08:06.801 --> 03:08:12.224]  Perfect by itself or with super male vitality in the true alpha male path.
[03:08:12.224 --> 03:08:19.447]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[03:08:19.447 --> 03:08:23.149]  Let Alpha Power help bring you to the peak of your optimal health.
[03:08:23.149 --> 03:08:26.171]  Don't fall short on energy in the fight against tyranny.
[03:08:26.171 --> 03:08:30.233]  Show the world what a true alpha male looks like today with Alpha Power.
[03:08:30.233 --> 03:08:32.734]  Head to InfoWarsStore.com today.
[03:08:41.875 --> 03:08:58.819]  You're listening to the Alex Jones Show.
[03:08:58.819 --> 03:09:05.661]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:09:05.661 --> 03:09:09.022]  And now, your host, Matt Bracken.
[03:09:12.535 --> 03:09:22.018]  No, it's not too late to get a couple of nice hardcopy books for Christmas presents, just as a suggestion there.
[03:09:22.018 --> 03:09:29.700]  Now, I was pretty pessimistic in the opening segment, saying that we're probably going to get the rug pulled out from under us again by the SCOTUS.
[03:09:29.700 --> 03:09:34.221]  It's going to be Lucy and Charlie Brown again with the football.
[03:09:34.221 --> 03:09:36.862]  So, don't get your hopes up.
[03:09:36.862 --> 03:09:41.123]  But just in the event that somehow SCOTUS comes through,
[03:09:41.914 --> 03:09:47.057]  and decides to uphold the Constitution, what's going to happen?
[03:09:47.057 --> 03:10:01.844]  Well, if it goes to the state legislatures, that's not a panacea because let's say that the Supreme Court says that these four states, they have to have at least a vote in their legislature.
[03:10:01.844 --> 03:10:06.727]  They put pressure on the legislature to choose their state electors.
[03:10:06.727 --> 03:10:10.289]  Well, those state legislatures, they're just made of human beings too.
[03:10:11.007 --> 03:10:17.993]  And we're in an era of just gross rampant intimidation, death threats, everything.
[03:10:17.993 --> 03:10:30.403]  So it's going to be asking a lot for those state legislators to overturn the bogus fraud election of Joe Biden and seed a slate of Trump electors.
[03:10:30.403 --> 03:10:33.105]  So no matter what the Supreme Court says,
[03:10:33.939 --> 03:10:49.582]  Don't look for the state legislators to suddenly, you know, find all this courage when they're thinking about, you know, their children on the way to school or the Molotov through the bedroom window at night, because that's where we are, folks.
[03:10:49.582 --> 03:10:57.124]  It's going to take an enormous amount of courage for them to defy this stolen election and overturn it.
[03:10:58.010 --> 03:11:01.713]  So no matter what the Supreme Court does, they're not just going to install Trump.
[03:11:01.713 --> 03:11:07.457]  They're going to send it to the state legislatures, and it's very likely that it'll die right there.
[03:11:07.457 --> 03:11:10.159]  What kind of pressure are we talking about?
[03:11:10.159 --> 03:11:12.021]  Look at Georgia.
[03:11:12.021 --> 03:11:17.245]  Look what happened to this young man whose car was blown up.
[03:11:17.245 --> 03:11:23.830]  You know, car accidents don't result in a massive explosion where the engine lands 200 feet from the car.
[03:11:25.618 --> 03:11:26.439]  All right.
[03:11:26.439 --> 03:11:31.943]  Sometimes, depending on what happens, there's a fire after an accident.
[03:11:31.943 --> 03:11:34.986]  But accidents don't start with an explosion.
[03:11:34.986 --> 03:11:44.793]  I think that was a message, not only to Kemp and to Loeffler, because the young man was connected to both of them.
[03:11:44.793 --> 03:11:48.917]  This is a warning that this could happen to any of your family.
[03:11:48.917 --> 03:11:51.319]  You know, this is the league we're playing in.
[03:11:51.319 --> 03:11:52.940]  This is the stakes we're playing in.
[03:11:53.533 --> 03:11:55.935]  That's why I don't think that I'm hyperbolic.
[03:11:55.935 --> 03:12:01.299]  We're in this, you know, the chair is against the wall t-shirt with the AR on it.
[03:12:01.299 --> 03:12:03.640]  Because this is where we're heading.
[03:12:03.640 --> 03:12:06.242]  We've been backed into a corner.
[03:12:06.242 --> 03:12:11.406]  You know, the left mistakes our forbearance and patience.
[03:12:11.406 --> 03:12:13.548]  You know, we're law-abiding people.
[03:12:13.548 --> 03:12:16.450]  We want to just live our lives in peace.
[03:12:16.450 --> 03:12:17.991]  They mistake that for weakness.
[03:12:18.749 --> 03:12:30.352]  And they're playing the same Marxist playbook, using the same Marxist playbook that they've been using successfully in country after country.
[03:12:30.352 --> 03:12:34.432]  So they think there's no reason why this shouldn't work in America.
[03:12:34.432 --> 03:12:45.835]  Then there's the generation, the age factor, where the instigators of this are the Bill Ayers generation, the Bob Avakian generation, the Angela Davis generation.
[03:12:46.974 --> 03:12:56.242]  These godless communist atheists believe that they're essentially worm food once they assume room temperature.
[03:12:56.242 --> 03:13:07.091]  And the only greater glory that they are ever going to achieve is to be responsible for an ultimate communist revolution in the United States.
[03:13:07.091 --> 03:13:14.837]  Or, if not a communist revolution, the destruction of the United States of America as a free country.
[03:13:15.960 --> 03:13:21.064]  That this country will no longer threaten the revolution in the rest of the world.
[03:13:21.064 --> 03:13:23.085]  Because it'll be wrecked.
[03:13:23.085 --> 03:13:26.167]  And that's what they're going for now.
[03:13:26.167 --> 03:13:28.508]  This is not a partial deal.
[03:13:28.508 --> 03:13:34.872]  They will absolutely threaten the lives of these state legislatures in the four states in question.
[03:13:34.872 --> 03:13:38.174]  Plus Arizona and Nevada.
[03:13:38.174 --> 03:13:41.276]  They are absolutely at this level now.
[03:13:41.276 --> 03:13:45.119]  And we have to be thinking long-term in terms of guerrilla warfare.
[03:13:46.007 --> 03:13:55.693]  But to begin with, we have to, you know, use the tools that we have, and that would be we need an exodus off of enemy media.
[03:13:55.693 --> 03:14:02.478]  I'm not saying just, you know, necessarily quit Twitter and Facebook if you're on them, but don't only post there.
[03:14:02.478 --> 03:14:04.119]  You know, you can parallel post it.
[03:14:04.119 --> 03:14:07.901]  Just leave Parler and Gab up and post there as well.
