[00:00:08.949 --> 00:00:09.390]  Death and taxes.
[02:45:08.118 --> 02:45:12.541]  I mean, I'm literally a blithering idiot when it comes to technical stuff and gardening compared to my dad.
[02:45:12.541 --> 02:45:15.503]  He's not half as good as his dad was.
[02:45:15.503 --> 02:45:20.367]  He's great at, like, you know, medical stuff and financing and things and, you know, at work.
[02:45:20.367 --> 02:45:22.028]  He's good at worldly stuff.
[02:45:22.028 --> 02:45:23.529]  And I'm like a creature of the world.
[02:45:23.529 --> 02:45:24.369]  I know how to use a gun.
[02:45:24.369 --> 02:45:26.231]  I know how to fight.
[02:45:26.231 --> 02:45:28.773]  But, I mean, most men don't even know how to do that now.
[02:45:28.773 --> 02:45:30.594]  So it's just like a degeneration.
[02:45:30.594 --> 02:45:32.215]  Do you see what I'm saying?
[02:45:32.215 --> 02:45:32.775]  Right, Alex.
[02:45:32.775 --> 02:45:36.278]  But 80% of those that are preparing are still urban.
[02:45:37.363 --> 02:45:42.146]  They're not rural, and that's the problem, is that they've got to make plans to get rural.
[02:45:42.146 --> 02:45:52.413]  I'm not saying that people have to leave right now, but they've got to make contingency plans to get rural and prepare to be self-sufficient in a rural, especially with Ebola racing its head.
[02:45:52.413 --> 02:45:55.876]  Like you, I don't think this is going to be a major imminent plague.
[02:45:56.696 --> 02:46:00.519]  It will happen later, but they've certainly introduced this into the United States.
[02:46:00.519 --> 02:46:01.680]  This is very dangerous.
[02:46:01.680 --> 02:46:03.642]  It is a very serious virus.
[02:46:03.642 --> 02:46:06.685]  It's not like anything else that we've seen before.
[02:46:06.685 --> 02:46:12.109]  Very hard to eliminate.
[02:46:12.109 --> 02:46:15.632]  But these things, you know, I think have been bioengineered.
[02:46:15.632 --> 02:46:19.115]  I think there's a patent involved with the Ebola virus.
[02:46:19.115 --> 02:46:24.480]  And they're messing with fire because they themselves cannot be immune to these things as well.
[02:46:25.305 --> 02:46:26.166]  Well that's it.
[02:46:26.166 --> 02:46:33.310]  There's always a lust in the heart of the evil people that turn themselves over to it to push further and further until they destroy themselves.
[02:46:33.310 --> 02:46:39.915]  That's basic criminology and it's just so wild to see evil manifesting at this level.
[02:46:40.655 --> 02:46:47.977]  Well, this is a satanic conspiracy we're dealing with and Satan does want to actually kill billions of people in the world.
[02:46:47.977 --> 02:46:55.499]  There will be these kinds of, you know, and you have to have what sane person on earth would engineer these kind of viruses.
[02:46:55.499 --> 02:46:57.420]  They're not working for themselves.
[02:46:57.420 --> 02:47:01.081]  They're not working for just a mafioso type individual.
[02:47:01.081 --> 02:47:03.881]  They're working for the master of all evil.
[02:47:03.881 --> 02:47:04.822]  And I'm not saying at the
[02:47:06.104 --> 02:47:07.945]  Great Alex, thank you very much for taking my call.
[02:47:07.945 --> 02:47:08.506]  I've got an idea.
[02:47:35.922 --> 02:47:45.145]  You know, you talk about everybody out here that wants to wake up other people and get out and make your own internet site or YouTube page or YouTube.
[02:47:45.145 --> 02:47:50.586]  And what I think is, um, I was looking at your, uh, your, your interview with Billy Corgan.
[02:47:50.586 --> 02:47:52.607]  It was like the day after Christmas.
[02:47:52.607 --> 02:47:59.689]  And he was talking about, you know, you could put all the facts and, you know, everything right there in front of people.
[02:47:59.689 --> 02:48:03.790]  Not everybody is going to be able to like grasp that or even accept it.
[02:48:03.790 --> 02:48:05.531]  I mean, uh, did you agree with him?
[02:48:07.930 --> 02:48:11.751]  Well, you know what, I just, I don't think I fully understand your point.
[02:48:11.751 --> 02:48:13.272]  I mean, what are you saying?
[02:48:13.272 --> 02:48:26.395]  Okay, my point is, in order to break past the, you know, everybody watching Out My Balls on Fox and MSNBC, you know what I mean, when I see them discredit you, they don't have anything.
[02:48:26.395 --> 02:48:27.376]  Like, they don't show anything.
[02:48:27.376 --> 02:48:29.276]  They're just like, oh, the government's corrupting the world.
[02:48:29.276 --> 02:48:30.096]  No, no, I hear what you're saying.
[02:48:30.096 --> 02:48:30.817]  I appreciate your call.
[02:48:30.817 --> 02:48:31.417]  It's a great point.
[02:48:32.236 --> 02:48:35.399]  The enemy's propaganda is so dumbed down and so mindless.
[02:48:35.399 --> 02:48:43.207]  The propaganda itself is an artificial reality to keep people dumb from birth to where we intellectually can't even talk to them.
[02:48:43.207 --> 02:48:50.614]  It's like 1984, they're telling folks don't fly into different Asian countries with it now because the police state doesn't like it.
[02:48:50.614 --> 02:48:53.557]  I mean, it's like Hillary uses 1984 as an instruction manual.
[02:48:54.801 --> 02:48:58.224]  How do you deal with such dumbed-down culture?
[02:48:58.224 --> 02:49:05.932]  And I think, Joel, that's their secret, is that they just dumb everybody down and make them poor, and then people that are aware can't even communicate with them.
[02:49:07.895 --> 02:49:18.919]  Well, there's another aspect to this, another dimension, that is, that there is an innate soul in each person, and many of those people are resistant to higher truths, to tough truths.
[02:49:18.919 --> 02:49:19.919]  They don't like them.
[02:49:19.919 --> 02:49:22.700]  You can tell that when you go out to talk to people.
[02:49:22.700 --> 02:49:25.941]  Their eyes glaze over, I don't want to hear this, you make me uncomfortable.
[02:49:27.122 --> 02:49:29.484]  And that's what we're dealing with as well.
[02:49:29.484 --> 02:49:35.009]  That's something that cannot be overcome by environmentalism, education, or otherwise.
[02:49:35.009 --> 02:49:39.152]  So I'm not a believer that we could reach everybody if we simply had the right message.
[02:49:39.152 --> 02:49:43.416]  We're looking for the people who sense truth, that sense that something's wrong.
[02:49:43.416 --> 02:49:44.998]  That's the only people I deal with.
[02:49:46.087 --> 02:49:52.928]  Absolutely, more and more I've learned, just people want to laugh at you or whatever, just move on, triage them, move to people that want to hear the truth.
[02:49:52.928 --> 02:50:00.249]  There's so many of those, we could never run out of folks, we need to come together.
[02:50:00.249 --> 02:50:08.231]  I tell you, Joel, as bad as things are getting, it's nothing compared to when this system really comes in.
[02:50:08.231 --> 02:50:13.272]  What are all the people that have bought into the system going to do as it falls apart on them?
[02:50:13.272 --> 02:50:15.272]  Are they going to double down and worship it even more?
[02:50:17.072 --> 02:50:18.488]  I think that they're going to be so...
[02:50:19.960 --> 02:50:21.140]  There's no other choice for them.
[02:50:21.140 --> 02:50:23.521]  They see that only government can save them.
[02:50:23.521 --> 02:50:34.645]  That's the beauty of the globalists bringing a nuclear attack on American military, is that everybody suddenly has a panic feeling, and all over the world, if the U.S.
[02:50:34.645 --> 02:50:36.626]  military's gone, what are we going to do?
[02:50:36.626 --> 02:50:40.407]  And those leaders will come out of their bunker and say, we're coming to save you.
[02:50:40.407 --> 02:50:48.010]  It'll be a global militarized, we'll band together, we'll throw out the communists, call it the League of Democracies, and we'll start all over again.
[02:50:48.550 --> 02:50:52.452]  You know, it's like socialism fails time and again, and yet what's their solution?
[02:50:52.452 --> 02:50:53.353]  More socialism.
[02:50:53.353 --> 02:50:55.314]  We need more control.
[02:50:55.314 --> 02:50:58.035]  They never stop, and we can't either.
[02:50:58.035 --> 02:51:01.657]  But the final equation, it's all about our test here on this planet.
[02:51:01.657 --> 02:51:02.918]  We'll be back with more calls.
[02:51:02.918 --> 02:51:05.819]  What good is a Big Berkey water filter?
[02:51:05.819 --> 02:51:09.341]  We get that question a lot here at BigBerkeyWaterFilters.com.
[02:51:09.341 --> 02:51:11.522]  And in a word, the answer is protection.
[02:51:11.522 --> 02:51:12.923]  Protection from water main breaks.
[02:51:13.203 --> 02:51:20.805]  E. coli contamination, environmental chemical spills, pesticide runoff, chlorine taste and smell, and all forms of fluoride.
[02:51:20.805 --> 02:51:26.807]  Plus, Big Berkey water filters are the original gravity water filter system and most trusted on the market for a reason.
[02:51:26.807 --> 02:51:32.789]  Tested by multiple independent NSF EPA certified labs, they are the gold standard in water purification.
[02:51:33.149 --> 02:51:37.991]  At only 1.7 cents a gallon, a single set of filters can last for 5 to 10 years.
[02:51:37.991 --> 02:51:39.772]  That means big savings.
[02:51:39.772 --> 02:51:44.234]  Big Berkey, the one that's powerful enough to purify stagnant pond water.
[02:51:44.234 --> 02:51:47.436]  Get a Big Berkey today at BigBerkeyWaterFilters.com.
[02:51:47.436 --> 02:51:51.177]  GCN listeners receive 5% off all ceramic filter systems.
[02:51:51.177 --> 02:51:52.958]  Visit our website or call 1-877-99-BERKEY.
[02:51:52.958 --> 02:51:53.378]  That's 877-99-BERKEY.
[02:51:53.378 --> 02:51:55.179]  Big Berkey Water Filters, for the love of clean water.
[02:52:03.976 --> 02:52:05.577]  Time and time again.
[02:52:05.577 --> 02:52:08.500]  You need to come here and help us.
[02:52:08.500 --> 02:52:09.961]  We need assistance.
[02:52:09.961 --> 02:52:10.762]  Please!
[02:52:10.762 --> 02:52:14.345]  Those we should be able to depend on let us down.
[02:52:14.345 --> 02:52:18.048]  Federal and state and local officials saying help is on the way.
[02:52:18.048 --> 02:52:20.751]  While the folks here in Bell Harbor say show me.
[02:52:20.751 --> 02:52:23.273]  Don't depend on the government to save you.
[02:52:23.273 --> 02:52:26.856]  Take action now so that you're prepared for the next disaster.
[02:52:27.156 --> 02:52:30.640]  We are hurting down here and we need help!
[02:52:49.539 --> 02:52:50.440]  Immediately!
[02:52:50.440 --> 02:52:55.207]  Before it's time to survive, it's time to prepare.
[02:52:55.207 --> 02:52:59.614]  MyPatriotSupply.com MyPatriotSupply.com
[02:53:02.110 --> 02:53:05.631]  You've been hearing about the in-home freeze-dryer from Harvest Right for months now.
[02:53:05.631 --> 02:53:07.171]  Have you invested in yours yet?
[02:53:07.171 --> 02:53:09.751]  As you know, we live in a politically and economically troubled time.
[02:53:09.751 --> 02:53:13.232]  You should be preparing for an uncertain future today.
[02:53:13.232 --> 02:53:19.453]  Right now is the time to start freeze-drying your own food so you can become self-reliant and less dependent upon others.
[02:53:19.453 --> 02:53:23.534]  To invest in your own home freeze-dryer, go to HarvestRight.com.
[02:53:23.534 --> 02:53:25.254]  Hurry supplies are limited.
[02:53:25.254 --> 02:53:28.114]  Again, that's a home freeze-dryer from HarvestRight.com.
[02:53:28.114 --> 02:53:30.315]  And be sure to mention this ad to save $200 through the month of August.
[02:53:31.855 --> 02:53:37.177]  Next to water and food, you need a safe, storable fuel supply for your preparedness needs.
[02:53:37.177 --> 02:53:39.178]  Spare fuel is the answer.
[02:53:39.178 --> 02:53:42.960]  Spare fuel can be used in any gas-powered vehicle or generator.
