[00:00:00.611 --> 00:00:00.871]  SIREN
[03:45:33.892 --> 03:45:35.113]  Because I've not launched this yet.
[03:45:35.353 --> 03:45:36.134]  Brilliant.
[03:45:36.134 --> 03:45:43.244]  You've taken the very element that they try to repress you with, that silence, and made it into a weapon.
[03:45:43.244 --> 03:45:46.187]  You have the loudest sound of all, silence.
[03:45:46.187 --> 03:45:49.011]  And you know what's most disturbing to people?
[03:45:49.011 --> 03:45:49.672]  Silence.
[03:45:51.781 --> 03:45:52.802]  Everybody's calling me.
[03:45:52.802 --> 03:46:00.147]  I'm getting constant streams of text messages and phone calls and family visiting the house saying, is coronavirus really deadly?
[03:46:00.147 --> 03:46:01.588]  How bad is it really?
[03:46:01.588 --> 03:46:04.270]  So I would encourage listeners, yes, go get high quality, storable foods.
[03:46:04.270 --> 03:46:07.252]  We have the only company, the biggest in the nation that actually still has food.
[03:46:07.252 --> 03:46:09.974]  It does take five to eight weeks to get it to you because they got to package it.
[03:46:09.974 --> 03:46:10.594]  They got the food.
[03:46:10.594 --> 03:46:13.316]  But I want to encourage listeners to do the most important.
[03:46:13.576 --> 03:46:33.085]  And that's drink purified water, that's pray, that's get focused, that's not be stressed out because you're prepared, and that's get DNA Force Plus, the PQQ and CoQ10 that cleans out the mitochondria and the cells and is the biggest immune booster you can engage in, the X2, the X3, the foundation, everything, the Ultra 12 back in stock, our nano silver, super silver, and super blue toothpaste, it's still 50% off.
[03:46:33.865 --> 03:46:36.187]  You're listening to the Alex Jones Show!
[03:47:08.657 --> 03:47:32.934]  As people in Australia, New Zealand, the United Kingdom and elsewhere squabble over hand sanitizer and toilet roll, most people aren't prepared whatsoever for outbreaks like the coronavirus and other world destabilizing events.
[03:47:32.934 --> 03:47:35.216]  Of course, now the CDC itself is telling
[03:47:35.709 --> 03:47:41.191]  Seniors to hoard supplies basically have at least two weeks worth of supplies.
[03:47:41.191 --> 03:47:46.273]  Food supplies in their homes to deal with the coronavirus if they can't go outside.
[03:47:46.273 --> 03:48:01.078]  We've seen video out of Italy today with health authorities with loudspeakers cruising around neighborhoods telling Italians to stay indoors and to only come outside if they're picking up medical supplies or seeing a doctor.
[03:48:01.078 --> 03:48:03.279]  Those people hopefully have some
[03:48:04.164 --> 03:48:11.147]  Level of food security in their homes have some level of storable food and if you don't have that, now is!
[03:48:11.147 --> 03:48:19.470]  There's no time like now to be stocking up on it, which is why we have the emergency survival foods still available at InfoWarsStore.com.
[03:48:19.470 --> 03:48:23.132]  Of course, we've had massive demand and that has caused some delays.
[03:48:23.132 --> 03:48:26.313]  There's an update here on the page at InfoWarsStore.com.
[03:48:27.310 --> 03:48:34.774]  Says, MyPatriotSupply has opened two new food production facilities today, bringing their total to four food processing plants.
[03:48:34.774 --> 03:48:41.417]  So we will hopefully shortly have this food back in stock, but you can get on the waiting list.
[03:48:41.417 --> 03:48:48.300]  It could be up to eight weeks, but it's worth getting on that waiting list for our InfoWars Life Select storable food.
[03:48:48.300 --> 03:48:53.062]  Again, it's 25-year shelf life, a ton of delicious recipes.
[03:48:53.062 --> 03:48:55.143]  Just add water and eat.
[03:48:55.143 --> 03:48:56.524]  And of course, if nothing happens,
[03:48:57.475 --> 03:49:11.606]  If the coronavirus doesn't come back, you know, roaring next winter, you just eat the food because it's got a 25-year shelf life, so it gives you plenty of time to just eat it anyway, and then maybe stock up later on if you want to save a ton of money in the process.
[03:49:11.606 --> 03:49:24.535]  We've got the one-year option, six-month, three-month, right down to the one-week supply of storable food that has 42 servings of emergency survival foods at infowarsstore.com.
[03:49:24.535 --> 03:49:26.817]  Check out the amazing five-star reviews
[03:49:28.041 --> 03:49:33.084]  Enhance your food security and support this network by buying the delicious, storable food.
[03:49:33.084 --> 03:49:37.226]  25-year shelf life at infowarsstore.com.
[03:49:37.226 --> 03:49:38.166]  Don't delay.
[03:49:38.166 --> 03:49:44.049]  Again, you might need to wait up to eight weeks, but you will definitely get it if you get in the waiting list now.
[03:49:46.343 --> 03:49:52.166]  Now, switching to big tech news, I wrote an article just before I came on air here this evening.
[03:49:52.166 --> 03:49:53.667]  It's up on summit.news.
[03:49:53.667 --> 03:50:01.971]  Psychologist, big tech will use subliminal methods to shift 15 million votes on election day.
[03:50:01.971 --> 03:50:13.997]  This is an issue we've talked about many times before, and this is something that Robert Epstein is so passionate about, that in this article, which I linked to, he emphasizes that he's not suicidal.
[03:50:13.997 --> 03:50:15.238]  Of course, he had the tragic
[03:50:15.939 --> 03:50:32.470]  Accidental death of his wife in a car accident back in December and Epstein himself in a tweet suggested it may not have been accidental simply because of the gravitas of the information that he's putting out when it comes to big tech manipulation.
[03:50:32.470 --> 03:50:36.873]  Remember he's done the studies and in fact in 2016 he did the study
[03:50:37.699 --> 03:50:57.351]  Where he gauged that search engine bias and algorithmic manipulation to the point where a certain candidate is ranked above another on a Google search result, or a positive or negative story about that candidate is ranked above another on a Google search result, the algorithmic manipulation can shift millions of votes.
[03:50:57.847 --> 03:51:04.750]  He said it shifted two to three million votes in Hillary Clinton's favour back in 2016.
[03:51:04.750 --> 03:51:10.872]  He's now saying that number in 2020 could be five times as much.
[03:51:10.872 --> 03:51:24.837]  And he writes in his article, social media giants can shift opinions and votes in numerous ways that people can't detect via a wide variety of subliminal methods of persuasion that can in minutes shift the voting preferences
[03:51:26.401 --> 03:51:33.189]  20% or more of undecided voters without anyone having the slightest idea, they've been manipulated.
[03:51:33.189 --> 03:51:42.139]  And all he's talking about is in what order certain stories are ranked in your news feed or in Google search results.
[03:51:42.139 --> 03:51:44.462]  Of course, we've had the massive scandal with YouTube.
[03:51:44.969 --> 03:51:58.373]  Proven in triplicate, at one point on YouTube, which bear in mind is the second biggest search engine in the world, you could type in my name and not even find my videos apart from the ones debunking and attacking me.
[03:51:58.373 --> 03:52:10.197]  They got it down to that level of manipulation where somebody with nearly 2 million subscribers on their own platform was completely blacklisted when you did an exact search for my name.
[03:52:10.197 --> 03:52:12.758]  Of course, Alex Jones was completely booted from there back in 2018.
[03:52:14.667 --> 03:52:33.857]  But in this article, Epstein talks about the leaked Google emails, which were published by the Wall Street Journal back in 2018, which exposed how Google engineers had sought to investigate how they could manipulate a user's ephemeral experiences to change their mind on the Trump travel ban.
[03:52:33.857 --> 03:52:41.481]  And again, he's talking about the fleeting moments we have every day when we view online content that's generated on the fly and isn't stored anywhere.
[03:52:41.932 --> 03:52:44.433]  News feeds, search suggestions.
[03:52:44.433 --> 03:52:56.259]  Remember the autocomplete suggestions back in 2016, where you could go on Bing, you could go on Yahoo, you could go on DuckDuckGo, any other search engine, and type in Hillary Clinton.
[03:52:56.259 --> 03:52:59.381]  The autocomplete suggestions would mainly be negative.
[03:52:59.381 --> 03:53:02.122]  You go on Google, they're all positive.
[03:53:02.122 --> 03:53:02.943]  Of course, what is it?
[03:53:02.943 --> 03:53:08.065]  Google has swallowed up now 75-80% of search traffic.
[03:53:08.065 --> 03:53:09.106]  And he writes in the article,
[03:53:10.052 --> 03:53:25.722]  No authority can go back in time to see what search suggestions or search results you were shown, but dozens of randomized, controlled, double-blind experiments I've conducted show that such content can dramatically shift opinions and voting preferences.
[03:53:25.722 --> 03:53:34.848]  He's talking about it shifting 15 million votes in the 2020 presidential election without leaving any kind of paper trail.
[03:53:34.848 --> 03:53:36.609]  He talks about Eisenhower's speech,
[03:53:37.462 --> 03:53:46.629]  The infamous Military-Industrial Complex speech back in 1961, where of course he warned of a technological elite taking control.
[03:53:46.629 --> 03:53:50.773]  Now that technological elite in Silicon Valley is in control.
[03:53:50.773 --> 03:53:59.319]  They donate 95% of their money to Democrats, social media companies, their employees.
[03:53:59.319 --> 03:54:01.501]  95% of their donations go to Democrats.
[03:54:01.501 --> 03:54:02.602]  They're in control.
[03:54:02.602 --> 03:54:04.864]  They're in control of the algorithm.
[03:54:04.864 --> 03:54:06.225]  The algorithm is king.
[03:54:06.766 --> 03:54:13.288]  Does it matter if you make a political ad to compete with your adversary's competing political ad?
[03:54:13.288 --> 03:54:20.330]  If Google decides not to show it, if Facebook decides not to promote it in your feed to your followers, they ain't gonna see it.
[03:54:20.330 --> 03:54:22.391]  That's how they win.
[03:54:22.391 --> 03:54:26.552]  And again, he says, I'm not suicidal because of the gravitas of this information that he's trying to put out.
[03:54:27.335 --> 03:54:31.397]  But he cautions, quote, He's been hopping on about this for the past four or five years, of course.
[03:54:31.397 --> 03:54:35.319]  Trump was monitoring the situation when we all got banned and nothing was done.
[03:54:35.319 --> 03:54:38.461]  Republicans haven't really done anything to address this.
[03:54:56.274 --> 03:55:04.899]  This is the biggest example of election meddling, when you can change an algorithm to shift up to 15 million votes on election day.
[03:55:04.899 --> 03:55:10.362]  And he ran studies with the biggest democratic election in the world, the election in India.
[03:55:10.362 --> 03:55:11.963]  He found the exact same thing.
[03:55:11.963 --> 03:55:15.626]  It shifted 10 million votes during that election.
[03:55:15.626 --> 03:55:20.288]  And now Epstein is warning that it could shift up to 15 million on election day 2020.
[03:55:21.516 --> 03:55:24.518]  And nobody is really talking about it.
[03:55:24.518 --> 03:55:27.421]  It should be a way bigger deal than it is.
[03:55:27.421 --> 03:55:31.384]  Talking about social media manipulation, another headline here.
