[00:00:11.035 --> 00:00:13.196]  Welcome to your life.
[02:51:00.106 --> 02:51:04.830]  This hour of GCN programming is proudly sponsored by BlocketPocket.com.
[02:51:04.830 --> 02:51:09.794]  Protect your privacy and data and render your phone or device completely undetectable.
[02:51:09.794 --> 02:51:15.018]  Go under the radar when your phone's not in use with BlocketPocket.com.
[02:51:15.018 --> 02:51:17.359]  Hi, Ted Anderson with Midas Resources.
[02:51:17.359 --> 02:51:22.063]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[02:51:22.063 --> 02:51:23.824]  Get our 10 Reasons book free.
[02:51:23.824 --> 02:51:24.125]  Call 800-686-2237.
[02:51:24.125 --> 02:51:24.305]  That's 800-686-2237.
[02:51:29.889 --> 02:51:30.869]  News Flash!
[02:51:30.869 --> 02:51:32.850]  Home invasions are on the rise.
[02:51:32.850 --> 02:51:35.731]  It takes less than 10 seconds to kick in a door.
[02:51:35.731 --> 02:51:38.493]  10 seconds is not enough time to protect your family.
[02:51:38.493 --> 02:51:40.453]  And what would happen if you're not home?
[02:51:40.453 --> 02:51:43.274]  Easy Armor is the ultimate security solution.
[02:51:43.274 --> 02:51:45.796]  85% of break-ins are through a door.
[02:51:45.796 --> 02:51:48.136]  Protect your home now with Easy Armor.
[02:51:48.136 --> 02:51:53.419]  Go to invasionstopper.com to get real security for under 70 bucks.
[02:51:53.419 --> 02:51:55.740]  That's invasionstopper.com.
[02:51:55.740 --> 02:51:56.640]  Easy Armor.
[02:51:56.640 --> 02:51:59.021]  Your security is our only business.
[02:51:59.341 --> 02:52:01.263]  Americans, you are being lied to.
[02:52:01.263 --> 02:52:07.588]  Does your skin crawl when a politician or a stock market guru say that we are in the midst of an economic recovery?
[02:52:07.588 --> 02:52:11.751]  According to top insiders, the largest financial meltdown in history is coming.
[02:52:11.751 --> 02:52:16.054]  You can prepare, but if you're living paycheck to paycheck, how do you find the cash?
[02:52:16.054 --> 02:52:20.438]  If you're fortunate enough to have retirement savings, it's probably not enough.
[02:52:20.438 --> 02:52:24.181]  And if it's in the market, it could be wiped out just like the last crash.
[02:52:24.181 --> 02:52:27.163]  But this time it will almost certainly be much worse.
[02:52:27.443 --> 02:52:33.068]  Precious metals are a great hedge, but they won't generate immediate cash flow to pay the bills.
[02:52:33.068 --> 02:52:35.891]  Learn the secret to creating cash flow and freedom.
[02:52:35.891 --> 02:52:40.635]  Get a free copy of my special report at babyboomerbackupplan.com.
[02:52:40.635 --> 02:52:41.215]  Or call 800-704-4117.
[02:52:41.215 --> 02:52:41.435]  That's 800-704-4117.
[02:52:41.435 --> 02:52:42.797]  Or visit babyboomerbackupplan.com.
[02:52:50.264 --> 02:52:56.538]  Traditional retirement may not be in the cards, but re-inspirement can change everything.
[02:52:56.538 --> 02:52:58.001]  BabyBoomerBackupPlan.com
[02:52:58.908 --> 02:53:00.229]  The experts are clear.
[02:53:00.229 --> 02:53:07.333]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[02:53:07.333 --> 02:53:13.617]  But I go further with Super Nascent Iodine X2 from Infowarsline.com.
[02:53:13.617 --> 02:53:17.339]  50% stronger than our original and revolutionary Nascent Iodine formula.
[02:53:17.339 --> 02:53:21.182]  Coming from a deep earth crystal source that no other supplier has.
[02:53:21.542 --> 02:53:26.864]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[02:53:26.864 --> 02:53:27.885]  Not our iodine.
[02:53:27.885 --> 02:53:34.227]  It comes from over 200 million year old crystal salt deposits and is tested and proven to be completely pure.
[02:53:34.227 --> 02:53:36.248]  Visit InfoWarsLife.com today.
[02:53:36.248 --> 02:53:37.828]  See the informational videos.
[02:53:37.828 --> 02:53:39.789]  Read the information there compiled.
[02:53:39.789 --> 02:53:44.411]  And for a limited time, when you use promo code NOW at checkout, you get an additional
[02:53:44.931 --> 02:53:46.632]  I've been everywhere, man.
[02:53:46.632 --> 02:53:48.173]  I've been everywhere, man.
[02:53:48.173 --> 02:53:50.134]  Across the desert, there, man.
[02:53:50.134 --> 02:53:52.776]  I've breathed the mountain air, man.
[02:53:52.776 --> 02:53:54.917]  I've traveled, I've had my share, man.
[02:53:54.917 --> 02:53:55.557]  I've been everywhere.
[02:54:14.051 --> 02:54:21.518]  I've been to Reno, Chicago, Fargo, Minnesota, Buffalo, Toronto, Winslow, Sarasota, Wichita, Tulsa, Ottawa, Ohio... You know who that is?
[02:54:21.518 --> 02:54:24.541]  Johnny Cash, bringing us in.
[02:54:24.541 --> 02:54:27.964]  Five and Monday, I really appreciate you spending time with us today.
[02:54:27.964 --> 02:54:29.626]  You're right, there's a line.
[02:54:29.626 --> 02:54:35.591]  You're either going to stand up for the Constitution, due process, and prosperity, or you're going to join with the globalist gang.
[02:54:36.252 --> 02:54:46.236]  People like Harry Reid that get up on television and say that, you know, that you're a terrorist for not letting them completely run everybody off the land who've been there since 1877.
[02:54:46.236 --> 02:54:51.078]  Now let's talk about your son and what they've been doing to him.
[02:54:51.078 --> 02:54:52.958]  This is an example for everybody.
[02:54:52.958 --> 02:54:56.940]  And if we give in to this intimidation, they'll end up taking over even more.
[02:54:56.940 --> 02:54:58.561]  Oh, you better not criticize the government.
[02:54:58.561 --> 02:55:00.181]  They won't let you fly.
[02:55:00.181 --> 02:55:03.282]  That's the whole reason we shouldn't have internal checkpoints.
[02:55:03.282 --> 02:55:04.643]  It isn't for terrorism.
[02:55:05.768 --> 02:55:07.313]  It's for us!
[02:55:07.313 --> 02:55:09.901]  Just like the Patriot Act they now admits for the American people.
[02:55:09.901 --> 02:55:11.446]  It was always meant for that.
[02:55:11.446 --> 02:55:12.088]  Cliven Bundy.
[02:55:13.001 --> 02:55:15.402]  Yes, now let me go back here.
[02:55:15.402 --> 02:55:17.402]  I want to wake your people up here.
[02:55:17.402 --> 02:55:22.024]  You know, they got their eyes shut looking down that white line down that black road.
[02:55:22.024 --> 02:55:26.085]  They better wake up and decide which side of that line they're on.
[02:55:26.085 --> 02:55:27.345]  And, you know, I didn't finish.
[02:55:27.345 --> 02:55:32.127]  You know, I said that the sheriff has the constitutional jurisdiction and authority.
[02:55:32.127 --> 02:55:34.367]  And we, the people, elect that sheriff.
[02:55:34.367 --> 02:55:36.128]  And we, the people, pay that sheriff.
[02:55:36.668 --> 02:55:42.654]  You know, one of the problems we have in America is when the federal government is paying our sheriff.
[02:55:42.654 --> 02:55:45.556]  No, that's not their duty to pay the sheriff.
[02:55:45.556 --> 02:55:50.261]  We, the people of the county that elected that man, is the one that pays him.
[02:55:50.261 --> 02:55:55.225]  And then he has some respect and honor back to protect our life, liberty, and property.
[02:55:55.225 --> 02:56:02.192]  But if the feds is paying his wages and his expenses and his operation, who does he respect?
[02:56:02.975 --> 02:56:03.756]  That's a problem.
[02:56:03.756 --> 02:56:13.252]  That's not only a problem with the sheriff, that's a problem with our school districts, and our county governments, and our state governments, and our health and welfare programs.
[02:56:13.252 --> 02:56:16.438]  We need to start paying the bill ourselves, not the federal government.
[02:56:17.751 --> 02:56:22.095]  But I want to show you, I want to look on the other side of this line.
[02:56:22.095 --> 02:56:24.618]  This other line, you expressed it pretty good.
[02:56:24.618 --> 02:56:35.550]  That is where we have a social government, where we have communist-type government, where we have all these big bureaucracies, and we have all this function of unlimited power through their placings.
[02:56:36.350 --> 02:56:37.591]  We're good to go.
[02:57:01.568 --> 02:57:02.529]  I agree with you.
[02:57:02.529 --> 02:57:03.909]  We're almost out of time, Cliven.
[02:57:03.909 --> 02:57:08.472]  Can you update us on your son and the harassment when he flies?
[02:57:08.472 --> 02:57:09.793]  Yes, I can.
[02:57:09.793 --> 02:57:15.436]  Why we're out on that is, of course, he refused to let him fly.
[02:57:15.436 --> 02:57:17.617]  He refused to sell him a gun.
[02:57:17.617 --> 02:57:23.200]  And then, of course, what's happening is the feds are running backwards on this now.
[02:57:23.200 --> 02:57:25.682]  They're saying, hey, Mr. Bundy, you can fly.
[02:57:25.682 --> 02:57:27.023]  You can buy a gun.
[02:57:27.023 --> 02:57:28.583]  But you know what that is for America?
[02:57:28.583 --> 02:57:29.404]  That's a win.
[02:57:30.197 --> 02:57:31.938]  We are winning this battle.
[02:57:31.938 --> 02:57:35.581]  There's another wind also just happening yesterday and today.
[02:57:35.581 --> 02:57:37.722]  And that's on this ACEC.
[02:57:37.722 --> 02:57:38.763]  You know what?
[02:57:38.763 --> 02:57:45.527]  They had a hearing yesterday, a public comment hearing on these ACECs in Las Vegas, Nevada.
[02:57:45.527 --> 02:57:50.731]  There was a group of people met there, the off-roaders, the picnickers, the campers.
[02:57:50.731 --> 02:57:53.793]  I had a representative there representing livestock.
[02:57:53.793 --> 02:57:54.994]  And guess what they did?
[02:57:54.994 --> 02:58:00.037]  They controlled the people where they wasn't able to talk or express their feelings.
[02:58:00.837 --> 02:58:09.402]  Well, they have another meeting in Nevada, which is another 50-60 miles northwest of Las Vegas.
[02:58:10.271 --> 02:58:10.971]  And guess what?
[02:58:10.971 --> 02:58:12.512]  They canceled that meeting today.
[02:58:12.512 --> 02:58:16.152]  Hold on, I want to do five more.
[02:58:16.152 --> 02:58:21.154]  People are not going to stand up to the federal government just running over and amassing their land anymore.
[02:58:21.154 --> 02:58:26.315]  Those people are ready to be sovereign citizens of the state of Nevada.
[02:58:26.315 --> 02:58:27.935]  Clavin, I'm almost out of time here.
[02:58:27.935 --> 02:58:29.016]  We got to go to break.
[02:58:29.016 --> 02:58:31.596]  Do five more minutes with me in overdrive so you can finish your point on this.
[02:58:31.596 --> 02:58:36.738]  I want to specifically talk about these meetings that are happening with people getting riled up straight ahead.
[02:58:36.738 --> 02:58:38.298]  Nightly News tonight, 7 o'clock central.
[02:58:40.410 --> 02:58:43.937]  You are listening to GCN.
[02:58:43.937 --> 02:58:46.181]  Visit GCNlive.com today.
[02:58:50.020 --> 02:58:51.281]  Another major health threat.
[02:58:51.281 --> 02:58:56.263]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[02:58:56.263 --> 02:58:58.944]  Ohio's governor declaring a state of emergency.
[02:58:58.944 --> 02:59:05.987]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[02:59:05.987 --> 02:59:08.868]  If there's a water emergency, will you be prepared?
[02:59:08.868 --> 02:59:11.910]  Panicked residents forming long lines throughout the day.
[02:59:11.910 --> 02:59:13.931]  We're here at a supermarket in Toledo.
[02:59:13.931 --> 02:59:16.752]  You can see the shelves empty where water once was.
[02:59:16.852 --> 02:59:22.594]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[02:59:22.594 --> 02:59:26.115]  Water which will not be available at your local grocery store.
[02:59:26.115 --> 02:59:29.196]  There's a mad dash on right now to stock up on supplies.
[02:59:29.196 --> 02:59:36.498]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[02:59:36.498 --> 02:59:39.719]  Protect your family's safety during an emergency.
[02:59:39.719 --> 02:59:46.001]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[02:59:46.161 --> 02:59:46.642]  Or call 1-888-253-3139.
[02:59:46.642 --> 02:59:47.843]  You're listening to the Alex Jones Show!
[03:00:11.059 --> 03:00:12.580]  Fix bayonets.
[03:00:12.580 --> 03:00:20.142]  We are now entering overdrive with your host, Alex Jones, broadcasting live from the front lines.
[03:00:20.142 --> 03:00:25.003]  If you are receiving this transmission, you are the resistance.
[03:00:25.003 --> 03:00:26.764]  Well, really powerful broadcast today.
[03:00:26.764 --> 03:00:29.385]  Great job the whole crew doing five minutes here as an addendum.
[03:00:31.164 --> 03:00:42.054]  In overdrive, I'm pretty excited after years of development, this new proprietary, truly organic, absorbable, Secret 12 blend of high quality vitamin B12 is out.
