[00:00:07.907 --> 00:00:09.648]  Now listen up!
[03:44:09.719 --> 03:44:11.981]  So get your orders in now.
[03:44:11.981 --> 03:44:17.445]  Every other major food manufacturer in the storable food area has been sold out for a long time.
[03:44:17.445 --> 03:44:19.747]  Many of them are still telling you they got food.
[03:44:19.747 --> 03:44:20.207]  They don't.
[03:44:20.607 --> 03:44:23.448]  We do, but it takes time to package it and get it out to you.
[03:44:23.448 --> 03:44:26.508]  The bad news is, hey, I hope the virus blows over.
[03:44:26.508 --> 03:44:31.489]  But the globalists trying to cancel the election and the economy may go south.
[03:44:31.489 --> 03:44:34.029]  Now more than ever is the time to have high quality, affordable food.
[03:44:34.029 --> 03:44:37.290]  And the place to get it is Infowarsstore.com.
[03:44:37.290 --> 03:44:38.950]  So a lot of you have gotten food from us.
[03:44:38.950 --> 03:44:39.830]  You've loved it.
[03:44:39.830 --> 03:44:41.671]  It's been very helpful for you and your family.
[03:44:41.671 --> 03:44:45.891]  Now is the time to double down with as crazy as this world is.
[03:44:45.891 --> 03:44:47.772]  If they're able to take Trump down, we are screwed.
[03:44:47.772 --> 03:44:49.032]  We've got to fend for ourselves.
[03:44:53.376 --> 03:44:58.361]  When it comes to regaining energy during the day, convenience is key.
[03:44:58.361 --> 03:45:06.268]  Sure, coffee, candy, and other highly sugar-filled drinks can give you a short boost, but the crash always follows.
[03:45:06.268 --> 03:45:12.574]  That's why we created a mixable energy formula to take on the go when you need a little help.
[03:45:12.574 --> 03:45:13.415]  TurboForce.
[03:45:13.835 --> 03:45:30.523]  Similar to other mix-in energy packets, TurboForce from InfoWars Life utilizes vitamins, amino acids, and extracts used for hundreds of years across the world to provide focus, clarity, and a boost of energy when you need it.
[03:45:30.523 --> 03:45:37.046]  TurboForce is certainly a force to be reckoned with for portable, affordable, and tasty energy.
[03:45:37.606 --> 03:45:45.090]  And speaking of affordable, you can even try TurboForce for a limited time at an incredible 40% off!
[03:45:45.090 --> 03:45:52.174]  Don't wait till it's out of stock again and get TurboForce right now only at InfoWarsStore.com.
[03:45:52.174 --> 03:45:54.416]  Psst!
[03:45:54.416 --> 03:45:55.236]  Hey!
[03:45:55.236 --> 03:45:58.878]  Listen, Alex Jones and the Resistance are still on air.
[03:45:58.878 --> 03:46:01.600]  They're at Bandoff Video and InfoWars.com.
[03:46:02.568 --> 03:46:04.689]  All you have to do is go to InfoWars.com.
[03:46:04.689 --> 03:46:07.431]  Towards the last show, you'll find Alex Jones's broadcast.
[03:46:07.431 --> 03:46:12.774]  Live, you'll find Owen Schroer, The War Room, David Knight, and so much more special broadcasts, films.
[03:46:14.241 --> 03:46:16.804]  Emergency reports, it's all there.
[03:46:16.804 --> 03:46:20.808]  And the globalists have worked around the clock to take them off air, but something's happening.
[03:46:20.808 --> 03:46:25.072]  The public has been spreading the word that the forbidden truth lives.
[03:46:25.072 --> 03:46:28.055]  At InfoWars.com, Ford's live show, and Bandaw Video.
[03:46:28.055 --> 03:46:29.677]  And it's growing exponentially.
[03:46:29.677 --> 03:46:33.000]  And the attempts to censor are only backfiring.
[03:46:33.000 --> 03:46:35.743]  But we can supercharge this right now.
[03:46:35.743 --> 03:46:37.365]  If all of you listening realize, hey,
[03:46:41.578 --> 03:46:43.339]  You're listening to the Alex Jones Show!
[03:46:43.339 --> 03:46:47.421]  You're listening to the Summit.News Radio Hour with Paul Joseph Watson.
[03:47:14.247 --> 03:47:22.672]  I'm going to go back and I'm going to throw to my new video here in a second about social distancing, but I want to urge you to get the great products at InfoWarsStore.com.
[03:47:22.672 --> 03:47:26.895]  Of course, it's never been more important than now to boost your immune system.
[03:47:26.895 --> 03:47:32.058]  And you can do that with the 50% off massive discount of Real Red Pill Plus.
[03:47:32.738 --> 03:47:35.400]  Right now at InfoWarsStore.com.
[03:47:35.400 --> 03:47:43.164]  Also, I'm told that the storable food, which is, of course, absolutely crucial at this time of food shortages, panic buying and so on.
[03:47:43.164 --> 03:47:45.706]  The government has stockpiles of storable food.
[03:47:45.706 --> 03:47:46.886]  So why shouldn't you?
[03:47:46.886 --> 03:47:50.208]  That is slowly coming back into stock.
[03:47:50.208 --> 03:47:54.911]  So take advantage of more great discounts by getting the InfoWars Live Select storable food.
[03:47:55.896 --> 03:47:59.839]  Or at least getting in the list to get that food, because of course there is massive demand.
[03:47:59.839 --> 03:48:02.842]  All available at infowarsstore.com.
[03:48:02.842 --> 03:48:08.746]  War Room with Owen Schreyer is coming up after this, but here is the new video, the truth about social distancing.
[03:48:08.746 --> 03:48:09.167]  Here it is.
[03:48:09.167 --> 03:48:15.872]  You should not be meeting friends.
[03:48:15.872 --> 03:48:19.315]  If your friends ask you to meet, you should say no.
[03:48:23.252 --> 03:48:26.658]  If your friends ask you to meet, you should say no.
[03:48:35.131 --> 03:48:44.897]  Responding to a drop in business in late February, Nancy Pelosi encouraged the people of San Francisco to gather in large crowds in Chinatown.
[03:48:44.897 --> 03:48:49.260]  She has been going around to show that it is perfectly safe to be here.
[03:48:49.260 --> 03:48:55.724]  It's exciting to be here, especially at this time, to be able to be unified with our community.
[03:48:55.724 --> 03:48:57.385]  We do want to say to people
[03:48:57.765 --> 03:48:59.367]  Come to Chinatown.
[03:48:59.367 --> 03:49:00.168]  Here we are.
[03:49:00.168 --> 03:49:00.868]  Come join us.
[03:49:00.868 --> 03:49:14.142]  So having tacitly denied the severity of coronavirus by urging people to congregate in huge groups as recently as a month ago, Pelosi then had the nerve to blame Trump's early denial for the spread of COVID-19.
[03:49:14.142 --> 03:49:15.063]  The president
[03:49:15.876 --> 03:49:19.757]  His denial at the beginning was deadly.
[03:49:19.757 --> 03:49:21.478]  You must stay at home.
[03:49:21.478 --> 03:49:22.218]  Come join us.
[03:49:22.218 --> 03:49:24.359]  We should be taking every precaution.
[03:49:24.359 --> 03:49:25.119]  Come join us.
[03:49:25.119 --> 03:49:27.020]  That's not social distancing!
[03:49:27.020 --> 03:49:42.045]  On February 9th, New York City Health Commissioner Osiris Barbot posted a tweet urging citizens to flock to Chinatown in large numbers to celebrate the Lunar New Year, while suggesting that advice to avoid crowds was misinformation.
[03:49:42.045 --> 03:49:42.705]  She urged people
[03:49:43.185 --> 03:49:57.951]  There is no reason not to take the subway, not to take the bus, not to go out to your favorite restaurant, and certainly not to miss the parade next Sunday.
[03:50:04.753 --> 03:50:06.855]  That's not social distancing!
[03:50:06.855 --> 03:50:24.391]  On the same day, Mark D. Levine, Chair of New York City Council Health Committee, lauded how huge crowds gathering in New York City's Chinatown was a powerful show of defiance of the coronavirus scare, tweeting four images of large groups of people gathered to celebrate the occasion.
[03:50:24.451 --> 03:50:29.933]  Most of the attendees were Chinese and some of them had almost certainly recently returned from China.
[03:50:29.933 --> 03:50:31.533]  That's not social distancing!
[03:50:31.533 --> 03:50:39.476]  Now New York is the hardest hit state in the entire country and accounts for over 66,000 corona infections.
[03:50:39.476 --> 03:50:42.277]  On March 2nd, New York City Mayor Bill de Blasio
[03:50:42.677 --> 03:50:47.661]  urged New Yorkers to get out on the town despite coronavirus.
[03:50:47.661 --> 03:50:55.387]  He told them to go to cinemas where they'd be in close proximity to hundreds of other people and even recommended a specific film.
[03:50:55.387 --> 03:50:56.808]  That's not social distancing!
[03:50:56.808 --> 03:51:08.858]  As late as March 3rd, London Mayor Sadiq Khan said it was misinformation to suggest large crowds shouldn't be gathering at concerts or on public transport and that they faced no risk.
[03:51:09.138 --> 03:51:14.986]  If people are coughing and sneezing on a crowded tube carriage, that is going to put you at risk.
[03:51:14.986 --> 03:51:21.195]  You know, people might be saying now, as the mayor of the city, should we still be getting on public transport and using the tubes?
[03:51:21.783 --> 03:51:26.224]  Well, it's very important that we don't spread panic or alarm based on misinformation.
[03:51:26.224 --> 03:51:33.125]  What we need to do as politicians is to rely upon the best advice we have from the public health experts and from the Chief Medical Officer.
[03:51:33.125 --> 03:51:38.686]  There is no risk in using the tube or buses or other forms of public transport or going to a concert.
[03:51:38.686 --> 03:51:44.767]  On March 10th, he said there were, quote, no specific concerns about using public transport.
[03:51:44.767 --> 03:51:49.848]  Just over two weeks later, after London became the epicentre of the virus outbreak in the UK,
[03:51:50.828 --> 03:51:52.930]  Sadiq Khan changed his tune.
[03:51:52.930 --> 03:52:01.637]  He pleaded with people to stay at home and revealed that nearly a third of Transport for London staff are now off sick or self-isolating themselves.
[03:52:01.637 --> 03:52:03.319]  Guess the cleaning didn't work.
[03:52:03.319 --> 03:52:06.782]  And despite all of this, many rush hour trains are still packed.
[03:52:07.082 --> 03:52:11.786]  Because Khan made the galaxy brain decision to take half of them out of service.
[03:52:11.786 --> 03:52:13.987]  Social distancing, UK style!
[03:52:13.987 --> 03:52:15.548]  That's not social distancing!
[03:52:15.548 --> 03:52:24.095]  Meanwhile, dog walkers in the Peak District, with no one around them for half a mile, are getting drone surveilled and publicly shamed by police.
[03:52:24.095 --> 03:52:29.799]  Meanwhile, flights from New York continue to land in London, with passengers undergoing no checks whatsoever.
[03:52:29.799 --> 03:52:31.200]  That's not social distancing.
[03:52:31.200 --> 03:52:35.503]  And let's not forget how the left-wing mayor of Florence and leftist political activist
[03:52:37.324 --> 03:52:42.426]  That was last month.
[03:52:42.426 --> 03:52:45.848]  Now Italy has the most coronavirus deaths in the entire world.
[03:52:45.848 --> 03:52:57.334]  Tens of thousands of Chinese migrant textile workers, many of them illegal, are employed in the town of Prato near Florence and across Lombardy, the epicentre of the pandemic.
[03:52:57.334 --> 03:53:03.797]  Many of these Chinese migrants travel back and forth between Italy and China during the peak of the coronavirus outbreak.
[03:53:04.497 --> 03:53:09.520]  Citizens were urged to go out and have physical contact with them to prove they weren't racist.
[03:53:09.520 --> 03:53:20.466]  According to top Italian virologist Dr. Giorgio Pallu, Italy's left-wing government refused to isolate people coming in from China because it was seen as, quote, racist.
[03:53:20.466 --> 03:53:22.688]  That's not social distancing.
[03:53:22.688 --> 03:53:30.312]  In Spain, the left-wing government encouraged citizens to participate in 75 feminist marches across the country.
[03:53:30.452 --> 03:53:33.575]  This was on March the 8th, just three weeks ago.
[03:53:33.575 --> 03:53:38.899]  The rallies were attended by Spain's Deputy Prime Minister as well as the Prime Minister's wife and mother.
[03:53:38.899 --> 03:53:48.428]  Apparently, in an effort to downplay the danger to the public of attending the rallies, the Spanish government failed to report new coronavirus cases between March 6th
