[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[3:41:58.180 --> 3:42:04.020]  miss it when someone is bleeding out of their eyes. You can't miss it. But with coronavirus,
[3:42:04.020 --> 3:42:08.700]  the symptoms are not present. And we know from the Lancet study also that 2% of those
[3:42:08.700 --> 3:42:13.860]  who are infected showed no symptoms of fever, no symptoms of respiratory distress, which
[3:42:13.860 --> 3:42:17.980]  means they can move right through airport security and pass through the screening that's
[3:42:17.980 --> 3:42:22.620]  being put in place all over the country. 2% of those who are infected will pass through
[3:42:22.620 --> 3:42:28.700]  airport screening. That means this is not being contained. Now, there are many other
[3:42:28.700 --> 3:42:32.500]  facts that you need to be aware of. We've covered some of it yesterday, but I have new information
[3:42:32.500 --> 3:42:37.740]  today. We've got one more segment coming up here on Infowars. Stay with me. This is Mike
[3:42:37.740 --> 3:42:42.220]  Adams, the Health Ranger. I'll bring you those facts after this short break. We will
[3:42:42.220 --> 3:42:46.460]  cover the information that you have not yet been told. We'll be right back after this
[3:42:46.460 --> 3:42:53.460]  break with all those answers and more.
[3:43:16.460 --> 3:43:41.740]  You see, when you expose our false flags and fake media, I will carry out a tax and then
[3:43:41.740 --> 3:43:48.740]  explain you what we've done with Alex Joe's blaming him for mass shootings we committed.
[3:43:48.740 --> 3:43:55.500]  Hey, oh, come on. Infowars life is bringing you a breakthrough in modern medicine, introducing
[3:43:55.500 --> 3:44:01.260]  pollen block. We have found an extraordinary new natural way to alleviate seasonal distress
[3:44:01.260 --> 3:44:07.580]  symptoms, including promoting clear nasal and sinus passageways, eye comfort and respiratory
[3:44:07.580 --> 3:44:14.020]  function. In the 1960s, researchers in France noticed that people who ate certain quail eggs
[3:44:14.020 --> 3:44:19.460]  experienced less seasonal immune and inflammatory responses. They began studying this effect
[3:44:19.460 --> 3:44:24.380]  in published trials, and decades later, we now have the fruit of this research, a fast
[3:44:24.380 --> 3:44:29.660]  acting, chewable tablet that helps alleviate seasonal distress symptoms. Pollen block is
[3:44:29.660 --> 3:44:35.220]  natural and effective. It is not an antihistamine. In fact, current research has found that it
[3:44:35.220 --> 3:44:40.100]  actually acts by blocking the activity of triptase, which is an enzyme that amplifies
[3:44:40.100 --> 3:44:46.140]  immune and inflammatory responses in the body. Go outside and enjoy the air you breathe.
[3:44:46.140 --> 3:44:52.220]  Head to info wars life dot com and grab a pack of our pollen block chewable tablets.
[3:44:52.220 --> 3:44:57.460]  I've got to really hand it to the listeners and viewers from info wars. Your support and
[3:44:57.460 --> 3:45:03.660]  your help in rebooting Americana is a challenge to the globalist system of corporate tyranny
[3:45:03.660 --> 3:45:09.020]  has really caught hold, not just in the US but worldwide. And President Trump's fearlessness
[3:45:09.020 --> 3:45:15.020]  when it comes to promoting Americana and basic liberty is amazing as well. He's still lacking
[3:45:15.020 --> 3:45:20.060]  on the big tech censorship, taking action against that in some other areas, but trying
[3:45:20.060 --> 3:45:24.420]  to end the wars, boosting our economy, speaking out against communist China. Trump's been
[3:45:24.420 --> 3:45:29.980]  doing an amazing job, but now more than ever, we really have to realize that we're being
[3:45:29.980 --> 3:45:36.100]  targeted because we are effective. And the globalists are beginning to lose their war
[3:45:36.100 --> 3:45:40.220]  against humanity in a big way. And so we're going to see some major fireworks out of them.
[3:45:40.220 --> 3:45:45.140]  But it's critical to not let ourselves get down when we see all the poison they spray
[3:45:45.140 --> 3:45:50.380]  at us. That's an attempt to demoralize us. We've got to remember that and stay focused
[3:45:50.380 --> 3:45:56.380]  and stay happy. We now know that more than 60 million people are on total lockdown in
[3:45:56.380 --> 3:46:01.100]  China and the food supplies and medical supplies are running out. We know the virus has already
[3:46:01.100 --> 3:46:06.580]  spread to more than a dozen countries. And many Chinese who escaped Wuhan are now confirmed
[3:46:06.580 --> 3:46:11.860]  to be arriving on the United States West Coast. We've now confirmed from major food suppliers
[3:46:11.860 --> 3:46:16.260]  across the United States that they've already run out of supplies of affordable foods because
[3:46:16.260 --> 3:46:20.700]  of institutional and governmental buyers. That's right, the rich, the powerful, the elite,
[3:46:20.700 --> 3:46:25.900]  big corporations are now buying up food storage at alarming rates. In full wars, private labels
[3:46:25.900 --> 3:46:30.540]  from my patriot supply and ships right out of the very same factory. They called and
[3:46:30.540 --> 3:46:34.740]  let us know that they have bought food forward, but that's going to run out probably in a
[3:46:34.740 --> 3:46:39.180]  few weeks and that people need to order now. They want to be able to get it within seven
[3:46:39.180 --> 3:46:43.900]  to 10 days. But if people wait, it may end up being longer. But if you get your order
[3:46:43.900 --> 3:46:55.860]  in now at infowarstore.com, you will be secured to get the food within seven to 10 days.
[3:46:55.860 --> 3:47:12.020]  We're listening to the Alex Jones show. Waging war on corruption. It's Alex Jones with Mike
[3:47:12.020 --> 3:47:19.660]  Adams. All right, we're continuing here on the Alex Jones show, Mike Adams. And thank
[3:47:19.660 --> 3:47:24.820]  you for tuning in. This is the final segment for today. And then Alex takes over at the
[3:47:24.820 --> 3:47:30.340]  war room with an old shawyer out for today, I believe due to sickness. Now, as I mentioned
[3:47:30.340 --> 3:47:35.540]  in the in the previous segment, I'm going to cover what I believe was bad information
[3:47:35.540 --> 3:47:40.860]  given to you by a previous guest. But look, I want to mention I have the greatest respect
[3:47:40.860 --> 3:47:46.580]  for Dr. Steve Piccini. He's a highly intelligent person. He is a patriot. And the way that
[3:47:46.580 --> 3:47:53.060]  you know that the the news here on info wars is real is because sometimes guests disagree.
[3:47:53.060 --> 3:47:58.700]  But none of us can be experts in all areas. And Dr. Piccini is an expert on US history
[3:47:58.700 --> 3:48:03.860]  and and political coups in foreign countries and and the way the the military and the deep
[3:48:03.860 --> 3:48:10.020]  state work to accomplish their specific goals. He's an expert in all those areas. And I'm
[3:48:10.020 --> 3:48:13.980]  not an expert in those areas. I don't I don't challenge him to a debate over the history
[3:48:13.980 --> 3:48:21.860]  of political coups. I'm an expert in these areas of lab analytics. I am a scientist.
[3:48:21.860 --> 3:48:26.500]  I'm a published scientist in these areas. I understand microbiology. I have millions
[3:48:26.500 --> 3:48:31.900]  of dollars of lab equipment that I run every day in an ISO credit to laboratory. And when
[3:48:31.900 --> 3:48:37.580]  I heard Dr. Piccini speaking, he was giving out a lot of just I'm sorry to say, but just
[3:48:37.580 --> 3:48:43.260]  bad, not true information about how things work in microbiology. So I feel a duty to
[3:48:43.260 --> 3:48:48.700]  correct that not an attack on him, not challenging his intelligence. He's a brilliant guy in
[3:48:48.700 --> 3:48:54.460]  many other areas. But when he said that he had coronavirus, and he said that he had treated
[3:48:54.460 --> 3:48:59.660]  it with antibiotics, and that he had successfully overcome it with antibiotics, right there,
[3:48:59.660 --> 3:49:05.060]  it's a major red flag. Every doctor in America knows that you can't treat viral pandemics
[3:49:05.060 --> 3:49:09.260]  with antibiotics. It doesn't work. And the reason it doesn't work is because viruses
[3:49:09.260 --> 3:49:15.340]  are not living. Viruses are not bacterial strains. They're very, very different. And
[3:49:15.340 --> 3:49:20.740]  Dr. Piccini also said that he thought this was what are my notes here in between a virus
[3:49:20.740 --> 3:49:28.140]  and a bacteria? Well, again, my apologies to everyone for pointing this out. It's just
[3:49:28.140 --> 3:49:33.740]  that it sounds like transgenderism among the liberals who think that boys can become girls
[3:49:33.740 --> 3:49:39.420]  and women can become men. If you think a virus can become a bacteria, I'm sorry, what is
[3:49:39.420 --> 3:49:45.180]  that trans viralism? It means you don't have baseline knowledge of basic biology and
[3:49:45.180 --> 3:49:50.700]  virology and epidemiology. Viruses and bacteria are completely different. Viruses are dead.
[3:49:50.700 --> 3:49:56.180]  Bacteria are living. Bacteria have cell membranes and cell walls and nucleoids and cytoplasm,
[3:49:56.180 --> 3:50:01.900]  and they have means of mobilization. They swim around. They respond to the environment.
[3:50:01.900 --> 3:50:06.500]  They are full functioning living creatures that are just a single cell. Viruses are nothing
[3:50:06.500 --> 3:50:11.780]  of the kind. Viruses are just fragments of RNA and DNA surrounded by protein, sometimes
[3:50:11.780 --> 3:50:17.300]  glycoproteins, for example, and they are not living and they do not respond to antibiotics.
[3:50:17.300 --> 3:50:22.900]  So when someone says that you can beat coronavirus with antibiotics, I'm sorry, that's very dangerous
[3:50:22.900 --> 3:50:28.380]  misinformation and it's not true. It's not true. Even the CDC would tell you that even
[3:50:28.380 --> 3:50:34.660]  a doctor, a mainstream doctor would tell you that this has to be beat through antivirals
[3:50:34.660 --> 3:50:38.420]  and they come from the world of natural medicine and also from pharmaceutical medicine. There
[3:50:38.420 --> 3:50:42.940]  are antivirals. Many of them are based on natural medicine, but also through quarantine
[3:50:42.940 --> 3:50:49.140]  and isolation. Isolation is the key to beating this pandemic, and that's why China has 56
[3:50:49.140 --> 3:50:53.180]  million people under quarantine. That's why flights are being canceled now by countries
[3:50:53.180 --> 3:50:59.380]  all over the world. To stop bringing it in, isolation is the only way to beat this. Now,
[3:50:59.380 --> 3:51:05.660]  let's talk about lethality versus transmissivity. A bioweapon that would be, quote, ideal for
[3:51:05.660 --> 3:51:12.140]  depopulation would have relatively low lethality and very high transmissivity. Why is that?
[3:51:12.140 --> 3:51:16.980]  Because they want people to be able to carry it and spread it to others. High transmissivity
[3:51:16.980 --> 3:51:23.300]  is the key to a successful biological weapon. And the lethality of this coronavirus at 15%
[3:51:23.300 --> 3:51:29.660]  is not low. Everybody who's been saying that that's low doesn't know anything about microbiology.
[3:51:29.660 --> 3:51:36.500]  Low would be 1%. Coronavirus strains of bacterial, I'm sorry, viral infections and other even
[3:51:36.500 --> 3:51:40.380]  bacterial infections such as bacterial pneumonia and so on. The lethality rates are typically
[3:51:40.380 --> 3:51:49.020]  less than 1%. So for the land set to publish a 15% fatality rate is red alert alarm bells
[3:51:49.020 --> 3:51:52.780]  ringing in the minds of all epidemiologists who know what they're talking about in this
[3:51:52.780 --> 3:51:59.060]  area. It's a very high rate of lethality for this class of virus, very high rate. And with
