[00:00:05.495 --> 00:00:06.215]  We're live.
[03:43:41.411 --> 03:43:46.998]  We have to make sure that we fight hard right now to make sure that long, dark night doesn't come.
[03:43:46.998 --> 03:43:48.139]  So be the Polar Bears you are.
[03:43:51.900 --> 03:43:59.825]  Globalism is all about making the nation-state and the population itself obsolete, non-essential.
[03:43:59.825 --> 03:44:12.293]  That's why they position it with economic tariffs, taxes, and controls to where family farms and industry that's based in the United States has to shut down or be part of a large corporate conglomerate.
[03:44:12.293 --> 03:44:18.317]  That's part of making us obsolete so that as the human world is phased out,
[03:44:18.897 --> 03:44:23.179]  They can simply look at us and say, because again, you are not essential.
[03:44:23.179 --> 03:44:26.200]  That's what the robots and all of this is about.
[03:44:26.200 --> 03:44:30.361]  It's about setting it up where we're no longer in charge of our lives.
[03:44:30.361 --> 03:44:34.203]  We can be told to stay in our houses, and after all, shut up!
[03:44:34.203 --> 03:44:35.843]  This world doesn't belong to people anyways.
[03:44:35.843 --> 03:44:40.365]  It belongs to the new AI gods, the rich elitists that have merged with machines.
[03:44:40.365 --> 03:44:42.146]  Yeah, that sounds completely insane, doesn't it?
[03:44:42.952 --> 03:44:46.095]  That's actually the public plan they're pushing.
[03:44:46.095 --> 03:44:52.821]  These people are completely psychotic and make Hitler look like a choir boy.
[03:44:52.821 --> 03:44:54.642]  How do you put a people under house arrest?
[03:44:54.642 --> 03:44:56.644]  How do you put them under siege?
[03:44:56.644 --> 03:45:10.376]  Well, you tell them you're protecting them from a virus that you yourself cooked up with the globalist Deep State and then had China release to then take down the populist president and those pesky American people that have become too uppity.
[03:45:11.156 --> 03:45:12.497]  Bill Maher even admitted it.
[03:45:12.497 --> 03:45:14.358]  Man, I hope we have a depression.
[03:45:14.358 --> 03:45:29.685]  And now they've tailored the whole thing, where the big corporations and the media are going to keep the country closed, along with the help of the blue cities and blue states, all the time blaming Trump and capitalism and Americanism for the depression it creates.
[03:45:29.685 --> 03:45:32.707]  If America is that stupid, we deserve what happens to us.
[03:45:32.707 --> 03:45:36.089]  But as for me, I'm not sitting here and I'm not taking it.
[03:45:36.089 --> 03:45:40.211]  It's all the nanny state and the peer pressure that they're the good people keeping everybody safe.
[03:45:40.931 --> 03:45:42.592]  But that's not what they're doing.
[03:45:42.592 --> 03:45:52.835]  They are pulling America up by its roots and irrevocably damaging our savings, our health, our whole world, and committing millions of third-world people to death.
[03:45:52.835 --> 03:45:57.977]  The America that we've known and loved, the America that was the land of the free, home of the brave, is dying right now.
[03:45:58.789 --> 03:46:05.538]  And everything our enemies are doing is about domesticating us, shutting us down and making us dependent on them.
[03:46:05.538 --> 03:46:07.600]  The food shortages have begun.
[03:46:07.600 --> 03:46:10.384]  The depression is going to be long and very, very serious.
[03:46:10.384 --> 03:46:12.627]  In fact, it's probably too late now to even turn back.
[03:46:12.627 --> 03:46:13.688]  Trump tried to stop it.
[03:46:14.249 --> 03:46:16.790]  But the mainstream media, working with the triad comms, blocked it.
[03:46:16.790 --> 03:46:21.311]  That's why you, and myself, and everybody else, has to get prepared now.
[03:46:21.311 --> 03:46:22.071]  Do not wait.
[03:46:22.071 --> 03:46:23.052]  It's not about the virus.
[03:46:23.052 --> 03:46:27.693]  It's about the economic chaos that's going to be unleashed in the next six months to a year.
[03:46:27.693 --> 03:46:30.554]  Get your high-quality, storable foods at mfulworthstore.com.
[03:46:30.554 --> 03:46:32.715]  They're available again, but for a limited time.
[03:46:32.715 --> 03:46:34.655]  The food supply is running out.
[03:46:34.655 --> 03:46:36.136]  There are major shortages.
[03:46:36.696 --> 03:46:41.600]  This is a globalist siege, a globalist lockdown, globalist terrorism.
[03:46:41.600 --> 03:46:44.842]  But we, the people, the patriots, have to be prepared.
[03:46:44.842 --> 03:46:46.763]  We've already been proven right about prepping so far.
[03:46:46.763 --> 03:46:48.184]  We'll get ready to be really proven right.
[03:46:48.184 --> 03:46:55.569]  Get your storable foods now at infowarestore.com.
[03:46:55.569 --> 03:46:58.211]  You're listening to the Alex Jones Show.
[03:47:12.091 --> 03:47:14.513]  Waging War on Corruption.
[03:47:14.513 --> 03:47:17.155]  It's Gerald Solente.
[03:47:17.155 --> 03:47:20.478]  You're listening to the Alex Jones Show.
[03:47:20.478 --> 03:47:23.781]  Hello, hello.
[03:47:23.781 --> 03:47:25.922]  Great being on the Alex Jones Show.
[03:47:25.922 --> 03:47:28.084]  Remember, do what you can.
[03:47:28.084 --> 03:47:32.027]  Put your money where your heart is and support InfoWars.
[03:47:32.027 --> 03:47:41.675]  And this is a time the people that are going to prepare, prevail and prosper are the ones that are going to be in the best shape.
[03:47:43.297 --> 03:47:48.239]  Physically and spiritually and emotionally.
[03:47:48.239 --> 03:47:55.842]  And one of the ways you get in shape physically to keep your health up is InfoWars Life Protein Bars.
[03:47:55.842 --> 03:48:00.524]  They're now available for 40% off.
[03:48:00.524 --> 03:48:06.007]  So getting your protein has never been easier with InfoWars Life Protein Bars.
[03:48:06.007 --> 03:48:10.929]  They're formulated to give you straightforward energy whenever you need it.
[03:48:12.921 --> 03:48:19.526]  With nutrient packed power and no unnatural additives.
[03:48:19.526 --> 03:48:36.640]  So unlike other energy bars out there that contain loads of filler fuel and unnatural ingredients, InfoWars Life Protein bars are made of wholesome ingredients like whey protein, chocolate compounds and chicory root fiber.
[03:48:37.190 --> 03:48:45.532]  Each pack contains 14 bars of easily accessible, great tasting energy on the go to help you reach your goals.
[03:48:45.532 --> 03:48:46.932]  So there you got it.
[03:48:46.932 --> 03:48:51.873]  Help you reach your goals with InfoWars Life Protein Bar.
[03:48:51.873 --> 03:48:56.194]  Combos, it's great stuff and you need to stay in shape.
[03:48:56.194 --> 03:49:00.415]  The people that are going down with this virus are the ones in bad shape.
[03:49:00.993 --> 03:49:01.713]  Period.
[03:49:01.713 --> 03:49:02.974]  Paragraph.
[03:49:02.974 --> 03:49:14.699]  And the other part about this is that when you look at it, you're saying, well, the amount of people with the virus is much higher than the numbers that they're giving.
[03:49:14.699 --> 03:49:16.040]  OK.
[03:49:16.040 --> 03:49:23.903]  If the numbers are much higher than the people are dying, the percentages are a lot lower than what they said before.
[03:49:23.903 --> 03:49:26.224]  So again, stay healthy.
[03:49:26.224 --> 03:49:27.405]  I said to you before,
[03:49:28.365 --> 03:49:36.811]  About this Low Lives Prestitutes, particularly on the Cartoon News Network, CNN.
[03:49:36.811 --> 03:49:42.335]  This is from the Wall Street Journal, so you know I'm not making it up.
[03:49:42.335 --> 03:49:46.198]  Ratings soar, ads vanish at CNN.
[03:49:46.198 --> 03:49:53.703]  Pandemic coverage boosts viewership, but recession sees wiping out revenue forecasts.
[03:49:53.703 --> 03:49:57.846]  On a recent conference call, CNN chief Jeff Zucker
[03:49:58.576 --> 03:50:01.158]  Isn't that a perfect name?
[03:50:01.158 --> 03:50:06.962]  How about taking out the Z and put an F in front of it?
[03:50:06.962 --> 03:50:10.144]  Because that's who he is.
[03:50:10.144 --> 03:50:27.075]  Urged editors and producers at the network not to shift focus from coronavirus news updates despite weeks of wall-to-wall coverage of the pandemic.
[03:50:27.075 --> 03:50:27.355]  Quote,
[03:50:28.188 --> 03:50:40.899]  You need to stay on the news, Mr. Zucker, with an F, said.
[03:50:40.899 --> 03:50:49.386]  Yep, Mr. Zucker said, according to a person who lives in, quote, people are coming to CNN for the news right now.
[03:50:49.386 --> 03:50:53.129]  So remember, their ratings were going way down.
[03:50:53.129 --> 03:50:54.891]  Nobody was tuning into this crap.
[03:50:56.425 --> 03:50:59.406]  But now they're way back up.
[03:50:59.406 --> 03:50:59.806]  Look at it.
[03:50:59.806 --> 03:51:01.547]  They show that little Andy Cuomo.
[03:51:01.547 --> 03:51:04.489]  I saw his little brother over there, Chrissy.
[03:51:04.489 --> 03:51:08.330]  Again, these boys born on third base, thought they had a home run.
[03:51:08.330 --> 03:51:11.472]  And he got a place over there in CNS.
[03:51:11.472 --> 03:51:14.153]  And isn't that great, huh?
[03:51:14.153 --> 03:51:17.414]  So, there you got it.
[03:51:17.414 --> 03:51:20.876]  Now, very important what's going on.
[03:51:20.876 --> 03:51:21.416]  The markets.
[03:51:23.356 --> 03:51:30.441]  The Dow's down now, as we speak, over 500 points, about 550 points.
[03:51:30.441 --> 03:51:34.963]  It's going all over, up and down, in and out, sideways, backwards.
[03:51:34.963 --> 03:51:38.586]  There's nothing, as I see it, that's going to boost these markets.
[03:51:38.586 --> 03:51:40.847]  And we've been writing about it a lot in the Trends Journal.
[03:51:40.847 --> 03:51:44.630]  As a matter of fact, we have Greg Manorino writing with us now as well.
[03:51:44.630 --> 03:51:49.833]  He's very attuned to the equity markets, and we're on this exact same page.
[03:51:49.833 --> 03:51:52.655]  This is unprecedented, what I'm going to tell you next.
[03:51:54.713 --> 03:51:58.915]  Never heard of before.
[03:51:58.915 --> 03:52:00.315]  West Texas.
[03:52:00.315 --> 03:52:05.317]  You guys down there in Austin aren't that's pretty close to West Texas, isn't it?
[03:52:05.317 --> 03:52:05.517]  Yeah.
[03:52:05.517 --> 03:52:11.139]  You know, West Texas oil prices, how much they're down today?
[03:52:11.139 --> 03:52:12.740]  Minus.
[03:52:12.740 --> 03:52:14.641]  Minus.
[03:52:14.641 --> 03:52:22.764]  Three hundred and thirteen percent.
[03:52:22.764 --> 03:52:23.164]  Minus.
[03:52:26.050 --> 03:52:27.431]  313%.
[03:52:27.431 --> 03:52:31.454]  You could buy a barrel of oil now for minus $38.
[03:52:31.454 --> 03:52:35.196]  I'm not making this up.
[03:52:35.196 --> 03:52:41.000]  You gotta pay because there's no place to store this stuff.
[03:52:41.000 --> 03:52:47.445]  There's way more supply than demand.
[03:52:47.445 --> 03:52:53.569]  On the oil front over there in the Middle East, Brent crude
[03:52:55.418 --> 03:52:58.740]  That's down to $28 a barrel.
[03:52:58.740 --> 03:53:02.181]  Russia needs it at about $48 a barrel.
[03:53:02.181 --> 03:53:05.943]  $42.
[03:53:05.943 --> 03:53:11.666]  Over there in Saudi Arabia, they need it at over $80 a barrel.
[03:53:11.666 --> 03:53:14.867]  Now, let's just stay in the States for a minute.
[03:53:14.867 --> 03:53:24.112]  Look at all those oil-rich states and all the oil-rich cities around those oil-rich and shale-rich communities in North America.
[03:53:27.739 --> 03:53:33.181]  You think you're going to be in deep problems?
[03:53:33.181 --> 03:53:35.501]  Go back to your Trends Journal.
[03:53:35.501 --> 03:53:42.543]  Read about what we've been writing about now since last December.
[03:53:42.543 --> 03:53:52.266]  The huge debt levels of all of these oil producing companies, particularly the smaller ones.
[03:53:53.342 --> 03:54:02.448]  And now, even the bigger ones, with all that cheap money they had out there, they were barring like crazy so they could do stock buybacks and other things.
[03:54:02.448 --> 03:54:04.949]  They're deep in debt.
[03:54:04.949 --> 03:54:10.193]  They're deep in debt, and now oil prices are going negative?
[03:54:10.193 --> 03:54:15.296]  Do you know how many failures there are going to be?
[03:54:15.296 --> 03:54:19.619]  Do you know how many millions of people this is going to hit?
[03:54:19.619 --> 03:54:22.821]  It's not only the people that work directly for the oil company,
[03:54:24.423 --> 03:54:32.249]  It's putting him on those trains and moving it around.
[03:54:32.249 --> 03:54:35.151]  Profits collapsing everywhere.
[03:54:35.151 --> 03:54:36.692]  Everywhere.
[03:54:36.692 --> 03:54:40.895]  Imagine oil prices dropping below zero.
[03:54:40.895 --> 03:54:52.584]  This is unprecedented in world history and the reasons it's unprecedented in world history is you've got a bunch of idiot, lunatic, moron politicians
[03:54:53.103 --> 03:54:59.684]  Destroying the global economy in front of our eyes.
[03:54:59.684 --> 03:55:04.845]  The arrogance of these low lives.
[03:55:04.845 --> 03:55:09.246]  And you got one after another.
[03:55:09.246 --> 03:55:17.147]  Protesters disrupt Kentucky governor's coronavirus briefing, chanting, we want to work.
[03:55:17.147 --> 03:55:21.288]  And of course, I saw what went on in Austin over the weekend with Owen and
[03:55:22.065 --> 03:55:32.728]  Joy and Alex Jones and others gathering and it's starting to happen around different places as well.
[03:55:32.728 --> 03:55:37.309]  The people want freedom and they're robbing it from us.
[03:55:37.309 --> 03:55:45.191]  Bravo Alex, Bravo Owen and Bravo for all the people standing up and fighting as they are in Michigan.
[03:55:45.191 --> 03:55:49.313]  As they're doing in other states as well.
[03:55:49.313 --> 03:55:50.553]  You look at that guy
[03:55:52.048 --> 03:56:02.613]  Down in Maryland, the governor, Holder, Handjob, what the heck's his name?
[03:56:02.613 --> 03:56:04.274]  You look at this guy.
[03:56:04.274 --> 03:56:06.735]  What did I say before about who's dying?
[03:56:06.735 --> 03:56:10.277]  The obese?
