[00:00.000 --> 00:16.640]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[3:28:46.640 --> 3:28:53.640]  in a way that honors the belief system that you say you embrace.
[3:28:53.640 --> 3:28:59.640]  If you say you embrace anything, if you don't, I feel sorry for you.
[3:28:59.640 --> 3:29:05.640]  Because there's a lot to be said for what can happen, what is happening,
[3:29:05.640 --> 3:29:13.640]  because on the other side of all this bad news is the other side of the bad news, right?
[3:29:13.640 --> 3:29:15.640]  Only it's greater than that.
[3:29:15.640 --> 3:29:18.640]  It's not just a dualistic system.
[3:29:18.640 --> 3:29:21.640]  That is not it.
[3:29:21.640 --> 3:29:23.640]  That is a really poor representation of it.
[3:29:23.640 --> 3:29:27.640]  And that's the part that breeds all the fear that causes globalists to think the way they do
[3:29:27.640 --> 3:29:29.640]  and do what they do.
[3:29:29.640 --> 3:29:31.640]  Because they think this is all there is.
[3:29:31.640 --> 3:29:34.640]  And then they discover, wait, there's this other thing.
[3:29:34.640 --> 3:29:37.640]  And the physics showed them there's this other dimension.
[3:29:37.640 --> 3:29:42.640]  And now they're a little bit nervous because what's over there?
[3:29:42.640 --> 3:29:47.640]  And what people don't realize is we're standing in the middle of it.
[3:29:47.640 --> 3:29:49.640]  We just are our tuner.
[3:29:49.640 --> 3:29:54.640]  These senses that we have only can see a part of that.
[3:29:54.640 --> 3:29:59.640]  And the other part of this is something deeper, something we need to remember.
[3:29:59.640 --> 3:30:03.640]  It's the core of who we are as created living beings.
[3:30:03.640 --> 3:30:09.640]  And here's the big fear of globalists is that enough of us will find that in us
[3:30:09.640 --> 3:30:15.640]  and begin acting in this way, individually knowing we're in concert already.
[3:30:15.640 --> 3:30:18.640]  No group to form. We're already standing in it.
[3:30:18.640 --> 3:30:20.640]  The majority already exists.
[3:30:20.640 --> 3:30:25.640]  Majority one and it starts with you, each and every one of us.
[3:30:25.640 --> 3:30:29.640]  Take the breath of life and express yourself in this world in a different way.
[3:30:29.640 --> 3:30:58.640]  This is Dr. Nick Baggett. We'll be right back.
[3:30:59.640 --> 3:31:02.640]  This is a real innovation. It's the spray cap.
[3:31:02.640 --> 3:31:08.640]  It doesn't just pour out a bunch of thick, gross, goo, but it's high quality.
[3:31:08.640 --> 3:31:10.640]  It aerosolizes it in a really great way.
[3:31:10.640 --> 3:31:13.640]  I like to put it on my hands, rub a little bit on my face.
[3:31:13.640 --> 3:31:16.640]  It's got organic alcohol in it so spray it right in your eyes.
[3:31:16.640 --> 3:31:20.640]  But I just love it personally as something that's a moisturizer as well.
[3:31:20.640 --> 3:31:22.640]  So this is a real innovation.
[3:31:22.640 --> 3:31:25.640]  I don't know why others didn't think of coming out with a hand sanitizer
[3:31:25.640 --> 3:31:29.640]  that actually has essential oil in it so it doesn't dry you out.
[3:31:29.640 --> 3:31:58.640]  It's so refreshing. This is a big winner.
[3:31:59.640 --> 3:32:09.640]  It's going to move very, very quickly into its end game.
[3:32:09.640 --> 3:32:15.640]  Submission to this is a form of living death and committing the next generation
[3:32:15.640 --> 3:32:20.640]  and our own generation to a living hell that cannot be imagined
[3:32:20.640 --> 3:32:22.640]  until you're actually experiencing this.
[3:32:22.640 --> 3:32:27.640]  This is your dignity, your soul, your future being poured inside out.
[3:32:27.640 --> 3:32:31.640]  This is a scientific dictatorship taking full control of humanity
[3:32:31.640 --> 3:32:57.640]  for its own selfless disgusting power trip.
[3:32:57.640 --> 3:33:22.640]  Thank you.
[3:33:22.640 --> 3:33:39.640]  It took hundreds and hundreds of years of human civilization
[3:33:39.640 --> 3:33:42.640]  to build up the world economy to where it is.
[3:33:42.640 --> 3:33:48.640]  Every economist is on record saying that as this economy has been shut down for two months,
[3:33:48.640 --> 3:33:53.640]  it is going to be a death sentence to the third world and a horrible nightmarish collapse
[3:33:53.640 --> 3:33:58.640]  to the first world and that the general public is going to go into deep, deep debt to the megabanks.
[3:33:58.640 --> 3:34:02.640]  They're not going to have medical ID cards, forced inoculations.
[3:34:02.640 --> 3:34:05.640]  We are now in a giant dystopia.
[3:34:05.640 --> 3:34:12.640]  But a lot of people are waking up and there is a major backlash taking place against this tyranny
[3:34:12.640 --> 3:34:17.640]  and we must all rediscover our bill of rights, rediscover our constitution and our backbone
[3:34:17.640 --> 3:34:21.640]  and start saying no to people who take this moral high ground and say,
[3:34:21.640 --> 3:34:24.640]  shut your business down, shut your life down, it will save lives.
[3:34:24.640 --> 3:34:29.640]  No, it's caused millions to already starve to death, tens of millions more.
[3:34:29.640 --> 3:34:32.640]  So the cowards who went along with us with your virtue signaling,
[3:34:32.640 --> 3:34:34.640]  you have destroyed your lives and our lives.
[3:34:34.640 --> 3:34:39.640]  Congratulations.
[3:34:39.640 --> 3:34:57.640]  You're listening to the Alex Jones show.
[3:34:57.640 --> 3:35:09.640]  You're listening to the Alex Jones show with Nick Baggage and welcome back.
[3:35:09.640 --> 3:35:13.640]  You know, I always forget to mention my website, earthholst.com.
[3:35:13.640 --> 3:35:15.640]  You're welcome to go there.
[3:35:15.640 --> 3:35:17.640]  There's a lot being done there right now in the background.
[3:35:17.640 --> 3:35:18.640]  You don't see it.
[3:35:18.640 --> 3:35:21.640]  I'm not marketing anything there.
[3:35:21.640 --> 3:35:26.640]  If you're interested in my books or videos, it's the info war store where those are available.
[3:35:26.640 --> 3:35:29.640]  I'm making my website just informational.
[3:35:29.640 --> 3:35:34.640]  So that's going to change pretty quickly, probably in the next week or two.
[3:35:34.640 --> 3:35:40.640]  You know, when I think about all of this and, you know, the context of preparing for a program,
[3:35:40.640 --> 3:35:46.640]  you always, I say this every week, you know, I always think I have a program planned,
[3:35:46.640 --> 3:35:49.640]  but this happens and it's always works out just fine.
[3:35:49.640 --> 3:35:54.640]  And I so appreciate the ability to do live radio.
[3:35:54.640 --> 3:36:00.640]  And for those that get the video feed, the TV feed and television feed or video feed.
[3:36:00.640 --> 3:36:06.640]  And, you know, people forget all of these are archived at band.video.
[3:36:06.640 --> 3:36:11.640]  And you need to go there and you can do a search under Baggage, B E G I C H do a search.
[3:36:11.640 --> 3:36:14.640]  And you'll find all the stuff we've done the last couple of years.
[3:36:14.640 --> 3:36:18.640]  Well, I've been doing these broadcasts and there's a lot there.
[3:36:18.640 --> 3:36:21.640]  And all of the other hosts are there as well.
[3:36:21.640 --> 3:36:26.640]  You know, we cover a lot of different topics. I try to cover things that others don't
[3:36:26.640 --> 3:36:32.640]  because I think being informed really kind of returns a little bit of our power back to us.
[3:36:32.640 --> 3:36:39.640]  And I think that's what implores has always been about why Alex and I worked together for a quarter of a century.
[3:36:39.640 --> 3:36:46.640]  And I work with everyone, you know, I work with over 200 radio and television producers in my life
[3:36:46.640 --> 3:36:52.640]  and produce probably now over well over 4,000 hours of programs.
[3:36:52.640 --> 3:36:56.640]  Actually, I don't know how many thousands of hours on top bottom run long.
[3:36:56.640 --> 3:37:02.640]  But this is what it has been about is informing and being informed.
[3:37:02.640 --> 3:37:09.640]  And that means that you study a lot, you read a lot and then you condense it down and you try and deliver it.
[3:37:09.640 --> 3:37:11.640]  And we do it spontaneously.
[3:37:11.640 --> 3:37:16.640]  You know, we don't script it. There's no telemonitors or whatever, prompters or whatever they call it running.
[3:37:16.640 --> 3:37:24.640]  We just do our thing. And and and it happens, you know, and people envision this big production.
[3:37:24.640 --> 3:37:27.640]  And on Alex's side, it is it takes a lot to run that.
[3:37:27.640 --> 3:37:32.640]  You know, I got the easy side. You know, I show up in front of a camera here in my home and poof.
[3:37:32.640 --> 3:37:39.640]  Everything happens. The magic happens. The guys in the production side get the graphics styled in.
[3:37:39.640 --> 3:37:47.640]  They get the sound just right. Everything, you know, and and we get to do this together, all of you together with us.
[3:37:47.640 --> 3:37:51.640]  We do this. And that's what makes it so incredible.
[3:37:51.640 --> 3:37:56.640]  And why I keep doing, you know, and why Alex keeps doing it, why we all keep doing our bit.
[3:37:56.640 --> 3:38:00.640]  And here's the thing that we also know it has made a difference.
[3:38:00.640 --> 3:38:06.640]  It continues to make a difference individually and collectively in terms of how things go.
[3:38:06.640 --> 3:38:10.640]  So now is the hour.
[3:38:10.640 --> 3:38:19.640]  You know, I mean, if there ever was a time for us to start acting a little bit, you know, everyone has been in neutral, right?
[3:38:19.640 --> 3:38:28.640]  We've been sort of on involuntary lockdown, you know, we've been what do they call it house arrested, whatever you want to call it, you know,
[3:38:28.640 --> 3:38:40.640]  quarantine to whatever nice words to give you a different picture. But here's what I would say about all of is we certainly had time to think or a chain and to have not
[3:38:40.640 --> 3:38:47.640]  the clutter of a lot of other distractions, although survival is kind of a big distraction for most of us in the world.
[3:38:47.640 --> 3:38:56.640]  And so, you know, thinking about this, though, let's not be the victims of it, of anything anymore.
[3:38:56.640 --> 3:39:05.640]  Let's figure out what has real value. And here's part of the delusion that we've been given by the world, that the money is how we have to plan our lives.
[3:39:05.640 --> 3:39:10.640]  So we budget our money and we budget our life. We budget all this stuff.
[3:39:10.640 --> 3:39:17.640]  But we don't think about the fact that we're spending, we say it all the time, we're spending our time.
[3:39:17.640 --> 3:39:23.640]  We're spending our time. Yep. And the meter is not getting any fuller.
[3:39:23.640 --> 3:39:27.640]  You know, your money, your bank account goes up and down, up and down, up and down.
[3:39:27.640 --> 3:39:36.640]  But you expire like me and everyone else on the planet, because we're all in this together and no one gets out of the physical reality alive at least.
[3:39:36.640 --> 3:39:41.640]  But here's the point of it. It should have a point, right?
[3:39:41.640 --> 3:39:47.640]  Individually, for you, your point, your calling, your mission, you go, I don't know what it is.
[3:39:47.640 --> 3:39:58.640]  It's this or that. How about it's just what you're doing. And now you need to reform it, consciously take control of it and choose how you're going to guide yourself through your life.
[3:39:58.640 --> 3:40:04.640]  Because no one's going to do it for you. And too many people are standing around waiting for someone to tell them what to do.
[3:40:04.640 --> 3:40:09.640]  See, when I started, I wouldn't form a group. I wouldn't form an organization. I wouldn't do any of that.
[3:40:09.640 --> 3:40:14.640]  I wouldn't because I had done that all my life. I'd seen all that. And you know what happened when you started doing that?
[3:40:14.640 --> 3:40:21.640]  People get confused about what they're doing. And then you got a hierarchy and someone's at the top and I don't believe in that.
[3:40:21.640 --> 3:40:31.640]  See, for this kind of work, I do it differently. I flip that upside down and the leader is at the bottom holding everything else up, you know, and he's shadowed by everything else.
[3:40:31.640 --> 3:40:40.640]  You don't even see him. That's the real leader. That's you. That's you and your house and your family with your friends and your workplace.
[3:40:40.640 --> 3:40:46.640]  That's you in the shadow of a greater thing that you get to participate in. That's what I am.
[3:40:46.640 --> 3:40:56.640]  You just think I'm standing up here. I'm not. I'm under this thing because that's where it happens where the rubber meets the road.
[3:40:56.640 --> 3:41:08.640]  I'm in the shadow of this thing. And you guys, all of us together are that thing, you know, that consciousness is changing the world by doing stuff together
[3:41:08.640 --> 3:41:17.640]  and not getting confused about our part in it, thinking we have a big part when all of them are small, all of them in the universe's perspective.
[3:41:17.640 --> 3:41:25.640]  You think God thinks anything we're doing is big, you know, get real. You know, that's so ridiculous to even think about that.
[3:41:25.640 --> 3:41:35.640]  All right. I mean, it's so ridiculous when you put it in that frame of thinking. And that's part of what I do see because words, words help us see the picture that I'm trying to convey.
[3:41:35.640 --> 3:41:44.640]  And that's, I think that's my gift. That's why I do radio. That's why I talk to you about what's important to me and you. I think I hope.
