[00:00:24.144 --> 00:00:28.127]  Blast off!
[03:19:20.051 --> 03:19:29.739]  This is the formula that I personally have been taking for over a year, and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[03:19:29.739 --> 03:19:46.572]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be, because we need you, the remnant of America, to reignite those brushfires to the next level and to be healthy and as focused as you can be.
[03:19:46.572 --> 03:19:49.735]  Thanks to your support and your prayers, together, we're changing the world.
[03:19:49.855 --> 03:19:57.240]  Now it's time to change our bodies with Z-Shield at InfoWarsLive.com.
[03:19:57.240 --> 03:19:59.901]  You're listening to the Alex Jones Show!
[03:20:10.828 --> 03:20:15.194]  You are listening to an InfoWars.com Frontline Report.
[03:20:15.194 --> 03:20:19.841]  If you are receiving this transmission, you are the resistance.
[03:20:19.841 --> 03:20:22.805]  And now, your host, Owen Troyer.
[03:20:32.619 --> 03:20:39.545]  All right, we're going to be taking your calls here on the fourth hour of the Alex Jones Show.
[03:20:39.545 --> 03:20:47.932]  Before I get into those phone calls, folks, got to remind you about the Spring Super Sale happening right now at InfoWarsStore.com.
[03:20:47.932 --> 03:20:57.841]  That includes 60% off, yes you heard me, 60% off top-selling supplements like BODYS, top-selling supplements like BrainForce Plus.
[03:20:57.841 --> 03:21:00.063]  We played a clip earlier from some Vice
[03:21:00.763 --> 03:21:06.565]  segment and my IQ sunk drastically listening to that dribble.
[03:21:06.565 --> 03:21:11.187]  I had to hit some brain force just to get my IQ back up to operable levels.
[03:21:11.187 --> 03:21:14.029]  So brain force 60% off at Infowarsstore.com.
[03:21:14.029 --> 03:21:17.870]  Free shipping right now within the domestic United States.
[03:21:17.870 --> 03:21:19.211]  Storewide at Infowarsstore.com.
[03:21:20.714 --> 03:21:27.858]  We've got folks, you know, the Super Silver Wound Dressing Gel is the best thing since sliced bread.
[03:21:27.858 --> 03:21:35.762]  So someday, they're going to have to change that saying from the best thing since sliced bread to the best thing since Super Silver Wound Dressing Gel.
[03:21:35.762 --> 03:21:39.283]  That's on sale right now at InfoWarsStore.com.
[03:21:39.283 --> 03:21:46.247]  Check out the t-shirts, check out the ball caps, check out the survival gear, check out the toothpaste.
[03:21:48.035 --> 03:21:51.677]  Check out the water filters, check out the air filters.
[03:21:51.677 --> 03:21:54.799]  I really do love my Alexa Pure Breeze air filter.
[03:21:54.799 --> 03:21:56.941]  I got a couple of them at my home.
[03:21:56.941 --> 03:22:02.224]  And if you have pets, specifically, you will really appreciate the Alexa Pure Breeze.
[03:22:02.224 --> 03:22:09.129]  I mean, it helps with dandruff and hair, but really with the odor more than anything.
[03:22:09.129 --> 03:22:09.949]  It's just incredible.
[03:22:09.949 --> 03:22:15.333]  In fact, sometimes, I'm not gonna lie, sometimes my Alexa Pure Breeze is a little rude.
[03:22:16.272 --> 03:22:19.416]  Because I'll walk by and it'll turn on.
[03:22:19.416 --> 03:22:22.780]  It's basically telling me I stink.
[03:22:22.780 --> 03:22:25.803]  So it does have a bit of an attitude.
[03:22:25.803 --> 03:22:28.486]  It will turn on if you have body odor.
[03:22:28.486 --> 03:22:31.450]  It will turn on to rid the air of those odors.
[03:22:31.450 --> 03:22:34.513]  Yes, that's how strong the Alexa Pure Breeze is.
[03:22:34.513 --> 03:22:35.474]  I've got a little tortoise.
[03:22:36.837 --> 03:22:43.481]  Not so little anymore, but my tortoise farts from across the room, and the Alexa Pure Breeze kicks on.
[03:22:43.481 --> 03:22:54.447]  So if you have a pet, you will really appreciate the Alexa Pure Breeze air filter, and free shipping right now, store-wide, to orders inside the United States.
[03:22:54.447 --> 03:22:59.370]  All right, let's go out to our great audience here on the Alex Jones Show.
[03:22:59.370 --> 03:23:03.413]  Let's begin, let's go to my friend Magga Titan in Florida,
[03:23:05.836 --> 03:23:12.060]  Well, technically Roger Stone I think owes you the bullhorn, but I'm not sure if he can legally even touch a bullhorn right now.
[03:23:12.060 --> 03:23:16.663]  So we may have to find another plan, but MAGA Titan joins me.
[03:23:16.663 --> 03:23:18.344]  He kicks it off today on the Alex Jones Show.
[03:23:18.344 --> 03:23:20.245]  Go ahead, MAGA Titan.
[03:23:20.245 --> 03:23:25.308]  Well, besides that bullhorn, I still love you, but I'm so freaking pumped right now.
[03:23:25.308 --> 03:23:26.989]  You want to know why, Owen?
[03:23:26.989 --> 03:23:27.590]  I want to know why.
[03:23:28.667 --> 03:23:36.051]  I just received Supermail Vitality, Brain Force, and Ultimate Fish Oil for $70.
[03:23:36.051 --> 03:23:38.592]  I didn't even have to pay for shipping.
[03:23:38.592 --> 03:23:42.314]  Now I've heard if you take the Ultimate Fish Oil at night, you can talk to Santa Claus.
[03:23:44.148 --> 03:23:50.409]  Oh, listen, I saw Santa Claus twice last night, and you know Alex is right about that.
[03:23:50.409 --> 03:23:54.090]  But, you know, in all seriousness here, this is life-changing.
[03:23:54.090 --> 03:23:57.371]  I've got before pics, after pics are coming soon.
[03:23:57.371 --> 03:23:58.671]  It is life-changing.
[03:23:58.671 --> 03:24:00.411]  Get your products.
[03:24:00.411 --> 03:24:01.852]  Wait a second, hold on a second.
[03:24:01.852 --> 03:24:07.613]  Before and after, so did you do some like a cleanse or a body transformation or something?
[03:24:08.804 --> 03:24:10.705]  Oh, let me tell you something.
[03:24:10.705 --> 03:24:16.848]  Before I decided to actually commit and diet and take the product, I was a slob.
[03:24:16.848 --> 03:24:20.769]  I was, uh, what you would call, uh, liberal.
[03:24:20.769 --> 03:24:23.951]  And it actually woke me up and, you know, it changed my life.
[03:24:23.951 --> 03:24:24.991]  I mean, it really is.
[03:24:24.991 --> 03:24:30.414]  I mean, super male vitality gives your wang weight.
[03:24:30.414 --> 03:24:32.254]  Wow, that's a punchline right there.
[03:24:32.254 --> 03:24:36.576]  That's a sell, that's a sell line right there.
[03:24:36.576 --> 03:24:37.977]  Well, listen, in all seriousness,
[03:24:39.045 --> 03:24:41.866]  You know, we're talking about the forced vaccine.
[03:24:41.866 --> 03:24:42.786]  It would never happen.
[03:24:42.786 --> 03:24:44.026]  I'm with you, Owen.
[03:24:44.026 --> 03:24:46.947]  I just, you know, we cannot, it could never happen.
[03:24:46.947 --> 03:24:50.148]  Not for me, at least not for anybody I know.
[03:24:50.148 --> 03:24:54.509]  They want to dumb down the conversation to reparations so we don't think about these things.
[03:24:54.509 --> 03:24:56.870]  How about reparations for all Americans?
[03:24:56.870 --> 03:25:03.031]  How about reparations for us who had to, you know, go through GMO and the fluoride in the water?
[03:25:03.031 --> 03:25:05.872]  You know, and how about chemtrails or stratosphere?
[03:25:06.332 --> 03:25:08.494]  Yeah, yeah, yeah.
[03:25:08.494 --> 03:25:14.658]  That's actually a good twist off of their reparations narrative.
[03:25:14.658 --> 03:25:20.783]  Yeah, how about reparations for all of us that have paid for foreign wars that we were lied into, like the Gulf of Tonkin?
[03:25:26.247 --> 03:25:32.788]  It's an interesting angle, but I don't want to go with the Yang thing where he has the freedom dividend and he just gives everyone a thousand bucks a month.
[03:25:32.788 --> 03:25:34.489]  I just don't think handouts do anything.
[03:25:34.489 --> 03:25:36.509]  But I like the intellectual twist.
[03:25:36.509 --> 03:25:43.071]  It's like, oh, if we're going to do reparations, let's talk about reparations for the Americans that have been affected by all of it.
[03:25:43.071 --> 03:25:45.931]  Like you said, the chemtrails, the lying us into war.
[03:25:45.931 --> 03:25:49.912]  Or, you know, I think Trump should actually come out and say, you know what?
[03:25:49.912 --> 03:25:53.373]  We should do slave reparations if you were a slave.
[03:25:54.502 --> 03:25:58.643]  Come contact the White House, and if you ever owned a slave, come contact the White House.
[03:25:58.643 --> 03:25:59.403]  We'll take care of you.
[03:25:59.403 --> 03:26:00.023]  Guess what?
[03:26:00.023 --> 03:26:02.504]  No one's gonna be contacting the White House.
[03:26:02.504 --> 03:26:03.644]  It's all a word game.
[03:26:03.644 --> 03:26:04.624]  It's all mind games.
[03:26:04.624 --> 03:26:05.444]  They're all lawyers.
[03:26:05.444 --> 03:26:07.025]  They're all actors.
[03:26:07.025 --> 03:26:08.305]  They're all fakes.
[03:26:08.305 --> 03:26:09.285]  That's what they do.
[03:26:09.285 --> 03:26:10.645]  They're paid to lie.
[03:26:10.645 --> 03:26:18.907]  They've sold out to the system, whether it's a satanic system, whatever it is, it's demonic, it's evil, it's anti-American, and we're done with it.
[03:26:18.907 --> 03:26:20.947]  We see them, we'll never go back to sleep.
[03:26:20.947 --> 03:26:24.328]  We're making sure the mainstream, again, they will never shut us
[03:26:24.568 --> 03:26:25.829]  Oh, we're already the mainstream.
[03:26:25.829 --> 03:26:27.170]  That's what frustrates them so much.
[03:26:27.170 --> 03:26:31.954]  That's one of the biggest con jobs that they play, is that we're not mainstream, we're not popular.
[03:26:31.954 --> 03:26:35.316]  We kick CNN's ass up and down the sidewalk.
[03:26:35.316 --> 03:26:41.061]  Brian Stilter can't even get out of bed before InfoWars has run 300 laps around him.
[03:26:41.061 --> 03:26:42.702]  That's what makes them so mad.
[03:26:42.702 --> 03:26:45.004]  And we have the greatest audience in the world that supports us.
[03:26:45.004 --> 03:26:50.007]  That's what makes them even more mad that they can't shut us down, like you, Magatai, that supports us.
[03:26:50.007 --> 03:26:52.489]  I'm looking forward to seeing your before and after pics.
[03:26:54.730 --> 03:26:57.451]  Well listen, I literally got in a car accident after I met you at the Alex Jones rally.
[03:26:57.451 --> 03:27:00.293]  We hung out, we had a blast over there in Texas.
[03:27:00.293 --> 03:27:01.013]  Shout out to Austin, Texas.
[03:27:19.531 --> 03:27:19.812]  I don't know.
[03:27:33.132 --> 03:27:40.036]  You know, and I took the Pox again, and man, I'll tell you what, right now it's a whole new life for me and the girl of my dreams, literally.
[03:27:40.036 --> 03:27:42.957]  Alright, let's G-rate it.
[03:27:42.957 --> 03:27:44.338]  Family audience here, calm it down.
[03:27:44.338 --> 03:27:45.719]  Almost in the bag, almost in the bag.
[03:27:45.719 --> 03:27:47.400]  That's it right there.
[03:27:47.400 --> 03:27:51.702]  Where can people see your before and after testimony from the InfoWars Live products?
[03:27:52.788 --> 03:27:54.709]  It's coming soon but I just put a video out.
[03:27:54.709 --> 03:28:00.073]  It's about seven minutes long and I've got my friend Roberto the Fake Liberal who actually tried the product.
[03:28:00.073 --> 03:28:04.476]  Go to at MAGA underscore Titan on Twitter and MAGA Titan on Facebook.
[03:28:04.476 --> 03:28:08.379]  You can see the video there where he actually tries it out and you'll have a great laugh.
[03:28:08.379 --> 03:28:09.800]  Watch it all the way to the end.
[03:28:10.649 --> 03:28:14.030]  All right, there you go, MAGA Titan calling in from Florida.
[03:28:14.030 --> 03:28:15.010]  Good to hear from you today.
[03:28:15.010 --> 03:28:20.491]  All right, when we come back, I'm gonna continue to pile drive through all these calls.
[03:28:20.491 --> 03:28:33.453]  I'm gonna do my best to take every caller, if we've taken your name, I'm gonna do my best to take every caller whose name is on the board in the last two segments of the Alex Jones Show.
[03:28:33.453 --> 03:28:37.494]  But make my job easier by going to infowarsstore.com in this break,
[03:28:38.374 --> 03:28:39.555]  Buying some toothpaste.
[03:28:39.555 --> 03:28:41.277]  Buying the DNA Force Plus.
[03:28:41.277 --> 03:28:42.418]  Buying the Brain Force Plus.
[03:28:42.418 --> 03:28:44.599]  Buying an Alexa Pure Breeze air filter.
[03:28:44.599 --> 03:28:50.805]  Make my job easier by supporting us at InfowarsStore.com so that I can have more time to take your calls.
[03:28:50.805 --> 03:28:52.086]  And we will do that on the other side.
[03:28:53.516 --> 03:28:55.478]  Heart disease is on the rise.
[03:28:55.478 --> 03:29:00.802]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[03:29:00.802 --> 03:29:02.384]  But the symptoms are there.
[03:29:02.384 --> 03:29:10.731]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[03:29:10.731 --> 03:29:16.436]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[03:29:16.596 --> 03:29:18.417]  My blood pressure has normalized.
[03:29:18.417 --> 03:29:20.699]  My diabetes has totally improved.
[03:29:20.699 --> 03:29:25.081]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:29:25.081 --> 03:29:27.283]  I recommend Heart and Body Extract to everyone.
[03:29:27.283 --> 03:29:35.088]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:29:35.168 --> 03:29:37.509]  Order your two-month supply today by calling 866-295-5305.
[03:29:37.509 --> 03:29:37.870]  That's 866-295-5305.
