[00:00:16.081 --> 00:00:18.103]  Awesome!
[03:45:13.483 --> 03:45:15.844]  Paul Watts has launched his own summit.news.
[03:45:15.844 --> 03:45:17.865]  We have our own videos, we have our own articles.
[03:45:17.865 --> 03:45:22.628]  They're trying to destroy us, but thanks to you and others having us on, InfoWars is still chugging along.
[03:45:22.628 --> 03:45:24.890]  So we're there, folks, tomorrow's news, today.
[03:45:24.890 --> 03:45:28.132]  InfoWars.com, man!
[03:45:28.132 --> 03:45:28.492]  Woo!
[03:45:31.244 --> 03:45:33.965]  InfoWars.com, because that's a bunch of people out here.
[03:45:33.965 --> 03:45:35.826]  I'm talking about InfoWars.com.
[03:45:35.826 --> 03:45:38.547]  I'm at InfoWars.com and NewsWars.com.
[03:45:38.547 --> 03:45:40.768]  We knew this censorship was coming forever.
[03:45:40.768 --> 03:45:44.269]  We have our own video streams, our own audio streams, and it's all free to air.
[03:45:44.269 --> 03:45:47.010]  Anybody can use it, re-upload it, do whatever you want.
[03:45:47.010 --> 03:45:49.291]  People go to InfoWars.com and NewsWars.com.
[03:45:49.291 --> 03:45:50.251]  That's where they find it.
[03:45:50.251 --> 03:45:52.092]  You know, there's things called websites.
[03:45:52.092 --> 03:45:52.672]  Please go there.
[03:45:54.346 --> 03:45:58.527]  The globalists are hyper-competitive scientific dictators.
[03:45:58.527 --> 03:45:59.588]  They are technocrats.
[03:45:59.588 --> 03:46:01.888]  They are control freaks in their own words.
[03:46:01.888 --> 03:46:09.251]  And they believe allowing you to live your own life and make your own decisions gets in the way of their great destiny to merge with AI gods.
[03:46:09.251 --> 03:46:11.111]  Now we're fighting them hard in cyberspace.
[03:46:11.111 --> 03:46:13.212]  We're fighting them hard right here in the third dimension.
[03:46:13.732 --> 03:46:20.077]  One of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[03:46:20.077 --> 03:46:25.261]  If I wasn't taking the highest quality supplements from 4WheelsLife.com, I couldn't do it.
[03:46:25.261 --> 03:46:34.287]  That's why we decided to take our original Secret 12 that was incredibly high quality, and double the strength of it in a new formula, Ultra 12.
[03:46:35.248 --> 03:46:41.231]  Ultra 12 is undoubtedly the strongest, highest quality B12 over the counter that you're going to find anywhere.
[03:46:41.231 --> 03:46:42.171]  It is amazing.
[03:46:42.171 --> 03:46:52.176]  Experience pure Methylcobalamin B12 for yourself and fund the Second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLife.com, or 888-253-3139.
[03:46:52.176 --> 03:46:53.577]  You're listening to the Alex Jones Show.
[03:47:16.024 --> 03:47:20.747]  The answer to 1984 is 1776.
[03:47:20.747 --> 03:47:24.190]  It's Matt Bracken.
[03:47:24.190 --> 03:47:26.792]  You're listening to the Alex Jones Show.
[03:47:30.828 --> 03:47:37.495]  Okay, I've got the next 10 minutes and no time for callers, but don't worry, I've got plenty to say.
[03:47:37.495 --> 03:47:46.745]  Just winding up what Alex was saying in the last segment, all of those major media outlets that ran those slanderous headlines, they knew what they were doing.
[03:47:46.745 --> 03:47:48.407]  That's the whole point.
[03:47:48.407 --> 03:47:49.829]  It's like the Trump Tower meeting.
[03:47:49.829 --> 03:47:52.852]  The point is just to get the headline.
[03:47:53.783 --> 03:48:04.731]  Half of Americans that are only watching the news when they're flipping from reality shows to sitcoms, all they're going to see is something like, Alex Jones sent kiddie porn.
[03:48:04.731 --> 03:48:05.692]  Period.
[03:48:05.692 --> 03:48:07.253]  Mission, that's it.
[03:48:07.253 --> 03:48:08.614]  Mission accomplished.
[03:48:08.614 --> 03:48:09.815]  They got what they wanted.
[03:48:09.815 --> 03:48:10.516]  That's it.
[03:48:10.516 --> 03:48:11.877]  That's all they wanted.
[03:48:11.877 --> 03:48:12.977]  Truth be damned.
[03:48:12.977 --> 03:48:16.920]  And that's why it truly is fake media.
[03:48:16.920 --> 03:48:22.885]  It's been a week, excuse me, it's been a week since the tanker attacks in the Straits of
[03:48:23.587 --> 03:48:24.188]  Hormuz.
[03:48:24.188 --> 03:48:25.790]  Strait of Hormuz.
[03:48:25.790 --> 03:48:36.944]  I guess I was a contrarian around here because I actually do believe it was an Iranian mine planted by Iranians and removed by Iranians.
[03:48:38.218 --> 03:48:40.920]  I have a lot of reasons to think this.
[03:48:40.920 --> 03:49:03.658]  One of them is I may be the only person that you've listened to all week that's actually ever in his life held a limpet mine in his hands or swum underwater with a limpet mine using no bubble rebreathers, been a passenger on a swimmer delivery vehicle, getting under ships, planting mines, climbing up on ships.
[03:49:03.658 --> 03:49:07.721]  So a lot of what you're hearing are so-called former analysts.
[03:49:08.374 --> 03:49:19.177]  And they might be really knowledgeable within their territory, but when it comes to mines and ships, give me a little bit of credit, alright?
[03:49:19.177 --> 03:49:20.877]  I've been there and done it.
[03:49:20.877 --> 03:49:28.119]  Now, I've heard people say, if they wanted to sink a tanker, they would have put the mine under the waterline.
[03:49:28.119 --> 03:49:34.661]  This shows on many levels that these so-called experts have no effing clue what the eff they're talking about.
[03:49:35.256 --> 03:49:46.863]  For one thing, a tanker is not a giant bathtub with one big floating pool of oil inside.
[03:49:46.863 --> 03:49:49.905]  It's divided into dozens of cells.
[03:49:49.905 --> 03:49:57.029]  Putting a hole in one cell of a tanker is not going to cause it to sink, whether it's above or below the waterline.
[03:49:57.029 --> 03:50:04.294]  A tanker is actually, within constraints of a fairly small explosive device, is a pretty hard item to sink.
[03:50:05.071 --> 03:50:18.997]  But what you can do, if you're very good, is cause a massive fire that could spread through the ship and then cause, you know, a huge photogenic video opportunity for the world press.
[03:50:18.997 --> 03:50:25.440]  So I would say out of four limpet mines on two ships, the Iranians had one success.
[03:50:25.440 --> 03:50:27.621]  That's that picture right there.
[03:50:27.621 --> 03:50:32.343]  The other two, on one ship, the mine didn't even detonate.
[03:50:33.030 --> 03:50:36.453]  So they had the whoops come running back and take it off.
[03:50:36.453 --> 03:50:52.787]  Anybody that says, hey, well, maybe it was Saudis dressed up like Iranians with a exact duplicate of an exact, you know, customized, made Iranian produced speedboat that came and took it off to make the Iranians look bad.
[03:50:52.787 --> 03:50:55.269]  Listen, folks, let's get real.
[03:50:56.388 --> 03:51:03.302]  Just because we have deep state domestic enemies that are globalists, that are real POS's, I get it.
[03:51:03.863 --> 03:51:05.663]  They're domestic enemies.
[03:51:05.663 --> 03:51:23.288]  That doesn't mean that our real foreign enemies are suddenly cuddly teddy bears that are just trying to get along in the world and it's mean old Uncle Sam and Donald Trump who's being tricked by the neocons because Iran just wants peace.
[03:51:23.288 --> 03:51:25.189]  They're just wonderful guys.
[03:51:25.189 --> 03:51:26.729]  This is such a load of crap.
[03:51:27.583 --> 03:51:30.708]  Hold two things in your mind at the same time.
[03:51:30.708 --> 03:51:36.776]  Yes, we have deep state domestic enemy globalists that would love to sabotage Donald Trump.
[03:51:36.776 --> 03:51:37.217]  I get it.
[03:51:39.972 --> 03:51:41.834]  And they would love to draw us into a war.
[03:51:41.834 --> 03:51:42.674]  I get it.
[03:51:42.674 --> 03:51:52.142]  But at the same time, we have long-term, very real enemies, the guys yelling, death to America, since the 70s.
[03:51:52.142 --> 03:51:57.326]  And I was in Beirut in the early 80s, when they blew up a bunch of Marines.
[03:51:57.326 --> 03:52:00.609]  And it was really the Iranians that did it, okay?
[03:52:00.609 --> 03:52:02.630]  It wasn't the CIA.
[03:52:02.630 --> 03:52:04.472]  It really was the Iranians.
[03:52:04.472 --> 03:52:06.093]  They really do hate our guts.
[03:52:06.093 --> 03:52:08.255]  They really do consider us the great Satan.
[03:52:08.815 --> 03:52:12.219]  And there's an important generational aspect to this.
[03:52:12.219 --> 03:52:17.746]  That is, that the leaders of the Iranian revolution, going back to 79 and the 80s, they are getting very old.
[03:52:21.047 --> 03:52:23.970]  You can say, well, you know, they just believe in the afterlife.
[03:52:23.970 --> 03:52:24.650]  That's true.
[03:52:24.650 --> 03:52:29.995]  But human beings want to see things happen during their time on this planet.
[03:52:29.995 --> 03:52:35.800]  And the generation that has still got a death grip on Iran, they're going to be gone.
[03:52:35.800 --> 03:52:38.362]  They're aging out rapidly.
[03:52:38.362 --> 03:52:44.128]  And if there's going to be anything happening with the great Satan, they want it to happen now.
[03:52:44.788 --> 03:52:50.352]  Now, going back to 1988, that was what was called Operation Praying Mantis.
[03:52:50.352 --> 03:52:57.617]  That was the end of the tanker wars, which lasted through the mid-80s, concurrent with the Iran-Iraq War.
[03:52:57.617 --> 03:53:02.741]  The Iranians were putting sea mines into the Persian Gulf.
[03:53:02.741 --> 03:53:04.182]  Ships were hitting them.
[03:53:04.182 --> 03:53:05.443]  It was a low-level war.
[03:53:05.443 --> 03:53:06.944]  I know a lot about it.
[03:53:06.944 --> 03:53:08.405]  Navy SEALs were involved.
[03:53:09.804 --> 03:53:13.908]  Countering this, they weren't just dropping mines out of wooden dowels.
[03:53:13.908 --> 03:53:19.894]  They had actual mine-laying vessels, or military vessels, rolling mines off the back.
[03:53:19.894 --> 03:53:22.677]  I know this for a fact, and let me tell you something.
[03:53:22.677 --> 03:53:31.085]  This is what I learned, that you can snipe somebody from a helicopter, especially if you're on a, you know, ship that's making some noise.
[03:53:31.085 --> 03:53:32.607]  It's got an ambient engine hum.
[03:53:33.271 --> 03:53:40.794]  We can snipe people from a helicopter when the people being sniped don't even know there's a helicopter in the sky.
[03:53:40.794 --> 03:53:41.834]  Alright, folks?
[03:53:41.834 --> 03:53:48.736]  It's nighttime, you're making noise, you're laying mines, the next thing you know, people are dropping and bleeding around you.
[03:53:48.736 --> 03:53:51.097]  We were in that war ever since then.
[03:53:51.097 --> 03:54:00.380]  There are SEALs in this war now, sure, but they're not dressing up like Iranians to plant fake limpet mines on ships to make the poor innocent Iranians look bad.
[03:54:01.238 --> 03:54:04.021]  Hold the two things in your mind at the same time.
[03:54:04.021 --> 03:54:05.742]  They really do hate us.
[03:54:05.742 --> 03:54:10.226]  And the big weapon that Iran has is geography.
[03:54:10.226 --> 03:54:13.609]  Geography and anti-ship missiles.
[03:54:13.609 --> 03:54:19.234]  There are articles floating around about, you know, what can the Iranian missiles do against U.S.
[03:54:19.234 --> 03:54:20.475]  naval vessels?
[03:54:20.475 --> 03:54:22.116]  That's a debate, sure.
[03:54:22.116 --> 03:54:27.101]  But what they can do against tankers is stop tankers from going through the Straits of Hormuz.
[03:54:27.691 --> 03:54:37.520]  They have thousands of variants of mobile missile launchers that are arrayed in that arc, all the way around the Strait of Hormuz, in range.
[03:54:37.520 --> 03:54:39.582]  So they don't have to be sitting on the beach.
[03:54:39.582 --> 03:54:43.266]  They can be 100, 200 miles back in the mountains.
[03:54:43.266 --> 03:54:50.793]  An important lesson that everybody learned after Operation Desert Storm was that mobile missiles work.
[03:54:51.614 --> 03:55:00.900]  Much bigger Scud missiles were being fired from Iraq into Saudi Arabia, even as Desert Storm ended.
[03:55:00.900 --> 03:55:05.923]  It ended politically in negotiated settlement, but the missile teams were never stopped.
[03:55:05.923 --> 03:55:10.506]  And those were gigantic firetruck-sized Scud missiles out in the open desert.
[03:55:11.172 --> 03:55:19.755]  If you look at the map of the Strait of Hormuz, you see it's very rugged terrain, full of canyons and gullies.
[03:55:19.755 --> 03:55:36.421]  And the Iranians, what they've been doing for the last 30 years, since we whipped their butt with Operation Praying Mantis and sunk half their navy, they've developed what they consider their trump card, which is the ability to absolutely choke off the Strait of Hormuz.
[03:55:37.111 --> 03:55:41.300]  And it's not America that is directly the target right now.
[03:55:41.300 --> 03:55:44.467]  The target is Europe and Japan and Korea.
[03:55:45.131 --> 03:55:51.437]  So, literally, Trump could tell Merkel and Prime Minister Abe, hey, it's not my problem.
[03:55:51.437 --> 03:55:53.358]  We've got all the energy we need.
[03:55:53.358 --> 03:55:54.660]  Sucks to be you.
[03:55:54.660 --> 03:55:56.621]  You should probably have a navy.
[03:55:56.621 --> 03:55:59.344]  We're not going to go to war for the Strait of Hormuz.
[03:55:59.344 --> 03:56:00.365]  That would be an option.
[03:56:00.365 --> 03:56:02.767]  I'm sure the neocons are not going to entertain that.
[03:56:02.767 --> 03:56:07.291]  They're going to say that would cause a global depression if the Iranians
[03:56:07.851 --> 03:56:20.718]  You know, start plinking tankers from their thousands of truck mobile missile launchers, truck-borne anti-ship missiles that we literally cannot find and cannot stop.
[03:56:20.718 --> 03:56:28.782]  Not when you've got thousands of them in many thousands of caves and other hiding places playing the shell game.
