[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[03:39:01.640 --> 03:39:07.720]  been until now, but before him lies unlimited potential. And I would say push through the
[03:39:07.720 --> 03:39:13.640]  discomfort of growing into a more responsible man and going for, uh, for his better self.
[03:39:14.600 --> 03:39:18.600]  Exactly. Cause I saw the media just put him down and calling names and I'm trying to kick
[03:39:18.600 --> 03:39:21.880]  him in the butt to get him thinking, but if you look at how I have to pay for all the illegal
[03:39:21.880 --> 03:39:26.440]  aliens and all the anchor babies and, and, and, you know, uh, for people sex changes,
[03:39:26.440 --> 03:39:31.480]  that's far more lazy and bad than him. So then how is he the worst guy in America is basically
[03:39:31.480 --> 03:39:35.400]  what they said this week. And then they ignore all the rest of the stuff. He becomes a scapegoat.
[03:39:35.400 --> 03:39:39.160]  I'm not saying you're a victim. I'm just saying on a scale of laziness, you're kind of in the middle.
[03:39:39.160 --> 03:39:43.960]  You're not the worst guy. It sounds reasonable. Um, I wanted to answer a question I got earlier
[03:39:43.960 --> 03:39:47.720]  where, uh, someone asked me what my greatest accomplishment was. And it's my belief that
[03:39:47.720 --> 03:39:53.720]  I've raised a child who is smarter than I was besides your son. Oh, besides that,
[03:39:53.720 --> 03:39:57.240]  yeah, besides your son, what has been your greatest achievement since you turned 18?
[03:39:57.240 --> 03:39:59.320]  Oh, that's, that's what I prepared is the answer for that.
[03:39:59.320 --> 03:40:03.080]  You prepared it. Yeah. Well, that's the problem. It took you that long through the break to think
[03:40:03.080 --> 03:40:07.000]  of one though. How am I supposed to come in before the break? Okay. Well, without that,
[03:40:07.000 --> 03:40:14.280]  would you say that your life has been fulfilling? Yeah. And, and what way being as though you haven't,
[03:40:14.280 --> 03:40:19.320]  you can't even find out what you've achieved. You can't even answer what you've achieved.
[03:40:19.880 --> 03:40:25.640]  How do you feel fulfilled? I feel like I, uh, can accomplish what I, what I seek to,
[03:40:26.520 --> 03:40:32.600]  or if I can't accomplish what I, what I was attempting to, I've, you know, made accomplishments
[03:40:32.600 --> 03:40:36.600]  in order to get there. Well, listen, I'm not trying to put you down. Um, thanks, Drew. Let's
[03:40:36.600 --> 03:40:40.600]  bring Dari on. Let's make her get on here. Cause I know she's had some comments. She didn't want
[03:40:40.600 --> 03:40:43.880]  to get on here, but she said she did earlier. Did Dari get over here? Cause I'm not trying to be
[03:40:43.880 --> 03:40:47.400]  mean to you. You've got to get out of the comfort zone. Like he said, and just do little things,
[03:40:47.400 --> 03:40:55.480]  just get a job. Well, I just think Alex, you said something. That's not Dari. She refuses to go,
[03:40:55.480 --> 03:40:59.800]  she refuses to go on. I think that Alex was right though. Michael, your greatest accomplishment
[03:40:59.800 --> 03:41:04.040]  was this, this legal battle with your parents to live at home or not live at home. You finally
[03:41:04.040 --> 03:41:08.360]  fought that was it. That's, that's, that this is going to be the moment in your, in your life
[03:41:08.360 --> 03:41:11.720]  that changes everything. I have a feeling for you. You have good energy, Michael. Thank you.
[03:41:11.720 --> 03:41:15.000]  Thank you. We're trying to be positive. Dari was going to get on here.
[03:41:16.440 --> 03:41:19.400]  I don't know where she is. Does anybody else the minute and a half we have left want to,
[03:41:19.400 --> 03:41:22.040]  want to talk to him? Go ahead. Can I ask you a question?
[03:41:23.720 --> 03:41:26.440]  You want to ask, I want to question your man. Can I ask you a question? Yeah, what's up?
[03:41:27.080 --> 03:41:31.640]  Or no, I'm, I'm, I'm, I forgot what this gentleman's name is. We're over here. Drew, Drew, Drew on here.
[03:41:33.000 --> 03:41:36.280]  No, this gentleman, who's the guy? Saw a man, saw a man, saw a man.
[03:41:36.280 --> 03:41:41.880]  That's better. Go ahead, buddy. Is that, is that your birth certificate song? Greg Sawyer.
[03:41:41.880 --> 03:41:46.680]  Greg Sawyer. He was a mall cop. Greg, feel free to just disregard my question because it's
[03:41:46.680 --> 03:41:52.280]  complicated. Do you have a scope? Do you have a theater scale where you can,
[03:41:52.280 --> 03:41:55.800]  We've got a minute and a half, buddy, so be quick. Do you have a theater scale where you
[03:41:55.800 --> 03:42:02.360]  can share with us the scope of some of the, the things that these men who've been awarded the
[03:42:02.360 --> 03:42:07.160]  Medal of Honor, can you share with us what they've done? Well, that would take about 5,000 hours.
[03:42:07.880 --> 03:42:14.680]  Like this thing here or for that thing there. The hero, the word hero exists for guys like
[03:42:14.680 --> 03:42:19.240]  that. I mean, that's what they do. They earn it. They disregard their own safety and they run
[03:42:19.960 --> 03:42:24.440]  to save their buddies from the unthinkable. They fight through things that, that normal people
[03:42:24.440 --> 03:42:28.760]  would not. That's what the Medal of Honor is all about. So that's, that's how we celebrate those
[03:42:28.760 --> 03:42:32.360]  who earn it. Can't talk about anything specifically about what they were, about they were involved
[03:42:32.360 --> 03:42:36.440]  with. Well, we're going to get to this one because this was declassified. Oh yeah? When he's hosting
[03:42:36.440 --> 03:42:40.840]  for three hours coming up, we're going to pull that up. The gentleman getting the Medal of Honor
[03:42:40.840 --> 03:42:46.040]  yesterday at the seal. Listen, we're going to be talking more once the show's over. So you've
[03:42:46.040 --> 03:42:50.040]  done a great job. You made $3,000 coming here. Yeah. It's part of capitalism. See how that did
[03:42:50.040 --> 03:42:52.680]  for you? Are you happy so far with? Yes, you got out of the house. See what happened.
[03:42:52.680 --> 03:42:58.760]  Fueling your body is hard work. That's why we've introduced the InfoWars life daily digestive
[03:42:58.760 --> 03:43:04.600]  pack to help you fuel it right. Combine fluorolife everyday maintenance and carnivore to help you
[03:43:04.600 --> 03:43:10.120]  fuel your gut and body and take advantage of the powerful nutrients you receive. There's no better
[03:43:10.120 --> 03:43:16.440]  way to power your body. Fluorolife is a powerful probiotic supplement with 20 of the most potent
[03:43:16.440 --> 03:43:21.960]  clinically studied probiotic strains. When paired with carnivore, our incredible enzyme formula
[03:43:21.960 --> 03:43:27.400]  that helps you break down nutrients. These formulas fuel your gut and your body to help you fight
[03:43:27.400 --> 03:43:33.640]  toxins and stay fueled all day. These incredible formulas can help keep your body in tip top shape
[03:43:33.640 --> 03:43:39.960]  in the fight against stress, age and outside toxins. There's no better time to try fluorolife
[03:43:39.960 --> 03:43:45.320]  and carnivore to see how well they can support your body. Don't miss out on the chance to fuel
[03:43:45.320 --> 03:43:53.160]  your body and support recovery. Try the InfoWars life daily digestive pack today. As the years
[03:43:53.160 --> 03:43:58.360]  go by, it gets harder and harder to keep up with your body's nutritional needs. With changes in
[03:43:58.360 --> 03:44:03.560]  diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients,
[03:44:03.560 --> 03:44:09.080]  amino acids, vitamins and minerals needed daily. That's why InfoWars life created the
[03:44:09.080 --> 03:44:15.400]  powerful vitamin mineral fusion formula. The new platinum standard of advanced multivitamin formulation,
[03:44:15.400 --> 03:44:20.520]  vitamin mineral fusion uses a unique delivery system to maximize the effects and give your
[03:44:20.520 --> 03:44:25.800]  body the tools it needs to support your body. Using a proprietary process, we've managed to
[03:44:25.800 --> 03:44:30.840]  make this powerhouse formula into a delicious concentrated drink mix that's loaded with high
[03:44:30.840 --> 03:44:36.520]  quality ingredients. Perfect for a hot summer day or relaxing at home, vitamin mineral fusion is
[03:44:36.520 --> 03:44:41.720]  loaded with 34 different essential vitamins, minerals, amino acids and more. Start supporting
[03:44:41.720 --> 03:44:47.080]  your body's needs in a great tasting natural and affordable drink mix with vitamin mineral fusion
[03:44:47.080 --> 03:44:58.440]  today available at InfoWarsstore.com Patrick in the great nation of Australia. You're on the air
[03:44:58.440 --> 03:45:04.520]  worldwide. Thanks for holding. Hey Alex mate. I've been following you since I was 14 and I'm 32 now.
[03:45:04.520 --> 03:45:10.120]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and it had
[03:45:10.120 --> 03:45:15.080]  to load down the page on my dial-up internet and I thought it was pretty cool and read all the books
[03:45:15.080 --> 03:45:19.880]  and seen all the DVDs and followed all your guests and I've been using your products since the first
[03:45:19.880 --> 03:45:25.960]  iteration of survival shield and since then I'm on the X2, the SuperMail Vitality Decay Man,
[03:45:25.960 --> 03:45:31.640]  the Real Red Pill, MycoZX body, it's all amazing. Thank you brother. Yeah and I wanted to say that
[03:45:31.640 --> 03:45:37.160]  by following you so much, it's like you're just detoxing the mind, you're detoxing the body,
[03:45:37.160 --> 03:45:42.520]  you're detoxing the spirit and it's just the more you know God, the more you fear God, but the more
[03:45:42.520 --> 03:45:47.640]  you chase God and I wanted to say that it's an honor to stand side by side with you, the crew
[03:45:47.640 --> 03:45:56.760]  and the listeners out there, 1776 worldwide. Western Europe has already banned free speech
[03:45:56.760 --> 03:46:03.080]  and an iron curtain of censorship is sending down over the UK. They're set to pass rules,
[03:46:03.080 --> 03:46:09.800]  not a law, that if you criticize Islam or Gage, you'll get six months in prison. We know we're
[03:46:09.800 --> 03:46:14.520]  only about a year or two behind what's happening in the UK. CNN and many others are calling for
[03:46:14.520 --> 03:46:20.360]  InfoWars to be shut down, taken off the web. Slate magazine has a professor and others saying
[03:46:20.360 --> 03:46:26.280]  go beyond censorship, brainwash young people against InfoWars. Psychologically inoculate
[03:46:26.280 --> 03:46:31.480]  them with lies so they don't actually hear what we have to say. We are the most hated news source
[03:46:31.480 --> 03:46:37.080]  in the world by globalists. It is so critical that you go to infowars.com or slash newsletter and
