[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[3:46:12.000 --> 3:46:28.000]  This is critical because stomach acid kills most probiotics, so if you don't have a targeted delivery probiotic, then you're cheating your gut health and your wallet. Flora life supports your body's core, where you need it most, including digestion, regularity, immunity, the gut lining and metabolism.
[3:46:28.000 --> 3:46:45.000]  Did you know that over 80% of your immune system is located in your gut? That's why increasing gut probiotic levels is so important for overall health. Flora life is sold as a 15 billion probiotic for everyday maintenance care and a 50 billion probiotic for a 30 day advanced gut restoration program.
[3:46:45.000 --> 3:46:56.000]  Head to infowarslife.com to pick up your bottle of flora life probiotics today. That's infowarslife.com.
[3:46:56.000 --> 3:47:03.000]  You're listening to the Alex Jones show.
[3:47:27.000 --> 3:47:34.000]  Okay, last segment here. Right out in the open.
[3:47:34.000 --> 3:47:48.000]  A million deaths per decade in the US caused by FDA approved, government approved medicines properly prescribed.
[3:47:48.000 --> 3:48:05.000]  FDA says safe, effective. I gave you the citation. Generally, American Medical Association July 26, 2000 is US health really the best in the world by Dr. Barbara Sarfield.
[3:48:05.000 --> 3:48:20.000]  So as I was saying before we went to the break, whatever your key story might be, you know, where you say now this is causing a lot of death and destruction.
[3:48:20.000 --> 3:48:36.000]  If I could show you in a mainstream publication out in the open again. Distinguished credentials up and down the line. A million deaths from your what you're researching per decade like clockwork.
[3:48:36.000 --> 3:48:49.000]  Wouldn't you be interested? I think everybody would be interested. Well, here's that story is called the US Medical System or a branch of the global medical cartel.
[3:48:49.000 --> 3:49:00.000]  That's what it's called. So as we move out of 2017 and Happy New Year by the way to everybody.
[3:49:00.000 --> 3:49:10.000]  Merry Christmas if I haven't already said that to people. It's going to be a fantastic year in 2018.
[3:49:10.000 --> 3:49:30.000]  It's going to be a fantastic year in many ways. And one of those ways is that more and more people are going to be waking up to fundamental ideas about the individual, the freedom of the individual, the rights of the individual,
[3:49:30.000 --> 3:49:48.000]  which are inherent in the individual, but happen to be fortunately spelled out in founding documents of the Republic, such as the right to property, the right to the fruits of one's own labor,
[3:49:48.000 --> 3:50:04.000]  the right to make decisions concerning one's own self family and physical body such as health. This is going to rise to a crescendo.
[3:50:04.000 --> 3:50:21.000]  It has to rise to a crescendo because we are seeing agents of globalism trying to force toxic pharmaceuticals and vaccines down the throats of everybody on Earth basically.
[3:50:21.000 --> 3:50:47.000]  And if they can get away with it, mandating it as part of the law, such as in the breakaway socialist country of California where they have indeed passed a law and they indeed have a governor who is out of his ever-loving mind and has been for a long time.
[3:50:47.000 --> 3:51:01.000]  The right of you to decide for yourself and your children what health means, how to make it happen, what to do, what not to do.
[3:51:01.000 --> 3:51:18.000]  And we are again seeing more cases of children snatched away from their families because some agency of government, which is dedicated to the principle of globalism and top-down control,
[3:51:18.000 --> 3:51:36.000]  whether these aparachics even know it or not, that's what they're doing from child services. Knock, knock, knock on the door. You're not taking, you're not giving your child the right meds.
[3:51:36.000 --> 3:51:54.000]  You must for cancer treatment or we will take the child away from you. 2018 has to be the year of reasserting the right of every individual to determine his or own health destiny.
[3:51:54.000 --> 3:52:12.000]  It's part of your chosen destiny. That's what this is all about. That's what gives you the vision of the future that you want based on your own freedom.
[3:52:12.000 --> 3:52:28.000]  That's what people are waking up to. That the handout of the gentle, oh, we love you and we want to give you everything and that's what the world is all about and we're all one giant cheese glob collective in the sky
[3:52:28.000 --> 3:52:43.000]  and it's all going to be good because there'll be freebies for everybody and it's utopia and paradise and isn't this what we want and don't we want to destroy and kill the people who refuse to see it as we do?
[3:52:43.000 --> 3:53:12.000]  Yeah, I'm sure, right. And behind that cartoon garbage front is we decide, you obey, we make the rules, you play our game and part of that essential part is we decide what you and your children must have to be protected.
[3:53:12.000 --> 3:53:25.000]  Health wise, what treatment. If there's viruses coming in from outer space, we will tell you and we will tell you what you must do about it and what we all must do about it.
[3:53:25.000 --> 3:53:38.000]  This concoction, this fake bottom line piece of fake news has been perpetrated by major media as long as I've been aware of major media, which is a long time.
[3:53:38.000 --> 3:53:51.000]  And why I called my site No More Fake News in 2001 because the info war was already on and it still is and it will be.
[3:53:51.000 --> 3:54:16.000]  And please get this as we head into the new year. An essential aspect of all of this is reasserting the individual power and right, which is a natural right reflected in law and in the founding documents but existed at a much deeper level than any law.
[3:54:16.000 --> 3:54:32.000]  Any law that people make that you are free to address, take care of, manage, expand, improve your health in any way that you want to.
[3:54:32.000 --> 3:54:47.000]  The government is not mentioned in the Constitution as the arbiter of all things medical. But you see, here's how they slide in. They simply say, well, we must protect you.
[3:54:47.000 --> 3:55:09.000]  We have that right. We have that duty as the government. We care, of course. And therefore, if we see that you're doing something that is sabotaging yourself or self-destructive or you're restraining from doing something that you really need to be doing for the sake of your own well-being and your health, we, the government, must intercede.
[3:55:09.000 --> 3:55:20.000]  The supremacy clause in the Constitution, whatever they else they want to invoke, that's how the court system has been operating as well.
[3:55:20.000 --> 3:55:34.000]  Where judges say, we don't want to hear anything about informed consent from parents about vaccines or the fact that if we don't let a child go to school because he's not vaccinated, that we're denying him an equal education.
[3:55:34.000 --> 3:55:43.000]  That's all baloney. What overrides all of that is protection of the community. That's what the government is up to.
[3:55:43.000 --> 3:55:53.000]  That's the prime directive, you see. Well, who decided that? They did. Based on what? Based on their version of science. And where is that coming from?
[3:55:53.000 --> 3:56:21.000]  From the globalist medical cartel, from the Rockefeller cartel, which has stacked the universities and the hospitals and the doctor's offices and everything medical with dupes, unwitting pawns, agents, assets of this medical cartel to insist that the government has the final say
[3:56:21.000 --> 3:56:30.000]  on what you will and won't do in order to enhance and maintain your own health and well-being.
[3:56:30.000 --> 3:56:47.000]  That's the biggest bunch of crap in the universe. That's my UFO story. In all of the universe, I know somehow that this story, that idea is the biggest bunch of crap in the universe
