[00:00.000 --> 00:20.000]  Music
[3:13:05.780 --> 3:13:12.180]  ended up becoming the longest continuous lockdown in the world in june time magazine hailed argentina's
[3:13:12.180 --> 3:13:18.660]  success in containing the virus but not long after cases began to surge the deadliest day of its
[3:13:18.660 --> 3:13:26.580]  pandemic was on day 145 of lockdown so again you see this process the media praises these
[3:13:26.580 --> 3:13:31.940]  countries for their swift draconian response and then when it's revealed that it had no effect
[3:13:31.940 --> 3:13:36.580]  whatsoever and in fact cases rise quicker than other countries and other areas they just don't
[3:13:36.580 --> 3:13:42.980]  report on it he continues lockdowns have become central to any discussion of covid 19 the assumption
[3:13:42.980 --> 3:13:48.980]  that lockdown is the only way to prevent covid deaths has become embedded in mainstream thinking
[3:13:48.980 --> 3:13:56.100]  and also in polls as a result of media hysteria for example you get 75 percent of brits thinking
[3:13:56.100 --> 3:14:00.500]  that there need to be harsher lockdown measures despite the fact that the lockdowns we've already
[3:14:00.500 --> 3:14:05.780]  had have completely failed he continues apparently the only permitted questions are if we are
[3:14:05.780 --> 3:14:11.620]  locking down early enough hard enough or for long enough lockdown has similarly become the default
[3:14:11.620 --> 3:14:16.980]  response to rises in cases though sometimes these now take local rather than national form
[3:14:16.980 --> 3:14:22.420]  but the conventional wisdom that more lockdown means fewer deaths simply does not hold true in
[3:14:22.420 --> 3:14:31.060]  the real world there is globally no association let alone causation between lockdowns and covid
[3:14:31.060 --> 3:14:38.100]  deaths and he links while making those claims to the lancet and to frontiers international
[3:14:38.100 --> 3:14:46.100]  to mainstream scientific organizations proving that there is no correlation no association
[3:14:46.100 --> 3:14:53.220]  between lockdowns and reducing covid deaths that reality is in the official statistics and yet the
[3:14:53.220 --> 3:14:58.980]  entire narrative that we still labor under is that the only thing that can stop this is harsher
[3:14:58.980 --> 3:15:05.700]  and harsher lockdowns and he goes on to talk about the economic impacts and a lot more an excellent
[3:15:05.700 --> 3:15:10.980]  article at spyped.com and again they're talking about they're talking about even more intense
[3:15:10.980 --> 3:15:16.900]  lockdowns here in the UK we have this headline out of Sputnik UK facing near lockdown to avert
[3:15:16.900 --> 3:15:22.340]  catastrophe amid new phase of pandemic as warnings have been issued for the UK government to consider
[3:15:22.340 --> 3:15:28.660]  bringing in tighter coronavirus lockdown rules to avert a surging death we're already under lockdown
[3:15:28.660 --> 3:15:34.900]  how can it get even tighter everything's closed the shops are closed apart from the
[3:15:34.900 --> 3:15:40.660]  was depart from the massive transnational corporate retailers who are making vast profits
[3:15:41.220 --> 3:15:45.220]  while small businesses go to the wall those are the only shops that are open
[3:15:45.940 --> 3:15:51.460]  we're not allowed to see anyone the government permits us our daily exercise how is it different
[3:15:51.460 --> 3:15:56.260]  from any other lockdown how can it get worse how can it get more draconian
[3:15:57.300 --> 3:16:02.340]  Andrew Hayward a leading epidemiologist who sits on the government's new and emerging respiratory
[3:16:02.340 --> 3:16:09.140]  virus threats advisory group nerve tag told radio four of the urge to need to impose more tough
[3:16:09.140 --> 3:16:16.100]  restrictions he says tier four restrictions are likely to be necessary or even higher than that
[3:16:17.700 --> 3:16:23.140]  everybody's like most of the populations in tier four they can't see their friends they can't see
[3:16:23.140 --> 3:16:30.260]  their family they can't go anywhere apart from to buy groceries what is tier five
[3:16:30.260 --> 3:16:37.300]  so they're going to be drones circulating people's houses checking if they leave at the wrong time
[3:16:38.260 --> 3:16:43.540]  what can tier five and tier six be if tier four is already basically full lockdown
[3:16:44.980 --> 3:16:49.460]  professor Hayward is who's also the director of the usales institute for epidemiology
[3:16:49.460 --> 3:16:53.780]  added that the following situation suggested the country might be staring at a near lockdown
[3:16:53.780 --> 3:16:59.140]  as he advised lessons be learned from the first lockdown what is a near lockdown we're already
[3:16:59.140 --> 3:17:07.220]  in full lockdown tier four is full lockdown how can it get any more intense absolutely incredible
[3:17:08.260 --> 3:17:12.660]  meanwhile escape from verbi a hundreds of british tourists flee in the night after being
[3:17:12.660 --> 3:17:18.580]  forced to quarantine at swiss ski resort hotels so they retroactively said they needed to go under
[3:17:18.580 --> 3:17:25.140]  quarantine these brits on holiday in switzerland expected them to stay in their hotels for the
[3:17:25.140 --> 3:17:30.980]  next two weeks and not even leave and the response was hundreds of them just fled and went home so
[3:17:30.980 --> 3:17:36.100]  that's a good example of resistance against this insanity summit don't use don't go away
[3:17:37.860 --> 3:17:42.740]  it's not a secret why and leftist controlled cities all over the world not just the us
[3:17:42.740 --> 3:17:46.980]  they encourage people to live in tents cities is homeless and to use drugs and alcohol and
[3:17:46.980 --> 3:17:52.660]  engage in petty crime it's because the globalists admit under agenda 21 agenda 2030 of course the
[3:17:52.660 --> 3:17:58.420]  gray reset they want to lower expectations they don't want you to think of having sanitary systems
[3:17:58.420 --> 3:18:01.700]  everywhere they don't want you to think of a civilization that gets better they want you
[3:18:01.700 --> 3:18:06.660]  to think of civilization that gets progressively worse the globalists fly around in private jets
[3:18:06.660 --> 3:18:12.500]  they have huge private mistakes they are separate from us their children go to private tutors they
[3:18:12.500 --> 3:18:18.900]  admit this now they want us locked down telecommunicating with each other so that we are not actually
[3:18:18.900 --> 3:18:24.340]  out physically building a pro-human infrastructure the infrastructure that's left under 5g is
[3:18:24.340 --> 3:18:29.780]  meant to control robot autonomous cars and trucks this is all their admitted plan the public's
[3:18:29.780 --> 3:18:34.660]  finally listening because the plan is no longer in beta it's gone operational it's a post human
[3:18:34.660 --> 3:18:42.420]  future you better find out about it right now fight for Trump on january 6th in washington dc our
[3:18:42.420 --> 3:18:52.420]  fight to drain the washington swamp and reclaim america's destiny has just begun it's 17
[3:18:53.460 --> 3:18:58.500]  on november 14th hundreds of thousands of american patriots gathered in the nation's capital
[3:18:58.500 --> 3:19:04.260]  to stop the biggest election steal in american history america is going under leftist martial law
[3:19:04.260 --> 3:19:09.780]  and the communist chinese agent joe biden is able to get in there people put america under
[3:19:09.780 --> 3:19:17.700]  permanent lockdown siege until we're brought to our knees hundreds of thousands return to dc in
[3:19:17.700 --> 3:19:23.380]  december we will never give up we will never surrender we will never back down to the satanic
[3:19:23.380 --> 3:19:31.620]  pedophile globalist new order january 6th fight for trump dc be there we will never give in we
[3:19:31.620 --> 3:19:38.420]  will never give up and we will never back down we will never ever surrender this message is not
[3:19:38.420 --> 3:19:44.580]  for our regular listeners who are informed and understand about the value of essential vitamins
[3:19:44.580 --> 3:19:50.180]  and minerals meaning if you don't have them you die long term it's for new listeners the power
[3:19:50.180 --> 3:19:53.700]  structure works around the clock to try to rehabilitate you and try to make them strictly
[3:19:53.700 --> 3:19:59.380]  please research because this is life and death vitamins that are essential and minerals that
[3:19:59.380 --> 3:20:04.820]  are essential just type that into a search engine you will see the top universities cdc all of them
[3:20:04.820 --> 3:20:09.540]  telling you this but you won't see this on the nightly news because they don't want you at the
[3:20:09.540 --> 3:20:14.980]  big pharma companies to understand how to protect yourself to a great extent from what's going on
[3:20:14.980 --> 3:20:20.260]  in the world on a routine basis we now have back in stock winter sun the highest quality
[3:20:20.260 --> 3:20:26.020]  vitamin d3 with vitamin k for your body's immune system back in stock sold out for months it is
