[00:00.000 --> 00:25.000]  I don't want to believe this. I don't want to be right. I want to be wrong. But I'm sorry.
[3:35:52.200 --> 3:35:57.720]  could be taking immunosuppressive drugs to protect you from organ rejection if you had a
[3:35:57.720 --> 3:36:03.880]  an organ transplant for example uh you could have certain types of infections that that render you
[3:36:03.880 --> 3:36:08.920]  more vulnerable but but here's the thing it's we predicted this i predicted this on on your show
[3:36:08.920 --> 3:36:15.000]  the stew peters show weeks ago because in the fizer uh protocol that is listed on clinical
[3:36:15.000 --> 3:36:22.520]  trials dot gov they literally spell out that they have a plan for booster three and booster four
[3:36:22.520 --> 3:36:29.080]  and they even have timing referenced in their stew about every six months now in this cdc advisory
[3:36:29.080 --> 3:36:35.080]  that just came out where the panel recommends immediate availability for the booster or what
[3:36:35.080 --> 3:36:43.160]  we're calling the third shot as well uh is is is recommended as early as 28 days after you completed
[3:36:43.160 --> 3:36:50.360]  your second injection for fizer or moderna this insanity has no end stew no end this week there's
[3:36:50.360 --> 3:36:56.440]  psychopathic serial killers they are psychopathic serial killers that's what they are the same people
[3:36:56.440 --> 3:37:01.720]  that laugh in the lab about sticking you know primates who haven't been sedated yet making them
[3:37:01.720 --> 3:37:08.840]  scream these people are absolutely psychopathic serial killers that is who we are dealing with
[3:37:09.400 --> 3:37:15.960]  and this has been a concerted global effort and i will tell you that i think the theory behind you
[3:37:15.960 --> 3:37:22.840]  know this far-reaching effect this this stranglehold that these psychopaths have been able to implement
[3:37:22.840 --> 3:37:31.400]  on the globe because if you notice lockstep from every single country i mean other than a few who
[3:37:31.400 --> 3:37:37.320]  have since been assassinated nobody has really stepped up against this and that is why because
[3:37:37.320 --> 3:37:42.440]  the people who are are ending up dead so here's a swiss bank account with 500 million dollars in it
[3:37:42.440 --> 3:37:48.600]  with more to come or i got a bullet for every one of your kids i mean that's the only theory that i
[3:37:48.600 --> 3:37:53.080]  can come up with and i just had a conversation with dr zev zelenko who tends to agree that that's
[3:37:53.080 --> 3:37:59.000]  exactly what's going on here he yes i've spoken with dr zelenko recently a couple of times and he
[3:37:59.000 --> 3:38:05.080]  makes no bones about it this highly esteemed physician is saying that this is a death shot this
[3:38:05.080 --> 3:38:10.600]  is mass murder this is genocide and stew the side effect profile you know i've said all along
[3:38:10.600 --> 3:38:15.800]  where's the threshold where's the cutoff point before this will be shut down and we are now
[3:38:15.800 --> 3:38:22.360]  looking at uh the the cdc's morbidity immortality weekly report that just came out a week ago
[3:38:22.360 --> 3:38:31.000]  with exploding numbers of myocarditis heart attacks strokes in 12 to 17 year olds this is
[3:38:31.000 --> 3:38:36.840]  this is it's unfathomable it's nothing i've ever seen or any of us has ever seen in our lifetimes
[3:38:36.840 --> 3:38:43.800]  or careers there is no one of you know at the wheel at the fda or or if or if they are they're
[3:38:43.800 --> 3:38:49.000]  in on this mass genocide there's no other explanation for this and so and we're seeing an
[3:38:49.000 --> 3:38:54.600]  explosion of other other side effects i get hundreds of emails a day in my proton mail
[3:38:54.600 --> 3:39:01.320]  with people watching their mothers their their 60 70 80 year old mothers and fathers aunts and
[3:39:01.320 --> 3:39:09.160]  uncles grandparents dying a slow painful death stew pain dr charles hoff has been talking about
[3:39:10.120 --> 3:39:15.960]  with an explanation of why we're seeing variation in symptoms i'm not sure if the audience has seen
[3:39:15.960 --> 3:39:23.320]  this yet but i wanted to share some of that with you because he talks about the the injected as
[3:39:23.320 --> 3:39:30.680]  basically three groups and and so he says only a small amount of people produce the the spike
[3:39:30.680 --> 3:39:35.720]  protein you know there's variability in how each human body is going to react we've said this
[3:39:35.720 --> 3:39:41.240]  as well and and how they're going to respond to the mrna direction to make the spike proteins and
[3:39:41.240 --> 3:39:47.480]  so he says some people will make only a small amount of the spike protein and in places in
[3:39:47.480 --> 3:39:53.320]  their body that won't be able to injure them that much i don't know if that's a static thing or if
[3:39:53.320 --> 3:39:58.520]  he expects that to change and those people will have no side effects then you have the second
[3:39:58.520 --> 3:40:04.600]  group where other people who make more of the spike protein and in places which your body
[3:40:04.600 --> 3:40:09.880]  cannot easily cope with and this is where the mini clots come in lots of doctors are saying
[3:40:09.880 --> 3:40:16.680]  along with dr charl uh dr philip van welbergen in the uk remember who had the blood smears of
[3:40:17.320 --> 3:40:22.360]  injected patients with those really horrific blood cells compared to normal red blood cells
[3:40:23.080 --> 3:40:28.840]  and he's he said all the blood tests were normal jane so and the imaging was normal and this is
[3:40:28.840 --> 3:40:34.280]  what dr hoff is talking about but when when dr philip put the blood under the microscope
[3:40:34.280 --> 3:40:39.560]  there's where he saw the pathology and dr hoff is saying people are making these microclots you
[3:40:39.560 --> 3:40:43.800]  can't see them but they're getting into the lungs and that's why people are having trouble breathing
[3:40:43.800 --> 3:40:49.560]  they get into the cardiac tissue their their hearts they get chest pain pressure they have
[3:40:49.560 --> 3:40:55.560]  permanent damage and then he says the third group is a very unfortunate but utterly predictable
[3:40:55.560 --> 3:41:01.160]  minority that make up a large amount of spike protein in their bodies and in very dangerous
[3:41:01.160 --> 3:41:07.000]  places like the heart the brain the blood supply to your intestines and they die a hideous death
[3:41:07.000 --> 3:41:12.680]  from blood clots stroke oxygen starvation and other tissues and organs they know what's happening
[3:41:12.680 --> 3:41:18.680]  and they don't care stew these are the letters i'm getting every day i i am just imploring everyone
[3:41:19.560 --> 3:41:23.720]  where does this stop we've got it's us it's just the american people we've got to stop it
[3:41:24.440 --> 3:41:29.160]  yeah and it's it's global citizens our brothers and sisters in faith our brothers and sisters in
[3:41:29.160 --> 3:41:34.040]  humanity so it's not exclusive to here and as a matter of fact the only reason why it hasn't taken
[3:41:34.040 --> 3:41:39.960]  over by a hundred percent grip here is because 450 million guns in the hands of 150 some odd
[3:41:39.960 --> 3:41:44.520]  million patriots who are just not going to stand for the decontamination tent in the front yard
[3:41:44.520 --> 3:41:50.200]  or not being permitted to talk to your neighbor but now the military as holly described is being
[3:41:50.200 --> 3:41:56.040]  purged so that it's only filled with woke people who will obey unlawful orders and then turn on
[3:41:56.040 --> 3:42:01.160]  the people of the united states of america so we have seen all of these global leaders true dough
[3:42:01.160 --> 3:42:05.800]  and you know down in australia and uk leaders that have been kind of you know basically their
[3:42:05.800 --> 3:42:10.680]  their lives and their the lives of their families we can assume have been threatened by these psychopaths
[3:42:11.240 --> 3:42:15.400]  and then they've been promised billions of dollars or hundreds of millions of dollars
[3:42:15.400 --> 3:42:21.320]  the media is in lockstep with this as well there's not one brave soul on a mainstream major broadcast
[3:42:21.320 --> 3:42:25.880]  network cable news channel that is willing to come forward and not one elected representative
[3:42:25.880 --> 3:42:33.240]  has yet come forward but but a federal agency is now coming forward can you believe it so a federal
[3:42:33.240 --> 3:42:37.960]  agency all of the things that we're talking about here all of the dangers that are associated with
[3:42:37.960 --> 3:42:42.200]  this all of the heart swelling that we're talking about the blood cell damage that you just showed
[3:42:42.200 --> 3:42:47.800]  there the myocarditis the tremors all of these things and guess what the one person who we've
