[00:00:04.497 --> 00:00:06.372]  Mechanism, not globalism!
[03:50:37.519 --> 03:50:38.500]  You're prosecuted.
[03:50:38.500 --> 03:50:39.001]  You're out.
[03:50:39.001 --> 03:50:39.962]  You're prosecuted.
[03:50:39.962 --> 03:50:44.887]  I mean, that's what draining the swamp means, if that's what he really intends to do.
[03:50:45.871 --> 03:50:49.534]  And for the people that say, oh, this sounds like the Soviet system.
[03:50:49.534 --> 03:50:50.495]  No, no, no, no, no, no.
[03:50:50.495 --> 03:50:53.738]  By the way, we... This whole thing was set up as an oppression to begin with.
[03:50:53.738 --> 03:50:57.361]  The whole bureaucratic system is criminal to begin with.
[03:50:57.361 --> 03:51:01.384]  That's right, and if we just get, say, ten of the kingpins... ...all this time.
[03:51:01.604 --> 03:51:07.605]  If we just indict, say, 10 of the kingpins we know are criminals, Hillary, you name it, all their minions will flip on them instantly.
[03:51:07.605 --> 03:51:09.746]  We'll get the entire Rolodex of crime.
[03:51:09.746 --> 03:51:12.346]  You think one guy's email brought them down?
[03:51:12.346 --> 03:51:14.227]  Mike, that's one little window, folks.
[03:51:14.227 --> 03:51:16.387]  We'll get the whole stinking mess.
[03:51:16.387 --> 03:51:18.347]  We'll roll up all of them.
[03:51:18.347 --> 03:51:20.488]  The pedophile rings, the devil worshippers.
[03:51:20.488 --> 03:51:23.468]  Man, there's gonna be... Oh, these guys are in trouble.
[03:51:23.468 --> 03:51:24.889]  Here, look at this.
[03:51:24.889 --> 03:51:25.889]  Go to the FDA.
[03:51:27.111 --> 03:51:32.075]  Find three people that are willing to roll over because you've got evidence on them.
[03:51:32.075 --> 03:51:37.819]  And say, we want to know everything criminal that's been going on at the FDA with approving drugs that kill people.
[03:51:37.819 --> 03:51:39.621]  Collusion with Monsanto.
[03:51:39.621 --> 03:51:41.923]  Lying, etc, etc, etc, right?
[03:51:41.923 --> 03:51:43.144]  That's what we want.
[03:51:43.144 --> 03:51:47.807]  Now, you can either go to jail for a year or you can go to jail for 30 years.
[03:51:47.807 --> 03:51:48.628]  So what are you going to do?
[03:51:49.308 --> 03:51:53.331]  And all of a sudden, like you say, everybody comes out of the woodwork.
[03:51:53.331 --> 03:51:55.273]  Confessions everywhere.
[03:51:55.273 --> 03:51:57.954]  Everybody rolls over on everybody else.
[03:51:57.954 --> 03:52:01.677]  This is how deep the corruption runs at all these agencies.
[03:52:01.677 --> 03:52:05.159]  So, if you're going to move ahead, move ahead.
[03:52:05.159 --> 03:52:06.160]  Don't stop.
[03:52:06.160 --> 03:52:09.983]  Don't pretend it's all well and good because it's not.
[03:52:09.983 --> 03:52:11.184]  And here's the reason we have to move ahead.
[03:52:11.804 --> 03:52:18.889]  They've built a corrupt system, antithetical to the American system, and they want to shut us down when we're not corrupt and are doing nothing wrong.
[03:52:18.889 --> 03:52:19.950]  So it's survival.
[03:52:19.950 --> 03:52:20.890]  They deserve it.
[03:52:20.890 --> 03:52:21.611]  They're evil.
[03:52:21.611 --> 03:52:22.391]  We've caught them.
[03:52:22.391 --> 03:52:23.052]  They're corrupt.
[03:52:23.052 --> 03:52:26.414]  People risked their lives and died to bring us the WikiLeaks.
[03:52:26.414 --> 03:52:35.600]  And listen, by up here leading a movement to have them arrested, you know, Hillary for President 2016, I'm not going to just give up now that we've had this level of victory.
[03:52:35.600 --> 03:52:38.462]  Because it means nothing if we win this victory and then lose down the road.
[03:52:38.462 --> 03:52:39.382]  We have to press.
[03:52:39.382 --> 03:52:40.403]  We have to do the right thing.
[03:52:40.403 --> 03:52:41.504]  I still want Hillary in jail.
[03:52:42.625 --> 03:52:45.868]  Just because he didn't win the White House doesn't mean I don't want her in jail.
[03:52:45.868 --> 03:52:47.070]  Of course.
[03:52:47.070 --> 03:52:47.610]  Of course.
[03:52:47.610 --> 03:52:48.871]  This is part of the deal.
[03:52:48.871 --> 03:52:51.234]  Like Alex said, look, they built this system.
[03:52:51.934 --> 03:52:57.279]  Which is, as you said, antithetical to the original meaning of the Constitution and the country.
[03:52:57.279 --> 03:52:58.000]  That's what they did.
[03:52:58.000 --> 03:53:01.384]  They said, look, we don't care about severely limited central government.
[03:53:01.384 --> 03:53:02.805]  I mean, who cares about that?
[03:53:02.805 --> 03:53:07.950]  We want to rule the system, and the only way to do that is to keep making it bigger and bigger and bigger.
[03:53:07.950 --> 03:53:08.511]  Here's where I'd start.
[03:53:08.511 --> 03:53:09.111]  Here's where I'd start.
[03:53:09.111 --> 03:53:11.173]  We should have a mock trial and have everybody come to town and do this.
[03:53:11.994 --> 03:53:17.239]  We should start with the IRS, open and shut, persecuting Christians, conservatives, libertarians, putting people in jail.
[03:53:17.239 --> 03:53:24.867]  Even the New York Times admitted this old Hispanic American lady who had like a six-top counter and two tables for 50-something years.
[03:53:24.867 --> 03:53:25.928]  Her gross every day was like $400, $500.
[03:53:25.928 --> 03:53:27.649]  She made a couple hundred dollars, you know, a week.
[03:53:29.611 --> 03:53:31.052]  She lived in a tiny house.
[03:53:31.052 --> 03:53:34.595]  She deposited all her money in the bank every day, religiously.
[03:53:34.595 --> 03:53:36.496]  Her life savings was $37,000.
[03:53:36.496 --> 03:53:39.498]  And the IRS said, we know you're innocent.
[03:53:39.498 --> 03:53:40.519]  We know there's no drugs.
[03:53:40.519 --> 03:53:41.259]  It's all accounted for.
[03:53:41.259 --> 03:53:43.661]  But under our regulations, it's structuring.
[03:53:43.661 --> 03:53:45.342]  And they took all her money.
[03:53:45.342 --> 03:53:49.385]  And then we're getting ready to prosecute her when Congress had an investigation and dropped it.
[03:53:49.385 --> 03:53:53.768]  And Congress found 50,000 cases in the previous year.
[03:53:53.768 --> 03:53:55.009]  And this is in the New York Times.
[03:53:55.729 --> 03:54:04.993]  Of other people totally, I mean, they are sending IRS out to rob 79-year-old Hispanic grandmas of their life savings.
[03:54:04.993 --> 03:54:07.413]  I mean, it's just like, start there!
[03:54:07.413 --> 03:54:11.855]  IRS Commissioner, you're going to frickin' prison, you witch!
[03:54:11.855 --> 03:54:12.795]  Exactly.
[03:54:12.795 --> 03:54:14.696]  Move over to the CDC.
[03:54:14.696 --> 03:54:16.737]  Move over to the FDA.
[03:54:16.737 --> 03:54:17.897]  Terrific.
[03:54:17.897 --> 03:54:18.317]  Terrific.
[03:54:18.317 --> 03:54:23.259]  All the internal CDC documents where they admit that they're causing autism and hurting people?
[03:54:23.259 --> 03:54:23.860]  Of course.
[03:54:23.860 --> 03:54:24.860]  Bring freedom back.
[03:54:25.680 --> 03:54:27.341]  Bring choice back.
[03:54:27.341 --> 03:54:29.043]  Liberate people.
[03:54:29.043 --> 03:54:30.924]  This is what would happen if you did this.
[03:54:30.924 --> 03:54:31.965]  We'd have a renaissance.
[03:54:31.965 --> 03:54:34.447]  We'd be rolling in wealth.
[03:54:34.447 --> 03:54:36.929]  And people would walk down the street.
[03:54:36.929 --> 03:54:39.531]  They wouldn't even know why they feel better.
[03:54:39.531 --> 03:54:40.132]  But they would.
[03:54:41.465 --> 03:54:42.706]  Well, that's how history actually works.
[03:54:42.706 --> 03:54:43.887]  Yeah, that's a great point.
[03:54:43.887 --> 03:54:46.829]  The Renaissance, once it cranked up in Europe, it was like hysteria.
[03:54:46.829 --> 03:54:49.591]  And just more development 20 years in the last hundred.
[03:54:49.591 --> 03:54:59.798]  And just books everywhere, and designs, and ships, and cathedrals, and dresses, and plays, and medicines, and inventions, and clocks being just running around, just frothing.
[03:54:59.798 --> 03:55:06.762]  That's the saddest part about this is the protesters, the people that hate Donald Trump, they're completely missing out on this history.
[03:55:06.762 --> 03:55:08.063]  They don't really know what's going on.
[03:55:08.063 --> 03:55:10.145]  They're being used like pawns in a game of chess.
[03:55:11.125 --> 03:55:15.529]  They got smart phones in their hands, the product of technology, bitching they're in the West.
[03:55:15.529 --> 03:55:19.392]  It's like a frickin' space station compared to every communist hellhole.
[03:55:19.392 --> 03:55:23.214]  But it's like if you totally- They're like wandering out, bitching, and they say, oh, look at this civilization.
[03:55:23.214 --> 03:55:24.916]  Oh, God, it's so hard.
[03:55:24.916 --> 03:55:32.842]  Trump's a misogynist, really, because Kellyanne Conway, his campaign manager, just became the first woman to successfully manage a campaign to victory.
[03:55:32.842 --> 03:55:35.424]  How's that for misogyny?
[03:55:35.424 --> 03:55:36.404]  Who bought them TVs, bitch?
[03:55:36.404 --> 03:55:36.825]  Tell me that!
[03:55:38.151 --> 03:55:39.532]  But here's the thing.
[03:55:39.532 --> 03:55:41.172]  They're completely missing it.
[03:55:41.172 --> 03:55:42.373]  They're going to continue to protest.
[03:55:42.373 --> 03:55:45.334]  They're going to have these huge protests January 20th on the inauguration day.
[03:55:45.334 --> 03:55:46.655]  So Alex, I don't know if you actually heard this.
[03:55:46.655 --> 03:55:48.315]  Here's my idea.
[03:55:48.315 --> 03:55:49.096]  This is what we should do.
[03:55:49.096 --> 03:55:56.259]  If you want to steal this idea from me, that's perfectly fine, because protests are breaking out all over the United States right now, mainly on the West Coast, happening in New York, Chicago.
[03:55:56.259 --> 03:55:58.500]  Here's what we're going to do to these protesters, folks.
[03:55:58.500 --> 03:56:06.003]  Get a box of diapers, get a box of binkies, and we're going to throw diapers and binkies at these people, because that's all they are.
[03:56:06.003 --> 03:56:06.363]  They're babies.
[03:56:06.363 --> 03:56:06.783]  Oh, no, no.
[03:56:06.783 --> 03:56:07.544]  Or it's onesies.
[03:56:08.064 --> 03:56:08.804]  Little onesies?
[03:56:08.804 --> 03:56:10.725]  But you get the illustration, right?
[03:56:10.725 --> 03:56:16.687]  They're babies, they're throwing temperature... We're trying to find Paul Watson's piece on that where the psychologist is liking them two toddlers.
[03:56:16.687 --> 03:56:17.307]  That's what they are!
[03:56:17.307 --> 03:56:18.288]  And you've been saying it.
[03:56:18.288 --> 03:56:20.268]  It's arrested development, okay?
[03:56:20.268 --> 03:56:25.770]  And this is part of what has happened with the TV, the fluoride in the water, the fake food.
[03:56:25.770 --> 03:56:26.991]  You're eating fake food, folks.
[03:56:26.991 --> 03:56:27.811]  That's why these food
[03:56:28.291 --> 03:56:30.072]  Here's it, let's shoot some special reports on this.
[03:56:30.072 --> 03:56:31.193]  Real food now, real food.
[03:56:31.193 --> 03:56:32.374]  I apologize to some of the callers.
[03:56:32.374 --> 03:56:35.856]  If you call back tomorrow, I promise I'll be lying to Jeremiah and others, but we got the most folks.
[03:56:35.856 --> 03:56:36.456]  I apologize.
[03:56:36.456 --> 03:56:37.197]  Great job.
[03:56:37.197 --> 03:56:39.298]  John Rappaport, nomorefakenews.com.
[03:56:39.298 --> 03:56:39.939]  Please support him.
[03:56:39.939 --> 03:56:41.880]  Great books, great material over there.
[03:56:41.880 --> 03:56:43.041]  nomorefakenews.com.
[03:56:43.041 --> 03:56:44.822]  He shoots some podcasts and videos as well.
[03:56:44.822 --> 03:56:47.464]  We'll have the nightly news back tonight, 7 o'clock central.
[03:56:48.444 --> 03:56:49.565]  Lord willing, I'll be back tomorrow.
[03:56:49.565 --> 03:57:00.593]  Let me just add, we're running through the weekend, free shipping store-wide, and we're running 30-40% off on storable food, we've extended that, and 30% off on all the nutraceuticals at InfoWarsLife.com.
[03:57:00.593 --> 03:57:05.777]  InfoWarsStore.com, InfoWarsLife.com, it's the same website, just InfoWarsLife.com takes you to the subsection.
[03:57:05.777 --> 03:57:08.059]  Those purchases make what we do here possible.
[03:57:08.059 --> 03:57:12.142]  We also have the Donald Trump is my President red shirt that we can wear for election day.
[03:57:12.142 --> 03:57:12.823]  It's limited edition.
[03:57:12.823 --> 03:57:14.924]  It's almost sold out.
[03:57:16.195 --> 03:57:18.516]  I'm told some sizes are going to be selling out in the next day or two.
[03:57:18.516 --> 03:57:19.576]  We're not remaking that.
[03:57:19.576 --> 03:57:21.757]  We're going to have a new deplorable style shirt coming out.
[03:57:21.757 --> 03:57:23.138]  But you want this limited edition?
[03:57:23.138 --> 03:57:25.258]  The Hillary for President is now history.
[03:57:25.258 --> 03:57:27.579]  We're still pushing for that, but these are limited edition.
[03:57:27.579 --> 03:57:29.360]  Trump is my president.
[03:57:29.360 --> 03:57:34.122]  We need to start wearing these openly and then strike up conversations with the folks that are upset and say, I love you.
[03:57:34.762 --> 03:57:37.564]  Under $40,000 a year, no taxes is his plan.
[03:57:37.564 --> 03:57:38.624]  You know, it's okay.
[03:57:38.624 --> 03:57:41.266]  You know, the big mega banks love Hillary, they don't love him.
[03:57:41.266 --> 03:57:45.168]  We need... Yeah, he's stuck up for homosexual rights at golf clubs.
[03:57:45.168 --> 03:57:46.369]  He's stuck up for women's rights.
[03:57:46.369 --> 03:57:47.970]  He's put women... That's why he's a homophobe.
