[00:00.000 --> 00:16.000]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[03:38:55.680 --> 03:39:05.680]  He tweeted, quote, note to our customers, please don't throw our beer over fascists. Hit them over the head with a brick as is traditional.
[03:39:05.680 --> 03:39:11.680]  Literally, that's what they tweeted. The tweet has been deleted, but we saved the screenshot of it.
[03:39:11.680 --> 03:39:22.680]  Then the owner, Mike Marcus, who literally has a black flag and an EU flag in his profile and calls himself an SJW and an anti-fascist,
[03:39:22.680 --> 03:39:32.680]  started insulting everybody who disagreed with this and said, actually, no, it's not acceptable to hit people over the head with bricks because they have a different opinion to you.
[03:39:32.680 --> 03:39:40.680]  Then to add even more irony to this, this company posted an email and said, we just received what seems to be a threat.
[03:39:40.680 --> 03:39:54.680]  The email was titled, you people are asking for trouble. So they literally endorse hitting people over the head with bricks physically. And then they whine about an email, which wasn't even a threat.
[03:39:54.680 --> 03:40:04.680]  This is absolutely insane. This small business has just completely ruined their own reputation. There are outrage mobs on both the left and the right.
[03:40:04.680 --> 03:40:14.680]  Obviously, the ones on the left are far more organized, far more vehement, far more vicious. We just saw last week Buzzfeed smearing a 14-year-old girl.
[03:40:14.680 --> 03:40:20.680]  But then you go on the Google reviews for this company that put out this tweet endorsing violence.
[03:40:20.680 --> 03:40:28.680]  Over the past five hours, their Google review rating has plummeted to 1.6 stars.
[03:40:28.680 --> 03:40:36.680]  I mean, let's read some of these reviews solely as a result of this tweet. They've completely ruined their reputation. Was it worth it?
[03:40:36.680 --> 03:40:50.680]  One of these Google reviews says, in response to this beer company, I'd rather drink my own breast milk mixed with bricks. Luckily, the owner happily offered to throw a brick at me for me to use.
[03:40:50.680 --> 03:40:58.680]  Another one says, most disgusting product I've ever tasted. Another one says, piss poor beer made me violently ill after I drank it.
[03:40:58.680 --> 03:41:10.680]  Another one says, awful beer served in an off-putting atmosphere. Obviously, all these reviews are fake. None of these people have actually been to this business or tasted this beer.
[03:41:10.680 --> 03:41:19.680]  But they've left these reviews solely because of this absolutely incredibly dumb tweet endorsing political violence.
[03:41:19.680 --> 03:41:26.680]  Why would you even risk the very reputation of your business for one edgy tweet?
[03:41:26.680 --> 03:41:36.680]  Now, I went through the history of this company on Twitter. It's antifa far left fringe activism to a tee.
[03:41:36.680 --> 03:41:45.680]  In one of their tweets, they're whining about this beer company that has a sexy woman on the side of a truck for an ad. God forbid.
[03:41:45.680 --> 03:41:56.680]  And then in another tweet, the owner, who is listed in this article, literally is complaining about the taste of soy milk.
[03:41:56.680 --> 03:42:06.680]  I'm not joking. He literally takes pictures of himself with soy milk and acts the company on Twitter to complain about the taste that it tastes too much like vanilla.
[03:42:06.680 --> 03:42:10.680]  And this is another video that I'm going to do probably tomorrow.
[03:42:10.680 --> 03:42:20.680]  It's such a stereotype, but it's so true. All these people behave the same. They look the same. They are the quintessential soy NPC.
[03:42:20.680 --> 03:42:28.680]  You saw the guy who attacked Farage with the milkshake. You saw the woman who advocated acid attacking Farage.
[03:42:28.680 --> 03:42:33.680]  I've seen the people who work for this company via their own tweets and they all look the same.
[03:42:33.680 --> 03:42:42.680]  It's all this effet, ginger, skinny guy with glasses doing the soy face. They all look the same. They all behave the same.
[03:42:42.680 --> 03:42:50.680]  They all have the same dumb extremist opinions. And this idiot has ruined the reputation of his own company for one edgy tweet.
[03:42:50.680 --> 03:42:53.680]  Absurd. We'll be back. Don't go away.
[03:42:53.680 --> 03:43:00.680]  What you have witnessed is the biggest development in free speech in the Western world history.
[03:43:00.680 --> 03:43:09.680]  This is a digital, AI-enforced gag order, not to say the name Alex Jones, or infowars.com.
[03:43:14.680 --> 03:43:24.680]  This is Nazi Germany level. This is racketeering. This is cartels. Mr. President, we need your help. We need it now. You can take on Big Tech.
[03:43:24.680 --> 03:43:33.680]  They saw infowars as a dominant, independent, anti-war, pro-human, pro-sovereign, pro-family, populist organization.
[03:43:33.680 --> 03:43:41.680]  So they thought, first they come for Alex Jones, then when people say, okay, take him off the air, everyone else like Domino's would fall.
[03:43:41.680 --> 03:43:47.680]  The way to fight back is to support infowars now more than ever and make it a standard of freedom and free speech.
[03:43:47.680 --> 03:43:52.680]  Understand that they believe they can take us down. They'll take everybody else down.
[03:43:52.680 --> 03:44:04.680]  It would take me more than an hour just to lay out all the admitted benefits and known positive effects of just one of the ingredients in our ultimate bone broth formula.
[03:44:04.680 --> 03:44:10.680]  Everybody knows about bone broth itself and all of the amazing things that it's associated with.
[03:44:10.680 --> 03:44:12.680]  And then it's been the big craze for at least a decade.
[03:44:12.680 --> 03:44:17.680]  Well, thousands of years ago it's what everybody told people they should drink in a soup if they were sick.
[03:44:17.680 --> 03:44:24.680]  But then you add, not just the fact that this is the strongest, most concentrated, highest quality bone broth out there, literally.
[03:44:24.680 --> 03:44:35.680]  Then you have the chaga mushroom, then you have the turmeric, then you have the bee pollen, then you have the other key ingredients that are all known to just make people incredibly strong and healthy.
[03:44:35.680 --> 03:44:42.680]  Our ultimate bone broth formula is amazing. It's 50% off right now at infowarsstore.com because I want you to try it and see how great it is.
[03:44:42.680 --> 03:44:52.680]  And of course, getting the bone broth isn't just great for you and your family. It's also amazing when it comes to funding our operation that's taken on the globalists and fighting for all of our freedoms.
[03:44:53.680 --> 03:44:59.680]  Everybody knows that supplements are amazing, that what God gave us from other nature is incredible.
[03:44:59.680 --> 03:45:03.680]  That's why supplements are the biggest growing industry in the world and the globalists are so upset.
[03:45:03.680 --> 03:45:07.680]  The problem is people forget to take them.
[03:45:07.680 --> 03:45:13.680]  And that's why the whole industry has moved towards packets that you take in the morning and you take at night.
[03:45:13.680 --> 03:45:25.680]  So we looked at that, we made the very best AM and PM packets out there with an incredible spectrum of 13 different capsules that you take in two servings a day that are game changing AM and PM,
[03:45:25.680 --> 03:45:32.680]  total health and performance, 8 pack power stack at infowarslife.com.
[03:45:32.680 --> 03:45:39.680]  Folks, check it out, it's 50% off for a limited time out of the gates, 50% off on the 8 pack power stack,
[03:45:39.680 --> 03:45:47.680]  50% off on our newest product at infowarslife.com, the 8 pack power stack, 50% off.
[03:45:47.680 --> 03:45:53.680]  We looked at the best selling products out there and we made it even better and we lowered the price.
[03:45:53.680 --> 03:46:03.680]  Okay, it's true, I stayed up late last night so I had half the turbo force this morning.
[03:46:24.680 --> 03:46:33.680]  That's turbo force.
[03:46:33.680 --> 03:46:59.720]  You're listening to the Alex Jones show
[03:47:03.680 --> 03:47:28.240]  Now we have a situation politically where everything is tit for tat. We've seen the rise of left-wing
[03:47:28.240 --> 03:47:34.160]  outrage mobs we've seen journalists abusing their platforms to get their competition de-platformed
[03:47:34.160 --> 03:47:39.440]  and now you see more and more of that happening on the riot which is ultimately a shame for everyone
[03:47:39.440 --> 03:47:47.200]  and a shame for free speech as an addendum to the story about the activist left-wing activist who
[03:47:47.200 --> 03:47:53.360]  advocated acid-attacking Nigel Farage she's now been fired by her employer this charity called
[03:47:53.360 --> 03:48:00.720]  happy city so again it's this tit for tat thing now we see a lot of this more so on the right in
[03:48:00.720 --> 03:48:06.800]  fact the proud boys group who are completely de-platformed as a hate group basically they've
[03:48:06.800 --> 03:48:12.640]  now got an entire account on telegram which is solely focused around getting left-wing people
[03:48:12.640 --> 03:48:18.000]  de-platformed getting left-wing people in trouble with their employers for their comments on the
[03:48:18.000 --> 03:48:22.880]  internet so it's come full circle and now you're seeing more of that on the riot i would never
[03:48:22.880 --> 03:48:28.240]  encourage contacting anyone's employers to try to get to get them fired for a political opinion
[03:48:28.240 --> 03:48:35.440]  no matter how offensive but if you're literally advocating acid attacks against politicians
[03:48:35.440 --> 03:48:41.440]  that's a different kettle of fish because that is criminal so she couldn't expect anything less than
[03:48:41.440 --> 03:48:47.600]  to be fired there's another update on the story about the beer company who advocating hitting
