[00:00:03.004 --> 00:00:04.945]  Big show.
[03:47:48.941 --> 03:47:59.886]  And guys, pull that up, please, because it's kind of hard to see on this printout, but 1, 2, 3, 4, the fourth item down there, oh, they got fluoride in their drinking water.
[03:48:00.626 --> 03:48:02.548]  But what do they have it at?
[03:48:02.548 --> 03:48:03.148]  0.8?
[03:48:03.148 --> 03:48:04.909]  That's their range, 0.8.
[03:48:04.909 --> 03:48:09.292]  And then between 0.7 and 0.12 is their range in the groundwater and in the surface water.
[03:48:09.292 --> 03:48:13.135]  And they say it's an additive for, what does it say?
[03:48:13.135 --> 03:48:15.257]  Promotes strong teeth.
[03:48:15.257 --> 03:48:16.318]  That's what they say.
[03:48:16.318 --> 03:48:17.478]  Keep this in writing so small.
[03:48:17.478 --> 03:48:18.159]  There it is.
[03:48:18.159 --> 03:48:19.880]  Promotes strong teeth.
[03:48:19.880 --> 03:48:20.441]  But look at this.
[03:48:21.221 --> 03:48:25.225]  Back in, this is 2015, April 2015, U.S.
[03:48:25.225 --> 03:48:28.607]  lowers fluoride levels in drinking water for the first time in over 50 years.
[03:48:28.607 --> 03:48:31.810]  They dropped it down to 0.7, should be the maximum it should be.
[03:48:31.810 --> 03:48:33.091]  They're going up to 1.2.
[03:48:33.091 --> 03:48:36.414]  So that's their minimum is 0.7.
[03:48:36.414 --> 03:48:39.797]  Yeah, they start it where the EPA says it's the max and they go up from there.
[03:48:40.077 --> 03:48:41.458]  And now why is that bad?
[03:48:41.458 --> 03:48:52.982]  Well, and you guys can roll this whenever you want, it's the footage I shot whenever we went to the fluoride, the water treatment plant here in Austin and shot some hidden camera footage of their fluoride processing facilities.
[03:48:52.982 --> 03:48:58.544]  But here we have the articles from 2013, Harvard study confirms fluoride reduces children's IQ.
[03:48:59.444 --> 03:49:04.627]  From the Environmental Working Group, Harvard study, strong link between fluoridated water and bone cancer.
[03:49:04.627 --> 03:49:13.251]  So here we have a carcinogen admittedly being added to their water to promote healthy teeth, so called for that, but it says it causes bone cancer in boys.
[03:49:13.251 --> 03:49:17.854]  When we look at those levels, is that the level for an adult male?
[03:49:17.854 --> 03:49:19.134]  Is that the level for an 8-year-old child?
[03:49:19.134 --> 03:49:19.294]  Exactly.
[03:49:19.294 --> 03:49:20.395]  And how much water do you drink?
[03:49:20.395 --> 03:49:21.696]  How much water do you drink, David?
[03:49:21.696 --> 03:49:24.217]  Some people drink a lot of water, some people don't drink as much water.
[03:49:24.417 --> 03:49:25.998]  And it's being put in the water.
[03:49:25.998 --> 03:49:28.620]  That's why they've got a range that's nearly 2 to 1.
[03:49:28.620 --> 03:49:33.463]  Because when you dump something in the water, you have no control over the dosage that you're going to get.
[03:49:33.463 --> 03:49:39.307]  So they give the same dosage range to everybody, regardless of how much water they drink or their age.
[03:49:39.307 --> 03:49:44.751]  And then they don't even have any control over that, because they're just dumping the medication.
[03:49:44.751 --> 03:49:49.534]  If you thought this was safe and effective, why would you want it dumped in the water where you can't control it?
[03:49:49.534 --> 03:49:51.955]  Maybe you're not going to get enough if you think this is good stuff.
[03:49:54.417 --> 03:49:54.997]  I don't think so.
[03:50:18.265 --> 03:50:19.566]  Hydrofluorosilicic acid.
[03:50:19.566 --> 03:50:22.448]  That's what they put in our water here in Austin.
[03:50:22.448 --> 03:50:25.330]  About 9 gallons per hour they dump in there.
[03:50:25.330 --> 03:50:27.351]  That was the statistic that really shocked me the most.
[03:50:27.351 --> 03:50:29.572]  But there's your MSDS of 4.
[03:50:29.572 --> 03:50:30.473]  Very important.
[03:50:30.473 --> 03:50:32.294]  I remember when you guys did that undercover video.
[03:50:32.294 --> 03:50:32.894]  It was really good.
[03:50:32.894 --> 03:50:35.296]  You could see the corroded pipes.
[03:50:35.296 --> 03:50:37.097]  What 4Hyd was doing to the pipes.
[03:50:37.097 --> 03:50:39.578]  I don't even want to think about what it's doing to my pipes.
[03:50:39.578 --> 03:50:40.519]  Eating out the concrete.
[03:50:40.519 --> 03:50:41.539]  And that's what it does to your bones.
[03:50:41.539 --> 03:50:42.800]  It eats away at them.
[03:50:42.800 --> 03:50:47.483]  So we're going to break, but when we come back I guess let's get into what people are doing to get it out of their communities.
[03:50:47.523 --> 03:50:49.007]  All right, we'll be right back with Rob Dew.
[03:50:49.007 --> 03:50:49.889]  I'm David Knight.
[03:50:49.889 --> 03:50:50.250]  Stay with us.
[03:50:59.577 --> 03:51:08.279]  My name is Don Whiskin, and at 42 years old, I suffered a massive heart attack and was told I'd be on disability for the rest of my life.
[03:51:08.279 --> 03:51:09.759]  What did I do?
[03:51:09.759 --> 03:51:17.680]  I created ExtendoVite, a garlic and cayenne mix of seven herbs which rebuilt my heart and gave me back my life.
[03:51:17.680 --> 03:51:26.122]  For over 17 years now, I have made this formula available to you, so you don't have to suffer the same thing I did.
[03:51:26.662 --> 03:51:31.823]  Clean your blocked arteries and strengthen your heart and boost your natural immune system.
[03:51:31.823 --> 03:51:35.484]  I'm 60 years old now and I still work every day.
[03:51:35.484 --> 03:51:37.184]  To get your Xtendivite, call 1-877-928-8822.
[03:51:37.184 --> 03:51:38.385]  That's 1-877-928-8822 or visit heartdrop.com.
[03:51:38.385 --> 03:51:41.405]  Xtendivite is only $69.95 for a 2-month supply of either capsules or liquid.
[03:51:58.634 --> 03:51:59.554]  Alex Jones here.
[03:51:59.554 --> 03:52:16.243]  InfowarsStore.com is now partnering with the top-of-the-line storable food company, My Patriot Supply, to bring you the highest quality, freshest, longest-lasting, most affordable storable foods, private-labeled, from InfowarsSelect.com at the lowest price you're going to find anywhere.
[03:52:16.243 --> 03:52:16.783]  The Globalist
[03:52:16.903 --> 03:52:17.964]  You want us dependent.
[03:52:17.964 --> 03:52:19.564]  We need to be self-sufficient.
[03:52:19.564 --> 03:52:24.927]  And if you don't have high-quality, long-lasting, storable foods, I believe you're making a huge mistake.
[03:52:24.927 --> 03:52:27.609]  My goal is to find the best deals and bring it to you.
[03:52:27.609 --> 03:52:32.832]  Now is the time to take action and to secure your pantry for any emergency.
[03:52:32.832 --> 03:52:36.334]  You can buy all the great MyPatriotSupply products at InfoWarsTore.com.
[03:52:36.334 --> 03:52:40.196]  They're the exact same products inside InfoWarsSelect.com.
[03:52:40.196 --> 03:52:43.958]  Visit InfoWarsSelect.com or InfoWarsTore.com today.
[03:52:44.198 --> 03:52:47.201]  To check out the amazing deals for yourself.
[03:52:47.201 --> 03:52:53.046]  Secure you and your family's needs today at InfowarsStore.com with Infowars Select.
[03:52:53.046 --> 03:52:54.987]  That's InfowarsSelect.com or 888-253-3139.
[03:52:59.870 --> 03:53:07.873]  Thousands of people seeking home security get ripped off every day and the home security industry wants you to believe that's your only option.
[03:53:07.873 --> 03:53:13.335]  They've got hordes of salesmen out there trying to scare you into signing one of their long-term contracts.
[03:53:13.335 --> 03:53:18.237]  You get stuck writing huge checks month after month with no way out.
[03:53:18.237 --> 03:53:21.759]  It's robbery by contract and it can cost you thousands.
[03:53:21.759 --> 03:53:24.180]  But there's a better way to protect your home.
[03:53:24.180 --> 03:53:26.000]  SimpliSafe Home Security.
[03:53:26.000 --> 03:53:27.641]  SimpliSafe has no contracts.
[03:53:28.021 --> 03:53:28.581]  None!
[03:53:28.581 --> 03:53:31.402]  You'll get award-winning 24-7 protection.
[03:53:31.402 --> 03:53:36.704]  Security professionals watching over your home, ready to instantly send police to the rescue.
[03:53:36.704 --> 03:53:41.625]  For just $14.99 per month, that's less than half what most companies charge.
[03:53:41.625 --> 03:53:43.526]  Protect your home the smart way.
[03:53:43.526 --> 03:53:51.228]  Visit SimpliSafeDefense.com today for an exclusive 10% offer and get a free keychain remote worth $25.
[03:53:51.228 --> 03:53:54.189]  Only when you go to SimpliSafeDefense.com.
[03:53:54.189 --> 03:53:56.010]  SimpliSafeDefense.com.
[03:54:04.568 --> 03:54:05.769]  Welcome back to the Alex Jones Show.
[03:54:05.769 --> 03:54:11.093]  I'm David Knight in studio with Rob Dew and Jakari Jackson, who will be hosting the nightly news tonight.
[03:54:11.093 --> 03:54:17.057]  Real quickly, you've only got a few minutes to take advantage of two specials that are going to end with this show.
[03:54:17.057 --> 03:54:21.440]  First one is free shipping and 10% off of all InfoWars Select food.
[03:54:21.440 --> 03:54:23.661]  You can find that at InfoWarsSelect.com.
[03:54:23.661 --> 03:54:26.723]  That free shipping is going to end with the end of this show.
[03:54:26.723 --> 03:54:28.684]  Also, the 25% off the liver cleanse pack that
[03:54:29.565 --> 03:54:32.510]  That's the Oxy Powder and Liver Shield together.
[03:54:32.510 --> 03:54:34.113]  That's 25% off of that pack.
[03:54:34.113 --> 03:54:38.640]  That will also end with this show in just about five minutes or so.
[03:54:39.540 --> 03:54:44.184]  Now let's go back to Rob, and Rob, finish up with what you're telling us about the election.
[03:54:44.184 --> 03:54:49.708]  We had some places where they put fluoride in the water, but somewhere they took it out.
[03:54:49.708 --> 03:54:50.228]  Some good news.
[03:54:50.228 --> 03:54:50.729]  That's right.
[03:54:50.729 --> 03:54:56.893]  The city of San Marcos, just south of us, about 30 minutes, voted at 61% to remove it from their water supply.
[03:54:56.893 --> 03:55:00.256]  Half the city receives fluoridated water, half the city doesn't.
[03:55:00.256 --> 03:55:04.079]  I personally know a city councilman there, and I was actually educating him about fluoride.
[03:55:04.079 --> 03:55:06.441]  Told him to read the back of his toothpaste, he'd never done that before.
[03:55:06.881 --> 03:55:08.062]  You need to do that with your friends.
[03:55:08.062 --> 03:55:11.345]  Read the back of the toothpaste, you see the dangers there, you don't ingest it.
[03:55:11.345 --> 03:55:13.446]  Why are you putting it in your water?
[03:55:13.446 --> 03:55:16.689]  If you're not supposed to ingest the toothpaste coming out of your toothpaste roll.
[03:55:16.689 --> 03:55:17.349]  Exactly.
[03:55:17.349 --> 03:55:23.794]  And then we also have Chikuro, which is North Bay area, North Bay City, or the city of North Bay.
[03:55:23.794 --> 03:55:30.800]  They are talking about getting it out and they've said they're not going to, if people vote to pull it out, they're not going to mandate it back in, which is good.
[03:55:31.440 --> 03:55:39.344]  Now you have, on the other side, an Arab, uh, this is Arab, uh, I think it's in, uh, where is this at?
[03:55:39.344 --> 03:55:40.004]  This is Alabama.
[03:55:40.004 --> 03:55:41.105]  Arab, Alabama.
[03:55:41.105 --> 03:55:45.287]  They are mandating it go back into the water supply after the people voted to pull it out.
[03:55:45.287 --> 03:55:47.528]  And they, all this is done mainly for cost savings.
[03:55:47.528 --> 03:55:48.729]  They're not even doing it on the health issues.
[03:55:48.729 --> 03:55:52.190]  They're saying we can save money in the short term by not putting it in our water supply.
[03:55:52.190 --> 03:55:52.611]  Yeah.
[03:55:52.611 --> 03:55:54.191]  But now these guys are adding it back in.
[03:55:54.191 --> 03:55:58.113]  Now how do you justify that when it's something that's that expensive and the voters say they don't want it?
[03:55:58.113 --> 03:55:59.014]  I mean, they've got to be...
