[00:00:00.564 --> 00:00:01.257]  Say Alex Jones!
[03:35:21.931 --> 03:35:24.953]  When you have something your whole life, you take it for granted.
[03:35:25.393 --> 03:35:30.239]  I live up in Canada where our Charter of Rights might as well be toilet paper compared to the Constitution.
[03:35:30.239 --> 03:35:39.849]  And when it was put to the test, both documents were put to the test like never before in our lifetimes as they were in COVID, I saw that our Charter of Rights was literally just...
[03:35:40.450 --> 03:35:41.652]  Literally paper.
[03:35:41.652 --> 03:35:44.476]  And over here, the Constitution was holding up in court.
[03:35:44.476 --> 03:35:46.719]  The Constitution was holding up in the school system.
[03:35:46.719 --> 03:35:49.102]  The Constitution was holding up for unions.
[03:35:49.102 --> 03:35:56.532]  And people need to understand how important that document is at limiting the powers of government.
[03:35:56.832 --> 03:36:04.014]  People have become so complacent over the years, just like you stated, that they elect these people without even knowing anything about them.
[03:36:04.014 --> 03:36:11.997]  And once they're elected, they literally just let them have complete control of the ship, without even asking questions, without any accountability.
[03:36:11.997 --> 03:36:19.639]  And at the same time, they acknowledge that their choices are almost always the supposed lesser of evils.
[03:36:20.259 --> 03:36:33.409]  So they're actively empowering what they know to be evil and then acting surprised that evil does evil things after you've enabled them and then given them the keys to the kingdom without any accountability.
[03:36:33.409 --> 03:36:43.157]  And of course, from living in any other country and looking in on America during COVID and seeing how we had no rights and freedoms and seeing how your rights and freedoms stayed strong,
[03:36:43.717 --> 03:36:46.718]  That's how much I can appreciate Americans' freedoms.
[03:36:46.718 --> 03:36:52.101]  But at the same time, I can also see why Americans sat back and didn't see COVID as a real threat.
[03:36:52.101 --> 03:36:55.122]  Because their Constitution was still protecting them.
[03:36:55.122 --> 03:37:01.865]  In Canada, we didn't have the protection of the Constitution, so we had no choice but to literally stand up physically for ourselves.
[03:37:01.865 --> 03:37:06.227]  And it made it a lot more difficult, but it made us a lot more passionate about it.
[03:37:06.227 --> 03:37:12.710]  And I believe that's why our trucker convoy was able to get almost 10% of the entire population into the capital city that day.
[03:37:15.103 --> 03:37:15.504]  That's great.
[03:37:28.118 --> 03:37:36.184]  Most people in federal government started at the local level, and we do not stay in touch with them and tell them what we think and what we want.
[03:37:36.184 --> 03:37:39.966]  And how can they speak for us if we never interact with them?
[03:37:39.966 --> 03:37:41.427]  How do they know what we think?
[03:37:41.427 --> 03:37:44.929]  And I told my sister, I said, here's what we're forgetting.
[03:37:44.929 --> 03:37:50.013]  If corruption happens, money, obviously a lot of it is through money,
[03:37:50.669 --> 03:37:52.730]  You've got a representative out there.
[03:37:52.730 --> 03:37:54.630]  He's not hearing from his constituents.
[03:37:54.630 --> 03:37:55.510]  We're not talking.
[03:37:55.510 --> 03:37:57.831]  We're not getting out there on the local level.
[03:37:57.831 --> 03:38:00.232]  And then somebody comes up with some money.
[03:38:00.232 --> 03:38:06.054]  Oh, here, dude, you know, I really would like this to get passed because this helps my business or me.
[03:38:06.054 --> 03:38:14.316]  And I don't know how tempting it would be to have tons of money thrown at you just to do a little favor.
[03:38:14.856 --> 03:38:16.839]  I don't know how to handle a temptation like that.
[03:38:16.839 --> 03:38:18.400]  I've never been encountered by it.
[03:38:18.400 --> 03:38:28.332]  We don't know what they may be coming up against, but if we are not talking to them, because we, the people, are the government, how can they do their job effectively?
[03:38:29.036 --> 03:38:44.741]  I agree 100% and like you said it all has to happen at the local level because it's not like you're going to be able to pull the levers of the federal government but you can on individual counties and individual towns and even smaller cities quite easily if people are organized and people are loud and people are persevering.
[03:38:44.741 --> 03:38:47.282]  We've got to fight harder.
[03:38:47.282 --> 03:38:57.966]  We may all have jobs, we may all have lives, we may be busy, we may even be overwhelmed but we have got to look at this seriously and we have got to figure out how to pull ourselves up by our bootstraps.
[03:38:58.402 --> 03:39:01.884]  And get back to the government that our founding fathers put together.
[03:39:01.884 --> 03:39:02.404]  I agree.
[03:39:02.404 --> 03:39:06.105]  And once you hold them accountable here, you can provide an example for the rest of the world.
[03:39:06.105 --> 03:39:13.048]  And that's one of the reasons, probably the main reason, why I started the world tour to change the world in the land of the free, the United States.
[03:39:13.048 --> 03:39:16.310]  Thank you so much.
[03:39:16.310 --> 03:39:19.851]  Kyle in Texas.
[03:39:19.851 --> 03:39:20.812]  Hey, Chris Sky.
[03:39:20.812 --> 03:39:21.932]  Welcome to Texas.
[03:39:21.932 --> 03:39:24.654]  I'm calling from West Texas.
[03:39:24.654 --> 03:39:25.434]  Been following you.
[03:39:25.434 --> 03:39:27.935]  I was going to request if you would stop in Lubbock
[03:39:28.382 --> 03:39:34.824]  On your way out to New Mexico, it's probably our only big city in West Texas, and we got a lot of Patriots out here.
[03:39:34.824 --> 03:39:42.407]  The reason people live in West Texas is because it's considered no-man's land, which means it's not easy to live out here.
[03:39:42.407 --> 03:39:55.172]  So all the people out here have a small-town vibe, but it's a pretty big town, and everyone's pretty tough-minded out here, so if you can make it out here and rally the troops, I can
[03:39:56.229 --> 03:39:58.951]  We can get together and work on that.
[03:39:58.951 --> 03:40:00.391]  I know we need a big push.
[03:40:00.391 --> 03:40:03.613]  Well, thanks for reminding me, because I wanted to give everybody a point of contact for me.
[03:40:03.613 --> 03:40:10.457]  That's why I'm doing shows like this, because I had all this not planned, because I was not sure that I was even going to be able to get into the country.
[03:40:10.457 --> 03:40:13.719]  So within hours, I was already booked in multiple states.
[03:40:13.719 --> 03:40:18.202]  And I did that because I give out my personal number, and that's how I connect with people.
[03:40:18.202 --> 03:40:19.783]  They know they can contact me directly.
[03:40:19.783 --> 03:40:20.864]  And I'm going to give it out right now.
[03:40:20.864 --> 03:40:21.544]  And there it is, actually.
[03:40:21.544 --> 03:40:21.704]  It's 416-416-4162.
[03:40:23.806 --> 03:40:26.589]  4-0-0-9-9-9-4.
[03:40:26.589 --> 03:40:34.098]  I'm always looking for people to contact me in different states if they want me on a show, if they want to do a meet and greet, if they just want to do a private thing.
[03:40:34.098 --> 03:40:37.401]  We're looking for sponsors, we're looking for support in any way possible.
[03:40:37.401 --> 03:40:41.566]  And for anybody who sees this that has a show in the states and wants me on it,
[03:40:42.327 --> 03:40:43.148]  Where's Joe Rogan?
[03:40:43.148 --> 03:40:44.049]  Where's Tucker Carlson?
[03:40:44.049 --> 03:40:45.451]  Where's Del Bigtree?
[03:40:45.451 --> 03:40:46.913]  Where's even Andrew Tate?
[03:40:46.913 --> 03:40:47.835]  Why isn't he helping?
[03:40:47.835 --> 03:40:50.799]  If I had the money of Andrew Tate, this problem would already have been solved.
[03:40:50.799 --> 03:40:59.350]  So I gotta call out these big name people because they have the platform, they have the resources, they have the connections that if we did work together and we did
[03:41:00.131 --> 03:41:00.471]  I think?
[03:41:15.620 --> 03:41:17.961]  We need to reach billions of people.
[03:41:17.961 --> 03:41:44.086]  And when billions of people are thinking like us, when billions of people have the courage to stand up for what they know is right, and when billions of people have the foresight to see what will happen if they don't, and they have the foresight to see what will happen if they do, I am quite confident that we will see a joining of the minds and resources all around the world like something we've never witnessed before.
[03:41:44.426 --> 03:41:47.628]  Or I wouldn't be wasting my time doing what I'm doing right now.
[03:41:47.628 --> 03:41:52.832]  Am I still on?
[03:41:52.832 --> 03:41:53.492]  Thanks, Kyle.
[03:41:53.492 --> 03:41:55.814]  Send me a text and see if I can get down there.
[03:41:55.814 --> 03:41:57.395]  We'll go to Steve in Florida.
[03:41:57.395 --> 03:42:01.577]  Hey, Chris.
[03:42:01.577 --> 03:42:03.819]  It's a really pleasure to talk to you.
[03:42:03.819 --> 03:42:08.282]  We only got 45 seconds for the commercial, so please make it quick.
[03:42:08.282 --> 03:42:09.643]  And I'll address it when we come back.
[03:42:10.760 --> 03:42:11.801]  All right.
[03:42:11.801 --> 03:42:19.904]  My main point is that you do a lot of good predictions, and the more I analyze it, the more I research it, I'm kind of seeing the CBDC push.
[03:42:19.904 --> 03:42:27.647]  I think, in my opinion, it's going to happen after, like, a climate emergency or crisis through the executive order is going to be declared.
[03:42:27.647 --> 03:42:28.568]  What's your take on that?
[03:42:29.062 --> 03:42:36.389]  Well I'm going to talk about that as soon as we come back because I think that's probably, the CBDC is probably their final nail in the coffin.
[03:42:36.389 --> 03:42:46.798]  I think it's the linchpin for the global tyranny and I'm going to tell you exactly why when we come back and I'm going to tell you exactly why we need to stop it on a national level and an international level.
[03:42:46.798 --> 03:42:49.841]  So stick with me and we'll be back in a couple minutes.
[03:42:49.841 --> 03:42:50.462]  Thank you everybody.
[03:42:56.991 --> 03:43:02.656]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[03:43:02.656 --> 03:43:13.285]  I don't have to sell you on CBD oil, full spectrum CBD oil, the incredible things it does for your nerves, your brain, your entire physiological system, for your nervous system particularly.
[03:43:13.285 --> 03:43:15.327]  Everybody knows it's incredible, it works.
[03:43:15.327 --> 03:43:20.411]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[03:43:20.411 --> 03:43:23.314]  Yes, you can find this same CBD oil for 30% more
[03:43:25.168 --> 03:43:26.930]  Because that's who we're getting it from.
[03:43:26.930 --> 03:43:29.633]  Made right here in Central Texas.
[03:43:29.633 --> 03:43:33.277]  Our private label name is Rebel Zen.
[03:43:33.277 --> 03:43:38.863]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[03:43:38.863 --> 03:43:41.686]  It's based right here in Texas and we're giving it to you at 30% off.
[03:43:41.686 --> 03:43:42.787]  And yours was even crazier.
[03:43:43.568 --> 03:43:45.452]  30% off of what they're selling it for.
[03:43:45.452 --> 03:43:48.717]  They're selling theirs for 30% off what their competitors are.
[03:43:48.717 --> 03:43:53.084]  So this is the highest rated, already at the lowest price, now even a lower price.
[03:43:53.084 --> 03:43:53.866]  Rebels In.
[03:43:53.866 --> 03:43:56.210]  Get yours at M4Store.com now!
[03:43:56.803 --> 03:43:58.384]  Hey everybody, Rodney Outbrown here.
[03:43:58.384 --> 03:44:03.748]  I want to thank Alex Jones and InfoWars for offering scholarships to River University.
[03:44:03.748 --> 03:44:11.394]  Maybe you're watching InfoWars today and you don't know what to do with the problems that we face in the world today.
[03:44:11.394 --> 03:44:15.958]  You've been through COVID-19, 2019, 2021, 2022, 2023.
