[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[03:29:21.259 --> 03:29:23.922]  Happiness is 5starsoap.com.
[03:29:23.922 --> 03:29:26.705]  Why not put your money up the drain for a change?
[03:29:26.705 --> 03:29:29.248]  See them at 5starsoap.com or call
[03:29:29.628 --> 03:29:33.029]  Call 1-800-340-7091 for a catalog.
[03:29:33.029 --> 03:29:40.231]  Cal Bend Soap Company can save you thousands of dollars and give you good, old-fashioned, real soaps that are triple concentrated.
[03:29:40.231 --> 03:29:42.711]  Soaps made from vegetable and coconut oils.
[03:29:42.711 --> 03:29:46.372]  See their full selection of soaps at 5starsoap.com.
[03:29:46.372 --> 03:29:48.493]  That's F-I-V-E, starsoap.com.
[03:29:48.493 --> 03:29:49.553]  Or call 1-800-340-7091 for a catalog.
[03:29:57.890 --> 03:30:05.136]  Proper B vitamin intake is essential to keep the body functioning at optimum levels.
[03:30:05.136 --> 03:30:13.922]  With our modern diets, it can be hard to get the recommended amount of B vitamins we need every day.
[03:30:13.922 --> 03:30:18.946]  Secret 12 combines two bioactive forms of vitamin B12 for optimal absorption.
[03:30:21.488 --> 03:30:27.131]  Being deficient in B vitamins can cause fatigue, depression, poor memory, and lethargy.
[03:30:27.131 --> 03:30:28.972]  Secret 12.
[03:30:28.972 --> 03:30:30.133]  Optimal absorption.
[03:30:30.133 --> 03:30:35.276]  B vitamins help the body convert food into energy by supporting your intercellular processes.
[03:30:35.276 --> 03:30:40.419]  B vitamins are also essential for the optimal functioning of the brain and nervous system.
[03:30:40.419 --> 03:30:41.200]  Optimum levels.
[03:30:42.620 --> 03:30:46.781]  Secret 12 is an easy way to increase your vitamin B12 intake.
[03:30:46.781 --> 03:30:51.362]  Head to InfoWarsLife.com and support optimal brain and body function with Secret 12.
[03:30:51.362 --> 03:30:54.242]  That's InfoWarsLife.com.
[03:30:54.242 --> 03:30:57.723]  InfoWarsLife is bringing you a breakthrough in modern medicine.
[03:30:57.723 --> 03:31:09.225]  We have found an extraordinary new natural way to help alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory health, and normal breathing.
[03:31:09.225 --> 03:31:10.145]  This is Pollen Block.
[03:31:11.145 --> 03:31:23.819]  In the 1960s, researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy watery eyes, and excessive mucus production.
[03:31:23.819 --> 03:31:27.664]  They began studying the effects in published trials, in their published trials,
[03:31:28.124 --> 03:31:32.605]  Now we are introducing the fruit of the research, a fast-acting, chewable tablet.
[03:31:32.605 --> 03:31:42.688]  Just chew two tablets at the first sign of seasonal distress, and Fast-Acting Pollen Block starts working in about 15 minutes to help alleviate seasonal distress.
[03:31:42.688 --> 03:31:45.829]  Enjoy the air you breathe naturally with Fast-Acting Pollen Block.
[03:31:45.829 --> 03:31:50.170]  Available now at InfoWarsLife.com or by calling toll-free, 888-253-3139.
[03:31:50.170 --> 03:31:51.471]  Michael ZX is back.
[03:31:56.172 --> 03:32:03.096]  And just like we're game-changing when it comes to politics, when it comes to the economy, we're game-changing on supplements.
[03:32:03.096 --> 03:32:10.820]  I want to bring you products from the best research out there, from the best labs, the best laboratories, the best scientists that really change lives.
[03:32:10.820 --> 03:32:12.341]  Because I want you to get a great effect.
[03:32:12.341 --> 03:32:14.182]  I want you to have a great life, be healthy.
[03:32:14.182 --> 03:32:19.105]  I want you to see the results so you reorder it and tell your friends and family about it.
[03:32:19.665 --> 03:32:28.548]  Let me tell you, fungus is a scourge, mold's a scourge, and you can't battle it with this in your sinus or other areas, but in your gut, the main area, you can.
[03:32:28.548 --> 03:32:30.908]  MycoZx, available exclusively.
[03:32:30.908 --> 03:32:34.790]  Been out for over six months at M4Hlife.com or by calling toll-free, 888-253-3139.
[03:32:34.790 --> 03:32:41.091]  Ladies and gentlemen, I only bring you products I use myself.
[03:32:41.091 --> 03:32:44.813]  I only bring you products that have been proven to have dynamite effects.
[03:32:44.813 --> 03:32:48.214]  MycoZx is back in stock right now at M4Hlife.com.
[03:32:48.214 --> 03:32:49.254]  Secure yours today.
[03:32:58.248 --> 03:33:16.133]  You're listening to the Alex Jones Show.
[03:33:16.133 --> 03:33:18.834]  Waging war on corruption.
[03:33:18.834 --> 03:33:24.076]  It's Alex Jones coming to you live from the front lines of the InfoWars.
[03:33:33.285 --> 03:33:34.606]  A lot of stuff going on today.
[03:33:34.606 --> 03:33:36.527]  A lot of news coming out here.
[03:33:36.527 --> 03:33:37.888]  Washington, D.C.
[03:33:37.888 --> 03:33:40.450]  We're talking about the things that are going on in the White House.
[03:33:40.450 --> 03:33:42.372]  We're talking about the things that are going on in New York City.
[03:33:42.372 --> 03:33:45.914]  This possible terrorist attack against Donald Trump Jr.
[03:33:45.914 --> 03:33:50.998]  But there's also, there's also news from Europe.
[03:33:50.998 --> 03:33:57.523]  And that is something that is being completely overlooked right now in the face of this North Korean charm offensive.
[03:33:57.523 --> 03:34:02.587]  Of course, the propaganda being repeated by the New York Times and CNN from Kim Jong-un's sister.
[03:34:03.570 --> 03:34:11.316]  They're completely overlooking a lot of... and there's CNN's new logo, sort of a meme that I put up yesterday, just popped it up there.
[03:34:11.316 --> 03:34:14.218]  I think this is what we should call CNN's new logo as they push out...
[03:34:16.887 --> 03:34:21.231]  Their propaganda story and their propaganda friends over at North Korea.
[03:34:21.231 --> 03:34:30.399]  And I'd like to just take a quick second to remind everybody that who exactly this person is and what exactly it is that she supports.
[03:34:30.399 --> 03:34:33.042]  They're saying Kim Jong-un's sister's stealing the show at Winter Olympics.
[03:34:33.042 --> 03:34:40.229]  They're reporting on her as if she's simply the sister of a duly elected president of a democratic country.
[03:34:40.809 --> 03:34:44.730]  Or whether she's someone who's a senior advisor to a prime minister.
[03:34:44.730 --> 03:34:55.394]  No, she is the sister of a brutal, tyrannical dictator, a communist, totalitarian, genocidal maniac.
[03:34:55.394 --> 03:34:56.514]  And why do I say genocidal?
[03:34:56.514 --> 03:35:02.276]  Because I've read the stories about the Korean concentration camps that are in North Korea.
[03:35:02.276 --> 03:35:04.217]  Harvard University Press put this out.
[03:35:05.006 --> 03:35:07.327]  And I read this in a video last night.
[03:35:07.327 --> 03:35:12.030]  Harvard University Press put out a book called The Little Black Book of Communism.
[03:35:12.030 --> 03:35:22.836]  This came out several years ago, but at that point they had estimated that over 1.5 million prisoners had died in the concentration camps of North Korea.
[03:35:22.836 --> 03:35:27.678]  The concentration camps that are run by Kim Yo Jong's family.
[03:35:27.678 --> 03:35:32.721]  People have said, survivors, excuse me, Holocaust survivors have said,
[03:35:33.331 --> 03:35:42.655]  That North Korea's prisons are even worse than the circumstances of the Nazi concentration camps like Auschwitz.
[03:35:42.655 --> 03:35:54.780]  They're actually saying the human experimentation that goes on in North Korea, the cremation of bodies, the brutal rape and assault of women in these prisons,
[03:35:55.504 --> 03:36:01.785]  And by the way, if you become pregnant, if one of these women become pregnant after being raped, they are then executed.
[03:36:01.785 --> 03:36:08.067]  Because it is against the rules to be pregnant in one of the North Korean concentration camps.
[03:36:08.067 --> 03:36:12.488]  These are, this is the Holocaust of our day.
[03:36:12.488 --> 03:36:17.469]  That's going on right now, today, in North Korea.
[03:36:17.469 --> 03:36:20.890]  Prisoners who look like walking skeletons.
[03:36:20.890 --> 03:36:22.750]  Logging camps in Siberia.
[03:36:24.155 --> 03:36:24.896]  We're good to go.
[03:36:40.449 --> 03:36:51.875]  And of course, you know that the camps where they're kept, they don't have, they don't exactly have central heating or insulation or any of the different ways to keep them warm.
[03:36:51.875 --> 03:37:01.921]  Okay, these missile test sites that are very close up to North Korea, that missile test site there, very close to the city of Nanjin and Hamhung.
[03:37:01.921 --> 03:37:07.344]  So North Korea, we're talking as well about these concentration camps up there.
[03:37:07.344 --> 03:37:08.125]  These are the camps
[03:37:09.346 --> 03:37:18.011]  The Kim Yo Jong's family owns, runs, and treats the people there, the political prisoners, many of them, like slaves.
[03:37:18.011 --> 03:37:22.973]  If you would defect from North Korea, your entire family will be sent to one of these camps.
[03:37:22.973 --> 03:37:25.495]  Your entire family.
[03:37:25.495 --> 03:37:36.281]  But the media, Reuters, New York Times, CNN, they called her a prim young woman with a high forehead and hair half swept back with quiet gazes.
[03:37:36.281 --> 03:37:38.722]  They described, head held high as she worked in.
[03:37:39.577 --> 03:37:41.618]  These are people.
[03:37:41.618 --> 03:37:44.318]  These are people who run concentration camps.
[03:37:44.318 --> 03:37:48.260]  These are slave owners, to put it in another way, in another sense.
[03:37:48.260 --> 03:37:53.241]  Anyone who defects, their family is immediately sent to the concentration camp, no question about it.
[03:37:53.241 --> 03:38:02.564]  Any female who's in the, almost 100% of the females in these concentration camps are sexually assaulted or raped.
[03:38:02.564 --> 03:38:02.824]  Almost 100%.
[03:38:02.824 --> 03:38:03.204]  But, of course,
[03:38:06.232 --> 03:38:23.143]  When Kim Yo Jong comes down, the entire, who is by the way, one of the heads of the North Korean propaganda department, okay, this is her job, her actual job is to spread propaganda for North Korea, for their communist regime across the world.
[03:38:23.143 --> 03:38:25.044]  The entire media does it for her.
[03:38:25.044 --> 03:38:27.465]  Now look folks, we know why they're doing this.
[03:38:27.465 --> 03:38:32.248]  We know they're doing this because Kim Yo Jong and the Kim family is against Trump.
[03:38:32.248 --> 03:38:34.970]  And so the media thinks, well if we're against Trump too,
[03:38:35.638 --> 03:38:39.043]  The left side of the media, I should say, the old media.
[03:38:39.043 --> 03:38:45.791]  So if we're against Trump, we should then praise the regime of North Korea and praise this representative of it.
[03:38:47.805 --> 03:38:49.686]  Cheerleaders in North Korea, the 200 cheerleaders.
[03:38:49.686 --> 03:38:51.327]  These are slaves, by the way.
[03:38:51.327 --> 03:38:55.149]  I want to make sure everyone is 100% clear when I say this.
[03:38:55.149 --> 03:38:57.591]  These are slaves.
[03:38:57.591 --> 03:38:59.852]  They are forced in there.
[03:38:59.852 --> 03:39:02.274]  They are forced to perform these acts.
[03:39:02.274 --> 03:39:06.276]  If they do not perform these acts, horrific abuses will happen to them.
[03:39:06.276 --> 03:39:08.317]  We talked about Uday Hussain earlier today.
[03:39:08.317 --> 03:39:10.299]  That is what would happen to these cheerleaders.
[03:39:10.299 --> 03:39:15.682]  And if any of them, so much as was suspected of trying to defect to South Korea,
[03:39:18.356 --> 03:39:27.589]  They'd be disappeared within seconds, within seconds before being brought back or after being upon being brought back to the North Korea, which is known as the hermit regime.
[03:39:27.589 --> 03:39:28.290]  You know, a lot of people.
[03:39:29.289 --> 03:39:37.110]  A lot of people talk about what's to be done about the North Korean situation, whether we can use diplomacy or we have to use military force.
