[00:00:00.000 --> 00:00:21.640]  A
[03:08:35.300 --> 03:08:38.300]  you say we're being attacked. Now the hard thing for Americans to swallow, obviously,
[03:08:38.300 --> 03:08:41.300]  is that we're not being attacked by a foreign nation.
[03:08:42.300 --> 03:08:46.300]  It's so easy to just have these wars where the battle lines are clearly drawn.
[03:08:47.300 --> 03:08:52.300]  But this is like Pogo said in the 1950s, the cartoon character, he said we've met the enemy and he is us.
[03:08:53.300 --> 03:08:56.300]  Unfortunately, the sad pill that we have to swallow is that we're involved,
[03:08:57.300 --> 03:09:01.300]  the people that are killing our children, that came after us with the vaccine,
[03:09:02.300 --> 03:09:08.300]  and with all the damaging, the outbreak that they claimed was a virus, but was, I think, a toxin.
[03:09:09.300 --> 03:09:14.300]  Those people are part of us. They're within our system. They're within our government.
[03:09:15.300 --> 03:09:20.300]  It's a worldwide, you knew from COVID, this is a worldwide effort.
[03:09:21.300 --> 03:09:24.300]  And so the question is, I mean, if military intelligence, what do you do?
[03:09:25.300 --> 03:09:29.300]  You're supposed to identify the enemy and you're supposed to identify your strengths and capabilities
[03:09:29.300 --> 03:09:32.300]  and his strengths and capabilities. But we are not really doing that.
[03:09:33.300 --> 03:09:36.300]  We're purposely not defining the enemy. So when I was at Red Pill,
[03:09:37.300 --> 03:09:41.300]  I spent 45 minutes or almost an hour in my talk and it's time to name the enemy.
[03:09:42.300 --> 03:09:44.300]  So I thought we'd go into a little bit of that.
[03:09:45.300 --> 03:09:48.300]  And the first thing I said is, you know, it's clearly it's global
[03:09:49.300 --> 03:09:51.300]  because these people control the media.
[03:09:52.300 --> 03:09:56.300]  Look at what the information that was not coming out from Hawaii.
[03:09:56.300 --> 03:09:58.300]  I mean, these people are in control of the media.
[03:09:59.300 --> 03:10:03.300]  And in the time of COVID, we'll call it COVID one,
[03:10:04.300 --> 03:10:06.300]  because they're going to try and bring it back, by the way,
[03:10:07.300 --> 03:10:13.300]  that when you can falsify lab tests on a global basis,
[03:10:14.300 --> 03:10:16.300]  you know, this whole idea of overcycling the tests,
[03:10:17.300 --> 03:10:19.300]  you always got a positive on those PCR tests.
[03:10:20.300 --> 03:10:23.300]  It didn't just happen in my town or my state or the United States.
[03:10:23.300 --> 03:10:25.300]  It happened all over the world.
[03:10:26.300 --> 03:10:28.300]  Now, these are competent lab people that know how to run tests.
[03:10:29.300 --> 03:10:31.300]  So, you know, they didn't just all accidentally do it wrong.
[03:10:32.300 --> 03:10:34.300]  And they all accidentally did it wrong in the same direction
[03:10:35.300 --> 03:10:37.300]  to make the test false positive. They never had any false negatives.
[03:10:38.300 --> 03:10:42.300]  So this is why we have to accept this is a global conspiracy.
[03:10:43.300 --> 03:10:46.300]  As much as people don't want to use that term and they don't want to look at it,
[03:10:47.300 --> 03:10:50.300]  you know, it's like J. Edgar Hoover once said that the individual
[03:10:50.300 --> 03:10:53.300]  is handicapped by coming face to face with a conspiracy so monstrous
[03:10:54.300 --> 03:10:55.300]  he cannot believe it exists.
[03:10:56.300 --> 03:10:58.300]  But it's time to believe that.
[03:10:59.300 --> 03:11:02.300]  And now, because if you don't recognize now they're coming after our children
[03:11:03.300 --> 03:11:05.300]  and coming after all of us, it's time.
[03:11:06.300 --> 03:11:08.300]  You know, this isn't, this direct and energy weapon
[03:11:09.300 --> 03:11:11.300]  or whatever we want to call this thing that happened in Hawaii,
[03:11:12.300 --> 03:11:13.300]  it is clearly not organic.
[03:11:14.300 --> 03:11:17.300]  And it's not something we can easily fight as individuals.
[03:11:17.300 --> 03:11:20.300]  So we have to take this on as all of us standing together.
[03:11:21.300 --> 03:11:25.300]  And I would say, just to get to a punchline here before we go further,
[03:11:26.300 --> 03:11:27.300]  is that I'm not hopeless.
[03:11:28.300 --> 03:11:30.300]  I feel this is, I think the reason they're doing this is because
[03:11:31.300 --> 03:11:34.300]  we're waking up and we're educating ourselves and other people
[03:11:35.300 --> 03:11:39.300]  and they realize we're winning and this is an act of desperation.
[03:11:40.300 --> 03:11:42.300]  You know, this is not just a land grab.
[03:11:43.300 --> 03:11:44.300]  I keep hearing, oh, yeah, well, this is a land grab.
[03:11:44.300 --> 03:11:47.300]  Well, that's a nice, that's a nice, it is, they are grabbing land.
[03:11:48.300 --> 03:11:49.300]  But that's not their ultimate goal.
[03:11:50.300 --> 03:11:53.300]  Their ultimate goal is genocide and control.
[03:11:54.300 --> 03:11:55.300]  And they've been talking about it forever.
[03:11:56.300 --> 03:12:00.300]  You know, the Club of Rome's specific diagnosis is
[03:12:01.300 --> 03:12:03.300]  there are too many people, humanity is the problem.
[03:12:04.300 --> 03:12:07.300]  And that's almost the word for word quote from their 1972 publication.
[03:12:08.300 --> 03:12:12.300]  So, and the other thing you have to say is that, as FDR said,
[03:12:12.300 --> 03:12:13.300]  nothing happens by accident.
[03:12:14.300 --> 03:12:15.300]  If it happens, you can bet it was planned that way.
[03:12:16.300 --> 03:12:17.300]  So we have to look at who the enemy is.
[03:12:18.300 --> 03:12:22.300]  And so, in this situation, by the way,
[03:12:23.300 --> 03:12:24.300]  I'll just say one other thing about warfare.
[03:12:25.300 --> 03:12:26.300]  You know, when we talk about the fog of war,
[03:12:27.300 --> 03:12:30.300]  it used to mean something to do with battlefields and the actual fog,
[03:12:31.300 --> 03:12:32.300]  like when General Washington was covered,
[03:12:33.300 --> 03:12:34.300]  his troops were covered with fog outside of New York
[03:12:35.300 --> 03:12:36.300]  and they were able to escape.
[03:12:37.300 --> 03:12:38.300]  But this fog is right up here, it's in your mind.
[03:12:39.300 --> 03:12:40.300]  And that's not by accident.
[03:12:40.300 --> 03:12:43.300]  That is, if you feel confused, you are being attacked.
[03:12:44.300 --> 03:12:47.300]  That is the confusion and everything that's happening
[03:12:48.300 --> 03:12:49.300]  is their mode of attack.
[03:12:50.300 --> 03:12:52.300]  So by being, they want you to be low energy,
[03:12:53.300 --> 03:12:54.300]  they want you to be depressed,
[03:12:55.300 --> 03:12:56.300]  they want you to not have a sense of humor.
[03:12:57.300 --> 03:12:58.300]  I mean, one of the things to say is the people that we're fighting,
[03:12:59.300 --> 03:13:00.300]  they have no sense of humor.
[03:13:01.300 --> 03:13:02.300]  So we can just mean them to death.
[03:13:03.300 --> 03:13:05.300]  Yuval Harari said that censorship no longer works
[03:13:06.300 --> 03:13:07.300]  by hiding information from you.
[03:13:08.300 --> 03:13:09.300]  Censorship works by flooding you.
[03:13:10.300 --> 03:13:12.300]  With immense amounts of misinformation,
[03:13:13.300 --> 03:13:14.300]  of irrelevant information,
[03:13:15.300 --> 03:13:16.300]  of funny cat videos, I love that,
[03:13:17.300 --> 03:13:18.300]  until you're just unable to focus.
[03:13:19.300 --> 03:13:22.300]  So we have to take a step back here and we have to focus.
[03:13:23.300 --> 03:13:25.300]  Now, these people have been called by many names.
[03:13:26.300 --> 03:13:27.300]  The Deep State, you know, we can accept that.
[03:13:28.300 --> 03:13:30.300]  The Cabal, the Red Faction.
[03:13:31.300 --> 03:13:33.300]  I like weffers, as in people of the WEF.
[03:13:34.300 --> 03:13:37.300]  I like Cliff High's term, mother weffers.
[03:13:37.300 --> 03:13:38.300]  And, you know, the black nobility.
[03:13:39.300 --> 03:13:41.300]  We've got the reptilian overlords have to sneak in here.
[03:13:42.300 --> 03:13:45.300]  I like Ananda from AIA calls them the nefarians.
[03:13:46.300 --> 03:13:47.300]  The nefarians is really a good term,
[03:13:48.300 --> 03:13:49.300]  but the problem is it still doesn't define
[03:13:50.300 --> 03:13:51.300]  whom we are talking about.
[03:13:52.300 --> 03:13:54.300]  We have to define the enemy if we're going to fight these guys.
[03:13:55.300 --> 03:13:57.300]  So that's what we're going to do here.
[03:13:58.300 --> 03:14:00.300]  In the last minute, I'll just say that
[03:14:01.300 --> 03:14:03.300]  when it comes to defining the enemy,
[03:14:04.300 --> 03:14:05.300]  the first thing we should say is we're the majority.
[03:14:05.300 --> 03:14:09.300]  Gladfelter in 2011, he was an economist in Switzerland
[03:14:10.300 --> 03:14:12.300]  and he looked at all the corporate corporations in the world,
[03:14:13.300 --> 03:14:14.300]  137 million of them.
[03:14:15.300 --> 03:14:17.300]  He put them into a computer and it spit out
[03:14:18.300 --> 03:14:20.300]  that essentially those 137 million corporations
[03:14:21.300 --> 03:14:23.300]  were owned by 147 companies.
[03:14:24.300 --> 03:14:25.300]  And then when a couple of guys from Forbes
[03:14:26.300 --> 03:14:27.300]  and another guy from Wall Street, you know,
[03:14:28.300 --> 03:14:29.300]  manipulated that data and looked at it,
[03:14:30.300 --> 03:14:32.300]  they realized those 147 companies are all controlled
[03:14:32.300 --> 03:14:33.300]  by 150 men.
[03:14:34.300 --> 03:14:36.300]  So we're not looking at the one percentile here.
[03:14:37.300 --> 03:14:38.300]  We're looking at the Uber, Uber, Uber elite,
[03:14:39.300 --> 03:14:41.300]  the 0.00002 percentile.
[03:14:42.300 --> 03:14:44.300]  And they didn't get there because they were
[03:14:45.300 --> 03:14:47.300]  the smartest guys at Wharton Business School.
[03:14:48.300 --> 03:14:49.300]  They got there because they're all related.
[03:14:50.300 --> 03:14:52.300]  So when I come back, I'm just going to talk a little bit
[03:14:53.300 --> 03:14:55.300]  about the bloodlines that we're dealing with here.
[03:14:56.300 --> 03:14:59.300]  It's not quite what JFK said, RFK Jr. said.
[03:14:59.300 --> 03:15:01.300]  So we're going to try and get him out of this.
[03:15:02.300 --> 03:15:04.300]  And in the meantime, we'll see you in a little bit here.
[03:15:05.300 --> 03:15:06.300]  We're taking a break.
[03:15:29.300 --> 03:15:30.300]  You're going to want to pay attention
[03:15:31.300 --> 03:15:32.300]  to what I'm about to say.
[03:15:33.300 --> 03:15:34.300]  You're going to want to pay attention
[03:15:35.300 --> 03:15:36.300]  to what I'm about to say.
[03:15:37.300 --> 03:15:38.300]  And you're going to want to pay attention
[03:15:39.300 --> 03:15:40.300]  to what I'm about to say.
[03:15:41.300 --> 03:15:42.300]  And you're going to want to pay attention
[03:15:43.300 --> 03:15:44.300]  to what I'm about to say.
[03:15:45.300 --> 03:15:46.300]  And you're going to want to pay attention
[03:15:47.300 --> 03:15:48.300]  to what I'm about to say.
[03:15:49.300 --> 03:15:50.300]  And you're going to want to pay attention
[03:15:51.300 --> 03:15:52.300]  to what I'm about to say.
[03:15:53.300 --> 03:15:54.300]  And you're going to want to pay attention
[03:15:55.300 --> 03:15:56.300]  to what I'm about to say.
[03:15:57.300 --> 03:15:58.300]  And you're going to want to pay attention
[03:15:59.300 --> 03:16:00.300]  to what I'm about to say in the next 60 seconds.
[03:16:01.300 --> 03:16:02.300]  Two new incredible products
[03:16:03.300 --> 03:16:04.300]  are now available exclusively
[03:16:05.300 --> 03:16:06.300]  at mfulmorestore.com.
[03:16:07.300 --> 03:16:09.300]  They are both clones of national best-selling products
[03:16:10.300 --> 03:16:12.300]  from a major pharmaceutical-slash-supplement maker
[03:16:13.300 --> 03:16:14.300]  that are listeners and patriots
[03:16:15.300 --> 03:16:16.300]  that are allowing us to private-label it
[03:16:17.300 --> 03:16:18.300]  at a lower price you'll find in stores.
[03:16:19.300 --> 03:16:22.300]  It's Joint Relief Max and Nerve Renew.
[03:16:23.300 --> 03:16:24.300]  Both of these have known, documented
[03:16:25.300 --> 03:16:27.300]  natural compounds to lower pain
[03:16:27.300 --> 03:16:29.300]  and to also make your nerves healthier,
[03:16:30.300 --> 03:16:31.300]  which is one of the major reasons
[03:16:32.300 --> 03:16:33.300]  nerves get irritated
[03:16:34.300 --> 03:16:35.300]  and are more inductive to pain.
[03:16:36.300 --> 03:16:37.300]  There's major research behind this all.
[03:16:38.300 --> 03:16:39.300]  You need to get Joint Relief Max
[03:16:40.300 --> 03:16:41.300]  from Mfulmore's MD
[03:16:42.300 --> 03:16:43.300]  and Nerve Renew from Mfulmore's MD
[03:16:44.300 --> 03:16:47.300]  exclusively at mfulmorestore.com right now.
