[00:00:02.058 --> 00:00:04.350]  Let's go!
[03:41:50.780 --> 03:42:02.725]  With the propaganda that's churned out, say, in the last 20 years from Hollywood, or from the blue checkmark army of controlled, co-opted fake journalists, is the exact same as the model what they did back then.
[03:42:02.725 --> 03:42:05.727]  The only difference is that now it's online.
[03:42:05.727 --> 03:42:08.088]  Then it was print media and Hollywood.
[03:42:08.088 --> 03:42:17.752]  Now it's online with Twitter files, including with, as the Biden administration just admitted, yeah, we asked Facebook to censor anything we didn't like.
[03:42:18.658 --> 03:42:20.019]  And they did, right?
[03:42:20.019 --> 03:42:24.563]  So, same in the COUF.
[03:42:24.563 --> 03:42:32.390]  The Office of Strategic Services had as its Chief Deputy of Psychological Warfare C.D.
[03:42:32.390 --> 03:42:34.412]  Jackson in 1943.
[03:42:34.412 --> 03:42:34.732]  C.D.
[03:42:34.732 --> 03:42:44.201]  Jackson was also head of the Supreme Headquarters of Allied Expeditionary Force, and then he went to work for Henry Luce, Skull and Bones at Time Magazine.
[03:42:45.017 --> 03:42:46.679]  And this gets into Eisenhower.
[03:42:46.679 --> 03:42:52.084]  And when Eisenhower starts to learn about this, this is where we get the famous military industrial complex speech.
[03:42:52.084 --> 03:42:53.125]  He's talking about this stuff.
[03:42:53.125 --> 03:42:54.386]  This is the Alex Jones Show.
[03:42:54.386 --> 03:42:55.067]  Don't go anywhere.
[03:42:55.067 --> 03:42:56.688]  I'm your guest host, Jay Dyer.
[03:42:56.688 --> 03:43:02.254]  Tell us about the products, how we support you, how we support all of ourselves and the big event coming up.
[03:43:03.368 --> 03:43:04.289]  Well, yeah.
[03:43:04.289 --> 03:43:12.473]  The first one, you obviously can go to MyPillow.com, use that promo code ALEX, and you can get all these great discounts on all of our products.
[03:43:12.473 --> 03:43:18.297]  And just by visiting this site, you're going to get a $20 free gift emailed to you immediately.
[03:43:18.297 --> 03:43:25.681]  And there's the biggest special we have right now, the 20-year anniversary MyPillow for $19.98 for the queen size, normally $69.98.
[03:43:27.122 --> 03:43:33.945]  We're celebrating our anniversary with what my employees love to invest, producing and making the MyPillow.
[03:43:33.945 --> 03:43:43.469]  And the model of businessmen and women with can-do know-how using the money for Americana freedom to fight the globalists is what they fear.
[03:43:43.469 --> 03:43:44.969]  That's what the debanking is about.
[03:43:44.969 --> 03:43:46.790]  That's what the financial attacks are about.
[03:43:46.790 --> 03:43:54.393]  That's why we've got to rush to support MyPillow.com and InfoWars.com, plus their great products at both places, because we are the tip of the spear.
[03:43:56.769 --> 03:43:58.350]  Hey everybody, Rodney Art Brown here.
[03:43:58.350 --> 03:44:03.713]  I want to thank Alex Jones and InfoWars for offering scholarships to River University.
[03:44:03.713 --> 03:44:11.357]  Maybe you're watching InfoWars today and you don't know what to do with the problems that we face in the world today.
[03:44:11.357 --> 03:44:15.920]  You've been through COVID-19, 2019, 2021, 2022, 2023.
[03:44:15.920 --> 03:44:22.744]  But here at River University, not only do we show you what the problem is, but we show you how to deal with it.
[03:44:22.744 --> 03:44:24.865]  Come, a full three-year Bachelor
[03:44:25.365 --> 03:44:26.106]  We're good.
[03:44:45.302 --> 03:44:46.444]  Transformation.
[03:44:46.444 --> 03:44:47.665]  And that's what you'll do.
[03:44:47.665 --> 03:44:55.216]  So scan the QR code right now or go to riveruniversity.org and get the free scholarship offered to you by InfoWallace.
[03:45:02.543 --> 03:45:02.683]  I don't
[03:45:25.049 --> 03:45:26.811]  Because that's who we're getting it from.
[03:45:26.811 --> 03:45:29.514]  Made right here in Central Texas.
[03:45:29.514 --> 03:45:33.159]  Our private label name is Rebel Zen.
[03:45:33.159 --> 03:45:38.766]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[03:45:38.766 --> 03:45:41.589]  It's based right here in Texas and we're giving it to you at 30% off.
[03:45:41.589 --> 03:45:42.670]  And here's what's even crazier.
[03:45:43.391 --> 03:45:45.334]  30% off of what they're selling it for.
[03:45:45.334 --> 03:45:48.598]  They're selling theirs for 30% off what their competitors are.
[03:45:48.598 --> 03:45:52.963]  So this is the highest rated, already at the lowest price, now even a lower price.
[03:45:52.963 --> 03:45:53.744]  Rebels In.
[03:45:53.744 --> 03:45:56.106]  Get yours at InfoWareStore.com now!
[03:45:56.837 --> 03:46:01.259]  You're going to want to pay attention to what I'm about to say in the next 60 seconds.
[03:46:01.259 --> 03:46:06.481]  Two new incredible products are now available exclusively at mfullmorestore.com.
[03:46:06.481 --> 03:46:18.826]  They are both clones of national best-selling products from a major pharmaceutical slash supplement maker that are listeners and patriots that are allowing us to private label it at a lower price you'll find in stores.
[03:46:18.826 --> 03:46:22.008]  It's Joint Relief Max and Nerve Renew.
[03:46:22.808 --> 03:46:35.764]  Both of these have known, documented natural compounds to lower pain and to also make your nerves healthier, which is one of the major reasons nerves get irritated and are more inductive to pain.
[03:46:35.764 --> 03:46:38.147]  There's major research behind this all.
[03:46:38.147 --> 03:46:42.232]  You need to get Joint Relief Max from InfoWarsMD and Nerve
[03:46:42.692 --> 03:46:47.037]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:47:14.107 --> 03:47:15.348]  Welcome back to the Alex Jones Show.
[03:47:15.348 --> 03:47:16.448]  I'm your guest host, Jay Dyer.
[03:47:16.448 --> 03:47:35.855]  Jay's analysis in the fourth hour covering Operation Mockingbird and how it's really the architecture and model for the regime's total control and censorship across media, not just in the old print legacy media or the old TV network media in Hollywood, but now also a model for
[03:47:37.054 --> 03:47:55.088]  Newsguard, and how they censor everything online, and the collusion between the regime and Facebook for the last several years, and the excuses of Donald Trump and Russia collusion and Peagate and the bot farms, all of which has been shown and admitted now to be completely made up, completely deceptive.
[03:47:55.088 --> 03:48:04.715]  And as I said, some of the British intelligence operatives who were involved in the crafting of the Peagate narrative, they're actually openly Fabian socialist figures.
[03:48:07.068 --> 03:48:09.929]  As we said, this figure C.D.
[03:48:09.929 --> 03:48:15.151]  Jackson is important because as the managing director of Time-Life International, working for C.D.
[03:48:15.151 --> 03:48:22.993]  Jackson in one of the largest Polish empires at that time, he really just became a complete mouthpiece of the CIA.
[03:48:22.993 --> 03:48:23.814]  And remember, C.D.
[03:48:23.814 --> 03:48:36.538]  Jackson is also the architect of the CIA's doctrinal warfare program, which is intent on co-opting all of the churches for the Cold War in order to make them the mouthpiece of Americanism.
[03:48:37.239 --> 03:48:41.441]  Now again, you might think, yeah, but that was justified because we had the communist threat.
[03:48:41.441 --> 03:48:53.547]  Yeah, but now that explains why the Vatican and all these other entities, our controlled religious institutions, now echoing the World Economic Forum talking points.
[03:48:53.547 --> 03:48:55.808]  Because they took on masters at this time.
[03:48:55.808 --> 03:48:56.488]  You understand?
[03:48:56.488 --> 03:48:58.889]  And it's no different with the media.
[03:48:58.889 --> 03:49:06.293]  The media echoes the same mouthpiece disinformation talking points because they're owned by these people.
[03:49:07.734 --> 03:49:14.558]  Same structure still in place, just transferred over to Big Tech.
[03:49:14.558 --> 03:49:18.161]  In fact, according to the Eisenhower Presidential Library, C.D.
[03:49:18.161 --> 03:49:25.005]  Jackson's area of responsibility was defined as international affairs, Cold War planning, and psychological warfare.
[03:49:25.005 --> 03:49:29.908]  Jackson was a key figure in Operation Mockingbird, and this was revealed after his death in 1971.
[03:49:29.908 --> 03:49:33.871]  His wife gave her husband's papers to the Eisenhower Library.
[03:49:33.871 --> 03:49:34.251]  It was then
[03:49:35.750 --> 03:49:41.316]  Made clear that he was in contact with CIA operatives at various Hollywood studios.
[03:49:41.316 --> 03:49:57.892]  It's speculated in various books as to who those CIA operatives might be at MGM, RKO, and other studios in order to ensure that the scripts, screenplays, and Hollywood films were put out in line with the establishment's narrative at that time.
[03:49:58.610 --> 03:50:12.076]  Again, it doesn't mean that communism is good any more than I think that the regime's narrative of radical Islam, even though that was a PSYOP through the 90s and into the 2000s, right?
[03:50:12.076 --> 03:50:27.123]  That was utilizing Islam at that time for the War on Terror as part of the PSYOP to pick an enemy, exaggerate that enemy, and then use that enemy as the regime's excuse to do whatever censorship, whatever they want to do.
[03:50:27.123 --> 03:50:27.623]  Think about
[03:50:28.832 --> 03:50:29.773]  The Smith-Munt Act.
[03:50:29.773 --> 03:50:34.657]  The Smith-Munt Act went away right before all of the Pegate stuff.
[03:50:34.657 --> 03:50:46.347]  Now, the regime has done propaganda to the American people, like we're saying here, all the way back to the beginning of the big newspapers and the big networks, right?
[03:50:46.934 --> 03:50:52.635]  But after the Smith-Munt Act, I think in 2013, going away, now it just became legal to do, right?
[03:50:52.635 --> 03:50:54.755]  So they just removed one of the roadblocks.
[03:50:54.755 --> 03:50:56.656]  It makes it even easier to do now.
[03:50:56.656 --> 03:51:07.618]  And I don't think it's accidental that after that you get the stay-behind units of the Obama-Biden regime basically running all these operations against Trump.
[03:51:07.618 --> 03:51:09.298]  And that's where we get the integrity leaks.
[03:51:09.298 --> 03:51:15.499]  That's where we get this establishment narrative concocted that Trump was a Russian agent.
[03:51:15.499 --> 03:51:16.299]  It's the same people.
[03:51:16.832 --> 03:51:23.614]  These are the same people, I'm saying, running the same strategies of the War on Terror, OBL stuff, and the Cold War stuff.
[03:51:23.614 --> 03:51:37.939]  So, my critique of this establishment's approach does not mean that communism is good, or Soviets were good, any more than it means that I'm saying that Osama bin Laden and the Salafis and the Wahhabis and radical Islam are good.
[03:51:37.939 --> 03:51:40.460]  I can disagree with both positions, you see.
[03:51:40.996 --> 03:51:50.844]  And all I'm trying to illustrate to you guys in the audience is that in order to understand how we got to where we are today, we go back to the cancelling of the Cold War.
[03:51:50.844 --> 03:51:56.289]  People getting cancelled back then.
[03:51:56.289 --> 03:52:08.659]  In the 1950s, Wisner's OPC arranged for Joe Brain to recruit anti-communist filmmaker Louis de Rochemont to produce a movie in Britain that was disguised
[03:52:10.083 --> 03:52:12.564]  To keep it hidden as a CIA project.
[03:52:12.564 --> 03:52:15.786]  In fact, they created a shell corporation at that time called Touchstone.
[03:52:15.786 --> 03:52:19.368]  This is different than the Disney Touchstone pictures from the 80s.
