[00:00.000 --> 00:12.720]  The year is 2020.
[3:34:02.600 --> 3:34:08.920]  that criticizes her will be called a racist and evil and she is now above reproach ladies and
[3:34:08.920 --> 3:34:15.320]  gentlemen we must expose this monster for who she is we must expose the fact that she wanted
[3:34:15.320 --> 3:34:20.920]  minimum sentences for black people three times longer than white people and that the woman is a
[3:34:20.920 --> 3:34:26.680]  monster kamala harris will end up being our president if they're able to steal the election
[3:34:26.680 --> 3:34:33.480]  and she is a 110 percent new world order puppet now more than ever we must expose this monster we
[3:34:33.480 --> 3:34:53.240]  must expose the globalist you're listening to the alex jones show welcome back to the alex
[3:34:53.240 --> 3:34:59.960]  jones show with your guest host don't know for the hour um bishop irrigators we have approximately
[3:34:59.960 --> 3:35:04.920]  10 to 12 minutes left we're talking about this new cold war of the global vaccination
[3:35:04.920 --> 3:35:11.160]  or industrial complex here on the most powerful show in america today the alex jones show here
[3:35:11.160 --> 3:35:16.040]  with your guest host during the fourth hour bishop irrigators now i want you to type in
[3:35:16.040 --> 3:35:24.920]  um the following words products that use aborted fetuses or just something um products that use
[3:35:24.920 --> 3:35:35.640]  aborted fetuses or go to uh hli.org or human life international hli.org or human life international
[3:35:35.640 --> 3:35:48.280]  now at least 70 to 75 percent of the food supply in our country is tainted with the skin in the
[3:35:48.280 --> 3:35:56.360]  tissue of aborted fetuses so then there is a vaccination put out through the medical research
[3:35:56.360 --> 3:36:03.000]  council out of the uk now the medical research council out of the uk was created in 1913
[3:36:03.000 --> 3:36:09.560]  uh one year prior to the advent of world war one it was created by the purbine institute the same
[3:36:09.560 --> 3:36:15.480]  institute that um the bill and melinda romelliams gates foundation uh support in the millions of
[3:36:15.480 --> 3:36:26.360]  dollars so then the medical research council has created a what they call an mrc five uh dip
[3:36:26.360 --> 3:36:38.120]  lord human cell line strain which is the composition of tissue of the brain tissue in the heart tissue
[3:36:39.160 --> 3:36:48.280]  of dead aborted fetuses that they want to use under the trojan horse of covet 19 vaccination
[3:36:48.280 --> 3:37:00.600]  also you have the human embryonic kidney 293 cell line that was created also through the medical
[3:37:00.600 --> 3:37:06.920]  research council out of england and i said quick side note when you go to the medical research
[3:37:06.920 --> 3:37:12.520]  council that's an excellent link there when you guys go to the medical research council
[3:37:12.520 --> 3:37:19.240]  the powerful listeners of the alex joneshell known as the logo at the top left hand corner
[3:37:19.800 --> 3:37:27.560]  of the medical research council in the color of the medical research council and compare that to
[3:37:27.560 --> 3:37:38.520]  the present day dnc national convention logo which has the same colors that also has a five
[3:37:38.520 --> 3:37:47.320]  pointed hexagram and pentagram so that cannot be by accident so the logo of the medical research
[3:37:47.320 --> 3:37:56.840]  council and the logo of the democratic national convention logo that has a five pointed hexagram
[3:37:56.840 --> 3:38:07.960]  and pentagram absolute that represents the five pointed system about foment which means solve et
[3:38:07.960 --> 3:38:17.080]  coagulation that's also tattooed on the forearm of the british writer jk rolin so then the human
[3:38:17.080 --> 3:38:26.440]  embryonic kidney cell 293 cell strain which is in the form of not just vaccination for covet 19
[3:38:27.240 --> 3:38:34.520]  but it is also excellent length there thank you it's also an artificial flavoring
[3:38:35.320 --> 3:38:43.000]  in coffee made creamers wait a minute now so when we talk about this new cold war on the global
[3:38:43.000 --> 3:38:49.240]  vaccination industrial complex excellent length there guys notice the logo of the dnc the five
[3:38:49.240 --> 3:38:57.880]  point about the met a sign of a hexagram or a pentagram representing the five senses of darkness
[3:38:57.880 --> 3:39:08.440]  of sight on hearing smell taste and touch so then also there is another diploid cell by the name of
[3:39:08.440 --> 3:39:19.880]  perc six that was created by the purd right institute in 1985 also made out of the cell
[3:39:19.880 --> 3:39:29.160]  tissues of aborted children and also out of the tissues of dead rats women i'm confused now so the
[3:39:29.160 --> 3:39:37.720]  global vaccination industrial complex has not only infected the medical industry through the arms
[3:39:37.720 --> 3:39:44.520]  rates through this global vaccinal industrial complex pushed by the purd right institute
[3:39:44.520 --> 3:39:53.320]  pushed by novartis ag pushed by the wuhan institute of biotechnology biology and the wuji
[3:39:53.320 --> 3:40:08.040]  pharma app tech and pushed by elie lily all of their subsidiary addresses in china is 666 goldson road
[3:40:08.040 --> 3:40:14.840]  why would elie lily be at the address which is the epicenter of covet 19 why would johnson and
[3:40:14.840 --> 3:40:25.320]  johnson be at that address uh at 666 goldson road so we're talking about the global um vaccinal
[3:40:25.320 --> 3:40:37.640]  industrial complex so mrc five h ek 293 perc six which is a human cell line uh and according to the
[3:40:37.640 --> 3:40:51.640]  european medicine's agency in 2009 they said and i quote there are approximately 3000 diploid cell
[3:40:51.640 --> 3:40:59.640]  culture lines but how many species do we have a surface and snakes throughout the world 3000
[3:41:00.280 --> 3:41:07.080]  do you think that that is by accident as we're exposing this global vaccinal industrial complex
[3:41:07.080 --> 3:41:17.880]  and then you have the dtp vaccinal immunization vaccine called tetanus pertissis okay on tetanus
[3:41:17.880 --> 3:41:29.080]  diphtheria diphtheria tetanus and pertissis which is a combination also of dead cells from dead
[3:41:29.080 --> 3:41:38.840]  aborted fetuses that's injected in your children uh to protect them from measles and mumps okay
[3:41:38.840 --> 3:41:45.960]  and every other disease wait a minute now so they're injecting your children with the cells
[3:41:45.960 --> 3:41:56.040]  of dead aborted fetuses but guess what mrc five h ek 293 the human embryonic kidney cell 293 cell
[3:41:56.040 --> 3:42:07.320]  strength perc six okay including the ht 10 80 cell lines and h u h seven cell lines and dtp
[3:42:07.960 --> 3:42:16.920]  on diphtheria tetanus and pertissis cell lines or also injected in the part of your food supply
[3:42:16.920 --> 3:42:25.800]  frito lays chips i'm i'm telling you ruckles chips okay it's all of these ingredients in your
[3:42:25.800 --> 3:42:33.960]  coffee made creamers hog and dawns ice cream ben and jerry's listen to me well what's your
[3:42:33.960 --> 3:42:44.040]  saying bishop that we have been drinking the liquid substance of aborted fetuses for decades
[3:42:44.040 --> 3:42:53.000]  that's exactly what i'm saying you're dealing with a group of psychopaths and sociopaths mainly
[3:42:53.000 --> 3:43:00.280]  people like kamala hairs where she got where she was because kamala hairs laid on her back now i'm
[3:43:00.280 --> 3:43:07.480]  not disrespecting women i'm just exposing kamala hairs in her connection to this new cold war the
[3:43:07.480 --> 3:43:14.280]  global vaccinate national industrial complex and both of her parents her father of jamaican dissent
[3:43:14.280 --> 3:43:20.040]  nothing against jamaican people and her mother of indian dissent nothing against indian people
[3:43:20.040 --> 3:43:29.160]  and as a side note there is a beverage in both indian pakistan called bovine salt drink cup with
[3:43:29.160 --> 3:43:42.360]  bovine there are two additives okay called soviet sodium benzente sodium benzente with the isamid
[3:43:42.360 --> 3:43:50.360]  and gum arabic partly that comes from the archaeotry 90 percent of the salt drinks not all
[3:43:50.360 --> 3:44:01.400]  but 90 percent come from of the urine of camels and cows i kid you're not the year this is the
[3:44:01.400 --> 3:44:08.840]  reason why yellow mellow is called yellow mellow and mountain dew is called mountain dew because
[3:44:08.840 --> 3:44:18.120]  these drinks are laced with sugars in order to hide this conspiracy and in my conclusion here today
[3:44:18.120 --> 3:44:25.080]  in my conclusion 80 percent of the children of the world are under this what we call this
[3:44:25.080 --> 3:44:32.440]  vaccination well the term the latin term for vaccinate is the word lucificate
[3:44:33.480 --> 3:44:43.480]  the notice the term vaccinate is the term lucificate or to lucify or to lucification
[3:44:43.480 --> 3:44:56.840]  which means to genetically replicate to lucify to lucificate to luciferous your dna and mine
[3:44:56.840 --> 3:45:03.960]  and this is the end of the new cold war the global vaccination industrial complex share
[3:45:03.960 --> 3:45:08.760]  this power for teaching to every person on the face of the earth i love you brother alex you
[3:45:08.760 --> 3:45:15.000]  are a mentor of mine and to all of the staff we love you and we see you here soon on the alex
[3:45:15.000 --> 3:45:40.520]  jones show with fish and barricades god bless you
