[00:00:00.069 --> 00:00:01.290]  Welcome my friends.
[02:41:47.668 --> 02:41:48.629]  I've had guests on.
[02:41:50.191 --> 02:41:54.855]  And sponsors on, that think, that said a year ago we were gonna run out of food.
[02:41:54.855 --> 02:41:59.839]  And now some stuff's running out and I hope they're wrong, okay?
[02:41:59.839 --> 02:42:07.606]  Um... Believe me, I'm not sitting... People email me and accuse me of wanting all this to happen so I can be right.
[02:42:07.606 --> 02:42:09.547]  This is scary!
[02:42:09.547 --> 02:42:12.109]  I live here too!
[02:42:12.109 --> 02:42:14.351]  I don't want any of this to be true!
[02:42:14.351 --> 02:42:17.414]  But there's a very good chance we're gonna have a war in the streets depression.
[02:42:18.351 --> 02:42:20.252]  That's the fundamentals of the economics.
[02:42:20.252 --> 02:42:27.998]  If it's some long, horrible recession, I'm going to be happy as a pig in the mud.
[02:42:27.998 --> 02:42:29.299]  Talk about a lesser of two evils.
[02:42:29.299 --> 02:42:32.861]  That's one I'll take.
[02:42:32.861 --> 02:42:37.265]  But yeah, there's all sorts of food shortages starting up.
[02:42:37.265 --> 02:42:40.087]  You wait until the people find out they've had their dollar devalued.
[02:42:40.087 --> 02:42:42.668]  And now the Federal Reserve is going to take over all the regulatory agencies.
[02:42:42.668 --> 02:42:44.009]  I mean, it's incredible.
[02:42:44.009 --> 02:42:45.911]  We're about 15... Oh, you're still there?
[02:42:45.911 --> 02:42:46.111]  Go ahead.
[02:42:46.690 --> 02:42:49.271]  And Goldman Sachs is down the tank, too.
[02:42:49.271 --> 02:42:51.791]  And my folks used to take and invest with all this stuff.
[02:42:51.791 --> 02:42:54.792]  If they were alive today, they'd be flipped out.
[02:42:54.792 --> 02:42:56.032]  I hear you, and I appreciate your call.
[02:42:56.032 --> 02:42:57.073]  One last call.
[02:42:57.073 --> 02:42:58.853]  Aaron in California.
[02:42:58.853 --> 02:42:59.293]  Go ahead.
[02:42:59.293 --> 02:43:01.554]  Yeah, Alex.
[02:43:01.554 --> 02:43:02.674]  Yes, sir.
[02:43:02.674 --> 02:43:03.414]  How are you?
[02:43:03.414 --> 02:43:04.534]  Good.
[02:43:04.534 --> 02:43:12.456]  I've been listening to you since, I'd say, the late 90s, and I've been finding out a lot about the government through my dad's sources.
[02:43:12.456 --> 02:43:14.097]  He's kind of an entertainment guy in L.A.
[02:43:15.689 --> 02:43:18.891]  I'm just completely disgusted with this entire country.
[02:43:18.891 --> 02:43:24.474]  But to start off simple, what kind of water is Dave to drink if I don't have the filter?
[02:43:24.474 --> 02:43:36.040]  Well, most filters just cut out some of the dead bacteria, some of the larger molecules, some of the herbicides, pesticides, things like sodium fluoride and other things go right through it.
[02:43:36.040 --> 02:43:38.361]  Even with a high quality, I personally like
[02:43:39.056 --> 02:43:41.678]  I gotta say, I like the British Berkey, the Berkey folks sell.
[02:43:41.678 --> 02:43:42.678]  They're the national distributor.
[02:43:42.678 --> 02:43:44.280]  The black one's good, too, but I've had it for years.
[02:43:44.280 --> 02:43:45.120]  Those are portable, right?
[02:43:45.120 --> 02:43:46.421]  You can take, you have portable ones, right?
[02:43:46.421 --> 02:43:53.065]  Yeah, but yes, but you gotta add a fluoride filter to it, and then it only gets like 98% out.
[02:43:53.065 --> 02:43:57.588]  I mean, fluoride is one of the smallest, hardest-to-filter particles.
[02:43:57.588 --> 02:43:58.549]  It's just unbelievable.
[02:44:00.729 --> 02:44:03.029]  Well, as far as bottled water, what's good?
[02:44:03.029 --> 02:44:04.630]  I mean, there's no bottled water.
[02:44:04.630 --> 02:44:08.092]  There are reverse osmosis.
[02:44:08.092 --> 02:44:10.453]  And then I've talked to water experts who even work for companies.
[02:44:10.453 --> 02:44:13.834]  They say even better is the distilled.
[02:44:13.834 --> 02:44:16.475]  There's companies you can get where they ship it to you, the big bottles.
[02:44:20.382 --> 02:44:26.866]  You know, I tend to not even care about myself, so I still drink tea and stuff that's got fluoride in it, because I'm habitualized to slavery.
[02:44:26.866 --> 02:44:31.950]  But with my children, I'm more neurotic about it, and we take bottles of water places, and by bottles, it's bottles of...
[02:44:33.365 --> 02:44:35.767]  Reverse osmosis put through a Berkey.
[02:44:35.767 --> 02:44:37.289]  You know, we do things like that.
[02:44:37.289 --> 02:44:39.351]  Then we cook with reverse osmosis.
[02:44:39.351 --> 02:44:43.975]  Because the fluoride has a bigger effect on their growing brains.
[02:44:43.975 --> 02:44:44.516]  Got to jump.
[02:44:44.516 --> 02:44:45.717]  Thanks for the call.
[02:44:45.717 --> 02:44:46.417]  Call me back.
[02:44:46.417 --> 02:44:48.780]  Your calls are all so great, and I want to hear from you more.
[02:44:48.780 --> 02:44:53.924]  I just want to have time to cover this news and wrap up the last 15 minutes.
[02:44:53.924 --> 02:44:57.528]  Don't forget, we have a big announcement coming up Monday.
[02:44:58.579 --> 02:45:00.440]  That's in about four and a half days.
[02:45:00.440 --> 02:45:05.403]  Huge announcement about this radio show and my work and what I do.
[02:45:05.403 --> 02:45:12.127]  The biggest change in about 11 years of my radio career, it's coming up Monday.
[02:45:12.127 --> 02:45:18.811]  And I'll just tell you it has to do with that, and that'll be announced at the start of the second hour, coming up next Monday.
[02:45:18.811 --> 02:45:24.915]  So I do want to have everybody tune in for that on Monday.
[02:45:24.915 --> 02:45:28.037]  Other big guests coming up this month as well, I'll just let you know that.
[02:45:28.971 --> 02:45:42.038]  And in the next few months, you're just a ginormous guest, because some of them are working on movies right now and doing some other things, but you wouldn't believe who I've got this close to coming on the show, and I'm not pushing them.
[02:45:42.038 --> 02:45:45.240]  I'm not going to push people.
[02:45:45.240 --> 02:45:46.761]  Huge Hollywood star.
[02:45:46.761 --> 02:45:49.602]  I mean, we're talking top three contacted me.
[02:45:49.602 --> 02:45:54.865]  Turns out, I like know the top three or four Hollywood people.
[02:45:54.865 --> 02:45:55.945]  It's just crazy.
[02:45:55.945 --> 02:45:56.626]  Who would ever know?
[02:45:57.273 --> 02:46:02.055]  I mean, I better do a better job on this show, everybody that's listening to it.
[02:46:02.055 --> 02:46:07.557]  I never saw myself as a trendy or cutting-edge person, but this show is about as cutting-edge as it gets.
[02:46:07.557 --> 02:46:08.557]  Because we don't care.
[02:46:08.557 --> 02:46:09.897]  You know, it's not about being cool.
[02:46:09.897 --> 02:46:11.378]  It's not about anything.
[02:46:11.378 --> 02:46:13.499]  It's just about being real.
[02:46:13.499 --> 02:46:18.060]  But just mega massive guest coming up.
[02:46:18.060 --> 02:46:20.201]  Okay.
[02:46:20.201 --> 02:46:22.522]  Here is some of the other
[02:46:25.817 --> 02:46:28.759]  News that I didn't really get to today that we'll just briefly mention.
[02:46:28.759 --> 02:46:41.327]  Because in the final segment, I'm going to play just three minutes of Jesse Ventura, part of him getting a $9.11 million inside job, and then the show ends and it restarts at InfoWars.com.
[02:46:41.327 --> 02:46:45.950]  The Ventura clip is not on YouTube, not on Google yet, not mp3'd yet, not up yet.
[02:46:45.950 --> 02:46:52.835]  The one place to hear it, it'll be everywhere in a few hours, will be at InfoWars.com the first hour and then 20 minutes of the next hour.
[02:46:55.248 --> 02:47:03.590]  Okay, I'm going to cover more of this tomorrow, because this gets into the whole us-destroying-ourselves situation.
[02:47:03.590 --> 02:47:08.852]  We have created human-animal embryos already, says British team, Times of London.
[02:47:08.852 --> 02:47:09.872]  I saw this 10 years ago.
[02:47:09.872 --> 02:47:11.532]  They're just now announcing it to the slaves.
[02:47:11.532 --> 02:47:12.573]  Hey, why are we having a debate?
[02:47:12.573 --> 02:47:13.293]  We did this years ago.
[02:47:14.772 --> 02:47:18.874]  Sinners tap into personal databases.
[02:47:18.874 --> 02:47:23.137]  Says the government just taps into all private data, basically, without warrants.
[02:47:23.137 --> 02:47:24.237]  That's the Washington Post.
[02:47:24.237 --> 02:47:27.179]  ACLU military skirting law to spy.
[02:47:27.179 --> 02:47:28.859]  Says the military looks at your bank account.
[02:47:28.859 --> 02:47:30.840]  Well, they're all hooked into it.
[02:47:30.840 --> 02:47:31.261]  No warrant.
[02:47:31.261 --> 02:47:35.283]  They just type in and see what you're doing.
[02:47:35.283 --> 02:47:37.324]  Oil chiefs say high price is not their fault.
[02:47:37.324 --> 02:47:40.505]  That's actually true.
[02:47:40.505 --> 02:47:41.926]  It's the dollar being devalued.
[02:47:41.926 --> 02:47:43.227]  That's why you're paying so much.
[02:47:45.009 --> 02:47:47.891]  It's kind of like they're saying food prices are up because we've kicked illegals out.
[02:47:47.891 --> 02:47:49.131]  There's record illegals.
[02:47:49.131 --> 02:47:52.553]  The food prices are up because of shortages.
[02:47:52.553 --> 02:47:57.796]  80% of the country, 80% of the goods you get, including produce, comes from trucks.
[02:47:57.796 --> 02:47:59.637]  In fact, even more with trucks.
[02:47:59.637 --> 02:48:03.960]  I just saw the statistic yesterday that 80% of all goods are trucked.
[02:48:03.960 --> 02:48:04.640]  80%.
[02:48:04.640 --> 02:48:07.662]  More of that, because I'm already digressing, it doesn't matter.
[02:48:10.177 --> 02:48:16.360]  Botox may move from face to brain studies and rats showed Bloomberg News major scientific studies.
[02:48:16.360 --> 02:48:17.741]  Yeah, it's deadly poison folks.
[02:48:17.741 --> 02:48:29.546]  Don't take it Before I come back and play this Ventura clip, I do want to tell you about some amazing Sponsors who we wouldn't have this show if it wasn't for them.
[02:48:29.546 --> 02:48:31.607]  One of them of course is e foods direct and
[02:48:32.409 --> 02:48:33.611]  The J. Michael Stevens Group.
[02:48:33.611 --> 02:48:35.032]  Go to InfoWars.com.
[02:48:35.032 --> 02:48:37.556]  The giant banner at the top of each page.
[02:48:37.556 --> 02:48:39.638]  The best storable foods company.
[02:48:39.638 --> 02:48:41.761]  The least expensive for the quality you get.
[02:48:41.761 --> 02:48:42.983]  Lasts more than 10 years.
[02:48:42.983 --> 02:48:43.123]  1-800-409-5633.
[02:48:43.123 --> 02:48:43.764]  1-800-409-5633 or eFoodsDirect.
[02:48:50.034 --> 02:48:50.634]  We're good to go.
[02:49:14.008 --> 02:49:17.610]  Is flushing out your GI tract from all the horrible stuff we eat.
[02:49:17.610 --> 02:49:17.850]  1-800-569-4056.
[02:49:17.850 --> 02:49:18.590]  1-800-569-4056.
[02:49:18.590 --> 02:49:24.974]  And they just have the mainline, well-known, documented stuff.
[02:49:24.974 --> 02:49:26.254]  None of the quack stuff.
[02:49:26.254 --> 02:49:31.977]  Like Super Beta Prostate, a combination of well-known herbs to shrink the prostate to give it health.
[02:49:31.977 --> 02:49:33.218]  A lot of research on this.
[02:49:33.218 --> 02:49:33.298]  1-800-569-4056.
[02:49:33.298 --> 02:49:34.899]  And, don't forget Interfood, ladies and gentlemen.
[02:49:41.801 --> 02:49:46.483]  They got healthy coffees, healthy Cocos, ENERFOOD.com.
[02:49:46.483 --> 02:49:51.125]  Go to InfoWars.com and get 10% off.
[02:49:51.125 --> 02:49:56.467]  10% off when you link through at the banner to EnterHealthBotanicals and InfoWars.com.
[02:49:56.467 --> 02:50:01.749]  When you go to that sub-page and order in bulk, which isn't that much, you get 20% on top of that.
[02:50:01.749 --> 02:50:05.231]  Give them a call and also get that discount by telling them Alex Jones sent you at 1-866-762-9238.
[02:50:08.012 --> 02:50:14.156]  1-866-762-9238 or interfood.com.
[02:50:14.156 --> 02:50:15.697]  Just amazing.
[02:50:15.697 --> 02:50:23.182]  It's 20 superfoods like spirulina, chlorella, wheatgrass, barley grass, kelp, dulse just in there.
[02:50:23.182 --> 02:50:24.843]  It's 100% absorption.
[02:50:24.843 --> 02:50:29.426]  1-866-762-9238 or interfood.com.
[02:50:29.426 --> 02:50:30.707]  I use it every day.
[02:50:30.707 --> 02:50:34.410]  Final segment straight ahead, ladies and gentlemen.
[02:50:35.359 --> 02:50:49.468]  We'll be right back and we will launch into just the very end of Jesse Ventura where he started talking about 9-11 and then we're going to come back and air the whole interview when the show restarts and that's only in about eight minutes at InfoWars.com on the web.
[02:50:49.468 --> 02:50:50.869]  It is a big idea.
[02:50:50.869 --> 02:50:53.691]  A new world order.
[02:50:53.691 --> 02:50:54.632]  In the near future.
[02:50:55.518 --> 02:50:58.580]  Earth is dominated by a powerful world government.
[02:50:58.580 --> 02:51:01.402]  It's known as the Builder Bird.
[02:51:01.402 --> 02:51:04.204]  Put their objective be world domination.
[02:51:04.204 --> 02:51:07.386]  For thousands of years, their dark order grew.
[02:51:07.386 --> 02:51:14.711]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[02:51:17.731 --> 02:51:23.175]  For the first time in history, the elite's plan for world government is blown wide open.
[02:51:23.175 --> 02:51:27.037]  You will learn the secret that drives the entire New World Order agenda.
[02:51:27.037 --> 02:51:29.619]  Build America is making great progress toward a world government.
