[00:00:04.500 --> 00:00:09.762]  They're live!
[02:55:14.810 --> 02:55:24.059]  Diet, injections, and injunctions will combine from a very early age to produce the sort of character and the sort of beliefs that the authorities consider desirable.
[02:55:24.059 --> 02:55:28.883]  And any serious criticism of the powers that be will become psychologically impossible.
[02:55:28.883 --> 02:55:31.025]  Bertrand Russell.
[02:55:31.025 --> 02:55:37.712]  Over a hundred years ago, eugenicist social planners said that they'd use mind-altering drugs to control the population.
[02:55:39.272 --> 02:55:42.673]  By 2007, more than 20% of the U.S.
[02:55:42.673 --> 02:55:46.894]  population were on some type of prescription antidepressant.
[02:55:46.894 --> 02:55:49.835]  Take action and defend free speech, and retain your humanity.
[02:55:49.835 --> 02:55:52.296]  Technology's great, medicine's great.
[02:55:52.296 --> 02:55:54.797]  That's all things that fellow humans innovated and created.
[02:55:54.797 --> 02:55:56.417]  That's why humans are so great.
[02:55:56.417 --> 02:56:07.461]  They're telling us humans are crap, that humans are obsolete, that the future doesn't need us, that we're in a post-human world, and they're doing everything culturally they can to make us unhealthy, stupid, lazy, and dumbed down.
[02:56:08.547 --> 02:56:08.647]  Yes.
[02:56:23.439 --> 02:56:50.948]  Through competition with our fellow men, ascend as the star men or astronauts, go forth on the human-made craft of our own technology to space, face AI that's going to try to kill us, overcome the AI, and then inter-dimensionally travel to a new level of consciousness and be reincarnated as a star child or the Lucifer force or the Christ force and brought back to planet Earth.
[02:56:51.926 --> 02:57:04.469]  Now, before the mainstream media attacks me and says, that's my weird delusion, I'm quoting you from deep research, the secret doctrine of the globalists, who envisioned all this over 150 years ago and are now manifesting it.
[02:57:04.469 --> 02:57:20.834]  And then, of course, Arthur C. Clarke, Sir Arthur C. Clarke, OSS, MI6, inventor of the telecommunications satellite, one of their top futurists, sat at the feet of HG Wells, one of their other top futurists, and the head of the Fabian Socialist Society,
[02:57:21.874 --> 02:57:31.757]  He basically, before he died, wrote letters and gave speeches admitting the Luciferian ascension of 2001 Space Odyssey.
[02:57:31.757 --> 02:57:36.158]  And of course, in Childhood's End, he really gets into what they think is really going on.
[02:57:36.158 --> 02:57:47.621]  And that's why they have top billionaires and top globalists coming out saying, oh, this is actually a virtual reality of some evil entity that's controlling us, but we're real and we're going to build new artificial realities and invite you into those.
[02:57:48.641 --> 02:57:50.502]  Literal matrix, see?
[02:57:50.502 --> 02:57:53.102]  We are releasing the information.
[02:57:53.102 --> 02:57:55.863]  We've reverse engineered the globalist operation.
[02:57:55.863 --> 02:57:57.483]  They didn't even hide it.
[02:57:57.483 --> 02:58:05.765]  And we are presenting to you here, in a clearly understandable, not hidden way, what's happening.
[02:58:05.765 --> 02:58:10.927]  We're taking the occult, or the hidden, and bringing it out to light.
[02:58:10.927 --> 02:58:14.868]  I hope you listen, I hope you get involved, and I hope you choose free will.
[02:58:15.888 --> 02:58:25.494]  And I hope you choose to follow the God that made us in his image, Jesus Christ, and not the fallen God of this world.
[02:58:25.494 --> 02:58:31.018]  What truth?
[02:58:31.018 --> 02:58:34.040]  That you are a slave, Neo.
[02:58:34.040 --> 02:58:36.702]  Like everyone else, you were born into bondage.
[02:58:36.702 --> 02:58:41.585]  Born into a prison that you cannot smell or taste or touch.
[02:58:41.585 --> 02:58:43.967]  A prison for your mind.
[02:58:46.027 --> 02:59:01.171]  Yet in holding scientific research and discovery in respect, as we should, we must also be alert to the equal and opposite danger that public policy could itself become the captive of a scientific
[02:59:04.434 --> 02:59:11.998]  In the event that I am reincarnated, I would like to return as a deadly virus in order to contribute something to solve overpopulation.
[02:59:11.998 --> 02:59:16.541]  Prince Philip, reported by Deutsche Press-Agentur DPA, August 1988.
[02:59:16.541 --> 02:59:29.908]  In 1998, Ted Turner pledged to give more than one billion to the United Nations to be spent in the implementation of population reduction policies planet-wide.
[02:59:45.231 --> 02:59:56.354]  In 1999, the Bill & Melinda Gates Foundation gave $2.2 billion to Planned Parenthood, the United Nations Population Fund, and other population reduction groups.
[02:59:56.354 --> 03:00:05.196]  By 2007, the Gates had given more than $30 billion, almost exclusively to population control groups.
[03:00:05.196 --> 03:00:12.178]  The controlled corporate press cynically reported that the Gates were giving the money to help third-world children.
[03:00:15.734 --> 03:00:32.878]  Bill and Melinda Gates were dethroned as the world's most generous philanthropists when their friend and fellow population reduction enthusiast Warren Buffett gave $37 billion to fund an army of population control groups.
[03:00:32.878 --> 03:00:38.120]  And I actually think the world will be much better when there's only 10 or 20 percent of us left.
[03:00:38.120 --> 03:00:39.740]  Dr. Eric Bianca.
[03:00:39.740 --> 03:00:43.341]  Is spending a million dollars on that last three months of life for that patient
[03:00:44.011 --> 03:00:50.976]  Would it be better not to lay off those 10 teachers and to make that trade-off in medical costs?
[03:00:50.976 --> 03:00:56.260]  But that's called the death panel, and you're not supposed to have that discussion.
[03:00:56.260 --> 03:00:58.562]  The growing human population.
[03:00:58.562 --> 03:01:00.603]  Because where we are, there's nothing else.
[03:01:00.603 --> 03:01:04.106]  And do you have views about what should be done about that?
[03:01:05.858 --> 03:01:06.678]  Yes.
[03:01:06.678 --> 03:01:09.420]  We've got to stabilize the population.
[03:01:09.420 --> 03:01:11.701]  When I was born... So what's wrong with the population?
[03:01:11.701 --> 03:01:13.081]  I mean... Too many people.
[03:01:13.081 --> 03:01:15.702]  That's why we have global warming.
[03:01:15.702 --> 03:01:18.864]  We have global warming because too many people are using too much stuff.
[03:01:18.864 --> 03:01:21.885]  Now to a dire warning about climate change.
[03:01:23.371 --> 03:01:24.291]  A dire warning.
[03:01:24.291 --> 03:01:25.032]  A dire warning.
[03:01:25.032 --> 03:01:25.832]  A dire warning.
[03:01:25.832 --> 03:01:26.712]  A dire new warning.
[03:01:26.712 --> 03:01:27.593]  A dire warning.
[03:01:27.593 --> 03:01:28.613]  Another dire warning.
[03:01:28.613 --> 03:01:30.454]  The situation is dire.
[03:01:30.454 --> 03:01:31.354]  A dire warning.
[03:01:31.354 --> 03:01:32.615]  Dire consequences.
[03:01:32.615 --> 03:01:33.715]  A dire warning.
[03:01:33.715 --> 03:01:34.676]  It sounds dire.
[03:01:34.676 --> 03:01:36.096]  What prompted this warning?
[03:01:36.096 --> 03:01:37.957]  We have a global emergency.
[03:01:39.500 --> 03:01:43.823]  It's here, it's man-made, and they're going to be a dire result.
[03:01:43.823 --> 03:01:49.987]  The government issued its most dramatic report yet about climate change today, and it came with a dire warning.
[03:01:49.987 --> 03:01:51.088]  A stark warning.
[03:01:51.088 --> 03:01:53.169]  A warning to humanity.
[03:01:53.169 --> 03:01:57.072]  An existential threat to human civilization on this planet.
[03:01:57.072 --> 03:02:01.034]  Experts say that we have until 2030 to avoid catastrophe.
[03:02:01.034 --> 03:02:06.958]  And we, the scientists also tell us, have 12 years in which to answer that question.
[03:02:06.958 --> 03:02:09.100]  12 years within which to act.
[03:02:10.982 --> 03:02:14.206]  The world is going to end in 12 years if we don't address climate change.
[03:02:14.206 --> 03:02:16.969]  We have 12 years to turn this around.
[03:02:16.969 --> 03:02:20.072]  By the year 2030, that's just 12 years from now.
[03:02:20.072 --> 03:02:23.296]  The future is closer than we think and is not good.
[03:02:23.296 --> 03:02:25.679]  There will be irreversible damage to the planet.
[03:02:25.939 --> 03:02:31.062]  Time is running out to prevent global warming from reaching a catastrophic milestone.
[03:02:31.062 --> 03:02:32.242]  Sea levels rising.
[03:02:32.242 --> 03:02:33.043]  Extreme drought.
[03:02:33.043 --> 03:02:34.043]  Severe storms.
[03:02:34.043 --> 03:02:36.765]  Widespread fires and extreme flooding.
[03:02:36.765 --> 03:02:38.105]  Dangerous heat waves.
[03:02:38.105 --> 03:02:41.407]  Rising sea levels and forcing millions from their homes.
[03:02:41.407 --> 03:02:44.229]  Crop failure and mass population movements.
[03:02:44.229 --> 03:02:45.049]  Food shortages.
[03:02:45.049 --> 03:02:48.031]  Millions around the world face future disaster.
[03:02:48.031 --> 03:02:48.691]  Pretty serious.
[03:02:48.691 --> 03:02:49.772]  People are dying.
[03:02:49.772 --> 03:02:53.574]  President Trump has frequently doubted its existence and has called it a hoax.
[03:02:53.574 --> 03:02:54.194]  I don't believe it.
[03:02:56.229 --> 03:02:59.070]  The world is gonna end in 12 years!
[03:02:59.070 --> 03:03:05.414]  The scientific community released a report that proves beyond a doubt that the Earth is getting warmer.
[03:03:05.414 --> 03:03:08.915]  This global warming is caused by things you grown-ups do.
[03:03:08.915 --> 03:03:11.276]  And by the things you don't.
[03:03:11.276 --> 03:03:17.059]  If drastic measures aren't taken soon, by the time I grow up there won't be any fish left in the sea.
[03:03:17.059 --> 03:03:21.081]  Rainforests and clean air will be a thing of the past.
[03:03:21.081 --> 03:03:22.462]  The polar ice caps will be gone.
[03:03:23.470 --> 03:03:25.211]  Oceans will rise.
[03:03:25.211 --> 03:03:27.933]  Entire countries will disappear.
[03:03:27.933 --> 03:03:31.476]  Life will change in ways you can't even imagine.
[03:03:31.476 --> 03:03:33.277]  There could be famine.
[03:03:33.277 --> 03:03:35.979]  Worldwide epidemics.
[03:03:35.979 --> 03:03:38.160]  Life expectancy will be lower.
[03:03:38.160 --> 03:03:41.382]  And we're not just talking about the future.
[03:03:41.382 --> 03:03:44.645]  We're talking about my future.
[03:03:44.645 --> 03:03:46.466]  But this is no surprise.
[03:03:46.466 --> 03:03:48.207]  You adults have known about this for years.
[03:03:48.207 --> 03:03:50.949]  And though you could have done something about it, you haven't.
[03:03:52.073 --> 03:03:54.394]  You can say it's not my problem.
[03:03:54.394 --> 03:03:57.577]  You can say I won't be around in 50 years.
[03:03:57.577 --> 03:04:01.319]  But from now on, you can't say I didn't know.
[03:04:01.319 --> 03:04:03.440]  Starting today, the lines are drawn.
[03:04:03.440 --> 03:04:06.742]  You have to choose sides.
[03:04:06.742 --> 03:04:11.325]  Either you're for my future, or you're against it.
[03:04:11.325 --> 03:04:15.588]  You're a friend, or you're an enemy.
[03:04:15.588 --> 03:04:18.450]  I may just be a kid today, but tomorrow will be different.
[03:04:20.390 --> 03:04:23.295]  This is the last time I'll be talking to you adults.
