[00:00:06.863 --> 00:00:10.267]  Excuse me?
[02:53:10.909 --> 02:53:12.971]  Guess what else is in the halogen family?
[02:53:12.971 --> 02:53:13.851]  Fluoride.
[02:53:13.851 --> 02:53:15.792]  Ladies and gentlemen, Alex Jones here.
[02:53:15.792 --> 02:53:22.357]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[02:53:22.357 --> 02:53:27.280]  It's the good halogen on the periodic table, and the results are on record.
[02:53:27.280 --> 02:53:29.982]  Reports documented a 15-point IQ increase.
[02:53:30.262 --> 02:53:30.802]  We're good.
[02:54:07.563 --> 02:54:08.784]  Alright folks, final segment.
[02:54:08.784 --> 02:54:10.084]  I'm gonna go to some of your phone calls.
[02:54:10.084 --> 02:54:13.166]  A little bit of overdrive and go to your calls as well.
[02:54:13.166 --> 02:54:16.367]  But this is not the final segment, technically.
[02:54:16.367 --> 02:54:21.830]  But most stations just carry the first three hours.
[02:54:21.830 --> 02:54:23.851]  I didn't even get to this last night or today and I meant to.
[02:54:23.851 --> 02:54:24.912]  I have a whole stack about...
[02:54:26.079 --> 02:54:32.243]  MI5 and MI6 going after the London Guardian for publishing what Snowden was exposing.
[02:54:32.243 --> 02:54:34.444]  He was exposing criminal activity.
[02:54:34.444 --> 02:54:37.385]  And so now they're criminally going after those reporters.
[02:54:37.385 --> 02:54:39.487]  I told you they're heroes.
[02:54:39.487 --> 02:54:41.628]  And if they can bring them down, they can bring us all down.
[02:54:41.628 --> 02:54:46.751]  And you got Dianne Feinstein saying she'll decide who is the press and who has press freedom.
[02:54:46.751 --> 02:54:49.712]  This is open authoritarianism.
[02:54:49.712 --> 02:54:54.655]  And we've got to have the entire media and the entire culture turn against these people.
[02:54:56.966 --> 02:55:00.568]  And we've got to stand with the real media in this country.
[02:55:00.568 --> 02:55:18.620]  Whether it's Infowars.com or DrudgeReport.com or the other groups that are fighting the globalists, Glenn Beck, Michael Savage, and I'm not saying any of those guys are perfect, but they're all being targeted by the globalists because they're not collectivist and they don't want to destroy America.
[02:55:18.620 --> 02:55:19.721]  I'm not perfect either.
[02:55:19.721 --> 02:55:25.064]  We've just all got to come together, ladies and gentlemen, or there's going to be no country and no future.
[02:55:25.064 --> 02:55:25.345]  All right?
[02:55:26.431 --> 02:55:27.853]  This is very, very serious.
[02:55:27.853 --> 02:55:29.355]  Briefly, I mean, here's an example.
[02:55:29.355 --> 02:55:31.097]  It took two and a half years.
[02:55:31.097 --> 02:55:34.401]  It's finally going to get here in the next two months, Fox News reports.
[02:55:34.401 --> 02:55:37.265]  Radioactive Japanese wave nears the U.S.
[02:55:37.265 --> 02:55:38.927]  Highly radioactive.
[02:55:38.927 --> 02:55:42.451]  Radiation's already gone up, in some cases, more than five-fold on the West Coast.
[02:55:43.132 --> 02:55:48.919]  And they don't even tell people, have a good source of a nascent atomic iodine to protect your glands.
[02:55:48.919 --> 02:55:50.541]  It's amazing.
[02:55:50.541 --> 02:55:57.409]  The reason I came out with my first InfoWars Life product, I was going to come out with vitamin powders and stuff that we're going to be coming out with that are really good.
[02:55:58.393 --> 02:56:07.040]  Was because I found out this was the best for my family, started taking it, had an incredible result, found out nobody even knew about this stuff, that it was patented.
[02:56:07.040 --> 02:56:09.662]  They were selling like 100 bottles a month or something.
[02:56:09.662 --> 02:56:12.884]  This is an outfit selling a lot of other stuff successfully.
[02:56:12.884 --> 02:56:15.006]  I said, I want it all.
[02:56:15.006 --> 02:56:20.530]  And so we are the one source of Survival Shield, Infowarslife.com product.
[02:56:20.530 --> 02:56:22.191]  We have it in en masse now.
[02:56:22.191 --> 02:56:24.393]  Get it, give it to friends, give it to family.
[02:56:24.393 --> 02:56:27.195]  Take it for a month, and if you don't have results,
[02:56:28.456 --> 02:56:29.657]  I'll eat my hat.
[02:56:29.657 --> 02:56:32.218]  You've heard nothing but positive reviews.
[02:56:32.218 --> 02:56:34.560]  There is such iodine deficiency in this country.
[02:56:34.560 --> 02:56:39.643]  Go to Infowarslife.com, watch the videos that are up on the site that break all this down.
[02:56:39.643 --> 02:56:42.925]  It is so, so incredibly important.
[02:56:43.996 --> 02:56:48.879]  Again, Infowarslife.com or call toll free 888-253-3139.
[02:56:48.879 --> 02:56:51.621]  And there's an informational video right there.
[02:56:51.621 --> 02:56:53.803]  If you scroll down, I can show the TV viewers.
[02:56:53.803 --> 02:56:56.245]  They've still got the one up there about Fukushima.
[02:56:56.245 --> 02:57:03.610]  The one we need to get up on the site is the one I shot two weeks ago that gets into the iodine conspiracy and the halogen family.
[02:57:03.610 --> 02:57:05.211]  That's even more important.
[02:57:05.211 --> 02:57:06.392]  That's why I did that video.
[02:57:06.772 --> 02:57:10.216]  So we're going to get that added up there to the shopping cart.
[02:57:10.216 --> 02:57:12.499]  Let's jam in a call right now.
[02:57:12.499 --> 02:57:14.721]  Mike in Texas, thanks for holding her on the air.
[02:57:15.646 --> 02:57:22.093]  Hey Alex, I was at the Mises Institute this summer and I met with a lot of great people.
[02:57:22.093 --> 02:57:38.830]  If you want to find out about what that other caller was discussing with regards to the unemployment and the exact correlation with that and the raising of the minimum wage, you should look for a video and an article
[02:57:39.677 --> 02:57:43.965]  It's titled How to End Unemployment in One Day.
[02:57:43.965 --> 02:57:46.028]  It's by Walter Block.
[02:57:46.028 --> 02:57:48.292]  He's the professor of economics from
[02:57:50.575 --> 02:57:53.518]  The Mises Institute, he's in charge of all the curriculum there.
[02:57:53.518 --> 02:57:58.243]  It's the most convincing set of reasons why they should just get rid of it.
[02:57:58.243 --> 02:57:58.963]  No, no, I've read it.
[02:57:58.963 --> 02:58:02.166]  It's absolutely on target, but you've got to have a real free market to do that.
[02:58:02.166 --> 02:58:08.653]  Karl Marx got it right when he said in the future there'll be such production we'll all work one day a week.
[02:58:08.653 --> 02:58:10.795]  That's what Dr. Bob Bowman broke down as well.
[02:58:10.795 --> 02:58:12.717]  We should be working really two days a week according to his numbers.
[02:58:13.297 --> 02:58:19.380]  That's why they try to have taxes and regulations to shut down productivity and create artificial scarcity.
[02:58:19.380 --> 02:58:21.661]  And that's what regulations and minimum wage are about.
[02:58:21.661 --> 02:58:23.082]  Go ahead.
[02:58:23.082 --> 02:58:30.006]  Well, also in regards to the things that we should do to, in other words, solutions for this.
[02:58:30.006 --> 02:58:34.908]  I think when we talk about the globalists and those guys and the people who are in... Stay there.
[02:58:34.908 --> 02:58:36.589]  I'm going to come back to you in Overdrive.
[02:58:36.589 --> 02:58:37.589]  InfoWars.com.
[02:58:37.589 --> 02:58:40.491]  For the Overdrive free feeds and podcasts.
[02:58:41.679 --> 02:58:42.681]  Nightly news tonight, 7.
[02:58:42.681 --> 02:58:45.727]  Visit GCNlive.com today.
[02:58:50.794 --> 02:59:01.476]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[02:59:01.476 --> 02:59:03.537]  Guess what else is in the halogen family?
[02:59:03.537 --> 02:59:04.417]  Fluoride!
[02:59:04.417 --> 02:59:06.358]  Ladies and gentlemen, Alex Jones here.
[02:59:06.358 --> 02:59:12.659]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[02:59:12.919 --> 02:59:17.845]  It's the good halogen on the periodic table, and the results are on record.
[02:59:17.845 --> 02:59:24.171]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[02:59:24.171 --> 02:59:26.594]  Bottom line, iodine is important.
[02:59:26.594 --> 02:59:29.537]  Unbound, clean, in a glycerin base.
[02:59:29.537 --> 02:59:32.901]  Nascent iodine was the answer for myself and my family.
[02:59:33.021 --> 02:59:38.443]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[02:59:38.443 --> 02:59:43.546]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[02:59:43.546 --> 02:59:44.746]  I take it every day.
[02:59:44.746 --> 02:59:48.528]  That's InfoWarsLife.com or call toll free 888-253-3139.
[02:59:48.528 --> 02:59:53.310]  Coast to Coast.
[02:59:53.310 --> 02:59:55.351]  Direct from Austin.
[02:59:55.351 --> 02:59:58.572]  You're listening to the Alex Jones Broadcasting Network.
[03:00:05.646 --> 03:00:10.468]  Big Brother, Mainstream Media, Government Cover-Ups.
[03:00:10.468 --> 03:00:12.069]  You want answers?
[03:00:12.069 --> 03:00:13.609]  Well, so does he.
[03:00:13.609 --> 03:00:17.811]  He's Alex Jones on the GCN Radio Network.
[03:00:17.811 --> 03:00:21.893]  And now, live from Austin, Texas, Alex Jones.
[03:00:30.436 --> 03:00:32.438]  Yeah, they call it the economy overheating.
[03:00:32.438 --> 03:00:39.384]  Whenever the economy starts doing good, they raise taxes and regulations, which they're all exempt from, to shut you down.
[03:00:39.384 --> 03:00:46.049]  And you were mentioning the economist Bloch, and I read that years ago about what the minimum wage does.
[03:00:46.049 --> 03:00:48.472]  Yeah, there's a reason communists always want a minimum wage.
[03:00:48.472 --> 03:00:49.673]  You look what it does to countries.
[03:00:50.526 --> 03:00:55.588]  Plus then they game the system with illegal workers, prison workers.
[03:00:55.588 --> 03:00:57.249]  It's all incredible.
[03:00:57.249 --> 03:01:06.013]  But the no discussion of devaluation of the currency, that's the real cause of wage discrepancy and people not having good buying power.
[03:01:06.013 --> 03:01:07.073]  Go ahead and finish your point.
[03:01:07.073 --> 03:01:10.255]  You were saying we shouldn't just talk about the globalists or what were you getting at?
[03:01:11.072 --> 03:01:19.375]  Well, I was wondering if you have something on the website or another website you can recommend that actually puts faces and names to who these people are.
[03:01:19.375 --> 03:01:25.838]  Basically, it's a Bilderberg Davos meeting or the top people in the Trilateral Commission or CFR.
[03:01:25.838 --> 03:01:27.859]  I mean, it's the globalists.
[03:01:27.859 --> 03:01:34.782]  It's literally a couple hundred people and then maybe five, six thousand minions.
[03:01:34.782 --> 03:01:35.322]  That's it.
[03:01:35.322 --> 03:01:39.544]  It's a criminal insider group of corporations that control the government.
[03:01:40.759 --> 03:01:45.281]  Unfortunately, the way I see it going is, I don't see the globalists getting their way.
[03:01:45.281 --> 03:01:54.344]  I don't see us having, you know, a civil war where we all kill each other and then they, you know, show up here like Columbus and just, you know, claim the whole nation.
[03:01:54.344 --> 03:01:55.664]  I don't see that happening.
[03:01:55.664 --> 03:01:56.745]  Well, that's what they'd like though.
[03:01:56.745 --> 03:01:57.425]  What are you going to do?
[03:01:57.425 --> 03:01:58.185]  I agree with you.
[03:01:58.185 --> 03:02:07.709]  What do you do when they blow up a school and say that an Alex Jones listener did it and we've had enough of these people, we're going to start arresting not just members of the press, but the extremists?
[03:02:07.709 --> 03:02:08.249]  What do you do then?
[03:02:09.437 --> 03:02:15.361]  Well, unfortunately, I think that's when you're going to have to use your Second Amendment rights.
[03:02:15.361 --> 03:02:17.222]  And they're going to call it a civil war.
[03:02:17.222 --> 03:02:19.304]  They don't care how many military or police get killed.
[03:02:19.304 --> 03:02:20.865]  They love it.
[03:02:20.865 --> 03:02:21.545]  Of course they do.
[03:02:21.545 --> 03:02:22.226]  So what do we do?
[03:02:22.226 --> 03:02:26.589]  We reach out to the military and police now and educate them so they understand what's happening.
[03:02:27.489 --> 03:02:30.450]  Well, in other words, I don't think we can wait for that.
[03:02:30.450 --> 03:02:37.893]  What I think we do is we get some of the awake sheriffs and, you know, well, let's find our own Smedley Butler.
[03:02:37.893 --> 03:02:51.859]  And instead of having a revolution where they try to take 500,000 Marines and, you know, round up, you know, the government here and align with Hitler, I think we round up all those people on that list of all those families.
