[00:00.000 --> 00:00.100]  There are
[3:21:51.780 --> 3:21:56.340]  phone that i had i kept getting these little announcements and reminders even though i never
[3:21:56.340 --> 3:22:02.260]  signed up for that app or nor did i sign up to be reminded about my financial statements this
[3:22:02.260 --> 3:22:07.620]  app was telling me hey check this out on your next credit card statement you're going to owe this
[3:22:07.620 --> 3:22:14.740]  much money so be aware it was you're saying it was you're saying it was hacking you yes it was
[3:22:14.740 --> 3:22:22.020]  spying on my web browsing and reading you know it wasn't being accurate but it was still trying to
[3:22:22.020 --> 3:22:26.980]  tell me what was coming up and it was spying on me and i never consented to this neither through
[3:22:26.980 --> 3:22:32.260]  my credit cards or through the app andy i think you've had something here central instead of even
[3:22:32.260 --> 3:22:36.100]  going after him for censorship what they're doing how about all the illegal spying that makes the
[3:22:36.100 --> 3:22:42.420]  nsa blush how about all they're in they admit they ten years ago they're listening to you over the
[3:22:42.420 --> 3:22:47.300]  microphones and giving you ads sack yeah you know and this is something that people have been able
[3:22:47.300 --> 3:22:54.340]  to discover by um uh saying a new word um like hey we need to buy product x we need to buy product x
[3:22:54.340 --> 3:22:59.540]  we need to have buy product x and the screen was shut off and then all of a sudden product x started
[3:22:59.540 --> 3:23:05.300]  like appearing in their um social media here's an example kit daniel's walked in here last week and he
[3:23:05.300 --> 3:23:11.620]  said fantasy island is what jeffrey ebbstein model is life after and no one had said that until he
[3:23:11.620 --> 3:23:17.300]  said he wrote an article and i went that's weird and then all of a sudden in my youtube feeds google
[3:23:17.300 --> 3:23:22.740]  feeds everywhere was fantasy island rickardo mattobon so he literally heard me saying fantasy
[3:23:22.740 --> 3:23:27.860]  island and fed me fantasy which they admit they're doing yeah i mean my god that is creepy man you
[3:23:27.860 --> 3:23:31.540]  you know and the thing is is that they tell you it's a conspiracy theory but then you go and you
[3:23:31.540 --> 3:23:36.100]  look in this 70 page you know end user license agreement that they're sending and they said
[3:23:36.100 --> 3:23:40.100]  they're listening to you yeah and and they're like oh we're listening to you but it's we're
[3:23:40.100 --> 3:23:44.660]  going to be sending it to third parties and if you if you can untangle the legalese language and
[3:23:44.660 --> 3:23:49.620]  this is the new york times oh and we humans are listening to yeah there's humans that are listening
[3:23:49.620 --> 3:23:53.700]  to and this is wow i mean they're listening i told you this 20 years ago folks but now it's admitted
[3:23:53.700 --> 3:23:59.540]  yeah and project veritas leaked this this year where uh people were these these these contractors
[3:23:59.540 --> 3:24:06.020]  were having access to people's conversations and uh and they're like hey this is really messed up
[3:24:06.020 --> 3:24:10.500]  and so this is happening the contractors have come out and said that they're that they're
[3:24:10.500 --> 3:24:17.380]  they're listening in on conversations um when police you know uh try to solve a crime they'll
[3:24:17.380 --> 3:24:23.700]  they'll they'll uh basically know subpoena amazon so that they can get the point is it's going on
[3:24:23.700 --> 3:24:28.100]  any thank you great point you're amazing chuck and louisiana on the same subject go ahead chuck
[3:24:29.700 --> 3:24:35.300]  i was going alex good brother go ahead i just want to apologize the first time i ever talked to
[3:24:35.300 --> 3:24:40.260]  you or the only other time i talked to you i lied and said my name was john i was from michigan
[3:24:40.260 --> 3:24:46.340]  and i used an unlisted mississippi phone and i would say a female inspector that broke down on
[3:24:46.340 --> 3:24:55.620]  your uh show that day seven years ago um i vaguely remember that i vaguely remember that i uh i used
[3:24:55.620 --> 3:25:01.140]  an unlisted number and they threatened to kill my son if i didn't shut that up about philadelphia
[3:25:01.140 --> 3:25:06.980]  and that's when i knew your show was real um wow i mean just recap what happened to you uh
[3:25:08.660 --> 3:25:16.820]  um i just uh felt funneled 20 billion dollars to people that didn't need it uh in philadelphia
[3:25:16.820 --> 3:25:25.060]  from two storms that got named and and uh we were doing it illegally and i tried bringing it to light
[3:25:25.060 --> 3:25:29.620]  and they threatened to kill my son over they threatened to arrest me before that uh for violating
[3:25:29.620 --> 3:25:36.740]  people's civil rights but so but uh took me a couple of years and i started buying the products um
[3:25:37.620 --> 3:25:44.980]  bodies uh the krill and fish oil have helped my heart and my joint um i was having heart palpitations
[3:25:45.540 --> 3:25:52.740]  and started taking that so um i wear my t-shirts every day i buy the we the people ideas are
[3:25:52.740 --> 3:25:58.580]  bulletproof sticker and i stick them on gas pumps at eye level so that uh they actually look like a
[3:25:58.580 --> 3:26:05.060]  certification stamp and and i go by and i see them months later so they'll stick on and then
[3:26:05.060 --> 3:26:10.420]  i'm trying to be faster because i know y'all running out of time the um you had a car calling
[3:26:10.420 --> 3:26:19.540]  about tiger woods drinking turbo force during the uh uh us open that he won and then his business
[3:26:19.540 --> 3:26:27.300]  partner and friend the oldest man to ever play in wimbledon in the longest match ever
[3:26:27.300 --> 3:26:33.140]  roger federer had a ebbion bottle with the label ripped off and they're in that bottle
[3:26:33.140 --> 3:26:38.900]  pink just like turbo force i take it as well gives me energy in the morning and the afternoon
[3:26:39.540 --> 3:26:43.300]  so but i don't know if any other energy drink that has pink but it might be somebody else but we'll
[3:26:43.300 --> 3:26:49.300]  say yeah it is the best out there for was drinking it he had an ebbion bottle with water and he also
[3:26:49.300 --> 3:26:57.620]  had one that was pink and it looked just like turbo force so um now to my point about google um and
[3:26:57.620 --> 3:27:03.620]  this was yesterday just one thing happened and the other one was last week so i i i travel on the
[3:27:03.620 --> 3:27:11.700]  road a lot and i go and i get home and um have to cut the grass i turn the tv on and left it on
[3:27:11.700 --> 3:27:16.900]  and i come back in and it gone in sleep mode but the television was still on and i started talking
[3:27:16.900 --> 3:27:25.540]  to my son and google assistant pops up through dish network and says speak more clearly so that
[3:27:25.540 --> 3:27:31.300]  google assistant can hear you and i will about lost my mind but then yesterday i'm sitting in a hotel
[3:27:31.300 --> 3:27:36.900]  room and i got my phone on charging and i'm listening to the show through my laptop while
[3:27:36.900 --> 3:27:43.140]  i'm writing a report and y'all are talking about google assistant no y'all are talking about the
[3:27:43.140 --> 3:27:53.860]  the trump and um and hillary clinton um body count graphs and google assistant and i've never ever
[3:27:53.860 --> 3:27:59.220]  used it before i don't have it turned on i've never even gone into that app i don't know if it's on
[3:27:59.220 --> 3:28:05.700]  my phone or not it's got to be but whatever it it turned on saying these are the best results i could
[3:28:05.700 --> 3:28:12.020]  find well no they admit i never used siri and it'll be sitting there and i'll say something
[3:28:12.020 --> 3:28:16.660]  it's a keyword it's and it'll just start talking yeah and they admit it's robots you brought in
[3:28:16.660 --> 3:28:20.740]  and they think we're all idiots and they've gone so far thank you chuck amazing points we're gonna
[3:28:20.740 --> 3:28:26.420]  introduce matt bracken coming up uh on the other side with zack vorhees here i don't want you to
[3:28:26.420 --> 3:28:30.420]  comment on what he just said yeah it's all admitted i know 20 years ago i said hey it's
[3:28:30.420 --> 3:28:34.340]  an intelligent communications documents that the computers will listen to you and keywords and all
[3:28:34.340 --> 3:28:40.180]  this he was there and now it's all admitted and it's being run by evil people and and remember
[3:28:40.180 --> 3:28:45.300]  that police subpoena amazon for conversations when a crime occurs so the only way they're
[3:28:45.300 --> 3:28:51.220]  able to do that is because amazon's recording your conversations all recorded so google amazon
[3:28:51.220 --> 3:28:58.260]  assistant when you have a pain in the neck a real pain in the neck back shoulder or legs you now
[3:28:58.260 --> 3:29:04.420]  have two convenient choices to get fast relief without taking another pill because now sunny
[3:29:04.420 --> 3:29:10.740]  bay heating wraps and pillows are available at both amazon and walmart yes see sunny bays four
