[00:00:03.715 --> 00:00:04.816]  Thursday!
[02:14:37.212 --> 02:14:47.278]  After all, it's always been the ultimate goal of the United States and its allies to put boots on the ground in Syria and to remove al-Assad from power.
[02:14:48.118 --> 02:14:53.440]  The mistaken airdrop could be used as an excuse to send in U.S.
[02:14:53.440 --> 02:14:54.980]  ground forces.
[02:14:54.980 --> 02:14:56.201]  But wait a minute!
[02:14:56.201 --> 02:14:57.721]  Why on earth would the U.S.
[02:14:57.721 --> 02:15:01.622]  government purposely give ISIS terrorists weapons?
[02:15:01.622 --> 02:15:09.305]  I mean, these are the same Muslim extremists who are going around beheading journalists and executing Christians right now!
[02:15:09.305 --> 02:15:10.845]  Do you mean to tell me the U.S.
[02:15:10.845 --> 02:15:15.607]  government is so corrupt that they're so evil that they would actually do something like that?
[02:15:17.070 --> 02:15:18.811]  Yes, yes they would.
[02:15:18.811 --> 02:15:21.693]  And the evidence is overwhelming.
[02:15:21.693 --> 02:15:31.058]  In fact, the pallet of weapons that has supposedly ended up in the wrong hands, what's really insignificant compared to the total ISIS arsenal.
[02:15:31.058 --> 02:15:46.367]  Not only does ISIS have in their possession tons of weaponry taken from the retreating Iraqi forces, but the terrorist army now has long-range artillery and thousands of automatic weapons, courtesy of the good old
[02:15:46.687 --> 02:15:47.708]  USA.
[02:15:47.708 --> 02:15:52.793]  Here's John McCain standing next to a known... That's right, standing with the leaders.
[02:15:52.793 --> 02:15:53.674]  It's a longer report.
[02:15:53.674 --> 02:15:55.055]  There's about six minutes left.
[02:15:55.055 --> 02:15:57.157]  It's the delusions of King Obama.
[02:15:57.157 --> 02:15:59.499]  We're going to repost it to Infowars.com.
[02:15:59.499 --> 02:16:03.022]  And we're going to tweet it out.
[02:16:03.962 --> 02:16:06.746]  At Real Alex Jones, you want to see the full report.
[02:16:06.746 --> 02:16:11.554]  And when we come back, we're going to hit some other top stories I've not gotten to yet.
[02:16:11.554 --> 02:16:13.216]  I don't know if we'll have time to do Leanne's report.
[02:16:13.216 --> 02:16:15.620]  I wanted to, but it was on the nightly news last night.
[02:16:15.620 --> 02:16:16.301]  I'm Alex Jones.
[02:16:16.301 --> 02:16:16.822]  Please stay with us.
[02:16:29.252 --> 02:16:32.834]  I want to play Leanne McAdoo's report on laser weapons in the U.S.
[02:16:32.834 --> 02:16:42.798]  military, and I want to get to an excellent report Kit Daniels did in Overdrive dealing with the Bilderberg cooking up the oil crisis that Jim Tucker documented, so we'll do that.
[02:16:42.798 --> 02:16:53.082]  I have one other piece of news we'll hit in the next segment, but here is Leanne McAdoo's report, then Homeland Security secretly videotaping citizens to predict pre-crime.
[02:16:54.221 --> 02:17:02.527]  Not being satisfied with laser weapons that are both invisible and silent, companies like Boeing have announced that they're going to be taking their laser weapons to the next level.
[02:17:04.022 --> 02:17:11.504]  Previously, operators have had to pay close attention to know exactly when they've been firing these silent but deadly weapons.
[02:17:11.504 --> 02:17:16.665]  Now, their lasers will be equipped with Star Trek and Star Wars sound effects.
[02:17:16.665 --> 02:17:25.368]  So next time Boeing's high-energy laser mobile demonstrator shoots down a drone mid-flight, it's gonna sound exactly like Han Solo's blaster.
[02:17:26.345 --> 02:17:29.226]  But that isn't all that science fiction has influenced.
[02:17:29.226 --> 02:17:39.209]  In addition to cell phones and ion propulsion and handheld devices, Star Trek and Star Wars have also influenced futurists like Ray Kurzweil.
[02:17:39.209 --> 02:17:44.571]  Kurzweil is once again repeating his prediction that humans will meld with computers in the future.
[02:17:44.571 --> 02:17:50.433]  But instead of 2045, Kurzweil is now suggesting cyborgs will be a reality by the 2030s.
[02:17:51.673 --> 02:18:02.578]  The Director of Engineering at Google said that people will soon be able to connect their brains directly to the cloud and augment their existing intelligence with thousands of computers.
[02:18:02.578 --> 02:18:09.982]  Thanks to DNA nanobots making the connection, our thinking will become a hybrid of biological and non-biological thinking.
[02:18:10.402 --> 02:18:16.968]  Kurzweil adds that by the early 2040s, people will be more like machines than they will be human.
[02:18:16.968 --> 02:18:21.612]  And he even suggests that we'll be able to back up our brains like a hard drive.
[02:18:21.612 --> 02:18:22.693]  But guess what?
[02:18:22.693 --> 02:18:26.657]  Star Trek already conquered this territory in the 90s.
[02:18:26.657 --> 02:18:27.438]  I am the Borg.
[02:18:27.998 --> 02:18:31.100]  The Cyborg represents the dark side of humanity.
[02:18:31.100 --> 02:18:36.804]  What happens when technology falls into the wrong hands and is used to dehumanize us.
[02:18:36.804 --> 02:18:40.366]  The Star Trek Borgs became one with their technology.
[02:18:40.366 --> 02:18:43.709]  It stripped them of their humanity and their individuality.
[02:18:43.709 --> 02:18:46.210]  They became like zombies in a metal shell.
[02:18:46.210 --> 02:18:49.933]  They were now part of a collective network on a vast computer system
[02:18:50.413 --> 02:18:55.035]  Controlled telepathically by this mysterious Borg Queen.
[02:18:55.035 --> 02:19:05.119]  Kind of makes you think there's a possibility something could be telepathically controlling us if we ever were to upload our brains to the cloud as Kurzweil suggests.
[02:19:05.119 --> 02:19:06.219]  Assimilate this.
[02:19:09.096 --> 02:19:16.442]  And even though we hear the word singularity by 2045, the fact is, man merging with machine has already happened.
[02:19:16.442 --> 02:19:22.808]  Professor Kevin Warwick is head of the cybernetics and robotics department at Reading University in the UK.
[02:19:22.808 --> 02:19:29.974]  In 1998, he was able to connect his nervous system to the internet via a chip implanted in his arm.
[02:19:29.974 --> 02:19:33.738]  He then used the web to allow him to control a robotic arm.
[02:19:34.158 --> 02:19:35.459]  And that was in the 90s.
[02:19:35.459 --> 02:19:45.205]  And he, like Kurzweil and other transhumanists, gave this ominous warning that by not upgrading, we would be considered subspecies in the future.
[02:19:45.205 --> 02:19:52.850]  And surprise, surprise, artificial intelligence is one of the topics up for discussion at this year's Bilderberg Conference.
[02:19:52.850 --> 02:19:57.874]  Former DARPA director and now Google exec, Regina Dugan, will be in attendance.
[02:19:58.294 --> 02:20:04.338]  Dugan is helping to develop and promote the idea of an ingestible identification microchip.
[02:20:04.338 --> 02:20:09.442]  Yeah, absolutely not worrisome at all that Google is now hiring military leadership.
[02:20:09.442 --> 02:20:23.112]  Users would swallow a chip in pill form every day in order to obtain the superpower of having their entire body act as a biological password for cell phones, cars, doors, and other devices.
[02:20:23.652 --> 02:20:41.409]  But I'm sure it means absolutely nothing that artificial intelligence will be discussed this week at a top secret meeting of the world's power brokers, when people like Elon Musk and Stephen Hawking have warned that artificial intelligence has the potential to destroy humanity if it falls in the wrong hands.
[02:20:41.409 --> 02:20:48.796]  I have one simple request, and that is to have sharks with frickin' laser beams attached to their heads!
[02:20:50.967 --> 02:20:51.948]  We're going into overdrive.
[02:20:51.948 --> 02:20:52.929]  God bless you all.
[02:20:52.929 --> 02:20:56.073]  Infowars.com forward slash show to find the free feed.
[02:20:56.073 --> 02:21:02.640]  Obama has ordered the biggest airplane for Air Force One ever made, but he wants to restrict everybody else's air travel with carbon taxes.
[02:21:02.640 --> 02:21:03.882]  Tell you about that coming up too.
[02:21:03.882 --> 02:21:05.744]  Visit GCNlive.com today.
[02:21:11.934 --> 02:21:18.581]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:21:18.581 --> 02:21:22.546]  It's Alex Jones and the GCN Radio Network.
[02:21:22.546 --> 02:21:28.832]  Alright, I'm going to shoot a special report for the nightly news, getting into this article at Drudge Report.
[02:21:28.832 --> 02:21:33.057]  Obama cracks down on airplane emissions, buys massive new Air Force One.
[02:21:33.057 --> 02:21:33.878]  Biggest ever.
[02:21:35.251 --> 02:21:40.315]  Longest ever, big special plane, huge emissions, but that's okay because government's exempt.
[02:21:40.315 --> 02:21:46.941]  They're coming out with these new emissions that are basically taxes for the rest of the aircraft industry, basically crippling U.S.
[02:21:46.941 --> 02:21:52.725]  manufacturers because the foreign manufacturers like Airbus won't follow it.
[02:21:52.725 --> 02:22:01.913]  But this bypasses all the chemtrailing that's being added to the jet fuel, the barium salts, the aluminum dioxide, that we know is going on the geoengineering.
[02:22:03.069 --> 02:22:08.590]  We are not in Kansas anymore, and it is a dystopic situation that we're going into.
[02:22:08.590 --> 02:22:09.671]  We're trying to change that.
[02:22:09.671 --> 02:22:23.574]  There's still so many wonderful things in this world and good things happening, but so many markets, as LIBOR has shown us and currency speculation has shown us, we live in a rigged market, and that's what Kit Daniels broke down in this excellent report.
[02:22:24.790 --> 02:22:27.171]  Kit Daniels, InfoWars.com.
[02:22:27.171 --> 02:22:32.712]  Did you know the Bilderberg Group was directly responsible for the 1973 oil crisis that occurred here in America?
[02:22:32.712 --> 02:22:37.294]  Most people think it was OPEC that orchestrated the entire thing, but that wasn't quite the case.
[02:22:37.294 --> 02:22:39.774]  It was in fact the Bilderberg Group's idea.
[02:22:39.774 --> 02:22:45.536]  In May of 1973, about five months before the oil crisis occurred, the Bilderberg Group met in secret.
[02:22:45.996 --> 02:22:55.401]  And the meeting included several CEOs of oil companies such as Exxon and British Petroleum, as well as President Nixon's National Security Advisor, Henry Kissinger.
[02:22:55.401 --> 02:22:59.864]  They predicted that soon there'd be about a 400% increase in the price of oil.
[02:22:59.864 --> 02:23:09.169]  And then, you know, on October 6, 1973, after the meeting, the Yonkipper War occurred, which directly led to the increase in oil prices.
[02:23:09.169 --> 02:23:11.050]  But how did the Bilderberg Group know this?
[02:23:11.050 --> 02:23:12.230]  They planned it.
[02:23:12.230 --> 02:23:12.631]  But why?
[02:23:13.732 --> 02:23:35.964]  As economist F. William Engdahl noted in his book, A Century of War, one enormous consequence of the ensuring 400% rise in OPEC oil prices was that investments of hundreds of millions of dollars by British Petroleum, Royal Dutch Shell, both of whom were present at the 1973 Bilderberg meeting, and other Anglo-American petroleum concerns in the risky North Sea could produce oil at a profit.
[02:23:36.604 --> 02:23:44.666]  He continued, the profitability of these new North Sea oil fields was not at all secure until after the OPEC price rises.
[02:23:44.666 --> 02:23:52.408]  So the Bilderberg Group came up with the idea of an oil crisis to ensure profitability for the oil companies connected to Bilderberg.
[02:23:52.408 --> 02:23:57.609]  And the former oil minister for Saudi Arabia, Sheikh Yamadi, confirmed this.
[02:23:57.609 --> 02:24:02.970]  In 2001, Yamadi said, I am 100% sure that the Americans were behind the increase in the price of oil.
[02:24:03.530 --> 02:24:05.852]  The oil companies were in real trouble at the time.
[02:24:05.852 --> 02:24:09.696]  They had borrowed a lot of money, and they needed a high oil price to save them.
[02:24:09.696 --> 02:24:23.849]  Imadi also said that when he visited Iran in 1974 on official oil business, he was told that it was in fact Henry Kissinger who wanted to raise the oil prices, and that Kissinger wanted a war in the Middle East in order to justify the said price increase.
[02:24:24.830 --> 02:24:36.674]  And a few weeks before the Yom Kippur War occurred, Kissinger, who was now the Secretary of State under Nixon, he issued a statement saying that if there was a war that was going to break out in the Middle East, that U.S.
[02:24:36.674 --> 02:24:40.695]  military intervention was completely out of the question.
[02:24:40.695 --> 02:24:51.479]  Basically, Kissinger used secret diplomatic channels to ensure that not only would the war happen as badly as possible, but that OPEC would use the war to justify a price increase.
[02:24:52.539 --> 02:24:59.006]  Kissinger downplayed the war, for example, to President Nixon and took control of the situation himself.
[02:24:59.006 --> 02:25:08.835]  In fact, the National Security Agency found out about the war two days before it happened, but they were told by the White House, under advisement from Kissinger, to sit on the information.
[02:25:09.756 --> 02:25:14.020]  And also, Kissinger told the Israelis to stand down and let the war happen.
[02:25:14.020 --> 02:25:15.942]  And the rest, you know, is history.
