[00:00.000 --> 00:01.000]  Find out right now.
[02:40:14.000 --> 02:40:20.000]  And, you know, they'll say, okay, they got, you know, Al-Qaeda snuck bombs in there.
[02:40:20.000 --> 02:40:24.000]  Or, okay, the government brought it down, you know, to save other buildings.
[02:40:24.000 --> 02:40:28.000]  But regardless, Building 7 is the key.
[02:40:28.000 --> 02:40:32.000]  And we need to now ask Kerry, and my office needs to call Kerry.
[02:40:32.000 --> 02:40:37.000]  Everybody needs to call Kerry's office, Senator's office, and say,
[02:40:37.000 --> 02:40:42.000]  what did you mean about this clip? And then email them the clip and say, we need a statement.
[02:40:42.000 --> 02:40:47.000]  What building are you talking about being collapsed? And I think that's the next step.
[02:40:47.000 --> 02:40:49.000]  Hey, Jack, thanks for sitting in on the show and God bless you.
[02:40:49.000 --> 02:40:54.000]  Yeah, thank you, Alex, and everybody will see you here tomorrow on your program.
[02:40:54.000 --> 02:40:59.000]  You know, because this happens real time. I mean, this just happened the other day.
[02:40:59.000 --> 02:41:01.000]  We're trying to, you know, get a diagnostic on this.
[02:41:01.000 --> 02:41:05.000]  And again, you know, what we try to do on this program and what I try to do on my program and on this network
[02:41:05.000 --> 02:41:11.000]  is to give you, you know, documented facts, not go crazy and run with conspiracy theories, certainly.
[02:41:11.000 --> 02:41:15.000]  We want to run with conspiracy facts. We want to debunk their conspiracies.
[02:41:15.000 --> 02:41:20.000]  So this is going to take some time, I think, to analyze this, and I think that was a great suggestion
[02:41:20.000 --> 02:41:25.000]  that Kerry needs to be called to the carpet. He needs to give us an official statement of some kind.
[02:41:25.000 --> 02:41:31.000]  His campaign people or his people somehow need to get to him. We need to get to him.
[02:41:31.000 --> 02:41:37.000]  We need to get him to clarify these statements and who knows, maybe we'll get him to say something else.
[02:41:37.000 --> 02:41:44.000]  This, of course, underscores the real aspect of this, that the citizens have now had enough
[02:41:44.000 --> 02:41:51.000]  and they question these people directly. They're not afraid to put the hard questions to these people face to face.
[02:41:51.000 --> 02:41:56.000]  I mean, when you see this video, you'll see these people were literally, you know, 10, 15 feet away
[02:41:56.000 --> 02:42:01.000]  from Skull and Bone's John Kerry asking him the most important questions, and I love when he says,
[02:42:01.000 --> 02:42:08.000]  no one's ever asked me that before. I've been stumping all over the country for years, and no one has had the guts,
[02:42:08.000 --> 02:42:14.000]  okay, the cojones, to bring that up until he got to Austin, Texas. So there you go.
[02:42:14.000 --> 02:42:20.000]  1-800-259-9231. Remaining moments of the program. I've got to go back to Don.
[02:42:20.000 --> 02:42:26.000]  Don called from Tennessee and made a great point about the government and the officials, the establishment,
[02:42:26.000 --> 02:42:30.000]  making us all into criminals. Don, I'll let you pick up from where you left off. Go ahead.
[02:42:30.000 --> 02:42:36.000]  Yeah, I don't know that I mentioned this before, but this is actually copyrighted by the Cato Institute.
[02:42:36.000 --> 02:42:40.000]  You know, it's just so much right in our faces.
[02:42:40.000 --> 02:42:45.000]  Yeah, no, that's exactly it, and this is what they're trying to train our children through,
[02:42:45.000 --> 02:42:50.000]  through the indoctrination centers known as public schools, where, look, of course, this is because of the VTech shootings.
[02:42:50.000 --> 02:42:55.000]  I don't know who's getting the contract, Carlisle Group or somebody to provide, you know, all the security
[02:42:55.000 --> 02:43:03.000]  and cameras and lockdowns and automatic computerized, you know, locking doors and all of this infrastructure,
[02:43:03.000 --> 02:43:08.000]  which, of course, is going to make our children feel even more like criminals in the Bronx.
[02:43:08.000 --> 02:43:12.000]  We've been reporting this for years. I mean, your children have to go through metal detectors.
[02:43:12.000 --> 02:43:17.000]  There's cameras watching their every move. There's drug sniffing and bomb sniffing,
[02:43:17.000 --> 02:43:22.000]  canine police walking through the halls. There's armed police walking through the halls.
[02:43:22.000 --> 02:43:28.000]  Now, while that might protect them from somebody like Cho, it conditions them to feel like criminals.
[02:43:28.000 --> 02:43:34.000]  And then once they graduate, of course, the indoctrination continues, the self-censorship continues.
[02:43:34.000 --> 02:43:39.000]  And as I mentioned earlier, I mean, not wearing your seat belt. I'm a guy who went to jail,
[02:43:39.000 --> 02:43:46.000]  L.A. County jail on a Friday night. And let me tell you, folks, that's no picnic because I didn't have my seat belt on.
[02:43:46.000 --> 02:43:52.000]  I'm a guy who's been arrested for jaywalking. I'm a guy who has been ticketed and arrested for skateboarding.
[02:43:52.000 --> 02:43:59.000]  OK, so I mean, look, I assume that there is a big war on terror and these guys should have something else to do
[02:44:00.000 --> 02:44:05.000]  than to make us all into criminals. So I can only come to the conclusion that they're doing this because
[02:44:05.000 --> 02:44:10.000]  they want us to feel like terrorists and criminals. All of the doctrine points to this.
[02:44:10.000 --> 02:44:15.000]  All of the Patriot Act, especially Section 802 of the Patriot Act, points to this.
[02:44:15.000 --> 02:44:22.000]  They're trying to make us a nation of criminals. And that's the final word on that. That's exactly what it is.
[02:44:22.000 --> 02:44:28.000]  Now, what do we do? We have to repeal and decentralize. That's my mantra.
[02:44:28.000 --> 02:44:35.000]  We have Matt Kazee calling in. Matt is the gentleman who was giving us on the ground reports from the VTech shooting.
[02:44:35.000 --> 02:44:41.000]  He's just called in unscheduled and I hope has some breaking news for us. Matt, what's new?
[02:44:42.000 --> 02:44:45.000]  Matt Kazee. Yeah, what's new, Matt? What do you got?
[02:44:45.000 --> 02:44:50.000]  Well, you know, not to overshadow the news, the news that you're all covering today is the most amazing news
[02:44:50.000 --> 02:44:54.000]  I've heard in quite some time. It's a quite amazing video there of John Kerry.
[02:44:54.000 --> 02:45:00.000]  But I wanted to let you know that I just posted a video up on Google Video.
[02:45:00.000 --> 02:45:05.000]  The process in there right now of the flag raising and lowering ceremony.
[02:45:05.000 --> 02:45:10.000]  And this is the day after and or during the aftermath.
[02:45:10.000 --> 02:45:15.000]  And I was shocked to find out. Well, I thought that I would have to fight through the media to get there just to get a glimpse of it.
[02:45:15.000 --> 02:45:19.000]  And nobody was there was the only person that filmed it. One lone student.
[02:45:19.000 --> 02:45:25.000]  And I think it's important to show the healing process of the community.
[02:45:25.000 --> 02:45:31.000]  And I've got a small post on the cover of on the front page of the truth movement.
[02:45:31.000 --> 02:45:36.000]  Net explaining the circumstances as I walk down to film the video.
[02:45:36.000 --> 02:45:40.000]  And it is on Google Video right now. And I will be posting on my Web site here in a few minutes.
[02:45:40.000 --> 02:45:44.000]  I just want to let you know that. So what is the crux of the video?
[02:45:44.000 --> 02:45:50.000]  Give us the point. It is the ROTC ceremony of raising the flag and lowering its a half mast.
[02:45:50.000 --> 02:45:56.000]  Now, the problem I've had with CNN's coverage is pretty obvious to everybody.
[02:45:56.000 --> 02:46:00.000]  You know, they had somebody on there the other night saying that an expert psychology expert,
[02:46:00.000 --> 02:46:09.000]  saying that the showing of the video over and over again, the pictures over and over again are actually energizing the copycats to come.
[02:46:09.000 --> 02:46:15.000]  And as this guy was telling this, CNN is actually showing the pictures and the video.
[02:46:15.000 --> 02:46:21.000]  And so it's kind of disgusting their coverage. And so when I went down there to film it, I live very close with ROTC.
[02:46:21.000 --> 02:46:27.000]  I figured that the media would be there to cover it. And there wasn't, no cameras at all.
[02:46:27.000 --> 02:46:31.000]  I was the only guy there with a camera. And I think that's fairly important.
[02:46:31.000 --> 02:46:35.000]  Matt, do you find it odd that the mourner in chief, as I like to call him,
[02:46:35.000 --> 02:46:43.000]  he's right on the ground for 9-11. He's right on the ground for this particular shooting incident at VTech.
[02:46:43.000 --> 02:46:49.000]  But he fails somehow to go honor the bodies of the troops coming home from Iraq.
[02:46:49.000 --> 02:46:54.000]  I mean, these are all the issues that he's not mourning for. But he mourns for the big photo op, doesn't he?
[02:46:54.000 --> 02:46:56.000]  Never misses that, does he?
[02:46:56.000 --> 02:47:03.000]  Oh, he's a grand standard. You know what? It's the only time he's ever had any kind of good ratings whatsoever.
[02:47:03.000 --> 02:47:07.000]  The only time is when there's a tragedy and he can speak like that.
[02:47:07.000 --> 02:47:12.000]  And yeah, he shows up for that and he showed up to sign autographs and stuff.
[02:47:12.000 --> 02:47:16.000]  Yeah, I mean, here's a guy that skipped the funerals for the troops that he sent to Iraq.
[02:47:16.000 --> 02:47:18.000]  He sent to Iraq.
[02:47:18.000 --> 02:47:19.000]  Exactly.
[02:47:19.000 --> 02:47:26.000]  Here's a guy that took a sweet time to get to the Katrina devastated New Orleans, which was directly his fault and his man's fault.
[02:47:26.000 --> 02:47:35.000]  Yet he races the Virginia Tech with, you know, he just hustles down there in a way that is probably not even comparable to 9-11.
[02:47:35.000 --> 02:47:39.000]  I mean, to take advantage of this situation, I think that really is very revealing, Matt.
[02:47:39.000 --> 02:47:49.000]  Absolutely. And I'll tell you, from being a local on the ground and watching the media circus show up and seeing how they handled themselves around the local restaurants,
[02:47:49.000 --> 02:47:53.000]  I know for a fact that Katie Couric got cussed out of the cellar.
[02:47:53.000 --> 02:47:58.000]  I know for a fact that several others did, too, from the way that they were handling themselves.
[02:47:58.000 --> 02:48:02.000]  Now, here's a strange thing, Jack. When I watch it on TV, it almost looks believable.
[02:48:02.000 --> 02:48:08.000]  When I was actually there in front of them watching them give their reports, you can tell that they're complete actors. They don't even care.
[02:48:08.000 --> 02:48:13.000]  Hey, man, I want to go back to how the people are reacting to Bush, but I'll tell you a quick anecdote.
[02:48:13.000 --> 02:48:19.000]  You know, when I was covering the 2004 Democratic National Convention, there was a big speech by Bill Clinton.
[02:48:19.000 --> 02:48:26.000]  And people were calling him on my cell phone going, I can't believe how great this guy is and how wonderful he is and how the audience just loves him.
