[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[03:41:48.000 --> 03:41:50.000]  No, that's it, man.
[03:41:50.000 --> 03:41:53.000]  I appreciate talking to you until I can cross you over on the court.
[03:41:53.000 --> 03:41:55.000]  But y'all be easy, man.
[03:41:55.000 --> 03:41:56.000]  Like I said, I'm praying for y'all.
[03:41:56.000 --> 03:41:57.000]  And just be safe, man.
[03:41:57.000 --> 03:41:58.000]  Get you another bodyguard.
[03:41:58.000 --> 03:42:00.000]  At least get a 10 test, man, bro.
[03:42:00.000 --> 03:42:03.000]  Are you from Houston?
[03:42:03.000 --> 03:42:05.000]  I'm from South of Houston.
[03:42:05.000 --> 03:42:06.000]  South of Houston?
[03:42:06.000 --> 03:42:07.000]  I'm playing Houston, though.
[03:42:07.000 --> 03:42:08.000]  All right.
[03:42:08.000 --> 03:42:09.000]  Yeah.
[03:42:09.000 --> 03:42:10.000]  Maybe one day.
[03:42:10.000 --> 03:42:12.000]  Maybe one day we can ball together.
[03:42:12.000 --> 03:42:14.000]  I'm going to beat you at one of these rallies, one of these days.
[03:42:14.000 --> 03:42:15.000]  I'm just over here trying to...
[03:42:15.000 --> 03:42:16.000]  Come on out.
[03:42:16.000 --> 03:42:17.000]  Hey, come on out.
[03:42:17.000 --> 03:42:21.000]  We've got the Planned Parenthood protest on May 26th coming up.
[03:42:21.000 --> 03:42:22.000]  Thank you so much for the call, Jay.
[03:42:22.000 --> 03:42:24.000]  It's great to hear from you.
[03:42:24.000 --> 03:42:26.000]  On May 26th, we have the Planned Parenthood protest.
[03:42:26.000 --> 03:42:28.000]  Stop government funding a Planned Parenthood.
[03:42:28.000 --> 03:42:34.000]  May 26th, in Austin, Texas, the Planned Parenthood Center on 7th Street.
[03:42:34.000 --> 03:42:39.000]  We're migrating from the one on Ben White to the one on 7th Street,
[03:42:39.000 --> 03:42:40.000]  which is more downtown.
[03:42:40.000 --> 03:42:42.000]  They get free rent from our government.
[03:42:42.000 --> 03:42:43.000]  So join me out there, Jay.
[03:42:43.000 --> 03:42:44.000]  I'd love to meet you.
[03:42:44.000 --> 03:42:49.000]  I always love meeting fellow Info Warriors when I host these events and these protests.
[03:42:49.000 --> 03:42:50.000]  We'll be right back.
[03:42:50.000 --> 03:42:53.000]  Final segment on the other side.
[03:42:53.000 --> 03:42:55.000]  Infowarsstore.com is how you support us.
[03:42:55.000 --> 03:42:58.000]  And it's not like we're selling stuff you don't need, you don't want.
[03:42:58.000 --> 03:43:06.000]  The air in the average American home is filled with toxins that put it on par with a major city.
[03:43:06.000 --> 03:43:09.000]  Some of the most polluted areas on earth are major cities.
[03:43:09.000 --> 03:43:11.000]  How can I solve that problem?
[03:43:11.000 --> 03:43:15.000]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze,
[03:43:15.000 --> 03:43:25.000]  which is right now $50 off the Alexa Pure Breeze groundbreaking ion cluster air filter technology.
[03:43:25.000 --> 03:43:28.000]  And we've got a limited quantity of these left right now.
[03:43:28.000 --> 03:43:32.000]  We're basically selling these at cost because there was a big overhaul.
[03:43:32.000 --> 03:43:36.000]  Go ahead and read the hundreds of five-star reviews for yourself.
[03:43:36.000 --> 03:43:38.000]  I've got two in my home.
[03:43:38.000 --> 03:43:44.000]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[03:43:44.000 --> 03:43:49.000]  Don't live in a polluted major city in your home.
[03:43:49.000 --> 03:44:18.000]  Clean Air, go to Infowarsstore.com.
[03:44:19.000 --> 03:44:22.000]  And I want you to have storeable food so it's a total win-win.
[03:44:22.000 --> 03:44:26.000]  We have those incredible sell prices back at Infowarsstore.com.
[03:44:26.000 --> 03:44:28.000]  On Infowars, select storeable foods.
[03:44:28.000 --> 03:44:30.000]  They've got special diet foods.
[03:44:30.000 --> 03:44:34.000]  They've got three-month supplies, your supplies, weak emergency supplies.
[03:44:34.000 --> 03:44:36.000]  They've got so many great products there.
[03:44:36.000 --> 03:44:37.000]  And you've got a three-year supply.
[03:44:37.000 --> 03:44:39.000]  If stuff happens, you can feed your whole block.
[03:44:39.000 --> 03:44:42.000]  It's up to us to be self-sufficient.
[03:44:42.000 --> 03:44:44.000]  If you're buying war bonds, bring you great products.
[03:44:44.000 --> 03:44:47.000]  And together with God's help, we are unstoppable.
[03:44:47.000 --> 03:44:54.000]  Infowarsstore.com, Infowars, select high-quality storeable foods powered by my Patriot supply.
[03:44:54.000 --> 03:44:56.000]  Frank in North Carolina, thanks for holding so long.
[03:44:56.000 --> 03:44:57.000]  Go ahead.
[03:44:57.000 --> 03:44:59.000]  I just have to say something, man.
[03:44:59.000 --> 03:45:03.000]  It seems like every time I turn on your broadcast, you're bragging.
[03:45:03.000 --> 03:45:04.000]  It just gets old, man.
[03:45:04.000 --> 03:45:06.000]  I'm going to shut you down right now.
[03:45:06.000 --> 03:45:09.000]  We're taking calls about your nomination.
[03:45:09.000 --> 03:45:13.000]  Do you understand they're having congressional hearings trying to shut us down?
[03:45:13.000 --> 03:45:16.000]  Do you understand I'm ringing the alarm?
[03:45:16.000 --> 03:45:19.000]  If that was happening to anybody else, I'd be freaked out.
[03:45:19.000 --> 03:45:21.000]  I mean, what's it going to take us being shut down?
[03:45:21.000 --> 03:45:23.000]  Is that what you want, Frank?
[03:45:23.000 --> 03:45:24.000]  You know what?
[03:45:24.000 --> 03:45:25.000]  I'll put it on pause again.
[03:45:25.000 --> 03:45:30.000]  Hey, Frank, do you understand it's not bragging to say we are the tip of the spear.
[03:45:30.000 --> 03:45:31.000]  We're under attack.
[03:45:31.000 --> 03:45:32.000]  We need your help.
[03:45:32.000 --> 03:45:36.000]  As much begging as I do, we can barely pay the bills and grow in the face of this.
[03:45:36.000 --> 03:45:39.000]  I'm not going to just stop growth and let them start pushing us backwards.
[03:45:39.000 --> 03:45:40.000]  You understand?
[03:45:40.000 --> 03:45:41.000]  I need your help, Frank.
[03:45:41.000 --> 03:45:43.000]  I need your help, Frank.
[03:45:43.000 --> 03:45:49.000]  Go to infowarstore.com right now and help fund the Info World.
[03:45:49.000 --> 03:45:50.000]  Do you understand?
[03:45:50.000 --> 03:45:51.000]  I need your help, Frank.
[03:45:51.000 --> 03:45:53.000]  Free press needs your help, Frank.
[03:46:03.000 --> 03:46:10.000]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks
[03:46:10.000 --> 03:46:12.000]  and energy supplements.
[03:46:12.000 --> 03:46:18.000]  But they are riddled with dyes and toxins and synthetic caffeine and other chemicals that
[03:46:18.000 --> 03:46:22.000]  sure get you a quick boost but burn out in just a few hours and have terrible side effects.
[03:46:22.000 --> 03:46:29.000]  We have developed, hands down, from our research, the most powerful, healthy energy drink, pre-workout
[03:46:29.000 --> 03:46:31.000]  and beyond system in the world.
[03:46:31.000 --> 03:46:33.000]  There's nothing else like it.
[03:46:33.000 --> 03:46:34.000]  You must experience it.
[03:46:34.000 --> 03:46:36.000]  It is a total game changer.
[03:46:36.000 --> 03:46:41.000]  It comes in easy to use, packaged, mixed in with fruit juice or water, whatever you'd like.
[03:46:41.000 --> 03:46:42.000]  Warning, though.
[03:46:42.000 --> 03:46:43.000]  It's very, very strong.
[03:46:43.000 --> 03:46:44.000]  It lasts up to 10 hours.
[03:46:44.000 --> 03:46:48.000]  So take a half pack at the first time you take it because Turbo Force is named Turbo Force
[03:46:48.000 --> 03:46:51.000]  because it will take you into overdrive.
[03:46:51.000 --> 03:46:52.000]  Turbo Force.
[03:46:52.000 --> 03:47:21.000]  Live.com.
[03:47:22.000 --> 03:47:30.000]  I'm kind of sick of having no audience on CNN.
[03:47:30.000 --> 03:47:35.000]  So I decided to actually have an audience and fill in for Alex here in the last segment.
[03:47:35.000 --> 03:47:40.000]  And I just have to raise a big, a big fuss about something here.
[03:47:40.000 --> 03:47:47.000]  You see, Trump avoiding the Correspondence Dinner is an attack on the media.
[03:47:47.000 --> 03:47:48.000]  I'm attacked.
[03:47:48.000 --> 03:47:52.000]  I'm being attacked daily by President Trump when he refuses to give me an interview.
[03:47:52.000 --> 03:47:57.000]  I'm being attacked daily by President Trump when he says we need to have a border.
[03:47:57.000 --> 03:48:03.000]  These are the kind of racist, bigoted statements from President Trump that we fight every day here at CNN.
[03:48:03.000 --> 03:48:05.000]  But we have no audience left.
[03:48:05.000 --> 03:48:06.000]  We've failed.
[03:48:06.000 --> 03:48:08.000]  We've lost all our audience.
[03:48:08.000 --> 03:48:12.000]  And so I now have to come on Infowars because we have no audience.
[03:48:12.000 --> 03:48:18.000]  And for the President to avoid us at the Correspondence Dinner where we want to tar and feather him publicly,
[03:48:18.000 --> 03:48:23.000]  we want to lie about him to the American people when we want to destroy and attack him.
[03:48:23.000 --> 03:48:24.000]  That's all right.
[03:48:24.000 --> 03:48:26.000]  It's in the Constitution.
[03:48:26.000 --> 03:48:28.000]  Read the Constitution, Mr. President.
[03:48:28.000 --> 03:48:41.000]  It says in the Bill of Rights written in 1692 by Malcolm X that the President has to go to the Correspondence Dinner.
[03:48:41.000 --> 03:48:43.000]  If he doesn't, he's guilty of treason.
[03:48:43.000 --> 03:48:44.000]  It's in the Bill of Rights.
[03:48:44.000 --> 03:48:55.000]  And so now the President is openly committing treason against this Republic by refusing to let us ridicule him and lie about him during the Correspondence Dinner.
[03:48:55.000 --> 03:48:57.000]  So it's an attack against the media.
[03:48:57.000 --> 03:49:03.000]  It's an attack against me that the President will avoid us at the Correspondence Dinner.
[03:49:03.000 --> 03:49:06.000]  And it really just goes to show you who the President really is.
[03:49:06.000 --> 03:49:09.000]  He's too busy fixing the economy.
[03:49:09.000 --> 03:49:12.000]  We just had another record-breaking day in the stock market.
[03:49:12.000 --> 03:49:14.000]  This is what the President chooses to do.
[03:49:14.000 --> 03:49:16.000]  Record low unemployment numbers.
[03:49:16.000 --> 03:49:21.000]  This is what the President is doing with his time instead of going to the Correspondence Dinner.
[03:49:21.000 --> 03:49:25.000]  I think that really shows you who this President is.
[03:49:25.000 --> 03:49:27.000]  Anti-American.
[03:49:27.000 --> 03:49:33.000]  He wants to support the American people instead of the fake news media that hates him and attacks him every day.
[03:49:33.000 --> 03:49:35.000]  It's an assault against me.
[03:49:35.000 --> 03:49:42.000]  So I sign off. I'm going to go have to put some ice on my wounds from all the attacks I've had to endure from the President.
[03:49:42.000 --> 03:49:45.000]  And I'm going to get a fresh box of Kleenexes as well.
[03:49:45.000 --> 03:49:52.000]  So for Infowars.com, this has been Brian Pennywise-Stelter, the biggest audience I've ever had.
[03:49:52.000 --> 03:49:54.000]  Thank you for filling in there, Brian.
[03:49:54.000 --> 03:49:58.000]  Very nice of you to do so.
[03:49:58.000 --> 03:50:01.000]  You know, CNN is such a joke.
[03:50:01.000 --> 03:50:04.000]  They tweeted this out.
[03:50:04.000 --> 03:50:10.000]  Shima Ishmael was attending a conference of the Islamic Circle of North America in D.C.
[03:50:10.000 --> 03:50:17.000]  when she saw a group of protesters holding signs against the Muslim faith.
[03:50:17.000 --> 03:50:21.000]  She asked her friend to take a photo of her in front of them, so she's trolling them.
[03:50:21.000 --> 03:50:24.000]  But I looked at the signs.
[03:50:24.000 --> 03:50:28.000]  And all the signs say is that they love Jesus.
[03:50:28.000 --> 03:50:33.000]  But I guess if you love Jesus, that's somehow an attack on the Muslim faith.
[03:50:33.000 --> 03:50:37.000]  Why doesn't CNN, you know what, we need to do a new CNN logo.
[03:50:37.000 --> 03:50:43.000]  And let's just like put a hijab on the CNN logo.
[03:50:43.000 --> 03:50:46.000]  I mean, we did the CNN is ISIS thing.
[03:50:46.000 --> 03:50:51.000]  So CNN is ISIS, but CNN is now just openly Muslim.
[03:50:51.000 --> 03:50:53.000]  And there's nothing wrong with that.
[03:50:53.000 --> 03:50:57.000]  So we should just put the hijab over the CNN logo.
[03:50:57.000 --> 03:50:59.000]  All right, final segment here.
[03:50:59.000 --> 03:51:03.000]  Let's take a couple more phone calls. Let's go to Brad Chadford calling in here.
[03:51:03.000 --> 03:51:07.000]  Chard Brotwurst in Boston. Go ahead.
[03:51:07.000 --> 03:51:11.000]  Hey, man, I got to say your your stelter impression is not quite high enough.
[03:51:11.000 --> 03:51:13.000]  I think impression. What are you talking about?
[03:51:13.000 --> 03:51:15.000]  I don't stelter impression.
[03:51:15.000 --> 03:51:20.000]  Morales go in there and grab you by the chode while you do that because I think that would get it up a little.
[03:51:20.000 --> 03:51:25.000]  Another octave. I think you're a disgusting person. You know that I really am.
[03:51:25.000 --> 03:51:30.000]  But you know what? That's not what I really wanted to talk about. What I wanted to get into is I actually have breaking news.
[03:51:30.000 --> 03:51:35.000]  I called her handsome cafe in Australia.
[03:51:35.000 --> 03:51:37.000]  What you called them on the phone?
[03:51:37.000 --> 03:51:43.000]  Gender surcharge. Yeah, I did it to discuss their 18% gender surcharge on men.
[03:51:43.000 --> 03:51:48.000]  And they actually told me that they were rethinking it.
[03:51:48.000 --> 03:51:56.000]  And they were going to allow you and Marcos Morales to get an 18% discount.
[03:51:56.000 --> 03:52:01.000]  They were actually calling it the whole discharge, not the gender surcharge.
[03:52:01.000 --> 03:52:08.000]  So I guess their thing is it's buy women for women, but they said this one is buy women for women.
[03:52:08.000 --> 03:52:10.000]  Well, here's their problem, though.
[03:52:10.000 --> 03:52:14.000]  But here's their problem. I've already outflanked them.
[03:52:14.000 --> 03:52:18.000]  I was planning on going to get coffee there as a woman.
[03:52:18.000 --> 03:52:23.000]  So you see, I was going to identify as a woman and then they couldn't give me the surcharge.
