[00:00.000 --> 00:02.000]  Wait and feel great!
[2:18:51.700 --> 2:18:53.700]  that the universe is entirely random
[2:18:53.700 --> 2:18:55.700]  and that it's a matter of
[2:18:55.700 --> 2:18:57.700]  indifference, whether there's development
[2:18:57.700 --> 2:18:59.700]  or higher energy states or whether there's
[2:18:59.700 --> 2:19:01.700]  not. Therefore, Darwin has to assume
[2:19:01.700 --> 2:19:03.700]  that all the
[2:19:03.700 --> 2:19:05.700]  progress in evolution, which undoubtedly
[2:19:05.700 --> 2:19:07.700]  is there, there's no doubt about evolution
[2:19:07.700 --> 2:19:09.700]  and the progress towards
[2:19:09.700 --> 2:19:11.700]  humanity from lower life forms,
[2:19:11.700 --> 2:19:13.700]  that's all clear. But he says
[2:19:13.700 --> 2:19:15.700]  this is the blind watchmaker.
[2:19:15.700 --> 2:19:17.700]  This is all a matter of just
[2:19:17.700 --> 2:19:19.700]  chance interaction and it
[2:19:19.700 --> 2:19:21.700]  could happen or it could not happen. No,
[2:19:21.700 --> 2:19:23.700]  it's wrong. The Darwinian
[2:19:23.700 --> 2:19:25.700]  Malthusian universe is not the universe
[2:19:25.700 --> 2:19:27.700]  that you see. The universe that
[2:19:27.700 --> 2:19:29.700]  you see is a gut-fried Wilhelm Leibniz
[2:19:29.700 --> 2:19:31.700]  least action universe
[2:19:31.700 --> 2:19:33.700]  where there is, if you will,
[2:19:33.700 --> 2:19:35.700]  a built-in bias
[2:19:35.700 --> 2:19:37.700]  in the physical order of things in favor
[2:19:37.700 --> 2:19:39.700]  of development and higher energy states
[2:19:39.700 --> 2:19:41.700]  because that's what you see.
[2:19:41.700 --> 2:19:43.700]  Can you stay one more second with us?
[2:19:43.700 --> 2:19:45.700]  Can you stay one more second with us?
[2:19:45.700 --> 2:19:47.700]  Alright, thank you so much. We're going to be back after this
[2:19:47.700 --> 2:19:49.700]  with more calls. It's the Alex Jones show
[2:19:49.700 --> 2:19:51.700]  with infowars.com and
[2:19:51.700 --> 2:20:01.700]  we'll be back on it.com.
[2:20:21.700 --> 2:20:23.700]  is making a difference in thousands of
[2:20:23.700 --> 2:20:25.700]  people's lives across America.
[2:20:25.700 --> 2:20:27.700]  My blood pressure has normalized.
[2:20:27.700 --> 2:20:29.700]  My diabetes has totally improved.
[2:20:29.700 --> 2:20:31.700]  Everyone is telling me now how much
[2:20:31.700 --> 2:20:33.700]  healthier I look and I'm telling everyone how much
[2:20:33.700 --> 2:20:35.700]  healthier I feel. I recommend heart and body
[2:20:35.700 --> 2:20:37.700]  extract to everyone. Anybody over 40
[2:20:37.700 --> 2:20:39.700]  in the North American continent should
[2:20:39.700 --> 2:20:41.700]  be using this product as a preventative
[2:20:41.700 --> 2:20:43.700]  to keep their cardiovascular system
[2:20:43.700 --> 2:20:45.700]  healthy. Order your two-month supply
[2:20:45.700 --> 2:20:49.700]  today by calling 866-295-5305.
[2:20:49.700 --> 2:20:51.700]  Or order online
[2:20:51.700 --> 2:20:53.700]  hbextract.com
[2:20:53.700 --> 2:20:55.700]  heart and body extract
[2:20:55.700 --> 2:20:57.700]  866-295-5305
[2:20:57.700 --> 2:20:59.700]  or hbextract.com
[2:20:59.700 --> 2:21:01.700]  Today, unlike any other
[2:21:01.700 --> 2:21:03.700]  in the long course of American history,
[2:21:03.700 --> 2:21:05.700]  a terrorist act of war
[2:21:05.700 --> 2:21:07.700]  against this country.
[2:21:07.700 --> 2:21:09.700]  The enemies struck America on September 11th.
[2:21:09.700 --> 2:21:11.700]  But who is the enemy?
[2:21:11.700 --> 2:21:13.700]  Bin Laden. This is his MO.
[2:21:13.700 --> 2:21:15.700]  We have to look to the Middle East.
[2:21:15.700 --> 2:21:17.700]  We have to look to the Psalm of Bin Laden.
[2:21:17.700 --> 2:21:19.700]  Fabled Enemies is the first 9-11
[2:21:19.700 --> 2:21:21.700]  film to take a close look at the terrorist
[2:21:21.700 --> 2:21:23.700]  ties to intelligence networks inside
[2:21:23.700 --> 2:21:25.700]  the United States. Some
[2:21:25.700 --> 2:21:27.700]  US investigators believe that there are Israelis
[2:21:27.700 --> 2:21:29.700]  again very much engaged in spying
[2:21:29.700 --> 2:21:31.700]  in and on the US.
[2:21:31.700 --> 2:21:33.700]  I'm aware that some Israeli
[2:21:33.700 --> 2:21:35.700]  citizens have been detained.
[2:21:35.700 --> 2:21:37.700]  Bin Laden's connections to the CIA,
[2:21:37.700 --> 2:21:39.700]  the hijackers ties to the FBI,
[2:21:39.700 --> 2:21:41.700]  the Saudi Arabian connection, the Israeli
[2:21:41.700 --> 2:21:43.700]  intelligence network, warnings in war games,
[2:21:43.700 --> 2:21:45.700]  the shadow government, and much, much more.
[2:21:45.700 --> 2:21:47.700]  Fabled Enemies.
[2:21:47.700 --> 2:21:49.700]  Get the DVD at infowars.com
[2:21:49.700 --> 2:21:51.700]  or see it in super high quality
[2:21:51.700 --> 2:21:53.700]  along with hundreds of other titles
[2:21:53.700 --> 2:21:55.700]  at prisonplanet.tv
[2:21:55.700 --> 2:21:57.700]  Either you are with us
[2:21:57.700 --> 2:21:59.700]  or you are with the terrorists.
[2:22:01.700 --> 2:22:03.700]  The holidays are
[2:22:03.700 --> 2:22:05.700]  right around the corner.
[2:22:05.700 --> 2:22:07.700]  The crowds, the countless hours in traffic,
[2:22:07.700 --> 2:22:09.700]  finding a parking spot
[2:22:09.700 --> 2:22:11.700]  just to buy a gift you're worried they might
[2:22:11.700 --> 2:22:13.700]  not like anyway. How about
[2:22:13.700 --> 2:22:15.700]  surprising your loved ones with a gift
[2:22:15.700 --> 2:22:17.700]  they can use every day of the year?
[2:22:17.700 --> 2:22:19.700]  Give the gift of safety with
[2:22:19.700 --> 2:22:21.700]  security products from Pepperspray.com
[2:22:21.700 --> 2:22:23.700]  Pepperspray.com carries
[2:22:23.700 --> 2:22:25.700]  the largest assortment of pepper spray
[2:22:25.700 --> 2:22:27.700]  and other personal safety devices
[2:22:27.700 --> 2:22:29.700]  on the web for your spouse, your
[2:22:29.700 --> 2:22:31.700]  children, your coworkers, and more
[2:22:31.700 --> 2:22:33.700]  when you purchase the perfect gift
[2:22:33.700 --> 2:22:35.700]  from Pepperspray.com. You'll
[2:22:35.700 --> 2:22:37.700]  receive 10% off just by using
[2:22:37.700 --> 2:22:39.700]  the coupon code GCN.
[2:22:39.700 --> 2:22:41.700]  What better way to say Merry Christmas
[2:22:41.700 --> 2:22:43.700]  than giving the priceless gift
[2:22:43.700 --> 2:22:45.700]  of safety and security from
[2:22:45.700 --> 2:22:47.700]  Pepperspray.com. Shop now
[2:22:47.700 --> 2:22:49.700]  at Pepperspray.com or call
[2:22:49.700 --> 2:22:51.700]  1-800-908-9988
[2:22:51.700 --> 2:22:53.700]  That's 1-800-908-9988
[2:22:53.700 --> 2:22:55.700]  Pepperspray.com wishes
[2:22:55.700 --> 2:22:57.700]  you and yours a safe and
[2:22:57.700 --> 2:23:23.700]  happy holiday season.
[2:23:23.700 --> 2:23:29.700]  Thank you so much for watching.
[2:23:53.700 --> 2:23:55.700]  Visit FoodShortageUSA.com
[2:23:55.700 --> 2:23:59.700]  or toll free at 877-327-0365.
[2:23:59.700 --> 2:24:25.700]  Act now.
[2:24:25.700 --> 2:24:41.700]  Visit FoodShortageUSA.com
[2:24:41.700 --> 2:25:09.700]  or call 1-800-908-9988
[2:25:09.700 --> 2:25:37.700]  Visit FoodShortageUSA.com
[2:25:37.700 --> 2:26:05.700]  or call 1-800-908-9988
[2:26:05.700 --> 2:26:15.700]  Visit FoodShortageUSA.com
[2:26:35.700 --> 2:27:03.700]  or call 1-800-908-9988
[2:27:03.700 --> 2:27:13.700]  Visit FoodShortageUSA.com
[2:27:33.700 --> 2:28:01.700]  or call 1-800-908-9988
[2:28:01.700 --> 2:28:29.700]  Visit FoodShortageUSA.com
[2:28:29.700 --> 2:28:57.700]  or call 1-800-908-9988
[2:28:57.700 --> 2:29:25.700]  Visit FoodShortageUSA.com
[2:29:25.700 --> 2:29:53.700]  or call 1-800-908-9988
[2:29:53.700 --> 2:30:01.700]  Visit FoodShortageUSA.com
[2:30:23.700 --> 2:30:51.700]  or call 1-800-908-9988
[2:30:51.700 --> 2:31:01.700]  Visit FoodShortageUSA.com
[2:31:01.700 --> 2:31:29.700]  or call 1-800-908-9988
[2:31:29.700 --> 2:31:39.700]  Visit FoodShortageUSA.com
[2:31:59.700 --> 2:32:27.700]  or call 1-800-908-9988
[2:32:27.700 --> 2:32:55.700]  Visit FoodShortageUSA.com
[2:32:55.700 --> 2:33:23.700]  or call 1-800-908-9988
[2:33:23.700 --> 2:33:51.700]  Visit FoodShortageUSA.com
[2:33:51.700 --> 2:34:19.700]  or call 1-800-908-9988
[2:34:19.700 --> 2:34:47.700]  Visit FoodShortageUSA.com
[2:34:47.700 --> 2:35:15.700]  or call 1-800-908-9988
[2:35:15.700 --> 2:35:43.700]  Visit FoodShortageUSA.com
[2:35:43.700 --> 2:36:11.700]  or call 1-800-908-9988
[2:36:11.700 --> 2:36:33.700]  Visit FoodShortageUSA.com
[2:36:33.700 --> 2:37:01.700]  or call 1-800-908-9988
[2:37:01.700 --> 2:37:29.700]  Visit FoodShortageUSA.com
[2:37:29.700 --> 2:37:57.700]  or call 1-800-908-9988
[2:37:57.700 --> 2:38:25.700]  Visit FoodShortageUSA.com
[2:38:25.700 --> 2:38:53.700]  or call 1-800-908-9988
[2:38:53.700 --> 2:39:21.700]  Visit FoodShortageUSA.com
[2:39:21.700 --> 2:39:49.700]  or call 1-800-908-9988
[2:39:49.700 --> 2:40:17.700]  Visit FoodShortageUSA.com
[2:40:17.700 --> 2:40:45.700]  or call 1-800-908-9988
[2:40:45.700 --> 2:41:13.700]  Visit FoodShortageUSA.com
[2:41:13.700 --> 2:41:41.700]  or call 1-800-908-9988
[2:41:41.700 --> 2:42:09.700]  Visit FoodShortageUSA.com
[2:42:09.700 --> 2:42:37.700]  or call 1-800-908-9988
[2:42:37.700 --> 2:43:05.700]  Visit FoodShortageUSA.com
[2:43:05.700 --> 2:43:33.700]  or call 1-800-908-9988
[2:43:33.700 --> 2:44:01.700]  Visit FoodShortageUSA.com
[2:44:01.700 --> 2:44:29.700]  or call 1-800-908-9988
[2:44:29.700 --> 2:44:57.700]  Visit FoodShortageUSA.com
[2:44:59.700 --> 2:45:27.700]  or call 1-800-908-9988
[2:45:27.700 --> 2:45:55.700]  Visit FoodShortageUSA.com
[2:45:55.700 --> 2:46:23.700]  or call 1-800-908-9988
[2:46:23.700 --> 2:46:51.700]  Visit FoodShortageUSA.com
[2:46:51.700 --> 2:47:19.700]  or call 1-800-908-9988
[2:47:19.700 --> 2:47:47.700]  Visit FoodShortageUSA.com
[2:47:49.700 --> 2:48:17.700]  or call 1-800-908-9988
[2:48:17.700 --> 2:48:45.700]  Visit FoodShortageUSA.com
[2:48:45.700 --> 2:49:13.700]  or call 1-800-908-9988
[2:49:13.700 --> 2:49:41.700]  Visit FoodShortageUSA.com
[2:49:41.700 --> 2:50:09.700]  or call 1-800-908-9988
[2:50:09.700 --> 2:50:37.700]  Visit FoodShortageUSA.com
[2:50:37.700 --> 2:51:05.700]  or call 1-800-908-9988
[2:51:05.700 --> 2:51:33.700]  Visit FoodShortageUSA.com
[2:51:33.700 --> 2:52:01.700]  or call 1-800-908-9988
[2:52:01.700 --> 2:52:29.700]  Visit FoodShortageUSA.com
[2:52:29.700 --> 2:52:57.700]  or call 1-800-908-9988
[2:52:57.700 --> 2:53:25.700]  Visit FoodShortageUSA.com
[2:53:27.700 --> 2:53:55.700]  or call 1-800-908-9988
[2:53:55.700 --> 2:54:23.700]  Visit FoodShortageUSA.com
[2:54:23.700 --> 2:54:51.700]  or call 1-800-908-9988
[2:54:51.700 --> 2:55:19.700]  Visit FoodShortageUSA.com
[2:55:19.700 --> 2:55:47.700]  or call 1-800-908-9988
[2:55:47.700 --> 2:56:15.700]  Visit FoodShortageUSA.com
[2:56:15.700 --> 2:56:43.700]  or call 1-800-908-9988
[2:56:43.700 --> 2:57:11.700]  Visit FoodShortageUSA.com
[2:57:13.700 --> 2:57:41.700]  or call 1-800-908-9988
[2:57:41.700 --> 2:58:09.700]  Visit FoodShortageUSA.com
[2:58:09.700 --> 2:58:37.700]  or call 1-800-908-9988
[2:58:37.700 --> 2:58:53.700]  Visit FoodShortageUSA.com
[2:58:53.700 --> 2:59:05.700]  or call 1-800-908-9988
[2:59:05.700 --> 2:59:33.700]  Visit FoodShortageUSA.com
[2:59:33.700 --> 3:00:01.700]  or call 1-800-908-9988
[3:00:01.700 --> 3:00:29.700]  Visit FoodShortageUSA.com
[3:00:29.700 --> 3:00:45.700]  Visit FoodShortageUSA.com
[3:00:45.700 --> 3:01:13.700]  or call 1-800-908-9988
[3:01:13.700 --> 3:01:41.700]  Visit FoodShortageUSA.com
[3:01:41.700 --> 3:02:09.700]  or call 1-800-908-9988
[3:02:09.700 --> 3:02:37.700]  Visit FoodShortageUSA.com
[3:02:37.700 --> 3:03:05.700]  or call 1-800-908-9988
[3:03:05.700 --> 3:03:33.700]  Visit FoodShortageUSA.com
[3:03:33.700 --> 3:04:01.700]  or call 1-800-908-9988
[3:04:01.700 --> 3:04:29.700]  Visit FoodShortageUSA.com
[3:04:29.700 --> 3:04:57.700]  or call 1-800-908-9988
[3:04:57.700 --> 3:05:19.700]  Visit FoodShortageUSA.com
[3:05:27.700 --> 3:05:55.700]  Visit FoodShortageUSA.com
[3:05:55.700 --> 3:06:23.700]  or call 1-800-908-9988
[3:06:23.700 --> 3:06:51.700]  Visit FoodShortageUSA.com
[3:06:51.700 --> 3:07:19.700]  or call 1-800-908-9988
[3:07:19.700 --> 3:07:47.700]  Visit FoodShortageUSA.com
[3:07:47.700 --> 3:08:15.700]  Visit FoodShortageUSA.com
[3:08:15.700 --> 3:08:37.700]  Visit FoodShortageUSA.com
[3:08:37.700 --> 3:09:05.700]  or call 1-800-908-9988
[3:09:05.700 --> 3:09:33.700]  Visit FoodShortageUSA.com
[3:09:33.700 --> 3:10:01.700]  or call 1-800-908-9988
[3:10:01.700 --> 3:10:29.700]  Visit FoodShortageUSA.com
[3:10:29.700 --> 3:10:57.700]  or call 1-800-908-9988
[3:10:57.700 --> 3:11:19.700]  Visit FoodShortageUSA.com
[3:11:19.700 --> 3:11:47.700]  Visit FoodShortageUSA.com
[3:11:47.700 --> 3:12:15.700]  or call 1-800-908-9988
[3:12:15.700 --> 3:12:43.700]  Visit FoodShortageUSA.com
[3:12:43.700 --> 3:13:11.700]  Visit FoodShortageUSA.com
[3:13:11.700 --> 3:13:39.700]  Visit FoodShortageUSA.com
[3:13:39.700 --> 3:14:07.700]  Visit FoodShortageUSA.com
[3:14:07.700 --> 3:14:35.700]  Visit FoodShortageUSA.com
[3:14:35.700 --> 3:15:03.700]  Visit FoodShortageUSA.com
[3:15:03.700 --> 3:15:31.700]  Visit FoodShortageUSA.com
[3:15:31.700 --> 3:15:59.700]  Visit FoodShortageUSA.com
[3:15:59.700 --> 3:16:27.700]  Visit FoodShortageUSA.com
[3:16:27.700 --> 3:16:55.700]  Visit FoodShortageUSA.com
[3:16:55.700 --> 3:17:21.700]  Visit FoodShortageUSA.com
[3:17:21.700 --> 3:17:49.700]  Visit FoodShortageUSA.com
[3:17:49.700 --> 3:18:17.700]  Visit FoodShortageUSA.com
[3:18:17.700 --> 3:18:45.700]  Visit FoodShortageUSA.com
[3:18:45.700 --> 3:19:13.700]  Visit FoodShortageUSA.com
[3:19:13.700 --> 3:19:41.700]  Visit FoodShortageUSA.com
[3:19:41.700 --> 3:20:09.700]  Visit FoodShortageUSA.com
[3:20:09.700 --> 3:20:37.700]  Visit FoodShortageUSA.com
[3:20:37.700 --> 3:21:05.700]  Visit FoodShortageUSA.com
[3:21:05.700 --> 3:21:29.700]  Visit FoodShortageUSA.com
[3:21:29.700 --> 3:21:57.700]  Visit FoodShortageUSA.com
[3:21:57.700 --> 3:22:25.700]  Visit FoodShortageUSA.com
[3:22:25.700 --> 3:22:53.700]  Visit FoodShortageUSA.com
[3:22:53.700 --> 3:23:21.700]  Visit FoodShortageUSA.com
[3:23:21.700 --> 3:23:49.700]  Visit FoodShortageUSA.com
[3:23:49.700 --> 3:24:17.700]  Visit FoodShortageUSA.com
[3:24:17.700 --> 3:24:39.700]  Visit FoodShortageUSA.com
[3:24:39.700 --> 3:25:07.700]  Visit FoodShortageUSA.com
[3:25:07.700 --> 3:25:35.700]  Visit FoodShortageUSA.com
[3:25:35.700 --> 3:26:03.700]  Visit FoodShortageUSA.com
[3:26:03.700 --> 3:26:31.700]  Visit FoodShortageUSA.com
[3:26:31.700 --> 3:26:59.700]  Visit FoodShortageUSA.com
[3:26:59.700 --> 3:27:27.700]  Visit FoodShortageUSA.com
[3:27:27.700 --> 3:27:55.700]  Visit FoodShortageUSA.com
[3:27:55.700 --> 3:28:23.700]  Visit FoodShortageUSA.com
[3:28:23.700 --> 3:28:51.700]  Visit FoodShortageUSA.com
[3:28:51.700 --> 3:29:19.700]  Visit FoodShortageUSA.com
[3:29:19.700 --> 3:29:47.700]  Visit FoodShortageUSA.com
[3:29:47.700 --> 3:30:15.700]  Visit FoodShortageUSA.com
[3:30:15.700 --> 3:30:43.700]  Visit FoodShortageUSA.com
[3:30:43.700 --> 3:31:11.700]  Visit FoodShortageUSA.com
[3:31:11.700 --> 3:31:39.700]  Visit FoodShortageUSA.com
[3:31:39.700 --> 3:32:07.700]  Visit FoodShortageUSA.com
[3:32:07.700 --> 3:32:29.700]  Visit FoodShortageUSA.com
[3:32:37.700 --> 3:33:05.700]  Visit FoodShortageUSA.com
[3:33:05.700 --> 3:33:31.700]  Visit FoodShortageUSA.com
[3:33:31.700 --> 3:33:59.700]  Visit FoodShortageUSA.com
[3:33:59.700 --> 3:34:25.700]  Visit FoodShortageUSA.com
[3:34:25.700 --> 3:34:53.700]  Visit FoodShortageUSA.com
[3:34:53.700 --> 3:35:21.700]  Visit FoodShortageUSA.com
[3:35:21.700 --> 3:35:49.700]  Visit FoodShortageUSA.com
[3:35:49.700 --> 3:36:17.700]  Visit FoodShortageUSA.com
[3:36:17.700 --> 3:36:45.700]  Visit FoodShortageUSA.com
[3:36:45.700 --> 3:37:13.700]  Visit FoodShortageUSA.com
[3:37:13.700 --> 3:37:41.700]  Visit FoodShortageUSA.com
[3:37:41.700 --> 3:38:09.700]  Visit FoodShortageUSA.com
[3:38:09.700 --> 3:38:37.700]  Visit FoodShortageUSA.com
[3:38:37.700 --> 3:39:05.700]  Visit FoodShortageUSA.com
[3:39:05.700 --> 3:39:27.700]  Visit FoodShortageUSA.com
[3:39:27.700 --> 3:39:55.700]  Visit FoodShortageUSA.com
[3:39:55.700 --> 3:40:23.700]  Visit FoodShortageUSA.com
[3:40:23.700 --> 3:40:51.700]  Visit FoodShortageUSA.com
[3:40:51.700 --> 3:41:19.700]  Visit FoodShortageUSA.com
[3:41:19.700 --> 3:41:47.700]  Visit FoodShortageUSA.com
[3:41:47.700 --> 3:42:15.700]  Visit FoodShortageUSA.com
[3:42:15.700 --> 3:42:43.700]  Visit FoodShortageUSA.com
[3:42:43.700 --> 3:43:11.700]  Visit FoodShortageUSA.com
[3:43:11.700 --> 3:43:39.700]  Visit FoodShortageUSA.com
[3:43:39.700 --> 3:44:07.700]  Visit FoodShortageUSA.com
[3:44:07.700 --> 3:44:35.700]  Visit FoodShortageUSA.com
[3:44:35.700 --> 3:45:03.700]  Visit FoodShortageUSA.com
[3:45:03.700 --> 3:45:31.700]  Visit FoodShortageUSA.com
[3:45:31.700 --> 3:45:59.700]  Visit FoodShortageUSA.com
[3:45:59.700 --> 3:46:27.700]  Visit FoodShortageUSA.com
[3:46:27.700 --> 3:46:55.700]  Visit FoodShortageUSA.com
[3:46:55.700 --> 3:47:23.700]  Visit FoodShortageUSA.com
[3:47:23.700 --> 3:47:51.700]  Visit FoodShortageUSA.com
[3:47:51.700 --> 3:48:19.700]  Visit FoodShortageUSA.com
[3:48:19.700 --> 3:48:47.700]  Visit FoodShortageUSA.com
[3:48:47.700 --> 3:49:15.700]  Visit FoodShortageUSA.com
[3:49:15.700 --> 3:49:43.700]  Visit FoodShortageUSA.com
[3:49:43.700 --> 3:50:11.700]  Visit FoodShortageUSA.com
[3:50:11.700 --> 3:50:39.700]  Visit FoodShortageUSA.com
[3:50:39.700 --> 3:51:07.700]  Visit FoodShortageUSA.com
[3:51:07.700 --> 3:51:29.700]  Visit FoodShortageUSA.com
[3:51:29.700 --> 3:51:57.700]  Visit FoodShortageUSA.com
