[00:00:02.153 --> 00:00:03.114]  It's happened.
[03:30:04.163 --> 03:30:09.129]  Marine Corps veteran and Medal of Honor recipient, decided to open his mouth and tweet this out.
[03:30:09.129 --> 03:30:12.913]  If real Donald Trump wants to be Commander-in-Chief, he needs to act like one.
[03:30:12.913 --> 03:30:16.397]  And that can't start until he apologizes to the cons.
[03:30:16.397 --> 03:30:18.780]  And we all know that the cons are a con job.
[03:30:18.780 --> 03:30:19.701]  They support the fact
[03:30:19.741 --> 03:30:27.085]  The fact that his son, Captain Khan, voluntarily joined the military and fought radical Islamic terrorism and died.
[03:30:27.085 --> 03:30:31.027]  The same kind of people that Mr. Khan wants to bring into this country.
[03:30:31.027 --> 03:30:33.348]  What do you stand for, Dakota Meyer?
[03:30:33.348 --> 03:30:37.731]  I do respect the things you've done, but this, this tweet, is ridiculous.
[03:30:37.731 --> 03:30:45.935]  And the fact that now Hillary Clinton is using it to politicize her campaign to smear Donald Trump is completely and totally disgusting.
[03:30:46.255 --> 03:30:48.837]  All of the military is watching this right now.
[03:30:48.837 --> 03:30:49.958]  Our eyes are open.
[03:30:49.958 --> 03:30:50.959]  What are you going to do?
[03:30:50.959 --> 03:30:53.020]  Are you going to do the right thing and take that down?
[03:30:53.020 --> 03:30:57.544]  Or are you going to sit there and actually help out the most corrupt person ever?
[03:30:57.544 --> 03:31:01.327]  Hillary for Prison, Joe Biggs, Infowars.com, and I'm pissed off.
[03:31:01.627 --> 03:31:02.147]  Not a group.
[03:31:02.147 --> 03:31:03.589]  You developed Living Defense for us.
[03:31:03.589 --> 03:31:04.910]  It took you over a year to do it.
[03:31:04.910 --> 03:31:06.130]  Why is this so good?
[03:31:06.130 --> 03:31:11.394]  Because people are actually waking up to the problem that pretty much scares me the most.
[03:31:11.394 --> 03:31:24.945]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[03:31:24.945 --> 03:31:26.306]  Right now with all the refugees,
[03:31:27.086 --> 03:31:28.728]  Uh, spreading disease around.
[03:31:28.728 --> 03:31:31.312]  We have biological warfare going on everywhere.
[03:31:31.312 --> 03:31:32.614]  These are all parasites.
[03:31:32.614 --> 03:31:33.715]  Tell us about all the stuff that's in it.
[03:31:33.715 --> 03:31:35.057]  There's so many things that are in it.
[03:31:35.057 --> 03:31:39.563]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[03:31:39.563 --> 03:31:42.707]  I recommend doing a parasite cleanse at least twice a year.
[03:31:42.827 --> 03:31:45.850]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[03:31:45.850 --> 03:31:46.931]  It just came back in yesterday.
[03:31:46.931 --> 03:31:48.872]  Living Defense, Infowarslife.com.
[03:31:48.872 --> 03:31:49.893]  And folks, you can't lose.
[03:31:49.893 --> 03:31:52.575]  It's full of stuff that's great for your body, period.
[03:31:52.575 --> 03:31:55.858]  And you support the broadcast, Infowarslife.com.
[03:31:55.858 --> 03:31:58.100]  Thank you, Dr. Group from the Global Healing Center.
[03:31:58.100 --> 03:32:00.062]  Thank you so much for all your work, sir, on this great product.
[03:32:01.365 --> 03:32:07.910]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[03:32:07.910 --> 03:32:11.132]  Dr. Grip, it took years for you to develop DNA Force for us.
[03:32:11.132 --> 03:32:16.737]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[03:32:16.737 --> 03:32:22.841]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[03:32:22.841 --> 03:32:26.124]  Telomeres are the little cups on the end of our chromosomes.
[03:32:26.124 --> 03:32:27.565]  And when it runs out, you start dying?
[03:32:27.765 --> 03:32:32.086]  We chose the PQQ because it has over 175 different clinical trials.
[03:32:32.086 --> 03:32:35.027]  It's one of the most effective substances in the world.
[03:32:35.027 --> 03:32:36.688]  It works like an antioxidant.
[03:32:36.688 --> 03:32:40.129]  It works to repair nerve growth factor.
[03:32:40.129 --> 03:32:42.729]  So this is a formula to deliver the maximum amount.
[03:32:42.729 --> 03:32:43.790]  It's in powder form.
[03:32:43.790 --> 03:32:46.671]  We have so many five-star reviews.
[03:32:46.671 --> 03:32:47.391]  I take this.
[03:32:47.391 --> 03:32:49.191]  This is the product that I take.
[03:32:49.191 --> 03:32:51.172]  Infowarslife.com and the profit we make.
[03:32:51.992 --> 03:32:52.773]  We fight the Globals.
[03:32:52.773 --> 03:32:53.934]  We fight the New World Order.
[03:32:53.934 --> 03:32:58.097]  Secure your DNA Force today at InfoWarsLive.com or call toll free 888-253-3139.
[03:33:15.427 --> 03:33:16.568]  Big Brother.
[03:33:16.568 --> 03:33:18.349]  Mainstream media.
[03:33:18.349 --> 03:33:20.290]  Government cover-ups.
[03:33:20.290 --> 03:33:21.951]  You want to stop tyranny?
[03:33:21.951 --> 03:33:23.612]  Well, so does he.
[03:33:23.612 --> 03:33:28.155]  Live from the InfoWars.com studios, it's Alex Jones.
[03:33:33.450 --> 03:33:34.532]  Welcome back to the Alex Jones Show.
[03:33:34.532 --> 03:33:35.192]  I'm David Knight.
[03:33:35.192 --> 03:33:39.498]  We're going to be talking to a gentleman with Brilloin Energy.
[03:33:39.498 --> 03:33:40.760]  This is Robert George.
[03:33:40.760 --> 03:33:42.642]  This is a company that is in Berkeley, California.
[03:33:42.642 --> 03:33:49.772]  We're going to talk about what's been commonly known as cold fusion, but is also known as low energy nuclear reactions.
[03:33:49.772 --> 03:33:50.974]  Before we do, real quickly,
[03:33:51.494 --> 03:33:56.596]  I want to play again these clips that we just got from Hillary Clinton, one of them where she comes out.
[03:33:56.596 --> 03:34:00.078]  Of course, everything that she does is very focus group tested.
[03:34:00.078 --> 03:34:06.781]  It's all put out on the teleprompter, but she had a couple of major gaffes today, actually kind of funny, about taxes and her husband.
[03:34:06.781 --> 03:34:08.762]  Let's play those two clips real quickly.
[03:34:08.762 --> 03:34:15.645]  Of course, I hope you will compare what I'm proposing to what my opponent is talking about.
[03:34:18.197 --> 03:34:24.442]  We're going to write fairer rules for the middle class, and we are going to raise taxes on the middle class!
[03:34:24.442 --> 03:34:24.843]  Yay!
[03:34:24.843 --> 03:34:28.186]  Let's raise taxes on the middle class.
[03:34:28.186 --> 03:34:29.667]  Yeah, that's kind of interesting.
[03:34:29.667 --> 03:34:39.515]  But you know, one of the most interesting things that she said this week when confronted about this information, you know, when she gets her Nixon on, we've got Obama essentially getting on his
[03:34:40.851 --> 03:34:41.512]  I don't know.
[03:34:57.242 --> 03:35:05.869]  And the circumstances under which it was done, and the fact that we've now had one of the hostages say, hey, we had to wait for about 20 hours before the plane with the cash arrived.
[03:35:05.869 --> 03:35:10.192]  They didn't say the plane had cash, but they said if that plane doesn't get here, you're not leaving.
[03:35:10.192 --> 03:35:11.273]  Okay?
[03:35:11.273 --> 03:35:16.657]  So all of that harkens back to essentially a ransom situation.
[03:35:16.657 --> 03:35:20.280]  It harkens back, really, going back to the Iran-Contra situation.
[03:35:20.280 --> 03:35:22.081]  That's why history is so important, isn't it?
[03:35:22.810 --> 03:35:25.871]  You know, we've seen this kind of situation going on for quite some time.
[03:35:25.871 --> 03:35:36.834]  You know, Ken Starr didn't really want to get involved in what was going on in Mina, Arkansas with the Clintons, because there are also hints of what was going on with Reagan and Bush with Iran-Contra.
[03:35:36.834 --> 03:35:40.315]  So, as we look at history, they use the same techniques.
[03:35:40.315 --> 03:35:41.556]  They have the same M.O.s.
[03:35:41.556 --> 03:35:42.456]  It repeats itself.
[03:35:43.410 --> 03:35:47.633]  But the other thing that we try to cover in these broadcasts is what's happening with technology.
[03:35:47.633 --> 03:35:57.099]  And that's why we have Mr. Robert George from Berlowen Energy talking to us, because it's technology that is also disrupting our lives.
[03:35:57.099 --> 03:36:05.824]  We see a familiar pattern with history, but that pattern can be broken in a very disruptive way when we have certain types of technology coming in.
[03:36:05.824 --> 03:36:07.906]  And just to give you an idea of what's going on, he sent us
[03:36:08.366 --> 03:36:13.237]  A Defense Intelligence Agency analysis, an unclassified analysis a couple years ago.
[03:36:15.206 --> 03:36:37.279]  Of where LENR is, Low Energy Nuclear Reactions, and what they said was, this is the DIA, they said it can produce nuclear origin energy at room temperatures and this disruptive technology could revolutionize energy production and storage since nuclear reactions release millions of times more energy per unit mass than any other known chemical fuel.
[03:36:37.279 --> 03:36:40.421]  For example, and they give this in their closing argument, they say,
[03:36:41.281 --> 03:36:47.449]  Nuclear fusion releases 10 million times more energy per unit mass than does liquid transportation fuel.
[03:36:47.449 --> 03:36:50.733]  In other words, gasoline or jet fuel or something like that.
[03:36:50.733 --> 03:36:52.516]  And they say, because this is the U.S.
[03:36:52.516 --> 03:36:54.538]  government and the military looking at this, since the U.S.
[03:36:54.538 --> 03:36:58.483]  military is the largest user of liquid fuel for transportation,
[03:36:59.264 --> 03:37:00.405]  Thank you for having me.
[03:37:24.261 --> 03:37:33.065]  Let's talk a little bit about the history here, because a lot of people have heard about coal fusion, and I guess we could say it's kind of become the Rodney Dangerfield of physics.
[03:37:33.065 --> 03:37:35.066]  It gets no respect, okay?
[03:37:35.066 --> 03:37:39.289]  Because when it first came out in 1989, you had this chemical reaction.
[03:37:39.289 --> 03:37:41.009]  They didn't know what was happening with it.
[03:37:41.009 --> 03:37:42.830]  There was some unexplained effects.
[03:37:42.830 --> 03:37:46.152]  So the big issue was, was it chemical or was it nuclear?
[03:37:46.212 --> 03:37:51.136]  They had no theory to explain it, so they basically have been having this argument for quite some time.
[03:37:51.136 --> 03:38:00.722]  Give us a little bit of the history of this so people understand how this has developed over the last 30 some odd years and where we are today.
[03:38:00.722 --> 03:38:01.883]  Absolutely.
[03:38:01.883 --> 03:38:08.048]  When Pons and Fleischmann first introduced it in 89, the Department of Energy was about to release $800 million for fusion energy research.
[03:38:13.513 --> 03:38:20.077]  And they decided to hold it up because ColdFusion, which was a misnomer at the time, was introduced.
[03:38:20.077 --> 03:38:26.862]  And they said, well, you need to investigate this before we release the money to find out if it's legitimate.
[03:38:26.862 --> 03:38:37.349]  And the ones they asked to evaluate it were MIT and Caltech and Texas A&M to verify or invalidate the technology.
[03:38:38.089 --> 03:38:44.722]  Because these people were Hot Fusion advocates, so they had different technologies, competing technologies that they wanted to go out.
[03:38:45.715 --> 03:38:48.056]  They did.
[03:38:48.056 --> 03:38:53.820]  They were all hot fusion physicists that were waiting for their budgets to be approved.
