[00:00:06.096 --> 00:00:09.438]  Friday, November 25th, 2022.
[03:34:55.845 --> 03:35:16.317]  You gotta have a safe place for your assets outside the dollar, but do your own research, do your own homework, talk to your own financial advisors, get informed, because the reason I even mention this today is because depending on how this election goes and whether the radical leftists and the Biden regime are going to try to carry out some kind of false flag operation after this, there could be violence that they set into motion
[03:35:17.037 --> 03:35:29.903]  There could be a lot of instability following this, and I've even predicted there could be attacks against America's infrastructure, such as false flag cyber attacks on the banking and financial system following this election.
[03:35:29.903 --> 03:35:34.085]  Remember, as I said, when Americans reject the regime,
[03:35:34.765 --> 03:35:45.029]  The regime will punish Americans in the same way that America punished Germany by destroying the Nord Stream pipelines, which provide energy to Germany and Western Europe.
[03:35:45.029 --> 03:35:52.673]  The same regime is willing to carry out acts of terrorism against the domestic infrastructure in America that keeps this country running.
[03:35:53.593 --> 03:35:55.735]  Keep those things in mind.
[03:35:55.735 --> 03:36:06.702]  All right, now we're going to bring in James White from Northwest Liberty News, and he is a host on my platform as well, and I just know that he's a really well-informed guy.
[03:36:06.702 --> 03:36:07.403]  Welcome, James.
[03:36:07.403 --> 03:36:09.424]  It's great to have you on.
[03:36:09.424 --> 03:36:10.705]  Mike, thanks for having me on the broadcast.
[03:36:10.705 --> 03:36:13.748]  I appreciate you, and I appreciate the folks over at Infowars.
[03:36:13.748 --> 03:36:14.188]  Thanks so much.
[03:36:15.273 --> 03:36:16.653]  Yeah, absolutely.
[03:36:16.653 --> 03:36:19.674]  You're online here with the best of the best.
[03:36:19.674 --> 03:36:24.235]  I mean, InfoWars has been leading this charge for two years to take America back.
[03:36:24.235 --> 03:36:30.596]  But give us your estimate right now, James, of where you think we stand based on the news that you've heard this morning.
[03:36:30.596 --> 03:36:33.336]  I think you already broadcast your own show just about an hour ago.
[03:36:33.336 --> 03:36:36.217]  So what can you tell us?
[03:36:36.217 --> 03:36:37.697]  So here's what I think is going on, Mike.
[03:36:37.697 --> 03:36:42.058]  I think that the 2020 election, I think they tried to do the steal.
[03:36:42.879 --> 03:36:43.140]  Sort of
[03:37:02.243 --> 03:37:06.745]  They're not going to have any confidence at all in the vote that they're going to try to get into the courts.
[03:37:06.745 --> 03:37:09.986]  I think that's really one of the only things they have left, is to try to get it to the courts.
[03:37:09.986 --> 03:37:12.926]  And you saw this Fetterman guy that's going against Oz.
[03:37:12.926 --> 03:37:18.588]  He said that before the ballot boxes were even open.
[03:37:18.588 --> 03:37:21.449]  He's already talking about bringing up lawsuits.
[03:37:21.449 --> 03:37:22.469]  I think that's what they're going to do.
[03:37:22.469 --> 03:37:24.630]  I think they're going to use lawfare, which is what they do a lot.
[03:37:25.703 --> 03:37:33.848]  Yeah, Fetterman said that he thought he was going to have some miraculous comeback today, which is, I think, just code words for incredible cheating.
[03:37:33.848 --> 03:37:40.852]  I mean, after that debate between Fetterman and Oz, how could any rational person vote for Fetterman at all?
[03:37:40.852 --> 03:37:43.274]  I mean, I feel sorry for the guy.
[03:37:43.274 --> 03:37:44.895]  He needs medical assistance.
[03:37:44.895 --> 03:37:48.297]  He needs time to recover and heal from his stroke, but he is not
[03:37:48.957 --> 03:37:54.480]  of the state of mind with proper cognition to be able to represent the American people in the United States Senate.
[03:37:54.480 --> 03:37:59.723]  Clearly, Dr. Oz is the straightforward choice in that role.
[03:37:59.723 --> 03:38:01.604]  Now, Oz is leading in the polls, though.
[03:38:01.604 --> 03:38:07.447]  Do you think, James, that they can cheat enough to overcome that lead?
[03:38:07.447 --> 03:38:09.007]  But yeah, I think they can.
[03:38:09.007 --> 03:38:11.429]  I mean, I think they're going to try.
[03:38:11.429 --> 03:38:13.930]  That is, again, Mike, I don't believe that
[03:38:14.944 --> 03:38:20.326]  For years and years, I don't believe that some of these people that are in power now would have gotten that got in power unless they cheated.
[03:38:20.326 --> 03:38:24.328]  I think they've been doing it for a long time, maybe 20 years, I think become very good at it.
[03:38:24.328 --> 03:38:27.269]  I think now I think people are becoming wise.
[03:38:27.269 --> 03:38:33.952]  And I think the whole con is about to crumble, because the people being conned, realize now that they're being conned and the con can't continue.
[03:38:34.572 --> 03:38:35.073]  We're good to go.
[03:38:49.815 --> 03:38:50.676]  Yeah, we had some issues.
[03:38:50.676 --> 03:38:51.857]  Yeah, huge trouble.
[03:38:51.857 --> 03:39:00.985]  As many as 20% of the machines in some districts are being reported as not scanning some ballots and, you know, guess whose ballots they won't scan properly, right?
[03:39:00.985 --> 03:39:02.547]  It's not hard to figure that out.
[03:39:02.547 --> 03:39:06.730]  But... Well, we've got other news here that... Go ahead, Mike.
[03:39:06.730 --> 03:39:07.331]  No, no, you got it.
[03:39:08.317 --> 03:39:16.102]  I didn't realize I had Roger Roots on earlier on my second hour and he has ran under the Libertarian Party here in Montana several times.
[03:39:16.102 --> 03:39:19.624]  He usually gets about three or four percent of the vote when he runs.
[03:39:19.624 --> 03:39:24.187]  We have a candidate here, John Lamb, here in Montana running for U.S.
[03:39:24.187 --> 03:39:24.527]  Congress.
[03:39:25.167 --> 03:39:29.949]  In polling, he is getting 21% of the vote with the youth.
[03:39:29.949 --> 03:39:33.650]  They did a youth poll in the schools.
[03:39:33.650 --> 03:39:33.890]  21%.
[03:39:33.890 --> 03:39:37.031]  I talked to Roger, who is, again, a constitutional lawyer.
[03:39:37.031 --> 03:39:43.293]  He said that no libertarian candidate has ever got over 12% ever in any election, any state.
[03:39:43.293 --> 03:39:52.576]  This could be literally nationwide national news here in Montana if this libertarian candidate gets more than 12% and it looks like he's going to.
[03:39:53.502 --> 03:40:01.106]  So is it understood that most of those youth votes would otherwise be Democrat votes, if not for this Libertarian candidate?
[03:40:01.106 --> 03:40:02.686]  Well, there were Democrats.
[03:40:02.686 --> 03:40:05.408]  There was Ryan Zinke is one of the other guys running.
[03:40:05.408 --> 03:40:07.209]  He's running, and there's also a Democrat running.
[03:40:07.209 --> 03:40:09.910]  They had all three of those folks on the list.
[03:40:09.910 --> 03:40:13.752]  And the Democrat did get quite a few votes among the younger children.
[03:40:13.752 --> 03:40:16.473]  But it's really notable that the Libertarian got
[03:40:17.424 --> 03:40:17.585]  Well,
[03:40:28.241 --> 03:40:31.782]  Now, that can work for or against the GOP, by the way.
[03:40:31.782 --> 03:40:37.724]  Libertarians can often take votes away from the GOP in other races.
[03:40:37.724 --> 03:40:41.024]  We just have to watch this very carefully for the rigging.
[03:40:41.024 --> 03:40:50.487]  Now, I believe your theory is that then the Democrats are going to be able to rig this at such a large level that they force court cases over this, which will drag out
[03:40:51.147 --> 03:41:03.234]  The certification of the results, potentially from days or weeks, but then the courts themselves are often rigged by partisan left-wing Democrats who will not follow the law.
[03:41:03.234 --> 03:41:04.915]  Is that your contention?
[03:41:04.915 --> 03:41:15.161]  And by the way, didn't the Pennsylvania Supreme Court recently rule that certain ballots cannot be counted, but it seems like in the county districts they're going to ignore the Supreme Court of the state?
[03:41:15.161 --> 03:41:15.761]  What's your take?
[03:41:18.197 --> 03:41:18.957]  It's lawlessness.
[03:41:18.957 --> 03:41:27.624]  I mean, here in Montana, for example, we had election bills that were passed by the legislature, signed by the governor, right?
[03:41:27.624 --> 03:41:34.188]  And they sent to the Supreme Court, and they overturned the election that would have strengthened the election integrity here in Montana.
[03:41:34.188 --> 03:41:36.390]  It was overturned by the Supreme Court.
[03:41:36.830 --> 03:41:42.412]  And what frustrates me and a lot of other people here, Mike, is we're supposed to have three co-equal branches of government.
[03:41:42.412 --> 03:41:51.956]  So we had two of the three branches here in Montana, the legislative branch and the executive branch, both were on board with these bills that would have protected voting in Montana.
[03:41:51.956 --> 03:41:57.138]  It gets kicked over to the Supreme Court, the other apparent co-equal branch, and they squash the whole thing.
[03:41:57.698 --> 03:42:03.003]  So, something has to be done here, not only here in Montana, but across the country with the court system.
[03:42:03.003 --> 03:42:10.789]  It's absolutely corrupt and not all judges want to paint a wide brush, but a lot of them, sadly, in key positions, too.
[03:42:10.789 --> 03:42:12.291]  That's the bad part.
[03:42:12.291 --> 03:42:15.694]  But is this perhaps a strategy by Democrats to try to provoke
[03:42:16.527 --> 03:42:16.907]  I think so.
[03:42:42.222 --> 03:42:44.144]  Well, I mean, that depends upon the sheriffs, Mike.
[03:42:44.144 --> 03:42:45.486]  You know, I've had, you know, Sheriff Mack.
[03:42:45.486 --> 03:42:47.548]  I've had Sheriff Mack on my program many times.
[03:42:47.548 --> 03:42:49.950]  We have some constitutional sheriffs here in Montana.
[03:42:49.950 --> 03:42:51.432]  But it just really comes down to the sheriffs.
[03:42:51.432 --> 03:42:52.233]  We're going to break, James.
[03:42:52.233 --> 03:42:53.394]  Sorry to cut you off.
[03:42:53.394 --> 03:42:53.774]  Stay with us.
[03:42:53.774 --> 03:42:55.997]  We'll be right back after this break with more coverage straight ahead.
[03:42:56.516 --> 03:42:58.657]  Thanksgiving 2022 is here.
[03:42:58.657 --> 03:43:01.339]  We've got the biggest sale of the year going right now.
[03:43:01.339 --> 03:43:07.123]  Now, the good news is I'm going to extend this sale up to 60% off right through Christmas.
[03:43:07.123 --> 03:43:11.646]  The bad news is by Christmas, almost every product in the store will be sold out.
[03:43:11.646 --> 03:43:13.727]  We won't get more for months and months and months.
