[00:00:03.010 --> 00:00:18.191]  InfoWars has been banned.
[03:17:29.033 --> 03:17:33.435]  Then this week, one of the nation's leading infectious disease experts did.
[03:17:33.435 --> 03:17:39.037]  Dr. Anthony Fauci mentioned vitamin D during an Instagram Live with actress Jennifer Garner.
[03:17:39.037 --> 03:17:46.140]  If you are deficient in vitamin D, that does have an impact on your susceptibility to infection.
[03:17:46.140 --> 03:17:50.142]  But now Fauci's saying, oh wait, okay, we'll drop the charges.
[03:17:50.142 --> 03:17:51.103]  Fauci's God.
[03:17:51.103 --> 03:17:53.544]  So Fauci's God, Bill Gates is God, the U.N.'
[03:17:53.524 --> 03:17:53.864]  's God.
[03:17:55.131 --> 03:17:56.712]  None of us have any rights.
[03:17:56.712 --> 03:18:03.777]  But now even the UN's head envoy for global COVID-19 response comes out and says, we've got to stop this.
[03:18:03.777 --> 03:18:06.259]  This is causing millions to die already.
[03:18:06.259 --> 03:18:07.980]  Hundreds of millions are going to die.
[03:18:07.980 --> 03:18:13.304]  And it's already going to be devastating, de-de-de-de-devastating to our economy.
[03:18:13.304 --> 03:18:13.805]  It's going to put...
[03:18:14.625 --> 03:18:15.766]  Millions of people out of work.
[03:18:15.766 --> 03:18:18.188]  It's going to bankrupt tens of millions in the Western world.
[03:18:18.188 --> 03:18:20.551]  But the third world, it's already a death sentence.
[03:18:20.551 --> 03:18:21.792]  Millions are already dead.
[03:18:21.792 --> 03:18:27.878]  And I want the left and the Democrats and Fauci and Gates to know, we know they're behind it.
[03:18:27.878 --> 03:18:29.959]  So they can be discredited and exposed for
[03:18:31.072 --> 03:18:33.075]  The progenitors of the Nazis.
[03:18:33.075 --> 03:18:34.657]  They're not sons of the Nazis.
[03:18:34.657 --> 03:18:36.419]  They're not neo-Nazis.
[03:18:36.419 --> 03:18:37.581]  They're not Nazis.
[03:18:37.581 --> 03:18:42.608]  They're the Eugenics Global Scientific Control Freak cult that the Nazis were just a spinoff of.
[03:18:42.608 --> 03:18:46.253]  I've got some bad news for you, then I've got some really bad news, then I've got some good news.
[03:18:47.418 --> 03:18:55.681]  The bad news is, even if Trump gets re-elected, they're going to still trigger attempts at martial law, medical lockdowns, race riots, and a depression.
[03:18:55.681 --> 03:18:56.521]  That's the globalists.
[03:18:56.521 --> 03:18:58.662]  They're trying to bring America to our knees.
[03:18:58.662 --> 03:19:13.288]  Now, if Trump doesn't get elected, they're still planning to bring us to our knees and really try to break our will and bring us into a super intense depression, total control, and like Australia's already doing, rounding up and arresting people that criticize what the left are doing.
[03:19:13.968 --> 03:19:15.029]  That's the really bad news.
[03:19:15.029 --> 03:19:22.574]  The good news is, this has triggered people out of their sleep all over the world, and the resistance is mounting, and the globalists are panicking.
[03:19:22.574 --> 03:19:26.757]  So, bottom line, we're in the fight, we're starting to win, but it's serious.
[03:19:26.757 --> 03:19:29.239]  So, pray to God for a global awakening.
[03:19:29.239 --> 03:19:32.882]  Support InfoWars, spread the word, and buy products at InfoWarsTore.com.
[03:19:32.882 --> 03:19:36.905]  Literally, we're having an emergency keep InfoWars sale happening right now.
[03:19:36.905 --> 03:19:38.986]  Please visit InfoWarsTore and keep us on air.
[03:19:38.986 --> 03:19:39.467]  Thank you so much.
[03:19:43.649 --> 03:19:48.317]  I've got some really important, and quite frankly, bad news for you.
[03:19:48.317 --> 03:19:53.807]  We've confirmed from high-level sources in our own research that if Joe Biden is able to steal the election, then they're going to really try to do it.
[03:19:53.807 --> 03:19:54.468]  They're that crazy.
[03:19:55.307 --> 03:19:59.869]  They intend to not just shut down Infowars, but have yours truly Alex Jones arrested.
[03:19:59.869 --> 03:20:01.290]  Here's the really bad news.
[03:20:01.290 --> 03:20:11.114]  They're coming after everybody and they're coming after the economy and they want to totally gut it and punish Americans for supporting Donald Trump and repudiating Hollywood and all the trash.
[03:20:11.114 --> 03:20:12.734]  But here's the really good news.
[03:20:12.734 --> 03:20:13.935]  The really good news.
[03:20:13.935 --> 03:20:15.796]  Humanity is awakening to this threat.
[03:20:16.556 --> 03:20:28.563]  We're no longer asleep and we understand that the globals are our mortal enemies and we fundamentally understand that they're trying to end our nation and the free market and our Judeo-Christian roots forever.
[03:20:28.563 --> 03:20:42.611]  That's why we must come together now as Americans of a race, color and creed and repudiate the new world order and stand firm and vote for Donald Trump, but also the information war, support independent media that tells the truth like InfoWars.com.
[03:20:42.611 --> 03:20:42.951]  Thank you.
[03:20:43.749 --> 03:20:59.681]  If you pay close attention to what big tech is actually saying, and more importantly, what they're actually doing, when they shut down the Hunter Biden laptop story, that was a test to see if they could work in concert to totally suppress information.
[03:20:59.681 --> 03:21:06.846]  Because they've also been on record saying, coming up on election day and thereafter, they're not going to let anyone but, quote, authoritative sources.
[03:21:06.846 --> 03:21:09.068]  I mean, CNN, New York Times, what a joke.
[03:21:09.668 --> 03:21:12.649]  Come out and say who the real winner is.
[03:21:12.649 --> 03:21:23.815]  That way they can contest the election even though Trump's declared winner, hold everything up to the ballots, then cause a constitutional crisis, call for secession, and have the UN come in and declare the election for Biden.
[03:21:23.815 --> 03:21:26.096]  This is what John Podesta and others are on record saying.
[03:21:26.636 --> 03:21:40.136]  And so when you see them in concert censoring something like the Hunter Biden laptop story, that is a drill, that is a test to get all their systems ready, but also to condition the public that big tech works in unison to suppress speech and information.
[03:21:40.136 --> 03:21:41.838]  This is election meddling 101.
[03:21:41.838 --> 03:21:42.719]  This is illegal.
[03:21:43.400 --> 03:21:50.385]  It was in the Telecommunications Act of 1996 that all new cell phones would track your GPS location.
[03:21:50.385 --> 03:21:55.828]  I read from the federal law and listeners couldn't believe me because that was un-American.
[03:21:55.828 --> 03:22:12.560]  Now the media admits that almost every app and every company that are on Apple and on Droids don't just track your location, but your surfing history, where you go, who you talk to, your relationships, and they all share the data with each other of what you're doing on the apps as well,
[03:22:13.080 --> 03:22:25.168]  Including having apps turn on and listen to what you're saying, just like Siri or Alexa do, and including databases, transcripts of everything you say into those systems to be saved forever.
[03:22:25.168 --> 03:22:30.411]  Your phone is spying on you and companies are generating secret surveillance scores based on information.
[03:22:30.411 --> 03:22:33.533]  This is the Global Chinese Communist Social Credit Score.
[03:22:33.533 --> 03:22:40.338]  Get your protection privacy pockets at InfoWarstore.com and cut Big Brother off dead in his filthy tracks.
[03:22:40.338 --> 03:22:41.519]  InfoWarstore.com.
[03:22:46.627 --> 03:22:49.328]  You're listening to The Alex Jones Show.
[03:22:49.328 --> 03:23:06.691]  I want this to sink in on this Tuesday, September 22nd.
[03:23:06.691 --> 03:23:11.992]  And it's just a time to have our heads screwed on straight and to get on our knees to God.
[03:23:11.992 --> 03:23:13.932]  Because this is the big one, ladies and gentlemen.
[03:23:16.938 --> 03:23:19.941]  We are not living in normal times.
[03:23:19.941 --> 03:23:21.102]  We're living in the year 2020.
[03:23:21.102 --> 03:23:30.610]  But I'll tell you this, we're living in such an incredibly amazing and thought-provoking and dangerous time.
[03:23:30.610 --> 03:23:42.279]  There was a film made in the early 1990s that described exactly what's happening, but it condensed it down to something very simple.
[03:23:42.279 --> 03:23:43.681]  So that it happened very quickly.
[03:23:46.903 --> 03:23:48.564]  There's a real weapon.
[03:23:48.564 --> 03:23:53.108]  Takes its time so you never know it hit you.
[03:23:53.108 --> 03:23:57.711]  That way you don't see it creeping up.
[03:23:57.711 --> 03:24:01.494]  Because we knew this was coming down.
[03:24:01.494 --> 03:24:06.798]  We knew what they were planning.
[03:24:06.798 --> 03:24:11.602]  And now we're sure of it.
[03:24:11.602 --> 03:24:14.845]  They are gonna scuttle the whole country and bring it down.
[03:24:18.331 --> 03:24:22.472]  It's just that simple.
[03:24:22.472 --> 03:24:26.674]  Because where this AI is taking us is a nightmare situation.
[03:24:26.674 --> 03:24:31.936]  But they are going to try, execute their operation, even though we're aware of it.
[03:24:31.936 --> 03:24:32.876]  They don't care.
[03:24:32.876 --> 03:24:37.738]  This is a doomsday scenario.
[03:24:37.738 --> 03:24:45.000]  By the way, you know what the Pentagon back in the 70s called this satellite grid, hooked into the internet, tracking everything you do?
[03:24:45.000 --> 03:24:46.141]  They called it Skynet.
[03:24:49.286 --> 03:24:53.229]  And we cannot sit here and let them do it.
[03:24:53.229 --> 03:25:02.956]  Because this country is two minutes from destruction, total annihilation, and war in the streets, and everything we've built flushed down the toilet.
[03:25:02.956 --> 03:25:04.457]  There's red fire in the sky.
[03:25:04.457 --> 03:25:16.446]  To try to exterminate humanity, the technology that they have deployed and developed to replace us, we're accepting Skynet and the AI system in.
[03:25:19.145 --> 03:25:22.928]  I've said it before and I'll say it again.
[03:25:22.928 --> 03:25:24.430]  Resistance is victory.
[03:25:24.430 --> 03:25:34.778]  That simple, initial decision to stand up and to get involved and to take action is the most important decision you can make in the fight for freedom and human dignity.
[03:25:34.778 --> 03:25:37.501]  Do you understand that, Soros?
[03:25:37.501 --> 03:25:41.384]  You think you're gonna have this fight and have robots win it?
[03:25:41.384 --> 03:25:41.504]  No!
[03:25:42.916 --> 03:25:48.306]  I say to you, your technocracy is dead on arrival!
[03:25:48.306 --> 03:25:52.493]  We are in charge of the planet!
[03:25:52.493 --> 03:25:53.735]  You pathetic maggot!
[03:25:59.204 --> 03:26:03.425]  InfoWars has delivered, because you have delivered.
[03:26:03.425 --> 03:26:10.467]  InfoWars is organic, pro-human resistance to the globalist takeover and to Satan's plan to kill humanity.
[03:26:10.467 --> 03:26:11.688]  This is real.
[03:26:11.688 --> 03:26:14.349]  You can see Bill Gates announcing he owns your body.
[03:26:14.349 --> 03:26:17.489]  You can see the globalists announcing they own your family.
[03:26:17.489 --> 03:26:22.251]  The good news is, for every action there's an opposite and equal reaction, and you are that reaction.
[03:26:22.931 --> 03:26:26.033]  So understand, you are not supporters of the Infowar.
[03:26:26.033 --> 03:26:27.874]  You're not calling in to thank me.
[03:26:27.874 --> 03:26:29.394]  You are the Infowar.
[03:26:29.394 --> 03:26:30.415]  You are the resistance.
[03:26:30.415 --> 03:26:32.376]  You are the future!
[03:26:32.376 --> 03:26:37.379]  So now, with 25 days out from the election, spread the word about the broadcast.
[03:26:37.379 --> 03:26:40.600]  Buy the products that support us to stay on air in the face of the enemy.
[03:26:40.600 --> 03:26:42.441]  You kept us in attack formation.
[03:26:42.441 --> 03:26:47.144]  And, pray for us, you do that trifecta, nothing can stop you!
[03:26:47.144 --> 03:26:48.804]  You control your destiny!
[03:26:48.804 --> 03:26:50.005]  You are victory!
[03:26:50.005 --> 03:26:51.086]  Take action now!
[03:27:02.958 --> 03:27:07.819]  Defending the Republic from enemies, foreign and domestic.
[03:27:07.819 --> 03:27:09.760]  It's Alex Jones.
[03:27:09.760 --> 03:27:12.941]  Welcome back to the Alex Jones Show.
[03:27:12.941 --> 03:27:15.501]  I'm your guest host, Jay Dyer.
[03:27:15.501 --> 03:27:17.662]  A bit of a tech issue, but we're back.
[03:27:17.662 --> 03:27:23.503]  I was discussing the new encyclical by Pope Francis, Fratelli Tutti.
[03:27:23.503 --> 03:27:25.024]  That's the real name.
[03:27:25.024 --> 03:27:26.444]  It's not a satire name.
[03:27:27.804 --> 03:27:42.490]  It has nothing to do with the Goonies, but we were talking about how the pay-for-play situation in Ukraine, it's all coming out, it's all in the mainstream now and being censored and being deleted.
[03:27:42.490 --> 03:27:55.675]  And it relates to the new Pope and the Catholic Church due to the fact that the CIA has used the Jesuits as an arm of their power structure ever since the time of Vatican II.
[03:27:56.771 --> 03:28:08.018]  I covered that with the Wim Hof book, David Wim Hof's excellent book on John Courtney Murray and how they utilized the Jesuits for a long time.
