[00:00:18.470 --> 00:00:20.392]  It's Wednesday, November 18th.
[03:24:57.003 --> 03:25:03.564]  And lock down the population and refuse people the right to work.
[03:25:03.564 --> 03:25:05.865]  That is not permitted.
[03:25:05.865 --> 03:25:17.867]  The Constitution and the basic freedoms in it are being trampled every day, every day in states from one end of this country to another.
[03:25:17.867 --> 03:25:26.148]  The principles, the same principles are being spat upon and trampled in countries all over the world every day.
[03:25:27.318 --> 03:25:47.342]  By fascist leaders who are under the gun themselves, who have sold out, who have bribed, been taking bribes, who have been blackmailed, who are under the control of higher-ups in the scheme, in the plan, in the spider's web.
[03:25:47.342 --> 03:25:54.024]  What do you think is happening with governors who are almost unanimously locked down the first time?
[03:25:54.594 --> 03:25:58.736]  And are coming back for more in the U.S.
[03:25:58.736 --> 03:26:05.740]  The federal government just simply says to them, do you want money for the states?
[03:26:05.740 --> 03:26:08.982]  These states are all crooked and bent.
[03:26:08.982 --> 03:26:12.344]  Their budgets are a nightmare.
[03:26:12.344 --> 03:26:16.567]  They're in debt on debt on debt on debt.
[03:26:16.567 --> 03:26:18.728]  California, four years ago,
[03:26:19.503 --> 03:26:23.886]  Unfunded liabilities of 250 billion dollars?
[03:26:23.886 --> 03:26:25.747]  Are you kidding me?
[03:26:25.747 --> 03:26:34.433]  All underwritten by global Goldman Sachs and other big players just to keep California government alive?
[03:26:34.433 --> 03:26:36.575]  And that was before COVID?
[03:26:36.575 --> 03:26:38.876]  Are you kidding me?
[03:26:38.876 --> 03:26:45.140]  These states are bankrupt on bankrupt on bankrupt!
[03:26:45.140 --> 03:26:47.422]  So the federal government officials
[03:26:48.112 --> 03:26:50.613]  Just whisper in the air of the governors.
[03:26:50.613 --> 03:26:52.954]  Do you want state money?
[03:26:52.954 --> 03:26:54.655]  Then lock it down.
[03:26:54.655 --> 03:26:55.855]  Lock it down.
[03:26:55.855 --> 03:27:03.999]  Do you want federal money for your states so you can continue your programs and your theft, etc., etc.?
[03:27:03.999 --> 03:27:08.421]  Otherwise, I mean, then you really do have to shut down the government, right?
[03:27:08.421 --> 03:27:09.921]  The governor said, yeah, yeah, right.
[03:27:09.921 --> 03:27:10.401]  Of course.
[03:27:10.401 --> 03:27:10.842]  Of course.
[03:27:10.842 --> 03:27:11.562]  Yes.
[03:27:11.562 --> 03:27:12.742]  Yes, sir.
[03:27:12.742 --> 03:27:13.303]  Yes, sir.
[03:27:13.303 --> 03:27:16.544]  Well, if you want that federal money, then when?
[03:27:17.216 --> 03:27:19.977]  You hear it's time to lock down.
[03:27:19.977 --> 03:27:22.038]  You're going to lock down.
[03:27:22.038 --> 03:27:22.618]  Yes, sir.
[03:27:22.618 --> 03:27:23.239]  Yes, sir.
[03:27:23.239 --> 03:27:23.779]  Yes, sir.
[03:27:23.779 --> 03:27:25.019]  Yes, sir.
[03:27:25.019 --> 03:27:30.121]  You would like to say it.
[03:27:30.121 --> 03:27:32.362]  Can't say it on the air.
[03:27:32.362 --> 03:27:34.643]  Can't say it on the air.
[03:27:34.643 --> 03:27:37.945]  Mustn't say it on the air.
[03:27:37.945 --> 03:27:39.986]  That's what they are.
[03:27:39.986 --> 03:27:41.966]  That's what they are.
[03:27:41.966 --> 03:27:43.467]  No balls at all.
[03:27:47.113 --> 03:27:50.796]  You and I, we're in this to the end.
[03:27:50.796 --> 03:27:55.599]  We're in this all the way for freedom.
[03:27:55.599 --> 03:27:59.842]  That's what the story is.
[03:27:59.842 --> 03:28:06.166]  So take Dr. Zeke Emanuel.
[03:28:06.166 --> 03:28:07.247]  You take him.
[03:28:07.247 --> 03:28:09.108]  I don't want him.
[03:28:09.108 --> 03:28:16.254]  He's the latest member of Biden's to be coronavirus task force.
[03:28:16.254 --> 03:28:16.914]  He's a doctor.
[03:28:17.654 --> 03:28:24.737]  And in the past, he's made a statement, you know, one of these kind of very casual, elite statements.
[03:28:24.737 --> 03:28:28.719]  I don't see that life after 75 is worth anything.
[03:28:28.719 --> 03:28:43.926]  I, myself, wouldn't take any kind of treatment except palliative treatment for suffering and pain, but not to extend life because I believe that by the time you reach 75, you've lived a full and rich life, and that should be the case for everybody.
[03:28:43.926 --> 03:28:44.746]  It's very simple.
[03:28:44.746 --> 03:28:46.427]  Uh-huh, uh-huh, uh-huh, uh-huh.
[03:28:47.202 --> 03:28:50.184]  He's now on the coronavirus task force.
[03:28:50.184 --> 03:28:52.846]  Does the man even know how old?
[03:28:52.846 --> 03:28:54.087]  Yeah, there he is.
[03:28:54.087 --> 03:28:56.689]  Zeeky, zeeky, weeky, weeky.
[03:28:56.689 --> 03:29:01.252]  Does he even know how old Biden is?
[03:29:01.252 --> 03:29:06.756]  Does he know that just like, remember Soylent Green?
[03:29:06.756 --> 03:29:08.037]  Soylent Green, the movie.
[03:29:08.037 --> 03:29:09.698]  Soylent Green is people.
[03:29:09.698 --> 03:29:13.441]  Well, COVID-19 is old people.
[03:29:13.441 --> 03:29:14.582]  They're killing old people.
[03:29:15.185 --> 03:29:26.973]  They're forcing the premature deaths of old people in nursing homes, long-term facilities, hospitals with ventilators, and in their own homes all over the world.
[03:29:26.973 --> 03:29:30.935]  Millions upon millions of old people.
[03:29:30.935 --> 03:29:41.502]  That's what the statistics will show you that at least half the COVID, so-called COVID deaths are all about.
[03:29:41.502 --> 03:29:42.363]  That's what they are.
[03:29:42.887 --> 03:29:46.109]  COVID-19 is old.
[03:29:46.109 --> 03:29:54.514]  So, well, if I seek Zeke's past statements, then, well, just what would we do?
[03:29:54.514 --> 03:29:57.116]  Just let the bodies stack up.
[03:29:57.116 --> 03:29:59.137]  Who cared?
[03:29:59.137 --> 03:30:01.478]  People have reached the rich old age of 75.
[03:30:01.478 --> 03:30:03.300]  It's time to go on your way.
[03:30:03.300 --> 03:30:11.425]  Well, that's what I would call population reduction.
[03:30:11.425 --> 03:30:11.945]  That's the
[03:30:12.964 --> 03:30:17.047]  Biden Coronavirus Task Force.
[03:30:17.047 --> 03:30:20.430]  You ready for that?
[03:30:20.430 --> 03:30:21.831]  I don't think you are.
[03:30:21.831 --> 03:30:25.374]  I'm not.
[03:30:25.374 --> 03:30:27.435]  Not a chance.
[03:30:27.435 --> 03:30:28.116]  Not a chance.
[03:30:28.116 --> 03:30:32.759]  The people must rise up.
[03:30:32.759 --> 03:30:36.042]  What would happen if, say, a million people gathered in one place?
[03:30:36.042 --> 03:30:39.644]  It could be Washington, D.C., as happened a couple weeks ago.
[03:30:39.644 --> 03:30:41.566]  It could be anywhere.
[03:30:41.566 --> 03:30:42.807]  And what if they decided
[03:30:43.598 --> 03:30:44.078]  To stay.
[03:30:44.078 --> 03:30:46.739]  You know what I'm saying?
[03:30:46.739 --> 03:30:48.020]  Stay.
[03:30:48.020 --> 03:30:51.321]  Establish camps.
[03:30:51.321 --> 03:30:54.602]  At, say, a governor's mansion.
[03:30:54.602 --> 03:30:58.384]  Or the governor of the state's headquarters.
[03:30:58.384 --> 03:30:59.244]  Occupy.
[03:30:59.244 --> 03:31:02.485]  A real occupy.
[03:31:02.485 --> 03:31:11.369]  And what if the real people in charge of that million occupy were women.
[03:31:11.369 --> 03:31:11.769]  Mothers.
[03:31:13.066 --> 03:31:15.148]  We'll have more on this after the break.
[03:31:15.148 --> 03:31:16.429]  Don't go anywhere.
[03:31:39.845 --> 03:31:47.430]  Most of the world submitted to the unconstitutional criminal lockdowns directed by the Communist Chinese and the United Nations.
[03:31:47.430 --> 03:31:57.957]  And now because the slaves have proven themselves to be subservient, the worst Australian models of complete lockdowns where you can't even leave your house for months and months are being announced.
[03:31:57.957 --> 03:32:07.723]  And in Germany, the police are using giant armored tanks with water cannons to blast men, women, and children that protest the fact that Merkel, the dictator, has put them under her control.
[03:32:08.283 --> 03:32:11.544]  That's right, she's been rigging elections for years and years.
[03:32:11.544 --> 03:32:14.465]  And the same thing is coming here to the United States.
[03:32:14.465 --> 03:32:16.005]  This is world government.
[03:32:16.005 --> 03:32:20.687]  In Philadelphia, they've announced four people or more seen together will be arrested.
[03:32:20.687 --> 03:32:22.727]  They're announcing that Christmas is cancelled.
[03:32:22.727 --> 03:32:25.168]  This is what the communist takeover looks like.
[03:32:25.168 --> 03:32:29.049]  To bankrupt you, to take rid of all your due process, and absolutely
[03:32:29.429 --> 03:32:32.576]  Transform the world into a present planet.
[03:32:32.576 --> 03:32:34.780]  How long have we warned you about this?
[03:32:34.780 --> 03:32:36.103]  But you can fight back.
[03:32:36.103 --> 03:32:38.007]  America is the last bastion.
[03:32:38.007 --> 03:32:38.828]  Stop submitting!
[03:32:40.256 --> 03:32:41.437]  Remember Hillary Clinton?
[03:32:41.437 --> 03:32:42.358]  Remember Pelosi?
[03:32:42.358 --> 03:32:43.319]  Remember Bill Clinton?
[03:32:43.319 --> 03:32:44.740]  Remember Obama?
[03:32:44.740 --> 03:32:49.024]  All of them said, we are not going to concede if there's a red mirage.
[03:32:49.024 --> 03:32:53.427]  We believe it's going to look like Trump's going to win in a landslide because they have the internal polls.
[03:32:53.427 --> 03:32:58.291]  And indeed, Trump won most of the states he won last time by an even bigger margin.
[03:32:58.291 --> 03:33:00.754]  And when he was set to win the other ones, they froze.
[03:33:01.514 --> 03:33:07.359]  These seven states on election night, and then they brought in all of the reserve ballots they had.
[03:33:07.359 --> 03:33:08.259]  This is completely transparent.
[03:33:08.259 --> 03:33:11.362]  So when they say that he is president-elect, he's not.
[03:33:11.362 --> 03:33:22.210]  Trump has not conceded, none of the states have certified the vote, and now all these investigations have been opened up, and avalanches, mountains, oceans of election fraud has come out and already been documented.
[03:33:22.210 --> 03:33:25.533]  And in Georgia, officials are on record saying we've already found fraud.
[03:33:26.013 --> 03:33:28.294]  So ladies and gentlemen, the fix is in.
[03:33:28.294 --> 03:33:32.216]  They've run bigger and bigger hoaxes every time, because the last hoax failed.
[03:33:32.216 --> 03:33:36.358]  But now, this is the mother of all hoaxes, and if they get away with this, it's the end of America.
[03:33:36.358 --> 03:33:38.519]  As we know it, we will beat Venezuela.
[03:33:38.519 --> 03:33:39.300]  Infowars.com
[03:33:41.391 --> 03:33:48.215]  The miraculous properties of turmeric have been admired and even worshipped for thousands of years by ancient civilizations.
[03:33:48.215 --> 03:33:52.158]  But with modern science, we know why turmeric is so popular.
[03:33:52.158 --> 03:33:59.162]  Its antioxidant effect, its anti-inflammatory effect, everything it does is simply amazing.
[03:33:59.162 --> 03:34:03.204]  And most turmerics out there are simply food products.
[03:34:03.204 --> 03:34:08.748]  They're 3-5% curcuminoid, but we have body's ultimate turmeric formula.
[03:34:09.648 --> 03:34:09.768]  Yeah.
[03:34:27.102 --> 03:34:27.703]  We're good to go.
[03:34:42.361 --> 03:34:43.522]  It really is simple.
[03:34:43.522 --> 03:34:45.223]  The left are into being deviant.
[03:34:45.223 --> 03:34:47.005]  And I don't mean sexually deviant.
[03:34:47.005 --> 03:34:48.866]  That goes to the territory.
[03:34:48.866 --> 03:34:56.151]  I'm talking about deviant against their ancestors, deviant against their own species, deviant against the order of nature.
[03:34:56.151 --> 03:35:00.915]  Even though that deviance is destructive and poisonous, they still do it because they want to play God.
[03:35:00.915 --> 03:35:03.097]  Everything they touch, they destroy.
[03:35:03.097 --> 03:35:07.840]  Their sacrament is aborting babies and then using their body parts.
[03:35:07.840 --> 03:35:11.343]  Their religion is not taking care of the old, but euthanizing them.
[03:35:11.863 --> 03:35:21.230]  Their whole system is designed for the UN to keep third world countries in serious poverty and poor, ballooning populations and then watching all that new fruit die on the vine.
[03:35:21.230 --> 03:35:25.794]  To continually reproduce the same nightmares over and over and over again.
[03:35:25.794 --> 03:35:27.595]  They truly are the children of Satan.
[03:35:27.595 --> 03:35:28.556]  They are the children of the devil.
[03:35:28.556 --> 03:35:35.802]  And if you look at the slaves that served them, Biden and Kamala Harris, it really is manifest that being a slave of Satan is not profitable.
[03:35:35.802 --> 03:35:37.463]  Sin is not profitable.
[03:35:37.463 --> 03:35:39.685]  I'm Alex Jones and this is the InfoWar.
[03:35:43.681 --> 03:35:54.043]  You're listening to the Alex Jones Show.
[03:35:54.043 --> 03:35:55.144]  News.
[03:35:55.144 --> 03:35:56.464]  Analysis.
[03:35:56.464 --> 03:35:57.904]  Reports.
[03:35:57.904 --> 03:36:00.725]  It's the Alex Jones Show.
[03:36:00.725 --> 03:36:03.726]  Okay.
[03:36:03.726 --> 03:36:10.307]  I want to go back on a little science here now.
[03:36:10.307 --> 03:36:12.608]  Publish an article with no more fake news.
[03:36:14.305 --> 03:36:21.010]  Recently, smoking gun PCR test, Fauci.
[03:36:21.010 --> 03:36:27.974]  The test is the basis for the fake case numbers, which lead to all of this hysteria.
[03:36:27.974 --> 03:36:31.176]  Oh, the cases are rising, rising, rising.
[03:36:31.176 --> 03:36:33.257]  So we have to lock down.
[03:36:33.257 --> 03:36:34.838]  That's what you're hearing.
[03:36:34.838 --> 03:36:41.263]  That's what's being broadcast, not only in the US and various states, but in Europe as well.
