[00:00.000 --> 00:12.000]  We are on the march. The empire is on the run. Alex Jones and the GCN radio network.
[03:43:40.880 --> 03:43:43.320]  As long as we don't let the technocracy flow get in place
[03:43:43.320 --> 03:43:49.840]  So the elite controls up by computer and by robot as long as we keep humans involved the chain of command the military is not going
[03:43:49.840 --> 03:43:51.840]  to let you do that and
[03:43:52.160 --> 03:43:55.240]  I'm not saying they're angels. They're mercenaries a lot of them. They want money
[03:43:55.240 --> 03:43:59.040]  They want power, but they don't want to piss on prosperity and hurt grandma
[03:43:59.960 --> 03:44:02.960]  They're more than happy to kill jihadis and stuff like that, but they're not
[03:44:03.600 --> 03:44:08.880]  Looking to mount America's head on the wall and you've now picked fights with the people that do the hanging
[03:44:09.960 --> 03:44:11.640]  One good part of that movie
[03:44:11.640 --> 03:44:16.920]  Elysium when the corrupt president is a bitching out her illegal mercenary commander. I
[03:44:16.920 --> 03:44:23.600]  Could have you hung from what you've done. He was all really stabs around the neck and he goes we do the hanging around here
[03:44:27.120 --> 03:44:34.520]  But there's all these disconnected wimps these technocrats never killed anybody never broke anybody's neck never punch somebody's nose into their head
[03:44:34.840 --> 03:44:37.640]  Never done anything and they just sit here
[03:44:37.960 --> 03:44:43.080]  Shooting their mouths off and everybody about how tough they are and how they're gonna dominate everybody. No, you're not
[03:44:44.000 --> 03:44:46.000]  bully
[03:44:46.000 --> 03:44:48.000]  You're not even good at bullying
[03:44:50.320 --> 03:44:56.480]  I've had people cussing me out in public walking up brandishing guns you name it since Trump lost in Austin and
[03:44:57.120 --> 03:45:00.080]  Guess what they always run off. They show the gun and then run off
[03:45:00.080 --> 03:45:04.840]  They they drive by and cuss at me and then drive off some of its on tape. I'm just standing there. I'm not going anywhere
[03:45:09.920 --> 03:45:12.800]  That said though, I'm gonna go ahead and set it up and go with full-time security
[03:45:12.800 --> 03:45:18.400]  Not that I'm living in fear, but I have to go ahead and do it because quite frankly. This is too important operation
[03:45:18.920 --> 03:45:24.520]  But that goes into expensing and things and I don't want to cut back from what we do here in the operations. I
[03:45:25.280 --> 03:45:29.280]  Want to bring in as much money as possible to throw everybody cold in that furnace
[03:45:29.280 --> 03:45:34.280]  We can to get this locomotive of freedom going as fast as it can and ramming speed
[03:45:34.280 --> 03:45:37.600]  I want as much wind in our sales to take us as fast as we can
[03:45:37.600 --> 03:45:44.240]  It's all about the wind folks and not winning because I want to be a quote winner like some trophy from a football game
[03:45:44.280 --> 03:45:46.720]  but really defeating the tyrants and
[03:45:47.520 --> 03:45:53.240]  That's the epic holy grail opportunity that Donald J. Trump has right now. It's amazing
[03:45:53.480 --> 03:45:56.880]  So here is a clip of Tim Allen the man's man
[03:45:57.440 --> 03:46:00.800]  Just a good wholesome guy on a right-winger not a left-winger. I love to give him on the show
[03:46:00.800 --> 03:46:03.400]  We never tried but let's try on Fox
[03:46:03.400 --> 03:46:07.400]  Just saying there is no
[03:46:08.960 --> 03:46:13.360]  Information on Trump everything they say about him. Is it true?
[03:46:13.680 --> 03:46:19.480]  You try to go find the statements and it's always not what he said. It's taken out of context. It's twisted and
[03:46:20.000 --> 03:46:25.960]  So the very people bullying everyone and are the ones saying that Trump is a bully here it is
[03:46:26.840 --> 03:46:28.840]  so
[03:46:28.840 --> 03:46:33.640]  Gigi Hadid mocking our next first lady appropriate or not
[03:46:33.640 --> 03:46:39.280]  I don't think it's appropriate in that venue, but again, this is a it's it. I'm not a spokesman for Hollywood
[03:46:39.280 --> 03:46:44.960]  I'm a comedian right so I get to tour around the country and I do comedy and I do a show that leans
[03:46:45.080 --> 03:46:48.480]  We have a point of view. I think your character is a conservative
[03:46:48.480 --> 03:46:51.760]  Well at point of view, but it's written by liberals. We have a liberal staff. We have
[03:46:51.760 --> 03:46:56.640]  That's saying that's redundant, but there they we have a sense of humor about ourselves and there's a point of view
[03:46:56.640 --> 03:47:02.720]  And there's a place to do it what I think is what I find odd in Hollywood is that they didn't like Trump because he was a
[03:47:02.720 --> 03:47:03.280]  bully
[03:47:03.280 --> 03:47:10.480]  But if you side if you had any kind of inkling that you were for Trump you got bullied for doing that and that's where this it gets a
[03:47:10.480 --> 03:47:11.600]  little
[03:47:11.600 --> 03:47:16.360]  Hypocritical to me is that you you can now bully people and you're always on the defense with this
[03:47:16.440 --> 03:47:20.960]  But mostly what I'm finding is there's no source material for comedians
[03:47:22.040 --> 03:47:25.000]  That's it. There's no source material. There's nothing there
[03:47:25.000 --> 03:47:32.280]  Bloomberg again on Sunday put out a tweet. I couldn't believe it. It was just a made-up tweet saying yeah, I ripped off 6,000 young people
[03:47:32.280 --> 03:47:34.280]  Yeah, I settled it big deal
[03:47:34.720 --> 03:47:36.720]  Donald Trump quote tweeted
[03:47:36.720 --> 03:47:38.720]  What the hell I?
[03:47:38.920 --> 03:47:40.420]  mean
[03:47:40.420 --> 03:47:45.480]  When Donald Trump does stuff that's real like oh, yes, those traitor killing no Trump you're wrong or
[03:47:46.280 --> 03:47:50.520]  Let him into an iPhone give him a warrant. It's they want the keys to all the iPhones Trump
[03:47:50.520 --> 03:47:52.720]  I mean, you know, he's got blind spots
[03:47:52.720 --> 03:47:57.360]  We all do but there's not much there after that that isn't bs
[03:47:58.200 --> 03:47:59.080]  and
[03:47:59.080 --> 03:48:01.080]  That's what's frustrating
[03:48:01.120 --> 03:48:06.880]  Is that people run to me and go he hates gay people you I'm like, okay, where's the quote? He did he does I
[03:48:08.520 --> 03:48:10.200]  Quite frankly thought it was over the top
[03:48:10.200 --> 03:48:16.240]  He was like waving an LGBT flag at the rar and see and everybody to clap say we've got to be nice to all the gay people now
[03:48:16.240 --> 03:48:20.800]  The Republicans are all yeah, I just thought it was like wow. He's got conservatives doing stuff. They never do and
[03:48:20.800 --> 03:48:24.520]  And then the left just says he hates gay people
[03:48:24.520 --> 03:48:29.280]  I mean, it's the upside down level of it all that makes your head spin. I
[03:48:30.440 --> 03:48:36.960]  Mean if they got away with these lies, we'd really be in trouble the lies blew up in their face, hallelujah
[03:48:38.800 --> 03:48:40.800]  hallelujah
[03:48:41.200 --> 03:48:47.200]  Trump's trying to unify people but first we've got to have a country to do it. Nobody's got open borders like this
[03:48:47.200 --> 03:48:53.920]  They turn it into some personal attack. I can't just move to England or Mexico and just say I'm here to have my baby free
[03:48:53.920 --> 03:48:55.920]  They'd say you're crazy
[03:48:57.840 --> 03:49:02.000]  But you can come here and do it you can go to Germany and do it it's it's it again
[03:49:02.000 --> 03:49:07.440]  They get the minorities in they make them the majority and they wind them up to be racist. We've got to change all that
[03:49:08.600 --> 03:49:14.320]  Federal judge came out and told a bunch of bitching illegals, you know, hey, if you don't like Trump in the president go another country
[03:49:14.320 --> 03:49:17.640]  Don't come here and bitch about it all day. I don't like go to
[03:49:18.720 --> 03:49:21.400]  China and complain about their president even though he's not even elected
[03:49:23.000 --> 03:49:26.560]  What are the communists Chinese doing involved in our elections again?
[03:49:28.640 --> 03:49:30.640]  How do we get to this point
[03:49:32.440 --> 03:49:34.440]  Now speaking of bullying
[03:49:35.400 --> 03:49:39.840]  We're gonna break here in a minute. I'm gonna come back and get into it. I only get more to these quotes from Trump
[03:49:39.840 --> 03:49:43.960]  The election is getting people uninvited to Thanksgiving
[03:49:45.760 --> 03:49:49.560]  Americans say the idea of talking politics Thanksgiving is stressing them out and
[03:49:50.600 --> 03:49:52.600]  It just goes on from there. I
[03:49:53.040 --> 03:49:59.600]  Personally have been noticing this seeing it everybody in the office as it's happening to them and I want to make this point I
[03:50:02.760 --> 03:50:04.760]  Have hired Democrats before I
[03:50:04.760 --> 03:50:12.840]  Have thought we can wake them up. I have family friends and long-term friends that are liberals. I'm tolerant
[03:50:12.840 --> 03:50:17.800]  I just think it's kind of a joke what they believe and how they've been caught. I'm nice to them
[03:50:17.800 --> 03:50:21.560]  I have had people say I'm not coming to your Thanksgiving
[03:50:22.120 --> 03:50:27.880]  Even though they've become other years because of Trump and I have had friends of the family say
[03:50:28.520 --> 03:50:30.520]  I'm not coming to visit you this Christmas
[03:50:30.520 --> 03:50:36.720]  Because we're not friends anymore and I mean people that I've known for over a decade
[03:50:38.840 --> 03:50:42.240]  That have told me I sorry, I can't associate with you
[03:50:43.880 --> 03:50:48.920]  Thank you for letting me know what type of person you were I was tolerating you and
[03:50:50.600 --> 03:50:56.320]  If this shows you're in a cult because you're in a cult folks when you don't associate with somebody
[03:50:56.320 --> 03:51:01.800]  Because you disagree with the Republican or Democratic views your hands with harsh chemicals
[03:51:01.800 --> 03:51:07.840]  Are you happy doing laundry with detergents? Are you happy paying high prices find your happiness with pure soap?
[03:51:07.880 --> 03:51:14.520]  These all natural earth-friendly pure soaps are the very best you've ever used buy in bulk get at 12
[03:51:14.760 --> 03:51:19.280]  36 or 48 months to plot or get items individually and still save big
[03:51:19.280 --> 03:51:25.720]  You're getting soap products twice as good as what you're using now earth-friendly and natural soaps your family
[03:51:25.720 --> 03:51:29.240]  Deserves the best happiness is five star soap calm
[03:51:29.240 --> 03:51:34.880]  Why not put your money up the drain for a change see them at five star soap calm or call
[03:51:35.320 --> 03:51:40.400]  1-800-340-7091 for a catalog Cal Bend soap company can save you
[03:51:40.520 --> 03:51:48.040]  Thousands of dollars and give you good old-fashioned real soaps that are triple concentrated soaps made from vegetable and coconut oils
[03:51:48.040 --> 03:51:51.760]  See their full selection of soaps at five star soap calm
[03:51:51.760 --> 03:51:58.480]  That's F.I.V.E. star soap calm or call 1-800-340-7091 for a catalog
[03:51:58.760 --> 03:52:02.080]  Why be held hostage by your wireless carrier for two years?
[03:52:02.160 --> 03:52:10.520]  What if there were no contracts no activation fees no tracking tracing or draconian gimmicks all on America's largest 4g LTE networks?
[03:52:11.160 --> 03:52:18.880]  Introducing pics wireless calm activate your Sprint AT&T and unlock GSM phones instantly bring your own device and make the switch today
[03:52:18.880 --> 03:52:27.360]  Here's how call or click 1-800-205-9513 or pics wireless calm spell PIX pics wireless calm
[03:52:31.680 --> 03:52:34.760]  Hello everybody, my name is Charlie sales
[03:52:35.440 --> 03:52:37.440]  I'm a Vietnam Dentist
[03:52:37.720 --> 03:52:43.080]  harmonica player vocalist and blues songwriter now. I've been married been homeless
[03:52:43.080 --> 03:52:48.560]  Every which away, but right now I've hooked up a great record come
[03:52:49.040 --> 03:52:54.360]  Not just me a lot of musicians. You're gonna like this this message is brought to you
[03:52:54.920 --> 03:52:56.960]  by fetal records calm
[03:52:58.400 --> 03:53:04.280]  The Genesis communications network is one of America's premier broadcasters of captivating talk radio
