[00:00:03.922 --> 00:00:04.683]  Just checking in.
[03:24:12.604 --> 03:24:15.285]  And actually, you know, I just want to say this on air.
[03:24:15.285 --> 03:24:17.666]  I give big props to you, Michael Zerman.
[03:24:17.666 --> 03:24:18.727]  You actually went out there.
[03:24:19.267 --> 03:24:23.109]  You put your own personal safety on the line to help these people.
[03:24:23.109 --> 03:24:25.290]  You said you took at least 40 people out of their homes.
[03:24:25.290 --> 03:24:26.671]  You rescued animals.
[03:24:26.671 --> 03:24:28.012]  I know that there were some other staff with you.
[03:24:28.012 --> 03:24:28.952]  So big ups to you guys.
[03:24:28.952 --> 03:24:31.894]  You guys showed the true embodiment of the American spirit.
[03:24:31.894 --> 03:24:33.135]  And it's something that must be tough.
[03:24:33.135 --> 03:24:34.315]  You know, you saw the devastation.
[03:24:34.315 --> 03:24:35.136]  You saw the flooding.
[03:24:35.956 --> 03:24:38.598]  What are the people like down there?
[03:24:38.598 --> 03:24:39.599]  Do they have spirit?
[03:24:39.599 --> 03:24:40.279]  Are they hopeless?
[03:24:40.279 --> 03:24:41.020]  Are they desolate?
[03:24:41.020 --> 03:24:42.981]  What is the attitude of the people that you are helping?
[03:24:42.981 --> 03:24:43.502]  It's mixed.
[03:24:43.502 --> 03:24:45.603]  We were focusing on just this one area.
[03:24:45.603 --> 03:24:49.146]  There was a couple square miles, a few neighborhoods off of this main road.
[03:24:49.146 --> 03:24:53.829]  And we're driving through there in a two and a half ton truck, probably five feet deep in water.
[03:24:53.829 --> 03:24:55.130]  Water's coming into people's homes.
[03:24:55.130 --> 03:24:56.991]  It's about a foot and a half deep in their houses.
[03:24:56.991 --> 03:24:59.093]  And a lot of people are just waving at us going by.
[03:24:59.093 --> 03:25:00.174]  It's like they're not concerned yet.
[03:25:00.974 --> 03:25:03.796]  But the bayous are rising, water's continuing to come in.
[03:25:03.796 --> 03:25:05.116]  Yeah, the reservoirs are being drained.
[03:25:05.116 --> 03:25:08.959]  We're telling them, it's like, look, if you don't get out before nightfall, we're not going to be able to fix it.
[03:25:08.959 --> 03:25:12.020]  So you're saying that you even were coming in to help people and they didn't want it?
[03:25:12.020 --> 03:25:16.643]  Some people did not want the help, but then there were other people, like this one guy, it was a Cuban family of five.
[03:25:18.764 --> 03:25:26.368]  None of them spoke English, but these guys who were going down the street in a jet ski were able to translate for us, and they were telling us, hey, the guy's upstairs.
[03:25:26.368 --> 03:25:27.969]  He's probably 70-something years old.
[03:25:27.969 --> 03:25:29.710]  Was he stuck up there?
[03:25:29.710 --> 03:25:30.950]  He couldn't walk, yeah.
[03:25:30.950 --> 03:25:31.891]  They need a hatchet.
[03:25:31.891 --> 03:25:32.691]  Hatchet through the roof.
[03:25:32.691 --> 03:25:36.593]  Well, no, he was upstairs in an upstairs bedroom.
[03:25:36.593 --> 03:25:40.415]  But this guy's bedridden and has dementia, too.
[03:25:40.415 --> 03:25:46.218]  So we had to put him on a walker and carry him down the stairs, five of us guys, because he weighs, you know, 230 pounds or something.
[03:25:46.846 --> 03:25:55.252]  Down these wet stairs, put him in the back of the truck in order to, you know, get him evacuated because these people, you know, their home has three feet of, you know, two or three feet of water in it.
[03:25:56.164 --> 03:25:58.425]  And you're trying to hold this guy out of the water, too.
[03:25:58.425 --> 03:26:06.609]  So, there were some interesting challenges yesterday just getting people out of this area, but this is just one area of the outskirts of Houston.
[03:26:06.609 --> 03:26:09.310]  And there's these little pockets, you know, you'll be on one street and it's fine.
[03:26:09.310 --> 03:26:12.552]  Then you drive half a mile down it and you've got feet of water.
[03:26:12.552 --> 03:26:17.534]  Well, that was another thing that I heard you mention when you came on the show, when you were in Houston, that I noticed, too.
[03:26:18.755 --> 03:26:24.680]  Even when we were trying to drive north because we couldn't go east, even some of those areas were flooded.
[03:26:24.680 --> 03:26:30.685]  It's just weird how you don't think of it like that, but it's all these little pockets are totally flooded everywhere.
[03:26:30.685 --> 03:26:33.748]  I guess it really just depends on where you're located.
[03:26:33.748 --> 03:26:34.709]  Elevation, yes.
[03:26:34.709 --> 03:26:37.351]  Certain neighborhoods, if they're three feet down, they're gonna have three feet of water.
[03:26:37.351 --> 03:26:39.993]  If you're at, you know, whatever that level is, you're gonna have no water.
[03:26:40.794 --> 03:26:43.536]  But this is one of the areas we're driving.
[03:26:43.536 --> 03:26:45.197]  Now is that the truck you guys were talking about?
[03:26:45.197 --> 03:26:46.898]  This is the truck he's talking about.
[03:26:46.898 --> 03:26:53.082]  It's owned by a friend of our head of security, Q. And these guys are veterans.
[03:26:53.082 --> 03:26:57.705]  They were just out there, you know, they saw the need and they said, hey, we can we can go help people.
[03:26:57.705 --> 03:27:04.990]  So we saved 47 people yesterday who needed to leave their homes and go to these centers that they've got set up for people.
[03:27:05.856 --> 03:27:10.626]  But we're driving through four or five foot deep water, just searching these neighborhoods for any houses.
[03:27:10.626 --> 03:27:14.073]  People were hanging white sheets or towels out of their window if they needed rescue.
[03:27:15.475 --> 03:27:19.278]  And we actually got one call towards the end of the night yesterday.
[03:27:19.278 --> 03:27:22.660]  There was a 911 call and National Guard had already left the area.
[03:27:22.660 --> 03:27:26.242]  They were moving to other places because they thought the whole area was cleared.
[03:27:26.242 --> 03:27:31.486]  So the local fire department asked us, hey, can we get one of our guys on your truck?
[03:27:31.486 --> 03:27:33.367]  Go out there for this medical call.
[03:27:33.367 --> 03:27:37.710]  Yeah, you can actually see the water coming in there in this bed of this truck, which is like five and a half feet off the ground.
[03:27:39.042 --> 03:27:40.343]  And they gave us this medical call.
[03:27:40.343 --> 03:27:41.843]  They said, you need to go check this house.
[03:27:41.843 --> 03:27:43.304]  The guy's in bad condition.
[03:27:43.304 --> 03:27:44.745]  We got a 911 call.
[03:27:44.745 --> 03:27:45.245]  We get there.
[03:27:45.245 --> 03:27:48.426]  You know, we're able to get our way inside the house.
[03:27:48.426 --> 03:27:49.427]  No one there.
[03:27:49.427 --> 03:27:54.169]  So presumably he got out on a boat, but there's just so many houses and so difficult to get around.
[03:27:54.169 --> 03:27:56.370]  I mean, that's a that's a standard pickup truck right there.
[03:27:56.370 --> 03:27:56.510]  Yeah.
[03:27:57.410 --> 03:27:58.591]  Totally underwater.
[03:27:58.591 --> 03:28:00.732]  And this is all over Houston.
[03:28:00.732 --> 03:28:06.054]  So the damage of this is just going to be, you know, this is lifting a guy and his wife into the vehicle.
[03:28:06.054 --> 03:28:12.017]  Well, this is so powerful to me because it really does unite the fellow American with one another.
[03:28:12.017 --> 03:28:13.598]  Like you said, it doesn't matter if you're from Cuba.
[03:28:13.598 --> 03:28:15.659]  There's a Cuban family left, a Vietnamese family.
[03:28:15.659 --> 03:28:15.819]  Yeah.
[03:28:16.239 --> 03:28:18.900]  We rescued some Middle Eastern families.
[03:28:18.900 --> 03:28:20.721]  It doesn't matter.
[03:28:20.721 --> 03:28:24.483]  It's really sad to see some of the media response from this.
[03:28:24.483 --> 03:28:27.144]  You know, Houston is one of the most diverse cities in America.
[03:28:27.144 --> 03:28:29.005]  I think it actually is the most diverse, yes.
[03:28:29.005 --> 03:28:36.189]  And you saw all this hate coming from quote-unquote leftist media saying that Houston deserves it, Texas deserves it.
[03:28:36.189 --> 03:28:37.349]  They're conservative.
[03:28:37.349 --> 03:28:41.731]  Hey, dimwits, Houston actually voted for Hillary Clinton.
[03:28:41.731 --> 03:28:44.833]  They don't even check the facts before they report these stories.
[03:28:46.018 --> 03:28:49.262]  But what I see is somebody like you, I mean look at, this is powerful stuff to me.
[03:28:49.262 --> 03:28:50.523]  This is bringing the guy down the stairs.
[03:28:50.523 --> 03:28:52.786]  This is powerful stuff to me that should unite America.
[03:28:52.786 --> 03:28:54.988]  It doesn't matter what your politics are.
[03:28:54.988 --> 03:28:56.310]  We're out here to save lives.
[03:28:56.310 --> 03:28:57.251]  We're out here to thrive.
[03:28:57.251 --> 03:29:00.635]  We're out here to make sure that the fellow human is going to live to see the next day.
[03:29:00.635 --> 03:29:02.777]  Here's a family of six and their four dogs.
[03:29:03.718 --> 03:29:05.841]  How many animals do you think you guys rescued?
[03:29:05.841 --> 03:29:06.322]  11.
[03:29:06.322 --> 03:29:07.083]  So you were counting?
[03:29:07.083 --> 03:29:07.403]  11 animals.
[03:29:07.403 --> 03:29:08.504]  Yeah, I counted from the beginning.
[03:29:08.504 --> 03:29:10.707]  11 animals, 47 people.
[03:29:10.707 --> 03:29:12.249]  Maintaining families.
[03:29:12.249 --> 03:29:14.192]  I mean, that's what you guys are doing.
[03:29:14.192 --> 03:29:15.313]  It's just amazing to me.
[03:29:15.313 --> 03:29:16.975]  I know that you are from Houston.
[03:29:16.975 --> 03:29:18.577]  You obviously have family and friends there.
[03:29:18.577 --> 03:29:20.920]  It's just, it's so hard to think.
[03:29:22.241 --> 03:29:27.344]  How long is it going to take these people to get back to their everyday, normal routines, normal lives?
[03:29:27.344 --> 03:29:28.724]  It's just, it's devastating.
[03:29:28.724 --> 03:29:32.406]  But to have people like you go out there and help them, I'm sure returns hope to their lives.
[03:29:32.406 --> 03:29:33.246]  We'll be right back.
[03:29:33.246 --> 03:29:37.568]  This is the fourth hour of the Alex Jones Show.
[03:29:37.568 --> 03:29:38.969]  We're on the march.
[03:29:38.969 --> 03:29:40.589]  The Empire's on the run.
[03:29:40.589 --> 03:29:44.191]  Alex Jones and the GCN Radio Network.
[03:29:53.891 --> 03:30:00.735]  We've got great air filters, great water filters, great non-GMO heirloom seeds, great books, great films, great Patriot apparel to meet like-minded people.
[03:30:00.735 --> 03:30:03.277]  And we've got a new humongoid sale.
[03:30:03.277 --> 03:30:06.739]  Not the number of things that are on massive sale, but on what's on sale.
[03:30:06.739 --> 03:30:08.941]  Out for months, not been on sale for months and months.
[03:30:08.941 --> 03:30:13.764]  We've never offered Super Mel Vitality non-concentrated herbs, cold-pressed.
[03:30:13.764 --> 03:30:16.646]  Super Mel Vitality, 57% off.
[03:30:16.646 --> 03:30:20.848]  It's never been the price it is right now, with 3,596 reviews, 4.6 reviews total by third-party sites.
[03:30:23.750 --> 03:30:24.651]  Unprecedented.
[03:30:24.651 --> 03:30:25.871]  And it's cold-pressed.
[03:30:25.871 --> 03:30:27.813]  That's why super mayo is so different.
[03:30:27.813 --> 03:30:32.195]  People say, well, I know these compounds work because it's admitted to science and these are other what you sell.
[03:30:32.195 --> 03:30:34.156]  BuzzFeed said it's like it's already best-selling stuff.
[03:30:34.156 --> 03:30:36.217]  It's been certified as healthy and good forever.
[03:30:36.217 --> 03:30:37.418]  Why these aren't anything new?
[03:30:37.418 --> 03:30:41.501]  Because why do something new when you can have the oldest and best but cold-pressed?
[03:30:41.501 --> 03:30:42.081]  Dude.
[03:30:42.081 --> 03:30:42.161]  Dude.
[03:30:48.996 --> 03:30:50.877]  It's not just our water we need to filter.
[03:30:50.877 --> 03:30:52.878]  It's not just our food that needs to be cleaned.
[03:30:52.878 --> 03:30:55.700]  It's the air we're breathing, especially for our children.
[03:30:55.700 --> 03:31:01.884]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[03:31:01.884 --> 03:31:08.088]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems.
[03:31:08.368 --> 03:31:11.051]  ...have now developed Alexa Pure Breeze.
[03:31:11.051 --> 03:31:18.598]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children, to do the best job you can to purify your air.
[03:31:18.598 --> 03:31:26.626]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[03:31:26.626 --> 03:31:27.727]  The general public doesn't.
[03:31:28.798 --> 03:31:32.742]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[03:31:32.742 --> 03:31:36.325]  One of these systems can keep 800 square feet incredibly clean.
[03:31:36.325 --> 03:31:43.031]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[03:31:43.031 --> 03:31:47.195]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[03:31:49.492 --> 03:31:54.955]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[03:31:54.955 --> 03:31:57.036]  Research across the board is clear.
[03:31:57.036 --> 03:32:02.339]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[03:32:02.339 --> 03:32:05.861]  That's why the last Surgeon General's report on oral health warrants.
