[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[02:44:54.640 --> 02:44:55.640]  At your work
[02:44:55.640 --> 02:44:56.640]  The classroom
[02:44:56.640 --> 02:44:57.640]  7-Eleven
[02:44:57.640 --> 02:44:58.640]  7-Eleven
[02:44:58.640 --> 02:45:01.640]  6-1-9-5-6-2
[02:45:01.640 --> 02:45:02.640]  There he does
[02:45:02.640 --> 02:45:03.640]  He does a hopping dance
[02:45:03.640 --> 02:45:08.640]  1-9-5-6-2-7-5-9
[02:45:08.640 --> 02:45:09.640]  Oh yeah
[02:45:09.640 --> 02:45:11.640]  6-1-9-5-6-2
[02:45:11.640 --> 02:45:13.640]  This is for adults
[02:45:13.640 --> 02:45:15.640]  This is Sesame Street
[02:45:15.640 --> 02:45:16.640]  They go hello
[02:45:16.640 --> 02:45:17.640]  And you're like hello
[02:45:17.640 --> 02:45:18.640]  How are you
[02:45:18.640 --> 02:45:19.640]  Oh, I'm good
[02:45:19.640 --> 02:45:20.640]  How's your day at school
[02:45:20.640 --> 02:45:21.640]  I like that they work
[02:45:21.640 --> 02:45:22.640]  For AT&T or something
[02:45:22.640 --> 02:45:24.640]  That's an ad product placement
[02:45:24.640 --> 02:45:25.640]  Let's compete some more
[02:45:25.640 --> 02:45:26.640]  What would motivate you
[02:45:26.640 --> 02:45:28.640]  To actually pick up the phone
[02:45:28.640 --> 02:45:29.640]  And book a screening
[02:45:29.640 --> 02:45:30.640]  So easy to talk to us
[02:45:30.640 --> 02:45:31.640]  What's your life
[02:45:31.640 --> 02:45:33.140]  Like you're sitting on the other end
[02:45:33.140 --> 02:45:36.420]  Oh, sir, is it? We've got to launch a huge war!
[02:45:36.420 --> 02:45:39.940]  Oh my gosh, African white carnage at the...
[02:45:40.540 --> 02:45:41.540]  Hello!
[02:45:43.540 --> 02:45:47.540]  May all the spirits like red, red, red for red, red!
[02:45:51.340 --> 02:45:53.340]  Oh, it's propaganda!
[02:45:59.740 --> 02:46:02.940]  Because we've got the State Department and all the stars behind us,
[02:46:02.940 --> 02:46:05.140]  and I'm telling you, I'm telling you, I'm telling you...
[02:46:05.140 --> 02:46:05.940]  I'll never let you down.
[02:46:05.940 --> 02:46:07.740]  I'm telling you, you are the future.
[02:46:07.740 --> 02:46:10.540]  Step into it, okay? Step into it. Peace.
[02:46:10.540 --> 02:46:12.940]  Step into it. Let me mind control you.
[02:46:12.940 --> 02:46:15.140]  Let me do some effeminate stuff now.
[02:46:15.140 --> 02:46:17.740]  Oh my gosh, oh my gosh.
[02:46:17.740 --> 02:46:21.540]  Pentagon's like, how do we get the jellyfish into total war?
[02:46:21.540 --> 02:46:23.140]  Dance around in prance.
[02:46:23.140 --> 02:46:25.740]  You can see Black Ops guys are just sitting back, cold-blooded.
[02:46:25.740 --> 02:46:28.140]  This will work well on them. Good.
[02:46:28.140 --> 02:46:30.740]  Increase dosages in water immediately.
[02:46:30.740 --> 02:46:33.540]  Send out trendy, trendies to destroy them.
[02:46:33.540 --> 02:46:37.140]  There's nothing, I mean, there's nothing the trendies won't buy.
[02:46:37.140 --> 02:46:38.540]  Oh my gosh, help me.
[02:46:38.540 --> 02:46:41.940]  Folks, if you couldn't see this, I mean, this was prancing.
[02:46:41.940 --> 02:46:43.740]  Was it as bad as I said, guys?
[02:46:43.740 --> 02:46:44.340]  It was worse.
[02:46:44.340 --> 02:46:46.140]  It was worse. And there's even...
[02:46:46.140 --> 02:46:50.940]  Now, listen, Nemo just ran in here with stacks of articles.
[02:46:50.940 --> 02:46:54.540]  NATO, Australia, England, France,
[02:46:54.540 --> 02:47:01.340]  Northcom troops are being dispatched for AFRICOM. The invasion of Africa is beginning.
[02:47:01.340 --> 02:47:03.340]  It has nothing to do with coming.
[02:47:03.340 --> 02:47:07.940]  It's about seizing land, fighting indigenous groups that are being forced off.
[02:47:07.940 --> 02:47:11.140]  Because it's all in the news that you insist in their gun and people down.
[02:47:11.140 --> 02:47:13.140]  But again, they've got guys prancing around going,
[02:47:13.140 --> 02:47:17.140]  ah, ah, liberal, and Angelina's illegally going, ah, children.
[02:47:17.140 --> 02:47:18.140]  Again, that's the cover.
[02:47:18.140 --> 02:47:20.540]  Imagine the tank ramming the branch of Indians going,
[02:47:20.540 --> 02:47:23.140]  this is not an assault. Please come out. We are your friends.
[02:47:23.140 --> 02:47:24.740]  They come out, they shoot them.
[02:47:24.740 --> 02:47:26.140]  It's the same thing.
[02:47:26.140 --> 02:47:30.540]  I mean, imagine a military that first deploys people hopping around in pink shirts like,
[02:47:30.540 --> 02:47:32.540]  ah, ah, ah, ah, it's a perfect deal.
[02:47:32.540 --> 02:47:35.540]  Like, oh, this is a non-threatening.
[02:47:35.540 --> 02:47:37.140]  That's just like one of those fish.
[02:47:37.140 --> 02:47:40.140]  Guys, pull up the lanternfish.
[02:47:40.140 --> 02:47:42.540]  You know, it's like it's at 2,000 feet in deeper.
[02:47:42.540 --> 02:47:46.140]  And it has that little lamp that looks like a tasty.
[02:47:46.140 --> 02:47:48.940]  Now, a lamprey's one that attaches and is parasitic.
[02:47:48.940 --> 02:47:51.740]  It's a lanternfish.
[02:47:51.740 --> 02:47:53.540]  And it's got big, giant teeth.
[02:47:53.540 --> 02:47:56.540]  But in the total darkness, there's a lot of little,
[02:47:56.540 --> 02:47:58.940]  you know, glowing crustaceans and things that fish eat.
[02:47:58.940 --> 02:48:02.340]  So you think you're getting a big, juicy, non-threatening little goblet,
[02:48:02.340 --> 02:48:05.140]  but really, it's the lantern hanging.
[02:48:05.140 --> 02:48:06.140]  And that's what Coney is.
[02:48:06.140 --> 02:48:16.540]  Oh, oh, oh, it's, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah.
[02:48:16.540 --> 02:48:18.140]  I mean, that's, that's what we're dealing with here.
[02:48:18.140 --> 02:48:22.640]  And I'm sick of it, and I'm calling you out scum.
[02:48:22.640 --> 02:48:25.940]  Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh.
[02:48:25.940 --> 02:48:27.140]  I cannot stand these people,
[02:48:27.140 --> 02:48:29.140]  does you find the lanternfish?
[02:48:29.140 --> 02:48:31.440]  Watch this, I'll show you.
[02:48:31.440 --> 02:48:38.140]  Lanternfish, lanternfish.
[02:48:38.140 --> 02:48:42.140]  You can also Google horrors of the deep.
[02:48:42.140 --> 02:48:44.440]  I found it, here it is, boom.
[02:48:44.440 --> 02:48:47.640]  Just shut, lantern, lanternfish.
[02:48:47.640 --> 02:48:50.640]  The ultimate in trendiness.
[02:48:50.640 --> 02:48:52.640]  Oh look, Connie 2012.
[02:48:52.640 --> 02:48:55.640]  Oh look at the little Connie 2012.
[02:48:55.640 --> 02:48:56.640]  Little glowing.
[02:48:56.640 --> 02:48:58.640]  And then you can't see him right there.
[02:48:58.640 --> 02:49:01.640]  New World Order Rockefeller eugenics operation.
[02:49:01.640 --> 02:49:04.640]  In the dark all you see is, ah!
[02:49:04.640 --> 02:49:09.640]  Angelina Jolie right up shining in the darkness.
[02:49:09.640 --> 02:49:10.640]  Looks like a little fish.
[02:49:10.640 --> 02:49:13.640]  He sees that and says, I'll just swim over and eat that.
[02:49:13.640 --> 02:49:18.640]  Oh the African is coming.
[02:49:18.640 --> 02:49:20.640]  Loving, loving, loving.
[02:49:20.640 --> 02:49:22.640]  You can do it. Stop Connie.
[02:49:22.640 --> 02:49:24.640]  You know, Connie's like a whole skeleton on the bottom.
[02:49:24.640 --> 02:49:25.640]  Hadn't been seen in forever.
[02:49:25.640 --> 02:49:26.640]  Dual tiny, nothing.
[02:49:26.640 --> 02:49:29.640]  But it's like, oh, we're gonna, we're gonna fight.
[02:49:29.640 --> 02:49:31.640]  Oh, and then there's a little...
[02:49:31.640 --> 02:49:35.640]  Oh boy, I said I'd go to your phone calls and I'm out of control now, aren't I?
[02:49:35.640 --> 02:49:38.640]  Matthew and Genesee, thank you for holding during that.
[02:49:38.640 --> 02:49:39.640]  Go ahead, sir.
[02:49:39.640 --> 02:49:41.640]  That was cleansing, though.
[02:49:41.640 --> 02:49:44.640]  I had to see a lot of the diaper wearers out there today and it was hard.
[02:49:44.640 --> 02:49:46.640]  Go ahead.
[02:49:46.640 --> 02:49:50.640]  Matthew, I guess you don't want to talk from Tennessee?
[02:49:50.640 --> 02:49:52.640]  I don't even hear him airing the call.
[02:49:52.640 --> 02:49:54.640]  My grandma wouldn't read this.
[02:49:54.640 --> 02:49:58.640]  I tell you what, there are some people who believe that if someone was busting your balls,
[02:49:58.640 --> 02:50:01.640]  it would make a difference, but it don't.
[02:50:01.640 --> 02:50:03.640]  We missed what you said at first.
[02:50:03.640 --> 02:50:05.640]  I think the folks airing the calls were away.
[02:50:05.640 --> 02:50:07.640]  Start over.
[02:50:07.640 --> 02:50:08.640]  No, not a problem.
[02:50:08.640 --> 02:50:12.640]  Okay, so we got a couple of issues with the artificial intelligence.
[02:50:12.640 --> 02:50:16.640]  More likely than not, the operating system that they are using for the artificial intelligence
[02:50:16.640 --> 02:50:18.640]  is a modified Linux system.
[02:50:18.640 --> 02:50:21.640]  But that's okay because there's no threat from Fukushima.
[02:50:21.640 --> 02:50:25.640]  I just go, eh, eh, eh, everything's okay, right?
[02:50:25.640 --> 02:50:26.640]  Well, okay.
[02:50:26.640 --> 02:50:29.640]  The first thing that we need to target in this situation are the predictive programs
[02:50:29.640 --> 02:50:31.640]  that help control the propaganda.
[02:50:31.640 --> 02:50:32.640]  Stay there.
[02:50:32.640 --> 02:50:34.640]  I'm gonna come back to you.
[02:50:34.640 --> 02:50:36.640]  Man, that was cleansing.
[02:50:36.640 --> 02:50:40.640]  Man, for like a week I've been watching these Psyhop videos, just really getting to me.
[02:50:40.640 --> 02:50:44.640]  And then I saw a bunch of what they've created downtown.
[02:50:44.640 --> 02:50:46.640]  I mean, let me tell you, these are scary people.
[02:50:46.640 --> 02:50:48.640]  And I can tell you, a lot of them are CPSers.
[02:50:48.640 --> 02:50:50.640]  Oh, man, I tell you, Army's a potbellied.
[02:50:50.640 --> 02:50:52.640]  Coming at us hard here.
[02:50:52.640 --> 02:50:53.640]  Stay there.
[02:50:53.640 --> 02:50:55.640]  Oh, boy.
[02:50:55.640 --> 02:51:07.640]  Infowars.com.
[02:51:25.640 --> 02:51:31.640]  We'll wake up people in your area and support our operation as we move to the next level.
[02:51:31.640 --> 02:51:35.640]  We need your help to spread the word like never before.
[02:51:35.640 --> 02:51:38.640]  They wish to hide themselves during this tectonic battle
[02:51:38.640 --> 02:51:41.640]  between the forces of freedom and darkness.
[02:51:41.640 --> 02:51:45.640]  You are the response to the globalist technocrats
[02:51:45.640 --> 02:51:51.640]  and their program of global eugenics dehumanization and ultimate extermination.
[02:51:51.640 --> 02:51:52.640]  The war is here.
[02:51:52.640 --> 02:51:54.640]  It's an infowar.
[02:51:54.640 --> 02:52:01.640]  The spirit of 1776 versus the mindset of 1984.
[02:52:01.640 --> 02:52:05.640]  Are you still a traditional smoker?
[02:52:05.640 --> 02:52:10.640]  Now experience a new lifestyle and try vaping with e-cigarettes by Lecig.
[02:52:10.640 --> 02:52:14.640]  Imagine no ashes, stains, nasty smell or coughing and hacking.
[02:52:14.640 --> 02:52:20.640]  With Lecig e-cigarettes, revolutionary micro-electronic technology, rechargeable battery and unique replaceable cartridge,
[02:52:20.640 --> 02:52:25.640]  you'll get all the benefits and satisfaction of smoking without the hazards.
[02:52:25.640 --> 02:52:31.640]  Choose your taste from a wide variety of our new American made vapoury at e-liquids at Lecig.com.
[02:52:31.640 --> 02:52:37.640]  And Lecig smokes the competition by serving thousands of worldwide customers with real people customer service,
[02:52:37.640 --> 02:52:42.640]  fast, free, same day shipping and a 30 day warranty and satisfaction guarantee.
[02:52:42.640 --> 02:52:45.640]  So are you ready for a new vaping lifestyle?
[02:52:45.640 --> 02:52:52.640]  Call 870-518-4307. That's 870-518-4307.
[02:52:52.640 --> 02:52:54.640]  Or visit Lecig.com.
[02:52:54.640 --> 02:53:00.640]  Spelled lecig.com. Lecig e-cigarettes for today's modern smoker.
[02:53:00.640 --> 02:53:03.640]  We all know the importance of having storable foods.
[02:53:03.640 --> 02:53:05.640]  But what about when the food runs out?
[02:53:05.640 --> 02:53:07.640]  What then?
[02:53:07.640 --> 02:53:10.640]  For real food independence, you need a supply of non-hybrid seeds.
[02:53:10.640 --> 02:53:14.640]  Introducing the Survival Seed Vault from MyPatriotSupply.com.
[02:53:14.640 --> 02:53:21.640]  The Survival Seed Vault is sealed for freshness and includes 20 varieties of easy to grow non-hybrid seeds for only $37.95.
[02:53:21.640 --> 02:53:24.640]  For less than 40 bucks, you've got real food independence.
[02:53:24.640 --> 02:53:28.640]  And the Survival Seed Vault includes detailed planting and seed saving instructions.
[02:53:28.640 --> 02:53:32.640]  Imagine the barter power you'll have when the food supply does collapse.
[02:53:32.640 --> 02:53:39.640]  Right now, save $9 instantly when you buy 3 or more Survival Seed Vaults from MyPatriotSupply.com.
[02:53:39.640 --> 02:53:43.640]  Same day shipping on all orders plus free shipping on orders over $49.
[02:53:43.640 --> 02:53:47.640]  Call 866-229-0927.
[02:53:47.640 --> 02:53:50.640]  That's 866-229-0927.
[02:53:50.640 --> 02:53:55.640]  Or discover more emergency preparedness products at MyPatriotSupply.com.
[02:53:55.640 --> 02:54:14.640]  That's MyPatriotSupply.com.
[02:54:26.640 --> 02:54:30.640]  And the propaganda is getting so bad.
[02:54:30.640 --> 02:54:33.640]  The arrested development adults acting like children now.
[02:54:33.640 --> 02:54:37.640]  I mean, Austin's like the capital of slackers and all of this.
[02:54:37.640 --> 02:54:39.640]  And I mean, it's pathetic.
[02:54:39.640 --> 02:54:41.640]  It's pathetic.
[02:54:41.640 --> 02:54:43.640]  People need to grow up and get alive.
[02:54:43.640 --> 02:54:51.640]  But no, they're going to be the new social leaders calling for the invasion of Africa, which is now begun.
[02:54:51.640 --> 02:54:54.640]  One week after Coney, I said, that's a launch of war propaganda.
[02:54:54.640 --> 02:54:57.640]  Look at Bill Gates and all of them involved in it, funding it.
[02:54:57.640 --> 02:54:59.640]  I mean, it's not hard.
[02:54:59.640 --> 02:55:02.640]  It's like, that's a green tree.
[02:55:02.640 --> 02:55:04.640]  There's a green tree out in your yard.
[02:55:04.640 --> 02:55:05.640]  It's not hard.
[02:55:05.640 --> 02:55:09.640]  All right, I said I'd go to your calls a little bit overdrive so I can get to everybody.
[02:55:09.640 --> 02:55:11.640]  Oh, man, it makes me sick.
[02:55:11.640 --> 02:55:15.640]  If you saw the video, the office hadn't seen it yet and they thought I was joking about dancing.
[02:55:15.640 --> 02:55:17.640]  And I'm going, trendy, trendy.
[02:55:17.640 --> 02:55:18.640]  And they call for a war.
[02:55:18.640 --> 02:55:24.640]  They go, worse than Hitler, worse than bin Laden, it's some dead guy.
[02:55:24.640 --> 02:55:26.640]  And now they're invading all the countries.
[02:55:26.640 --> 02:55:32.640]  I mean, now wars are launched, not by Hitler stalling up their lying.
[02:55:32.640 --> 02:55:38.640]  But, you know, but by men prancing around, bending their wrist going, trendy, trendy, trendy.
[02:55:38.640 --> 02:55:43.640]  And everybody's like, oh my, he just bent his wrist on camera and did a little leprechaun dance.
[02:55:43.640 --> 02:55:45.640]  Let's have war.
[02:55:45.640 --> 02:55:52.640]  And you've got swarming, idiot, trendies running around calling for war.
[02:55:52.640 --> 02:55:53.640]  Okay, I'm sorry.
[02:55:53.640 --> 02:55:58.640]  Matthew, in Tennessee, we're getting into the whole AI situation with the scientist we had on earlier.
[02:55:58.640 --> 02:56:00.640]  Go ahead.
[02:56:00.640 --> 02:56:03.640]  Well, the question is now whether or not there is artificial intelligence.
[02:56:03.640 --> 02:56:07.640]  The question is what degree of intelligence is artificial at this time?
[02:56:07.640 --> 02:56:12.640]  Now, when we're looking at this situation, we have to get down, just like you were saying earlier, to the kernel, right?
[02:56:12.640 --> 02:56:15.640]  Because the kernel is programmed in objects.
[02:56:15.640 --> 02:56:21.640]  So when you think about one of the obstacles to this situation, it is programming the philosophy of people like Plato,
[02:56:21.640 --> 02:56:26.640]  people like Pythagoras into objects that the computer can then process.
[02:56:26.640 --> 02:56:28.640]  Right now, people get afraid of this.
