[00:00:09.838 --> 00:00:12.199]  It's a frontline report.
[03:46:38.824 --> 03:46:40.725]  Takes about two weeks for it to kick in.
[03:46:40.725 --> 03:46:42.585]  A couple drops every day under the tongue.
[03:46:42.585 --> 03:46:45.286]  Experience X3 today, back in stock.
[03:46:46.247 --> 03:46:48.408]  50% off at InfoWarStore.com.
[03:46:48.408 --> 03:46:56.915]  X3 at InfoWarStore.com.
[03:46:56.915 --> 03:47:02.800]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:47:12.225 --> 03:47:19.509]  That's what you would say if you had any kind of expansive mind, but these people do not.
[03:47:19.509 --> 03:47:27.253]  And therefore they cannot, coming back to what I said earlier, Alex, they literally cannot process the information.
[03:47:27.253 --> 03:47:27.813]  Absolutely.
[03:47:27.813 --> 03:47:29.914]  So how do you get her out of the trance?
[03:47:29.914 --> 03:47:34.577]  How do you... I mean, how do we help these people, or are they just lost causes?
[03:47:37.148 --> 03:47:44.813]  Well, as I say earlier in our chat, everything is mind.
[03:47:44.813 --> 03:47:46.754]  Everything is mind.
[03:47:46.754 --> 03:47:58.102]  This force is manipulating mind to perceive and conclude in a way that suits its agenda.
[03:47:58.102 --> 03:48:04.046]  But mind, consciousness beyond mind into the great beyond, what people call spirit,
[03:48:04.955 --> 03:48:09.018]  is capable of overriding that.
[03:48:09.018 --> 03:48:17.684]  You know, I've said in The Trap that the mind is not in the body.
[03:48:17.684 --> 03:48:21.026]  The body is in the mind.
[03:48:21.026 --> 03:48:27.931]  Mind is generating or decoding the information into what we call the body.
[03:48:28.917 --> 03:48:53.588]  Now, once the mind is manipulated to believe it's in the body, and the body systems are the dominant force in the relationship, then when a doctor says to someone, you've got five months to live, if you look at the statistics, you'll see that the doctor's prognosis for life
[03:48:55.077 --> 03:49:00.941]  Turns out to be overwhelmingly the period that people live before they die.
[03:49:00.941 --> 03:49:03.763]  Now, is that because doctors are so clever?
[03:49:03.763 --> 03:49:06.944]  No, no, are you bloody kidding?
[03:49:06.944 --> 03:49:10.447]  It's because the mind takes on the belief
[03:49:11.610 --> 03:49:11.910]  That's
[03:49:28.925 --> 03:49:41.572]  Philosopher, not as a best-selling author, not as a researcher, not as a trailblazer or a maverick, but just as a man, if she was saying this to you, how is there any tricks to get her to realize she can override the control, she can get back in control?
[03:49:41.572 --> 03:49:42.473]  Like, look at you!
[03:49:42.473 --> 03:49:45.495]  I mean, what have they done to you, sweetheart?
[03:49:45.495 --> 03:49:49.197]  Do you give her statistics, or is there some way to get her out of the Stockholm Syndrome?
[03:49:51.129 --> 03:50:01.872]  Well, in the end, you know, it's information that creates the program, that programs people into that state of mind.
[03:50:01.872 --> 03:50:05.132]  And therefore, it's information that can deprogram.
[03:50:05.132 --> 03:50:09.414]  So people need to flood her Twitter and Instagram with this interview today.
[03:50:09.414 --> 03:50:13.334]  She needs outreach.
[03:50:13.334 --> 03:50:19.496]  Yeah, what I would say to her is, first of all, look at this level.
[03:50:20.476 --> 03:50:30.837]  And look at the fact that you've taken a fake vaccine, which is not a vaccine by any previous criteria, and you've got into this state.
[03:50:31.920 --> 03:50:39.403]  Now, why would you then say you'd have it again, given what it's done to you?
[03:50:39.403 --> 03:50:56.610]  I would then show her all the other people across the world, just going by the VAERS system in America and the yellow card system of reporting in Britain, which is only between 1% and 10% maximum, of their actual deaths and adverse effects.
[03:50:57.370 --> 03:51:13.654]  And I would point out that the consequences, not just for her, it's not just the one-off, are absolutely massive, both in deaths and in destroyed health long-term and reduced life expectancy.
[03:51:14.602 --> 03:51:23.911]  And then I'd ask her if she really believed that someone who would promote that had the best interests of humanity at heart.
[03:51:23.911 --> 03:51:31.237]  I would show her all the kids figures who died by having this fake vaccine.
[03:51:31.237 --> 03:51:35.762]  Because the question comes, why do they want to give this fake vaccine and it's
[03:51:37.845 --> 03:51:49.652]  The ones that follow, to every man, woman and child on the planet, because they want every man, woman and child on the planet connected to the cloud and controlled by AI so they don't even have to manipulate perception anymore.
[03:51:49.652 --> 03:51:50.853]  It comes direct from AI.
[03:51:50.853 --> 03:51:53.815]  That's the whole point.
[03:51:53.815 --> 03:51:58.378]  And then I would start to ask, who do you think you are?
[03:51:58.378 --> 03:51:59.778]  Do you think you're just that body?
[03:51:59.778 --> 03:52:03.741]  And I go deeper into the nature of reality.
[03:52:03.741 --> 03:52:06.442]  And the only way you can
[03:52:07.865 --> 03:52:21.484]  You can get people out of the program is for them to expand their minds into greatest ways of consciousness beyond the program and this is what Alex we call awakening.
[03:52:22.579 --> 03:52:23.959]  What is awakening?
[03:52:23.959 --> 03:52:32.962]  It's awakening from the five-sense prison, the five-sense focus of attention, because that's what it is.
[03:52:32.962 --> 03:52:45.065]  The whole process of human control is a focusing attention on the smallest myopia of possibility, of self-identity, of reality.
[03:52:45.065 --> 03:52:48.326]  And so if people can
[03:52:49.898 --> 03:52:52.199]  Start to ask questions.
[03:52:52.199 --> 03:52:54.019]  That's the process.
[03:52:54.019 --> 03:52:57.540]  Asking questions of what they've been told.
[03:52:57.540 --> 03:53:03.862]  And they'll realize, if they do any research at all, or read other people's research, they'll see that what they're told overwhelmingly is not true.
[03:53:07.643 --> 03:53:08.665]  Lies!
[03:53:08.665 --> 03:53:21.360]  So when authority tells you something, whether it's a fake vaccine or the reason for a war, what you say is, okay, on the basis of the entirety of known human history, authority lies.
[03:53:21.360 --> 03:53:26.406]  So I'm going to start on the basis that what you're telling me is a bloody lie, like the
[03:53:26.926 --> 03:53:27.906]  Thank you very much.
[03:53:48.575 --> 03:53:59.600]  Once you start that process, what are the other possibilities of what is happening, or other possibilities of the reality I'm experiencing?
[03:53:59.600 --> 03:54:02.822]  That questioning starts to open your mind!
[03:54:02.822 --> 03:54:03.242]  Beautiful.
[03:54:03.242 --> 03:54:06.624]  And you start to see things you couldn't see before.
[03:54:06.624 --> 03:54:15.308]  And there's a real process, and so many people watching this program, this chat, will have gone through this, otherwise they wouldn't be watching this.
[03:54:16.518 --> 03:54:27.667]  There's this process known as synchronicity, which Jung talked about, the Swiss psychiatrist Carl Jung.
[03:54:27.667 --> 03:54:34.432]  Synchronicity, where things just happen and you think, what's the chances of that?
[03:54:34.432 --> 03:54:35.873]  What a coincidence!
[03:54:35.873 --> 03:54:37.835]  Blimey, how did that happen?
[03:54:37.835 --> 03:54:40.056]  And what it is, is this.
[03:54:40.056 --> 03:54:44.740]  When you are operating on a certain perceptual state,
[03:54:46.104 --> 03:55:04.357]  That frequency that's going out, that is a frequency reflection of the perceptual state, is pulling towards you other frequencies, other magnetic fields, called people, places, ways of life, experiences, that relate to that original perception.
[03:55:04.357 --> 03:55:11.822]  So if your perceptions are only coming from mainstream media, the mainstream everything,
[03:55:12.719 --> 03:55:23.224]  Then what you will do will experience things that seem to confirm that what you're told by the mainstream everything is true because that's all you're experiencing.
[03:55:23.982 --> 03:55:29.563]  But when you start to open your mind and say, well, hold on, what's some other explanations for this?
[03:55:29.563 --> 03:55:32.403]  What's the other possible explanation for this?
[03:55:32.403 --> 03:55:39.445]  That changes the frequency you're putting out because you're expanding, opening your mind to ask those questions.
[03:55:39.445 --> 03:55:51.447]  And what then happens is you start attracting to you, and it's a frequency attraction of electromagnetic fields on this level, people, places, ways of life, experiences, coincidences.
[03:55:56.102 --> 03:56:00.864]  And it's the end of this special Friday broadcast.
[03:56:00.864 --> 03:56:06.285]  If you missed any of the Adam Curry interview or the incredible David Icke interview as well, both were amazing.
[03:56:06.285 --> 03:56:11.947]  We're posting them all commercial-free up on Band.Video.
[03:56:11.947 --> 03:56:15.368]  As we speak, I'm told we'll be up in an hour or so at Band.Video.
[03:56:15.368 --> 03:56:16.749]  But let me tell you who's coming up right now.
[03:56:16.749 --> 03:56:21.270]  The great, the intrepid, a guy that I just admire so much, so wise,
[03:56:22.100 --> 03:56:23.801]  So strong for his age.
[03:56:23.801 --> 03:56:25.482]  I mean, I can't imagine what Owen's going to be like when he's 48.
[03:56:25.482 --> 03:56:30.385]  Because I've just got better and better over the years, and Owen's about as good as I am already.
[03:56:30.385 --> 03:56:32.247]  So, Owen Schroer is about to take over.
[03:56:33.596 --> 03:56:34.277]  3 to 6 p.m.
[03:56:34.277 --> 03:56:43.764]  today at InfoWars.com forward slash show or on local stations in your area whatever you do please send out the link and promote what we're doing here also Harrison Smith weekday mornings 8 a.m.
[03:56:43.764 --> 03:56:54.573]  knocks out of the park as well InfoWars.com forward slash show thank you all for your support it's been humbling and as I said tomorrow I'm coming up here at 10 we'll probably start taping about 10 30
[03:56:55.640 --> 03:57:00.884]  You know, the weekday shows are live, Sunday shows are live too, but we do these Saturday shows taped usually, sometimes they're live.
[03:57:00.884 --> 03:57:11.491]  And we're going to do nuclear war analysis in detail and how they set up under the UN these COVID camps that are still being expanded worldwide for political dissidents.
[03:57:11.491 --> 03:57:17.075]  This is going to be as important information tomorrow's news today, so critical to all our freedom and future.
[03:57:17.075 --> 03:57:20.537]  We expose this program, we can stop it now, but they keep building it in secret.
[03:57:20.537 --> 03:57:24.100]  They're going to use it on us with worldwide martial law, probably during World War III.
[03:57:25.237 --> 03:57:27.940]  So, that's tomorrow.
[03:57:27.940 --> 03:57:28.941]  I'll put a deadline on it.
[03:57:28.941 --> 03:57:32.466]  We'll start streaming it and post it at 1 p.m.
[03:57:32.466 --> 03:57:33.727]  tomorrow.
[03:57:33.727 --> 03:57:34.067]  1 p.m.
[03:57:34.067 --> 03:57:34.748]  tomorrow.
[03:57:34.748 --> 03:57:36.851]  Special Report goes live, Man.Video.
[03:57:36.851 --> 03:57:42.557]  Special Report goes live in the streams at InfoWars.com forward slash show.
[03:57:42.557 --> 03:57:43.558]  Thank you so much.
[03:57:43.558 --> 03:57:44.800]  God bless and good luck.
[03:57:46.277 --> 03:57:47.838]  Look around you.
[03:57:47.838 --> 03:57:52.840]  Everything I predicted from the Globalist's own documents, from their own admissions, is now happening.
[03:57:52.840 --> 03:57:56.742]  Infowars credibility, my credibility has never been higher.
[03:57:56.742 --> 03:58:06.087]  And it's because of your backing of this operation that I could steadfastly, despite the censorship and the boycotts and the attacks and the lawsuits, stay on air.
[03:58:06.087 --> 03:58:11.750]  But now we're reaching the most critical juncture in the fight together.
[03:58:11.750 --> 03:58:15.332]  So I want to ask all of you today to help keep me on the air.
[03:58:16.192 --> 03:58:19.296]  In my decades on air, I've never asked for personal donations.
