[00:00:04.929 --> 00:00:06.350]  Welcome, welcome, welcome.
[02:44:33.019 --> 02:44:50.508]  Now, what's happened is when they went to this bulk acquisition of data that diverted the effort and intensity and investigation into areas that aren't relevant to anything that's important, and that takes away from other areas, like being able to watch the militaries of the Russians or any other country.
[02:44:51.449 --> 02:45:02.238]  And it reduces the capacity to do intelligence and to acquire and smartly assemble intelligence about those targets.
[02:45:02.238 --> 02:45:06.902]  So, that's hurting our ability to understand what they're doing or what they're intending to do.
[02:45:06.902 --> 02:45:10.264]  Well, that's what I was saying earlier, just as a layperson.
[02:45:10.264 --> 02:45:15.249]  When you're spying on 320 million Americans, how on earth could you be watching the Russians?
[02:45:16.621 --> 02:45:17.161]  That's the point.
[02:45:17.161 --> 02:45:20.282]  But actually, it's even worse than that, though.
[02:45:20.282 --> 02:45:26.664]  It's probably on the order of somewhere between 3 and 4.5 billion people around the world.
[02:45:26.664 --> 02:45:27.144]  Sure.
[02:45:27.144 --> 02:45:28.224]  300 plus million U.S.
[02:45:28.224 --> 02:45:32.686]  citizens, but the rest of the people in the world, too.
[02:45:32.686 --> 02:45:34.886]  That's really the thing that's destroying the capacity.
[02:45:34.886 --> 02:45:41.128]  I mean, you need to have a rich environment of information that's relevant to assess something that's ongoing.
[02:45:41.858 --> 02:45:43.220]  Or that's impending.
[02:45:43.220 --> 02:45:48.706]  And if you don't have that, it becomes very difficult to succeed.
[02:45:48.706 --> 02:45:50.528]  Which is what the globalists want.
[02:45:50.528 --> 02:45:53.812]  This is a sabotage plan against this country, in my view.
[02:45:53.812 --> 02:45:57.116]  Let's talk to David from Florida.
[02:45:57.116 --> 02:45:58.117]  Go ahead, you're on the air.
[02:45:58.117 --> 02:45:59.078]  Question for William Benning.
[02:46:00.365 --> 02:46:06.648]  Hey Mr. Benning, Mr. Jones, I really appreciate you immensely for your contributions to our society.
[02:46:06.648 --> 02:46:22.374]  I just wanted to mention that we've got Russia and the West, you know, really intensifying in Archangelou's where they put together a large part of their revenue to develop the largest world oil platform to go into the Bering Sea and the Antarctic.
[02:46:22.374 --> 02:46:24.896]  And let's face it, the Antarctic has the largest
[02:46:26.986 --> 02:46:44.834]  Troves of oil and gas still on the planet and we've got to back up a little bit because we know that Hitler and the whole World War II was put together in a deal because it was all CIA based and we put all... I understand but specifically what is your question for the guest?
[02:46:44.834 --> 02:46:45.774]  My question is this.
[02:46:45.774 --> 02:46:53.798]  We put together all those Nazis into a place called Little America 4 in Antarctic and I just want to know
[02:46:55.313 --> 02:46:57.174]  What do you think the outcome is going to be?
[02:46:57.174 --> 02:47:03.658]  Because the endgame, I think, is actually that the Russians, when the endgame comes, they're going for Antarctica.
[02:47:04.383 --> 02:47:06.084]  Well, they said they're getting ready to go for it.
[02:47:06.084 --> 02:47:06.904]  Look, I gotta go.
[02:47:06.904 --> 02:47:08.105]  It's been one minute of time.
[02:47:08.105 --> 02:47:10.186]  These are specific questions for Mr. Binney.
[02:47:10.186 --> 02:47:15.449]  You did join the intelligence professionals earlier last week, I know.
[02:47:15.449 --> 02:47:17.030]  I'm looking for the article.
[02:47:17.030 --> 02:47:20.932]  And basically came out and said that ex-NSA director, U.S.
[02:47:20.932 --> 02:47:25.094]  intelligence veterans write open letter to Merkel to avoid all-out Ukraine war.
[02:47:25.094 --> 02:47:26.875]  What is your take on Ukraine and Russia, sir?
[02:47:28.766 --> 02:47:33.567]  It looks like the Russians are playing a saber-rattling game.
[02:47:33.567 --> 02:47:35.168]  It's not really an invasion.
[02:47:35.168 --> 02:47:54.713]  I mean, if you had an invasion like I was involved in, analyzing all the invasion of Czechoslovakia and Afghanistan, if you're preparing to have an invasion or you're going to have something, then you've got to be there with a lot, in the case of Ukraine anyway, with a lot more in terms of capabilities, in terms of personnel and equipment.
[02:47:54.713 --> 02:47:57.494]  I mean, you can't just do it with the few tens of thousands they have.
[02:47:58.248 --> 02:48:01.150]  So, the point is, it's not really an invasion.
[02:48:01.150 --> 02:48:05.693]  What they're doing is playing games along the border and saber-rattling.
[02:48:05.693 --> 02:48:11.537]  The point is, I tend to agree with the President here that this needs to be solved diplomatically.
[02:48:12.393 --> 02:48:16.474]  And I believe that that's the correct route, rather than try to go to confrontation.
[02:48:16.474 --> 02:48:21.115]  I mean, I don't think the Russians... The Russians feel very threatened by the expansion of NATO.
[02:48:21.115 --> 02:48:22.175]  No kidding?
[02:48:22.175 --> 02:48:25.856]  And I would say, well, okay, fine.
[02:48:25.856 --> 02:48:29.317]  If you look at it from their perspective, they have some concerns.
[02:48:29.317 --> 02:48:32.098]  Well, okay, why don't we invite them into NATO?
[02:48:33.078 --> 02:48:37.342]  Why don't we get all of us together in a mutual defense treaty?
[02:48:37.342 --> 02:48:38.983]  Instead of always fighting with each other?
[02:48:38.983 --> 02:48:44.108]  Instead of fighting with each other and looking and acting like they are really a threat.
[02:48:44.108 --> 02:48:47.931]  Why don't we include them instead of excluding them?
[02:48:47.931 --> 02:48:51.914]  Here's another question from Mike Headsroom on Twitter.
[02:48:51.914 --> 02:48:56.438]  He wants to ask you, Mr. Binney, has the NSA managed to break SSL?
[02:48:56.438 --> 02:48:58.420]  What is your preferred encryption algorithm?
[02:49:02.004 --> 02:49:09.769]  I don't believe any commercially available encryption system is necessarily safe.
[02:49:09.769 --> 02:49:11.290]  Of course, yeah.
[02:49:11.290 --> 02:49:21.597]  Simply because of the backdoors and the weakening that the NSA has done through a Bull Run program that's been part of the Snowden exposure.
[02:49:22.182 --> 02:49:25.363]  They had the Bull Run program to weaken all the encryption systems.
[02:49:25.363 --> 02:49:29.664]  That simply meant to give them weaknesses in the keys or in the way keys are generated.
[02:49:29.664 --> 02:49:32.365]  Well, don't they just pressure the developers to give them back doors?
[02:49:32.365 --> 02:49:33.245]  Yeah, that's right.
[02:49:33.245 --> 02:49:33.965]  Yeah, that's right.
[02:49:33.965 --> 02:49:35.425]  And that's how they get it.
[02:49:35.425 --> 02:49:46.288]  And my point is that you can take some very simple... You could use whatever is commercially available as a kind of a community cipher that you could use.
[02:49:46.288 --> 02:49:49.689]  But underneath that, you have to come up with some variation of your own.
[02:49:50.379 --> 02:49:57.262]  So that when they go through assuming that they have the right keys and everything, when they're breaking all these things, they end up with a mess.
[02:49:57.262 --> 02:49:57.923]  Wow.
[02:49:57.923 --> 02:50:02.065]  So that it's basically layers of complexity.
[02:50:02.065 --> 02:50:12.709]  And one of those layers can be a very simple thing like you simply take the binary stream of a text that you're trying to encrypt and just transpose the bits in a pattern.
[02:50:12.709 --> 02:50:15.371]  And that destroys the integrity of the text.
[02:50:15.371 --> 02:50:19.733]  So that even if they have the correct key coming through the different layers of encryption for you,
[02:50:20.959 --> 02:50:25.061]  They still end up with that transposed mess and they can't recognize it.
[02:50:25.061 --> 02:50:39.928]  So that's one way that I had proposed of defeating Falk or the brute force attack on a system just assuming a whole trillions of keys and going through keys and trying them to see if you get any partial text.
[02:50:40.856 --> 02:50:53.128]  Well, in that case, if you do that bit transposition, that destroys the integrity so that any partial text you would get under any key assumption under that brute force attack would be absolutely wrong.
[02:50:53.128 --> 02:50:53.689]  Amazing.
[02:50:53.689 --> 02:50:54.169]  Stay there.
[02:50:54.169 --> 02:50:54.890]  This is incredible.
[02:50:54.890 --> 02:50:57.152]  We have more questions straight ahead.
[02:50:57.152 --> 02:50:59.595]  How secure is Blackphone and more?
[02:51:00.055 --> 02:51:02.775]  Silver has always been nature's very own antibiotic.
[02:51:02.775 --> 02:51:07.076]  And only one system allows you to generate an endless supply of natural silver solutions.
[02:51:07.076 --> 02:51:08.476]  Silverlungs.com.
[02:51:08.476 --> 02:51:11.137]  You'll find no wild claims or pseudoscience.
[02:51:11.137 --> 02:51:14.137]  Just a lifetime of nano-sized pure silver solutions.
[02:51:14.137 --> 02:51:16.498]  The Silverlungs generator allows you to make your own.
[02:51:16.498 --> 02:51:18.398]  So stop paying for silver solutions.
[02:51:18.398 --> 02:51:23.959]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[02:51:23.959 --> 02:51:27.760]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[02:51:27.760 --> 02:51:29.260]  That's Silverlungs.com.
[02:51:29.580 --> 02:51:32.302]  Are you ready to surrender your right to buy body armor?
[02:51:32.302 --> 02:51:33.083]  No joke.
[02:51:33.083 --> 02:51:35.764]  Congress is now trying to outlaw civilian body armor.
[02:51:35.764 --> 02:51:38.366]  And if House Bill H.R.
[02:51:38.366 --> 02:51:42.869]  5344 becomes law, you can kiss your right to protect yourself against rifle bullets goodbye.
[02:51:42.869 --> 02:51:45.671]  Don't put off your body armor purchase any longer.
[02:51:45.671 --> 02:51:48.173]  Go now to InfidelBodyArmor.com.
[02:51:48.173 --> 02:51:52.116]  Thousands of military veterans trust their lives to Infidel Body Armor.
[02:51:52.116 --> 02:51:53.237]  You should too.
[02:51:53.237 --> 02:51:56.199]  Spelled I-N-F-I-D-E-L.
[02:51:56.199 --> 02:51:57.640]  Infidel Body Armor.
[02:51:57.640 --> 02:51:58.761]  Just won't quit.
[02:51:59.321 --> 02:52:02.144]  Hi folks, Alex Jones here with some important information.
[02:52:02.144 --> 02:52:07.268]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[02:52:07.268 --> 02:52:15.396]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[02:52:15.396 --> 02:52:19.920]  Deciding to take action, a company run by Patriots for Patriots was born.
[02:52:19.920 --> 02:52:23.723]  MyPatriotSupply has never taken a loan or accepted outside funding.
[02:52:23.883 --> 02:52:29.830]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
