[00:00.000 --> 00:20.000]  If you are receiving this transmission, you are the resistance.
[3:22:40.000 --> 3:22:43.000]  Now, this one is, what is her name?
[3:22:43.000 --> 3:22:46.000]  The Admiral Holdo, whatever the hell her name is.
[3:22:46.000 --> 3:22:57.000]  Yeah, so she's super like really bitchy, has this attitude of this hardcore feminist that just hates men and want to put him down and everything.
[3:22:57.000 --> 3:23:03.000]  And it just has this disdain for any man that is trying to assert his authority.
[3:23:03.000 --> 3:23:05.000]  And then she's got her girlfriend snapping turtle.
[3:23:05.000 --> 3:23:09.000]  And Leia is in love with her and they have this really good affinity for each other.
[3:23:09.000 --> 3:23:14.000]  I interrupted. You're saying her and Princess Leia's Princess snapping turtle?
[3:23:14.000 --> 3:23:26.000]  They're not sort of really open about it, but there's kind of like a hinting at it that they're in a relationship that is more than just, you know, it goes beyond friendship.
[3:23:26.000 --> 3:23:30.000]  Back to Chika-Wang-Wang.
[3:23:30.000 --> 3:23:32.000]  Yes, I'll say it again.
[3:23:32.000 --> 3:23:34.000]  What could Chika-Wang-Wang?
[3:23:34.000 --> 3:23:42.000]  No, but seriously, I was also being told it's just all these weird terms from today, like Jar Jar Binks had a Caribbean accent.
[3:23:42.000 --> 3:23:44.000]  And you know, it's all ruined now.
[3:23:44.000 --> 3:23:52.000]  They have to have this stereotypical token black guy that just wants to save the world and wants to do the right thing.
[3:23:52.000 --> 3:23:57.000]  And he's like the hero and then the other hero has to be this Chinese looking chick.
[3:23:57.000 --> 3:24:01.000]  And it's just like, it's just very, very extremely SJW.
[3:24:01.000 --> 3:24:03.000]  Like the whole, and it's not, they're not even trying to be subtle about it.
[3:24:03.000 --> 3:24:04.000]  It's just very in your face.
[3:24:04.000 --> 3:24:07.000]  Well, it's done for the Chinese market, which is fine.
[3:24:07.000 --> 3:24:15.000]  I just wish they didn't do all the movies totally formulaic like Gamergate where they said the good guys will be women, the bad guys will be men.
[3:24:15.000 --> 3:24:17.000]  And it's just all this agenda to have us fight with each other.
[3:24:17.000 --> 3:24:19.000]  And it's, for me, it's unwatchable.
[3:24:19.000 --> 3:24:21.000]  Do you think I should go see it?
[3:24:21.000 --> 3:24:22.000]  Well, I think you should go see it.
[3:24:22.000 --> 3:24:26.000]  And I think people would love to take, you know, to have your take on it.
[3:24:26.000 --> 3:24:27.000]  I think that would be entertaining.
[3:24:27.000 --> 3:24:28.000]  So I think you should go see it.
[3:24:28.000 --> 3:24:29.000]  You know, you never know.
[3:24:29.000 --> 3:24:30.000]  You may like it.
[3:24:30.000 --> 3:24:31.000]  You may see something in it.
[3:24:31.000 --> 3:24:33.000]  Well, that woman looks like a giraffe.
[3:24:33.000 --> 3:24:34.000]  What's her name?
[3:24:34.000 --> 3:24:35.000]  The woman with the purple hair?
[3:24:35.000 --> 3:24:36.000]  Yeah, Admiral Holdo.
[3:24:36.000 --> 3:24:39.000]  I don't know why they made her look like that.
[3:24:39.000 --> 3:24:40.000]  Well, here's my deal.
[3:24:40.000 --> 3:24:41.000]  Finding the purple hair.
[3:24:41.000 --> 3:24:44.000]  And it's like right away and she wants to dominate all men.
[3:24:44.000 --> 3:24:48.000]  And it's just, it's just very, it's boring.
[3:24:48.000 --> 3:24:52.000]  It's like at this, at this point, the only people that I think would love this movie
[3:24:52.000 --> 3:24:56.000]  are the literal SJWs and the lefties that are running around.
[3:24:56.000 --> 3:24:59.000]  And also the people who don't really know about Star Wars.
[3:24:59.000 --> 3:25:03.000]  You know, that movie, I think they would like the movie because it's sort of,
[3:25:03.000 --> 3:25:05.000]  it's targeted on them.
[3:25:05.000 --> 3:25:06.000]  It's targeted for them.
[3:25:06.000 --> 3:25:07.000]  That's right.
[3:25:07.000 --> 3:25:08.000]  All right, Daria.
[3:25:08.000 --> 3:25:09.000]  Thank you so much.
[3:25:09.000 --> 3:25:13.000]  But on the last point, the really the positive, the one positive thing about the movie
[3:25:13.000 --> 3:25:16.000]  is the John Williams original score music.
[3:25:16.000 --> 3:25:18.000]  I'm a huge fan of John Williams.
[3:25:18.000 --> 3:25:21.000]  He wrote all the Spielberg original scores and all the Star Wars.
[3:25:21.000 --> 3:25:23.000]  So I'm a huge fan of his.
[3:25:23.000 --> 3:25:26.000]  So I just want to throw that out.
[3:25:26.000 --> 3:25:27.000]  Yeah.
[3:25:27.000 --> 3:25:28.000]  I love him.
[3:25:28.000 --> 3:25:29.000]  He did it.
[3:25:29.000 --> 3:25:30.000]  He did it.
[3:25:30.000 --> 3:25:31.000]  He did it.
[3:25:31.000 --> 3:25:32.000]  All right.
[3:25:32.000 --> 3:25:33.000]  Thank you, Daria.
[3:25:33.000 --> 3:25:34.000]  Sure.
[3:25:34.000 --> 3:25:35.000]  Paul, I'm sorry for hijacking the show.
[3:25:35.000 --> 3:25:38.000]  I didn't even know you were doing it today on your vacation.
[3:25:38.000 --> 3:25:40.000]  Paul at Prism Planet, please take back over my friend.
[3:25:40.000 --> 3:25:41.000]  Go ahead.
[3:25:41.000 --> 3:25:42.000]  Yeah.
[3:25:42.000 --> 3:25:47.000]  I mean, the reason they put in all that SJW fall after identity politics brainwashing
[3:25:47.000 --> 3:25:51.000]  into the movies, one, they're desperate because people are rebelling against it.
[3:25:51.000 --> 3:25:57.000]  And two, if you're an up and coming director, the big studios go to these up and coming
[3:25:57.000 --> 3:25:58.000]  directors.
[3:25:58.000 --> 3:26:01.000]  I made a video about this and they demand that they put it in there.
[3:26:01.000 --> 3:26:06.000]  So anyone who refuses to put it in there as an up and coming director gets shunned by
[3:26:06.000 --> 3:26:07.000]  the entire industry.
[3:26:07.000 --> 3:26:09.000]  But I mean, it's just not working.
[3:26:09.000 --> 3:26:10.000]  I mean, what?
[3:26:10.000 --> 3:26:14.000]  There's literally like one movie a year worth seeing them.
[3:26:14.000 --> 3:26:16.000]  They're revenue's way down.
[3:26:16.000 --> 3:26:20.000]  They're making less money from ticket sales than they did like 15 years ago.
[3:26:20.000 --> 3:26:21.000]  Same thing with the NFL.
[3:26:21.000 --> 3:26:22.000]  Yeah.
[3:26:22.000 --> 3:26:23.000]  Yeah.
[3:26:23.000 --> 3:26:27.000]  They get the polls and say, do you want to see this identity politics injected into your
[3:26:27.000 --> 3:26:28.000]  sports?
[3:26:28.000 --> 3:26:31.000]  And it was like 89% said no.
[3:26:31.000 --> 3:26:32.000]  They don't want it.
[3:26:32.000 --> 3:26:36.000]  If you're sitting down to relax and watch some sports, you don't want that in there.
[3:26:36.000 --> 3:26:40.000]  You're about to say it's like sports, I want to go forget things or a movie.
[3:26:40.000 --> 3:26:42.000]  If I wouldn't saw something was S.A.W., it's fine.
[3:26:42.000 --> 3:26:44.000]  But it's like everything's the same formula.
[3:26:44.000 --> 3:26:46.000]  They make it the same movie.
[3:26:46.000 --> 3:26:47.000]  Exactly.
[3:26:47.000 --> 3:26:51.000]  And then you've got a movie like Kingsman, too, which the director said he deliberately
[3:26:51.000 --> 3:26:54.000]  didn't make it an identity politics movie.
[3:26:54.000 --> 3:26:57.000]  And it's, you know, it's a big hit for a small movie.
[3:26:57.000 --> 3:27:00.000]  Well, I noticed it actually had a bunch of like anti-New World Order connotations.
[3:27:00.000 --> 3:27:02.000]  I think when he said it, it didn't have that.
[3:27:02.000 --> 3:27:03.000]  I think it was the other way.
[3:27:03.000 --> 3:27:06.000]  Oh, yeah, they called it like a Brexit themed movie.
[3:27:06.000 --> 3:27:07.000]  It wasn't even political.
[3:27:07.000 --> 3:27:12.000]  It's just the fact that it didn't have any of this enforced identity politics shoved
[3:27:12.000 --> 3:27:15.000]  in there, which is what people who go to see a movie want.
[3:27:15.000 --> 3:27:16.000]  They want to be entertained.
[3:27:16.000 --> 3:27:19.000]  They want actual characters that they care about.
[3:27:19.000 --> 3:27:25.000]  Now it's all about diversity hires and injecting all this far left BS identity politics.
[3:27:25.000 --> 3:27:27.000]  That's why their movies are all failing.
[3:27:27.000 --> 3:27:31.000]  I mean, I've seen like one good movie a year for the past five years.
[3:27:31.000 --> 3:27:32.000]  It's pathetic.
[3:27:32.000 --> 3:27:35.000]  Well, they admit Hollywood's gone a complete crap.
[3:27:35.000 --> 3:27:39.000]  And like you said, I'll go see a movie that's all black people are all I'll go watch it.
[3:27:39.000 --> 3:27:42.000]  A Chinese movie or a Japanese movie or a Russian movie.
[3:27:42.000 --> 3:27:44.000]  I just want to see good art, a French movie.
[3:27:44.000 --> 3:27:50.000]  But then they just everything becomes an SJW and it's just a nightmare and it's unbelievable.
[3:27:50.000 --> 3:27:52.000]  Paul's going to take over the next two segments.
[3:27:52.000 --> 3:27:54.000]  We have free shipping running store wide.
[3:27:54.000 --> 3:27:57.000]  We need to make a lot of money right now to fund the operation of the new year.
[3:27:57.000 --> 3:27:58.000]  They've cut off our sponsors.
[3:27:58.000 --> 3:28:01.000]  They've come after us as you know, but thanks to you and the fact that you like the products.
[3:28:01.000 --> 3:28:02.000]  You've ordered them.
[3:28:02.000 --> 3:28:03.000]  You've reordered them.
[3:28:03.000 --> 3:28:05.000]  We have the biggest sales that we ever run.
[3:28:05.000 --> 3:28:08.000]  And I've been intensifying the sales, but these are the biggest in our history.
[3:28:08.000 --> 3:28:13.000]  50 to 67% off almost all our best selling items.
[3:28:13.000 --> 3:28:21.000]  There's a few things that cost me so much that you can't even off the retail do 30 or 40 because that would go below the cost of the product.
[3:28:21.000 --> 3:28:24.000]  But they're there out of power.
[3:28:24.000 --> 3:28:30.000]  Reinforce that Paul Watson loves and so much more and there's still time to ship anywhere in the all 50 states.
[3:28:30.000 --> 3:28:31.000]  I was wrong.
[3:28:31.000 --> 3:28:35.000]  I thought it was your stage today and there's still most areas in the lower 48 tomorrow.
[3:28:35.000 --> 3:28:37.000]  But then it gets a little bit risky.
[3:28:37.000 --> 3:28:39.000]  But please do your Christmas shopping with us.
[3:28:39.000 --> 3:28:40.000]  Don't fight the crowds.
[3:28:40.000 --> 3:28:45.000]  Don't fight the traffic and fight the globalist at the same time without doing anything but supporting us.
[3:28:45.000 --> 3:28:47.000]  Thank you all info or store.com.
[3:28:47.000 --> 3:28:51.000]  Paul Watson from Spain straight ahead.
[3:28:51.000 --> 3:28:55.000]  Most people think life insurance pays after you're dead.
[3:28:55.000 --> 3:28:56.000]  That's true.
[3:28:56.000 --> 3:29:01.000]  But did you know you can have tax free access to your life insurance while you're still alive.
[3:29:01.000 --> 3:29:06.000]  You can use the life benefits of your life insurance to grow your money with certainty and guarantees.
[3:29:06.000 --> 3:29:10.000]  No stock market risk, no tax risk and no penalties.
[3:29:10.000 --> 3:29:14.000]  Call life benefits if you'd like a free book about how this can be done.
[3:29:14.000 --> 3:29:18.000]  Call 702-660-7000.
[3:29:18.000 --> 3:29:22.000]  That's 702-660-7000.
[3:29:22.000 --> 3:29:25.000]  Want revenge on the common housefly?
[3:29:25.000 --> 3:29:29.000]  Well after 10,000 years someone has finally come up with a better way.
[3:29:29.000 --> 3:29:30.000]  The bug assault.
[3:29:30.000 --> 3:29:32.000]  A miniaturized shotgun.
[3:29:32.000 --> 3:29:35.000]  Which utilizes ordinary table salt as ammunition.
[3:29:35.000 --> 3:29:37.000]  Non-toxic and no batteries required.
[3:29:37.000 --> 3:29:38.000]  So much fun.
[3:29:38.000 --> 3:29:40.000]  You'll forget you have a wife and kids.
[3:29:40.000 --> 3:29:43.000]  $39.95 and free economy shipping.
[3:29:43.000 --> 3:29:48.000]  Use discount code GCN and get an extra 10% off your purchase at bugassault.com.
[3:29:48.000 --> 3:29:50.000]  Makes the perfect stocking stuffer.
[3:29:50.000 --> 3:29:53.000]  Get your bug assault today.
[3:29:53.000 --> 3:29:56.000]  Top scientists and researchers agree.
[3:29:56.000 --> 3:30:05.000]  We are being hit by toxic weapons in the food and water supply that are making us fat, sick and stupid.
[3:30:05.000 --> 3:30:07.000]  So what do we do about it?
[3:30:07.000 --> 3:30:10.000]  Well for starters, don't just sit there and take it.
[3:30:10.000 --> 3:30:15.000]  Fight back with the all new supercharged Brain Force Plus.
[3:30:15.000 --> 3:30:18.000]  And feel the rush without the crash.
[3:30:18.000 --> 3:30:24.000]  Brain Force Plus is the next generation of advanced neural activation and new tropics.
[3:30:24.000 --> 3:30:30.000]  And now we've added a brand new ingredient called black pepper fruit extract.
[3:30:30.000 --> 3:30:32.000]  That gives you an added kick.
[3:30:32.000 --> 3:30:39.000]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers.
[3:30:39.000 --> 3:30:45.000]  That will allow you to flip the switch and supercharge your state of mind.
[3:30:45.000 --> 3:30:47.000]  It's the real deal.
[3:30:47.000 --> 3:30:49.000]  Brain Force Plus.
[3:30:49.000 --> 3:31:18.000]  Hear your bottle right now at infowarstore.com.
[3:31:19.000 --> 3:31:23.000]  But with the rapid speed of life, we need to be able to keep up the pace.
[3:31:23.000 --> 3:31:31.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[3:31:31.000 --> 3:31:33.000]  Wake up refreshed and take on the day.
[3:31:33.000 --> 3:31:41.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[3:31:41.000 --> 3:31:45.000]  Get the sleep you deserve and experience the power of knockout.
[3:31:45.000 --> 3:31:49.000]  Head on over to infowarslife.com and say goodbye to fatigue.
[3:31:49.000 --> 3:32:18.000]  That's infowarslife.com.
[3:32:19.000 --> 3:32:28.000]  Thank you so much, Alex, for the infowarslife products.
[3:32:28.000 --> 3:32:29.000]  They are quality.
[3:32:29.000 --> 3:32:31.000]  I can't wait to get some more.
[3:32:31.000 --> 3:32:34.000]  And thank you so much for doing that for us to keep us healthy.
