[00:00:15.756 --> 00:00:17.263]  Tomorrow's news, today.
[03:30:24.215 --> 03:30:24.615]  AAAA!
[03:30:24.615 --> 03:30:24.995]  AAAA!
[03:30:24.995 --> 03:30:25.395]  AAAA!
[03:30:25.395 --> 03:30:25.555]  AAAA
[03:30:25.655 --> 03:30:26.455]  That's InfoWars.
[03:30:55.629 --> 03:31:07.386]  So when I first started taking Survival Shield, basically I was 275 pounds, I was overweight, I had brain fog like you wouldn't believe, I was barely holding on to a job, and I heard Dr. Grip on your show and I listened to it.
[03:31:07.386 --> 03:31:11.052]  So the first one I got was the original Survival Shield, the X1, and it was
[03:31:11.292 --> 03:31:12.072]  We're good to go.
[03:31:34.940 --> 03:31:36.141]  Absolutely sad, brother.
[03:31:36.141 --> 03:31:38.243]  I thank you so much for your call, and Godspeed.
[03:31:55.336 --> 03:32:04.804]  We have launched the most important sale of the year, because now we've got a bunch of great products that have been sold out for months and months and months back in stock.
[03:32:04.804 --> 03:32:16.593]  So, right now, the real Black Friday sale is beginning, and it's only going to run until the end of the month, and that's now only six, seven days.
[03:32:16.593 --> 03:32:20.556]  InfoWars store official Black Friday special has arrived.
[03:32:21.357 --> 03:32:22.979]  Ladies and gentlemen, people love it.
[03:32:22.979 --> 03:32:24.201]  It's our best seller.
[03:32:24.201 --> 03:32:25.923]  Vitamin Mineral Fusion.
[03:32:25.923 --> 03:32:32.030]  All the vitamins, all the minerals, all the key amino acids, everything you need for your immune system and your body.
[03:32:32.030 --> 03:32:33.432]  And it tastes great.
[03:32:33.432 --> 03:32:35.254]  And it funds the InfoWar.
[03:32:35.254 --> 03:32:39.720]  It is back in stock 40% off with free shipping and double Patreon points.
[03:32:40.160 --> 03:32:42.802]  And so much more at InfoWarsStore.com.
[03:32:42.802 --> 03:32:47.626]  It's only six, seven days left in the biggest sale of 2021.
[03:32:47.626 --> 03:32:51.089]  Bet on freedom, bet on InfoWars, bet on yourself and get great products.
[03:32:51.089 --> 03:32:57.475]  The only way you fail is not taking action at InfoWarsStore.com.
[03:32:57.475 --> 03:33:02.099]  Leading a frontal assault on the lies of the New World Order.
[03:33:02.099 --> 03:33:03.380]  It's Alex Jones.
[03:33:12.111 --> 03:33:13.252]  All right, I'm Kate Dally.
[03:33:13.252 --> 03:33:14.092]  I'm back with you.
[03:33:14.092 --> 03:33:28.482]  I am your guest host for this hour and my show starts right when this ends and you can catch it live all over the country by going to katedallyradio.com and you can hit the listen live button and join in the conversation there as well.
[03:33:28.482 --> 03:33:39.228]  I just left the last segment talking about how if Mary and Joseph would have been good global citizens like we're supposed to be, they would have probably offered up the Christ child to be murdered.
[03:33:39.228 --> 03:33:39.829]  Would they not have?
[03:33:40.603 --> 03:33:41.843]  Of course they would have.
[03:33:41.843 --> 03:33:43.163]  But no, they didn't do that.
[03:33:43.163 --> 03:33:44.804]  Government has always been oppressive.
[03:33:44.804 --> 03:33:51.005]  Government has always had the evil leading edge because it had the power of oppression for people.
[03:33:51.005 --> 03:33:55.266]  If you study government for 10 years, that's probably the conclusion you'll come to, too.
[03:33:55.266 --> 03:34:00.487]  I've also had to recognize that along the way that it really is the study of evil.
[03:34:00.487 --> 03:34:02.127]  I've said this here before.
[03:34:02.127 --> 03:34:07.148]  It's the study of evil and people really need to recognize that we underestimate evil in this country.
[03:34:07.148 --> 03:34:07.348]  Why?
[03:34:07.828 --> 03:34:09.491]  Because we're not evil, that's why.
[03:34:09.491 --> 03:34:11.594]  It's hard for us to recognize something.
[03:34:11.594 --> 03:34:18.363]  It's hard for us to say how bad and how infiltrated and how swampy it really is, right?
[03:34:18.363 --> 03:34:23.130]  Well, in my study of government, all roads
[03:34:23.772 --> 03:34:23.852]  Yes.
[03:34:44.409 --> 03:34:46.152]  Um, all roads lead to money.
[03:34:46.152 --> 03:34:54.666]  So you could go back and you could go backwards and say, well, yes, I mean, this is probably where they're bought and sold by pharma and who pretty much has bought all of our governors.
[03:34:55.473 --> 03:34:57.434]  As well as the congressmen and senators.
[03:34:57.434 --> 03:34:59.815]  And so, of course, you go backwards.
[03:34:59.815 --> 03:35:02.416]  But really and truly, we need to go forwards.
[03:35:02.416 --> 03:35:06.458]  Because we all know by now that everything is about digital banking.
[03:35:06.458 --> 03:35:07.459]  It's not about health.
[03:35:07.459 --> 03:35:09.220]  It's about digital banking.
[03:35:09.220 --> 03:35:10.800]  It's about control, right?
[03:35:10.800 --> 03:35:13.922]  Getting control of the populace to get digital banking.
[03:35:13.922 --> 03:35:15.643]  It's always got to be about money.
[03:35:15.643 --> 03:35:16.623]  It has to be.
[03:35:16.623 --> 03:35:18.264]  Because it's the only thing that excites
[03:35:18.846 --> 03:35:20.749]  These, uh, these elitists.
[03:35:20.749 --> 03:35:26.397]  It's the only thing that gets them going is to know that there's going to be a bucket of money at the end of this, right?
[03:35:26.397 --> 03:35:27.479]  And we are expendable.
[03:35:28.248 --> 03:35:33.813]  And so you have to absolutely ignore, if you're a coincidence theorist, the new variant called moronic.
[03:35:33.813 --> 03:35:35.795]  You absolutely have to ignore this.
[03:35:35.795 --> 03:35:37.217]  And what are we looking at?
[03:35:37.217 --> 03:35:42.061]  In two weeks, they had one guy, two weeks ago, in the Netherlands, right?
[03:35:42.061 --> 03:35:46.646]  In the Netherlands, have two symptoms, fatigue and muscle fatigue, right?
[03:35:46.646 --> 03:35:49.709]  And of course, instead of calling it flu, because we're actually in flu season,
[03:35:50.626 --> 03:35:59.968]  They of course called it this new variant, and they're going to have a new variant probably every three months, which is going to make the last shot you got obsolete because you have to pony up for the new shot.
[03:35:59.968 --> 03:36:09.471]  This is why the 80 Republicans went all in with the little traitorous Democrats to vote immunization trackers, so they can all keep track of how many shots we're actually getting.
[03:36:09.471 --> 03:36:09.611]  See?
[03:36:10.411 --> 03:36:21.665]  So, you also have to ignore, you have to ignore, that the fact that the court ordered the FDA to comply with the file request and release information on the Pfizer vaccine.
[03:36:21.665 --> 03:36:26.550]  The first batch of documents shows over 1,200 vaccine deaths within the first 90 days.
[03:36:26.550 --> 03:36:27.732]  You have to ignore that too.
[03:36:28.232 --> 03:36:33.014]  You also have to ignore that the Delta variant has never had a single test.
[03:36:33.014 --> 03:36:35.616]  That COVID testers have never been quarantined.
[03:36:35.616 --> 03:36:36.476]  Why is that?
[03:36:36.476 --> 03:36:41.018]  Gosh, they're around people all day long, right?
[03:36:41.018 --> 03:36:43.600]  COVID testing, but they're never ever quarantined.
[03:36:43.600 --> 03:36:44.180]  That's a problem.
[03:36:44.947 --> 03:36:48.490]  You have to ignore that 99% of our country is just fine.
[03:36:48.490 --> 03:36:50.832]  You absolutely have to ignore that.
[03:36:50.832 --> 03:36:59.740]  And you have to ignore that all the world-renowned scientists, doctors, whistleblowers, financial experts are all telling you the exact same thing.
[03:36:59.740 --> 03:37:01.361]  What's coming?
[03:37:01.361 --> 03:37:03.483]  So I read an article back in 2012 and this was by
[03:37:08.161 --> 03:37:08.861]  Oh, what is the name?
[03:37:08.861 --> 03:37:10.922]  Bionisomp.
[03:37:10.922 --> 03:37:13.042]  And he was talking about bees.
[03:37:13.042 --> 03:37:24.744]  And I found this to be very interesting because in correlation with this, Louis Rosenberg, who's given many TED Talks, is talking often about bees and what these bees represent to him.
[03:37:24.744 --> 03:37:28.544]  He studies bees as if he's studying humans.
[03:37:28.544 --> 03:37:35.106]  Keep that in mind when you're listening to him explain in this clip, in this TED Talk, about the hive mentality.
[03:37:35.106 --> 03:37:36.826]  This is very crucial to our future.
[03:37:39.137 --> 03:37:46.620]  I like to think about it this way.
[03:37:46.620 --> 03:37:53.263]  A brain is a system of neurons so deeply connected that an intelligence forms.
[03:37:53.263 --> 03:37:59.265]  A swarm is a system of brains so deeply connected that a super intelligence forms.
[03:37:59.265 --> 03:38:05.348]  Simply put, a swarm is a brain of brains and it can be smarter than any individual member.
[03:38:07.142 --> 03:38:08.642]  Let me give you an example.
[03:38:08.642 --> 03:38:10.323]  Honeybees.
[03:38:10.323 --> 03:38:12.564]  This is about 10,000 bees.
[03:38:12.564 --> 03:38:15.064]  And they have a very important problem to solve.
[03:38:15.064 --> 03:38:18.225]  They need to find a new home to move into.
[03:38:18.225 --> 03:38:26.628]  That new home could be a hollow log, or the hole in the side of a building, or if you're unlucky like I was, a crawlspace in your garage.
[03:38:26.628 --> 03:38:32.430]  Now, this sounds simple, but this is a life-or-death decision that could impact the survival of the colony for generations.
[03:38:34.073 --> 03:38:43.780]  To solve this problem, the bees send out hundreds of scout bees that search a 30 square mile area and find dozens of candidate sites.
[03:38:43.780 --> 03:38:45.461]  That's the easy part.
[03:38:45.461 --> 03:38:53.006]  The hard part is that they then need to pick the best possible solution from all the options that they've discovered.
[03:38:53.006 --> 03:38:54.347]  Now here's the rub.
[03:38:54.347 --> 03:38:56.888]  A honeybee has a tiny brain.
[03:38:56.888 --> 03:39:00.131]  It's smaller than a grain of sand and has less than a million neurons.
[03:39:00.970 --> 03:39:09.458]  You have 85 billion neurons, so however smart you think you are, divide that by 85,000, and that's a honeybee.
[03:39:09.458 --> 03:39:13.102]  You probably wouldn't want a honeybee picking a new home for you.
[03:39:13.102 --> 03:39:17.386]  And yet honeybees are very discriminating house hunters.
[03:39:17.386 --> 03:39:25.254]  They need to find a new home that's big enough to store the honey they need for the winter, that's ventilated well enough to stay cool in the summer,
[03:39:26.101 --> 03:39:29.762]  That's insulated well enough to stay warm on cold nights.
[03:39:29.762 --> 03:39:32.402]  That's protected from the rain.
[03:39:32.402 --> 03:39:35.343]  But also near good sources of clean water.
[03:39:35.343 --> 03:39:40.364]  And of course, it needs to be well located near good sources of pollen.
[03:39:40.364 --> 03:39:43.704]  This is a complex, multivariable problem.
[03:39:43.704 --> 03:39:50.546]  And to maximize survival, the bees need to find the best possible solution across all of these competing constraints.
[03:39:50.546 --> 03:39:52.026]  And remarkably, they do it.
[03:39:53.646 --> 03:40:01.852]  Biologists have shown that honeybees pick the best possible solution over 80% of the time.
[03:40:01.852 --> 03:40:10.818]  If you were a human CEO trying to find the perfect location for a new factory, you'd face a similarly complex problem, and it would be very difficult to find the optimal solution.
[03:40:10.818 --> 03:40:13.079]  And yet, honeybees can do it.
[03:40:13.079 --> 03:40:13.840]  Let's think about that.
[03:40:14.938 --> 03:40:19.660]  A single bee has a brain so tiny it can't even conceive of the problem.
[03:40:19.660 --> 03:40:28.445]  But when they think together as a system, they can solve it so accurately that a human brain would be hard-pressed to match them.
[03:40:28.445 --> 03:40:29.325]  So how do they do this?
[03:40:29.325 --> 03:40:31.587]  By forming a swarm intelligence.
[03:40:31.587 --> 03:40:39.811]  A brain of brains that combines the knowledge and wisdom and insight and intuition of the group and converges on a single unified decision.
[03:40:41.755 --> 03:40:42.575]  I know what you're thinking.
[03:40:42.575 --> 03:40:42.935]  Really?
[03:40:42.935 --> 03:40:44.236]  These are honey bees.
[03:40:44.236 --> 03:40:46.056]  How do they express opinions?
[03:40:46.056 --> 03:40:48.757]  How do they converge on solutions?
[03:40:48.757 --> 03:40:52.918]  Remarkably, they do it by vibrating their bodies.
[03:40:52.918 --> 03:40:57.479]  Biologists call this a waggle dance, because to us it looks like the bees are dancing.
[03:40:57.479 --> 03:41:03.200]  But really, they're generating signals that represent their support for the various home sites under consideration.
[03:41:04.363 --> 03:41:14.490]  By combining these signals, the bees engage in a multi-directional tug-of-war, pushing and pulling on the decision, until they converge on the one solution that they can best agree upon.
[03:41:14.490 --> 03:41:17.552]  And it's usually the optimal solution.
[03:41:17.552 --> 03:41:26.639]  And unlike us humans, the bees don't entrench, they don't fall into gridlock, they don't settle for a bad solution that nobody's happy with.
[03:41:26.639 --> 03:41:29.261]  They find the solution that's best for the group as a whole.
[03:41:30.666 --> 03:41:39.153]  I point this out because the phrase hive mind often gets a bad rap, implying a group of mindless drones who can't think for themselves.
[03:41:39.153 --> 03:41:42.516]  That's certainly how science fiction portrays it.
[03:41:42.516 --> 03:41:43.817]  But honestly, it's just not true.
[03:41:43.817 --> 03:41:53.044]  A hive mind is nature's way of aggregating the diverse perspectives of a population and maximizing their collective wisdom.
[03:41:53.044 --> 03:41:59.930]  And let's be honest, we humans are pretty smart as individuals, but in groups, we're not always that wise.
[03:42:01.513 --> 03:42:06.016]  That's because groups don't do a great job of combining their diverse perspectives.
[03:42:06.016 --> 03:42:08.717]  We use votes and polls and surveys.
[03:42:08.717 --> 03:42:11.919]  The problem is, polls are polarizing.
[03:42:11.919 --> 03:42:19.544]  They drive us to entrench, exposing and reinforcing our differences, but doing nothing to help us find common ground.
[03:42:19.544 --> 03:42:21.145]  A swarm is the opposite.
[03:42:21.145 --> 03:42:25.808]  It's flexible and dynamic, revealing where we agree most.
[03:42:25.808 --> 03:42:30.891]  In other words, swarming doesn't just make a species smarter, it makes a species
[03:42:33.334 --> 03:42:34.635]  It's collectivism.
[03:42:34.635 --> 03:42:36.276]  It's you as an individual.
[03:42:36.276 --> 03:42:40.298]  We don't really like you as an individual with individual thoughts, your individual mind.
[03:42:40.298 --> 03:42:42.279]  We really love collectivism.
[03:42:42.279 --> 03:42:45.921]  Louis Rosenberg also was one of the creators of Metaverse.
[03:42:45.921 --> 03:42:47.863]  I'll talk about this more when I come back.
