[00:00.000 --> 00:29.920]  From the InfoWars.com News Center, D.P.
[3:41:33.920 --> 3:41:57.920]  Look how far ABC again has gone. This is the footage pronouncement from the Pope of news, I guess you could say, the papacy of news saying that the Trump interview that took place just took place first major media sit down with, you know, a network.
[3:41:57.920 --> 3:42:14.920]  Suddenly, ABC owns all of this and has placed restrictions on how you can show little clips and so forth. But the big restriction is after February 1st, it's gone forever. Nobody else can air it.
[3:42:14.920 --> 3:42:36.920]  Why? The president of the United States makes statements, policy statements, and this is all going to disappear down the rat hole of ABC on February 1st. Are they serious about this? Do they really think this is going to happen?
[3:42:36.920 --> 3:42:48.920]  Do they really think they can control this? And as Alex has said, why do they want to control it? Because they don't want other people being able to go back and say, look at what he said back here.
[3:42:48.920 --> 3:42:57.920]  Look at what Trump said and look at what he did. Gee, he said this and he did it. He said that and he did it. He said this and he did it.
[3:42:57.920 --> 3:43:19.920]  They want to be able to, it's 1984. It was here and then it wasn't here. That's what media in 1984 or Wells' Novel is all about. The media says this and then it's gone. The media says that, it's gone.
[3:43:19.920 --> 3:43:28.920]  Today, the media say this and it's gone. So they want to just completely destroy all that footage. We own it, they say.
[3:43:28.920 --> 3:43:40.920]  Now, if Trump had known that, I think the chances are about 90% against that he would have ever been interviewed by ABC. So now they've exposed themselves in a completely absurd way.
[3:43:40.920 --> 3:43:51.920]  It's like watching people, oh, you know, you've seen people that have gone nuts.
[3:43:51.920 --> 3:44:03.920]  Well, that's what we're watching here with major media. That's what we're seeing. That's why 15 years ago, I started the website under the name No More Fake News.
[3:44:03.920 --> 3:44:11.920]  Because it had already occurred to me in more than one way that major media were completely fake.
[3:44:11.920 --> 3:44:25.920]  Three areas, I would say, turned the tide for me before I started the website. The Oklahoma City bombing, 1995. The truth that emerged about that.
[3:44:25.920 --> 3:44:37.920]  The book I wrote about it and the terrific researcher, Patrick Briley, that I worked with as a source for a long time during the writing of the book.
[3:44:37.920 --> 3:44:44.920]  Vaccine research, that was part of my first book, AIDS Inc. 1988.
[3:44:44.920 --> 3:44:48.920]  Immune system destruction through vaccines.
[3:44:48.920 --> 3:44:58.920]  And the third thing, without going into a long song and dance, was U.S. government mind control experiments on children.
[3:44:58.920 --> 3:45:12.920]  And the testimony of Valerie Wolf, a psychologist, before a federal commission in 1995 on radiation experiments in which she and two of her patients said yes, or two of the patients said yes.
[3:45:12.920 --> 3:45:25.920]  As children, we received radiation doses, but this was part of a much wider-ranging mind control program that we were enlisted in as children.
[3:45:25.920 --> 3:45:32.920]  The feds never expected that to come out in live testimony, but it did.
[3:45:32.920 --> 3:45:48.920]  So those are just three of the areas that convinced me by the time that I started my website in 2001 that no more fake news was a good name, because the major media, of course, weren't covering any of these areas that I just mentioned.
[3:45:48.920 --> 3:45:53.920]  Not only weren't they covering them, they were obviously censoring them.
[3:45:53.920 --> 3:46:02.920]  If major media omit a story and they don't cover it, this is not an accident.
[3:46:02.920 --> 3:46:08.920]  They decide this is not good. We don't want this.
[3:46:08.920 --> 3:46:16.920]  And from many of my conversations off the record with reporters over the years, this is what they've told me.
[3:46:16.920 --> 3:46:19.920]  We know, they say, what the boundaries are.
[3:46:19.920 --> 3:46:22.920]  We understand what we can do and what we can't do.
[3:46:22.920 --> 3:46:27.920]  There is no discussion about this except in extreme rare cases.
[3:46:27.920 --> 3:46:32.920]  Otherwise, it's business as usual. It's a machine.
[3:46:32.920 --> 3:46:48.920]  For example, vaccine articles in which there is some criticism implied of the safety of vaccines or the criticism of the CDC or a pharmaceutical company, that'll get you fired if blacklisted.
[3:46:48.920 --> 3:46:52.920]  No question about it. But everybody knows that.
[3:46:52.920 --> 3:47:00.920]  So the editor doesn't have to say anything. The publisher doesn't have to say anything. The reporters don't say anything.
[3:47:00.920 --> 3:47:07.920]  It's all now understood. This is the game. Do you want to play?
[3:47:07.920 --> 3:47:18.920]  You've spent your career climbing over other people, trying to make a living, trying to make a name for yourself, maybe getting a little plastic surgery along the way, whatever it takes.
[3:47:18.920 --> 3:47:21.920]  You're a hustler. We know that.
[3:47:21.920 --> 3:47:30.920]  Now, you're going to destroy all that by crossing one of these lines and deciding that you want to take a chance.
[3:47:30.920 --> 3:47:43.920]  You want to be honorable. You want to expose the truth to the American people as you thought you wanted to do when you were 16 and you decided you wanted to be a reporter.
[3:47:43.920 --> 3:47:48.920]  Of course not. We understand that. That's not going to happen.
[3:47:48.920 --> 3:47:52.920]  This is the game, folks. This is the way it works.
[3:47:52.920 --> 3:48:01.920]  On the ground, every day, in the television networks, in the print media, this is the way it happens.
[3:48:01.920 --> 3:48:10.920]  And so some of these people brainwash themselves into believing all the lies that they promulgate to the public.
[3:48:10.920 --> 3:48:21.920]  And some of the others know they're lying, but for the sake of their careers and selling their souls and so forth, they just do it anyway.
[3:48:21.920 --> 3:48:25.920]  That's the way the game works. That's the way it operates.
[3:48:25.920 --> 3:48:39.920]  That's what we are destroying, day by day, broadcast by broadcast, article by article, independent news and media.
[3:48:39.920 --> 3:48:42.920]  So we've just flashed a piece up here from my blog.
[3:48:42.920 --> 3:48:48.920]  Reporters tell me the truth off the record, the fake news business. You should read it because these comments are incredible.
[3:48:48.920 --> 3:48:59.920]  What some of these guys have told me off the record over the years, like most people in the major media news business are CIA assets.
[3:48:59.920 --> 3:49:09.920]  Many of them don't know it. Some of them do. It's simple, you see.
[3:49:09.920 --> 3:49:14.920]  Here's a quote from myself that I'm now reading off the screen. I'm glad they put it up there.
[3:49:14.920 --> 3:49:21.920]  One night I had a little heart to heart with my editor. I told him it would be a lot easier if I just had a desk at the CIA and Langley.
[3:49:21.920 --> 3:49:27.920]  He agreed. He said we could move the whole paper there, but then the Spooks would realize they didn't need us at all.
[3:49:27.920 --> 3:49:33.920]  They could put out the paper themselves. That's right. They could put out the paper themselves.
[3:49:33.920 --> 3:49:39.920]  They could very well do that without having to have, you know, a building in New York.
[3:49:39.920 --> 3:49:47.920]  They could just do it all at Langley. Absolutely. It's that controlled.
[3:49:47.920 --> 3:49:55.920]  But the people inside it don't need to be controlled anymore.
[3:49:55.920 --> 3:50:02.920]  They're playing along. And their job is to convince the public that they're not playing along.
[3:50:02.920 --> 3:50:12.920]  That they're determined and idealistic and, in some cases, absolutely revolted at what's happening and they have to expose it in all of this.
[3:50:12.920 --> 3:50:20.920]  This is their act to be able to put on that act and convince the American people of it.
[3:50:20.920 --> 3:50:26.920]  But frankly, between you and me, and if you haven't noticed it by now, you need to go back and look at some mainstream news.
[3:50:26.920 --> 3:50:36.920]  The act is so shoddy, so bad, so preposterous, because they've now got, you know, on a team, the second stringers, the bench.
[3:50:36.920 --> 3:50:59.920]  That's what's in there. Not the first players. We'll be back after the break.
[3:50:59.920 --> 3:51:05.920]  Don't become dependent on the medical system. Get and stay healthy naturally with Extendivite.
[3:51:05.920 --> 3:51:09.920]  Metals in the liver cause peroxides to get dumped into the bloodstream.
[3:51:09.920 --> 3:51:20.920]  Peroxides do more damage than free radicals to the arteries and the LDL has no protection from peroxides, causing the LDL to get stuck in the arteries, creating a potential blockage.
[3:51:20.920 --> 3:51:29.920]  Extendivite slowly chelates the metals away from the liver so it can dispose of what was meant to be a harmless process, peroxide.
[3:51:29.920 --> 3:51:35.920]  Extendivite's seven herbs has a job to strengthen the organs and circulatory highway. Can you afford a heart attack?
[3:51:35.920 --> 3:51:58.920]  Extendivite is available in capsule or liquid form for just $69.95 for a two-month supply. To get started, call 1-877-928-8822. That's 1-877-928-8822 or visit partdrop.com.
[3:51:58.920 --> 3:52:09.920]  In a crisis, your number one need is food, but not just any food. Experts say everyone needs to have non-perishable, good-for-25-years survival food on hand in case of an emergency.
[3:52:09.920 --> 3:52:17.920]  Well, right now, in what is truly an unprecedented move, 72-hour survival food kits are being given away to listeners while supplies last.
[3:52:17.920 --> 3:52:29.920]  Survival food is more important today than ever before, explains Frank Pates, a spokesman for the company. Natural disasters, terrorist attacks, and other threats can make obtaining sufficient food impossible in an emergency.
[3:52:29.920 --> 3:52:43.920]  This 72-hour survival kit has 16 servings of delicious food rated for 25 years of storage. It sells to the general public for $27 plus shipping and has been rated four and a half out of five stars by customers who paid full price.
[3:52:43.920 --> 3:52:58.920]  But listeners who act quickly can get it free, just cover $9.95 shipping. Go to freefood2.com right now. Supplies are limited and the program may end at any time. Go to freefood2.com now. That's freefood2.com.
[3:53:13.920 --> 3:53:39.920]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie. Then beef was for supper.
[3:53:39.920 --> 3:53:50.920]  Revelation, dawn of global government, theatrical screenings on demand, DVDs now available, starring Alex Jones, Charlie Daniels, special ops general Jerry Boykin.
[3:53:50.920 --> 3:53:59.920]  Want to shed some tears over the red, white, and blue? RevelationTheMovie.info. Let's fix it.
[3:53:59.920 --> 3:54:09.920]  Well, you were sleeping. They came and took it all away.
[3:54:09.920 --> 3:54:16.920]  John Rathport back in our last segment here in the fourth hour for Alex on Infowars.
[3:54:16.920 --> 3:54:30.920]  Just want to say a couple more things about what Trump is doing here. State Department, mass resignations, and cutting funding to the UN. Baby, the United Nations.
[3:54:30.920 --> 3:54:56.920]  Now, I can remember going back, let's say 1964, somewhere in there, anybody who suggested that cutting funding to the UN or withdrawing from the UN, there's also a little bit of talk about that now, would be considered a complete paranoid wacko.
[3:54:56.920 --> 3:55:11.920]  Okay, that was out to destroy mankind and mankind's only hope for survival, the UN. Now, it's happening, cutting funding to the UN.
[3:55:11.920 --> 3:55:32.920]  Because, of course, the government of the United States is the main financial backer of the UN and is sitting there on territory in New York City that was donated by Rockefeller, arch-globalist family, and that was the purpose from the beginning.
[3:55:32.920 --> 3:55:44.920]  And all of a sudden, it's happening. The media doesn't want to talk about it. The media would like to forget that this is even on the table, much less actually happening. But it is happening.
[3:55:44.920 --> 3:56:11.920]  Unprecedented. Unprecedented. I mean, your adrenaline should flow when you hear this. Why? Because the UN, under all of this weighty rhetoric about the Earth Charter and one human family and all of the kinds of, you know, Hillary Clinton borrows from their speeches and they borrow from hers.
[3:56:11.920 --> 3:56:30.920]  It's all the same jive rhetoric. The cheese glob collective, as I like to call it, all will be wonderful. And what we mean by wonderful is the UN will promote the globalist management system of the world and eventually will eliminate sovereign nations.
[3:56:30.920 --> 3:56:47.920]  And there will only be regions and the regions will be collected under this one blanket of sustainable future, which means all in poverty. But it will be wonderful. Don't worry about it. Just keep your eyes straight ahead and keep moving.
[3:56:47.920 --> 3:57:08.920]  Another cesspool, I mean, endless cesspool, the UN, to go along with the endless cesspool at the State Department as if international negotiations, which seem to be, you know, the substance of what the State Department and the UN do.
[3:57:08.920 --> 3:57:18.920]  This can only be carried out in extraordinarily complex ways by people who take decades and years to hammer out these agreements and so on and so forth.
[3:57:18.920 --> 3:57:28.920]  Oh, way beyond the power of any of us to understand what's actually happening. Oh, forget it. Turns out this is just more jive.
[3:57:28.920 --> 3:57:43.920]  Just as you and I could sit down and hammer out some sort of a business agreement in an hour or two, nations can talk to each other and hammer out agreements without needing the State Department or the UN or anything.
