[00:00.000 --> 00:07.000]  Mainstream media, government cover-ups. You want answers? Well, so does he.
[02:54:30.000 --> 02:54:35.000]  Yeah, we've got a CNN clip where, what do you call this tactic where they're caught in other lies?
[02:54:35.000 --> 02:54:38.000]  So they, oh, that was wrong, but this story's right.
[02:54:38.000 --> 02:54:41.000]  And then there wasn't a situation room photo.
[02:54:41.000 --> 02:54:43.000]  It was fake. There wasn't live feeds.
[02:54:43.000 --> 02:54:45.000]  No one saw the body thrown in.
[02:54:45.000 --> 02:54:50.000]  They kicked like half the shift off so they could discredit him saying they didn't see it.
[02:54:50.000 --> 02:54:53.000]  I mean, you could see the cover up going on here.
[02:54:53.000 --> 02:54:54.000]  They're getting desperate.
[02:54:54.000 --> 02:54:55.000]  What does this mean?
[02:54:55.000 --> 02:54:57.000]  How are they putting pressure on you?
[02:54:57.000 --> 02:55:02.000]  Well, the reason they're putting pressure on me is because I'm one of the original ones in counter terrorism.
[02:55:02.000 --> 02:55:06.000]  Peter Bergen and the Anderson Coopers are all trained by the CIA.
[02:55:06.000 --> 02:55:09.000]  And they've come in in the past 10, 15 years.
[02:55:09.000 --> 02:55:15.000]  There's no history of Peter Bergen being in anything but MI6, CIA, and some nonsensical group.
[02:55:15.000 --> 02:55:21.000]  At the same time, they know SEAL Team 6 for me was nothing more than a disaster and a false story.
[02:55:21.000 --> 02:55:26.000]  What they tried to do was put pressure on me to recap the story while at the same time,
[02:55:26.000 --> 02:55:32.000]  even on a member of the Association of Foreign Intelligence Operatives and the National Military Intelligence Association,
[02:55:32.000 --> 02:55:40.000]  I'm saying that the members of my association, including Michael Hayden, who was our general in charge of the National Security Agency,
[02:55:40.000 --> 02:55:47.000]  the CIA, and George Kenneth are criminals who basically created the Patriot Act, created the stand-down,
[02:55:47.000 --> 02:55:53.000]  created the false flag, and allowed President Bush Jr., Cheney, Rumsfeld,
[02:55:53.000 --> 02:55:57.000]  and the whole gang of neo-cons to get away with killing Americans.
[02:55:57.000 --> 02:56:03.000]  Now, once that has to be proven and once that's stated and the American public understands it
[02:56:03.000 --> 02:56:08.000]  and that the war in Iraq has been a disaster but we're going into another war in Syria,
[02:56:08.000 --> 02:56:13.000]  they can no longer sustain the false story that they've created.
[02:56:13.000 --> 02:56:17.000]  That's what I'm saying. They admittedly are running Al-Qaeda worldwide now.
[02:56:17.000 --> 02:56:20.000]  I mean, I even had Ted Nugent on yesterday and he was like, yeah, they are.
[02:56:20.000 --> 02:56:25.000]  But, I mean, it's just the whole narrative is out in the open now, their butts hanging out.
[02:56:25.000 --> 02:56:28.000]  Correct. There is no real terrorist war.
[02:56:28.000 --> 02:56:34.000]  What's happening is they're trying to justify the existence of 4,000 or 5,000 operators in the CIA
[02:56:34.000 --> 02:56:40.000]  and operators in the military intelligence and 800,000 contractors with top secret security
[02:56:40.000 --> 02:56:45.000]  and counter-terrorism that have no reason to exist whatsoever
[02:56:45.000 --> 02:56:48.000]  because the military industrial complex is so strong.
[02:56:48.000 --> 02:56:49.000]  But what's happening is...
[02:56:49.000 --> 02:56:55.000]  But if I wanted to destroy the US intelligence network, and I'm certainly no spy expert, but common sense,
[02:56:55.000 --> 02:57:02.000]  I would create, you know, 80,000, 800,000, whatever, private intelligence scripts with top secret clearances
[02:57:02.000 --> 02:57:05.000]  and then you're automatically totally infiltrated.
[02:57:05.000 --> 02:57:09.000]  Tens of thousands of Chinese known operatives from their government in the rocket systems.
[02:57:09.000 --> 02:57:12.000]  I mean, they're trying to destroy America.
[02:57:12.000 --> 02:57:17.000]  Well, the problem is nobody has to try because the CIA is so incompetent.
[02:57:17.000 --> 02:57:23.000]  If Jimmy Carter really understood it and fired 4,000 CIA operatives, and I was in agreement with it,
[02:57:23.000 --> 02:57:28.000]  that the CIA is so incompetent, particularly under Brennan now and particularly under Obama,
[02:57:28.000 --> 02:57:34.000]  who has no strategic stance, no capability to manage, that they're self-destructing.
[02:57:34.000 --> 02:57:36.000]  The problem is not them.
[02:57:36.000 --> 02:57:40.000]  The problem is that the American public is paying trillions of dollars,
[02:57:40.000 --> 02:57:46.000]  sending innocent men and women to die in places like Syria, Afghanistan,
[02:57:46.000 --> 02:57:54.000]  and supporting a false government like Saudi Arabia where you have fat, lazy, incompetent individuals with no oil,
[02:57:54.000 --> 02:58:01.000]  at the same time, Jordan, where you have a king who was created by the British, Abdullah,
[02:58:01.000 --> 02:58:06.000]  who is nothing more than an MI6 operative, and you have, at the United Arab Emirates,
[02:58:06.000 --> 02:58:10.000]  individuals who really just pump oil when we don't need any of that.
[02:58:10.000 --> 02:58:14.000]  We have everything we need in terms of fracking, a net...
[02:58:14.000 --> 02:58:18.000]  So the reason you're on air is you see them basically imploding America in their delusion,
[02:58:18.000 --> 02:58:22.000]  and even from a corrupt perspective for the globalists, they're destroying their main command base.
[02:58:22.000 --> 02:58:27.000]  It is insanity. We're going to come back with a little five-minute overdrive with you, Dr. Pechenik.
[02:58:27.000 --> 02:58:28.000]  No problem.
[02:58:28.000 --> 02:58:29.000]  Thank you, StevePechenik.com.
[02:58:29.000 --> 02:58:32.000]  I want you to talk about what you predict is going to happen now,
[02:58:32.000 --> 02:58:35.000]  because you really have been accurate in your predictions,
[02:58:35.000 --> 02:58:38.000]  and why are they going after the guns and everything else, trying to start a civil war.
[02:58:38.000 --> 02:58:40.000]  Stay with us, ladies and gentlemen.
[02:58:40.000 --> 02:58:45.000]  We'll be right back, coming up with a bit of overdrive right here on the GCN Radio Network.
[02:58:45.000 --> 02:58:47.000]  Introducing Pro One.
[02:58:47.000 --> 02:58:51.000]  All of your filtration in one system, portable, on the go.
[02:58:51.000 --> 02:58:55.000]  No more do you have two or three filters to just reduce sodium fluoride.
[02:58:55.000 --> 02:58:58.000]  You have a system that cuts out the sodium fluoride,
[02:58:58.000 --> 02:59:01.000]  and up to 95% of hydrofluorosolic acid.
[02:59:01.000 --> 02:59:06.000]  Advanced manufacturing technology combines silver impregnated white ceramic
[02:59:06.000 --> 02:59:11.000]  with new Aquamedics advanced media for removal of fluoride and other heavy metals,
[02:59:11.000 --> 02:59:12.000]  all in one filter element.
[02:59:12.000 --> 02:59:15.000]  It is the only one that does it, and out of the gates,
[02:59:15.000 --> 02:59:19.000]  we have it discounted at 10% off with promo code WATER.
[02:59:19.000 --> 02:59:25.000]  This is the only system that in one unit helps reduce or remove pesticides,
[02:59:25.000 --> 02:59:30.000]  herbicides, chloramines, ammonia and chlorine, hydrofluorosolic acid,
[02:59:30.000 --> 02:59:34.000]  the most common form of fluoride not covered by other fluoride filter brands,
[02:59:34.000 --> 02:59:36.000]  and sodium hexafluorosilicate.
[02:59:36.000 --> 02:59:41.000]  Get your Pro Pure with the new Pro One filters today at infowarskstore.com,
[02:59:41.000 --> 02:59:45.000]  or by calling 888-253-3139.
[02:59:45.000 --> 02:59:49.000]  Coast to coast, direct from Austin.
[02:59:49.000 --> 02:59:53.000]  You're listening to the Alex Jones Broadcasting Network.
[02:59:59.000 --> 03:00:04.000]  Big Brother. Mainstream media. Government cover-ups.
[03:00:04.000 --> 03:00:07.000]  You want answers? Well, so does he.
[03:00:07.000 --> 03:00:11.000]  He's Alex Jones on the GCN Radio Network.
[03:00:11.000 --> 03:00:16.000]  And now, live from Austin, Texas, Alex Jones.
[03:00:16.000 --> 03:00:18.000]  You'll notice when Dr. Steve Pechenik is on,
[03:00:18.000 --> 03:00:20.000]  he's talking directly to the establishment,
[03:00:20.000 --> 03:00:21.000]  and believe me, they're listening.
[03:00:21.000 --> 03:00:25.000]  And it's part of my duty as a person that loves my family
[03:00:25.000 --> 03:00:27.000]  to stand up against what's happening,
[03:00:27.000 --> 03:00:31.000]  and in this short little segment we've got left with you, Dr. Pechenik,
[03:00:31.000 --> 03:00:32.000]  where is it all headed?
[03:00:32.000 --> 03:00:36.000]  Obviously, proxy wars, Al Qaeda openly working for the West,
[03:00:36.000 --> 03:00:40.000]  Russian proxy war there in Syria.
[03:00:40.000 --> 03:00:42.000]  Where is it all going?
[03:00:42.000 --> 03:00:44.000]  And then why are you so upset about it?
[03:00:44.000 --> 03:00:47.000]  I mean, not only is it immoral and offensive,
[03:00:47.000 --> 03:00:50.000]  but where does it lead us? Where does it go?
[03:00:50.000 --> 03:00:55.000]  Where it leads us is really into a country where we're very self-destructive,
[03:00:55.000 --> 03:00:57.000]  and most of Americans don't understand that.
[03:00:57.000 --> 03:01:02.000]  We have a present president who should have been very different from Bush Jr.,
[03:01:02.000 --> 03:01:05.000]  but really is a continuation and actually is quite worried.
[03:01:05.000 --> 03:01:08.000]  We have been in more wars now underneath Obama
[03:01:08.000 --> 03:01:11.000]  with Pakistan, Iraq, and now Syria.
[03:01:11.000 --> 03:01:14.000]  We were going to get into the conflagration, which involves Lebanon,
[03:01:14.000 --> 03:01:18.000]  United Arab Emirates, Syria, China, and Russia,
[03:01:18.000 --> 03:01:22.000]  all because of our arrogance, ignorance, and a CIA that's totally out of control.
[03:01:22.000 --> 03:01:25.000]  It first started with Petraeus and Hillary Clinton,
