[00:00.000 --> 00:24.000]  This is an emergency transmission from FEMA Region 6 in Occupied, North America.
[03:43:50.100 --> 03:43:55.300]  initially it was you know yay refugees welcome and it was all these liberals out in train stations
[03:43:55.300 --> 03:44:00.420]  applauding and that's all you saw on the media because they didn't want to show the people being
[03:44:00.420 --> 03:44:04.740]  robbed they didn't want to show the rape statistics because that's going to turn the population
[03:44:04.740 --> 03:44:11.780]  against it because it's a legitimate concern in fact a video that i made last month which simply
[03:44:11.780 --> 03:44:18.900]  included footage of these migrants robbing people throwing stones at people you know chanting ala
[03:44:18.900 --> 03:44:25.300]  akbar that went up on facebook and youtube and got a combined total of about eight million views
[03:44:25.300 --> 03:44:31.460]  just one video which shows you how starved people are for the truth about this because the media
[03:44:31.460 --> 03:44:36.900]  hasn't been objective and as he saw with the new york times article i covered earlier they just
[03:44:36.900 --> 03:44:42.260]  simply call anyone who's got any concerns about this a nazi or an extremist and that's it even
[03:44:42.260 --> 03:44:47.620]  though there are millions and millions of germans who are legitimately concerned about this so it
[03:44:47.620 --> 03:44:54.340]  continues to be a major issue and if they don't reverse this policy in germany god knows what's
[03:44:54.340 --> 03:44:59.060]  going to happen because the top security experts are saying there's going to be mass civil unrest
[03:44:59.060 --> 03:45:06.740]  french security experts already said that before the height of this migrant crisis that these radicalized
[03:45:06.740 --> 03:45:12.820]  communities you know in which we've seen riots back in 2005 and in the years after they're going
[03:45:12.820 --> 03:45:18.820]  to be armed by actual jihadists and they're going to go to war with the police again that's not me
[03:45:18.820 --> 03:45:25.220]  saying that that's top security experts in france now german security experts are saying that the
[03:45:25.220 --> 03:45:30.260]  same thing could happen in germany we're going to switch gears now though to some other news
[03:45:31.220 --> 03:45:36.820]  again this russian airliner that went down russian plane disintegrated due to mechanical
[03:45:36.820 --> 03:45:42.500]  impact airline claims hinting at bomb explosion so of course at first they suggested it was a
[03:45:42.500 --> 03:45:50.820]  technical fault then isis came out and said that they had shot it down it was flying at 31 000 feet
[03:45:50.820 --> 03:45:56.180]  so that seemed unlikely now they're saying that it could have been a bomb explosion on the plane
[03:45:56.180 --> 03:46:02.340]  itself of course it's going to be somewhat of a propaganda defeat for russia to admit that jihad
[03:46:02.340 --> 03:46:08.820]  is shot down their plane of course after they've been bombarding isis for the past six weeks or so
[03:46:08.820 --> 03:46:14.100]  but now we have this article out of gateway ponder breaking isis sign i branch to release
[03:46:14.100 --> 03:46:20.980]  details of russian jet crash with bag daddy statement so basically they released the video of this
[03:46:20.980 --> 03:46:25.940]  plane going down a couple of days ago you probably saw it nobody really knew if it was the actual
[03:46:25.940 --> 03:46:31.220]  plane it seems unlikely that it was because we know the debris was scattered over a wide area
[03:46:31.220 --> 03:46:38.100]  suggesting that it exploded in midair this video shows the plane pretty much in one piece going
[03:46:38.100 --> 03:46:43.460]  down so it's probably unlikely that this is actual footage of the plane but now apparently isis is
[03:46:43.460 --> 03:46:50.020]  going to release a detailed audio statement about the crash including comments from isis leader al bag
[03:46:50.020 --> 03:46:56.740]  daddy so they're still claiming responsibility for bringing down this airliner of course all
[03:46:56.740 --> 03:47:02.420]  along russia has said that it wasn't a terrorist attack that looks like they're sticking by that
[03:47:02.420 --> 03:47:07.460]  story but then other experts have now come out and said that it looks like there could have been a
[03:47:07.460 --> 03:47:13.860]  bomb on the plane so several different angles to this it could take two three months to find
[03:47:13.860 --> 03:47:19.540]  out the truth what is interesting to recall and we can play this clip it's just about 30 seconds
[03:47:19.540 --> 03:47:25.700]  long of mccain is that four or five weeks ago mccain came out in an interview with fox news as
[03:47:25.700 --> 03:47:32.660]  neil cavuto basically said that we should arm these jihadists in syria which we've been doing for
[03:47:32.660 --> 03:47:40.260]  years now to shoot down russian fighter jets he specified fighter jets but again he said give
[03:47:40.260 --> 03:47:46.100]  them weapons give them anti aircraft missiles to shoot down russian planes here's that clip
[03:47:46.900 --> 03:47:54.260]  they are attacking the very guys who we want to see topple aside you you would let american planes
[03:47:54.260 --> 03:48:00.020]  just to pass them and let them do that no but i might do what we did in afghanistan many years
[03:48:00.020 --> 03:48:05.700]  ago to give those guys the ability to shoot down those planes that that equipment is available
[03:48:06.980 --> 03:48:12.820]  who would be shooting them down the free syrian army just like the afghan shot down the russian
[03:48:12.820 --> 03:48:18.340]  no just like the russian the afghan shot down russian planes after russia invaded afghanistan
[03:48:18.340 --> 03:48:25.380]  british a russian general mccain on fox news basically saying we should arm the syrian jihadists
[03:48:25.380 --> 03:48:30.340]  to shoot down russian planes low and behold the russian airliner shot down a few days ago of
[03:48:30.340 --> 03:48:34.980]  course it looks like that this could have been a bomb on board because the plane was at 31 000 feet
[03:48:34.980 --> 03:48:40.180]  which is basically impossible to reach with a missile fired from the ground but several
[03:48:40.180 --> 03:48:45.700]  airlines have now said that they're not going to fly over that region because of the risk of being
[03:48:45.700 --> 03:48:54.020]  shot down by jihadists which is the very policy that senator john mccain advocated just a few weeks
[03:48:54.020 --> 03:49:03.620]  ago judy in florida you're on the air go ahead judy hi paul nice to speak with you um i there was
[03:49:03.620 --> 03:49:09.380]  two things one is uh kent holman who was just released from prison in july he's expressed
[03:49:09.380 --> 03:49:14.740]  a couple of times an interest in coming on the show um and i know you and alex probably know
[03:49:14.740 --> 03:49:23.860]  exactly who he is but um my question or statement is about christians in general how um it seems as though
[03:49:23.860 --> 03:49:30.100]  they are you know just ready for the rapture at this point and i think a lot of them don't have an
[03:49:30.100 --> 03:49:36.420]  understanding of you know exactly what's you know coming across the border already and what is going
[03:49:36.420 --> 03:49:43.300]  to be entailed in in uh what's going to you know happen if there is a complete financial collapse
[03:49:43.300 --> 03:49:48.180]  and i think they're enjoying their freedom very much i mean i know what's left of my freedom i'm
[03:49:48.180 --> 03:49:54.660]  still enjoying uh as a christian but it's like maybe it needs to be part of the national conversation
[03:49:54.660 --> 03:50:01.940]  is is to how christians should be viewing this day in age you know it's it's quite possible we're in
[03:50:01.940 --> 03:50:10.020]  end times uh but if not we could be just experiencing another really ugly regime with nuclear weapons
[03:50:10.020 --> 03:50:15.540]  so i wanted to get your thoughts on it it's really nice talking to you and and uh you know
[03:50:15.540 --> 03:50:20.740]  what do you think well i mean you know people thought it was the end times during
[03:50:21.380 --> 03:50:24.900]  nazi germany that you know they thought it was the end times during the first world war so
[03:50:25.540 --> 03:50:29.220]  the only guarantee is that things are going to get a lot more crazy what we know for sure
