[00:00.000 --> 00:08.160]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[02:43:44.760 --> 02:43:49.800]  right. You know why I'm precisely right about the NSA? I've studied it for 20 years. I've interviewed
[02:43:49.800 --> 02:43:58.040]  scores of whistleblowers and I'm just so sick of these sophistic, swollen, dishonorable pieces of
[02:43:58.040 --> 02:44:03.720]  trash up there about how their big journalist is there on ABC News. You're a joke!
[02:44:07.560 --> 02:44:11.400]  Does she ever say in here why she's opening up about something that's off record?
[02:44:15.560 --> 02:44:19.720]  Man you know why I get mad by her? I'm so sick of telling people something's off the record
[02:44:19.720 --> 02:44:23.720]  and then they go and blabber it everywhere because a lot of times you'll tell somebody
[02:44:23.720 --> 02:44:28.920]  something off the record to help them or to give them a little tidbit and in this dishonorable,
[02:44:28.920 --> 02:44:33.960]  unshivered society people then take that as ooh I better spread this because it's really off the
[02:44:33.960 --> 02:44:44.760]  record. I want to go back to your phone calls. Briefly ladies and gentlemen I want to thank
[02:44:44.760 --> 02:44:51.720]  all the listeners for your support. You make the broadcast possible. We have special offerings of
[02:44:51.720 --> 02:45:00.120]  collectibles in groups of 200 to 500 that only come around once at maiden1776.com or m4store.com
[02:45:00.120 --> 02:45:06.680]  is the main site. You can find it under the maiden1776 area. We have bronze and nickel
[02:45:08.200 --> 02:45:14.920]  belt buckles, one of the m16 with the molon labé with the traditional texas star. We have the
[02:45:14.920 --> 02:45:20.680]  molon labé with a spartan helmet and two cross 50 cows and again we've already had one version
[02:45:20.680 --> 02:45:27.640]  come out sold out of those. This is the new version. There's only 500 of each and there's
[02:45:27.640 --> 02:45:32.920]  500 silver coins that are stamped. In fact I'm told they're more than double stamped.
[02:45:32.920 --> 02:45:37.240]  These are the finest grade coins we could buy. I wanted to put out something really special
[02:45:37.240 --> 02:45:42.920]  that's a collectible and there's only 500 of the molon labé. Come and take it,
[02:45:42.920 --> 02:45:49.240]  spartan double cross swords with five spears. This is what you frame and put on the wall
[02:45:49.240 --> 02:45:54.920]  and the purchase supports the broadcast. Just to give you an idea these coins cost us to make
[02:45:54.920 --> 02:46:01.240]  $50 a piece so there's not much mark up there. I mean these are one ounce 999 whatever you know
[02:46:01.240 --> 02:46:07.720]  Troy silver. We're very proud of those. The belt buckles are 50 bucks a piece and they're made in
[02:46:07.720 --> 02:46:13.160]  America. Forged in America. We bought them in China. You know we could have gotten them for
[02:46:13.160 --> 02:46:18.840]  $10 instead of $20 a piece or $25 a piece and you know doubled our profit but and we do have
[02:46:18.840 --> 02:46:24.280]  the camo long sleeve molon labé back in the women's molon labé back in infoar store.com
[02:46:24.280 --> 02:46:34.440]  maiden1776.com or 888-253-3139 and we're basically hoping to show out of all of the maiden 1776
[02:46:35.000 --> 02:46:40.840]  paraphernalia patriot paraphernalia as the state police in Virginia once on video it's in my film
[02:46:40.840 --> 02:46:45.080]  road to tyranny they pull a woman over enable veteran no criminal record and they find a
[02:46:45.080 --> 02:46:50.600]  pocket constitution in one of my films and they start hyperventilating going this might be illegal
[02:46:51.160 --> 02:46:54.600]  we've come a long way from the state police believe in everything the southern property
[02:46:54.600 --> 02:47:02.040]  law center tells them to not believe in a word they tell them so please keep spreading the word
[02:47:02.040 --> 02:47:10.120]  all orders by the way get free citizen rule books and so much more info war store.com
[02:47:10.120 --> 02:47:17.880]  infowarslife.com we still have some great specials running an infowarstore.com in fact some of the
[02:47:17.880 --> 02:47:22.680]  best of the year the free shipping's gone and things like that but now we have super detox
[02:47:22.680 --> 02:47:30.440]  special fluoride shield and two x2 super mason iodines for 46 percent off and the super detox
[02:47:30.440 --> 02:47:37.000]  special the bio defense pack survival shield x2 and lung cleanse 58 percent off and then by the way
[02:47:37.000 --> 02:47:40.840]  stuff's already selling like hotcakes or it funds the operation we're just going to the next level
[02:47:40.840 --> 02:47:44.840]  this is the time of year you do that i hope you take advantage of that to give it to friends and
[02:47:44.840 --> 02:47:51.560]  family give them a bottle x2 and tell them hey you want to detox try this consult your physician
[02:47:51.560 --> 02:47:55.640]  or give a bottle of oxy powder we finally got that back in and have that discounted
[02:47:56.600 --> 02:48:00.440]  talk about flushing your guts out talk about detoxing talk about getting your immune system up
[02:48:00.440 --> 02:48:07.480]  the oxy powder is back in info wars life challenge pack super male and super uh survival shield
[02:48:08.120 --> 02:48:14.200]  42 percent off that's infowarslife.com just some of the specials or when you call they can tell you
[02:48:14.200 --> 02:48:21.400]  about all of the other specials that are there as well 888-253-3139 thanks for holding chris and
[02:48:21.400 --> 02:48:27.640]  nevada sorry you couldn't talk to benny go ahead well thank you so much alex what a powerful
[02:48:27.640 --> 02:48:33.080]  guess that was to have on your show on info wars mr william benny cia
[02:48:34.200 --> 02:48:40.280]  and i say yeah but but you're right go ahead my apologies the point i wanted to ask and i thought
[02:48:40.280 --> 02:48:45.880]  that would be appropriate for mr benny but i'm sure you will appreciate also is the attorney's
[02:48:45.880 --> 02:48:52.440]  skill of the black arts word crafting uh they seem to want to deem to term this uh
[02:48:52.440 --> 02:49:00.520]  uh warrantless data that they came without any probable cause for future prosa s contusions
[02:49:00.520 --> 02:49:07.240]  as data instead of warrantless evidence that's being gleaned for future prosa executions that's
[02:49:07.240 --> 02:49:12.760]  right they call it metadata when it's everything including full recordings of everything patently
[02:49:13.400 --> 02:49:19.400]  felonies every one of them well and the prostitutes of course they uh like to
[02:49:19.400 --> 02:49:24.040]  tout the different things they've gotten from the torture projects but if the truth is they
[02:49:24.040 --> 02:49:31.960]  provided no actionable intel well it's designed to actually make us blind from real threats because
[02:49:31.960 --> 02:49:37.640]  the globalists run those while spying on good people in government you heard him the main focus now
[02:49:38.280 --> 02:49:43.160]  is spying on good people imagine william benny is secretly testifying to congress
[02:49:43.160 --> 02:49:50.280]  trying to fix things internally the former head of the nsa and they swat team in that his house
[02:49:51.240 --> 02:49:57.000]  when he's in the shower in the morning to mess with him i mean imagine being the fbi swat team
[02:49:58.680 --> 02:50:04.600]  i mean shame to themselves well i mean anybody knows the guy has no criminal record he's got
[02:50:04.600 --> 02:50:08.440]  all these medals you go knock at the door if you got a search warrant and you come in and get the
[02:50:08.440 --> 02:50:14.920]  computers even that is an abuse i mean it's purely how out of control is the justice department and
[02:50:14.920 --> 02:50:20.760]  the obama administration and all these agencies if they're arresting people like drake and others
[02:50:22.520 --> 02:50:26.600]  i mean it's not like they're snowden who ran to russia to release the info but see what was
[02:50:26.600 --> 02:50:31.960]  snowden supposed to do then if they're arresting people for nothing then he he did the right thing
[02:50:31.960 --> 02:50:38.760]  i'm sorry go ahead well i was just going to bring up the fact that valrigan red in the white house
[02:50:38.760 --> 02:50:45.240]  who's never been vetted is actually the colonel edwin mandel house for this administration
[02:50:46.120 --> 02:50:50.600]  you're right and that's another thing as long as you're with the system you can leak intel everywhere
[02:50:50.600 --> 02:50:56.360]  you can blabber it's just this country's in danger just for the incompetence of these crooks
[02:50:56.360 --> 02:51:03.800]  and the bitch is wild this hour of gcn programming is proudly sponsored by block it pocket dot com
[02:51:03.800 --> 02:51:09.320]  protect your privacy and data and render your phone or device completely undetectable go under
[02:51:09.320 --> 02:51:15.080]  the radar when your phone's not in use with block it pocket dot com hi ted anderson with
[02:51:15.080 --> 02:51:21.320]  mitis resources is it time to convert paper 401ks and ira's to solid gold and silver yet get our
[02:51:21.320 --> 02:51:31.160]  10 reasons book free call 800 686 2237 that's 800 686 2237 the cdc just announced flu vaccines may
[02:51:31.160 --> 02:51:35.720]  have the wrong strain of flu virus you may not be protected whatever your lifestyle your immune
[02:51:35.720 --> 02:51:40.440]  system is critical and immu dine provides your immune support doctor recommended stimulant free
[02:51:40.440 --> 02:51:46.040]  and not found in pharmacies go to immu dine dot com to find out more or to place an order or call
[02:51:46.040 --> 02:51:57.080]  866 257 866 8 that's imm udyne dot com or 866 257 866 8 remember immu dine is key support for your
[02:51:57.080 --> 02:52:03.640]  immune system 2015 is almost here and with it comes those new year's resolutions to finally
[02:52:03.640 --> 02:52:09.320]  transform your body the way you want it there's a reason over 88 percent of new year's resolutions
[02:52:09.320 --> 02:52:15.240]  fail make this year different by equipping yourself with oxy powder the next level in cleansing the
[02:52:15.240 --> 02:52:21.560]  body naturally using super oxygenation oxy powder available through info wars life calm gently
[02:52:21.560 --> 02:52:27.080]  cleanses the body while you sleep with easy capsules info wars nightly news director rob do
[02:52:27.080 --> 02:52:31.720]  has been using oxy powder with incredible success took it that first day and i took it for six more
[02:52:31.720 --> 02:52:37.000]  days after that 12 pounds melted off in about a week i'd say a week seven days and i've been able
[02:52:37.000 --> 02:52:41.080]  to keep it off too my wife is like wow you look really good and i'm like i know i don't i i guess
[02:52:41.080 --> 02:52:46.200]  this is oxy powder 2015 can be different diet and exercise are important but a lot of us have
[02:52:46.200 --> 02:52:52.360]  already tried that oxy powder flushes it out secure your oxy powder at info wars life dot com
