[00:00:23.526 --> 00:00:25.907]  It's Friday, November 19th.
[03:40:34.240 --> 03:40:41.588]  And you know, I really I don't see where the country is fighting back against this.
[03:40:41.588 --> 03:40:43.110]  It's strong enough.
[03:40:43.110 --> 03:40:44.191]  I mean, what's your take on that?
[03:40:45.242 --> 03:40:47.106]  I agree, Mike.
[03:40:47.106 --> 03:40:50.312]  I think, more than ever, people are waking up and taking a stand.
[03:40:50.312 --> 03:40:52.697]  Look what's happening with the school board elections.
[03:40:52.697 --> 03:40:56.664]  Gunkin is a typical... Sure, I get it, but under this level of assault, it should be even more.
[03:40:58.232 --> 03:40:59.513]  We have to meet people where they are.
[03:40:59.513 --> 03:41:01.375]  But before it's bigger, it's going to have to get bigger.
[03:41:01.375 --> 03:41:05.979]  You have to, you have to, again, we talked about this yesterday with the God timeline, the timelines we're on.
[03:41:05.979 --> 03:41:09.081]  We have to look at what happened and what was good.
[03:41:09.081 --> 03:41:15.587]  And what was good is you had brave, patriotic Americans doing real journalism on the front lines, risking their own lives.
[03:41:15.587 --> 03:41:17.248]  Hugh Hernandez could have been killed.
[03:41:17.248 --> 03:41:18.629]  Julio Ross could have been killed.
[03:41:18.629 --> 03:41:20.691]  And an attempt to suppress that truth.
[03:41:20.811 --> 03:41:22.612]  Elijah Schaffer, they could have been killed.
[03:41:22.612 --> 03:41:27.877]  So what I feel like, um, you know, people like this caller, I don't mean to, to indict your character at all.
[03:41:27.877 --> 03:41:31.479]  I just say that we need to focus on the people who are on the front lines.
[03:41:31.479 --> 03:41:33.461]  Are we giving them the support that they need?
[03:41:33.461 --> 03:41:34.902]  I don't need the support.
[03:41:34.902 --> 03:41:39.906]  I, but the people like Elijah Schaffer, who was there, Drew Hernandez was there, Julio Ross was there.
[03:41:39.906 --> 03:41:46.451]  There was that other, uh, I forget his name, but he was that white kid who Binger said, well, why did you think it was a riot?
[03:41:46.451 --> 03:41:48.493]  And he said, well, by the way, I know most of those people.
[03:41:49.153 --> 03:41:50.034]  They don't make a big deal about it.
[03:41:50.034 --> 03:41:51.975]  Behind the scenes, they get doxxed.
[03:41:51.975 --> 03:41:52.755]  People come to their house.
[03:41:52.755 --> 03:41:56.557]  They're death-threatening them all right now because they dare to go out and show the truth.
[03:41:56.557 --> 03:41:59.498]  Yeah, they saved Kyle Rittenhouse's life.
[03:41:59.498 --> 03:42:01.079]  You're right.
[03:42:01.079 --> 03:42:05.582]  Drew Hernandez and Elijah Schaefer, they saved his life.
[03:42:05.582 --> 03:42:07.462]  And then that other guy, I can't remember.
[03:42:07.462 --> 03:42:12.205]  He's a really good-looking young white guy, probably in his mid-twenties.
[03:42:12.205 --> 03:42:13.326]  I forget his name, but anyway.
[03:42:13.326 --> 03:42:16.027]  He's got like a Northern European name.
[03:42:16.027 --> 03:42:17.348]  He's very Chad-looking.
[03:42:18.268 --> 03:42:20.109]  That's where we need to focus on, right?
[03:42:20.109 --> 03:42:21.610]  Henson?
[03:42:21.610 --> 03:42:28.014]  No, they could find the clip because Binger said, well, why did you... He said, because I'm about to effing kill you or whatever.
[03:42:28.014 --> 03:42:33.918]  Binger was trying to make it look like he was misrepresenting the video, and then he owned Binger and it went viral.
[03:42:33.918 --> 03:42:35.139]  Oh yeah, I saw that.
[03:42:35.139 --> 03:42:36.440]  Alright, thank you Steve.
[03:42:36.440 --> 03:42:38.641]  Alright, we're gonna jam in some more calls here on the other side.
[03:42:38.641 --> 03:42:40.362]  That's where people need to focus on, is...
[03:42:42.295 --> 03:42:44.637]  Too much of this, the system that, the system that.
[03:42:44.637 --> 03:42:46.518]  Who's doing good work?
[03:42:46.518 --> 03:42:50.021]  And are you amplifying and supporting the people?
[03:42:50.021 --> 03:42:50.621]  No, that's really it.
[03:42:50.621 --> 03:42:52.162]  We should support the tip of the spear.
[03:42:52.162 --> 03:42:52.683]  We'll be right back.
[03:42:54.972 --> 03:43:18.789]  The ultimate floor info wars get prepared mega blowout sale 2021 is live right now the biggest sale of the year free shipping store wide double patriot points and products like turbo force 10 hour clean energy a listener favorite back in stock 40 off again with free shipping double patriot points
[03:43:19.549 --> 03:43:26.814]  On top of that, we also have DNA Force Plus with the PQQ, the CoQ10 to clean out your cells, to boost your immune system.
[03:43:26.814 --> 03:43:28.535]  It's the Rolls Royce of this.
[03:43:28.535 --> 03:43:30.216]  It's 40% off.
[03:43:30.216 --> 03:43:34.559]  And now we have Super Coral Calcium Toothpaste.
[03:43:35.539 --> 03:43:45.006]  Similar to our previous Coral Biting Toothpaste, but even stronger, even more concentrated, it's now back in stock and discounted with free shipping at InfoWareStore.com.
[03:43:45.006 --> 03:43:53.372]  So many great products available at InfoWareStore.com, so please take advantage of these great products that enrich your life and fund the InfoWare.
[03:43:53.372 --> 03:43:54.393]  InfoWareStore.com.
[03:44:06.408 --> 03:44:10.030]  In the state of California, people are asleep and program-controlled.
[03:44:10.030 --> 03:44:10.451]  I agree.
[03:44:10.451 --> 03:44:12.572]  How do you make the sleeper awaken, William?
[03:44:12.572 --> 03:44:13.172]  Oh, hi, Alex.
[03:44:13.172 --> 03:44:14.553]  Thanks for taking my call.
[03:44:14.553 --> 03:44:16.434]  Can I plug, uh, Alex real quick?
[03:44:16.434 --> 03:44:16.874]  Yeah, go ahead.
[03:44:16.874 --> 03:44:24.279]  Hey, I'm in my 60s, uh, and I do the work of 25, 30-year-olds, and I work them into the ground, and you wanna know why?
[03:44:24.279 --> 03:44:30.223]  And I've tested this, and I've taken your B-12, and let me tell you, when I don't take it, I pay a price.
[03:44:30.223 --> 03:44:31.323]  I really do.
[03:44:31.323 --> 03:44:33.865]  I take that B-12, and I am electric, man.
[03:44:34.225 --> 03:44:35.266]  I can run 10 miles.
[03:44:35.266 --> 03:44:47.498]  I do some pretty heavy work with the highway department, and my friends will attest to the fact that, yeah, for a guy in his 60s, you know, pushing 70, I'm not just blowing smoke here.
[03:44:47.498 --> 03:44:49.260]  The B-12 saves my life.
[03:44:57.216 --> 03:45:04.466]  There are so many crappy brands of energy products, energy drinks, energy powders, energy pills.
[03:45:04.466 --> 03:45:10.394]  And look, almost all of them work, but they're toxic and they've got incredible downsides.
[03:45:10.394 --> 03:45:11.816]  Horrible crashes and
[03:45:13.348 --> 03:45:15.629]  Again, so many toxins in them.
[03:45:15.629 --> 03:45:27.716]  All of the nootropic products that we sell at InfoWarsTore.com are clean, are pure, are highest quality, and they're long-lasting, and they help focus your mind.
[03:45:27.716 --> 03:45:30.698]  And right now, our strongest product, the three nootropics we have,
[03:45:31.724 --> 03:45:40.387]  RainForce Plus, RainForce Ultra, and TurboForce are back in stock at InfoWareStore.com.
[03:45:40.387 --> 03:45:43.828]  TurboForce has been sold out for more than six months.
[03:45:43.828 --> 03:45:46.709]  It's back in stock with free shipping, 40% off.
[03:45:46.709 --> 03:45:56.253]  It is 10 hours of clean energy, clean energy without the big crash, and it's available right now, and it funds the InfoWare 360 win.
[03:45:59.741 --> 03:46:01.823]  Your voice counts.
[03:46:01.823 --> 03:46:06.887]  When you share information, be it over the internet or in person, it changes the world.
[03:46:06.887 --> 03:46:09.469]  The globalists know their agenda is unpopular.
[03:46:09.469 --> 03:46:10.970]  They know you're angry.
[03:46:10.970 --> 03:46:15.794]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[03:46:16.374 --> 03:46:27.101]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows, the special reports, and share them with everyone you know.
[03:46:27.101 --> 03:46:31.444]  Take action now by texting the word NEWS, N-E-W-S, to 833-470-0438.
[03:46:31.444 --> 03:46:33.125]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[03:46:33.125 --> 03:46:35.167]  Or, text the word SHOW to 833-470-0438 and receive live show notifications.
[03:46:46.434 --> 03:46:50.919]  Take action now, rate the chain reaction, and tell others to share those texts.
[03:46:50.919 --> 03:46:51.961]  Get news alerts at 833-470-0438.
[03:46:51.961 --> 03:46:53.502]  You're listening to the Alex Jones Show.
[03:47:13.120 --> 03:47:18.582]  You know, Mike Cernovich doesn't want the story told on there, but I'm just going to violate his confidence and do it.
[03:47:18.582 --> 03:47:20.683]  Alex Jones Show here, final segment, War Room.
[03:47:20.683 --> 03:47:22.084]  I'm sure it's about to take place.
[03:47:22.084 --> 03:47:22.944]  I'm going to be on the show.
[03:47:22.944 --> 03:47:25.445]  Mike's probably going to be on a bunch of others, 3 to 6 p.m.
[03:47:25.445 --> 03:47:26.365]  Central.
[03:47:26.365 --> 03:47:27.986]  But I said, hey, let me fly you out here.
[03:47:27.986 --> 03:47:28.906]  Let me pay for your hotel.
[03:47:28.906 --> 03:47:30.727]  Let me, he goes, I don't really need it.
[03:47:30.727 --> 03:47:31.727]  Maybe give me a check if you want.
[03:47:31.727 --> 03:47:32.768]  Now he goes, just give that check.
[03:47:33.288 --> 03:47:36.052]  To the Rittenhouse Defense Fund, because you know they're going to sue him.
[03:47:36.052 --> 03:47:39.077]  You know they're going to try to have the Justice Department indict him.
[03:47:39.077 --> 03:47:44.967]  But I think Biden coming out and trying to back off kind of signifies they know this is a losing battle they're in, Mike.
[03:47:45.865 --> 03:47:48.367]  Yeah, I'm I didn't want I don't want your money.
[03:47:48.367 --> 03:47:49.489]  I don't want anybody's money.
[03:47:49.489 --> 03:47:55.915]  I don't I want people who are really because I'm not at the tip of the spear anymore.
[03:47:55.915 --> 03:48:01.420]  I'm I had to withdraw a little bit retreat just like many people do and that's something you haven't done yet.
[03:48:01.420 --> 03:48:03.722]  And I think that you need to do anyway, you read these great.
[03:48:04.423 --> 03:48:05.243]  We're good to go.
[03:48:28.695 --> 03:48:34.199]  So for me, I just want people who are on the front lines to be supported by people.
[03:48:34.199 --> 03:48:35.299]  I don't want anything from anybody.
[03:48:35.299 --> 03:48:39.362]  You know, I crowdfunded Hoax and I was grateful for the support I had.
[03:48:39.362 --> 03:48:42.084]  I did Hoax, but I want people supporting you.
[03:48:42.084 --> 03:48:48.608]  I want people supporting all of the independent streamers who saved Kyle Rittenhouse's life from the lynch mob.
[03:48:48.608 --> 03:48:51.430]  Oh, the power of independent streamers is so important.
[03:48:51.943 --> 03:49:01.453]  We have to talk about them more because when people call in, I feel like shaking them by the collar and saying... You need to become an independent streamer because you haven't been banned yet.
[03:49:01.453 --> 03:49:03.815]  So maybe you go a six months, a year, five years.
[03:49:03.815 --> 03:49:04.877]  Go to events, stream them.
[03:49:04.877 --> 03:49:06.438]  Don't even say who you are politically.
[03:49:06.438 --> 03:49:08.981]  Just having a real record of what's there defeats the enemy.
[03:49:09.301 --> 03:49:12.804]  I want you all with body cams every time there's an event.
[03:49:12.804 --> 03:49:16.247]  Body cam footage, hidden camera footage, every school board meeting.
[03:49:16.247 --> 03:49:18.989]  I want you to save a life.
[03:49:18.989 --> 03:49:20.771]  The way you save a life is with this.
[03:49:20.771 --> 03:49:24.614]  This is the way, this is Kyle Rittenhouse's life was saved with this.
[03:49:24.614 --> 03:49:26.916]  This is what I want people doing.
[03:49:26.916 --> 03:49:29.358]  The cell phone camera is mightier than the sword.
[03:49:29.358 --> 03:49:31.600]  Oh, the system is, we know the system is corrupt.
[03:49:31.880 --> 03:49:33.241]  Right, you're not doing it.
[03:49:33.241 --> 03:49:36.344]  So it's like not having a court transcript that can lie about you.
[03:49:36.344 --> 03:49:38.967]  The key here is having video of everything.
[03:49:38.967 --> 03:49:45.453]  We're not Big Brother to rail people their houses, but in public events, we need to document their crimes because the left is misbehaving.
[03:49:45.453 --> 03:49:46.414]  We need to expose it.
[03:49:46.414 --> 03:49:47.155]  I agree.
[03:49:47.155 --> 03:49:54.542]  The number one thing is more independent streamers out there with Drew Hernandez and what Elijah Schaefer and what all these people are doing.
[03:49:54.542 --> 03:49:55.123]  That is key.
[03:49:55.626 --> 03:49:57.007]  Yeah, they're there on the front lines.
[03:49:57.007 --> 03:49:58.507]  They're the ones embedded.
[03:49:58.507 --> 03:50:00.808]  Amber Attlee, she was threatened with death.
[03:50:00.808 --> 03:50:01.969]  They threatened to kill women.
[03:50:01.969 --> 03:50:03.829]  Julio Ross has been threatened with death.
[03:50:03.829 --> 03:50:04.730]  He was a Marine, I believe.
[03:50:04.730 --> 03:50:08.871]  They tried to kill all these guys.
[03:50:08.871 --> 03:50:19.836]  I want our people, if I had a magic wand and I could just wave the wand, I want all our people to just knock off the crap about the system.
[03:50:19.836 --> 03:50:22.697]  Are you wearing a camera to school board meetings?
[03:50:23.237 --> 03:50:25.258]  Are you posting it?
[03:50:25.258 --> 03:50:25.578]  Yeah.
[03:50:25.578 --> 03:50:26.879]  Because it's all an info war.
[03:50:26.879 --> 03:50:31.761]  Because they can suppress you, suppress me all day long, but it's you, the average people, that are everything.
