[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[03:46:45.656 --> 03:46:55.718]  Okay, so I would ask Bo Corle, and I would ask the GOP, what makes you think that you're so much better than everybody else?
[03:46:55.718 --> 03:46:58.138]  And I would say that really what needs to be done, they filed a
[03:47:01.702 --> 03:47:08.169]  A part of their lawsuit said that they were worried that Donald Trump would file a lawsuit against them.
[03:47:08.169 --> 03:47:18.139]  They say, because Donald Trump, they said, is quote, known to be litigious and has brought lawsuits of questionable merit against persons for the apparent purpose of harassing or punishing them.
[03:47:18.139 --> 03:47:21.122]  And I said, wait a minute, isn't that what this lawsuit is?
[03:47:21.903 --> 03:47:25.946]  Isn't this a litigious, frivolous lawsuit?
[03:47:25.946 --> 03:47:36.654]  Isn't this a means of harassing and punishing the voters of Virginia who didn't vote the way this little clique of elitists that think that they are the GOP party?
[03:47:36.654 --> 03:47:41.438]  No, the GOP party is the voters and they're going to find this out if they try to do this.
[03:47:41.438 --> 03:47:48.464]  Now, they say that, he says, I just can't follow in my own conscience, I just can't vote for Trump.
[03:47:48.464 --> 03:47:49.725]  It's like, fine, don't go.
[03:47:50.643 --> 03:47:51.143]  Don't go.
[03:47:51.143 --> 03:47:52.124]  You can leave.
[03:47:52.124 --> 03:47:53.385]  Let somebody else take your place.
[03:47:53.385 --> 03:47:55.026]  They have alternates.
[03:47:55.026 --> 03:48:03.271]  And you have to understand, as I pointed out before, when you go to the Electoral College, it's a winner-take-all, state-by-state.
[03:48:03.271 --> 03:48:10.136]  So, if Hillary Clinton wins Texas, she's got a slate of electors from Texas who are going to go to the Electoral College.
[03:48:10.136 --> 03:48:13.458]  Same thing for the Republican candidate, for Donald Trump, okay?
[03:48:13.458 --> 03:48:16.180]  He's got a slate of Trump electors who are going to go there.
[03:48:17.262 --> 03:48:19.783]  And that's what people expect.
[03:48:19.783 --> 03:48:21.344]  That's what it says in the law.
[03:48:21.344 --> 03:48:25.146]  That's what it says in the bylaws of the Republican Party.
[03:48:25.146 --> 03:48:27.667]  So the Republican Party's rules and laws say that.
[03:48:27.667 --> 03:48:32.429]  The state's laws say that because they paid to run this election for these people.
[03:48:32.429 --> 03:48:45.336]  And it is nothing but racketeering and corruption for them to lie to the American people and to say, here's our election, and then come around the back door and say, but no, we had another election and our decision
[03:48:45.996 --> 03:48:47.296]  Matters more than your decision.
[03:48:47.296 --> 03:48:49.317]  That's what we're seeing in the Democrat Party as well.
[03:48:49.317 --> 03:48:51.077]  They call it the superdelegates there.
[03:48:51.077 --> 03:48:53.878]  But now we're seeing that in the Republican Party.
[03:48:53.878 --> 03:48:59.939]  Now let's talk about Brexit, because we got a bunch of whining people who want to break the rules there as well.
[03:48:59.939 --> 03:49:03.780]  You got the Millennials venting fury at the baby boomers.
[03:49:03.780 --> 03:49:05.141]  This is a Daily Mail article.
[03:49:05.141 --> 03:49:07.821]  They say 72% of the 18 to 24 year olds voted against Brexit.
[03:49:10.956 --> 03:49:28.239]  And of course you've seen, if you look at social media, you've seen on Twitter and on Facebook, you've seen the graphic that says, you know, age of the people and how many of them voted to remain, how many of them voted to leave, and they say, look at the life expectancy of these people.
[03:49:28.239 --> 03:49:36.081]  And they go down, they show the older people voted to leave, and they say, look at this, they don't have to live with this decision, it's the young people who have to live with this decision.
[03:49:37.130 --> 03:49:38.651]  This is so unfair!
[03:49:38.651 --> 03:49:40.492]  I want another vote!
[03:49:40.492 --> 03:49:41.392]  Okay.
[03:49:41.392 --> 03:49:51.317]  Well, let me say to the young people out there that the reason the older people voted to leave is because they have lived with that decision.
[03:49:51.317 --> 03:49:52.898]  They made that decision.
[03:49:52.898 --> 03:49:53.878]  The baby boomers did.
[03:49:53.878 --> 03:49:57.720]  They were part of a generation that made that decision back in 1975.
[03:49:57.720 --> 03:49:59.381]  They said, we're not going to leave.
[03:49:59.381 --> 03:50:00.662]  There was a decision then.
[03:50:01.656 --> 03:50:14.501]  Voted overwhelmingly to remain in, and again, this is a story that I covered on Friday from The Telegraph, Tim Stanley, the day the British people defied their jailers.
[03:50:14.501 --> 03:50:20.483]  And he pointed out, he said, David Cameron only called this in order to hold his own party together.
[03:50:20.483 --> 03:50:25.205]  Once it was called, he decided to turn the British and the global establishment against it.
[03:50:26.275 --> 03:50:32.961]  Out came the Treasury, the IMF, even the President of the United States to argue that Britain had to stay.
[03:50:32.961 --> 03:50:42.569]  This was textbook politics, how things used to be done, and it did work back in 1975 when the UK voted overwhelmingly on good advice to stay in the common market.
[03:50:43.308 --> 03:50:44.969]  But what have they found now?
[03:50:44.969 --> 03:50:48.330]  They have found that this is not an economic union.
[03:50:48.330 --> 03:50:50.751]  It is a political union.
[03:50:50.751 --> 03:50:53.132]  They found they lost their sovereignty.
[03:50:53.132 --> 03:50:56.754]  And when they lost their sovereignty, they got a bad deal economically.
[03:50:56.754 --> 03:51:00.196]  They got a bad deal with everything, with immigration, the rest of it.
[03:51:00.196 --> 03:51:00.956]  Stay with us.
[03:51:00.956 --> 03:51:07.099]  Do you or someone you know suffer from chest pain, blood pressure, cholesterol, or irregular heartbeat?
[03:51:07.819 --> 03:51:12.203]  Are you looking for a more natural solution to overcome these health challenges?
[03:51:12.203 --> 03:51:14.164]  You hear the ads all the time.
[03:51:14.164 --> 03:51:17.727]  If this stuff's so good, why doesn't my doctor prescribe it?
[03:51:17.727 --> 03:51:18.588]  That's easy.
[03:51:18.588 --> 03:51:21.050]  There's more money in treating symptoms.
[03:51:21.050 --> 03:51:27.495]  Xtendivite Heart Tonic does want you to be as healthy as you can be, and it really works.
[03:51:27.495 --> 03:51:32.539]  Take Xtendivite for six months and your doctor will say, I don't know what you're doing, but don't stop.
[03:51:32.539 --> 03:51:33.320]  It's working for you.
[03:51:34.080 --> 03:51:36.483]  Get the dependability of ExtendoVite.
[03:51:36.483 --> 03:51:38.785]  Just see how you feel in six months.
[03:51:38.785 --> 03:51:42.349]  A two-month supply of either capsules or liquid is only $69.95 plus shipping and handling.
[03:51:42.349 --> 03:51:42.710]  Call 1-877-928-8822.
[03:51:42.710 --> 03:51:44.271]  That's 1-877-928-8822 or visit heartdrop.com.
[03:52:00.011 --> 03:52:06.475]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[03:52:06.475 --> 03:52:19.104]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, a bad member of the halogen family, into the water.
[03:52:19.424 --> 03:52:23.066]  They took the good halogen out and put the deadly halogen in.
[03:52:23.066 --> 03:52:30.029]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[03:52:30.029 --> 03:52:42.855]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[03:52:42.855 --> 03:52:44.396]  You can pull these studies up for yourself.
[03:52:44.696 --> 03:52:51.063]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[03:52:51.063 --> 03:52:55.969]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[03:52:59.753 --> 03:53:01.115]  Hi, this is Ron Paul.
[03:53:01.115 --> 03:53:05.259]  I'm a former 22-year congressman and Republican presidential candidate.
[03:53:05.259 --> 03:53:08.983]  I'm here to tell you about something that just might save your lives.
[03:53:08.983 --> 03:53:13.848]  You never know when there will be another Katrina, an economic collapse, or a serious drought.
[03:53:13.848 --> 03:53:17.511]  We should all have a little food storage that will carry us through tough times.
[03:53:17.511 --> 03:53:19.814]  I'm going to tell you about a great way to do that.
[03:53:20.314 --> 03:53:20.815]  A U.S.
[03:53:20.815 --> 03:53:25.682]  company named Harvest Right has a kitchen appliance that can help you be prepared.
[03:53:25.682 --> 03:53:27.324]  It's a home freeze dryer.
[03:53:27.324 --> 03:53:30.608]  With the product, you can preserve the foods your family loves.
[03:53:30.608 --> 03:53:35.014]  And the best part is, the food will last 25 years and still taste great.
[03:53:35.675 --> 03:53:37.416]  I've tried it and it's amazing.
[03:53:37.416 --> 03:53:44.458]  With a home freeze dryer from Harvest Right, you can literally freeze dry anything you eat, even things like ice cream.
[03:53:44.458 --> 03:53:47.258]  To learn more, call Harvest Right today at 800-594-4635 or go to HarvestRight.com.
[03:53:47.258 --> 03:53:48.559]  That's 800-594-4635 or HarvestRight.com.
[03:54:08.618 --> 03:54:09.919]  Welcome back to the Alex Jones Show.
[03:54:09.919 --> 03:54:12.062]  On this Monday, June 27, 2016, I'm David Knight.
[03:54:12.062 --> 03:54:16.706]  And I want to get back to these whiners and Brexit.
[03:54:16.706 --> 03:54:17.947]  Saying they want a do-over.
[03:54:17.947 --> 03:54:19.829]  I didn't like the legal process.
[03:54:19.829 --> 03:54:20.690]  I didn't like the results.
[03:54:20.690 --> 03:54:23.213]  You're only talking about being a 4% differential.
[03:54:23.213 --> 03:54:24.614]  No, really, it's 4% more.
[03:54:26.596 --> 03:54:31.022]  Then the 48% that leave got, that remain got, okay?
[03:54:31.022 --> 03:54:33.365]  So that's about a twelfth.
[03:54:33.365 --> 03:54:34.787]  So that's 8%.
[03:54:34.787 --> 03:54:38.973]  So it's 8% more people voted to get out than wanted to stay in.
[03:54:38.973 --> 03:54:40.194]  Four points, but 8% more votes.
[03:54:41.923 --> 03:54:43.404]  I'm going to get back to that real quickly.
[03:54:43.404 --> 03:54:46.727]  We have a couple of sales that are going to be ending soon.
[03:54:46.727 --> 03:54:51.952]  One of those, of course, is the Hillary for Prison t-shirt sale.
[03:54:51.952 --> 03:54:55.815]  75% off Hillary for Prison t-shirts when you sign up for our free newsletter.
[03:54:55.815 --> 03:54:58.818]  Our InfoWars newsletter at InfoWars.com forward slash newsletter.
[03:54:59.398 --> 03:55:03.923]  That newsletter itself will give you a lot of specials as well as unique content.
[03:55:03.923 --> 03:55:06.345]  That's a great thing to have and as I point out, it's free.
[03:55:06.345 --> 03:55:11.410]  When you sign up for that, you'll get a code to get 75% off Hillary for Prison t-shirts.
[03:55:11.410 --> 03:55:13.572]  Those are going to sell out very quickly at that price.
[03:55:13.572 --> 03:55:20.780]  Also, our fastest selling formulation at Infowarslife.com, Deep Cleanse, is now on a deep discount.
[03:55:20.780 --> 03:55:20.860]  20% off.
