[00:00.000 --> 00:26.060]  Alright.
[3:25:14.660 --> 3:25:18.100]  to scale up and do that but that that that was our goal that's why they're trying to shut us down
[3:25:18.100 --> 3:25:24.820]  before we uh do that but that's a great idea sir well if you'd like to um i'd be willing to help
[3:25:24.820 --> 3:25:29.220]  with that uh because i know a lot about the ins and outs here for example sweden has much more
[3:25:29.220 --> 3:25:35.540]  lenient policies in denmark for example i can no longer order uh apac power stack from the us
[3:25:35.540 --> 3:25:42.740]  because get this if i order it from europe like for example sweden i can bring in product products
[3:25:42.740 --> 3:25:49.460]  with melatonin if i order it from the us i can't however i believe sweden does not have that prohibition
[3:25:49.460 --> 3:25:56.020]  so if you had a uh a warehouse or or distributor in sweden and said that there it will be okay
[3:25:56.020 --> 3:25:59.540]  and that would get around the that would get around the denmark rules via the eu rule right
[3:26:00.660 --> 3:26:06.180]  right exactly well so so denmark is restricting and making uh melatonin a controlled substance
[3:26:07.300 --> 3:26:11.780]  correct they've already done that um well i guess you could take a whole bottle of it and hurt
[3:26:11.780 --> 3:26:15.140]  yourself that's like saying you can't have gasoline because you might burn yourself up with it it's
[3:26:15.140 --> 3:26:20.740]  just crazy well we know we know what's behind it what's behind it is you know you are costing the
[3:26:20.740 --> 3:26:26.260]  medical pharmaceutical industry literally trillions of dollars and and they're and that's why i tell
[3:26:26.260 --> 3:26:30.660]  people the four the four best um there's not just me it supplements in general i mean they've got
[3:26:30.660 --> 3:26:35.300]  all these double blind studies that good turmeric is way better than prozac prozac's bad for you but
[3:26:35.300 --> 3:26:39.540]  you know in studies to make you happy i mean it's not just an antioxidant it's not just for joints
[3:26:39.540 --> 3:26:43.460]  the anti-inflammatory and exactly you go through all this and that's why they're trying to patent
[3:26:43.460 --> 3:26:48.980]  fish oil and then not let everybody else sell fish oil well it's a damn food but but yeah i mean
[3:26:48.980 --> 3:26:54.020]  that it's what god gave us is the answer and when people get the pure good stuff it just makes their
[3:26:54.020 --> 3:26:59.220]  lives so much better oh absolutely i mean listen to my voice how well do i sound i'm actually 55
[3:26:59.220 --> 3:27:03.220]  years old going on 56 and the reason is because i've been taking very good care of my health
[3:27:03.220 --> 3:27:10.340]  throughout my life and i'm very good at discriminating high quality stuff and that's how i got attracted
[3:27:10.340 --> 3:27:15.380]  to info wars generally the information is high quality and the products are high quality also
[3:27:15.380 --> 3:27:19.140]  well thank you brother real quick i want to get your take on trump and iran give us your view on that
[3:27:20.340 --> 3:27:25.380]  yes um i and i'm glad you asked about that i was wondering because we hadn't talked about it
[3:27:25.380 --> 3:27:29.380]  for a while because it's called screener said i should lead with that but then i didn't hear
[3:27:29.380 --> 3:27:33.060]  about it for a while i'm happy to talk about that i just want to start with some background
[3:27:33.060 --> 3:27:41.220]  that i believe based on my you know extensive research over decades now of you know world
[3:27:41.220 --> 3:27:46.420]  history and psychology and all that um that trump is the greatest psychosocial political
[3:27:46.420 --> 3:27:52.100]  economical spiritual super genius ever and i and the thing about him is if there were a political
[3:27:52.100 --> 3:27:58.420]  iq test his would be about a 300 i mean and i've been saying now for years he has clearly studied
[3:27:58.420 --> 3:28:04.100]  markia valley he's clearly studied bizmark he's clearly studied sun sue and he's clearly studied
[3:28:04.100 --> 3:28:08.100]  claudia so i can get into any one of those but it's interesting in that sense that he tweeted
[3:28:08.100 --> 3:28:16.100]  just the other day uh quote from sun sue that the supreme art of war is subduing the enemy without
[3:28:16.100 --> 3:28:19.780]  fighting and i think hold on i want to hear you go through that briefly you're such a good caller
[3:28:19.780 --> 3:28:23.380]  we'll get to everybody else i promise everybody holding when we come back uh with johnny from
[3:28:23.380 --> 3:28:27.700]  denmark these are the amazing listeners we have and again we don't screen your calls as to what you
[3:28:27.700 --> 3:28:33.220]  can say i've just told john i'm like listen i'm glad they're plugging the products but we do that
[3:28:33.220 --> 3:28:37.700]  enough ourselves kind of tell them not what to say but just get to their topic we want to hear
[3:28:37.700 --> 3:28:41.460]  what they have to say about the topic and not so much about the products even though people can
[3:28:41.460 --> 3:28:46.420]  hear how good they are uh so yeah i guess i am starting to screen the calls like hey you don't
[3:28:46.420 --> 3:28:49.620]  have to tell me you love me you don't have to tell me how great the products are all the time just
[3:28:49.620 --> 3:28:54.820]  we want to hear what you think about politics we can all agree these are troubled times right
[3:28:54.820 --> 3:29:00.180]  so do you know who's on your wireless network whether it's a big company selling your data
[3:29:00.180 --> 3:29:05.780]  or a foreign hacker if you're not protected everybody sees your information that's why you
[3:29:05.780 --> 3:29:12.180]  need flash routers a custom wi-fi router created for privacy flash routers uses a virtual private
[3:29:12.180 --> 3:29:17.700]  network or vpn to protect your online activity from hackers trackers and large corporations
[3:29:17.700 --> 3:29:23.540]  and not just one but all your devices with one out of the box setup plus flash routers also
[3:29:23.540 --> 3:29:28.580]  enhances your wireless network performance and unlocks powerful router management tools to let
[3:29:28.580 --> 3:29:35.700]  you take total control of your network call or click flash routers today at 1-866-509-5817
[3:29:35.700 --> 3:29:46.820]  or fla shr o ut er s dot com that's 1-866-509-5817 or flash routers dot com protect your wireless
[3:29:46.820 --> 3:29:57.220]  home network today with flash routers i keep my eye on the news all the time but i miss the fact
[3:29:57.220 --> 3:30:07.540]  that in late 2019 just about two weeks ago the cdc and the fda approved live ebola vaccine
[3:30:08.420 --> 3:30:15.460]  to be given inside the united states and it is an experimental vaccine it is live it's not even
[3:30:15.460 --> 3:30:22.180]  attenuated they've just genetically modified it so it's supposedly non-lethal same stuff they did
[3:30:22.180 --> 3:30:29.860]  with the Gardasil vaccine that's admittedly killed a name so many this is just crazy and the congos
[3:30:29.860 --> 3:30:34.980]  had the biggest outbreaks of ebola ever since they started giving the vaccine there in the last few
[3:30:34.980 --> 3:30:40.980]  years oh and of course opening the borders up here and letting people in unvetted the democrats
[3:30:40.980 --> 3:30:47.460]  distribute across the country you cannot make up the magnitude of this insanity and it is an attempted
[3:30:47.460 --> 3:30:56.500]  ebola assault on america this is the new world order knock on wood i am not tempting fate but
[3:30:56.500 --> 3:31:02.580]  everybody around the office especially folks that have worked there a long time have noticed that i
[3:31:02.580 --> 3:31:07.940]  really don't ever get sick now again i might get sick tomorrow because i just made that statement
[3:31:07.940 --> 3:31:12.980]  i'm not tempting fate i'll say that again because i am superstitious when it comes down to that very
[3:31:12.980 --> 3:31:19.220]  thankful the good lord for the constitution i've been given but up until about eight nine years ago
[3:31:19.220 --> 3:31:27.220]  when i started taking x2 and the products in force life i i still got sick every couple years and
[3:31:27.220 --> 3:31:32.740]  you know i still get sore throats from allergies and pollen and things like that but now that i
[3:31:32.740 --> 3:31:37.780]  religiously take the products and in force life one of the highest quality supplements you're gonna
[3:31:37.780 --> 3:31:46.420]  find out there i just never get a fever anymore it's probably been three four years since i've had
[3:31:46.420 --> 3:31:53.380]  a fever it's just crazy so i chalk it up to genetics and the great products hey you there
[3:31:54.340 --> 3:32:01.540]  we have a problem you see there is a baby the mother of this baby is not sure
[3:32:01.540 --> 3:32:08.980]  she's ready the father of this baby doesn't want to settle down the mother starts to have regrets
[3:32:09.620 --> 3:32:19.860]  the father considers leaving town but a friend says there's a solution she says to have an abortion
[3:32:20.820 --> 3:32:26.980]  the mother decides to look into it the clinic assures her it's safe she's made her decision
