[00:00:30.179 --> 00:00:30.566]  I'll play.
[03:28:58.143 --> 03:28:59.784]  And I'm going to give each person one minute.
[03:28:59.784 --> 03:29:00.805]  So be ready.
[03:29:00.805 --> 03:29:03.667]  Start your engines!
[03:29:05.023 --> 03:29:07.825]  I'm cutting this ad on May 10th, 2020.
[03:29:07.825 --> 03:29:15.610]  And within a week or so, many of the best-selling items that we're selling at InfoWareStore.com will no longer be at 50% off.
[03:29:15.610 --> 03:29:22.234]  In fact, last year I said I can't get 50% off anymore because our markup just isn't enough for us to be able to get enough profit to operate this operation.
[03:29:22.734 --> 03:29:25.815]  But I want you to get the ultimate krill oil.
[03:29:25.815 --> 03:29:27.836]  I want you to get Bazo Beats.
[03:29:27.836 --> 03:29:30.017]  I want you to get DNA Force Plus.
[03:29:30.017 --> 03:29:32.578]  I want you to experience X2.
[03:29:32.578 --> 03:29:35.279]  I want you to get Real Red Pill and Real Red Pill Plus.
[03:29:35.279 --> 03:29:38.500]  They're all in stock right now and they're 30 to 60% off.
[03:29:40.541 --> 03:29:52.788]  More than 20 items are 50% off right now, but we're going to have to end the sale on most items in about a week, because a lot of the products are getting close to selling out, like Real Red Pill, Real Red Pill Plus, and Azo Beats.
[03:29:52.788 --> 03:29:58.031]  So take action, be healthier, boost your body's natural defenses, and fund the InfoWar.
[03:29:58.031 --> 03:30:00.052]  Get these great products at InfoWarStore.com.
[03:30:06.345 --> 03:30:08.947]  The United States is not Communist China.
[03:30:08.947 --> 03:30:11.870]  We don't have 3 million people in concentration camps.
[03:30:11.870 --> 03:30:13.771]  We don't blow up churches.
[03:30:13.771 --> 03:30:16.934]  We don't kill political dissidents and sell their organs.
[03:30:16.934 --> 03:30:22.619]  But all over the news, we see the UN, Bill and Melinda Gates, WHO, mainstream corporate media.
[03:30:26.593 --> 03:30:33.840]  I mean, if China shoots women at checkpoints and welds people into their houses and has robots controlling people, well then, gee, we've got to do that.
[03:30:33.840 --> 03:30:39.505]  And on top of it, cities like San Antonio passed laws saying we'll arrest you if you say Chinese virus.
[03:30:39.505 --> 03:30:42.688]  Well, now Cuomo in New York's calling it the European virus.
[03:30:42.688 --> 03:30:44.309]  These people are out of control.
[03:30:47.911 --> 03:30:53.135]  Because we the people are aware of their criminal activities and are exposing them and their powercraft.
[03:30:53.135 --> 03:30:57.198]  The resistance lives at Band.Video and InfoWars.com.
[03:30:57.198 --> 03:31:03.162]  Spread those links and jam it down the censors' throats and then we'll be able to defeat their operation that much quicker.
[03:31:06.710 --> 03:31:10.371]  It's time to take a new, healthier approach to one of your most basic needs.
[03:31:10.371 --> 03:31:17.432]  The Alexapir Pro Water Filtration System is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[03:31:17.432 --> 03:31:21.413]  You can start cleaning the toxins from your water for clean, healthy and delicious drinking water.
[03:31:21.413 --> 03:31:28.394]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexapir Pro can remove up to 99.9% of impurities.
[03:31:28.394 --> 03:31:32.675]  This groundbreaking, gravity-fed water filtration system is like no other.
[03:31:32.675 --> 03:31:35.576]  Make sure your water is up to your standards today with the Alexapir Pro.
[03:31:35.876 --> 03:31:38.897]  It's no secret that our daily lives are becoming more stressful.
[03:31:38.897 --> 03:31:43.498]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[03:31:43.498 --> 03:31:48.620]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[03:31:48.620 --> 03:31:52.781]  Chill Force is our solution for a true, healthy, relaxation support formula.
[03:31:53.061 --> 03:32:01.013]  As the long awaited sister formula to Brain Force Plus, this formula includes powerful ingredients and time tested practices to help fight your stress levels.
[03:32:01.013 --> 03:32:02.435]  It's time to take a breather.
[03:32:02.435 --> 03:32:05.639]  Get Chill Force today at InfoWarsStore.com.
[03:32:08.283 --> 03:32:08.663]  We're good to go.
[03:32:34.065 --> 03:32:41.989]  It's not just all the key vitamins and minerals you need, it's also got amino acids that are known to help you absorb more of this into your body.
[03:32:41.989 --> 03:32:49.453]  And that's really important for folks that are older, because a lot of people don't absorb vitamins and minerals in pill form.
[03:32:49.773 --> 03:32:51.955]  You're listening to the Alex Jones Show!
[03:33:22.338 --> 03:33:24.400]  I really respect your calls.
[03:33:24.400 --> 03:33:27.482]  And I'm looking at, like, 15 on the board.
[03:33:27.482 --> 03:33:33.366]  So, I guess we should just say that we're going to have open phones the rest of the day.
[03:33:33.366 --> 03:33:38.570]  But I want to go to Jim Law Enforcement on the endgame of vaccines in Caleb in Ohio.
[03:33:38.570 --> 03:33:39.411]  Jim, thanks for calling.
[03:33:39.411 --> 03:33:39.951]  Thanks for holding.
[03:33:39.951 --> 03:33:41.853]  You're on the air.
[03:33:41.853 --> 03:33:43.634]  How you doing?
[03:33:43.634 --> 03:33:49.558]  Uh, you know, I knew all this stuff was going to happen because I read the Globalist Blueprints, but I can't believe they're actually doing it.
[03:33:49.558 --> 03:33:50.079]  How are you doing?
[03:33:51.337 --> 03:33:51.837]  I'm all right.
[03:33:51.837 --> 03:33:54.819]  I sent you guys a letter.
[03:33:54.819 --> 03:33:57.461]  I've called in before a number of times.
[03:33:57.461 --> 03:33:59.662]  In fact, you took my number the last time.
[03:33:59.662 --> 03:34:04.745]  And what it was about is that they have sent out a letter.
[03:34:04.745 --> 03:34:05.646]  I'm walking outside.
[03:34:05.646 --> 03:34:14.191]  They sent out a letter from the head of our department talking about all this that's going on.
[03:34:14.191 --> 03:34:17.853]  And he flat said, we're not changing anything that we're doing.
[03:34:17.853 --> 03:34:19.394]  We heard about safety on highways.
[03:34:19.946 --> 03:34:27.528]  We're not pulling anybody over because they're not wearing a mask, or they're too close, or we're not stopping to do anything like that.
[03:34:27.528 --> 03:34:32.109]  The purview of our department has not changed one bit, and it will not change.
[03:34:32.109 --> 03:34:33.330]  Well, that's great news.
[03:34:33.330 --> 03:34:35.170]  In fact, we have a small crew.
[03:34:35.170 --> 03:34:37.571]  We get about 10,000 emails a day conservatively.
[03:34:37.571 --> 03:34:39.752]  Send it again to ShowTipsAndInfoWars.com.
[03:34:39.752 --> 03:34:41.112]  What was the subject?
[03:34:41.112 --> 03:34:42.292]  Because I really appreciate your tips.
[03:34:42.292 --> 03:34:43.853]  We don't take them for granted.
[03:34:43.853 --> 03:34:47.194]  We're just overwhelmed, like drinking out of a fire hose here.
[03:34:47.194 --> 03:34:47.954]  What was the subject?
[03:34:49.147 --> 03:34:50.508]  That's what it was.
[03:34:50.508 --> 03:34:59.975]  What I did was, it was from me, and I put, you know, just the law enforcement update, I think, is what I put on it.
[03:34:59.975 --> 03:35:02.197]  Okay, well, I definitely want that.
[03:35:02.197 --> 03:35:06.981]  So what is it, a California law enforcement letter on not enforcing the shutdown, or what?
[03:35:07.950 --> 03:35:16.311]  Well, what I have to do in order to keep myself legal is I redact out all of their stuff and just take the body of the letter and copy it and put it in one of my emails.
[03:35:16.311 --> 03:35:19.392]  I understand, Jim, and it's pearls before swine.
[03:35:19.392 --> 03:35:20.252]  I'm the pig around here.
[03:35:20.252 --> 03:35:22.553]  There's just so much information.
[03:35:22.553 --> 03:35:23.973]  We've got all these other great callers too.
[03:35:23.973 --> 03:35:26.293]  Maybe we should transfer them over to Owen coming up.
[03:35:26.293 --> 03:35:29.614]  But what is your view on this whole thing and what's coming?
[03:35:29.614 --> 03:35:32.834]  Well, I am also a minister as well.
[03:35:32.834 --> 03:35:36.595]  And I don't know, I identify with you so much because
[03:35:37.490 --> 03:36:01.359]  For 35 years I've walked door to door and talked to people and they'll call me names and threaten to turn a hose on me and you know and I said I'm trying to tell you the truth and now finally that we get down to the end it's amazing how many more people are listening and go yeah I guess since over a hundred years your group has come and talked to us and knocked on our doors and we threw you off the porch and that you might be on to something.
[03:36:01.359 --> 03:36:03.020]  I'm like no kidding really?
[03:36:03.020 --> 03:36:03.800]  Okay.
[03:36:03.800 --> 03:36:05.701]  So exactly you're seeing a big awakening.
[03:36:06.798 --> 03:36:07.458]  Right.
[03:36:07.458 --> 03:36:15.022]  And the one thing that I brought out, I wrote down a couple little notes for me, was one thing you've got to remember is that according to Isaiah, the earth will always be inhabited.
[03:36:15.022 --> 03:36:17.363]  It's because God didn't create it for nothing.
[03:36:17.363 --> 03:36:20.064]  He created it to be inhabited.
[03:36:20.064 --> 03:36:27.247]  And by the way, I was watching a show last night and they go, you know, we've looked, it's one out of like quadrillions that the moon perfectly
[03:36:28.849 --> 03:36:33.232]  Is 40,000 miles away or whatever, and then with the sun so it perfectly eclipses?
[03:36:33.232 --> 03:36:33.692]  No.
[03:36:33.692 --> 03:36:36.214]  The Bible says God's proof is in the firmament.
[03:36:36.214 --> 03:36:40.897]  All of it is perfectly calculated just to show us that God built it.
[03:36:40.897 --> 03:36:43.098]  He said he put two luminaries in the sky.
[03:36:43.098 --> 03:36:48.001]  A brighter one in the day and a darker one in the... I mean, you know, one that was less bright in the night.
[03:36:48.001 --> 03:36:50.123]  So I guess I know who put it there.
[03:36:50.123 --> 03:36:52.024]  But think about it.
[03:36:52.024 --> 03:36:56.027]  Within centimeters, the moon perfectly blocks the sun and eclipses.
[03:36:56.957 --> 03:36:57.697]  Think about that.
[03:36:57.697 --> 03:37:03.118]  Oh, but they're like, we think it's the only planet that all the satellites have seen in the galaxy like this.
[03:37:03.118 --> 03:37:05.199]  Well, because it's all perfectly done.
[03:37:05.199 --> 03:37:09.499]  There's, there's so much more information that's now coming to light like that.
[03:37:09.499 --> 03:37:15.240]  Even the Noah's flood, people are figuring out more and more with the, uh, with the, uh, fossil record.
[03:37:15.240 --> 03:37:18.461]  Oh, they've now proven it was a worldwide flood, just like it says.
[03:37:18.461 --> 03:37:18.681]  Right.
[03:37:18.681 --> 03:37:20.121]  But that it didn't happen that long ago.
[03:37:20.121 --> 03:37:23.522]  That this thing that happened millions of years ago is not true.
[03:37:23.522 --> 03:37:23.642]  So.
[03:37:24.400 --> 03:37:27.721]  And there was one other thing I wanted to bring out to you, because once in a while I hear you get down.
[03:37:27.721 --> 03:37:30.082]  So I just wanted you to remember this.
[03:37:30.082 --> 03:37:31.983]  Something that a friend of mine gave me a long time ago.
[03:37:31.983 --> 03:37:35.924]  It says, the next time you feel like you can't be used, remember this.
[03:37:35.924 --> 03:37:37.765]  Gideon was afraid.
[03:37:37.765 --> 03:37:39.846]  Rahab was a prostitute.
[03:37:39.846 --> 03:37:41.906]  Jeremiah and Timothy were too young.
[03:37:41.906 --> 03:37:43.607]  David had an affair.
[03:37:43.607 --> 03:37:45.408]  Isaiah preached naked.
[03:37:45.408 --> 03:37:47.168]  Jonah ran from God.
[03:37:47.168 --> 03:37:48.909]  Naomi was a widow.
[03:37:48.909 --> 03:37:50.570]  Job went bankrupt.
[03:37:50.570 --> 03:37:51.510]  Peter denied Christ.
[03:37:52.210 --> 03:37:55.191]  So when you think about it, you don't know who he's going to use.
[03:38:07.253 --> 03:38:09.555]  You don't know how that's going to come out.
[03:38:09.555 --> 03:38:12.337]  Don't discount anything, especially what you're saying.
[03:38:12.337 --> 03:38:13.198]  God bless you, Jim.
[03:38:13.198 --> 03:38:14.118]  I appreciate your call.
[03:38:14.118 --> 03:38:15.660]  No, it's not that.
[03:38:15.660 --> 03:38:20.483]  I just get so mad at these globalists that I just feel weak that I can't get them defeated.
[03:38:20.483 --> 03:38:21.284]  You know what I mean?
[03:38:21.284 --> 03:38:22.505]  But it's up to God.
[03:38:22.505 --> 03:38:24.687]  All right, Caleb in Ohio.
[03:38:24.687 --> 03:38:26.008]  China released second wave.
[03:38:26.008 --> 03:38:27.069]  I totally agree with you.
[03:38:27.069 --> 03:38:29.070]  They're already hyping.
[03:38:29.070 --> 03:38:33.354]  China says where, whatever you call those things you swim in the pool with, what are they called?
[03:38:35.655 --> 03:38:36.515]  Noodles!
[03:38:36.515 --> 03:38:40.397]  China says wear noodles on your head, now we do it in the United States and Canada.
[03:38:40.397 --> 03:38:41.757]  And so they're our God.
[03:38:41.757 --> 03:38:44.538]  Caleb, what do you think's coming?
[03:38:44.538 --> 03:38:46.218]  I think it's going to get a little worse.
