[00:00.000 --> 00:18.600]  son
[3:32:30.940 --> 3:32:36.060]  supplement knowledge, stacks of bottles and complicated routine.
[3:32:36.060 --> 3:32:40.500]  Featuring eight different formulas for a total take on your health and wellness.
[3:32:40.500 --> 3:32:47.580]  You can find what you like and get even more powerful versions in the store head to infowarsstora.com
[3:32:47.580 --> 3:32:56.540]  and check out eight pack power stack today and jumpstart your supplement routine.
[3:32:56.540 --> 3:33:17.580]  We're listening to the Alex Jones show.
[3:33:17.580 --> 3:33:23.420]  It's absolutely critical to the social engineers, the ultra rich on this planet to divide and
[3:33:23.420 --> 3:33:28.300]  conquer humanity and to really rob us of our birthright and the real potential we have
[3:33:28.300 --> 3:33:34.420]  in the general public makes decisions about our own development, our own evolution.
[3:33:34.420 --> 3:33:37.140]  I don't mean that from a Darwinian perspective, we're getting some fight about it.
[3:33:37.140 --> 3:33:38.140]  We are evolving.
[3:33:38.140 --> 3:33:45.020]  I'd say devolving right now and everything we've been given, everything we've been basically
[3:33:45.020 --> 3:33:48.420]  pushed is destroying human communities.
[3:33:48.420 --> 3:33:53.140]  They want Google and Facebook communities where everything's 5G and you're inside these
[3:33:53.140 --> 3:33:55.900]  where bubbles and you're totally programmed.
[3:33:55.900 --> 3:34:00.220]  These are corporations that want markets where they have captive humans that are totally
[3:34:00.220 --> 3:34:01.220]  under control.
[3:34:01.220 --> 3:34:04.100]  It's like a proto matrix.
[3:34:04.100 --> 3:34:06.580]  So Zach Voorhees, we're going to go back to these calls here.
[3:34:06.580 --> 3:34:09.540]  They'll be back on the war room because you say you want to keep going.
[3:34:09.540 --> 3:34:14.380]  You're on fire with Will Johnson is filling in Rowan Shroy today when he's on a well-deserved
[3:34:14.380 --> 3:34:15.380]  vacation.
[3:34:15.380 --> 3:34:20.340]  They'll be back with me for two hours tomorrow to take more calls because Google is suppressing
[3:34:20.340 --> 3:34:21.340]  your interviews.
[3:34:21.340 --> 3:34:22.340]  They are blocking it.
[3:34:22.340 --> 3:34:23.620]  They're tearing their hair out right now.
[3:34:23.620 --> 3:34:26.620]  You were telling me off air that you're on air talking about all this because you've
[3:34:26.620 --> 3:34:31.460]  released the smoking gun documents of their blacklist and their perjury to Congress.
[3:34:31.460 --> 3:34:32.460]  This is huge.
[3:34:32.460 --> 3:34:33.460]  Yeah.
[3:34:33.460 --> 3:34:34.460]  And big things are happening.
[3:34:34.460 --> 3:34:35.460]  Breaking news.
[3:34:35.460 --> 3:34:42.660]  Like today that as a reminder, the Google DeepMind co-founder placed on leave from AI Lab.
[3:34:42.660 --> 3:34:43.660]  Huge.
[3:34:43.660 --> 3:34:46.340]  And again, that's the big real AI system.
[3:34:46.340 --> 3:34:49.420]  That's the AI Manhattan project that Google is working on.
[3:34:49.420 --> 3:34:53.060]  Who do you think has the dominant system because we know IBM's involved.
[3:34:53.060 --> 3:34:54.380]  We know Microsoft is involved.
[3:34:54.380 --> 3:34:57.060]  We know everybody's racing to get the AI.
[3:34:57.060 --> 3:34:58.220]  Yeah.
[3:34:58.220 --> 3:34:59.900]  I don't know.
[3:34:59.900 --> 3:35:05.540]  I do know that the big tech giants, they all have their own version and their own flavor
[3:35:05.540 --> 3:35:06.540]  of AI.
[3:35:06.540 --> 3:35:07.540]  So there's competing AI.
[3:35:07.540 --> 3:35:08.540]  Yeah.
[3:35:08.540 --> 3:35:10.060]  But Google is the one with the most data.
[3:35:10.060 --> 3:35:12.260]  And they went to China where there's no rules.
[3:35:12.260 --> 3:35:13.260]  Right.
[3:35:13.260 --> 3:35:17.900]  And the thing is that the person with the most data is going to have the best AI because
[3:35:17.900 --> 3:35:20.100]  AI is feeding off of data.
[3:35:20.100 --> 3:35:24.380]  And so that's it.
[3:35:24.380 --> 3:35:27.220]  Nobody goes to a YouTube version on IBM.
[3:35:27.220 --> 3:35:29.620]  And so, you know, Google's got.
[3:35:29.620 --> 3:35:33.580]  Why do you think they told the Pentagon a year ago or two years ago now, we're not going
[3:35:33.580 --> 3:35:37.420]  to work with you in the arrogance, but we're going to move to China when we all know Google
[3:35:37.420 --> 3:35:39.300]  was a NSA project.
[3:35:39.300 --> 3:35:40.300]  Right.
[3:35:40.300 --> 3:35:42.820]  So Google was funded by Incutel when it got its start.
[3:35:42.820 --> 3:35:45.740]  So it was done with CIA money.
[3:35:45.740 --> 3:35:53.500]  And the thing was is Google started a project with the U.S. military called Project Maven,
[3:35:53.500 --> 3:35:57.980]  which was going to use information from their geo databases.
[3:35:57.980 --> 3:36:03.980]  And what happened was a bunch of a small contingent of employees decided that they were going
[3:36:03.980 --> 3:36:05.580]  to protest this.
[3:36:05.580 --> 3:36:10.620]  And what was really weird is I got an email, you know, one time one day at my desk from
[3:36:10.620 --> 3:36:14.500]  the Google executive team saying, Hey, by the way, well, you know that there's going
[3:36:14.500 --> 3:36:18.780]  to be a protest today on Project Maven.
[3:36:18.780 --> 3:36:21.940]  And if you want to join the protest, then that's your right.
[3:36:21.940 --> 3:36:24.780]  And you're not going to suffer any consequences.
[3:36:24.780 --> 3:36:25.780]  They're promoting it.
[3:36:25.780 --> 3:36:26.780]  Yeah.
[3:36:26.780 --> 3:36:27.780]  They're promoting it.
[3:36:27.780 --> 3:36:28.780]  Absolutely.
[3:36:28.780 --> 3:36:29.780]  So they promoted this.
[3:36:29.780 --> 3:36:32.700]  And then a bunch of employees walked out and a lot of people actually didn't end up
[3:36:32.700 --> 3:36:33.700]  walking out.
[3:36:33.700 --> 3:36:36.260]  It was a very, very, very tiny minority.
[3:36:36.260 --> 3:36:40.380]  But then the media put, pumped that up and then Google threw up their hands.
[3:36:40.380 --> 3:36:42.340]  They said, look, like we wanted to do this.
[3:36:42.340 --> 3:36:44.740]  But our employees are revolting.
[3:36:44.740 --> 3:36:47.620]  So the truth is, Obama and all of them said, go with China.
[3:36:47.620 --> 3:36:50.500]  And once Trump got elected, the decision was final.
[3:36:50.500 --> 3:36:54.180]  Just like the Washington Post says, we hope Xi can crush America.
[3:36:54.180 --> 3:36:56.540]  It says, you know, destroy Trump.
[3:36:56.540 --> 3:36:57.820]  Destroy Trump is the headline.
[3:36:57.820 --> 3:37:02.660]  Xi's destroy Trump to save us, of course, it's so Arwellian.
[3:37:02.660 --> 3:37:04.020]  The corporations have made their deal.
[3:37:04.020 --> 3:37:09.180]  This guy has got a billion, 300 million slaves, and it's just crazy how far they've gone.
[3:37:09.180 --> 3:37:10.180]  Let's go back to your calls.
[3:37:10.180 --> 3:37:12.540]  Okay, he's been holding longest here.
[3:37:12.540 --> 3:37:15.220]  Tenton, tenton, tenton, tenton, tenton.
[3:37:15.220 --> 3:37:17.380]  Try to move quick here now.
[3:37:17.380 --> 3:37:20.220]  Let's go to Ryan in Florida.
[3:37:20.220 --> 3:37:21.760]  Ryan, and we'll go to Sarah.
[3:37:21.760 --> 3:37:22.760]  Ryan, you're on the air.
[3:37:22.760 --> 3:37:23.760]  Thanks for calling.
[3:37:23.760 --> 3:37:25.780]  Alex Jones, General Honey Smacks.
[3:37:25.780 --> 3:37:26.780]  Great to talk to you, man.
[3:37:26.780 --> 3:37:27.780]  It's an honor.
[3:37:27.780 --> 3:37:28.780]  Good to have you.
[3:37:28.780 --> 3:37:29.780]  So what's your question?
[3:37:29.780 --> 3:37:34.100]  I wanted to ask you and Jack both, what do you guys think that President Trump can do
[3:37:34.100 --> 3:37:39.500]  about all this big tech censorship that won't be negated by, let's say, a liberal judge?
[3:37:39.500 --> 3:37:42.300]  You know, we've seen every time a liberal judge doesn't like what he does, boom, now
[3:37:42.300 --> 3:37:43.660]  Trump's hands are tied.
[3:37:43.660 --> 3:37:47.900]  What can we do personally, or what can Trump do, like we're not able to rely on Trump?
[3:37:47.900 --> 3:37:50.980]  You know, both of those kind of things, what do you think we can do in Trump?
[3:37:50.980 --> 3:37:53.540]  Yeah, so that's a very excellent question.
[3:37:53.540 --> 3:38:00.420]  And so my plan for this is that, with this document disclosure, is that, one, tell your
[3:38:00.420 --> 3:38:03.220]  friends and download the information.
[3:38:03.220 --> 3:38:04.220]  Have them downloaded.
[3:38:04.220 --> 3:38:11.100]  Two, have, you know, educate yourself, and three, call your radio stations, call your
[3:38:11.100 --> 3:38:17.780]  senators, call your representatives, and tell them that they need to stop tech censorship.
[3:38:17.780 --> 3:38:21.620]  Let your human voice be heard, right, because they're trying to suppress your speech online.
[3:38:21.620 --> 3:38:22.620]  Good.
[3:38:22.620 --> 3:38:23.620]  We'll just do it in the third dimension.
[3:38:23.620 --> 3:38:24.620]  Right.
[3:38:24.620 --> 3:38:28.940]  And the thing is, is that right now, all of the Congress people are taking a break from
[3:38:28.940 --> 3:38:29.940]  Congress.
[3:38:29.940 --> 3:38:31.820]  So they're in their districts and they're listening to their constituents.
[3:38:31.820 --> 3:38:36.380]  And you've got this, like, short window of opportunity to go and let your voice be heard.
[3:38:36.380 --> 3:38:42.500]  So that when they all come back to Washington, D.C., this is going to be the topic on everyone's
[3:38:42.500 --> 3:38:43.500]  mind.
[3:38:43.500 --> 3:38:47.380]  And you can tell that this is what's happening because, you know, the states are all bandied
[3:38:47.380 --> 3:38:51.700]  together for antitrust, you know, litigation, which was reported by the Wall Street Journal
[3:38:51.700 --> 3:38:52.700]  just yesterday.
[3:38:52.700 --> 3:38:57.580]  So if you want to be part of this, if you want to do America good and right, then call
[3:38:57.580 --> 3:39:03.740]  your senator, call your representative, and tell them to stop big tech censorship.
[3:39:03.740 --> 3:39:06.740]  It's not just censorship on conservatives.
[3:39:06.740 --> 3:39:10.100]  They also censored Tulsi Gabbard, okay?
[3:39:10.100 --> 3:39:11.100]  It's right.
[3:39:11.100 --> 3:39:12.100]  Stop election meddling.
[3:39:12.100 --> 3:39:13.100]  Ryan, great questions.
[3:39:13.100 --> 3:39:15.100]  We've got to move quick to get everybody here.
[3:39:15.100 --> 3:39:16.620]  Let's go to Sarah in California.
[3:39:16.620 --> 3:39:19.100]  Sarah, you're on the air with our guest.
[3:39:19.100 --> 3:39:20.100]  Go ahead.
[3:39:20.100 --> 3:39:21.100]  Hi.
[3:39:21.100 --> 3:39:23.100]  Lucky was the day I found Alex Jones.
[3:39:23.100 --> 3:39:25.100]  I absolutely love your product.
[3:39:25.100 --> 3:39:26.100]  We love you.
[3:39:26.100 --> 3:39:27.820]  I hope you leave me at that meeting.
[3:39:27.820 --> 3:39:30.820]  But anyway, I have so much to say here, and I know you don't have much time.
[3:39:30.820 --> 3:39:31.820]  We got time for you, sweetheart.
[3:39:31.820 --> 3:39:32.820]  Go ahead.
[3:39:32.820 --> 3:39:33.820]  Thank you.
[3:39:33.820 --> 3:39:36.300]  Zach, thank you so much.
[3:39:36.300 --> 3:39:40.380]  I'm from the industry and had to step out of the industry because I'm from the organic
[3:39:40.380 --> 3:39:43.100]  industry, meaning the real free market part.
[3:39:43.100 --> 3:39:49.220]  I used to work with free search engines and a content provider with 250 copywriters.
[3:39:49.220 --> 3:39:50.220]  You know what I'm talking about.
[3:39:50.220 --> 3:39:55.020]  Yeah, you're getting absolutely hammered there in the nutraceutical and health spaces.
[3:39:55.020 --> 3:39:56.860]  That's really a bloodbath right now.
[3:39:56.860 --> 3:39:59.220]  Well, okay, I have a question for you.
[3:39:59.220 --> 3:40:04.460]  My question is you said the most powerful statement when Alex asked you the other day,
[3:40:04.460 --> 3:40:05.860]  why did you do this?
[3:40:05.860 --> 3:40:09.340]  And you said, and you thought of every word and I wrote it down and had to go back and
[3:40:09.340 --> 3:40:13.420]  I've listened to all of them at least 10 times, all of those videos, 10 times, because every
[3:40:13.420 --> 3:40:17.660]  word you said was intentional, so you break down every word, you're saying a lot.
[3:40:17.660 --> 3:40:23.860]  You said, I want to warn the American people, AI weapons are aimed directly at your mind,
[3:40:23.860 --> 3:40:30.740]  which actually it exposes the emotion machine for frequency modulation and so on and so
[3:40:30.740 --> 3:40:31.740]  forth.
[3:40:31.740 --> 3:40:36.780]  So I wanted you to elaborate in reference to the weapons, is it frequency based from
[3:40:36.780 --> 3:40:41.980]  the Marvin Minsky's emotion machine working with the dopamine, which the whole thing is
[3:40:41.980 --> 3:40:42.980]  a weapon system.
[3:40:42.980 --> 3:40:43.980]  That's what he's saying.
[3:40:43.980 --> 3:40:44.980]  Right, right.
[3:40:44.980 --> 3:40:50.620]  But specifically what I specifically meant and Dr. Robert Epstein, the former chief
[3:40:50.620 --> 3:40:55.860]  editor of psychology today is mapping this out very well and what he's mapped out is
[3:40:55.860 --> 3:41:02.380]  that the search prediction in Google is one of the main ways that Google is aiming their
[3:41:02.380 --> 3:41:04.260]  AI weapons at our minds.
[3:41:04.260 --> 3:41:09.900]  And you can test this either by doing the Clinton body count or you can even just type
[3:41:09.900 --> 3:41:15.100]  in men can and it will auto complete to men can have babies, men can have periods.
[3:41:15.100 --> 3:41:19.900]  And the thing is, is that if you believe that this is what the consensus is thinking, then
[3:41:19.900 --> 3:41:24.340]  you're going to go along with it because that's the way humans are, we're heard animals
[3:41:24.340 --> 3:41:25.340]  in a way.
[3:41:25.340 --> 3:41:29.660]  And so, you know, I detailed this at the beginning of the show with the Ash experiment
[3:41:29.660 --> 3:41:33.300]  and I recommend that you look at the whole video on how that works.
[3:41:33.300 --> 3:41:36.860]  And if you understand the Ash experiment, then you're going to understand how Google
[3:41:36.860 --> 3:41:40.820]  is trying to program us through the auto search suggestion.
[3:41:40.820 --> 3:41:45.940]  They're trying to tell you what the consensus is and they're manufacturing that consensus.
[3:41:45.940 --> 3:41:50.700]  Because if they get you to accept that a man can have a baby and then Facebook banned
[3:41:50.700 --> 3:41:55.340]  a Republican ad saying, we want strong women, oh, saying woman hurt me, I mean, that's
[3:41:55.340 --> 3:41:57.780]  a cult man, that's a dangerous group.
[3:41:57.780 --> 3:42:01.780]  And they're not just freaks, they're killing the language, they're killing the biological
[3:42:01.780 --> 3:42:02.780]  power of humanity.
[3:42:02.780 --> 3:42:03.780]  Yeah.
[3:42:03.780 --> 3:42:06.380]  And they're trying to establish like a cult mentality, right?
