[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[2:23:53.240 --> 2:24:00.240]  And that policy has not changed under the Ontario McGinty government.
[2:24:00.240 --> 2:24:04.240]  Anybody that works for the government has to take the vaccine.
[2:24:04.240 --> 2:24:05.240]  God.
[2:24:05.240 --> 2:24:19.240]  Now what I see anecdotally is that a lot of people are in the bureau that I noticed.
[2:24:19.240 --> 2:24:24.240]  People are now reporting that they're getting violently ill and violently sick
[2:24:24.240 --> 2:24:36.240]  and throwing up and having all the symptoms of this so-called influence disease.
[2:24:36.240 --> 2:24:44.240]  And I find it very disconcerting that it would, and strange,
[2:24:44.240 --> 2:24:49.240]  that it would jump into Canada so quickly.
[2:24:49.240 --> 2:24:54.240]  Yeah, let me just say this, this is very upsetting to me because I just all these points come out.
[2:24:54.240 --> 2:24:57.240]  I know it's upsetting for you and everybody else listening.
[2:24:57.240 --> 2:24:58.240]  I got a bad feeling about all this.
[2:24:58.240 --> 2:24:59.240]  I don't know what it's leading into.
[2:24:59.240 --> 2:25:05.240]  I have a bad feeling with all the evidence integrated that they practice in Latin America,
[2:25:05.240 --> 2:25:13.240]  Asia, and Africa, soft kill, where many African countries, 40% of the people have HIV.
[2:25:13.240 --> 2:25:14.240]  They test them.
[2:25:14.240 --> 2:25:15.240]  They've never had sex.
[2:25:15.240 --> 2:25:17.240]  You know, the women that's been BBC reports.
[2:25:17.240 --> 2:25:19.240]  They don't know why they have HIV.
[2:25:19.240 --> 2:25:20.240]  They have been inoculated.
[2:25:20.240 --> 2:25:22.240]  They said, oh, maybe they use dirty needles.
[2:25:22.240 --> 2:25:23.240]  Yeah, right.
[2:25:23.240 --> 2:25:27.240]  HIV is a cover for all these soft kill weapons that's been proven because, you know,
[2:25:27.240 --> 2:25:32.240]  it would mutate and has and would become harmless, but it just keeps staying deadly for 30 years.
[2:25:32.240 --> 2:25:34.240]  Well, since the late 70s.
[2:25:34.240 --> 2:25:37.240]  I guess it's 30 years since 78 when it really first popped up.
[2:25:37.240 --> 2:25:38.240]  I think it was confirmed.
[2:25:38.240 --> 2:25:46.240]  It was put in vaccinations of what was it in New York?
[2:25:46.240 --> 2:25:48.240]  With the government documents, they've had hearings on that.
[2:25:48.240 --> 2:25:52.240]  It was, quote, infected in hepatitis vaccines in New York.
[2:25:52.240 --> 2:25:56.240]  They used gay men paying them to the health department to take it because they were perfect
[2:25:56.240 --> 2:25:59.240]  vectors having hundreds of sexual partners per month at that time in New York.
[2:25:59.240 --> 2:26:00.240]  It's unbelievable.
[2:26:00.240 --> 2:26:02.240]  Sexual partners multiple times a day.
[2:26:02.240 --> 2:26:05.240]  So that was a perfect vector and also in Africa.
[2:26:05.240 --> 2:26:09.240]  So I know that they practice covering up soft kills, making it no big deal.
[2:26:09.240 --> 2:26:14.240]  And the way the media really is partially hyping it in certain sectors, but they're not covering it in others.
[2:26:14.240 --> 2:26:16.240]  Very, very bizarre.
[2:26:16.240 --> 2:26:23.240]  You're saying you know government people that are telling you they're sick right now after they took the vaccines.
[2:26:23.240 --> 2:26:24.240]  Yes, sir.
[2:26:24.240 --> 2:26:34.240]  I might add that years ago when I worked with the government, we used to hand out meds.
[2:26:34.240 --> 2:26:44.240]  And it was one of the reasons that I retired from that occupation.
[2:26:44.240 --> 2:26:48.240]  And I can't say that the policy has really changed.
[2:26:48.240 --> 2:27:01.240]  It is a fact that our government up here has a very strong policy of keeping, for example,
[2:27:01.240 --> 2:27:05.240]  the SARS issue out of the media.
[2:27:05.240 --> 2:27:11.240]  I think they kept it out of the media for, I don't know, six or eight months, something to that effect.
[2:27:11.240 --> 2:27:12.240]  I remember that came out six months.
[2:27:12.240 --> 2:27:13.240]  They kept it secret.
[2:27:13.240 --> 2:27:14.240]  Yeah, that was amazing.
[2:27:14.240 --> 2:27:15.240]  Right, right.
[2:27:15.240 --> 2:27:23.240]  And as a result, I mean, if it's starting to happen up here, I mean, what do we have to look forward to?
[2:27:23.240 --> 2:27:25.240]  I mean, it just can't.
[2:27:25.240 --> 2:27:33.240]  And that's another thing when these fake systems, they'll keep releasing a new virus as they've done in Asia or Africa every few months and saying it's the same one.
[2:27:33.240 --> 2:27:34.240]  Oh, it mutated.
[2:27:34.240 --> 2:27:35.240]  It's killing again.
[2:27:35.240 --> 2:27:38.240]  Like they tend to introduce it, kills a few hundred, a few thousand.
[2:27:38.240 --> 2:27:39.240]  And then, oh, it came up again.
[2:27:39.240 --> 2:27:40.240]  It killed a few thousand more.
[2:27:40.240 --> 2:27:46.240]  And they use that to put their grid in place, scare everybody as they prelude to something big.
[2:27:46.240 --> 2:27:48.240]  And it always breaks out on a military base.
[2:27:48.240 --> 2:27:50.240]  The last two swine blues.
[2:27:50.240 --> 2:27:54.240]  Let me point out something, sir.
[2:27:54.240 --> 2:27:55.240]  I'm sorry.
[2:27:55.240 --> 2:27:58.240]  I'm sorry to interrupt you.
[2:27:58.240 --> 2:28:05.240]  There's a Air Force Base just north of us called Borden Air Force Base.
[2:28:05.240 --> 2:28:17.240]  And they've started military operations on the street to, they told everybody there in that small community called Barry, Ontario.
[2:28:17.240 --> 2:28:19.240]  It was to stop drunks.
[2:28:19.240 --> 2:28:21.240]  Yeah, stop drunks.
[2:28:21.240 --> 2:28:29.240]  And yeah, and they were to go around and sort of like police the area as a test basis.
[2:28:29.240 --> 2:28:30.240]  Now, let me stop you.
[2:28:30.240 --> 2:28:31.240]  Now, let me stop you.
[2:28:31.240 --> 2:28:33.240]  That was in Canadian papers all over the country.
[2:28:33.240 --> 2:28:39.240]  They are just announcing regular armies going to stop drunks and patrol the downtown cities and the rural areas.
[2:28:39.240 --> 2:28:41.240]  And they'll be army running checkpoints for your safety.
[2:28:41.240 --> 2:28:42.240]  That's what I mean.
[2:28:42.240 --> 2:28:46.240]  All over North America, suddenly they're dispatching army everywhere.
[2:28:46.240 --> 2:28:50.240]  And I don't know if this is part of it, but my God, this is getting sick.
[2:28:50.240 --> 2:28:52.240]  And I interrupted you and said it was to stop drunks.
[2:28:52.240 --> 2:28:53.240]  That's what I saw in the newspaper.
[2:28:53.240 --> 2:28:55.240]  And they have checkpoints to check for drunks.
[2:28:55.240 --> 2:28:57.240]  You're not for drunks, are you?
[2:28:57.240 --> 2:29:01.240]  Same thing with the Marine checkpoints in California for U.S. citizens, totally illegal.
[2:29:01.240 --> 2:29:02.240]  I interrupted you.
[2:29:02.240 --> 2:29:05.240]  Did they say it was for some other reason?
[2:29:05.240 --> 2:29:06.240]  No, no.
[2:29:06.240 --> 2:29:09.240]  I just think that, you know, they're...
[2:29:09.240 --> 2:29:11.240]  And I interrupted you and said it was for drunks.
[2:29:11.240 --> 2:29:12.240]  What did they...
[2:29:12.240 --> 2:29:15.240]  I mean, was that what they told you or did you get some other story?
[2:29:15.240 --> 2:29:16.240]  What I'm saying is...
[2:29:16.240 --> 2:29:26.240]  But what they told us here is they said that it was like a...
[2:29:26.240 --> 2:29:31.240]  I guess what you would call a homeland security thing.
[2:29:31.240 --> 2:29:32.240]  Yeah, so that...
[2:29:32.240 --> 2:29:35.240]  Yeah, but I mean, in the newspapers, it was the first going to keep rowdy drunks out of
[2:29:35.240 --> 2:29:36.240]  trouble and look for terrorists.
[2:29:36.240 --> 2:29:37.240]  So, yeah.
[2:29:37.240 --> 2:29:38.240]  Listen up.
[2:29:38.240 --> 2:29:39.240]  That's not...
[2:29:39.240 --> 2:29:42.240]  Sir, send me a little documentation.
[2:29:42.240 --> 2:29:43.240]  I don't even use your name.
[2:29:43.240 --> 2:29:44.240]  It's definitely can check an email.
[2:29:44.240 --> 2:29:49.240]  We're going to be posting listener comments, pieces of intel, data, like the BBC's doing
[2:29:49.240 --> 2:29:51.240]  tonight and tomorrow at infowars.com.
[2:29:51.240 --> 2:29:54.240]  Send it to Aaron at infowars.com and Kurt at infowars.com.
[2:29:54.240 --> 2:29:55.240]  Thank you.
[2:29:55.240 --> 2:30:00.240]  Should I take more of these calls or should we end this transmission?
[2:30:00.240 --> 2:30:01.240]  Take more?
[2:30:01.240 --> 2:30:03.240]  Okay, because I've just got so much to cover here.
[2:30:03.240 --> 2:30:07.240]  I was going to recap a few stories and then end it, but I'll take a few more calls.
[2:30:07.240 --> 2:30:08.240]  Anthony in New Jersey.
[2:30:08.240 --> 2:30:09.240]  Anthony, you're on the air.
[2:30:09.240 --> 2:30:14.240]  Illinois based Baxter working on swine flu vaccine.
[2:30:14.240 --> 2:30:21.240]  Chicago Tribune not published at 9.22 p.m. central time.
[2:30:21.240 --> 2:30:24.240]  So, my God, that just sent it into the stratosphere.
[2:30:24.240 --> 2:30:25.240]  Headline.
[2:30:25.240 --> 2:30:28.240]  I want to put that on screen for everybody that seems to be on infowars.com right now,
[2:30:28.240 --> 2:30:30.240]  Aaron, right now, Kurt, please.
[2:30:30.240 --> 2:30:31.240]  Say that again.
[2:30:31.240 --> 2:30:36.240]  Chicago Tribune, 9.22 p.m., published in an hour and eight minutes ago.
[2:30:36.240 --> 2:30:39.240]  Central standard time, Chicago same time zone.
[2:30:39.240 --> 2:30:41.240]  Headline again, sir.
[2:30:41.240 --> 2:30:46.240]  Illinois based Baxter working on swine flu vaccine.
[2:30:46.240 --> 2:30:48.240]  Illinois based Baxter.
[2:30:48.240 --> 2:30:50.240]  Google that right now, please.
[2:30:50.240 --> 2:30:54.240]  Illinois based Baxter.
[2:30:54.240 --> 2:30:55.240]  That'll bring it up.
[2:30:55.240 --> 2:30:56.240]  Click news.
[2:30:56.240 --> 2:30:58.240]  Illinois based Baxter.
[2:30:58.240 --> 2:30:59.240]  Click news.
[2:30:59.240 --> 2:31:01.240]  Alpha Tango Delta go now.
[2:31:01.240 --> 2:31:05.240]  That'll bring it up on the screen for everybody right now
[2:31:05.240 --> 2:31:07.240]  who wants to see this.
[2:31:07.240 --> 2:31:09.240]  Let me read you the first paragraph.
[2:31:09.240 --> 2:31:12.240]  Specialty drug maker Baxter International Inc.
[2:31:12.240 --> 2:31:16.240]  will work with the World Health Organization to develop a vaccine
[2:31:16.240 --> 2:31:22.240]  that could stem an outbreak of deadly swine flu strain in Mexico.
[2:31:22.240 --> 2:31:24.240]  God, there's no end to these people.
[2:31:24.240 --> 2:31:25.240]  Now, again, folks, if you just tuned in.
[2:31:25.240 --> 2:31:27.240]  This is the company.
[2:31:27.240 --> 2:31:28.240]  This is the company.
[2:31:28.240 --> 2:31:29.240]  If this is confirmed.
[2:31:29.240 --> 2:31:34.240]  Are you going to be able to, Illinois based Baxter
[2:31:34.240 --> 2:31:35.240]  and then click news?
[2:31:35.240 --> 2:31:38.240]  You got to click news.
[2:31:38.240 --> 2:31:39.240]  There it is.
[2:31:39.240 --> 2:31:40.240]  AP.
[2:31:40.240 --> 2:31:41.240]  Hit it.
[2:31:41.240 --> 2:31:42.240]  Off story.
[2:31:42.240 --> 2:31:43.240]  It's true.
[2:31:43.240 --> 2:31:44.240]  It's confirmed.
[2:31:44.240 --> 2:31:45.240]  Okay.
[2:31:45.240 --> 2:31:47.240]  Now, it's not that I don't believe you, sir.
[2:31:47.240 --> 2:31:49.240]  We always confirm it.
[2:31:49.240 --> 2:31:52.240]  Again, we were just talking about Baxter is the one that mailed out
[2:31:52.240 --> 2:31:57.240]  to 18 locations saying it was one thing and it was live, deadly bird
[2:31:57.240 --> 2:32:00.240]  for the most deadly strain, mixing it with a perfect spectrum
[2:32:00.240 --> 2:32:03.240]  of other regular human viruses where the scientists
[2:32:03.240 --> 2:32:05.240]  in the Czech Republic and others said this is the perfect way
[2:32:05.240 --> 2:32:09.240]  to make a bio weapon that would be airborne and the doctors
[2:32:09.240 --> 2:32:11.240]  in the Czech Republic and other places said they thought it
[2:32:11.240 --> 2:32:12.240]  was staged.
[2:32:12.240 --> 2:32:15.240]  Then they sort of given it some unnamed company to homeless
[2:32:15.240 --> 2:32:16.240]  and killing them.
[2:32:16.240 --> 2:32:17.240]  My God, sir.
[2:32:17.240 --> 2:32:18.240]  What is this?
[2:32:18.240 --> 2:32:22.240]  And then now you have it being bird, pig and human from Europe,
