[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[3:37:23.740 --> 3:37:24.740]  we've been selling it 10 years
[3:37:24.740 --> 3:37:25.740]  never raised the price
[3:37:25.740 --> 3:37:27.740]  $19.95 for that big old bag
[3:37:27.740 --> 3:37:28.740]  99% reviews
[3:37:28.740 --> 3:37:29.740]  598 reviews
[3:37:29.740 --> 3:37:31.740]  4.9 stars
[3:37:31.740 --> 3:37:32.740]  on third party sites
[3:37:32.740 --> 3:37:33.740]  sign up for auto ship
[3:37:33.740 --> 3:37:34.740]  additional 10% off
[3:37:34.740 --> 3:37:35.740]  get an auto delivery to you
[3:37:35.740 --> 3:37:36.740]  don't forget to get it each month
[3:37:36.740 --> 3:37:37.740]  or every two months
[3:37:37.740 --> 3:37:38.740]  you can click out to nine months
[3:37:38.740 --> 3:37:40.740]  whenever you want the new order coming in
[3:37:40.740 --> 3:37:41.740]  15 days to nine months
[3:37:41.740 --> 3:37:44.740]  Patriot blend medium roast
[3:37:44.740 --> 3:37:48.740]  only has a 98% out of 814 reviews
[3:37:48.740 --> 3:37:50.740]  it's not as popular
[3:37:50.740 --> 3:37:52.740]  anyways it's all at infowarsstore.com
[3:37:52.740 --> 3:37:56.740]  the bvc estate run media in the uk
[3:37:56.740 --> 3:37:58.740]  and they've come out with a detailed article
[3:37:58.740 --> 3:38:01.740]  it's linked to infowars.com saying
[3:38:01.740 --> 3:38:04.740]  you will have to have forced inoculations
[3:38:04.740 --> 3:38:06.740]  multiple times a year
[3:38:06.740 --> 3:38:07.740]  to be able to travel
[3:38:07.740 --> 3:38:09.740]  robots will scan you when you land
[3:38:09.740 --> 3:38:12.740]  you will have a digital tattoo under your skin
[3:38:12.740 --> 3:38:14.740]  to be able to enter the country
[3:38:14.740 --> 3:38:15.740]  but it's going to be so easy
[3:38:15.740 --> 3:38:16.740]  and so cool and so fun
[3:38:16.740 --> 3:38:18.740]  the microsoft website
[3:38:18.740 --> 3:38:19.740]  now officially has announced
[3:38:19.740 --> 3:38:20.740]  the digital tattoo
[3:38:20.740 --> 3:38:22.740]  we exposed this six months ago
[3:38:22.740 --> 3:38:24.740]  now bill gates was funding it
[3:38:24.740 --> 3:38:25.740]  and they had hundreds of news articles
[3:38:25.740 --> 3:38:27.740]  attacking and saying it wasn't true
[3:38:27.740 --> 3:38:29.740]  this is a tactic they use
[3:38:29.740 --> 3:38:30.740]  first they announce it
[3:38:30.740 --> 3:38:31.740]  we say it's a bad idea
[3:38:31.740 --> 3:38:32.740]  they say that's crazy
[3:38:32.740 --> 3:38:33.740]  we didn't do it
[3:38:33.740 --> 3:38:34.740]  they introduce the idea to you
[3:38:34.740 --> 3:38:36.740]  then they come back and announce it again
[3:38:36.740 --> 3:38:38.740]  thinking you have no memory
[3:38:38.740 --> 3:38:40.740]  this is a criminal takeover
[3:38:40.740 --> 3:38:42.740]  this is the line in the sand
[3:38:42.740 --> 3:38:43.740]  we must say no
[3:38:43.740 --> 3:38:46.740]  we must expose the fraud of covid-19
[3:38:46.740 --> 3:38:48.740]  this entire house of evil is built on
[3:38:48.740 --> 3:38:49.740]  I'm alex jones
[3:38:49.740 --> 3:38:50.740]  never surrendered a tyranny
[3:38:50.740 --> 3:39:18.740]  in full wars dot com
[3:39:18.740 --> 3:39:20.740]  we are all another video here
[3:39:20.740 --> 3:39:21.740]  in a second called
[3:39:21.740 --> 3:39:23.740]  why I wear my mask
[3:39:23.740 --> 3:39:25.740]  which is a kind of satirical take
[3:39:25.740 --> 3:39:26.740]  on all this
[3:39:26.740 --> 3:39:27.740]  before I get into some more
[3:39:27.740 --> 3:39:28.740]  final news stories
[3:39:28.740 --> 3:39:30.740]  first I want to direct your attention to
[3:39:30.740 --> 3:39:32.740]  info wars store dot com
[3:39:32.740 --> 3:39:34.740]  because yes it is still necessary
[3:39:34.740 --> 3:39:35.740]  despite the fact that the media
[3:39:35.740 --> 3:39:37.740]  apparently now thinks that humans
[3:39:37.740 --> 3:39:39.740]  don't have functioning immune systems
[3:39:39.740 --> 3:39:41.740]  it is still very necessary
[3:39:41.740 --> 3:39:43.740]  to keep your immune system
[3:39:43.740 --> 3:39:45.740]  strong which is why we have
[3:39:45.740 --> 3:39:46.740]  the reopen america
[3:39:46.740 --> 3:39:48.740]  back to school specials
[3:39:48.740 --> 3:39:50.740]  up to 60% off and double
[3:39:50.740 --> 3:39:52.740]  patriot points
[3:39:52.740 --> 3:39:54.740]  on a whole bunch of excellent products
[3:39:54.740 --> 3:39:56.740]  that you know and love
[3:39:56.740 --> 3:39:58.740]  we have the info wars life
[3:39:58.740 --> 3:39:59.740]  so like storeable food
[3:39:59.740 --> 3:40:01.740]  if you don't have at least six months
[3:40:01.740 --> 3:40:02.740]  storeable food at this point
[3:40:02.740 --> 3:40:04.740]  with everything that's going on in the world
[3:40:04.740 --> 3:40:06.740]  you have to be a little bit insane
[3:40:06.740 --> 3:40:08.740]  I mean governments massive corporations
[3:40:08.740 --> 3:40:10.740]  have huge seed vaults and bunkers
[3:40:10.740 --> 3:40:11.740]  full of food
[3:40:11.740 --> 3:40:13.740]  the fact that you wouldn't even have a six
[3:40:13.740 --> 3:40:14.740]  month supply
[3:40:14.740 --> 3:40:16.740]  would be absolutely crazy
[3:40:16.740 --> 3:40:18.740]  we have it at low low prices
[3:40:18.740 --> 3:40:20.740]  and excellent quality at info wars store dot com
[3:40:20.740 --> 3:40:22.740]  we also
[3:40:22.740 --> 3:40:24.740]  have other great products
[3:40:24.740 --> 3:40:26.740]  such as survival shield x3
[3:40:26.740 --> 3:40:28.740]  again that's 50% off
[3:40:28.740 --> 3:40:30.740]  as part of this special
[3:40:30.740 --> 3:40:32.740]  the bio true selenium
[3:40:32.740 --> 3:40:34.740]  bodies the excellent joint
[3:40:34.740 --> 3:40:36.740]  supplement support product
[3:40:36.740 --> 3:40:38.740]  all massive discounts right now
[3:40:38.740 --> 3:40:40.740]  including brain force the excellent
[3:40:40.740 --> 3:40:42.740]  new tropic 50% off
[3:40:42.740 --> 3:40:44.740]  as part of this new sale
[3:40:44.740 --> 3:40:46.740]  at info wars store dot com
[3:40:46.740 --> 3:40:48.740]  please support us
[3:40:48.740 --> 3:40:50.740]  support your own immune system because whatever the media
[3:40:50.740 --> 3:40:52.740]  says you do actually need to have a functioning
[3:40:52.740 --> 3:40:54.740]  immune system so please support us
[3:40:54.740 --> 3:40:56.740]  by getting the products
[3:40:56.740 --> 3:40:58.740]  at info wars store dot com
[3:40:58.740 --> 3:41:00.740]  I'm going to come back and talk about what's happening
[3:41:00.740 --> 3:41:02.740]  in Sweden what's happening
[3:41:02.740 --> 3:41:04.740]  in Australia with this lockdown but first
[3:41:04.740 --> 3:41:06.740]  going to go to this short video
[3:41:06.740 --> 3:41:08.740]  called why I wear my mask
[3:41:08.740 --> 3:41:10.740]  here it is
[3:41:10.740 --> 3:41:12.740]  oh my apologies
[3:41:12.740 --> 3:41:14.740]  I was wearing my mask
[3:41:14.740 --> 3:41:16.740]  because I just got back from a full day of being
[3:41:16.740 --> 3:41:18.740]  a good person I love my mask
[3:41:18.740 --> 3:41:20.740]  because it's a simple yet effective way to
[3:41:20.740 --> 3:41:22.740]  display my righteousness am I concerned
[3:41:22.740 --> 3:41:24.740]  that two children in China dropped dead because
[3:41:24.740 --> 3:41:26.740]  they were forced to wear masks in gym class
[3:41:26.740 --> 3:41:28.740]  nope am I concerned that we're creating
[3:41:28.740 --> 3:41:30.740]  a generation of children who will be socially
[3:41:30.740 --> 3:41:32.740]  awkward and conditioned to fear their fellow
[3:41:32.740 --> 3:41:34.740]  man no am I concerned that
[3:41:34.740 --> 3:41:36.740]  I'm contributing to an impending socialist
[3:41:36.740 --> 3:41:38.740]  technocracy that will enslave the global
[3:41:38.740 --> 3:41:40.740]  population not even a little bit
[3:41:40.740 --> 3:41:42.740]  am I concerned that my mask is symbolic
[3:41:42.740 --> 3:41:44.740]  of my compliance to the social conditioning
[3:41:44.740 --> 3:41:46.740]  that will eventually lead to the forced
[3:41:46.740 --> 3:41:48.740]  vaccination of every man woman and child on
[3:41:48.740 --> 3:41:50.740]  planet earth not a chance
[3:41:50.740 --> 3:41:52.740]  and why am I not concerned you ask
[3:41:52.740 --> 3:41:54.740]  I'm not concerned because I decided a long
[3:41:54.740 --> 3:41:56.740]  time ago that shallow and significant gestures
[3:41:56.740 --> 3:41:58.740]  are a much easier way to showcase
[3:41:58.740 --> 3:42:00.740]  my morality than actually being
[3:42:00.740 --> 3:42:02.740]  moral because in order to be a real good
[3:42:02.740 --> 3:42:04.740]  person I got to stand up to a real
[3:42:04.740 --> 3:42:06.740]  bad person and I don't like standing up
[3:42:06.740 --> 3:42:08.740]  to two or four anything I decided
[3:42:08.740 --> 3:42:10.740]  that it's much easier to trick my own mind
[3:42:10.740 --> 3:42:12.740]  to think in compliance as a virtue instead
[3:42:12.740 --> 3:42:14.740]  of what compliance actually is
[3:42:14.740 --> 3:42:16.740]  cowardice I prefer to float through life
[3:42:16.740 --> 3:42:18.740]  completely ignorant to the fact that every
[3:42:18.740 --> 3:42:20.740]  socialist takeover has always begun
[3:42:20.740 --> 3:42:22.740]  in the exact same way with government
[3:42:22.740 --> 3:42:24.740]  overreach public shaming censorship
[3:42:24.740 --> 3:42:26.740]  and a toilet paper shortage don't believe
[3:42:26.740 --> 3:42:28.740]  me Google toilet paper shortage
[3:42:28.740 --> 3:42:30.740]  in communist Russia did you think you were
[3:42:30.740 --> 3:42:32.740]  having a unique experience I prefer
[3:42:32.740 --> 3:42:34.740]  to pretend history never repeats itself
[3:42:34.740 --> 3:42:36.740]  so that I can stand by and turn a blind
[3:42:36.740 --> 3:42:38.740]  eye every time history repeats
[3:42:38.740 --> 3:42:40.740]  itself I prefer to call anyone who speaks
[3:42:40.740 --> 3:42:42.740]  up fights back or stands their ground
[3:42:42.740 --> 3:42:44.740]  a lunatic or a conspiracy theorist so
[3:42:44.740 --> 3:42:46.740]  that I don't feel obligated to do my own
[3:42:46.740 --> 3:42:48.740]  research research takes away from me time
[3:42:48.740 --> 3:42:50.740]  and lastly I prefer to put on my
[3:42:50.740 --> 3:42:52.740]  mask and stand among the sea of
[3:42:52.740 --> 3:42:54.740]  masks so that I never have to be seen
[3:42:54.740 --> 3:42:56.740]  be free or reveal the deep
[3:42:56.740 --> 3:42:58.740]  dark shadows that lurk within me
[3:43:00.740 --> 3:43:02.740]  just wear the damn mask you
[3:43:02.740 --> 3:43:04.740]  hear what they say just take the damn
[3:43:04.740 --> 3:43:06.740]  vaccine just take the damn
[3:43:06.740 --> 3:43:08.740]  microchip very very slippery slope
[3:43:08.740 --> 3:43:10.740]  isn't it and it's a slippery slope in
[3:43:10.740 --> 3:43:12.740]  Melbourne where they just
[3:43:12.740 --> 3:43:14.740]  had another draconian lockdown
[3:43:14.740 --> 3:43:16.740]  based again on a spike
[3:43:16.740 --> 3:43:18.740]  in cases which could be traced back
[3:43:18.740 --> 3:43:20.740]  to one particular incident
[3:43:20.740 --> 3:43:22.740]  it's not a widespread phenomenon
[3:43:22.740 --> 3:43:24.740]  and yet in Melbourne
[3:43:24.740 --> 3:43:26.740]  hundreds of police
[3:43:26.740 --> 3:43:28.740]  were deployed to surround tower
[3:43:28.740 --> 3:43:30.740]  blocks to enforce coronavirus
[3:43:30.740 --> 3:43:32.740]  lockdown and not just police
[3:43:32.740 --> 3:43:34.740]  from the images that I saw
[3:43:34.740 --> 3:43:36.740]  they had national guard out there
[3:43:36.740 --> 3:43:38.740]  within minutes of this government
[3:43:38.740 --> 3:43:40.740]  announcement they had
[3:43:40.740 --> 3:43:42.740]  literal police surrounding residential
[3:43:42.740 --> 3:43:44.740]  tower blocks to stop
[3:43:44.740 --> 3:43:46.740]  people escaping
[3:43:46.740 --> 3:43:48.740]  residents of the state of Victoria
[3:43:48.740 --> 3:43:50.740]  in which Melbourne is located
[3:43:50.740 --> 3:43:52.740]  were told quote where you
[3:43:52.740 --> 3:43:54.740]  slept last night is where you'll need to stay
[3:43:54.740 --> 3:43:56.740]  for the next six weeks
[3:43:56.740 --> 3:43:58.740]  so bad luck if you were staying in a
[3:43:58.740 --> 3:44:00.740]  hotel in Melbourne
[3:44:00.740 --> 3:44:02.740]  last week or earlier this week
[3:44:02.740 --> 3:44:04.740]  because you have to stay there
[3:44:04.740 --> 3:44:06.740]  for the next six weeks
[3:44:06.740 --> 3:44:08.740]  they have a curfew from 8pm to
[3:44:08.740 --> 3:44:10.740]  5am they have fines
[3:44:10.740 --> 3:44:12.740]  which have now been increased to
[3:44:12.740 --> 3:44:14.740]  five thousand dollars
[3:44:14.740 --> 3:44:16.740]  for flouting any of these
[3:44:16.740 --> 3:44:18.740]  new guidelines
[3:44:18.740 --> 3:44:20.740]  they have police equipped with number plate
[3:44:20.740 --> 3:44:22.740]  recognition cameras to catch
[3:44:22.740 --> 3:44:24.740]  and find anyone not complying with the new rules
[3:44:24.740 --> 3:44:26.740]  and now we have this headline
[3:44:26.740 --> 3:44:28.740]  Melbourne lockdown police can enter
[3:44:28.740 --> 3:44:30.740]  homes without a warrant to carry out
[3:44:30.740 --> 3:44:32.740]  spot checks
[3:44:32.740 --> 3:44:34.740]  and maybe we'll be seeing this in the
[3:44:34.740 --> 3:44:36.740]  United States soon given that
[3:44:36.740 --> 3:44:38.740]  we've started to hear noises about
[3:44:38.740 --> 3:44:40.740]  enforcing mask wearing indoors
[3:44:40.740 --> 3:44:42.740]  police in Melbourne Australia now have
[3:44:42.740 --> 3:44:44.740]  the power to enter people's homes without
[3:44:44.740 --> 3:44:46.740]  warrant and perform spot checks to enforce
[3:44:46.740 --> 3:44:48.740]  compliance with new
[3:44:48.740 --> 3:44:50.740]  coronavirus lockdown rules
[3:44:50.740 --> 3:44:52.740]  they declared a state of disaster
[3:44:52.740 --> 3:44:54.740]  in response to a spike in coronavirus
[3:44:54.740 --> 3:44:56.740]  virus cases
[3:44:56.740 --> 3:44:58.740]  and premier of the state Daniel Andrews
[3:44:58.740 --> 3:45:00.740]  told residents we can no longer have people
[3:45:00.740 --> 3:45:02.740]  simply out and about for no good reason whatsoever
[3:45:02.740 --> 3:45:04.740]  so the police
[3:45:04.740 --> 3:45:06.740]  literally now have the power in Australia
[3:45:06.740 --> 3:45:08.740]  to come to your house
[3:45:08.740 --> 3:45:10.740]  and check that you're in there
[3:45:10.740 --> 3:45:12.740]  check that you're basically under house arrest
[3:45:12.740 --> 3:45:14.740]  it's basic house arrest situation
[3:45:14.740 --> 3:45:16.740]  in Melbourne right now
[3:45:16.740 --> 3:45:18.740]  meanwhile in Sweden
[3:45:18.740 --> 3:45:20.740]  which didn't lock down at all
[3:45:20.740 --> 3:45:22.740]  and which actually trusted its citizens
[3:45:22.740 --> 3:45:24.740]  to carry out sensible advice at the
[3:45:24.740 --> 3:45:26.740]  peak of the coronavirus pandemic
[3:45:26.740 --> 3:45:28.740]  which the media said would be a
[3:45:28.740 --> 3:45:30.740]  complete disaster and lead
[3:45:30.740 --> 3:45:32.740]  to hundreds of thousands of deaths
[3:45:32.740 --> 3:45:34.740]  well look what happened we were right
[3:45:34.740 --> 3:45:36.740]  once again and Newsweek
[3:45:36.740 --> 3:45:38.740]  is having to admit it
[3:45:38.740 --> 3:45:40.740]  with the headline Sweden which had never had
[3:45:40.740 --> 3:45:42.740]  lockdown sees COVID-19
[3:45:42.740 --> 3:45:44.740]  cases plummet as rested the Europe
[3:45:44.740 --> 3:45:46.740]  suffers spike
[3:45:46.740 --> 3:45:48.740]  of course because they had
[3:45:48.740 --> 3:45:50.740]  general transmission which built
[3:45:50.740 --> 3:45:52.740]  up herd immunity
[3:45:52.740 --> 3:45:54.740]  says amid fears over a potential second wave
[3:45:54.740 --> 3:45:56.740]  of the novel coronavirus across Europe
[3:45:56.740 --> 3:45:58.740]  new infections in Sweden where full lockdown
[3:45:58.740 --> 3:46:00.740]  measures were not implemented
[3:46:00.740 --> 3:46:02.740]  have mostly declined since late
[3:46:02.740 --> 3:46:04.740]  June the number of new cases
[3:46:04.740 --> 3:46:06.740]  for 100,000 people in Sweden reported
[3:46:06.740 --> 3:46:08.740]  over the last 14 days
[3:46:08.740 --> 3:46:10.740]  since July 29
[3:46:10.740 --> 3:46:12.740]  dropped by 54%
[3:46:12.740 --> 3:46:14.740]  from the figure reported over 14 days
[3:46:14.740 --> 3:46:16.740]  prior to then according to the latest report
[3:46:16.740 --> 3:46:18.740]  Wednesday from the WHO
[3:46:18.740 --> 3:46:20.740]  so no lockdowns in Sweden
[3:46:20.740 --> 3:46:22.740]  no crippling
[3:46:22.740 --> 3:46:24.740]  of their economy
[3:46:24.740 --> 3:46:26.740]  no children out of school
[3:46:26.740 --> 3:46:28.740]  or at least very few which of course
[3:46:28.740 --> 3:46:30.740]  ruins their education makes them
[3:46:30.740 --> 3:46:32.740]  ill unhappy depressed
[3:46:32.740 --> 3:46:34.740]  makes their parents depressed
[3:46:34.740 --> 3:46:36.740]  really causes drastic harm
[3:46:36.740 --> 3:46:38.740]  when you keep children out of school for any length of time
