[00:00:01.957 --> 00:00:03.658]  Another world.
[03:21:21.300 --> 03:21:26.925]  Let's take a look at an excerpt from the trailer and then we'll bring on Kevin to talk about the movie.
[03:21:27.662 --> 03:21:28.302]  Let's play the trailer.
[03:21:28.302 --> 03:21:32.444]  The murder of Trigger Happy Policing is back to the fore after an 18-year-old was shot.
[03:21:32.444 --> 03:21:35.605]  A suspect dying at the hands of police officers.
[03:21:35.605 --> 03:21:38.566]  Two police officers accused of beating to death a homeless man.
[03:21:38.566 --> 03:21:39.887]  Beaten and pepper sprayed.
[03:21:39.887 --> 03:21:41.747]  The officers used excessive force.
[03:21:41.747 --> 03:21:52.951]  The troublemakers carried pepper spray and guns and were wearing badges.
[03:21:52.951 --> 03:21:56.773]  We are not having an honest conversation around why this type of thing is occurring.
[03:21:58.396 --> 03:22:00.297]  Okay, let's bring on Kevin Jackson.
[03:22:00.297 --> 03:22:02.138]  Kevin, are you there?
[03:22:02.138 --> 03:22:02.518]  I'm here.
[03:22:02.518 --> 03:22:04.419]  Good to talk to you, Joe.
[03:22:04.419 --> 03:22:06.140]  Okay, thanks for being here.
[03:22:06.140 --> 03:22:11.182]  You called this the movie that you had to do it because Hollywood wouldn't make it.
[03:22:11.182 --> 03:22:18.986]  Why wouldn't Hollywood talk about what the cops are being portrayed as across the country and especially in minority communities?
[03:22:19.853 --> 03:22:22.594]  Yeah, why would Hollywood start telling the truth now?
[03:22:22.594 --> 03:22:28.937]  I mean, they've made multiple movies that have glamorized Michael Brown, they've glamorized Trayvon Martin.
[03:22:28.937 --> 03:22:30.478]  There's one coming out for Trayvon.
[03:22:30.478 --> 03:22:33.179]  I was just looking at the trailer five minutes ago.
[03:22:33.179 --> 03:22:37.241]  So, Hollywood doesn't want these types of films to be made because they tell the truth.
[03:22:37.241 --> 03:22:42.723]  And, you know, it's just part of the leftist agenda to spread lies, and lies sell.
[03:22:43.343 --> 03:22:45.485]  And you know, they keep people stirred up.
[03:22:45.485 --> 03:22:47.607]  People ask me all the time, Kevin, what do you think?
[03:22:47.607 --> 03:22:53.432]  Why do we still have these same issues occurring in the black community and occurring across the country?
[03:22:53.432 --> 03:22:54.933]  And I say it's a very simple thing.
[03:22:54.933 --> 03:22:57.396]  There's no money in people getting along.
[03:22:57.396 --> 03:23:03.321]  There's no money in people agreeing that the stock market is doing well, that their portfolios are doing well, that they're happy.
[03:23:03.641 --> 03:23:03.861]  Thank you.
[03:23:33.841 --> 03:23:36.442]  Leftism wants to reward the thug.
[03:23:36.442 --> 03:23:46.645]  It rewards the illegal immigrant over the person who stands in line, gets medically checked, has a work visa, and waits patiently to become a citizen.
[03:23:46.645 --> 03:23:48.746]  It rewards those people.
[03:23:48.746 --> 03:23:53.007]  It demonizes the Kate Steinleys of the world who are killed by illegals.
[03:23:53.007 --> 03:23:54.927]  It demonizes the Molly Tibbetts of the world.
[03:23:54.927 --> 03:23:59.769]  It demonizes the Kevin Jacksons of the world who want to really get the truth out about what's going on.
[03:24:01.167 --> 03:24:06.935]  Okay, well, why are black people, for the most part, still buying into this?
[03:24:06.935 --> 03:24:07.736]  They're no fools.
[03:24:07.736 --> 03:24:11.320]  They've experienced a lot of things over the years.
[03:24:11.320 --> 03:24:16.507]  Why are they still buying into this narrative, or do you see them breaking out of it at this point?
[03:24:17.561 --> 03:24:19.562]  I see blacks breaking out.
[03:24:19.562 --> 03:24:34.811]  I mean, if you look at the polls, it's anywhere from going from 9% that voted for Bush, and I don't know what that number was going forward, but let's say it was 9% for Trump, and now we're hearing numbers that are in the 30%.
[03:24:34.811 --> 03:24:37.353]  So, yes, it's starting to break out.
[03:24:37.353 --> 03:24:41.535]  The answer as to why did it occur, it's because we've been living in a cocoon of ignorance.
[03:24:42.461 --> 03:24:53.450]  If you listen to somebody like a Colin Kaepernick, who tells you about the atrocities of police brutality on blacks, ask a simple question.
[03:24:53.450 --> 03:24:55.032]  Colin, has it happened to you?
[03:24:55.032 --> 03:24:55.552]  No.
[03:24:55.552 --> 03:24:57.854]  Colin, who do you know that it's happened to?
[03:24:57.854 --> 03:24:58.915]  Nobody.
[03:24:58.915 --> 03:25:10.465]  He's living anecdotally off of the ginned up, you know, whatever you want to call it, but it's just hysteria over Michael Brown, who, by the way, got himself killed.
[03:25:11.145 --> 03:25:11.345]  I think?
[03:25:41.185 --> 03:25:43.146]  And it sets up just like Michael Brown.
[03:25:43.146 --> 03:25:43.786]  He was killed.
[03:25:43.786 --> 03:25:46.026]  They stood over him and shot him four or five times.
[03:25:46.026 --> 03:25:51.348]  His mother is crying on film, and she says, and we carry him throughout the film.
[03:25:51.348 --> 03:25:54.649]  You get little tidbits about why you don't know his name.
[03:25:54.649 --> 03:26:05.512]  We talk about Ferguson, and probably one of the most shocking revelations you'll hear about Ferguson in the film, you know, I'm not going to divulge it on here, but it will literally blow your mind what the
[03:26:05.692 --> 03:26:06.373]  We're good to go.
[03:26:26.651 --> 03:26:30.614]  Okay, where is the movie Bleeding Blue showing, and where can we see the trailer, and what cities is it in?
[03:26:30.614 --> 03:26:33.096]  Give us an overview of how we see the movie.
[03:26:48.607 --> 03:26:51.570]  So there's six locations where the movie's going to be shown.
[03:26:51.570 --> 03:26:56.554]  You can go to bleedingbluemovie.com and you can get those six locations.
[03:26:56.554 --> 03:26:57.675]  And it's limited release.
[03:26:57.675 --> 03:26:59.216]  And Joel, you know how Hollywood works.
[03:26:59.216 --> 03:27:03.280]  I mean, it's roughly $5,000 a theater for us to get the movie shown.
[03:27:03.280 --> 03:27:05.162]  So we got to get some buzz going.
[03:27:05.162 --> 03:27:09.305]  We've got probably 10 to 15 locations that want to show it again.
[03:27:09.305 --> 03:27:10.967]  So we'll come out again later.
[03:27:10.967 --> 03:27:12.909]  But right now it's opening in six locations.
[03:27:12.909 --> 03:27:15.131]  I happen to be one of the bigger premieres in St.
[03:27:15.131 --> 03:27:15.431]  Louis.
[03:27:16.892 --> 03:27:21.974]  If you can't go to one of the theaters right now, here's what we'd like people to do.
[03:27:21.974 --> 03:27:23.114]  Give a cop a ticket.
[03:27:23.114 --> 03:27:25.816]  We have a thing on there, you know, it's kind of a joke.
[03:27:25.816 --> 03:27:27.997]  You can give a cop a ticket, but it's a ticket to the show.
[03:27:27.997 --> 03:27:31.498]  We want all law enforcement to see this movie, because it's amazing.
[03:27:31.498 --> 03:27:32.819]  And here's what I'll tell you.
[03:27:32.819 --> 03:27:44.364]  It is a thrill ride, and it'll make a lot of people cry, including some guys, because you're going to see these cops telling you their horrible stories, having to go to suicides, picking up the bodies of dead kids.
[03:27:44.944 --> 03:27:49.085]  You're going to see cop cam footage that will have you ducking in your seat.
[03:27:49.085 --> 03:28:03.148]  I mean, we tell stories about why do people become police officers, and one spoiler alert, there's a guy that left early on from becoming the drummer for Sammy Davis Jr., and he tells his story.
[03:28:03.148 --> 03:28:05.568]  These cops believe in what they're doing.
[03:28:05.568 --> 03:28:07.049]  We have a dirty cop on there.
[03:28:07.049 --> 03:28:08.349]  We talk about dirty cops.
[03:28:08.349 --> 03:28:13.130]  We show footage of dirty cops doing bad things, and one of them was called the Mafia Cop.
[03:28:13.510 --> 03:28:18.712]  And he point-blank tells you, man, you did not want me to be the cop that showed up to your scene.
[03:28:18.712 --> 03:28:20.213]  You know, he's a bad cop.
[03:28:20.213 --> 03:28:26.095]  So it's a truthful story of policing in America that at least sets the record straight.
[03:28:26.095 --> 03:28:33.518]  And it certainly defies the notion that cops are out, you know, these bloodthirsty villains that are out there doing bad things for other reasons.
[03:28:34.898 --> 03:28:41.384]  Okay, Kevin, let me break in because we're coming up on a break and I want everyone to go to bleedingblue.com.
[03:28:41.384 --> 03:28:45.908]  I highly recommend this movie because I know Kevin's worked on it for over a year.
[03:28:45.908 --> 03:28:48.470]  And bleedingblue.com, go check out the movie.
[03:28:48.470 --> 03:28:49.071]  We'll be right back.
[03:28:53.163 --> 03:28:56.625]  I tried other brands, but I came back to my Sunshine.
[03:28:56.625 --> 03:28:59.446]  For the best hot or cold pain relief, get the best.
[03:28:59.446 --> 03:29:01.347]  Get a Sunny Bay Heating Pad.
[03:29:01.347 --> 03:29:06.409]  Sometimes, life can be a pain in the neck, or back, or shoulder.
[03:29:06.409 --> 03:29:09.691]  And the best relief for that pain is a Sunny Bay Heating Pad.
[03:29:09.691 --> 03:29:15.974]  Did you know that the American College of Physicians said that one of the best ways to treat muscle pain is heat therapy?
[03:29:15.974 --> 03:29:20.716]  Sunny Bay Heating Pads are handmade with high quality, can be used at home or at work.
[03:29:20.916 --> 03:29:25.522]  And have a lifetime 100% positive rating on both Amazon and Etsy.
[03:29:25.522 --> 03:29:26.923]  Why take another pill?
[03:29:26.923 --> 03:29:31.168]  Many people use our Sunny Bay heating pads alone and got rid of the neck pain.
[03:29:31.168 --> 03:29:35.594]  Long distance travel or long hours in front of a computer can take its toll on your body.
[03:29:35.934 --> 03:29:39.138]  Our homegrown small business tries to help people just like us.
[03:29:39.138 --> 03:29:44.365]  That's why we design and test our handmade products with great care before we introduce them to the public.
[03:29:44.365 --> 03:29:47.369]  You can easily find Sunny Bay Heating Pads on Amazon.
[03:29:47.369 --> 03:29:50.934]  Just go to Amazon.com and search for Sunny Bay Heating Pads.
[03:29:54.494 --> 03:29:59.338]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[03:29:59.338 --> 03:30:08.244]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[03:30:08.244 --> 03:30:13.588]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[03:30:13.588 --> 03:30:21.874]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[03:30:21.974 --> 03:30:22.294]  I think so.
[03:30:51.624 --> 03:30:51.874]  Calm.
[03:30:59.457 --> 03:31:01.819]  The Real Red Pill Plus, ladies and gentlemen.
[03:31:01.819 --> 03:31:05.242]  Our team is constantly on the lookout for newer and better ways to improve our products.
[03:31:05.242 --> 03:31:11.608]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[03:31:11.608 --> 03:31:17.133]  The Real Red Pill Plus is an all-new version of the powerhouse preglanone product.
[03:31:17.133 --> 03:31:24.820]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[03:31:25.260 --> 03:31:31.706]  A powerful pregnenone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[03:31:31.706 --> 03:31:42.076]  Now, with an extra proprietary energy blend inside, including Green Tea Extract, Aromante Leaf Extract, and more, you can get that extra pick-me-up, all supporting your mind and body in a healthy way.
[03:31:42.076 --> 03:31:44.858]  It's got all the great stuff that Real Red Pill has.
[03:31:44.858 --> 03:31:46.800]  It's also got the boost in it.
[03:31:46.800 --> 03:31:50.063]  Get the Real Red Pill Plus at InfoWarriorsStore.com.
[03:31:54.005 --> 03:31:55.365]  We knew it was coming.
[03:31:55.365 --> 03:31:56.806]  The whole thing was formulaic.
[03:31:56.806 --> 03:32:10.068]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia.
[03:32:10.068 --> 03:32:11.049]  And then voila!
[03:32:11.049 --> 03:32:21.091]  Two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top five or top ten news feeds.
[03:32:21.091 --> 03:32:21.991]  Go to InfoWars.com
[03:32:22.751 --> 03:32:23.211]  I think so.
[03:32:44.424 --> 03:32:47.126]  How they can download the free Android and iPhone apps.
[03:32:47.126 --> 03:32:52.230]  How they can then reach out to others with the information and point out, this is the verboten info.
[03:32:52.230 --> 03:32:56.753]  This is what they don't want you to see.
[03:32:56.753 --> 03:32:59.395]  You're listening to the Alex Jones Show.
[03:33:15.299 --> 03:33:16.439]  Big Brother.
[03:33:16.439 --> 03:33:18.220]  Mainstream media.
[03:33:18.220 --> 03:33:19.520]  Government cover-ups.
[03:33:19.520 --> 03:33:21.821]  You want to stop tyranny?
