[00:00:17.014 --> 00:00:22.097]  May 31st, 2019.
[03:34:22.657 --> 03:34:24.638]  So here we're producing raw goods.
[03:34:24.638 --> 03:34:28.881]  We're not adding any value because Alaska is too small of a population.
[03:34:28.881 --> 03:34:30.603]  We don't have a manufacturing base.
[03:34:30.603 --> 03:34:46.734]  But I would say this to those out there is we have reasonably cost energy and unlimited supplies in terms of gas, oil, coal, coal to liquids potential, geothermal, hydroelectric.
[03:34:46.734 --> 03:34:49.236]  25% of Alaska's electricity is hydroelectric.
[03:34:49.236 --> 03:34:52.078]  Almost all of it in Southeast Alaska is hydroelectric.
[03:34:52.438 --> 03:35:04.382]  This is like virtually, you know, fixed cost, almost free once you build the capital expense, especially small scale, which is what a lot of ours is small developments of hydroelectric scattered about.
[03:35:04.382 --> 03:35:12.505]  And, you know, when you think about that as an input, it's about energy and then it's about transportation, information, communications.
[03:35:12.505 --> 03:35:15.766]  We don't have the basic transportation system, for goodness sake.
[03:35:15.766 --> 03:35:16.746]  And the Jones Act,
[03:35:17.441 --> 03:35:18.361]  So it restricts us.
[03:35:18.361 --> 03:35:21.182]  So here's the example I want to use, and I've used it before.
[03:35:21.182 --> 03:35:26.084]  You ship a container from China to Los Angeles, it's about a thousand bucks.
[03:35:26.084 --> 03:35:30.866]  You ship it halfway back from Los Angeles to Hawaii, because now you're on the U.S.
[03:35:30.866 --> 03:35:36.808]  flag vessel, it's 8,000 bucks to 10,000 bucks for the same container.
[03:35:36.808 --> 03:35:39.529]  Ten times, eight to ten times as much.
[03:35:39.529 --> 03:35:42.550]  So if you're shipping raw minerals out of Alaska,
[03:35:43.504 --> 03:35:51.346]  To somewhere where they can hook up with the trains, which is the closest place is going to be Canada or Japan, actually.
[03:35:51.346 --> 03:36:05.110]  And when you think about moving those resources into the West Coast of the United States and seeing again an industry build along the West Coast, an interior where rail can take minerals for processing.
[03:36:05.590 --> 03:36:06.932]  And we don't have that industry.
[03:36:06.932 --> 03:36:09.174]  A lot of that shutdown is gone.
[03:36:09.174 --> 03:36:10.616]  But can it revitalize?
[03:36:10.616 --> 03:36:11.817]  Yes, it can.
[03:36:11.817 --> 03:36:22.568]  Where the population centers are, because a lot of these facilities, the modern ones, are very labor efficient once they're constructed, because a lot of it is mechanical.
[03:36:22.648 --> 03:36:23.089]  I think so.
[03:36:39.325 --> 03:36:44.169]  Energy production, raw materials production, skilled labor.
[03:36:44.169 --> 03:36:51.255]  These are the factors of economic production that I've talked about so often during this program over the last couple of years.
[03:36:51.255 --> 03:36:58.841]  And when you start adding these things together and combining with the entrepreneurship and creativity of Americans, we've got something.
[03:36:58.841 --> 03:37:02.624]  This is a frontier region, you know, Alaska.
[03:37:02.624 --> 03:37:03.645]  It is 18% of the landmass of the
[03:37:05.026 --> 03:37:05.566]  We're good to go.
[03:37:32.851 --> 03:37:44.314]  Snow machines over ice roads in the winter, down rivers and river systems that freeze over that we plow and maintain by the various villages along these rivers.
[03:37:44.314 --> 03:37:46.615]  And that's our road system, for goodness sake.
[03:37:46.615 --> 03:37:48.936]  And this isn't 1880.
[03:37:48.936 --> 03:37:50.556]  This is 2019.
[03:37:50.556 --> 03:37:57.078]  You know, my family has three generations of public service here.
[03:37:58.387 --> 03:38:16.159]  Two, at the federal level, you know, and I think about this in terms of what's going on in the world and the country always screaming how horrible it is, how terrible it is, you know, and I hear that so much from the whiny left.
[03:38:16.159 --> 03:38:19.561]  This is a nation of opportunity.
[03:38:19.561 --> 03:38:20.702]  If we would wake up
[03:38:21.753 --> 03:38:25.974]  And recognize the balance sheet and sort of the bigger picture.
[03:38:25.974 --> 03:38:33.875]  And what's happened is those who recognize it has dumbed down the population enough to forget about it and divert the attention to other dialogue.
[03:38:33.875 --> 03:38:35.655]  That's why these networks are so important.
[03:38:35.655 --> 03:38:42.257]  You know, you think about free speech and what the last segments of Alex has ended on was all about that.
[03:38:42.257 --> 03:38:47.798]  The fundamental values that give us these opportunities even have this discussion.
[03:38:47.798 --> 03:38:50.118]  Because if we don't have this discussion,
[03:38:51.241 --> 03:38:57.928]  Then the hijacking of the National Treasury continues in lots of different ways.
[03:38:57.928 --> 03:38:58.829]  You know, think about it.
[03:38:58.829 --> 03:39:04.175]  It's like the trillions and trillions of dollars, like the big bank robbery.
[03:39:04.175 --> 03:39:10.983]  It's not the 7-Eleven, ladies and gentlemen, being stuck up on the corner that they'll fill up the column inches about.
[03:39:12.245 --> 03:39:12.485]  You know,
[03:39:27.395 --> 03:39:31.156]  You know, sort of what came before and how it adds up to where we are today.
[03:39:31.156 --> 03:39:41.439]  And you never have enough time to tell that story, you know, so we break it into these bite-sized bits to kick out to generate the kind of discussion that ought to be happening.
[03:39:41.439 --> 03:39:46.401]  And you know, when I think about each of these things represent the illusion
[03:39:48.167 --> 03:40:06.335]  Um, the fact that the cultural matrix has been created around us through media and now the, and then it was the liberation of media by giving us this thing called the internet, which in fact became the biggest control mechanism ever created by man.
[03:40:06.335 --> 03:40:07.295]  The opposite.
[03:40:08.368 --> 03:40:16.914]  Because of the current state of affairs, and that's why the litigation that Infowars is carrying forward and others are carrying forward needs to continue.
[03:40:16.914 --> 03:40:33.166]  If it doesn't, we are all lost, you know, because this globalist thing with the internet wrapped around it and the next version of that, which I can get into maybe in the next segment, which is the mind affects manipulation of it.
[03:40:33.166 --> 03:40:37.269]  First, in the simplest way, the cultural context, why not just go there?
[03:40:37.978 --> 03:40:38.979]  Let's just go there.
[03:40:38.979 --> 03:40:46.302]  You know, because look at everything we're talking about that's relevant today and that you've heard for the last several hours.
[03:40:46.302 --> 03:40:50.164]  If you've been listening, you're going to hear when Owen comes on in the next hour.
[03:40:50.164 --> 03:40:57.928]  All of these things, you would be denied if the powers that be would have their way.
[03:40:57.928 --> 03:40:58.368]  And is this
[03:41:01.283 --> 03:41:02.685]  What are founding fathers?
[03:41:02.685 --> 03:41:07.270]  I don't care whether you're liberal left or conservative right.
[03:41:07.270 --> 03:41:12.956]  Is this what blood has been shed for for 250 years on this continent and others?
[03:41:12.956 --> 03:41:14.338]  I don't think so.
[03:41:14.338 --> 03:41:15.159]  It's the voice.
[03:41:17.382 --> 03:41:19.805]  The cry of conspiracy, you know.
[03:41:19.805 --> 03:41:21.126]  Sometimes, you know what?
[03:41:21.126 --> 03:41:28.977]  They turn out to be true and we should not wait for historians in a world where we can discern and we can sort out.
[03:41:28.977 --> 03:41:32.361]  What we should be saying is, no, don't restrict what's heard.
[03:41:32.361 --> 03:41:33.002]  But certainly,
[03:41:34.235 --> 03:41:38.721]  Teach people how to critically analyze what they're thinking, but don't screen it out.
[03:41:38.721 --> 03:41:39.622]  No way, man.
[03:41:39.622 --> 03:41:40.924]  Slippery slope.
[03:41:40.924 --> 03:41:43.107]  This network is about protecting that.
[03:41:43.107 --> 03:41:47.933]  I think it's incumbent on all of us to invest in that, the InfoWard.
[03:41:49.475 --> 03:41:52.077]  And I think we're going to see some really great outcomes.
[03:41:52.077 --> 03:41:52.978]  I believe that.
[03:41:52.978 --> 03:41:54.539]  I sincerely do.
[03:41:54.539 --> 03:41:56.861]  And let's talk about that illusion.
[03:41:56.861 --> 03:42:07.089]  Starting with the easiest way to keep people from affective effort is keep you in a state of anxiety and fear and agitation.
[03:42:07.089 --> 03:42:16.516]  And look at the left, how easy they succumb to it and how angry, how really, really angry everyone is and how out of control that anger takes them.
[03:42:16.516 --> 03:42:17.397]  This is not
[03:42:19.098 --> 03:42:29.112]  What we were destined to do as living souls, as created human beings in the image and likeness of God, for goodness sake.
[03:42:29.973 --> 03:42:31.674]  Um, reframe it.
[03:42:31.674 --> 03:42:32.654]  We got an opportunity.
[03:42:32.654 --> 03:42:34.554]  You know, we're going into the break.
[03:42:34.554 --> 03:42:43.797]  Uh, I want to come back up on the next hour talking about cracking the illusion and the delusion, breaking that zombie trance, because that's what's going on.
[03:42:43.797 --> 03:42:45.237]  This is Dr. Nick Begich.
[03:42:45.237 --> 03:42:49.899]  We're breaking the zombie trance with the InfoWars right here.
[03:42:49.899 --> 03:42:51.019]  Support the InfoWars.
[03:42:53.459 --> 03:42:55.800]  Fueling your body is hard work.
[03:42:55.800 --> 03:43:01.562]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[03:43:01.562 --> 03:43:10.004]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[03:43:10.004 --> 03:43:12.225]  There's no better way to power your body.
[03:43:12.745 --> 03:43:19.651]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:43:19.651 --> 03:43:30.801]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:43:30.801 --> 03:43:37.708]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[03:43:38.248 --> 03:43:44.398]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[03:43:44.398 --> 03:43:48.244]  Don't miss out on the chance to fuel your body and support recovery.
[03:43:48.244 --> 03:43:51.388]  Try the InfoWars Life Daily Digestive Pack today!
[03:43:53.277 --> 03:44:05.067]  It would take me more than an hour just to lay out all the admitted benefits and known positive effects of just one of the ingredients in our ultimate bone broth formula.
[03:44:05.067 --> 03:44:13.315]  Everybody knows about bone broth itself and all of the amazing things that it's associated with, and that it's been the big craze for at least a decade.
[03:44:13.315 --> 03:44:17.558]  Well, thousands of years ago, it's what everybody told people they should drink in a soup if they were sick.
[03:44:18.399 --> 03:44:24.025]  But then you add not just the fact that this is the strongest, most concentrated, highest quality bone broth out there.
[03:44:24.025 --> 03:44:25.146]  Literally.
[03:44:25.146 --> 03:44:35.838]  Then you have the chaga mushroom, then you have the turmeric, then you have the bee pollen, then you have the other key ingredients that are all known to just make people incredibly strong and healthy.
