[00:00:00.049 --> 00:00:00.209]  Oh my!
[03:17:23.408 --> 03:17:24.669]  Cops won't come out.
[03:17:24.669 --> 03:17:26.510]  I've had my house broken into.
[03:17:26.510 --> 03:17:33.315]  They don't come out, but they're all over the street writing us tickets, raising money off of us for going a couple of miles over the speed limit.
[03:17:33.315 --> 03:17:35.457]  Oh, listen, it's the same in the United Kingdom.
[03:17:35.457 --> 03:17:39.740]  I mean, if you call the police and you say, I've got an intruder, they don't come.
[03:17:39.740 --> 03:17:41.061]  I like to shoot bows and arrows.
[03:17:41.061 --> 03:17:42.022]  We talked about this before.
[03:17:42.142 --> 03:17:44.304]  Yeah, but then you're not even allowed to have guns, that's right.
[03:17:44.304 --> 03:17:49.830]  They won't cover violent stuff there, but then you're not, but a hella bow will work nicely, won't it?
[03:17:49.830 --> 03:17:58.418]  Exactly, and you know, they'll come after me if I was to do that, but I am not allowing my family to be in any kind of danger at all.
[03:17:58.418 --> 03:18:01.361]  Listen, I occasionally break the speed limit, do you?
[03:18:01.881 --> 03:18:02.581]  Yes.
[03:18:02.581 --> 03:18:03.462]  Okay.
[03:18:03.462 --> 03:18:10.665]  The week after next, I'm going on what they very kindly allowed me to go on, a speed awareness course.
[03:18:10.665 --> 03:18:15.807]  You know when you get a ticket, they put points on your license and they fine you?
[03:18:15.807 --> 03:18:16.007]  Yes.
[03:18:16.007 --> 03:18:25.872]  Well now, if you're lucky, they say, listen, we're not going to put points on your license, but if you pay us a hundred pounds, which is about 200 bucks, something like that,
[03:18:26.768 --> 03:18:33.312]  You can go on a speed awareness course and we'll tell you what a bad person you are and how you could drive more safely.
[03:18:33.312 --> 03:18:34.553]  No, it's all brainwashing.
[03:18:34.553 --> 03:18:39.596]  It's all the state bringing us into communism, bringing us into socialism.
[03:18:39.596 --> 03:18:42.638]  And now you spoke out against the old mayor.
[03:18:42.638 --> 03:18:43.839]  The new mayor did get elected.
[03:18:43.839 --> 03:18:45.219]  You had tens of millions of listeners.
[03:18:45.219 --> 03:18:47.761]  I have no doubt that you helped swing the pendulum.
[03:18:47.761 --> 03:18:49.282]  And the reason I know that is I've been on
[03:18:50.002 --> 03:18:51.823]  People won't stand up to authority.
[03:18:51.823 --> 03:18:54.684]  The British do not like to make a fuss.
[03:18:54.684 --> 03:18:59.546]  The British like to bow their heads and apologize if somebody says to them, shhh.
[03:18:59.546 --> 03:19:00.367]  You can't do that.
[03:19:21.050 --> 03:19:25.373]  What you need is a bunch of crazy rednecks over there.
[03:19:25.373 --> 03:19:27.534]  I don't know, we're pretty cowardly over here too.
[03:19:27.534 --> 03:19:28.815]  We've been domesticated as well.
[03:19:28.815 --> 03:19:33.178]  I think the good life that our forebearers gave us has made us a bunch of lazy slobs.
[03:19:33.178 --> 03:19:34.259]  Myself included.
[03:19:34.259 --> 03:19:35.440]  James Whale!
[03:19:35.440 --> 03:19:37.941]  Thought criminal on the other side of this quick break.
[03:19:37.941 --> 03:19:40.383]  JamesWhaleRadio.com.
[03:19:40.383 --> 03:19:45.787]  Check it out, it's censored in the good old Airstrip One.
[03:19:45.787 --> 03:19:47.108]  It is a big idea.
[03:19:48.246 --> 03:19:50.007]  A New World Order.
[03:19:50.007 --> 03:19:54.508]  In the near future, Earth is dominated by a powerful world government.
[03:19:54.508 --> 03:19:57.749]  It's known as the Bilderberg Group.
[03:19:57.749 --> 03:20:00.530]  Could their objective be world domination?
[03:20:00.530 --> 03:20:03.711]  For thousands of years, their dark order grew.
[03:20:03.711 --> 03:20:11.033]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[03:20:14.059 --> 03:20:19.503]  For the first time in history, the elite's plan for world government is blown wide open.
[03:20:19.503 --> 03:20:23.385]  You will learn the secret that drives the entire New World Order agenda.
[03:20:23.385 --> 03:20:25.947]  Bill of Arrogance makes great progress toward a world government.
[03:20:25.947 --> 03:20:27.108]  Most people have no idea.
[03:20:27.108 --> 03:20:27.888]  They're not after money.
[03:20:27.888 --> 03:20:29.169]  They have all the money they need.
[03:20:29.169 --> 03:20:30.150]  They're after power.
[03:20:30.150 --> 03:20:31.291]  That's what they're after these years.
[03:20:31.291 --> 03:20:36.054]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[03:20:36.054 --> 03:20:40.016]  Or watch it online right now at PrisonPlanet.tv.
[03:20:40.016 --> 03:20:42.818]  Endgame, blueprint for global enslavement.
[03:20:42.818 --> 03:20:43.879]  You have been warned.
[03:20:44.019 --> 03:20:45.119]  Yeah.
[03:20:45.119 --> 03:20:48.641]  More than 700 chemicals have been found in our drinking water.
[03:20:48.641 --> 03:20:54.043]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[03:20:54.043 --> 03:20:59.185]  That's because many chemicals are inhaled when they evaporate and others are absorbed into the skin.
[03:20:59.185 --> 03:21:03.146]  The KDF dual media shower filter works with both hot and cold water.
[03:21:03.146 --> 03:21:06.668]  And it's designed to reduce chlorine, lead, mercury and iron.
[03:21:06.668 --> 03:21:10.309]  And it inhibits the growth of bacteria, mold, algae and fungus.
[03:21:10.709 --> 03:21:16.472]  The KDF dual media shower filter typically last 10,000 gallons or one year, whichever comes first.
[03:21:16.472 --> 03:21:22.756]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[03:21:22.756 --> 03:21:23.776]  What about you?
[03:21:23.776 --> 03:21:25.798]  Order your KDF shower filter normally.
[03:21:25.798 --> 03:21:29.820]  Forty nine dollars for a special price of only thirty nine ninety nine with free shipping.
[03:21:30.220 --> 03:21:32.324]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[03:21:32.324 --> 03:21:32.565]  That's 1-877-886-3653.
[03:21:32.565 --> 03:21:34.789]  Or simply click on the banner at GCNlive.com to order online now.
[03:21:44.557 --> 03:21:46.518]  Our beloved Republic is on her knees.
[03:21:46.518 --> 03:21:50.120]  The forces of globalism are destroying national sovereignty worldwide.
[03:21:50.120 --> 03:21:52.582]  But in Liberty's darkest hour, there is hope.
[03:21:52.582 --> 03:21:55.623]  The first time in modern history, the people are beginning to wake up.
[03:21:55.623 --> 03:22:01.367]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[03:22:01.367 --> 03:22:05.269]  We have a short time frame to fully awaken and energize the people to meet this threat.
[03:22:05.589 --> 03:22:10.791]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[03:22:10.791 --> 03:22:13.853]  PrisonPlanet.tv is a vault of forbidden information.
[03:22:13.853 --> 03:22:21.056]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[03:22:21.056 --> 03:22:27.038]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[03:22:27.038 --> 03:22:31.560]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[03:22:31.900 --> 03:22:34.723]  The Info War is waiting for you to set it free.
[03:22:34.723 --> 03:22:36.785]  Join PrisonPlanet.TV.
[03:22:36.785 --> 03:22:38.767]  Burn the info bombs to disk.
[03:22:38.767 --> 03:22:40.909]  Put them on the file sharing networks.
[03:22:40.909 --> 03:22:42.671]  Bring down the New World Order.
[03:22:42.671 --> 03:22:44.533]  PrisonPlanet.TV.
[03:22:44.533 --> 03:22:49.558]  HempUSA.org is now offering free shipping worldwide to better serve our customers.
[03:22:49.858 --> 03:22:56.321]  Our goal is to get these fine hemp products to you in the least amount of time so you can enjoy what the powder seeds and oil can do for you.
[03:22:56.321 --> 03:22:58.822]  HempUSA.org has a warning that the U.S.
[03:22:58.822 --> 03:23:04.144]  food supplies are dangerously low and we urge you to protect your family with hemp storable foods today.
[03:23:04.144 --> 03:23:05.564]  Tomorrow may be too late.
[03:23:05.564 --> 03:23:06.285]  Call 908-691-2608 or visit HempUSA.org.
[03:23:10.046 --> 03:23:22.929]  This incredible food source is loaded with enzymes so your body can digest the food you eat, and it creates an alkaline environment where cancer can't grow and parasites cannot live, and brings funguses, viruses, and bacterial levels down and to a halt.
[03:23:22.929 --> 03:23:24.769]  Try our powder seeds and oil today.
[03:23:24.769 --> 03:23:29.110]  Call 908-691-2608 or visit hempusa.org.
[03:23:29.110 --> 03:23:31.751]  If the body has the proper nutrition, it will heal itself.
[03:23:32.071 --> 03:23:36.172]  Ask yourself, why does our government not allow this crop to grow in the U.S.?
[03:23:36.172 --> 03:23:38.692]  This product is also great for pets and animals.
[03:23:38.692 --> 03:23:39.612]  Call 908-691-2608 or go to hempusa.org today.
[03:23:39.612 --> 03:23:40.252]  Cyrus Jones from 1810 to 1913
[03:24:02.489 --> 03:24:05.370]  JamesWhaleRadio.com Rebirth of the Phoenix, right there.
[03:24:05.370 --> 03:24:06.310]  This is a quick segment.
[03:24:06.310 --> 03:24:16.012]  We'll come back in a long segment and have time to get into a host of issues, but James Whale
[03:24:33.254 --> 03:24:38.096]  I know you didn't censor yourself, but you did even on air say, hey, I gotta be careful, I gotta watch it.
[03:24:38.096 --> 03:24:46.238]  I noticed you got more radical the last year or so, listening to the show sometimes online and also being a guest every few months.
[03:24:46.238 --> 03:24:48.399]  You can say whatever you want here.
[03:24:48.399 --> 03:24:50.139]  What are some of the things you want to get off your chest?
[03:24:50.139 --> 03:24:58.162]  Some of the things you didn't say on TalkSport you'd wanted to say, or maybe you said them, but you would have said them a little bit differently if you didn't know the censors were creeping about.
[03:24:59.338 --> 03:25:05.741]  I mean, first of all, are you allowed to talk about your commercials?
[03:25:05.741 --> 03:25:06.501]  Or not?
[03:25:06.501 --> 03:25:10.643]  Yeah, I can talk about my commercials, and I say I don't like a lot of them.
[03:25:10.643 --> 03:25:19.908]  Well, the last one I heard, Hemp USA, listen, I had cancer about eight years ago, and I need to get some of that, but of course you can't grow anything like that in the UK either.
[03:25:20.905 --> 03:25:22.146]  Well, I like the hemp people.
[03:25:22.146 --> 03:25:22.926]  I like that.
[03:25:22.926 --> 03:25:27.449]  I just don't like people selling magic cubes on the show.
[03:25:27.449 --> 03:25:35.413]  Listen, I've said for a long, long time, and they could have chucked me off the air if they'd wanted to, I've said, listen, there's a huge problem with drugs, right?
[03:25:35.413 --> 03:25:36.694]  Everywhere, over the world.
[03:25:37.765 --> 03:25:42.528]  The police have got their hands full with drugs, and I've said for a long time, legalize them all.
[03:25:42.528 --> 03:25:42.989]  Everything.
[03:25:42.989 --> 03:25:54.656]  I don't care what you legalize, I don't care what you do, I don't care where you do it, as long as you don't get in my face, as long as you don't break the law, as long as you don't cause danger to anyone else.
[03:25:54.656 --> 03:25:57.117]  Well, drug use goes down when you do that, but go ahead.
[03:25:57.117 --> 03:25:58.398]  Well, prohibition.
[03:25:58.398 --> 03:26:00.039]  How did that work out in Chicago?
[03:26:02.037 --> 03:26:03.999]  It didn't do too well, no.
[03:26:03.999 --> 03:26:04.920]  Absolutely.
[03:26:04.920 --> 03:26:16.370]  Now the other thing, I had the former Chancellor of the Exchequer under Margaret Thatcher on my radio show the other night, before I got kicked out.
[03:26:16.370 --> 03:26:19.193]  His name is Norman Lamont.
[03:26:19.193 --> 03:26:26.780]  He has written a book, he's decided that he's going to have a go at Al Gore, the big fat bore, and the global warming issue.
[03:26:28.206 --> 03:26:28.507]  I don't know.
