[00:00:00.152 --> 00:00:00.623]  Let's go.
[03:40:30.843 --> 03:40:33.325]  Antifa was there.
[03:40:33.325 --> 03:40:38.390]  I think that in Charlottesville, nobody was armed, or if they were, very few and very undercover.
[03:40:38.390 --> 03:40:45.277]  Whereas in Richmond, the people that were outside of the fenced enclosure were armed to the teeth.
[03:40:45.277 --> 03:40:50.582]  So the police knew that they had to just absolutely mind their own business and stay out of the way.
[03:40:51.275 --> 03:40:55.477]  Or really, really terrible things could happen, but nothing happened.
[03:40:55.477 --> 03:41:01.801]  And it's like Robert Heinlein said long ago, an armed society is a polite society.
[03:41:01.801 --> 03:41:09.565]  I mean, where have you seen so many happy people walking around carrying so much armament?
[03:41:09.565 --> 03:41:11.306]  So Richmond is going to stand out.
[03:41:11.306 --> 03:41:19.951]  Now, it's not all roses because it was also a tremendous intelligence collection opportunity for the deep state.
[03:41:20.529 --> 03:41:31.594]  You know, the FBI special agent in charge, the SAC at Richmond, only for the last few months is a guy named David Archie.
[03:41:31.594 --> 03:41:34.835]  He's a domestic intelligence guru.
[03:41:34.835 --> 03:41:42.078]  And he used to be, his job before Richmond was, he was Mueller's lead FBI investigator.
[03:41:42.078 --> 03:41:43.859]  So he is deep state all the way.
[03:41:44.737 --> 03:41:57.034]  And anybody that's been watching knows that they've had these electronic warfare planes circling over Richmond, and then during the day of the Lobby Day protest, they had all these extra cell towers up.
[03:42:01.229 --> 03:42:16.759]  Which some people are identifying as the Stingray Towers that automatically divert your cell phone, collect the information, can scoop way more data out of your cell phone than most people would ever realize.
[03:42:16.759 --> 03:42:25.825]  And, you know, this is all going to be social network analyzed along with the faces, you know, digital face scanning.
[03:42:25.825 --> 03:42:27.926]  So they're going to know everybody who is in Richmond
[03:42:28.743 --> 03:42:32.126]  And that's going to be, you know, a mark of pride for those who are there.
[03:42:32.126 --> 03:42:39.913]  But it's also kind of elevating your risk because to the FBI, this means you were in Richmond.
[03:42:39.913 --> 03:42:42.135]  You're not just a keyboard commando.
[03:42:42.135 --> 03:42:42.935]  You're a doer.
[03:42:42.935 --> 03:42:44.537]  You're an action guy.
[03:42:44.537 --> 03:42:49.301]  So that's going to elevate the risk assessment for the FBI going forward.
[03:42:49.301 --> 03:42:51.463]  We'll talk about this some more on the other side of the break.
[03:42:53.064 --> 03:43:01.976]  The leader of Cobra here for a message to President Trump, the American people, and Alex Jones of InfoWars.
[03:43:01.976 --> 03:43:07.964]  Our operations with our partners, the Communist Chinese, have bought control of your media.
[03:43:07.964 --> 03:43:11.288]  But, it's true, your people are beginning
[03:43:11.388 --> 03:43:13.249]  We're good to go.
[03:43:34.719 --> 03:43:49.655]  You see, when you expose our false flags and fake media, I will carry out attacks and then blame you, like we've done with Alex Jones, blaming him for mass shootings we committed!
[03:43:49.655 --> 03:43:49.976]  Ha ha!
[03:43:49.976 --> 03:43:50.556]  Hail Cobra!
[03:43:51.596 --> 03:43:55.718]  I would thank you for everything you've done for the Infowar, but I know you're like me.
[03:43:55.718 --> 03:43:57.639]  You don't want my thanks.
[03:43:57.639 --> 03:44:03.602]  You want victory over the Globalists and these devil worshipping child molesters, and you want them off your back and off your children's back.
[03:44:03.602 --> 03:44:04.783]  And you know what?
[03:44:04.783 --> 03:44:08.064]  I'm the same way, and that's why we're on the same damn team.
[03:44:08.064 --> 03:44:17.389]  And it's why Infowars has been delivering time and time again, when it's clutch time, to focus the people on taking action against the Globalists.
[03:44:17.389 --> 03:44:18.790]  Because I'm committed to a future.
[03:44:19.827 --> 03:44:21.108]  For humanity.
[03:44:21.108 --> 03:44:22.749]  And I know you are as well.
[03:44:22.749 --> 03:44:30.854]  So thank you in 2019 for standing with us because you are the Infowar and I want to thank you for committing to stand with us in 2020 however you can.
[03:44:30.854 --> 03:44:39.540]  From the bottom of my heart, from my family and from the great crew at Infowars, I want to thank you all because you are the Infowar and you know that's not just words, that's reality.
[03:44:40.600 --> 03:44:42.223]  You have made history.
[03:44:42.223 --> 03:44:44.106]  We have made history together.
[03:44:44.106 --> 03:44:48.674]  Infowars.com only has power because of you.
[03:44:48.674 --> 03:44:50.497]  And I suggest you use it.
[03:44:53.438 --> 03:44:59.001]  25 years ago when I first began broadcasting, I was a realist and I was honest with the listeners.
[03:44:59.001 --> 03:45:00.903]  America was in a coma.
[03:45:00.903 --> 03:45:05.345]  We were being absolutely poisoned physically, culturally, and spiritually.
[03:45:05.345 --> 03:45:10.309]  The New World Order was running rampant because the public was asleep.
[03:45:10.309 --> 03:45:21.356]  Fast forward to this year, in 2020, and to see Soros spend over $100 million on the Women's March here in DC and in Los Angeles, and they might have had 30,000 people.
[03:45:22.737 --> 03:45:23.918]  Maybe.
[03:45:23.918 --> 03:45:26.060]  They had five million three years ago.
[03:45:26.060 --> 03:45:27.781]  Ladies and gentlemen, I was here.
[03:45:27.781 --> 03:45:36.728]  That is emblematic of how his money and Tricon money cannot buy them the AstroTurf anymore.
[03:45:36.728 --> 03:45:39.590]  So, yes, the awakenings happened, but we're not out of the woods.
[03:45:39.590 --> 03:45:47.075]  The globalists are going to throw a bunch of Hail Marys during this Trump Senate trial, and we're going to be covering it live from D.C.
[03:45:47.075 --> 03:45:48.517]  at Band.Video.
[03:45:48.517 --> 03:45:50.098]  Please be Paul Revere and share this link.
[03:45:52.014 --> 03:46:03.739]  If you understand why the globalists, why the servants of Satan, hate InfoWars, it's because we're awake, we're alive, we're passionate, and we're not giving up.
[03:46:03.739 --> 03:46:13.202]  That's why it's critical for those of us that are aware of the New World Order's plans to not get down when they attack us, and they persecute us, and they lie about us.
[03:46:13.202 --> 03:46:17.784]  That's what we should expect because we are hurting these scumbags.
[03:46:17.784 --> 03:46:20.665]  The globalists have literally sold their soul to the dark side.
[03:46:20.985 --> 03:46:23.686]  And they do what they do because they're slaves.
[03:46:23.686 --> 03:46:29.269]  Because they are eternally driven to try to suppress and dominate and destroy the innocent.
[03:46:29.269 --> 03:46:39.194]  It is up to us, who are awake, not the sheep and not the wolves, but the sheepdogs, to stand firm and resist these wicked tyrants.
[03:46:39.194 --> 03:46:41.935]  They fear the fact that we are awake.
[03:46:41.935 --> 03:46:44.517]  They fear the fact that we are alive.
[03:46:44.517 --> 03:46:47.618]  They fear the fact that we love God.
[03:46:47.618 --> 03:46:49.379]  And that's all we ever have to know.
[03:46:49.739 --> 03:46:55.729]  Is that God is in charge?
[03:46:55.729 --> 03:46:58.353]  You're listening to the Alex Jones Show!
[03:47:13.001 --> 03:47:19.827]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:47:19.827 --> 03:47:28.055]  And now, your host, Matt Bracken.
[03:47:28.055 --> 03:47:29.916]  A few more thoughts on Virginia.
[03:47:29.916 --> 03:47:39.425]  You know, some people have observed that we're already on all the lists based on the ammunition magazines and bulk ammo we've bought.
[03:47:40.532 --> 03:47:44.595]  But what they're collecting out of Richmond is something more important.
[03:47:44.595 --> 03:47:47.537]  It's the social networks.
[03:47:47.537 --> 03:48:05.870]  If there is a future resistance going on, the people that went to Richmond and how they're mapped on social networks is going to give a really a road map to the deep state for who the leaders and the organizations, how the organizations are linked.
[03:48:05.870 --> 03:48:08.352]  And that's something new and unique from Richmond.
[03:48:08.352 --> 03:48:09.533]  But overall, on balance,
[03:48:10.097 --> 03:48:28.054]  It was a tremendous victory in the sense that, you know, Americans that are maybe not gun owners or just casual gun owners saw for their own selves that that, you know, a couple of tens of thousands of numbers up in the air of Americans can rally with guns and nobody gets hurt.
[03:48:28.775 --> 03:48:29.837]  It's amazing.
[03:48:29.837 --> 03:48:34.062]  For once, Antifa, if they showed up, they were practically unnoticeable.
[03:48:34.062 --> 03:48:38.409]  They were on the margin and in hiding.
[03:48:38.409 --> 03:48:39.810]  Because it was a serious day.
[03:48:39.810 --> 03:48:42.154]  It was a happy day, but it was a serious day.
[03:48:42.154 --> 03:48:44.177]  So it was overall a tremendous victory.
[03:48:44.997 --> 03:48:56.287]  You know, kudos to the people that showed up and even to the law enforcement that, for once, had very clear, fixed, and unmoving rules of engagement.
[03:48:56.287 --> 03:48:57.588]  And that's key.
[03:48:57.588 --> 03:49:04.834]  In Charlottesville, by moving the goalposts, by pushing the crowds around, that is what led to the violence directly.
[03:49:05.509 --> 03:49:09.631]  But yeah, everybody was in Richmond, you know, hats off to you.
[03:49:09.631 --> 03:49:17.635]  You might face some risk down the road, but what the hell, by then, if we're in some kind of a civil war, I guess maybe it won't really even matter.
[03:49:17.635 --> 03:49:21.137]  But overall, it was a great day.
[03:49:21.137 --> 03:49:27.020]  And naturally, the Democrat, the liberal Democrats in Richmond, they felt very threatened.
[03:49:27.020 --> 03:49:31.182]  Governor Northam was actually, you know, in hiding that day.
[03:49:31.182 --> 03:49:32.303]  And since then,
[03:49:32.895 --> 03:49:36.938]  We're actually, it's been on the books, but I'm sure it's going to be rising to the top.
[03:49:36.938 --> 03:49:46.325]  The red flag laws are going to be going through, which, you know, being a gun owner could be a sign of mental instability to the Democrats.
[03:49:46.325 --> 03:49:56.453]  And the, there's something in Richmond called House Bill 1627, which will make it a felony to threaten or harass certain officials like the governor.
[03:49:57.094 --> 03:50:02.196]  So they're really going after not only the Second Amendment, they're going after the First Amendment.
[03:50:02.196 --> 03:50:18.344]  Because the language on, the changed language to HB 1627, where they're changing existing law, tightening it up, just to where if somebody feels threatened or harassed, that can be enough to charge somebody, you know, with a felony.
[03:50:18.344 --> 03:50:21.265]  So you can see Virginia has just gone off the rails
[03:50:21.883 --> 03:50:29.831]  Ever since Bloomberg pumped millions and millions of dollars into the state and sort of snuck the election.
[03:50:29.831 --> 03:50:32.233]  So the key is turnout.
[03:50:32.233 --> 03:50:36.738]  In the last election, I've read that only 40% of Virginians bothered to vote.
[03:50:36.738 --> 03:50:39.521]  I sure hope that's up a lot higher next time.
[03:50:40.203 --> 03:50:44.985]  And if it is, maybe the Democrats can be swept right out of office.
[03:50:44.985 --> 03:50:53.988]  Because as it stands now, Virginia is, even after Richmond, Virginia is still in a very dangerous place.
[03:50:53.988 --> 03:51:05.571]  A couple weeks ago, I wrote something called the 2020 Virginia Showdown, which really lines out what would happen if the gun confiscation started really rolling through.
[03:51:05.571 --> 03:51:07.152]  There would be armed resistance.
[03:51:07.648 --> 03:51:11.009]  It wouldn't be a happy day like Richmond on Monday.
[03:51:11.009 --> 03:51:17.791]  If there are gun confiscation crews fanning out across Virginia, it will turn into a civil war.
[03:51:17.791 --> 03:51:21.052]  And it'll make Northern Ireland look like a church picnic.
[03:51:21.052 --> 03:51:23.093]  That's a fact.
[03:51:23.093 --> 03:51:25.373]  So keep your eye on the red flag laws.
[03:51:25.373 --> 03:51:31.155]  Keep your eye on these anti-free speech threatening and harassing officials.
[03:51:31.155 --> 03:51:32.776]  You may not mock the king.
[03:51:32.776 --> 03:51:34.636]  He might feel harassed by that.
[03:51:34.636 --> 03:51:37.397]  It's very anti-American what they're doing there.
[03:51:38.103 --> 03:51:48.070]  Now, while I'm on the subject of First Amendment, I'd like to talk about something that I noticed just in the last few days.
