[00:00:41.343 --> 00:00:43.825]  I rarely get goosebumps.
[03:19:19.970 --> 03:19:20.751]  in December.
[03:19:20.751 --> 03:19:22.072]  We will never give up.
[03:19:22.072 --> 03:19:23.413]  We will never surrender.
[03:19:23.413 --> 03:19:28.616]  We will never back down to the satanic, pedophile, globalist New World Order.
[03:19:28.616 --> 03:19:30.057]  January 6th.
[03:19:30.057 --> 03:19:31.138]  Fight for Trump.
[03:19:31.138 --> 03:19:32.139]  D.C.
[03:19:32.139 --> 03:19:32.579]  Be there.
[03:19:32.739 --> 03:19:36.683]  We will never give in, we will never give up, and we will never back down.
[03:19:36.683 --> 03:19:39.766]  We will never, ever surrender.
[03:19:39.766 --> 03:19:44.311]  Introducing InfoWars Life Pure Turmeric Extract.
[03:19:44.311 --> 03:19:46.853]  This is taken under the tongue.
[03:19:46.853 --> 03:19:47.994]  It is pure turmeric.
[03:19:49.019 --> 03:19:58.245]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[03:19:58.245 --> 03:20:04.068]  This is absorbed under the tongue, into the bloodstream, and then the remaining also is then absorbed by the stomach.
[03:20:04.068 --> 03:20:06.230]  So it's more of an intense delivery system.
[03:20:06.690 --> 03:20:09.932]  The two formulas are different, but both are concentrates.
[03:20:09.932 --> 03:20:11.773]  And our first product got rave reviews.
[03:20:11.773 --> 03:20:13.894]  We've now been testing this out for several months.
[03:20:13.894 --> 03:20:16.075]  Some of our staff like it more than bodies.
[03:20:16.075 --> 03:20:17.436]  Some like bodies better.
[03:20:17.436 --> 03:20:21.558]  For me, they're both amazing for their anti-inflammatory action and so much more.
[03:20:21.558 --> 03:20:22.758]  And they fund the InfoWar.
[03:20:22.758 --> 03:20:27.361]  So get our new liquid turmeric extract exclusively at InfoWarStore.com today.
[03:20:27.361 --> 03:20:28.101]  Get an additional 25% off.
[03:20:28.101 --> 03:20:28.601]  This is a 360 win.
[03:20:31.883 --> 03:20:36.947]  Tumeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[03:20:36.947 --> 03:20:42.350]  Get yours today at InfoWarsLife.com.
[03:20:42.350 --> 03:20:59.302]  You're listening to the Alex Jones Show.
[03:20:59.302 --> 03:21:00.103]  Okay, we're back.
[03:21:01.024 --> 03:21:03.585]  So let's talk about a few solutions.
[03:21:03.585 --> 03:21:08.808]  Let's talk about religious leaders, lawyers, business, small business owners.
[03:21:08.808 --> 03:21:10.549]  And let's start with the religious leaders.
[03:21:10.549 --> 03:21:13.990]  I've talked about this before on the show.
[03:21:13.990 --> 03:21:17.452]  But I want to take it further now.
[03:21:17.452 --> 03:21:20.853]  We have in this country separation of church and state.
[03:21:20.853 --> 03:21:22.114]  That's not an accident.
[03:21:22.114 --> 03:21:25.055]  That was not something that was just an afterthought.
[03:21:25.055 --> 03:21:28.077]  That was serious and it still is serious.
[03:21:29.744 --> 03:21:51.889]  Religious leaders, by whom I mean anybody that has a congregation, a church, a temple, whatever, that has already organization, audience, congregation, members, they know that their ultimate authority is from God.
[03:21:51.889 --> 03:21:55.050]  That is where they go for ultimate authority.
[03:21:55.050 --> 03:21:57.031]  That's why they have a church.
[03:21:57.031 --> 03:21:58.211]  That's what it's all about.
[03:21:59.685 --> 03:22:17.096]  And are we really to believe that these religious leaders think that their God or their text, their fundamental text, wants lockdowns?
[03:22:17.096 --> 03:22:22.619]  Wants to destroy the right to earn a living as if God is dictating that?
[03:22:22.619 --> 03:22:27.702]  Or is God saying something else about freedom?
[03:22:29.241 --> 03:22:47.067]  About where ultimate loyalty lies, and these religious leaders have to not only say where ultimate loyalty lies to God and not to the state, but it's time to tell their congregations to rebel.
[03:22:47.067 --> 03:22:58.250]  To rebel against the state dictates the destruction of human life, the destruction of the ability to earn a living, the destruction of money,
[03:22:58.817 --> 03:23:15.780]  The destruction of property, the destruction of freedom, all that's going on now, being against God, and therefore the right to rebel against the state.
[03:23:15.780 --> 03:23:28.142]  Not only through protests, but in the most fundamental way possible, which is by opening up the economy every which way you can.
[03:23:29.853 --> 03:23:34.415]  I've talked about this several times on the show.
[03:23:34.415 --> 03:23:50.542]  This is the sacred duty of religious leaders in this country and all over the world to tell their congregations to rebel because their highest duty is to God and not to the state.
[03:23:50.542 --> 03:23:57.564]  That has to be clarified and driven home over and over again.
[03:23:57.564 --> 03:23:58.745]  Why are we a church?
[03:23:59.403 --> 03:24:00.764]  Why do we congregate?
[03:24:00.764 --> 03:24:04.387]  Why do we come here in this house of worship?
[03:24:04.387 --> 03:24:11.792]  The rebellion isn't just about the ability to gather and to worship together.
[03:24:11.792 --> 03:24:16.396]  There are churches that have defied the lockdowns on that basis.
[03:24:16.396 --> 03:24:17.216]  Fine.
[03:24:17.216 --> 03:24:18.958]  That's just the beginning of it.
[03:24:18.958 --> 03:24:27.964]  That's not time to sit back and smugly say, well, we have services and they're every Sunday and the people don't wear masks and so everything is peachy keen.
[03:24:27.964 --> 03:24:28.645]  No, it isn't.
[03:24:29.733 --> 03:24:31.694]  No, it isn't!
[03:24:31.694 --> 03:24:43.619]  Where is the deeper doctrine and the deeper and higher doctrine of God as opposed to the state?
[03:24:43.619 --> 03:24:46.440]  Where is the understanding of that?
[03:24:46.440 --> 03:24:57.485]  So, to say to the congregations, you must rebel in every way possible to reopen
[03:24:58.257 --> 03:25:05.763]  The world to reopen your lives, not just here on Sunday, but everywhere.
[03:25:05.763 --> 03:25:15.732]  To defy the dictates of the state against God.
[03:25:15.732 --> 03:25:18.995]  There was a time when this would have been obvious.
[03:25:18.995 --> 03:25:20.756]  Nobody would say, what is he saying?
[03:25:20.756 --> 03:25:24.840]  Oh, there was a time in every early religion.
[03:25:26.104 --> 03:25:36.031]  Where this would have been obvious, and it was obvious, and that's how these religions survived against the state of their day.
[03:25:36.031 --> 03:25:42.956]  I was recently reading some early history of Christianity under the Roman Empire.
[03:25:42.956 --> 03:25:54.345]  An estimate of two million Christians killed, not just persecuted, but killed for their faith, for their
[03:25:55.598 --> 03:26:00.240]  Duty to God.
[03:26:00.240 --> 03:26:09.344]  So now, is that, oh well that's completely outmoded, we don't believe in that, that's ridiculous, nobody would ever go to that lengths anymore.
[03:26:09.344 --> 03:26:11.365]  Really?
[03:26:11.365 --> 03:26:13.886]  Why not?
[03:26:13.886 --> 03:26:16.508]  What is God saying?
[03:26:16.508 --> 03:26:20.629]  What has God written?
[03:26:20.629 --> 03:26:23.751]  Why are religious leaders backing away
[03:26:24.898 --> 03:26:30.001]  from saying what is their truth?
[03:26:30.001 --> 03:26:42.067]  Why aren't they saying the command is for all the congregation to rebel on behalf of God against the state?
[03:26:42.067 --> 03:26:47.269]  Not just to have Sunday services, okay?
[03:26:47.269 --> 03:26:52.152]  Not just to be able to gather and pray.
[03:26:52.152 --> 03:26:53.272]  Religion is more than
[03:26:55.046 --> 03:26:59.629]  Sunday service and gathering to pray.
[03:26:59.629 --> 03:27:02.191]  It was always more than that.
[03:27:02.191 --> 03:27:06.734]  Always a lot more than that.
[03:27:06.734 --> 03:27:23.845]  And as I said the last time I brought this issue up on the show, if the religious leaders, the heads of these congregations, can't bring themselves to tell their membership
[03:27:24.451 --> 03:27:24.731]  Step down.
[03:27:24.731 --> 03:27:25.231]  Move away.
[03:27:55.274 --> 03:28:15.442]  I confess it, and therefore I'm stepping down from my position as your leader, and I'm asking right now, here, amongst you, who is brave enough to take over and go all the way?
[03:28:15.442 --> 03:28:20.064]  And if there isn't anybody, that church is done.
[03:28:20.064 --> 03:28:23.845]  If there is, that person takes charge.
[03:28:27.335 --> 03:28:32.739]  It's pretty simple, really.
[03:28:32.739 --> 03:28:34.380]  What is a religion?
[03:28:34.380 --> 03:28:36.281]  What is religious duty?
[03:28:36.281 --> 03:28:47.568]  What is the limit to which a member of a religious congregation is supposed to go?
[03:28:47.568 --> 03:28:50.150]  These are the fundamentals.
[03:28:50.150 --> 03:28:56.194]  This is not just reading and study and learning and worshiping on Sunday and praying.
[03:28:59.264 --> 03:29:13.195]  I mean, if a religion, and we're going back thousands of years in the history of some religion, if these religions, if that's all they were, do you think they would have somehow survived until today?
[03:29:13.195 --> 03:29:20.501]  If they were never about anything more than those superficial realities, do you think, really, they would have survived?
[03:29:20.501 --> 03:29:26.005]  I'm not talking about the buildings and the businesses of the churches.
[03:29:26.005 --> 03:29:27.687]  I'm talking about the memberships.
[03:29:29.062 --> 03:29:34.884]  The devotion.
[03:29:34.884 --> 03:29:38.866]  Isn't this obvious?
[03:29:38.866 --> 03:29:43.687]  We're in a titanic struggle here.
[03:29:43.687 --> 03:29:52.631]  It's a test of faith and courage on many levels and many dimensions.
[03:29:52.631 --> 03:29:55.912]  And people have to be awakened to
[03:29:58.086 --> 03:30:10.275]  What is happening to us and therefore how far they should be willing to go to defy tyranny.
[03:30:10.275 --> 03:30:21.944]  That's a test of faith that everybody, all of us, faces on some level every day in every way.
[03:30:21.944 --> 03:30:23.925]  It's not just an occasional question.
[03:30:23.925 --> 03:30:27.368]  I don't care who you are, where you are, what you are.
[03:30:28.070 --> 03:30:39.047]  On some level of your consciousness, you're dealing with that question of the test of your own faith and courage every day.
[03:30:39.047 --> 03:30:40.730]  Mountain Patriot in Colorado.
[03:30:40.730 --> 03:30:42.132]  Thank you for holding.
[03:30:42.132 --> 03:30:42.833]  How you doing, Alex?
[03:30:43.635 --> 03:30:45.036]  Man, I'm just working as hard as I can.
[03:30:45.036 --> 03:30:46.276]  We're in such a critical time, brother.
[03:30:46.276 --> 03:30:46.997]  How are you?
[03:30:46.997 --> 03:30:47.797]  I love you, man.
[03:30:47.797 --> 03:30:49.758]  I want to make a quick plug.
[03:30:49.758 --> 03:30:51.979]  That DNA Force, I love it.
[03:30:51.979 --> 03:31:08.406]  I've been using it quite a while and I just went and looked at the ingredients again the other day and I see that it contains quercetin, which according to some published studies that Dr. Merkula has cited is an ionophore similar to hydroxychloroquine.
[03:31:09.105 --> 03:31:14.528]  And it helped channel the zinc into the cells, so people might want to take a look at that.
[03:31:14.528 --> 03:31:26.273]  All I know is with DNA Force, we went out and looked at these high-end products that they sell through doctor clinics that aren't prescription, but the doctor sells like 300 bucks a bottle, because there's a lot of expensive products in them.
[03:31:26.273 --> 03:31:28.014]  It's really only cost them like 50 bucks.
[03:31:28.014 --> 03:31:32.716]  And so we basically cloned two different top brands together, and that's what produced this.
[03:31:32.716 --> 03:31:34.177]  So thanks for the plug.
[03:31:38.931 --> 03:31:42.954]  Webster's Dictionary has a very simple definition of terrorism.
[03:31:42.954 --> 03:31:45.396]  Other dictionaries have similar ones.
[03:31:45.396 --> 03:31:53.022]  Terrorism is the threat of force, or actually carrying out force, for a political or financial reason.
[03:31:53.022 --> 03:31:56.925]  It's basically scaring the hell out of people until you submit to them.
[03:31:56.925 --> 03:32:00.408]  That's exactly what all this overblown COVID-19 garbage is.
[03:32:00.408 --> 03:32:02.830]  You see the headlines from CNN, ABC News.
[03:32:02.830 --> 03:32:05.212]  Doctors say it's worse than they ever thought.
