[00:00:02.876 --> 00:00:04.837]  This is the InfoWar.
[03:27:29.574 --> 03:27:41.126]  We are able to have property that can't be taken away from me in France or in Bulgaria or in South Africa as I had property taken away from me by Mbiki and the ANC.
[03:27:41.126 --> 03:27:42.888]  I mean, I've been through these experiences.
[03:27:43.388 --> 03:27:43.848]  We're good to go.
[03:28:00.060 --> 03:28:00.561]  Exactly.
[03:28:00.561 --> 03:28:02.302]  That is the basis of America.
[03:28:02.302 --> 03:28:04.945]  We have to decrease the size of the government.
[03:28:04.945 --> 03:28:07.307]  We need somebody who can clean it out.
[03:28:07.307 --> 03:28:09.048]  Things that I used to do in the old days.
[03:28:09.048 --> 03:28:12.171]  In other words, clean out this administration, that administration.
[03:28:12.171 --> 03:28:14.013]  And a man like Trump can do it.
[03:28:14.013 --> 03:28:16.255]  Someone else on the spectrum can't.
[03:28:16.255 --> 03:28:17.616]  I don't see anyone else who can.
[03:28:20.542 --> 03:28:22.043]  The others just don't get it.
[03:28:22.043 --> 03:28:24.004]  They care too much about the mainstream media.
[03:28:24.004 --> 03:28:24.444]  They don't get it.
[03:28:24.444 --> 03:28:26.525]  It's all about getting in the mainstream media's face.
[03:28:26.525 --> 03:28:29.226]  Dr. Pchenik, have a great New Year coming up.
[03:28:29.226 --> 03:28:30.547]  Look forward to speaking to you again.
[03:28:30.547 --> 03:28:33.228]  Thank you for spending 15 years with us here on air.
[03:28:33.228 --> 03:28:34.488]  And bless your audience.
[03:28:34.488 --> 03:28:37.129]  Thank you so much, Alex, for what you've done for America.
[03:28:37.129 --> 03:28:38.050]  Oh, no.
[03:28:38.050 --> 03:28:39.951]  I did it for America and my family, just like you did.
[03:28:39.951 --> 03:28:41.671]  And I'm not going to be run by bullies.
[03:28:41.671 --> 03:28:42.932]  God bless you.
[03:28:42.932 --> 03:28:44.753]  Again, people like that always thanking me.
[03:28:44.753 --> 03:28:46.073]  I thank Dr. Pchenik.
[03:28:46.073 --> 03:28:48.054]  I mean, but I don't want to be thanked.
[03:28:48.054 --> 03:28:49.235]  I mean, I'm not going to be a slave.
[03:28:49.995 --> 03:28:51.817]  I see people coming in with mafia government.
[03:28:51.817 --> 03:28:53.680]  I'm going to fight them.
[03:28:53.680 --> 03:28:55.181]  And that's the bottom line.
[03:28:55.181 --> 03:28:56.663]  And it doesn't mean we have all the answers.
[03:28:56.663 --> 03:28:58.225]  It doesn't mean we're perfect.
[03:28:58.225 --> 03:29:00.968]  But we are rooting for this country.
[03:29:00.968 --> 03:29:02.630]  We're rooting for the average person.
[03:29:02.630 --> 03:29:04.092]  And that's why we're under attack.
[03:29:04.092 --> 03:29:05.394]  And again, I don't cry about that.
[03:29:06.380 --> 03:29:07.721]  I expect to be attacked.
[03:29:07.721 --> 03:29:10.263]  And I didn't even plug products last hour.
[03:29:10.263 --> 03:29:12.264]  Buy the stuff at InfoWarsLife.com.
[03:29:12.264 --> 03:29:13.245]  It's excellent.
[03:29:13.245 --> 03:29:14.326]  InfoWarsStore.com.
[03:29:14.326 --> 03:29:15.166]  Get a water filter.
[03:29:15.166 --> 03:29:17.188]  Stop drinking glyphosate, fluoride.
[03:29:17.188 --> 03:29:18.669]  Get the high-quality deep cleanse.
[03:29:18.669 --> 03:29:20.410]  Buy the X2.
[03:29:20.410 --> 03:29:21.131]  Get the RainForce.
[03:29:21.131 --> 03:29:22.231]  See what it does for you.
[03:29:22.231 --> 03:29:24.493]  David Knight, thank you for letting me jump into your hour.
[03:29:24.493 --> 03:29:27.635]  Be out of this hour so you guys could host it, but sometimes I jump in, obviously.
[03:29:27.635 --> 03:29:29.597]  You're going to come back and cover a lot of key stuff.
[03:29:29.597 --> 03:29:30.177]  Take us out.
[03:29:30.177 --> 03:29:31.198]  Thank you so much, David Knight.
[03:29:31.789 --> 03:29:32.269]  Thank you, Alex.
[03:29:32.269 --> 03:29:40.814]  When we come back, we're going to talk about the pushback against the Virginia Attorney General who wants to strip people from other states of their concealed carry rights.
[03:29:40.814 --> 03:29:44.776]  And we're going to talk about the interview I had last night with Larry Pratt of Gun Owners of America.
[03:29:44.776 --> 03:29:47.757]  We'll be right back.
[03:29:47.757 --> 03:29:49.158]  We're on the march.
[03:29:49.158 --> 03:29:51.679]  The Empire's on the run.
[03:29:51.679 --> 03:29:54.381]  Alex Jones and the GCN Radio Network.
[03:29:58.852 --> 03:30:07.998]  Senator Chris Coons, a Democrat from Delaware, went on the Morning Joe Show to call for a small surtax to pay for the war against the Islamic State.
[03:30:07.998 --> 03:30:19.425]  Coons said in addition to authorizing Obama's unconstitutional authorization for use of military force, Congress must levy a new tax on Americans to pay for military action against IS.
[03:30:19.425 --> 03:30:19.925]  The U.S.
[03:30:19.925 --> 03:30:25.449]  has spent more than $5 billion on the war against IS since August 2014.
[03:30:25.449 --> 03:30:27.650]  The cost is expected to rise considerably
[03:30:27.870 --> 03:30:32.653]  Now that the Obama Administration has said it will step up the campaign to wipe out the group.
[03:30:32.653 --> 03:30:39.017]  Despite spending billions, the air campaign has failed to weaken the Islamic State, according to intelligence officials.
[03:30:39.017 --> 03:30:51.385]  On Monday, Representative Peter King, a New York Republican who serves as the Chairman of the House Committee on Homeland Security, said that after 16 months of airstrikes by the U.S., it's had really minimal impact on ISIS.
[03:30:51.385 --> 03:30:55.027]  You can find more reports on InfoWars.com.
[03:30:58.368 --> 03:31:04.573]  Our bloated federal government and a coterie of megacorporations are hoping that we all have the memory of a goldfish.
[03:31:04.573 --> 03:31:07.775]  We forget to use those holiday gift cards.
[03:31:07.775 --> 03:31:16.922]  Every year, millions of Americans are unknowingly letting government institutions and megacorporations steal billions of dollars of their money.
[03:31:16.922 --> 03:31:19.104]  Instead, use your gift cards to help support
[03:31:19.124 --> 03:31:19.404]  We're good.
[03:31:39.392 --> 03:31:41.814]  Don't throw those gift cards away.
[03:31:41.814 --> 03:31:50.220]  Use that money to get high quality products and save 15% in the process, all the while funding the tip of the spear in the fight for human liberty worldwide.
[03:31:50.220 --> 03:31:51.601]  That's a 360 win.
[03:31:51.601 --> 03:31:53.463]  Don't donate your money to the banksters.
[03:31:53.463 --> 03:31:57.766]  Visit InfoWarsTore.com and help fund the tip of the spear in the fight for human liberty.
[03:31:58.206 --> 03:32:03.270]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[03:32:03.270 --> 03:32:12.117]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[03:32:12.117 --> 03:32:16.060]  Youngevity also offers you an ingenious way to augment your income.
[03:32:16.060 --> 03:32:16.861]  And the best part?
[03:32:16.861 --> 03:32:19.743]  You'll be helping your friends and family along the way.
[03:32:19.743 --> 03:32:22.345]  Visit InfoWarsTeam.com today.
[03:32:22.345 --> 03:32:23.126]  Become a member.
[03:32:23.126 --> 03:32:27.189]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[03:32:27.409 --> 03:32:34.132]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[03:32:34.132 --> 03:32:35.092]  Another win-win.
[03:32:35.092 --> 03:32:38.833]  That's why I'm a member of the Longevity Team at InfoWarsTeam.com.
[03:32:38.833 --> 03:32:40.074]  And you can be too.
[03:32:40.074 --> 03:32:40.614]  It's simple.
[03:32:40.614 --> 03:32:43.555]  Just go to InfoWarsTeam.com today.
[03:32:43.555 --> 03:32:45.656]  Complete a short sign-up and you're part of the team.
[03:32:45.656 --> 03:32:48.897]  That's InfoWarsTeam.com or InfoWarsHealth.com.
[03:32:48.897 --> 03:32:55.219]  So many people call into my radio show and tell me how Longevity and the products at InfoWarsTeam.com have changed their lives.
[03:32:55.219 --> 03:32:56.520]  Check it out for yourself today.
[03:33:08.104 --> 03:33:09.425]  You want answers?
[03:33:09.425 --> 03:33:10.727]  Well, so does he.
[03:33:10.727 --> 03:33:13.089]  It's Alex Jones.
[03:33:16.289 --> 03:33:17.629]  Welcome back to the Alex Jones Show.
[03:33:17.629 --> 03:33:22.091]  I'm David Knight, your host for this final hour of the four-hour broadcast.
[03:33:22.091 --> 03:33:24.392]  We're going to talk about what's going on with Virginia.
[03:33:24.392 --> 03:33:33.314]  We've got the governor, Terry McAuliffe, whose qualification was being a campaign manager for the Clintons.
[03:33:33.314 --> 03:33:35.595]  That's what got him in as Democrat governor.
[03:33:35.595 --> 03:33:38.776]  And, of course, his sidekick, Attorney General Haring.
[03:33:39.636 --> 03:33:40.677]  Mark R. Herring.
[03:33:40.677 --> 03:33:42.879]  I suggest we start calling him Red Herring.
[03:33:42.879 --> 03:33:46.721]  Revoking 25 states' concealed carry permits.
[03:33:46.721 --> 03:33:49.463]  Just saying we're not going to recognize those from these other states now.
[03:33:49.463 --> 03:33:53.646]  That's definitely a political move, but there's going to be a pushback against this.
[03:33:53.646 --> 03:33:56.668]  I'm going to tell you what we learned last night from Larry Pratt.
[03:33:56.668 --> 03:33:59.270]  We had an interview with him on the nightly news.
[03:33:59.270 --> 03:34:00.590]  Larry Pratt, of course, is the
[03:34:01.731 --> 03:34:10.478]  A head of Gun Owners of America, a tireless worker, not only for our Second Amendment rights, but really for individual liberty in general.
[03:34:10.478 --> 03:34:13.180]  And we're going to talk about the many different aspects of that.
[03:34:13.180 --> 03:34:17.004]  Also a story about the EPA gives Americans 129 years of jail time.
[03:34:20.126 --> 03:34:21.167]  Imagine that.
[03:34:21.167 --> 03:34:30.553]  So we have these bureaucracies that not only write the laws and have their own police organizations, they have their own courts and they're sending people to jail.
[03:34:30.553 --> 03:34:34.015]  That's how out of control the central government is.
[03:34:34.015 --> 03:34:35.657]  So we're going to talk about both aspects of that.
[03:34:36.317 --> 03:34:40.361]  We're also going to talk about the 125th anniversary of Wounded Knee.
[03:34:40.361 --> 03:34:49.630]  That has lessons that go far beyond the conflict between the federal government and the Indians, or the white man and the Indians, however you want to look at this.
[03:34:49.630 --> 03:34:54.174]  I'm going to break that down for you because you need to see beyond the typical
[03:34:55.263 --> 03:34:58.725]  A dialogue of racism, even of genocide.
[03:34:58.725 --> 03:35:01.867]  No, this is really more about democide.
[03:35:01.867 --> 03:35:03.028]  Death by government.
[03:35:03.028 --> 03:35:14.435]  We know that our governments, not only in our country, but in every country in the world, governments kill more of their own people than in any other form of warfare or anything else.
[03:35:14.435 --> 03:35:15.996]  So we're going to talk about that as well.
[03:35:15.996 --> 03:35:22.540]  Let's go first to this, before we do it, let's talk about, because Alex hasn't been doing a lot of plugs here with everything that's been going on.
[03:35:23.180 --> 03:35:26.681]  I mentioned that we had Larry Pratt of Gun Owners of America on last night on the Nightly News.
[03:35:26.681 --> 03:35:31.423]  We talked about this move against guns by the Virginia Democrats.
[03:35:31.423 --> 03:35:39.126]  If you want to catch the Nightly News each night, one way that you can do that and support our operation is to get a Prison Planet TV membership.
[03:35:39.126 --> 03:35:42.907]  Every year, at this time of year, we offer a sale.
[03:35:42.907 --> 03:35:45.308]  Typically it's only about five months for free.
[03:35:45.308 --> 03:35:46.168]  That's a big discount.
[03:35:46.588 --> 03:35:50.510]  This year we've extended it to six months for free when you get an annual membership.
[03:35:50.510 --> 03:35:54.232]  That's just 10 cents a day when you get a one-year membership.
[03:35:54.232 --> 03:35:57.613]  With that, you get the news each night as it happens in HD.
[03:35:57.613 --> 03:36:01.755]  You can also stream it on Roku, Boxee, on your computer, tablet, your cell phone.
