[00:00:04.924 --> 00:00:08.126]  It's Wednesday, July 21st.
[03:17:25.974 --> 03:17:30.097]  And at that point, he welcomed something different.
[03:17:30.097 --> 03:17:34.281]  Something different that, of course, has now taken over the world.
[03:17:35.342 --> 03:17:53.345]  That's why it's so important what Macron is doing in France, because Macron and France are linked to that Polaire Lodge, which was the first lodge from abroad that was granted permission to reopen once the Soviet Union ended.
[03:17:54.066 --> 03:17:56.167]  Tell us about George Washington's view.
[03:17:56.167 --> 03:18:00.429]  He was a Mason Scottish Rite, but he spoke out against the Illuminati, said they were Satanists.
[03:18:00.429 --> 03:18:01.910]  So what was the schism before then?
[03:18:01.910 --> 03:18:04.111]  Because I think Washington meant to be a Christian.
[03:18:04.111 --> 03:18:05.591]  I don't think he was a bad person.
[03:18:05.591 --> 03:18:09.213]  So why was he criticizing the Illuminati when he was obviously part of something similar?
[03:18:09.793 --> 03:18:11.474]  There is here a misconception.
[03:18:11.474 --> 03:18:21.219]  He wasn't really a Scottish Rite Freemason because the Ancient and Accepted Scottish Rite started in 1805 with the establishment... That's right.
[03:18:21.219 --> 03:18:23.219]  He was never even let in on the British Royals.
[03:18:23.219 --> 03:18:24.060]  He was actually fighting them.
[03:18:24.958 --> 03:18:33.885]  But yes, so he was actually in a form of Freemasonry that predates the Ancient and Accepted Scottish Rite and is actually more Christian.
[03:18:33.885 --> 03:18:43.012]  So what happened with George Washington is that he had a Christian imprint, a Christian version of Freemasonry that he wanted to propagate.
[03:18:43.312 --> 03:18:50.494]  That's why he was critical of the Illuminati that were trying instead to destroy that form of Freemasonry.
[03:18:50.494 --> 03:19:04.438]  And in 1782, they managed in a way to subvert Freemasonry thanks to... Well, the word is that that European arm actually, through the first psychiatrist, murdered George Washington is what they say.
[03:19:06.132 --> 03:19:07.012]  That's possible.
[03:19:07.012 --> 03:19:12.814]  I don't know about that, but I know that George Washington is regarded in high esteem by Freemasonry.
[03:19:12.814 --> 03:19:28.298]  Myself, when I was a member of Kirby Lodge 2818 in London, I was always there admiring this beautiful painting that sits right inside the headquarters of the United Grand Lodge of England.
[03:19:28.298 --> 03:19:34.080]  And so... The point is, there's good and evil in every organization, but some are foul of evil, some are foul of good.
[03:19:35.020 --> 03:19:45.774]  Alex, unfortunately, though, I have to really admit and it's very saddened that this for me, that Freemasonry in this country today has been taken over by Satanists.
[03:19:45.774 --> 03:19:52.923]  The Grand Lodge of California, for example, requires you to get a vaccine to go and attend the lodge meeting.
[03:19:53.263 --> 03:19:57.049]  They actually have two officers between your entrance.
[03:19:57.049 --> 03:20:00.033]  And this is absolutely insane.
[03:20:00.033 --> 03:20:10.147]  So here we have also a former... Oh, the International Museum of Human Rights talking about satire becoming true is now saying you must have an injection to go into it.
[03:20:11.465 --> 03:20:12.085]  Yeah.
[03:20:12.085 --> 03:20:20.367]  And here, the former Grandmaster of the Grand Lodge of California is openly criticizing President Donald J. Trump.
[03:20:20.367 --> 03:20:25.828]  Conservatives are basically being get the size all over in various Grand Lodges.
[03:20:25.828 --> 03:20:31.949]  This didn't happen only in California, but also in New Mexico, in the Grand Lodge of New York.
[03:20:31.949 --> 03:20:34.390]  Conservatives are being get the size
[03:20:34.850 --> 03:20:35.250]  Bye.
[03:20:50.397 --> 03:20:55.239]  So George Washington's fight to keep the Illuminati taking over Masonry was lost probably right after he died?
[03:21:10.726 --> 03:21:13.428]  Unfortunately, that's, I have to admit, you're completely right.
[03:21:13.428 --> 03:21:25.337]  And that is also what I tried to explain in this book, Volume 5 of My Confessions, which actually... Alright, well I'd love to have you and your wife, Pat, go to dinner with my wife here in Austin, Texas.
[03:21:25.337 --> 03:21:26.498]  Leo, come on sooner.
[03:21:26.498 --> 03:21:27.159]  I know you're busy.
[03:21:27.159 --> 03:21:29.020]  You come on The War in Milan, other shows.
[03:21:29.020 --> 03:21:29.821]  Incredible job.
[03:21:29.821 --> 03:21:31.062]  Amazing interview.
[03:21:31.062 --> 03:21:33.123]  And thank you so much, leozugami.com.
[03:21:33.123 --> 03:21:33.524]  Thank you, sir.
[03:21:34.349 --> 03:21:36.470]  Thank you, Alex, and let's pray for America.
[03:21:36.470 --> 03:21:37.910]  And let's pray for America.
[03:21:37.910 --> 03:21:38.591]  Absolutely.
[03:21:38.591 --> 03:21:39.451]  I pray right now.
[03:21:39.451 --> 03:21:39.711]  All right.
[03:21:39.711 --> 03:21:40.692]  Thank you.
[03:21:40.692 --> 03:21:41.152]  All right.
[03:21:41.152 --> 03:21:43.073]  I got a bunch of breaking news and stuff I haven't covered yet.
[03:21:43.073 --> 03:21:44.013]  We'll hit when we come back.
[03:21:44.013 --> 03:21:46.754]  I'm Alex Jones, InfoWars.com.
[03:21:46.754 --> 03:21:48.435]  Tomorrow's news today.
[03:21:48.435 --> 03:21:48.815]  Thank you, Leo.
[03:21:51.343 --> 03:22:05.576]  You know, listeners call into the show and they thank me, and it makes me feel pathetic, because I sit there and I beg you for support, constantly, for prayer, for financial support, and for word of mouth, and we're all in this together.
[03:22:05.576 --> 03:22:10.541]  And it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[03:22:10.541 --> 03:22:11.241]  But it's true.
[03:22:11.241 --> 03:22:14.644]  We're the only media organization in the United States that promotes liberty at this level.
[03:22:15.385 --> 03:22:17.867]  That is not beholden to big corporate sponsors.
[03:22:17.867 --> 03:22:19.929]  And they've harassed and almost shut down everybody else.
[03:22:19.929 --> 03:22:21.711]  They've crippled all the other groups.
[03:22:21.711 --> 03:22:22.552]  And we're still here.
[03:22:22.552 --> 03:22:26.996]  And as this whole New World Order comes out in the open, our credibility is going up.
[03:22:26.996 --> 03:22:28.617]  That's why we've got to be taken off air.
[03:22:28.617 --> 03:22:30.739]  That's why America has got to be taken down.
[03:22:30.739 --> 03:22:34.543]  You can't have all these other nations enslaved and America still quasi-free.
[03:22:35.143 --> 03:22:36.224]  You can't have InfoWars.
[03:22:36.224 --> 03:22:40.267]  It's been proven right, being on air, with all the craziness that's about to unfold.
[03:22:40.267 --> 03:22:42.349]  Because if you think stuff's bad now, just get ready.
[03:22:42.349 --> 03:22:45.031]  So thank you all, and get into InfoWarsStore.com.
[03:22:45.031 --> 03:22:48.514]  Get some great 2020 election shirts, supplements, and so much more.
[03:22:48.514 --> 03:22:50.256]  They're wonderful products, and they support the InfoWars.
[03:22:50.256 --> 03:22:50.496]  Thank you.
[03:22:52.298 --> 03:22:54.359]  The biosecurity state is here.
[03:22:54.359 --> 03:23:01.081]  It's an anti-human eugenics operation training us that humans are dirty, bad, and evil.
[03:23:01.081 --> 03:23:14.866]  The corrupt puppet Prime Minister of Canada, who says he admires the communist dictatorship of Xi Jinping and wishes to make Canada sane, has announced that they're buying vaccines for every person in the country all the way out to 2024.
[03:23:16.306 --> 03:23:19.529]  And in 2024, you will again take two shots.
[03:23:19.529 --> 03:23:23.533]  And he says it'll be whatever Pfizer cooks up and wants to put in your body.
[03:23:23.533 --> 03:23:25.294]  This is the Rockefeller Foundation.
[03:23:25.294 --> 03:23:27.416]  They developed this whole plan with Bill Gates.
[03:23:27.416 --> 03:23:30.239]  They're now implementing it, and now they've announced that U.S.
[03:23:30.239 --> 03:23:32.801]  policy is set by the private Rockefeller Foundation.
[03:23:32.801 --> 03:23:42.390]  Of course, the Rockefeller Foundation, by the 30s, was the main funder of Adolf, Alois Hitler, and the eugenics at Cold Springs Harbor that trained the Kaiser Wilhelm Institute in Germany.
[03:23:43.010 --> 03:23:44.853]  You know, it's crazy to get to this point.
[03:23:44.853 --> 03:23:45.393]  It's very bittersweet.
[03:23:56.115 --> 03:23:59.117]  Everything we've talked about has happened just like we said it would.
[03:23:59.117 --> 03:24:00.358]  And now we have a lot of credibility.
[03:24:00.358 --> 03:24:01.299]  But I don't care about that.
[03:24:01.299 --> 03:24:03.340]  I care about beating the New World Order.
[03:24:03.340 --> 03:24:08.043]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[03:24:08.043 --> 03:24:11.385]  And I don't have time to tell you all the stuff they're doing to us for a lot of reasons.
[03:24:11.385 --> 03:24:12.906]  I can't tell you what's going on.
[03:24:12.906 --> 03:24:13.927]  But let's just say this.
[03:24:14.107 --> 03:24:15.409]  We're going to see this through to the end.
[03:24:15.409 --> 03:24:18.513]  We're going to stay on air as long as we can.
[03:24:18.513 --> 03:24:22.158]  So please pray for us and please buy the products at mfullerstore.com.
[03:24:22.158 --> 03:24:24.721]  They're great products, plus they fund the operation.
[03:24:24.721 --> 03:24:27.926]  So you know, unlike other products you can buy, they're still great.
[03:24:27.926 --> 03:24:28.767]  Do they fund freedom?
[03:24:28.767 --> 03:24:29.468]  No, a lot of them don't.
[03:24:29.868 --> 03:24:36.314]  These are great products that fund freedom and fund justice when the whole world's waking up and looking for truth.
[03:24:36.314 --> 03:24:38.056]  That's why the globalists are censoring.
[03:24:38.056 --> 03:24:41.479]  They can't bring in all this tyranny and leave people like us on the air.
[03:24:41.479 --> 03:24:44.601]  So while you're at it, don't just financially support us and spread the word.
[03:24:44.601 --> 03:24:51.748]  Download everything we've done you can find and save it because who knows how long we're going to be on the air and the enemy is trying to destroy everything we ever said.
[03:24:52.208 --> 03:25:00.714]  Ladies and gentlemen, Owen Schroeder here, the host of the InfoWars War Room, and I am very excited about our latest supplement addition to InfoWarsStore.com.
[03:25:00.714 --> 03:25:11.302]  Now, I've been supplementing with greens fibers and vegetable capsules for a long time, and so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
[03:25:11.302 --> 03:25:14.224]  But then I read the ingredients, and I was blown away.
[03:25:14.224 --> 03:25:14.805]  Listen to this.
[03:25:15.385 --> 03:25:16.647]  Organic pea fiber.
[03:25:16.647 --> 03:25:18.089]  Organic alfalfa leaf.
[03:25:18.089 --> 03:25:19.551]  Organic wheatgrass leaf.
[03:25:19.551 --> 03:25:20.993]  Organic cilantro leaf.
[03:25:20.993 --> 03:25:22.415]  Organic kale leaf.
[03:25:22.415 --> 03:25:23.957]  Organic flax sprout.
[03:25:23.957 --> 03:25:25.559]  Organic quinoa sprout.
[03:25:25.559 --> 03:25:29.024]  Ladies and gentlemen, all of these things are so incredible for your health.
[03:25:29.024 --> 03:25:30.286]  Just one of these ingredients
[03:25:30.546 --> 03:25:31.807]  You're listening to the Alex Jones Show!
[03:26:09.144 --> 03:26:12.848]  Finally, nothing matters.
[03:26:12.848 --> 03:26:15.310]  High noon.
[03:26:15.310 --> 03:26:19.434]  Finally, nothing moves.
[03:26:19.434 --> 03:26:20.996]  High noon.
[03:26:20.996 --> 03:26:24.399]  Black dog rollin' below the asphalt drive.
[03:26:24.399 --> 03:26:32.687]  A concrete fascination scraping the edge of nothing.
[03:26:41.089 --> 03:26:42.190]  Planetary bombshell!
[03:26:42.190 --> 03:26:48.554]  Director of COVID-19 vaccine program says Pfizer injection erases immune system.
[03:26:48.554 --> 03:26:51.396]  We already played that in the first and second hour.
[03:26:51.396 --> 03:26:59.802]  Now here we are in hour number four.
[03:26:59.802 --> 03:27:04.705]  I got a bunch of clips I want to get to and a bunch of breaking news, but man, I tell you.
[03:27:04.705 --> 03:27:06.706]  My job is so easy to prove to you right now.
[03:27:06.706 --> 03:27:08.788]  I just want people motivated to say no to it because
[03:27:09.753 --> 03:27:12.635]  Most people are like, give in to tyranny, it'll leave you alone.
[03:27:12.635 --> 03:27:14.556]  That's not how this works.
