[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[3:20:38.000 --> 3:20:44.000]  Thank you all and get an infowarstore.com, get some great 2020 election shirts, supplements and so much more.
[3:20:44.000 --> 3:20:46.000]  They're wonderful products and they support the Info War. Thank you.
[3:20:50.000 --> 3:20:55.000]  Look, I've proven that Info Wars information is some of the best in the world.
[3:20:55.000 --> 3:20:58.000]  It's just absolutely on target.
[3:20:58.000 --> 3:21:01.000]  The globalists can't stand us because we've studied how they operate.
[3:21:01.000 --> 3:21:02.000]  They want to keep you in the dark.
[3:21:02.000 --> 3:21:08.000]  I believe in humanity and I want to see you empowered because I know that John F. Kennedy was right.
[3:21:08.000 --> 3:21:10.000]  Raising tide raises all ships.
[3:21:10.000 --> 3:21:18.000]  Now, the supplements, the vitamins, the minerals, the compounds we have at infowarstore.com are the very best sourced,
[3:21:18.000 --> 3:21:22.000]  well-crafted, organic and natural product you're going to find anywhere.
[3:21:22.000 --> 3:21:30.000]  Whether it's natural defense or whether it's Ultra-12 or whether it's X2 or DNA Force Plus or Prostagard or Vasovitz.
[3:21:30.000 --> 3:21:37.000]  These are all cutting-edge, top-of-the-line products that will help you and your family at the same time from the Info War.
[3:21:37.000 --> 3:21:42.000]  So don't procrastinate. Take action today at infowarstore.com.
[3:21:47.000 --> 3:21:50.000]  You cannot hide a grand assault.
[3:21:50.000 --> 3:21:57.000]  America is about to have its energy cut off, its borders destroyed, its dollar brought down to nothing.
[3:21:57.000 --> 3:22:02.000]  All of you that have served Satan believe that you are on the right team.
[3:22:02.000 --> 3:22:05.000]  You're about to find out how pathetic you are.
[3:22:05.000 --> 3:22:12.000]  So I ask all of you who are awake and who love God, stop living in fear.
[3:22:12.000 --> 3:22:15.000]  The enemy is about to expose itself.
[3:22:15.000 --> 3:22:17.000]  The enemy can't help itself.
[3:22:17.000 --> 3:22:21.000]  The enemy comes to kill, steal and destroy.
[3:22:21.000 --> 3:22:27.000]  We sit here as good people get upset about that and try to stop it, we should.
[3:22:27.000 --> 3:22:34.000]  But once it comes through, once it hits us, once it's dominating us and raping us and attacking us,
[3:22:34.000 --> 3:22:37.000]  we just have to point out we try to stop it.
[3:22:37.000 --> 3:22:39.000]  So prepare yourselves, America.
[3:22:39.000 --> 3:22:45.000]  You're going under the judge but just like all the children that were aborted, this is the truth.
[3:22:45.000 --> 3:22:47.000]  This is the Info War.
[3:22:47.000 --> 3:22:55.000]  Epic is one of only a handful of domain registers that promote free speech and freedom of association.
[3:22:55.000 --> 3:22:59.000]  And they know that Big Tech is buying up almost all the other major companies
[3:22:59.000 --> 3:23:03.000]  and engaging in massive censorship and organized crime racketeering.
[3:23:03.000 --> 3:23:06.000]  That's why they've been massively expanding their services.
[3:23:06.000 --> 3:23:11.000]  So whether you have domains or want to register a domain or want help building a website or want servers
[3:23:11.000 --> 3:23:15.000]  or any other major service, they've got it all and they're expanding.
[3:23:15.000 --> 3:23:22.000]  So if you go to infowarsdomains.com and follow that link, you get all their services at the lowest price
[3:23:22.000 --> 3:23:28.000]  and 25% of your sign up for a new domain or a domain you move goes to fund the Info War
[3:23:28.000 --> 3:23:33.000]  and then we get 5% as well for any servers or any other type of services that you get from them.
[3:23:33.000 --> 3:23:37.000]  So it's a win-win as we build a true open free internet again
[3:23:37.000 --> 3:23:40.000]  because the globalists are destroying what was open and what was free.
[3:23:40.000 --> 3:23:44.000]  So infowarsdomains.com, the revolution starts there.
[3:23:44.000 --> 3:23:47.000]  infowarsdomains.com, take action now.
[3:24:14.000 --> 3:24:18.000]  Alex Jones' show.
[3:24:18.000 --> 3:24:21.000]  Hey, great being on the Alex Jones' show.
[3:24:21.000 --> 3:24:27.000]  Thanks for all tuning in and remember, keep the truth alive for infowars.
[3:24:27.000 --> 3:24:29.000]  I mentioned that they keep falling.
[3:24:29.000 --> 3:24:32.000]  I'm in Zipfartland over here in New York.
[3:24:32.000 --> 3:24:35.000]  Now I'm in New York and this isn't my kind of New York.
[3:24:35.000 --> 3:24:38.000]  You know, people are coming from all over up here.
[3:24:38.000 --> 3:24:42.000]  And you know, I'm out in front of my building and I start talking and they go,
[3:24:42.000 --> 3:24:46.000]  where are you from? And they go, we're from New York.
[3:24:46.000 --> 3:24:50.000]  You know, the old days I would have said, who are you talking to?
[3:24:50.000 --> 3:24:56.000]  You're from New York. Anyway, they're not liberals.
[3:24:56.000 --> 3:25:02.000]  Liberal is willing to respect or accept behavior or opinions
[3:25:02.000 --> 3:25:07.000]  different from one's own, open to new ideas.
[3:25:07.000 --> 3:25:09.000]  Oh, you're not getting the facts?
[3:25:09.000 --> 3:25:11.000]  I'm not coming near you.
[3:25:11.000 --> 3:25:14.000]  Oh, you don't believe Fauci? I do. You don't.
[3:25:14.000 --> 3:25:16.000]  You're a conspiracy theory.
[3:25:16.000 --> 3:25:19.000]  That's the libtards we got here.
[3:25:19.000 --> 3:25:25.000]  There's no freedom to think the way you want anymore here.
[3:25:25.000 --> 3:25:31.000]  Relating to or denoting a political or social philosophy that promotes individual rights,
[3:25:31.000 --> 3:25:36.000]  civil liberties, democracy and free enterprise.
[3:25:36.000 --> 3:25:43.000]  Similar words, tolerant, broad minded, can't say broad minded, open minded.
[3:25:43.000 --> 3:25:45.000]  That's better. Okay.
[3:25:45.000 --> 3:25:48.000]  Enlightened, that's a liberal.
[3:25:48.000 --> 3:25:50.000]  These are libtards.
[3:25:50.000 --> 3:25:53.000]  They're dead in the head. They're not liberals.
[3:25:53.000 --> 3:25:55.000]  Those people stop calling them liberals.
[3:25:55.000 --> 3:26:02.000]  I want to go back to Fat Mouth Ford by his words up in the premium.
[3:26:02.000 --> 3:26:11.000]  I'm only mentioning him because he is typical of the clown class that's running the show.
[3:26:11.000 --> 3:26:17.000]  Yeah, this is out from political.
[3:26:17.000 --> 3:26:19.000]  There he is.
[3:26:19.000 --> 3:26:25.000]  Yeah, this is him shooting his mouth off.
[3:26:25.000 --> 3:26:29.000]  The variants of concern are spreading rapidly.
[3:26:29.000 --> 3:26:31.000]  This is a new pandemic.
[3:26:31.000 --> 3:26:34.000]  Again, we are not fighting the enemy.
[3:26:34.000 --> 3:26:36.000]  Please understand, folks.
[3:26:36.000 --> 3:26:40.000]  Yeah, folks, this decision, you ready?
[3:26:40.000 --> 3:26:43.000]  Ways extremely heavy on me.
[3:26:43.000 --> 3:26:46.000]  You're not kidding, man.
[3:26:46.000 --> 3:26:49.000]  It's weighing on you heavy.
[3:26:49.000 --> 3:26:53.000]  Ford and provincial health officials.
[3:26:53.000 --> 3:26:56.000]  How about official pieces of crap?
[3:26:56.000 --> 3:27:01.000]  I'm sick of these words, official authorities.
[3:27:01.000 --> 3:27:07.000]  Premier, Senator, Congressman, your honor.
[3:27:07.000 --> 3:27:11.000]  How about go shove it?
[3:27:11.000 --> 3:27:18.000]  How about Mr. Mises or Lola, L-O-N-L-Lola.
[3:27:18.000 --> 3:27:25.000]  If you're going to say Rachel is in our health secretary officials.
[3:27:25.000 --> 3:27:27.000]  The new variants spread.
[3:27:27.000 --> 3:27:31.000]  You will see the COVID is killing faster and younger.
[3:27:31.000 --> 3:27:34.000]  It's spreading more quickly than it was before.
[3:27:34.000 --> 3:27:40.000]  We cannot vaccinate quickly enough to break the third world, said Alderstein Brown,
[3:27:40.000 --> 3:27:46.000]  the co-chair of the COVID-19 science advisory table.
[3:27:46.000 --> 3:27:49.000]  Yeah, get under the table.
[3:27:49.000 --> 3:27:50.000]  Younger?
[3:27:50.000 --> 3:27:52.000]  All right, fat mouth.
[3:27:52.000 --> 3:27:56.000]  Doctor, doctor, doctor, Mr. M.D., yeah.
[3:27:56.000 --> 3:27:58.000]  You ready?
[3:27:58.000 --> 3:28:02.000]  Here it is, the numbers.
[3:28:02.000 --> 3:28:05.000]  Deaths, this is Ontario.
[3:28:05.000 --> 3:28:10.000]  Ontario has 14.5 million people, all right?
[3:28:10.000 --> 3:28:13.000]  Remember, this is a course of a year.
[3:28:13.000 --> 3:28:17.000]  The course of a year and we got these swine balls.
[3:28:17.000 --> 3:28:23.000]  And I'm just bringing this up, it's going on in most of the states of America and Italy
[3:28:23.000 --> 3:28:34.000]  and France and UK and Germany and Czech Republic and Poland and Belgium.
[3:28:34.000 --> 3:28:38.000]  Deaths reported in ages 19 and under, all right?
[3:28:38.000 --> 3:28:43.000]  19 and under, you can't go out, no partying, no hugging, no dancing, no kissing,
[3:28:43.000 --> 3:28:51.000]  no having fun, two people.
[3:28:51.000 --> 3:28:54.000]  Deaths reported in ages 20 to 39.
[3:28:54.000 --> 3:29:04.000]  Remember, this is a course of a year, over a year of 14.5 million people, 34.
[3:29:04.000 --> 3:29:17.000]  Ages 40 to 59, 315.
[3:29:17.000 --> 3:29:27.000]  Deaths reported in ages 80 and over, 4,969.
[3:29:27.000 --> 3:29:33.000]  60 to 79, 2,107.
[3:29:33.000 --> 3:29:40.000]  2,877 deaths from nursing homes.
[3:29:40.000 --> 3:29:45.000]  You got 7,000 deaths up there out of 14 million people over a year
[3:29:45.000 --> 3:29:52.000]  and you're closing down the place and telling everybody to get vaccinated.
[3:29:52.000 --> 3:29:59.000]  This is from the CDC in America.
[3:29:59.000 --> 3:30:08.000]  We've got about 540,000 people that have died of COVID so far, 550,000, 540,000.
[3:30:08.000 --> 3:30:19.000]  Over the course of a year, 85 years are over, 227,000.
[3:30:19.000 --> 3:30:23.000]  75 to 84 years old, 204,000.
[3:30:23.000 --> 3:30:27.000]  65 to 74, 162,000.
[3:30:27.000 --> 3:30:31.000]  50 to 64, 113,000.
[3:30:31.000 --> 3:30:34.000]  All right? Area numbers.
[3:30:34.000 --> 3:30:36.000]  These are elderly people.
[3:30:36.000 --> 3:30:38.000]  After you get out of the nursing home, you go to day camp.
[3:30:38.000 --> 3:30:40.000]  You know that, right?
[3:30:40.000 --> 3:30:44.000]  Everything is fine after that.
[3:30:44.000 --> 3:30:50.000]  Type 2 diabetics, obesity, which 42% of Americans are,
[3:30:50.000 --> 3:30:58.000]  eat crap, drink crap, and crap out when they get hit with something.
[3:30:58.000 --> 3:31:00.000]  Respiratory ailments.
[3:31:00.000 --> 3:31:03.000]  And these clowns are destroying our lives.
[3:31:03.000 --> 3:31:08.000]  Destroying the lives of hundreds of millions of people in livelihoods.
[3:31:08.000 --> 3:31:10.000]  The streets are dead.
[3:31:10.000 --> 3:31:16.000]  The Biden bounces a fake one.
[3:31:16.000 --> 3:31:21.000]  And while obesity may worsen, COVID-19, because people are staying home
[3:31:21.000 --> 3:31:25.000]  and putting on weight, and we've been reading, we've been writing about it.
[3:31:25.000 --> 3:31:28.000]  The Trends Journal, by the way, is a weekly magazine.
[3:31:28.000 --> 3:31:30.000]  There's no other magazine like it in the world.
[3:31:30.000 --> 3:31:33.000]  And if you want to keep the truth alive, it's the truth and trends.
[3:31:33.000 --> 3:31:36.000]  If you want to know what's happening, what it means and what's next,
[3:31:36.000 --> 3:31:40.000]  because you better prepare, prevail, to prosper, because this thing's going to go down hard.
[3:31:40.000 --> 3:31:48.000]  They're keeping it up, they're artificially propping it up with low interest rates.
[3:31:48.000 --> 3:31:50.000]  And the story.
[3:31:50.000 --> 3:31:53.000]  Inflation is going to go up high.
[3:31:53.000 --> 3:31:55.000]  The markets are going to crash.
[3:31:55.000 --> 3:32:01.000]  When the markets crash, they'll realize on Main Street how bad it is.
