[00:00:00.209 --> 00:00:03.151]  What I do is I wait and I watch.
[02:53:05.284 --> 02:53:07.907]  T-34 is, I think, the most advanced tank in the world.
[02:53:07.907 --> 02:53:10.649]  The NATO countries have 600.
[02:53:13.260 --> 02:53:14.921]  They also have hypersonic missiles.
[02:53:14.921 --> 02:53:21.222]  They also have torpedoes that can travel around the world, nuclear-powered torpedoes.
[02:53:21.222 --> 02:53:26.464]  The Russian military and its weaponry is built for wars.
[02:53:26.464 --> 02:53:34.746]  Our weaponry and our military is meant now for social experimentation with drag queens and rainbow flags and phagatosis and all sorts of perversions.
[02:53:35.346 --> 02:53:45.112]  And endless spending on projects like the F-35, where multiple components are put together in multiple states, not for the purposes of combat.
[02:53:45.112 --> 02:53:53.357]  So our military-industrial complex is a house of cards, where Russia's is a citadel of steel.
[02:53:53.357 --> 02:53:58.841]  And they've got far superior weapons, they haven't even shown some of the best weapons,
[02:53:59.762 --> 02:54:01.783]  But they're not bloodthirsty.
[02:54:01.783 --> 02:54:05.427]  They're not trying to pick an overall fight with the West.
[02:54:05.427 --> 02:54:09.631]  Because they realize the West is coming to Russia.
[02:54:09.631 --> 02:54:13.294]  Not physically, not politically, but commonsensically.
[02:54:13.294 --> 02:54:15.036]  Or commonsensibly.
[02:54:15.036 --> 02:54:16.757]  Isn't it crazy how the roles are reversed?
[02:54:16.757 --> 02:54:18.159]  We were supposedly the free country.
[02:54:18.719 --> 02:54:26.287]  And now Russia comparatively not promoting drag queen and all the pedophilia and being pro-christian is now compared to us, the reformer.
[02:54:26.287 --> 02:54:28.750]  It's just incredible and very, very scary.
[02:54:28.750 --> 02:54:30.331]  All right, Scott Bennett, thank you so much.
[02:54:30.331 --> 02:54:32.253]  Tell us, you've got several great websites.
[02:54:32.253 --> 02:54:33.675]  I check them out all the time.
[02:54:33.675 --> 02:54:35.076]  GlobalfreedomTV.com.
[02:54:35.076 --> 02:54:36.758]  You also have one for your whistleblower book.
[02:54:36.758 --> 02:54:38.640]  Tell us about your sites, your shows, and what you're doing.
[02:54:40.202 --> 02:54:43.144]  Well, we have a weekly program on Global Freedom TV.
[02:54:43.144 --> 02:54:47.147]  We're launching some amicus briefs for helping Donald Trump.
[02:54:47.147 --> 02:54:55.393]  We're also training people in the art of rhetoric and presentations and legal strength and legal rights.
[02:54:55.393 --> 02:55:08.081]  How citizens can go into their town councils and school boards and make them basically all fall backwards and affirm your rights and make legally sound proclamations.
[02:55:09.523 --> 02:55:10.243]  We're doing that.
[02:55:10.243 --> 02:55:16.690]  We also have a website Destroy-Cancer.com for anybody who's got cancer, tumors, or leukemia.
[02:55:16.690 --> 02:55:20.554]  We have Indian black salve and other things to heal that.
[02:55:20.554 --> 02:55:21.816]  I had a skin cancer.
[02:55:21.816 --> 02:55:25.159]  I was completely healed using this Indian black salve.
[02:55:25.159 --> 02:55:27.322]  So Destroy-Cancer.com.
[02:55:27.842 --> 02:55:35.551]  And my books, which people can see, which are going to be part of the evidence of the amicus brief helping Donald Trump, is at shellgamewhistleblower.com.
[02:55:35.551 --> 02:55:39.055]  And I'll send you a copy of the amicus brief, Alex.
[02:55:40.271 --> 02:55:42.232]  After we do some things.
[02:55:42.232 --> 02:55:47.913]  But I think it's a great time for all Americans to pray for President Trump.
[02:55:47.913 --> 02:55:49.113]  Pray for you, of course.
[02:55:49.113 --> 02:55:50.654]  But we're going to win this.
[02:55:50.654 --> 02:55:51.814]  I have no doubt.
[02:55:51.814 --> 02:55:59.336]  And what they're trying to do to us, what they're trying to do to Donald Trump, is going to cause the vast majority of the American people to say, you know what?
[02:55:59.336 --> 02:56:03.517]  I don't like Trump, but I hate police state tyranny more.
[02:56:04.017 --> 02:56:07.701]  And I'm standing up with him to stand against you.
[02:56:07.701 --> 02:56:09.562]  The enemy of my enemy is my friend.
[02:56:09.562 --> 02:56:19.872]  And every American sees an overzealous government, as George Washington saw an overzealous government, as the enemy of the people, a tyrant, a fire that has to be extinguished.
[02:56:19.872 --> 02:56:22.955]  And I think Donald Trump is the rain that's coming.
[02:56:22.955 --> 02:56:24.216]  All right, that's right.
[02:56:24.216 --> 02:56:25.337]  A government is a
[02:56:26.815 --> 02:56:32.096]  Dangerous servant and a fearful master, like fire, once released, very hard to contain.
[02:56:32.096 --> 02:56:33.057]  Thank you so much, my friend.
[02:56:33.057 --> 02:56:33.637]  Talk to you soon.
[02:56:33.637 --> 02:56:35.577]  God bless.
[02:56:35.577 --> 02:56:40.919]  All right, we're coming up on three hours of live transmission kicked off today at noon.
[02:56:40.919 --> 02:56:43.079]  It's 2.53 central.
[02:56:43.079 --> 02:56:46.700]  We're going to reloop this until tomorrow night at 4 p.m.
[02:56:46.700 --> 02:56:48.381]  with the live Sunday show.
[02:56:49.983 --> 02:56:54.204]  I'm going to finish up here in the last few minutes, just pointing out that you want somebody to fight against the globalists?
[02:56:54.204 --> 02:56:55.085]  We're doing it.
[02:56:55.085 --> 02:56:56.065]  And I just want to win.
[02:56:56.065 --> 02:56:58.086]  And I've seen major success.
[02:56:58.086 --> 02:56:59.226]  We've still got a long way to go.
[02:56:59.226 --> 02:57:00.407]  We can't do it without you.
[02:57:00.407 --> 02:57:08.590]  So if you want to be part of the solution, if you want to fight the globalists, plus get great products, make something called a decision.
[02:57:08.590 --> 02:57:09.550]  So many have made it.
[02:57:09.550 --> 02:57:12.991]  So many have done it before, but for whatever reason, forgot and didn't do it again.
[02:57:12.991 --> 02:57:17.313]  I'm just asking everybody to enrich your life, get great products and keep us on air.
[02:57:17.313 --> 02:57:18.293]  Only a few days left.
[02:57:18.908 --> 02:57:19.188]  I think so.
[02:57:39.998 --> 02:57:48.504]  My patron Supply and Ready Hour also makes air and water filtration, not just the biggest food supplier now for storable food, as they went out and went to engineers and said, okay, this thing costs 500 bucks.
[02:57:48.504 --> 02:57:51.206]  We want something that costs 200 bucks.
[02:57:51.206 --> 02:57:51.907]  And they've done it.
[02:57:51.907 --> 02:57:56.890]  So if you want to get 10% off, that's insane, because there's only like 30% markup for us to even make on that.
[02:57:56.890 --> 02:57:58.191]  They make like 20%.
[02:57:58.191 --> 02:58:01.333]  So most places have 100, 200% markup.
[02:58:01.333 --> 02:58:02.534]  They don't have that.
[02:58:02.534 --> 02:58:06.897]  They have like 50% markup, and then we share that profit to fund our operations and what we do.
[02:58:06.897 --> 02:58:08.379]  So InfoWarsTore.com.
[02:58:09.420 --> 02:58:12.962]  We've got the Christmas comes early in August sale.
[02:58:12.962 --> 02:58:21.946]  We also have great 1,000 milligram CBD full spectrum oil that does great things for neurological systems.
[02:58:21.946 --> 02:58:27.469]  Your whole body doesn't make you high, doesn't make you tired, just smooths you out, helps you focus.
[02:58:27.469 --> 02:58:29.510]  The 1,000 milligram is still sold at InfoWarsware.com.
[02:58:29.510 --> 02:58:30.930]  It's great.
[02:58:30.930 --> 02:58:33.252]  You heard Mike Adams tested and said, this is high spectrum.
[02:58:33.252 --> 02:58:34.772]  This is really as best as it gets.
[02:58:34.772 --> 02:58:36.133]  And you're offering it way lower than other people.
[02:58:36.133 --> 02:58:36.673]  Well, guess what?
[02:58:36.673 --> 02:58:38.014]  We've got a firm in Texas
[02:58:38.931 --> 02:58:51.479]  It's one of a bunch of awards that sells their stuff at clinics and places all over for 30% less than what they sell it under by private labeling it under our name, Rebel Zen.
[02:58:51.479 --> 02:58:53.020]  Rebel Zen.
[02:58:53.020 --> 02:58:55.982]  We have the salve cream for your knees, your shoulders, your body.
[02:58:55.982 --> 02:58:59.264]  What it does is incredible.
[02:58:59.264 --> 02:59:03.046]  3000 milligram liquid.
[02:59:03.046 --> 02:59:05.067]  This is 1000 milligram.
[02:59:05.067 --> 02:59:07.309]  3000 milligram liquid under the tongue.
[02:59:07.309 --> 02:59:07.829]  Incredible.
[02:59:08.436 --> 02:59:10.397]  For 30% off what they sell it for.
[02:59:10.397 --> 02:59:16.220]  So this is a little bit more than our 1000 milligram that you take out of the tongue.
[02:59:16.220 --> 02:59:18.902]  For 3000 milligram.
[02:59:18.902 --> 02:59:24.265]  And it is 30 plus percent off what the folks were buying it from sell it for at their lowest price.
[02:59:24.265 --> 02:59:25.665]  Rebels Inn is the private label.
[02:59:25.665 --> 02:59:30.248]  Infowarsstore.com or 888-253-3139.
[02:59:30.248 --> 02:59:32.889]  You got joint pain, you got neurological things.
[02:59:32.889 --> 02:59:33.810]  Give it a try.
[02:59:33.810 --> 02:59:35.731]  Statistically, it's amazing.
[02:59:35.731 --> 02:59:36.031]  Also,
[02:59:37.182 --> 02:59:38.043]  Sold out for three years.
[02:59:38.043 --> 02:59:38.783]  Now back in stock.
[02:59:38.783 --> 02:59:39.944]  30 parts per million.
[02:59:39.944 --> 02:59:40.665]  Highest quality.
[02:59:40.665 --> 02:59:41.245]  Top Lab.
[02:59:41.245 --> 02:59:42.506]  Coalital Silver.
[02:59:42.506 --> 02:59:43.226]  Great topically.
[02:59:43.226 --> 02:59:44.988]  Great to ingest whenever you need it.
[02:59:44.988 --> 02:59:47.409]  Read about all the great things Coalital Silver does.
[02:59:47.409 --> 02:59:51.432]  It's available, again, exclusively, InfoWarStore.com.
[02:59:51.432 --> 02:59:52.613]  Vitamin Row Fusion.
[02:59:52.613 --> 02:59:54.114]  Sold out for almost six months.
[02:59:54.114 --> 02:59:54.895]  Back in stock.
[02:59:54.895 --> 02:59:55.335]  It's amazing.
[02:59:55.335 --> 02:59:56.516]  People love that.
[02:59:56.516 --> 02:59:57.577]  InfoWarStore.com.
[03:00:01.186 --> 03:00:03.127]  Or 888-253-3139.
[03:00:03.127 --> 03:00:12.473]  We just did three hours straight other than like a six minute break we took to air a special report and I'm exhausted.
[03:00:12.473 --> 03:00:14.154]  I thought we really did a good job today.
[03:00:14.154 --> 03:00:14.995]  The crew did a good job.
[03:00:17.950 --> 03:00:20.111]  He's out having an interesting evening last night.
[03:00:20.111 --> 03:00:24.093]  I don't go out a lot with the boys, but I did go out last night with Eddie Bravo.
[03:00:24.093 --> 03:00:27.874]  I'm about to go hang out with a certain cool podcaster.
[03:00:27.874 --> 03:00:30.915]  Pick his brain about what's going on here in Austin and the world.
[03:00:30.915 --> 03:00:35.297]  And Lord willing, I'll be back tomorrow at 4 p.m.
[03:00:35.297 --> 03:00:36.558]  Central Time.
[03:00:36.558 --> 03:00:39.339]  But please, go get a book, get a film, get a t-shirt.
[03:00:39.339 --> 03:00:41.400]  Please go to InfoWars4.com.
[03:00:41.400 --> 03:00:42.360]  We're in the black.
[03:00:42.360 --> 03:00:43.661]  I want to expand.
[03:00:43.661 --> 03:00:44.521]  We're barely in the black.
[03:00:45.385 --> 03:00:46.606]  And our bankruptcy is going well.
[03:00:46.606 --> 03:00:47.486]  It's a reorganization.
[03:00:47.486 --> 03:00:53.850]  It means we'll stay on air if we have the funds for the ongoing legal battle and the appeals, and we have the funds to be solvent.
[03:00:53.850 --> 03:00:58.273]  And that really is in your hands, so thank you for keeping us on air.
[03:00:58.273 --> 03:01:02.435]  I appreciate you, and I honor your support, and I don't take it for granted.
[03:01:02.435 --> 03:01:03.796]  I humbly ask you for more support.
[03:01:03.796 --> 03:01:06.298]  I ask you to make the decision now.
[03:01:06.298 --> 03:01:09.880]  You can get an additional 10% off when you sign up for AutoShip.
[03:01:09.880 --> 03:01:11.261]  I forgot all the other orders.
[03:01:12.029 --> 03:01:13.330]  You can cancel anytime for free.
[03:01:13.330 --> 03:01:15.831]  You can make a straight donation at InfoWarsTore.com.
[03:01:15.831 --> 03:01:17.892]  Just donate right up there on the left-hand corner.
