[00:00:05.635 --> 00:00:06.136]  Stand by.
[03:40:03.814 --> 03:40:06.456]  And he's fine with doing it with the Second Amendment.
[03:40:06.456 --> 03:40:09.017]  My question is, how about the first?
[03:40:09.017 --> 03:40:14.421]  How about we not let him set up a website or a Google account?
[03:40:15.646 --> 03:40:22.248]  How about we not let them join the church until they can petition government to get off the list?
[03:40:22.248 --> 03:40:24.089]  How about not get a lawyer?
[03:40:24.089 --> 03:40:25.609]  How about the Sixth Amendment?
[03:40:25.609 --> 03:40:32.371]  How about you can't get a lawyer until you petition the government to get off the list?
[03:40:32.371 --> 03:40:34.152]  Or my favorite, how about the Eighth Amendment?
[03:40:35.086 --> 03:40:41.392]  We're going to subject you to cruel and unusual punishment until you petition the government to get off the list.
[03:40:41.392 --> 03:40:48.558]  Is there another constitutional right that we treat the same way for American citizens that we do the Second Amendment?
[03:40:48.558 --> 03:40:53.583]  Can you think of one?
[03:40:53.583 --> 03:40:54.644]  And she sits there.
[03:40:54.644 --> 03:40:56.226]  Can you think of one?
[03:40:56.226 --> 03:40:57.507]  I don't have an answer for you, sir.
[03:40:59.144 --> 03:41:00.946]  That was awesome!
[03:41:00.946 --> 03:41:02.267]  I really enjoyed that.
[03:41:02.267 --> 03:41:05.390]  Great job to you, Trey Gowdy, grilling these guys.
[03:41:05.390 --> 03:41:06.531]  Because, yeah, that's what it is.
[03:41:06.531 --> 03:41:13.497]  What I was talking about with Biggs early on, this no-fly, no-gun-by list and all these other watch lists they have people on.
[03:41:13.497 --> 03:41:17.460]  At the time, you don't even know that you're on it until, you know, you get stuck at the airport or some other thing.
[03:41:17.460 --> 03:41:18.601]  Then you have to petition.
[03:41:18.601 --> 03:41:20.763]  And as you can see right there, what's the petition process?
[03:41:20.763 --> 03:41:21.884]  What are you supposed to do?
[03:41:21.884 --> 03:41:23.466]  A lot of times, they don't have an answer.
[03:41:23.846 --> 03:41:25.967]  Once again, the number to call in, 800-259-9231.
[03:41:25.967 --> 03:41:31.431]  That is 800-259-9231.
[03:41:31.431 --> 03:41:33.753]  Let's go ahead and talk to Luke in Washington.
[03:41:33.753 --> 03:41:36.635]  Go ahead, Luke.
[03:41:36.635 --> 03:41:39.256]  Hi, thank you for having me on here.
[03:41:39.256 --> 03:41:40.237]  Thank you.
[03:41:40.237 --> 03:41:51.905]  So, I'm on YouTube right now, and I see the Alex Jones channel, and I see that Melissa Harris Perry called Star Wars film racist, and I think that just shows kind of where our country is really going.
[03:41:52.583 --> 03:42:02.631]  Every film in the future is probably just going to, if it displays a black man or a black woman getting killed, it's going to be claimed as racist.
[03:42:02.631 --> 03:42:05.373]  That's what Melissa Harris Perry is going to just try and do.
[03:42:05.373 --> 03:42:13.420]  Claim every future film that shows any black man, any black woman getting killed is a racist film.
[03:42:13.420 --> 03:42:15.361]  And that's just a joke.
[03:42:17.694 --> 03:42:34.780]  Well I hear what you're saying because I believe what she was referring to like it was a long clip we played it yesterday I'm not gonna play it again but she was talking about you know how Darth Vader was evil until he became white he took off the Darth Vader suit and became white even though if you go watch episode 3 you know Anakin's evil and killing a bunch of kids in the library but I guess that doesn't mean anything
[03:42:35.140 --> 03:42:39.242]  And I also saw an interview with James Earl Jones done several years ago.
[03:42:39.242 --> 03:42:46.845]  He was talking about when he got cast for the film, because you can go watch DVD bonus features of the actor in the suit saying the lines.
[03:42:46.845 --> 03:42:48.066]  He doesn't sound intimidating at all.
[03:42:48.066 --> 03:42:52.748]  I'm sure he's a fantastic actor, but he doesn't have that James Earl Jones type of voice.
[03:42:52.748 --> 03:43:02.192]  So James Earl Jones was saying that, yeah, George Lucas wanted a voice that was darker, not racially darker, but just darker, more intense, more intimidating than what we saw there.
[03:43:02.192 --> 03:43:03.833]  But yeah, I hear what you're saying there, Luke.
[03:43:04.353 --> 03:43:13.083]  I think there is going to be a lot of people who just like anything you know if a black person is a villain in a movie they'll say it's racist or whatever so I definitely understand what you're saying right there.
[03:43:13.083 --> 03:43:15.246]  Let's go ahead and go back to another clip now.
[03:43:15.246 --> 03:43:18.529]  We have Obama's undersecretary of the army nominee
[03:43:19.250 --> 03:43:19.610]  We're good.
[03:43:34.981 --> 03:43:36.863]  I don't know, but let's go take a look at this clip.
[03:43:36.863 --> 03:43:39.406]  By all people, not Lindsey Graham, who is it?
[03:43:39.406 --> 03:43:41.407]  John McCain coming after this guy.
[03:43:41.407 --> 03:43:43.009]  And I got my own views about John McCain.
[03:43:43.009 --> 03:43:50.576]  You know he's out there hanging out with the Al-Qaeda rebels saying that, I know these guys, I know them so well, and I've gone over there and met with them.
[03:43:50.576 --> 03:43:52.418]  And somebody out here is Alex Jones.
[03:43:54.212 --> 03:43:55.132]  Sorry.
[03:43:55.132 --> 03:43:56.353]  It's live teleprompter media.
[03:43:56.353 --> 03:43:57.433]  Jakari's kicking butt.
[03:43:57.433 --> 03:43:59.695]  I cannot wait until tonight when you guys are hosts of the news.
[03:43:59.695 --> 03:44:00.535]  I'll be part of it with you.
[03:44:00.535 --> 03:44:02.176]  We've got huge debate coverage coming up.
[03:44:02.176 --> 03:44:03.736]  I'm about to do a Facebook Mentions.
[03:44:03.736 --> 03:44:05.597]  Coming up in about 10-15 minutes, Jakari.
[03:44:05.597 --> 03:44:05.877]  Alright.
[03:44:05.877 --> 03:44:07.098]  You've done a wonderful job this year.
[03:44:07.098 --> 03:44:08.298]  So have the viewers and listeners.
[03:44:08.298 --> 03:44:10.179]  About to go sign your Christmas bonus check, Jakari.
[03:44:10.179 --> 03:44:11.120]  That is awesome.
[03:44:11.120 --> 03:44:12.921]  Yeah, there you go.
[03:44:12.921 --> 03:44:15.242]  Alright, let's go ahead and go to this clip.
[03:44:15.242 --> 03:44:17.903]  And this is Mr. Murphy, the Undersecretary.
[03:44:20.151 --> 03:44:21.272]  Well, thank you all.
[03:44:21.272 --> 03:44:28.357]  Congressman Murphy, is ISIS contained?
[03:44:28.357 --> 03:44:37.464]  Well, Senator, I'm not currently, as you know, in government, but let me tell you what I know from my personal perspective, Mr. Chairman.
[03:44:37.464 --> 03:44:40.926]  When you look at things like the Russian airliners... Let me start out by saying yes or no.
[03:44:42.688 --> 03:44:58.593]  I would say no because, Mr. Chairman, when you look at things like the Russian airliner, when you look at things like the Paris attack which killed civilians, when you look at things like the ISIL-inspired attack in California, when you look at ISIL operations currently in Ramadi and Mosul.
[03:44:59.830 --> 03:45:02.331]  I'm concerned, as we all are concerned.
[03:45:02.331 --> 03:45:11.536]  And we must, and I think Secretary Carter and General Milley have said that we must accelerate our prosecution in the war against ISIL immediately.
[03:45:11.536 --> 03:45:15.718]  And if confirmed, Mr. Chairman, I will do just that to make sure we take the fight to them.
[03:45:17.299 --> 03:45:20.661]  And yes, I do agree that ISIS is a threat and they need to be dealt with.
[03:45:20.661 --> 03:45:28.105]  The issue that very few people are talking about outside of Rand Paul is that we keep funding ISIS, we keep funding Al Qaeda.
[03:45:28.105 --> 03:45:33.428]  Everybody wants to go blow them up, but nobody wants to cut off the funding and make them an easier target to attack.
[03:45:33.428 --> 03:45:35.550]  Let's go ahead and talk to Larry in Michigan.
[03:45:35.550 --> 03:45:41.053]  Go ahead, Larry.
[03:45:41.053 --> 03:45:41.273]  Larry?
[03:45:42.765 --> 03:45:44.546]  Okay, I guess we lost Larry there.
[03:45:44.546 --> 03:45:47.246]  Let's go ahead and talk to Tim in Ohio.
[03:45:47.246 --> 03:45:49.247]  Go ahead, Tim.
[03:45:49.247 --> 03:45:50.648]  Hey, Ja'Fari, how you doing?
[03:45:50.648 --> 03:45:51.168]  Doing good, sir.
[03:45:51.168 --> 03:45:52.408]  Yourself?
[03:45:52.408 --> 03:45:53.348]  Good.
[03:45:53.348 --> 03:46:04.952]  Hey, isn't it funny how when Trump made that statement about the illegal, or the bringing in the jihadis, that all those people in the establishment come out against him.
[03:46:04.952 --> 03:46:09.894]  Well, doesn't that just go to show how much they don't represent us when his polls go up?
[03:46:11.425 --> 03:46:26.483]  Well the issue is, like I said, I'm not a fan of everything Trump says and does, but going back to the old Rand Paul example, everybody wants to come out and say let's bomb ISIS, but nobody wants to talk about the root of the problem, saying that we're funding ISIS.
[03:46:26.483 --> 03:46:29.367]  I haven't heard people, I haven't heard Trump really talk about that either.
[03:46:29.747 --> 03:46:31.729]  So I'm not so much on the Trump campaign.
[03:46:31.729 --> 03:46:40.356]  I do hear what you're saying, that anytime he says something, they do seem to attack him more than they would a Hillary Clinton or a, you know, Bernie Sanders, a character like that.
[03:46:40.356 --> 03:46:46.041]  So I hear some of what you're saying, but I'm not completely on the Trump bandwagon.
[03:46:46.041 --> 03:46:55.809]  And you know how right after that happened, Obama come out and said, you know, we gotta, you know, somebody on a no-fly list should not be able to buy a gun when this guy wasn't even on.
[03:46:55.809 --> 03:46:57.450]  These guys weren't even on a no-fly list.
[03:46:57.450 --> 03:46:57.991]  That is correct.
[03:46:59.056 --> 03:47:02.937]  Yeah, and it shows you they just keep grasping at straws.
[03:47:02.937 --> 03:47:08.338]  You know, even with the Boston bombing, you had a pressure cooker filled with all types of nails, whatever else was in there.
[03:47:08.338 --> 03:47:10.418]  Then they'd use that to try to ban guns.
[03:47:10.418 --> 03:47:12.259]  You know, it's just a complete lunacy.
[03:47:12.259 --> 03:47:20.621]  They'll use any example they can to come after guns, even though, as we all know, they themselves are surrounded by bodyguards and have all that stuff going on them.
[03:47:20.621 --> 03:47:22.921]  Well, thank you so much for calling in.
[03:47:22.921 --> 03:47:24.361]  Let's go back to another clip.
[03:47:24.361 --> 03:47:27.142]  We have Obama defending his Guantanamo policy.
[03:47:27.742 --> 03:47:48.556]  Calling for the release of low-level detainees and downplaying the threat, as we already referenced earlier in the show, Obama used to say that ISIS was the JV team, and not to be, you know, any concern to anybody, we're just going to air drop them grenades and then have our, you know, colonels, generals, or whoever the guy made the statement that one crate or one pallet of grenades isn't going to defeat the U.S.
[03:47:48.556 --> 03:47:49.196]  military.
[03:47:49.196 --> 03:47:55.581]  Yes, I do agree it's not going to defeat the United States military, but it's going to kill a whole bunch of unarmed civilians out there in Syria.
[03:47:55.581 --> 03:47:57.522]  Let's go ahead and look at this clip from Obama.
[03:47:58.903 --> 03:48:16.010]  Well, first of all, just in terms of Guantanamo policy generally, I am absolutely persuaded, as are my top intelligence and military advisors, that Guantanamo is used as a recruitment tool for organizations like ISIS.
[03:48:16.010 --> 03:48:21.713]  And if we want to fight them, then we can't give them these kinds of excuses.
[03:48:21.713 --> 03:48:24.014]  In terms of any kind of
[03:48:25.285 --> 03:48:25.705]  I think?
