[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[02:41:49.680 --> 02:41:51.680]  And what is this conditioning for, though?
[02:41:51.680 --> 02:41:54.680]  You know, I fly all the time and I'm standing in the TSA line
[02:41:54.680 --> 02:41:57.680]  and you know that if I did what you had just done right now in the air,
[02:41:57.680 --> 02:42:00.680]  you knew that I would be hauled off in handcuffs
[02:42:00.680 --> 02:42:03.680]  and interrogated under a swinging light bulb for 24 hours.
[02:42:03.680 --> 02:42:06.680]  And, you know, it's not just in the schools, it's everywhere.
[02:42:06.680 --> 02:42:10.680]  And I think it's really conditioning for don't even think,
[02:42:10.680 --> 02:42:12.680]  don't even think a thought.
[02:42:12.680 --> 02:42:16.680]  It's absolutely conditioning to what I call, it's like learned obtuseness.
[02:42:16.680 --> 02:42:20.680]  It's like, you know, the chances that somebody is saying, wow, you know,
[02:42:20.680 --> 02:42:23.680]  I'm really going to bomb this plane is, you know,
[02:42:23.680 --> 02:42:27.680]  bored and surly from waiting in the line versus a terrorist
[02:42:27.680 --> 02:42:29.680]  and say it's a grandmother in a wheelchair
[02:42:29.680 --> 02:42:32.680]  and you're still supposed to treat this like an absolute threat.
[02:42:32.680 --> 02:42:36.680]  That's like willing yourself not to think like a normal human being
[02:42:36.680 --> 02:42:42.680]  and become an obtuse idiot, which is what you'd have to be to suspend a kid
[02:42:42.680 --> 02:42:45.680]  who's pretend playing war on the playground,
[02:42:45.680 --> 02:42:47.680]  which children have done since the beginning of time.
[02:42:47.680 --> 02:42:51.680]  I mean, it really is using no judgment whatsoever.
[02:42:51.680 --> 02:42:52.680]  Absolutely.
[02:42:52.680 --> 02:42:56.680]  On the phone lines 1-800-259-9231.
[02:42:56.680 --> 02:42:57.680]  I'm Dr. Catherine Albrecht.
[02:42:57.680 --> 02:43:01.680]  My guest, Lenore Skenazy, is online at freerangekids.com.
[02:43:01.680 --> 02:43:05.680]  And let's go to, let's see, we got Mike listening in California.
[02:43:05.680 --> 02:43:06.680]  Hi, Mike.
[02:43:06.680 --> 02:43:07.680]  You're on with Lenore Skenazy.
[02:43:07.680 --> 02:43:08.680]  Go ahead.
[02:43:08.680 --> 02:43:10.680]  Hi, Mike.
[02:43:10.680 --> 02:43:11.680]  Hi, doctor.
[02:43:11.680 --> 02:43:12.680]  There we go.
[02:43:12.680 --> 02:43:13.680]  We hear you.
[02:43:13.680 --> 02:43:14.680]  Go ahead.
[02:43:14.680 --> 02:43:15.680]  I'm in Red Bluff, California.
[02:43:15.680 --> 02:43:19.680]  We just had a girl kidnapped and murdered on our way home from school.
[02:43:19.680 --> 02:43:20.680]  Oh, it's horrifying.
[02:43:20.680 --> 02:43:25.680]  This week, the perpetrator said he went crazy on drugs.
[02:43:25.680 --> 02:43:30.680]  We had one of the interstate international kidnap, murder,
[02:43:30.680 --> 02:43:35.680]  eat children arrested less than a year ago in Anderson, California,
[02:43:35.680 --> 02:43:36.680]  right up the street.
[02:43:36.680 --> 02:43:37.680]  That's horrifying.
[02:43:37.680 --> 02:43:39.680]  My own child is trafficked.
[02:43:39.680 --> 02:43:41.680]  The FBI is covering this up.
[02:43:41.680 --> 02:43:43.680]  Don't use their statistics.
[02:43:43.680 --> 02:43:47.680]  I personally know of an interstate rink.
[02:43:47.680 --> 02:43:52.680]  There's a cancer of corruption inside the FBI, and Alex is right.
[02:43:52.680 --> 02:43:55.680]  Our children are being trafficked.
[02:43:55.680 --> 02:43:59.680]  Don't let your children out there to be victimized.
[02:43:59.680 --> 02:44:00.680]  Here's what I would say.
[02:44:00.680 --> 02:44:03.680]  I would say definitely have your kids,
[02:44:03.680 --> 02:44:06.680]  especially in a neighborhood where there's been a tragedy
[02:44:06.680 --> 02:44:11.680]  and perhaps the person hasn't been found, definitely travel with a buddy.
[02:44:11.680 --> 02:44:13.680]  That's obviously much safer.
[02:44:13.680 --> 02:44:18.680]  And what I always tell parents is to tell their children, you know,
[02:44:18.680 --> 02:44:20.680]  not that you can't talk to strangers because, you know,
[02:44:20.680 --> 02:44:22.680]  if, God forbid, something bad is happening,
[02:44:22.680 --> 02:44:26.680]  you want the child to feel very free to knock on somebody else's door
[02:44:26.680 --> 02:44:29.680]  or to run across the street to the guy who's raking his leaves and say,
[02:44:29.680 --> 02:44:30.680]  I'm going to stand next to you.
[02:44:30.680 --> 02:44:32.680]  I don't like the guy in the van that's passing by.
[02:44:32.680 --> 02:44:36.680]  So you can always talk to strangers, but never, ever go off with strangers.
[02:44:36.680 --> 02:44:40.680]  And don't feel bad if you're making a stink or screaming or running.
[02:44:40.680 --> 02:44:41.680]  Don't feel embarrassed.
[02:44:41.680 --> 02:44:43.680]  Don't feel like you have to be a good girl.
[02:44:43.680 --> 02:44:45.680]  Don't go off with strangers.
[02:44:45.680 --> 02:44:47.680]  You can talk to strangers, but don't go off with strangers.
[02:44:47.680 --> 02:44:49.680]  Well, and let me address this,
[02:44:49.680 --> 02:44:52.680]  because I think Mike is hitting on something pretty important,
[02:44:52.680 --> 02:44:56.680]  which is that there are international rings that do traffic in children.
[02:44:56.680 --> 02:44:59.680]  You know, even the mainstream media acknowledges this.
[02:44:59.680 --> 02:45:01.680]  So we know that that kind of thing does happen.
[02:45:01.680 --> 02:45:04.680]  You know, I would say for parents in a community like that,
[02:45:04.680 --> 02:45:08.680]  I probably would not let a six-year-old walk down the street in today's day
[02:45:08.680 --> 02:45:09.680]  and age.
[02:45:09.680 --> 02:45:11.680]  I'm sorry. I probably wouldn't.
[02:45:11.680 --> 02:45:15.680]  But, you know, I see 12-year-olds who can't even go to the bathroom by themselves.
[02:45:15.680 --> 02:45:18.680]  You know, 12-year-olds, you were telling me the story of a 12-year-old boy
[02:45:18.680 --> 02:45:23.680]  whose mother, yeah, because his mother didn't want to let him actually go to the bathroom.
[02:45:23.680 --> 02:45:24.680]  He's 12 years old.
[02:45:24.680 --> 02:45:27.680]  So, you know, at what point, and I would ask this of Mike,
[02:45:27.680 --> 02:45:31.680]  at what point do kids earn the right to be able to walk down the street
[02:45:31.680 --> 02:45:32.680]  or go to the bathroom?
[02:45:32.680 --> 02:45:34.680]  Where does that cut-off happen?
[02:45:34.680 --> 02:45:35.680]  Is it at 21?
[02:45:35.680 --> 02:45:38.680]  You know, when can they walk down the street?
[02:45:38.680 --> 02:45:39.680]  Is Mike still there?
[02:45:39.680 --> 02:45:40.680]  Well, yes.
[02:45:40.680 --> 02:45:44.680]  In this area, this is massive corruption.
[02:45:44.680 --> 02:45:46.680]  It's worse than Boston.
[02:45:46.680 --> 02:45:52.680]  You can Google up FBI ruling Bulger, B-U-L-G-E-R, Whitey Bulger,
[02:45:52.680 --> 02:45:57.680]  and understand the FBI has been a cancer inside the FBI,
[02:45:57.680 --> 02:46:03.680]  has been allowing this to continue, including an interstate trafficking ring.
[02:46:03.680 --> 02:46:04.680]  All right.
[02:46:04.680 --> 02:46:05.680]  Well, thanks for the call, Mike.
[02:46:05.680 --> 02:46:07.680]  Let me just jump in with a couple of thoughts here.
[02:46:07.680 --> 02:46:09.680]  First of all, any time the word Google comes up,
[02:46:09.680 --> 02:46:11.680]  I have to correct it and say around here we start page it
[02:46:11.680 --> 02:46:14.680]  because we're giving billions of dollars of free advertising to Google
[02:46:14.680 --> 02:46:15.680]  every time we say to Google something,
[02:46:15.680 --> 02:46:18.680]  and we use StartPage, the private search engine here.
[02:46:18.680 --> 02:46:19.680]  But the other thing I want to say, Lenore,
[02:46:19.680 --> 02:46:21.680]  let's say somebody really just doesn't feel safe
[02:46:21.680 --> 02:46:23.680]  with their kids walking down the street alone.
[02:46:23.680 --> 02:46:28.680]  That's not really what this is about because what it's really about is letting a kid,
[02:46:28.680 --> 02:46:31.680]  you know, use a sharp knife in the kitchen,
[02:46:31.680 --> 02:46:36.680]  letting a kid use a hammer and nails in their own backyard to build a treehouse,
[02:46:36.680 --> 02:46:40.680]  things that nowadays parents are not letting their kids do anything.
[02:46:40.680 --> 02:46:43.680]  There are parents who won't let their children cut a sandwich.
[02:46:43.680 --> 02:46:48.680]  There are parents who won't let children, you know, play in the backyard.
[02:46:48.680 --> 02:46:52.680]  What we've started to do is think of children as in danger by everything.
[02:46:52.680 --> 02:46:57.680]  And just like we were talking about with the TSAC's danger in every passenger,
[02:46:57.680 --> 02:47:00.680]  I feel like we as parents are encouraged to think, oh, my God,
[02:47:00.680 --> 02:47:04.680]  this cup has plastic and plastic could hurt my child.
[02:47:04.680 --> 02:47:05.680]  Oh, my God, this drop-side crib.
[02:47:05.680 --> 02:47:09.680]  I mean, we just recalled all the drop-side cribs because it's sad.
[02:47:09.680 --> 02:47:12.680]  You know, once in a while somebody dies in them,
[02:47:12.680 --> 02:47:16.680]  but does that mean that the crib is inherently dangerous?
[02:47:16.680 --> 02:47:20.680]  You know, one in eight million children dies in a crib.
[02:47:20.680 --> 02:47:25.680]  We started saying that this means that we can't have that on the market anymore.
[02:47:25.680 --> 02:47:29.680]  So the crib is dangerous, the cup is dangerous, the knife is dangerous,
[02:47:29.680 --> 02:47:33.680]  and outside is dangerous because there's sun and the sun could give you cancer.
[02:47:33.680 --> 02:47:38.680]  I mean, we don't think of anything as natural or wholesome for our kids anymore.
[02:47:38.680 --> 02:47:41.680]  Right, and I think it's harming the parents as well.
[02:47:41.680 --> 02:47:42.680]  All right, let me go to New York.
[02:47:42.680 --> 02:47:44.680]  I want to get a woman's opinion on this.
[02:47:44.680 --> 02:47:46.680]  Catherine is holding on the line in New York.
[02:47:46.680 --> 02:47:47.680]  Catherine, you're on with Lenora Scannese.
[02:47:47.680 --> 02:47:49.680]  Go ahead.
[02:47:49.680 --> 02:47:51.680]  Oh, Catherine.
[02:47:51.680 --> 02:47:53.680]  Hello?
[02:47:53.680 --> 02:47:55.680]  Yeah, go right ahead.
[02:47:55.680 --> 02:47:56.680]  Oh, hi.
[02:47:56.680 --> 02:48:02.680]  Yeah, Catherine, I was actually able to sit in on your talk up at Liberty Forum in New Hampshire,
[02:48:02.680 --> 02:48:04.680]  and I want to thank you for that.
[02:48:04.680 --> 02:48:11.680]  And I just wanted to say that I grew up the complete opposite of what you're describing here.
[02:48:11.680 --> 02:48:16.680]  I mean, unfortunately, when I was growing up, I was kind of running away
[02:48:16.680 --> 02:48:21.680]  because my home life was a bit stressful, to say the least.
[02:48:21.680 --> 02:48:28.680]  There was some domestic violence and divorce, and I was pushed out,
[02:48:28.680 --> 02:48:32.680]  you know, forced to kind of grow up too fast.
[02:48:32.680 --> 02:48:37.680]  And I think, I mean, of course, there's a balance, you know, not letting kids grow up enough and pushing them.
[02:48:37.680 --> 02:48:41.680]  And then, you know, even me, I wanted to kind of grow up fast.
[02:48:41.680 --> 02:48:47.680]  But it doesn't work because everything has to be done in nature's process.
[02:48:47.680 --> 02:48:53.680]  And growing up too fast and not having people to rely on and lean on sufficiently enough
[02:48:53.680 --> 02:48:59.680]  actually prevents you from ending up independent and healthy also.
[02:48:59.680 --> 02:49:00.680]  That's a great point.
[02:49:00.680 --> 02:49:07.680]  I don't think anybody is, you know, recommending that kids just be shoved out of the street at age six and fend for yourself.
[02:49:07.680 --> 02:49:08.680]  Lenore?
[02:49:08.680 --> 02:49:09.680]  No, not at all.
[02:49:09.680 --> 02:49:14.680]  First of all, I'm really sorry you grew up in that kind of environment because it sounds really rough.
[02:49:14.680 --> 02:49:19.680]  The idea of free range is not freewheeling, and it's certainly not abuse.
[02:49:19.680 --> 02:49:24.680]  The idea that we do what, you know, hopefully good parents have done throughout time,
[02:49:24.680 --> 02:49:31.680]  which is gradually train our children to be more responsible and give them their independence as they prove it.
[02:49:31.680 --> 02:49:37.680]  So if you teach your child to cross the street safely and you've watched him do it and you know that he's competent,
[02:49:37.680 --> 02:49:42.680]  then you let him start crossing the street, you know, your own block and then maybe a couple blocks further.
[02:49:42.680 --> 02:49:44.680]  And you do the same with riding a bike.
